Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage","Current"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H4X-05B-ND,H4X-05B,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"136.51550","0","20","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-3-30M-ND,CCP-3-30M,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 240V 30A,0,0,"138.18500","0","2","CCP","Active","Fuse Carrier","240V","30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H4X-05R-ND,H4X-05R,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"138.44000","0","1","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2011-switch-rd30-rd100.pdf,-,H4X-03R-ND,H4X-03R,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"139.61000","0","1","-","Active","Handle, Red/Yellow","-","-"
-,-,15595-303FQR-ND,15595-303FQR,Eaton - Bussmann Electrical Division,FUSE DISCONNECT BLOCK,0,0,"141.72000","0","1","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-SSE-1-ND,TPWDS-SSE-1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"147.02400","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-SSM-2-ND,TPWDS-SSM-2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"147.02400","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-SSE-2-ND,TPWDS-SSE-2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"147.02400","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-SSM-1-ND,TPWDS-SSM-1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"147.02400","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-SSM-3-ND,TPWDS-SSM-3,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"147.02400","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5001_TP15900-4.pdf,-,TP15900-41-2-ND,TP15900-41-2,Eaton - Bussmann Electrical Division,SWITCH FUSED DISCONNECT 4 POS UL,0,0,"148.08714","0","21","Telpower®","Active","Switch","80V","50A"
-,-,15595-410FQR1CM-ND,15595-410FQR1CM,Eaton - Bussmann Electrical Division,FUSE DISCONNECT BLOCK,0,0,"148.63083","0","12","-","Active","-","-","-"
-,-,15595-428FQR1CM-ND,15595-428FQR1CM,Eaton - Bussmann Electrical Division,FUSE DISCONNECT BLOCK,0,0,"150.37000","0","1","-","Active","-","-","-"
-,-,004660064-ND,004660064,Altech Corporation,PV SWITCH DISCONNECTOR4P UP TO 1,0,0,"152.93000","0","1","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-BSE-1-ND,TPWDS-BSE-1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"155.62800","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-BSE-2-ND,TPWDS-BSE-2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"155.62800","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-BSE-3-ND,TPWDS-BSE-3,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"155.62800","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-BSM-2-ND,TPWDS-BSM-2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"155.62800","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-BSM-3-ND,TPWDS-BSM-3,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"155.62800","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TP15900-41-ND,TP15900-41,Eaton - Bussmann Electrical Division,SWITCH FUSED DISCONNECT 4 POS UL,0,0,"156.12810","0","21","Telpower®","Active","Switch","80V","50A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H4X-06RHD-ND,H4X-06RHD,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"158.36000","0","1","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2002-pistol-h4x-07-for-rdf600j-rdf800l.pdf,-,H4X-07RHD-ND,H4X-07RHD,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"158.36000","0","1","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-2-60CF-ND,CCP-2-60CF,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 600V 60A,0,0,"158.67000","0","3","CCP","Active","Fuse Carrier","600V","60A"
-,-,15595-410FQR-ND,15595-410FQR,Eaton - Bussmann Electrical Division,FUSE DISCONNECT BLOCK,0,0,"164.24000","0","1","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-BBM-3-ND,TPWDS-BBM-3,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"164.25000","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-BBE-3-ND,TPWDS-BBE-3,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"164.25000","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-BBM-1-ND,TPWDS-BBM-1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"164.25000","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-BBM-2-ND,TPWDS-BBM-2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"164.25000","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1141_15149.pdf,-,15149-2-ND,15149-2,Eaton - Bussmann Electrical Division,SWITCH COMPONENT BLOCK 600V 2A,0,0,"164.67000","0","15","15149","Active","Switch","600V","2A"
-,-,004660065-ND,004660065,Altech Corporation,PV SWITCH DISCONNECTOR4P UP TO 1,0,0,"167.83000","0","1","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5021_TP158HC.pdf,-,TP158HC-ND,TP158HC,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT TPL-B ENGLISH,0,0,"168.27000","0","20","Telpower®","Active","Switch","80V","250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5021_TP158HC.pdf,-,TP158HC-M-ND,TP158HC-M,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT TPL-B METRIC,0,0,"168.27000","0","20","Telpower®","Active","Switch","80V","250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5019_TP15900-4W.pdf,-,TP15900-4W-ND,TP15900-4W,Eaton - Bussmann Electrical Division,SWITCH FUSED DISCONNECT 4 POS UL,0,0,"169.16714","0","21","Telpower®","Active","Switch","80V","50A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5028_TPW_TPWDS.pdf,-,TPWDS-BBE-1-ND,TPWDS-BBE-1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 150-250A 80VDC,0,0,"177.40800","0","5","TPWDS","Active","Switch","80V","150 ~ 250A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-3-30CF-ND,CCP-3-30CF,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 600V 30A,0,0,"178.52500","0","2","CCP","Active","Fuse Carrier","600V","30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TP15914-1-ND,TP15914-1,Eaton - Bussmann Electrical Division,SWITCH FUSED DISCONNECT 4 POS UL,0,0,"178.99533","0","15","Telpower®","Active","Switch","80V","50A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H4X-05RHD-ND,H4X-05RHD,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"181.44000","0","1","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1141_15149.pdf,-,15149-3-ND,15149-3,Eaton - Bussmann Electrical Division,SWITCH COMPONENT BLOCK 600V 3A,0,0,"190.53000","0","18","15149","Active","Switch","600V","3A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a1999-flange-flh1-flh2.pdf,-,FLH1-ND,FLH1,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE,0,0,"197.96000","0","1","-","Active","Handle","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a1995-flange-shaft-mechanism-flrm.pdf,-,FLRM-ND,FLRM,Eaton - Bussmann Electrical Division,SWITCH COMP SHAFT MECHANISM,0,0,"211.84000","0","1","-","Active","Shaft Mechanism","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/BUS_Ele_DS_1161_CCPB.pdf,-,CCPB-2-50CF-ND,CCPB-2-50CF,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 600V 50A,0,0,"214.74000","0","3","Cubefuse® CCPB","Active","Fuse Carrier","600V","50A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER1-40N3PB-ND,ER1-40N3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"273.51000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2016-cable-flange-flcm.pdf,-,FLCM-ND,FLCM,Eaton - Bussmann Electrical Division,SWITCH COMP CABLE MECHANISM,0,0,"276.84000","0","1","-","Active","Cable Mechanism","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2016-cable-flange-flcm.pdf,-,FLC36-ND,FLC36,Eaton - Bussmann Electrical Division,SWITCH COMPONENT CABLE,0,0,"279.23000","0","1","-","Active","Cable","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER12-25N3PB-ND,ER12-25N3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"306.03000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER3R-40N3PB-ND,ER3R-40N3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"307.23000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/BUS_Ele_DS_1161_CCPB.pdf,-,CCPB-3-15CF-ND,CCPB-3-15CF,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 600V 15A,0,0,"322.14500","0","2","Cubefuse® CCPB","Active","Fuse Carrier","600V","15A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/BUS_Ele_DS_1161_CCPB.pdf,-,CCPB-3-30CF-ND,CCPB-3-30CF,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 600V 30A,0,0,"322.14500","0","2","Cubefuse® CCPB","Active","Fuse Carrier","600V","30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-3-100CF-ND,CCP-3-100CF,Eaton - Bussmann Electrical Division,SW COMP FUSE CARRIER 600V 100A,0,0,"322.67000","0","2","CCP","Active","Fuse Carrier","600V","100A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/BUS_Ele_DS_1161_CCPB.pdf,-,CCPB-2-100CF-ND,CCPB-2-100CF,Eaton - Bussmann Electrical Division,SW COMP FUSE CARRIER 600V 100A,0,0,"348.48000","0","3","Cubefuse® CCPB","Active","Fuse Carrier","600V","100A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-literature/bus-ele-pp-10047-disconnect-enclosed.pdf,-,ER1-30N3SB-ND,ER1-30N3SB,Eaton - Bussmann Electrical Division,REPLACED BY ER1-30N3PB,0,0,"383.84000","0","1","-","Active","Switch","600V","30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER1-30N3PB-ND,ER1-30N3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"392.93000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-literature/bus-ele-pp-10047-disconnect-enclosed.pdf,-,ER4-16N3SB-ND,ER4-16N3SB,Eaton - Bussmann Electrical Division,REPLACED BY ER4-16N3PB,0,0,"400.22000","0","1","-","Active","Switch","600V","16A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-literature/bus-ele-pp-10047-disconnect-enclosed.pdf,-,ER4-25N3SB-ND,ER4-25N3SB,Eaton - Bussmann Electrical Division,REPLACED BY ER4-25N3PB,0,0,"419.87000","0","1","-","Active","Switch","600V","25A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER1-60N3PB-ND,ER1-60N3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"429.59000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER12-30N3PB-ND,ER12-30N3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"432.59000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER4-40N3PB-ND,ER4-40N3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"436.59000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a1999-flange-flh1-flh2.pdf,-,FLH2-ND,FLH2,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE,0,0,"450.09000","0","1","-","Active","Handle","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER1-100N3PB-ND,ER1-100N3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"466.62000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-literature/bus-ele-pp-10047-disconnect-enclosed.pdf,-,ER4P-63N3SB-ND,ER4P-63N3SB,Eaton - Bussmann Electrical Division,REPLACED BY ER4P-63N3PB,0,0,"467.28000","0","1","-","Active","-","-","-"
https://www.littelfuse.com/~/media/electrical/datasheets/misc-electrical-products/littelfuse_fuse_disconnect_ltfd_datasheet.pdf,-,LTFD6001ZX00-ND,LTFD6001ZX00,Littelfuse Inc.,ACS 145VDC 600A L17T DISCONNECT,0,0,"497.38000","0","1","LTFD 6001","Active","Switch","145V","600A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER4P-60N3PB-ND,ER4P-60N3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"513.99000","0","1","-","Active","Handle, Black","-","-"
https://www.littelfuse.com/~/media/electrical/datasheets/misc-electrical-products/littelfuse_fuse_disconnect_ltfd_datasheet.pdf,-,LTFD6001ZX01-ND,LTFD6001ZX01,Littelfuse Inc.,ACS 60VDC 800A L17T DISCONNECT,0,0,"525.78000","0","1","LTFD 6001","Active","Switch","60V","800A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-literature/bus-ele-pp-10047-disconnect-enclosed.pdf,-,ER4P-80N3SB-ND,ER4P-80N3SB,Eaton - Bussmann Electrical Division,REPLACED BY ER4P-80N3PB,0,0,"532.17000","0","1","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-literature/bus-ele-pp-10047-disconnect-enclosed.pdf,-,ER4X-25N3SB-ND,ER4X-25N3SB,Eaton - Bussmann Electrical Division,REPLACED BY ER4X-25N3PB,0,0,"547.37000","0","1","-","Active","Switch","600V","25A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-literature/bus-ele-pp-10047-disconnect-enclosed.pdf,-,ER4X-63N3SR-ND,ER4X-63N3SR,Eaton - Bussmann Electrical Division,REPLACED BY ER4X-63N3PR,0,0,"580.28000","0","1","-","Active","Switch","600V","63A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-literature/bus-ele-pp-10047-disconnect-enclosed.pdf,-,ER4X-80N3SB-ND,ER4X-80N3SB,Eaton - Bussmann Electrical Division,REPLACED BY ER4X-80N3PB,0,0,"670.53000","0","1","-","Active","Switch","600V","80A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER1-60J3PB-ND,ER1-60J3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"709.47000","0","1","-","Active","Handle, Black","-","-"
https://www.littelfuse.com/~/media/electrical/datasheets/misc-electrical-products/littelfuse_fuse_disconnect_ltfd_datasheet.pdf,-,LTFD1200ZX01-ND,LTFD1200ZX01,Littelfuse Inc.,ACS 60VDC 1200A L17T DISCONNECT,0,0,"785.14000","0","1","LTFD 1200A","Active","Switch","60V","1.2kA"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER12-60J3PR-ND,ER12-60J3PR,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"870.45000","0","1","-","Active","Handle, Red/Yellow","-","-"
https://www.littelfuse.com/~/media/electrical/datasheets/misc-electrical-products/littelfuse_fuse_disconnect_ltfd_datasheet.pdf,-,LTFD1200ZX01A-ND,LTFD1200ZX01A,Littelfuse Inc.,ACS 60VDC 1200A L17T DISCONNECT,0,0,"873.54000","0","1","LTFD 1200A","Active","Switch","60V","1.2kA"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,RDF200J-3-ND,RDF200J-3,Eaton - Bussmann Electrical Division,SWITCH 200A J 3P UL98,0,0,"905.40000","0","1","-","Active","Switch","600V","200A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER4-60J3PB-ND,ER4-60J3PB,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"905.63000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,RDF400J-3-ND,RDF400J-3,Eaton - Bussmann Electrical Division,SWITCH 400A J 3P UL98,0,0,"1194.44000","0","1","-","Active","Switch","600V","400A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,ER1-200J3PR-ND,ER1-200J3PR,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"1557.52000","0","1","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-11-disconnects.pdf,-,RDF600J-3-ND,RDF600J-3,Eaton - Bussmann Electrical Division,SWITCH 600A J 3P UL98,0,0,"1921.88000","0","1","-","Active","Switch","600V","600A"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19200-11,%2019201-11,%2019202-11,%2019203-11.jpg",288-1314-ND,19201-11,American Electrical Inc.,SWITCH DISCONNECT 25A 600V BLACK,0,0,"Obsolete","0","1","SD1","Obsolete","Switch","600V","25A"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19200-11,%2019201-11,%2019202-11,%2019203-11.jpg",288-1315-ND,19202-11,American Electrical Inc.,SWITCH DISCONNECT 32A 600V BLACK,0,0,"Obsolete","0","1","SD1","Obsolete","Switch","600V","32A"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19200-11,%2019201-11,%2019202-11,%2019203-11.jpg",288-1316-ND,19203-11,American Electrical Inc.,SWITCH DISCONNECT 40A 600V BLACK,0,0,"Obsolete","0","1","SD1","Obsolete","Switch","600V","40A"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19208-11,%2019207-11,%2019206-11,%2019205-11.jpg",288-1317-ND,19205-11,American Electrical Inc.,SWITCH DISCONNECT 63A 600V BLACK,0,0,"Obsolete","0","1","SD2","Obsolete","Switch","600V","63A"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19208-11,%2019207-11,%2019206-11,%2019205-11.jpg",288-1318-ND,19206-11,American Electrical Inc.,SWITCH DISCONNECT 80A 600V BLACK,0,0,"Obsolete","0","1","SD2","Obsolete","Switch","600V","80A"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19208-11,%2019207-11,%2019206-11,%2019205-11.jpg",288-1319-ND,19207-11,American Electrical Inc.,SWITCH DISCONNECT 100A 600V BLK,0,0,"Obsolete","0","1","SD2","Obsolete","Switch","600V","100A"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19208-11,%2019207-11,%2019206-11,%2019205-11.jpg",288-1320-ND,19208-11,American Electrical Inc.,SWITCH DISCONNECT 125A 600V BLK,0,0,"Obsolete","0","1","SD2","Obsolete","Switch","600V","125A"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19210-11,%2019211-11,%2019212-11,%2019213-11.jpg",288-1322-ND,19211-11,American Electrical Inc.,SWITCH DISCONNECT 25A 600V RED,0,0,"Obsolete","0","1","SD1","Obsolete","Switch","600V","25A"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19210-11,%2019211-11,%2019212-11,%2019213-11.jpg",288-1323-ND,19212-11,American Electrical Inc.,SWITCH DISCONNECT 32A 600V RED,0,0,"Obsolete","0","1","SD1","Obsolete","Switch","600V","32A"
