Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Number of Positions","Index Stops","Number of Decks","Number of Poles per Deck","Circuit per Deck","Contact Timing","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Actuator Length","Angle of Throw","Contact Material","Contact Finish","Mounting Type","Termination Style","Features","Depth Behind Panel"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71BD30-01%20%20SERIES.JPG,GH7320-ND,71AD30-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 250MA 115V,8,0,"19.99000","0","1","71","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","19.33mm"
http://www.grayhill.com/assets/1/7/Rotary_Special_Function_Individual_Spring_Return.pdf,//media.digikey.com/photos/Grayhill%20Photos/503265-1-03N.jpg,GH7682-ND,503265-1-03N,Grayhill Inc.,SWITCH ROTARY SP3T,35,0,"21.01000","0","1","50","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","-","9.53mm","36°","-","Gold","Panel Mount","Solder Lug","-","18.77mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71ADF36-01PAJN.JPG,GH7330-ND,71ADF36-01-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-10POS 250MA 115V,23,0,"21.02000","0","1","71","Active","2 ~ 10","Adjustable","1","1","SP10T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","36°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","-","19.33mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MD00S1NCGF.JPG,CKN9881-ND,MD00S1NCGF,C&K,SWITCH ROTARY 6POS 250MA 125V,43,0,"21.43000","0","1","M","Active","6","Continuous","1","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","30°","Copper Alloy","Gold","Panel Mount, Through Hole","PC Pin","IP67 - Dust Tight, Waterproof","10.42mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71BDF36-01QAJN.JPG,GH7316-ND,71BDF36-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-5POS 250MA 115V,63,0,"21.80000","0","1","71","Active","2 ~ 5","Adjustable","1","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","36°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","-","19.33mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50DP36-01-2-AJN.JPG,GH7276-ND,50DP36-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-5POS 150MA 115V,28,0,"23.23000","0","1","50","Active","2 ~ 5","Adjustable","1","2","DP5T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","36°","-","Gold","Panel Mount, Through Hole","PC Pin","-","13.64mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50D60-01-2-AJN.JPG,GH7350-ND,50D60-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-3POS 150MA 115V,61,0,"23.51000","0","1","50","Active","2 ~ 3","Adjustable","1","2","DP3T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","60°","-","Gold","Panel Mount","Solder Lug","-","18.77mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/51D30-01-2-AJN.JPG,GH7309-ND,51D30-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 150MA 115V,19,0,"23.65000","0","1","51","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","30°","-","Gold","Panel Mount","Solder Lug","-","18.77mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/photos/Grayhill%20Photos/50DP90-01-2-AJN.JPG,GH7358-ND,50DP90-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2POS 150MA 115V,42,0,"24.33000","0","1","50","Active","2","Adjustable","1","2","DPDT","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","90°","-","Gold","Panel Mount, Through Hole","PC Pin","-","13.64mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50DP45-01-2-AJN.JPG,GH7354-ND,50DP45-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-4POS 150MA 115V,36,0,"24.33000","0","1","50","Active","2 ~ 4","Adjustable","1","2","DP4T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","45°","-","Gold","Panel Mount, Through Hole","PC Pin","-","13.64mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/photos/Grayhill%20Photos/51DP30-01-2-AJN.JPG,GH7310-ND,51DP30-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 150MA 115V,7,0,"24.48000","0","1","51","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","30°","-","Gold","Panel Mount, Through Hole","PC Pin","-","13.64mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71BD30-02%20SERIES.JPG,GH7713-ND,71BD30-02-1-AJS,Grayhill Inc.,SWITCH ROTARY 2-12POS 250MA 115V,27,0,"24.91000","0","1","71","Active","2 ~ 12","Adjustable","2","1","SP12T","Shorting (MBB)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71AD36-02-1-AJN.JPG,GH7324-ND,71AD36-02-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-10POS 250MA 115V,27,0,"24.91000","0","1","71","Active","2 ~ 10","Adjustable","2","1","SP10T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","36°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/photos/Grayhill%20Photos/71AD30-02-1-AJN.JPG,GH7321-ND,71AD30-02-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-12POS 250MA 115V,8,0,"24.91000","0","1","71","Active","2 ~ 12","Adjustable","2","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71B30-01-6-02S.JPG,GH7712-ND,71B30-01-6-02S,Grayhill Inc.,SWITCH ROTARY 2POS 250MA 115V,9,0,"25.28000","0","1","71","Active","2","Fixed","1","6","6PDT","Shorting (MBB)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","19.33mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71AD36-02-2-AJN.JPG,GH7325-ND,71AD36-02-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-5POS 250MA 115V,57,0,"26.47000","0","1","71","Active","2 ~ 5","Adjustable","2","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","36°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71BD36-02-2-AJN.JPG,GH7314-ND,71BD36-02-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-5POS 250MA 115V,14,0,"26.47000","0","1","71","Active","2 ~ 5","Adjustable","2","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","36°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/photos/Grayhill%20Photos/71AD30-02-2-AJN.JPG,GH7322-ND,71AD30-02-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 250MA 115V,14,0,"26.47000","0","1","71","Active","2 ~ 6","Adjustable","2","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.87mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS16-2N.jpg,360-2353-ND,HS16-2N,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,9,1,"26.83000","0","1","HS","Active","2 ~ 11","Adjustable","2","1","SP11T","Non-Shorting (BBM)","12A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","41.50mm"
http://www.grayhill.com/assets/1/7/Rotary_75.pdf,//media.digikey.com/photos/Grayhill%20Photos/75AP36-01-1-04N.JPG,GH7360-ND,75AP36-01-1-04N,Grayhill Inc.,SWITCH ROTARY 4POS 200MA 115V,29,0,"26.87000","0","1","75","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","200mA (AC/DC)","115V","30V","Screwdriver Slot","Flush","36°","Silver Cadmium Oxide (AgCdO)","Gold","Through Hole","PC Pin","-","12.42mm"
http://www.grayhill.com/assets/1/7/Rotary_75.pdf,//media.digikey.com/photos/Grayhill%20Photos/75AP36-01-1-06N.JPG,GH7361-ND,75AP36-01-1-06N,Grayhill Inc.,SWITCH ROTARY 6POS 200MA 115V,25,0,"26.87000","0","1","75","Active","6","Fixed","1","1","SP6T","Non-Shorting (BBM)","200mA (AC/DC)","115V","30V","Screwdriver Slot","Flush","36°","Silver Cadmium Oxide (AgCdO)","Gold","Through Hole","PC Pin","-","12.42mm"
http://www.grayhill.com/assets/1/7/Rotary_75.pdf,//media.digikey.com/Photos/Grayhill%20Photos/75AP36-01-1-08N.JPG,GH7362-ND,75AP36-01-1-08N,Grayhill Inc.,SWITCH ROTARY 8POS 200MA 115V,25,0,"26.87000","0","1","75","Active","8","Fixed","1","1","SP8T","Non-Shorting (BBM)","200mA (AC/DC)","115V","30V","Screwdriver Slot","Flush","36°","Silver Cadmium Oxide (AgCdO)","Gold","Through Hole","PC Pin","-","12.42mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71ADF30-02PAJN.JPG,GH7328-ND,71ADF30-02-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-12POS 250MA 115V,6,0,"27.48000","0","1","71","Active","2 ~ 12","Adjustable","2","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71ADF36-02-1-AJN.jpg,GH7332-ND,71ADF36-02-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-10POS 250MA 115V,55,0,"28.46000","0","1","71","Active","2 ~ 10","Adjustable","2","1","SP10T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","36°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/photos/Grayhill%20Photos/71ADF36-02QAJN.JPG,GH7333-ND,71ADF36-02-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-5POS 250MA 115V,6,0,"29.96000","0","1","71","Active","2 ~ 5","Adjustable","2","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","36°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","-","24.87mm"
http://www.electro-nc.com/rotaryus/d4.pdf,//media.digikey.com/photos/Electroswitch/D4G0111N.jpg,451-1096-ND,D4G0111N,Electroswitch,SWITCH ROTARY 2-11POS 500MA 115V,31,0,"31.52000","0","1","D4","Active","2 ~ 11","Adjustable","1","1","SP11T","Non-Shorting (BBM)","500mA (AC), 1.5A (DC)","115V","28V","Round (6.35mm Dia)","47.63mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","14.27mm"
http://www.electro-nc.com/rotaryus/d4.pdf,//media.digikey.com/photos/Electroswitch/D4G0303N.jpg,451-1099-ND,D4G0303N,Electroswitch,SWITCH ROTARY 2-3POS 500MA 115V,13,0,"31.52000","0","1","D4","Active","2 ~ 3","Adjustable","1","3","3P3T","Non-Shorting (BBM)","500mA (AC), 1.5A (DC)","115V","28V","Round (6.35mm Dia)","47.63mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","14.27mm"
http://www.electro-nc.com/rotaryus/c2_3.pdf,//media.digikey.com/photos/Electroswitch/C3P0206N-A.jpg,451-1006-ND,C3P0206N-A,Electroswitch,SWITCH ROTARY 2-6POS 100MA 125V,44,0,"32.44000","0","1","C3","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","100mA (AC), 250mA (DC)","125V","28V","Flatted (3.17mm Dia)","9.52mm","30°","Brass","Silver","Panel Mount, Through Hole, Right Angle","PC Pin","-","22.38mm"
http://www.electro-nc.com/rotaryus/c2_3.pdf,//media.digikey.com/photos/Electroswitch/C2P0204N-A.jpg,451-1003-ND,C2P0204N-A,Electroswitch,SWITCH ROTARY 2-4POS 100MA 125V,39,0,"32.44000","0","1","C2","Active","2 ~ 4","Adjustable","1","2","DP4T","Non-Shorting (BBM)","100mA (AC), 250mA (DC)","125V","28V","Flatted (3.17mm Dia)","9.52mm","30°","Brass","Silver","Panel Mount, Through Hole, Right Angle","PC Pin","-","22.38mm"
http://www.electro-nc.com/rotaryus/d4.pdf,//media.digikey.com/photos/Electroswitch/D4G0205N.jpg,451-1097-ND,D4G0205N,Electroswitch,SWITCH ROTARY 2-5POS 500MA 115V,42,0,"33.36000","0","1","D4","Active","2 ~ 5","Adjustable","1","2","DP5T","Non-Shorting (BBM)","500mA (AC), 1.5A (DC)","115V","28V","Round (6.35mm Dia)","47.63mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","14.27mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS16-3N.JPG,360-2354-ND,HS16-3N,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,35,13,"35.04000","0","1","HS","Active","2 ~ 11","Adjustable","3","1","SP11T","Non-Shorting (BBM)","12A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","51.50mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/HS16-3SN-RO.JPG,360-3476-ND,HS16-3SN,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,13,2,"35.04000","0","1","HS","Active","2 ~ 11","Adjustable","3","1","SP11T","Shorting (MBB)","12A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","51.50mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/ps1n-ro.JPG,360-2361-ND,PS1N,NKK Switches,SWITCH ROTARY 2-11POS 30A 125V,8,0,"35.04000","0","1","PS","Active","2 ~ 11","Adjustable","1","1","SP11T","Non-Shorting (BBM)","30A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Silver Alloy","-","Panel Mount","Screw Terminal","-","46.50mm"
http://www.grayhill.com/assets/1/7/Series_77_datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/77SP36-01-1-10N.jpg,GH7568-ND,77SP36-01-1-10N-F,Grayhill Inc.,SWITCH ROTARY 10POS 50MA 115V,57,0,"36.05000","0","1","77","Active","10","Fixed","1","1","SP10T","Non-Shorting (BBM)","50mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","7.98mm","36°","Silver Cadmium Oxide (AgCdO)","Gold","Panel Mount, Through Hole","PC Pin","Shaft and Panel Sealed","4.57mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_HS16-3N-AT432.jpg,360-3361-ND,HS16-3N-AT432,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,20,0,"36.49000","0","1","HS","Active","2 ~ 11","Adjustable","3","1","SP11T","Non-Shorting (BBM)","12A (AC)","125V","-","Knob","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","51.50mm"
http://www.grayhill.com/assets/1/7/Rotary_19.pdf,//media.digikey.com/photos/Grayhill%20Photos/19101-04UL.jpg,GH7287-ND,19101-04UL,Grayhill Inc.,SWITCH ROTARY 4POS 15A 120V,87,0,"37.81000","0","1","19","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","15A (AC), 1A (DC)","120V","120V","Flatted (6.35mm Dia)","12.70mm","30°","Silver Alloy","-","Panel Mount","Quick Connect - 0.250"" (6.3mm)","-","24.13mm"
http://www.grayhill.com/assets/1/7/Rotary_19.pdf,//media.digikey.com/photos/Grayhill%20Photos/19001-04UL.jpg,GH7283-ND,19001-04UL,Grayhill Inc.,SWITCH ROTARY 4POS 15A 120V,55,0,"37.81000","0","1","19","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","15A (AC), 1A (DC)","120V","120V","Flatted (6.35mm Dia)","12.70mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.13mm"
http://www.electro-nc.com/rotaryus/c2_3.pdf,//media.digikey.com/photos/Electroswitch/C3P0212N-A.jpg,451-1007-ND,C3P0212N-A,Electroswitch,SWITCH ROTARY 2-12POS 100MA 125V,7,0,"38.35000","0","1","C3","Active","2 ~ 12","Adjustable","2","1","SP12T","Non-Shorting (BBM)","100mA (AC), 250mA (DC)","125V","28V","Flatted (3.17mm Dia)","9.52mm","30°","Brass","Silver","Panel Mount, Through Hole, Right Angle","PC Pin","-","30.00mm"
http://www.electro-nc.com/rotaryus/c2_3.pdf,//media.digikey.com/photos/Electroswitch/C3P0406N-A.jpg,451-1009-ND,C3P0406N-A,Electroswitch,SWITCH ROTARY 2-6POS 100MA 125V,40,0,"39.77000","0","1","C3","Active","2 ~ 6","Adjustable","2","2","DP6T","Non-Shorting (BBM)","100mA (AC), 250mA (DC)","125V","28V","Flatted (3.17mm Dia)","9.52mm","30°","Brass","Silver","Panel Mount, Through Hole, Right Angle","PC Pin","-","30.00mm"
http://www.electro-nc.com/rotaryus/c2_3.pdf,//media.digikey.com/photos/Electroswitch/C2P0208N-A.jpg,451-1004-ND,C2P0208N-A,Electroswitch,SWITCH ROTARY 2-8POS 100MA 125V,35,0,"40.30000","0","1","C2","Active","2 ~ 8","Adjustable","2","1","SP8T","Non-Shorting (BBM)","100mA (AC), 250mA (DC)","125V","28V","Flatted (3.17mm Dia)","9.52mm","30°","Brass","Silver","Panel Mount, Through Hole, Right Angle","PC Pin","-","30.00mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D0604N-A.jpg,451-1019-ND,C4D0604N-A,Electroswitch,SWITCH ROTARY 2-4POS 300MA 125V,22,0,"40.30000","0","1","C4","Active","2 ~ 4","Adjustable","2","3","3P4T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","27.33mm"
"http://www.grayhill.com/assets/1/7/Rotary_42,43,44,54.pdf",//media.digikey.com/Photos/Grayhill%20Photos/44A30-01-1-06N.JPG,GH7614-ND,44A30-01-1-06N,Grayhill Inc.,SWITCH ROTARY 6POS 1A 115V,10,0,"40.33000","0","1","44","Active","6","Fixed","1","1","SP6T","Non-Shorting (BBM)","1A (AC/DC)","115V","28V","Flatted (6.35mm Dia)","11.10mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","26.04mm"
http://www.grayhill.com/assets/1/7/Series_77_datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/77SPT36-01-2-05N.jpg,GH7569-ND,77SPT36-01-2-05N,Grayhill Inc.,SWITCH ROTARY 5POS 50MA 115V,26,0,"41.26000","0","1","77","Active","5","Fixed","1","2","DP5T","Non-Shorting (BBM)","50mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","7.98mm","36°","Silver Cadmium Oxide (AgCdO)","Gold","Panel Mount, Through Hole","PC Pin","Shaft and Panel Sealed","4.57mm"
http://www.grayhill.com/assets/1/7/Rotary_19.pdf,//media.digikey.com/photos/Grayhill%20Photos/19001-06UL.jpg,GH7284-ND,19001-06UL,Grayhill Inc.,SWITCH ROTARY 6POS 15A 120V,19,0,"41.49000","0","1","19","Active","6","Fixed","1","1","SP6T","Non-Shorting (BBM)","15A (AC), 1A (DC)","120V","120V","Flatted (6.35mm Dia)","12.70mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.13mm"
http://www.grayhill.com/assets/1/7/Rotary_19.pdf,//media.digikey.com/Photos/Grayhill%20Photos/19101-06UL.jpg,GH7288-ND,19101-06UL,Grayhill Inc.,SWITCH ROTARY 6POS 15A 120V,12,0,"41.49000","0","1","19","Active","6","Fixed","1","1","SP6T","Non-Shorting (BBM)","15A (AC), 1A (DC)","120V","120V","Flatted (6.35mm Dia)","12.70mm","30°","Silver Alloy","-","Panel Mount","Quick Connect - 0.250"" (6.3mm)","-","24.13mm"
http://www.grayhill.com/assets/1/7/Rotary_19.pdf,//media.digikey.com/photos/Grayhill%20Photos/19001-08UL.jpg,GH7285-ND,19001-08UL,Grayhill Inc.,SWITCH ROTARY 8POS 15A 120V,27,0,"45.19000","0","1","19","Active","8","Fixed","1","1","SP8T","Non-Shorting (BBM)","15A (AC), 1A (DC)","120V","120V","Flatted (6.35mm Dia)","12.70mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.13mm"
http://www.electro-nc.com/rotaryus/d2.pdf,//media.digikey.com/photos/Electroswitch/D2D0305N.jpg,451-1059-ND,D2D0305N,Electroswitch,SWITCH ROTARY 2-5POS 250MA 115V,22,0,"45.25000","0","1","D2","Active","2 ~ 5","Adjustable","1","3","3P5T","Non-Shorting (BBM)","250mA (AC), 550mA (DC)","115V","28V","Round (6.35mm Dia)","25.40mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","11.99mm"
http://www.electro-nc.com/rotaryus/d2.pdf,//media.digikey.com/photos/Electroswitch/D2D0206N.jpg,451-1057-ND,D2D0206N,Electroswitch,SWITCH ROTARY 2-6POS 250MA 115V,51,0,"45.78000","0","1","D2","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","250mA (AC), 550mA (DC)","115V","28V","Round (6.35mm Dia)","25.40mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","11.99mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D0312N-A.jpg,451-1015-ND,C4D0312N-A,Electroswitch,SWITCH ROTARY 2-12POS 300MA 125V,59,0,"47.02000","0","1","C4","Active","2 ~ 12","Adjustable","3","1","SP12T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","34.54mm"
"http://www.grayhill.com/assets/1/7/Rotary_42,43,44,54.pdf",//media.digikey.com/Photos/Grayhill%20Photos/44D30-01-2-AJN.JPG,GH4402-ND,44D30-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 1A 115V,8,0,"47.02000","0","1","44","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","1A (AC/DC)","115V","28V","Flatted (6.35mm Dia)","11.10mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","26.04mm"
http://www.electro-nc.com/rotaryus/d4.pdf,//media.digikey.com/photos/Electroswitch/D4G0405N.jpg,451-1101-ND,D4G0405N,Electroswitch,SWITCH ROTARY 2-5POS 500MA 115V,23,0,"47.37000","0","1","D4","Active","2 ~ 5","Adjustable","2","2","DP5T","Non-Shorting (BBM)","500mA (AC), 1.5A (DC)","115V","28V","Round (6.35mm Dia)","47.63mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","28.55mm"
http://www.electro-nc.com/rotaryus/d4.pdf,//media.digikey.com/photos/Electroswitch/D4G0211N.jpg,451-1098-ND,D4G0211N,Electroswitch,SWITCH ROTARY 2-11POS 500MA 115V,11,0,"47.37000","0","1","D4","Active","2 ~ 11","Adjustable","2","1","SP11T","Non-Shorting (BBM)","500mA (AC), 1.5A (DC)","115V","28V","Round (6.35mm Dia)","47.63mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","28.55mm"
"http://www.grayhill.com/assets/1/7/Rotary_42,43,44,54.pdf",//media.digikey.com/photos/Grayhill%20Photos/42D36-01-2-AJN.jpg,GH4202-ND,42D36-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-5POS 1A 115V,26,0,"48.03000","0","1","42","Active","2 ~ 5","Adjustable","1","2","DP5T","Non-Shorting (BBM)","1A (AC/DC)","115V","28V","Flatted (6.35mm Dia)","11.10mm","36°","Silver Alloy","-","Panel Mount","Solder Lug","-","26.04mm"
http://www.grayhill.com/assets/1/7/Rotary_19.pdf,//media.digikey.com/photos/Grayhill%20Photos/19001-10UL.jpg,GH7286-ND,19001-10UL,Grayhill Inc.,SWITCH ROTARY 10POS 15A 120V,18,0,"48.83000","0","1","19","Active","10","Fixed","1","1","SP10T","Non-Shorting (BBM)","15A (AC), 1A (DC)","120V","120V","Flatted (6.35mm Dia)","12.70mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.13mm"
http://www.electro-nc.com/rotaryus/d4.pdf,//media.digikey.com/photos/Electroswitch/D4C0112N.jpg,451-1087-ND,D4C0112N,Electroswitch,SWITCH ROTARY 2-12POS 500MA 115V,19,0,"52.14000","0","1","D4","Active","2 ~ 12","Adjustable","1","1","SP12T","Non-Shorting (BBM)","500mA (AC), 1.5A (DC)","115V","28V","Round (6.35mm Dia)","47.63mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","14.76mm"
