Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Circuit","Number of Positions","Switch Function","Contact Timing","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Key Removable Positions","Angle of Throw","Contact Material","Contact Finish","Mounting Type","Termination Style","Panel Cutout Dimensions","Features","Operating Temperature"
https://industrial.omron.us/en/media/A22TK_manual_EN_A189-E1-01_tcm849-113980.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A22TK-2LR-12-K01.jpg,Z6960-ND,A22TK-2LR-12-K08,Omron Automation and Safety,SWITCH KEYLCK 2POS DPST 10A 110V,4,4,"189.00000","0","1","A22TK","Active","DPST-NC + SPST-NO","2","On-Off, Off-On","Not Specified","10A (AC/DC)","110V","24V","Tubular Key","Left","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65","-20°C ~ 70°C"
https://industrial.omron.us/en/media/A22TK_manual_EN_A189-E1-01_tcm849-113980.pdf,-,Z6963-ND,A22TK-2RL-01-K20,Omron Automation and Safety,SWITCH KEYLCK 2POS SPST 10A 110V,5,0,"214.20000","0","1","A22TK","Active","SPST-NC","2","On-Off","Not Specified","10A (AC/DC)","110V","24V","Tubular Key","Right","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65","-20°C ~ 70°C"
https://industrial.omron.us/en/media/A22TK_manual_EN_A189-E1-01_tcm849-113980.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A22TK-2LR-12-K01.jpg,Z6862-ND,A22TK-2RL-12-K04,Omron Automation and Safety,SWITCH KEYLCK 2POS DPST 10A 110V,5,0,"220.50000","0","1","A22TK","Active","DPST-NC + SPST-NO","2","On-Off, Off-On","Not Specified","10A (AC/DC)","110V","24V","Tubular Key","Right","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65","-20°C ~ 70°C"
http://www.nkkswitches.com/pdf/SK_PCBmountSubmin.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_SK13AEG13_RO.jpg,SK13AEG13-ND,SK13AEG13,NKK Switches,SWITCH KEYLK 3POS SP3T 0.4VA 28V,56,435,"13.00000","0","1","SK","Active","SP3T","3","On-On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flat Key","All","45°","Beryllium Copper","Tin","Through Hole","PC Pin","-","Antistatic, Process Sealed","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CKM12BFW01-005.jpg,CKM12BFW01-005-ND,CKM12BFW01-005,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,45,10,"13.60000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 16.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/CKM12BFW01-006.JPG,CKM12BFW01-006-ND,CKM12BFW01-006,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,26,77,"13.60000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 16.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/SK_PCBmountSubmin.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/SK15AEG13.jpg,SK15AEG13-ND,SK15AEG13,NKK Switches,SWITCH KEYLK 5POS SP5T 0.4VA 28V,58,107,"13.66000","0","1","SK","Active","SP5T","5","On-On-On-On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Tubular Key","All","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","Antistatic, Process Sealed","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/SK_PCBmountMiniature.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_SK12AG30-RO.jpg,SK12AG30-ND,SK12AG30,NKK Switches,SWITCH KEYLK 2POS SPDT 0.4VA 28V,57,0,"13.76000","0","1","SK","Active","SPDT","2","On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flat Key","All","90°","Beryllium Copper","Gold","Through Hole, Right Angle","PC Pin","-","Process Sealed","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-L1-TW01%20SERIES.jpg,CKL12ATW01-037-ND,CKL12ATW01-037,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,88,80,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Tubular Key","All","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/SK_PCBmountSubmin.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/SK15AEG30.jpg,SK15AEG30-ND,SK15AEG30,NKK Switches,SWITCH KEYLK 5POS SP5T 0.4VA 28V,30,0,"14.26000","0","1","SK","Active","SP5T","5","On-On-On-On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Tubular Key","All","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","Antistatic, Process Sealed","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/SK_PCBmountMiniature.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_SK22AG30_RO.jpg,SK22AG30-ND,SK22AG30,NKK Switches,SWITCH KEYLK 2POS DPDT 0.4VA 28V,94,3,"14.44000","0","1","SK","Active","DPDT","2","On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flat Key","All","90°","Beryllium Copper","Gold","Through Hole, Right Angle","PC Pin","-","Process Sealed","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/SK_PCBmountMiniature.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_SK24EG13_RO.jpg,SK24EG13-ND,SK24EG13,NKK Switches,SWITCH KEYLK 3POS DP3T 0.4VA 28V,56,0,"14.45000","0","1","SK","Active","DP3T","3","On-On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flat Key","2 only","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","Process Sealed","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/SK_PCBmountMiniature.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/SK24DG13-RO.jpg,SK24DG13-ND,SK24DG13,NKK Switches,SWITCH KEYLK 3POS DP3T 0.4VA 28V,48,0,"14.45000","0","1","SK","Active","DP3T","3","On-On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flat Key","All","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","Process Sealed","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/SK_PCBmountMiniature.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/SK14DG13-RO.jpg,SK14DG13-ND,SK14DG13,NKK Switches,SWITCH KEYLK 3POS SP3T 0.4VA 28V,46,100,"14.50000","0","1","SK","Active","SP3T","3","On-On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flat Key","All","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","Process Sealed","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/SK_PCBmountMiniature.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/SK14DG30.jpg,SK14DG30-ND,SK14DG30,NKK Switches,SWITCH KEYLK 3POS SP3T 0.4VA 28V,42,0,"14.86000","0","1","SK","Active","SP3T","3","On-On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flat Key","All","45°","Beryllium Copper","Gold","Through Hole, Right Angle","PC Pin","-","Process Sealed","-25°C ~ 70°C"
https://www.ckswitches.com/media/1379/hswitchlock.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/H1011U2F805NQ.JPG,1889-H1011U2F805NQ-ND,H1011U2F805NQ,C&K,SW KEY 2POS SPDT 12A 125V 5PC,28,0,"15.76000","0","1","H","Active","SPDT","2","On-On","Not Specified","12A (AC), 1A (DC)","125V","125V","Flat Key","All","90°","Copper","Silver","Panel Mount","Quick Connect - 0.110"" (2.8mm)","Circular - 19.30mm Dia","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=153332,//media.digikey.com/Photos/Honeywell%20Photos/89165-01.jpg,480-6845-ND,89165-01,Honeywell Sensing and Productivity Solutions,SWITCH KEYLOCK 3POS SPST 20A 12V,38,0,"20.16000","0","1","-","Active","SPDT","3","Off-On-Mom","Not Specified","20A (DC)","-","12V","Flat Key","Left","45°","Brass","Tin","Panel Mount","Connector","Circular - 22.35mm Dia","-","-40°C ~ 85°C"
http://www.nkkswitches.com/pdf/SK_12mmBushingMount.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/SK13EDW01-005.jpg,360-2507-ND,SK13EDW01-005,NKK Switches,SWITCH KEYLOCK 3POS SPDT 3A 125V,16,46,"22.95000","0","1","SK","Active","SPDT","3","On-Off-On","Non-Shorting (BBM)","3A (AC)","125V","-","Flat Key","2 only","45°","Silver (Ag)","-","Panel Mount","Solder Lug","Circular - 12.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://sensing.honeywell.com/index.php?ci_id=142056,//media.digikey.com/Photos/Honeywell%20Photos/AML27ABK2AC22BA.jpg,AML27ABK2AA23BD-ND,AML27ABK2AA23BD,Honeywell Sensing and Productivity Solutions,SWITCH KEYLOCK 2POS SPDT 3A 125V,8,0,"95.32000","0","1","AML27","Obsolete","SPDT","2","On-Mom","Not Specified","3A (AC)","125V","-","Flat Key","Center","60°","-","Silver","Panel Mount, Snap-In","Solder, Quick Connect - 0.110"" (2.8mm)","Square - 19.05mm²","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1437569-8&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/E-Switch%20Photos/164J2B11.jpg,450-1837-ND,164J2B11,TE Connectivity ALCOSWITCH Switches,SWITCH KEYLOCK 2POS SPDT 5A 250V,9,0,"235.43000","0","1","Command","Active","SPDT","2","On-On","Not Specified","5A (AC/DC)","250V","24V","Flat Key","All","90°","Silver (Ag)","Gold","Panel Mount","Solder Lug","Circular - 7.95mm Dia","-","-20°C ~ 50°C"
-,-,44YY50469-ND,44YY50469,Grayhill Inc.,ROTARY KEYLOCK SWITCH,21,0,"267.05000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,44YY50470-ND,44YY50470,Grayhill Inc.,ROTARY KEYLOCK SWITCH,21,0,"273.31000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.nkkswitches.com/pdf/SK_12mmBushingMount.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/SK12AAW01.jpg,360-1937-ND,SK13DAW01,NKK Switches,SWITCH KEYLOCK 3POS SPDT 3A 125V,0,0,"13.76000","0","1","SK","Active","SPDT","3","On-Off-On","Non-Shorting (BBM)","3A (AC)","125V","-","Flat Key","All","45°","Silver (Ag)","-","Panel Mount","Solder Lug","Circular - 12.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/K200243.pdf,//media.digikey.com/Photos/E-Switch%20Photos/KO130QA126.jpg,EG2628-ND,KO130QA126,E-Switch,SWITCH KEYLOCK 2POS DPDT 4A 125V,0,0,"10.71000","0","1","KO","Active","DPDT","2","On-On","Not Specified","4A (AC)","125V","-","Flat Key","5 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://sensing.honeywell.com/index.php?ci_id=153332,//media.digikey.com/photos/Honeywell%20Photos/084829%2007.JPG,480-2084-ND,84829-07,Honeywell Sensing and Productivity Solutions,SWITCH KEYLOCK 3POS SPDT 20A 12V,0,0,"21.96000","0","1","-","Active","SPDT","3","Off-On-Mom","Not Specified","20A (DC)","-","12V","Flat Key","Left","45°","Copper","-","Panel Mount","Screw Terminal","Circular - 22.35mm Dia","-","-40°C ~ 85°C"
https://eao.com/fileadmin/documents/PDFs/en/01_main-catalogue/EAO_MC_51_Main-Catalogue_EN.pdf,//media.digikey.com/photos/EAO/51-378.F22D.jpg,1948-2426-ND,51-378.F22D,EAO,KEYLOCK SWITCH 3 POSITIONS MOM-0,0,0,"65.39000","0","1","51","Active","4PST-2NO/2NC","3","On-Off-Mom","Not Specified","5A (AC)","250V","-","Flat Key","Left and Center","42°, 90°","Silver (Ag)","Gold","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.20mm Dia","IP65","-25°C ~ 55°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/CKM12BTW01-022.jpg,360-3026-ND,CKM12BTW01-022,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,17,0,"13.60000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Tubular Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 16.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-M1-TW01%20SERIES.jpg,360-1451-ND,CKM12BTW01,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,14,872,"13.60000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Tubular Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 16.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/SK_12mmBushingMount.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/SK12AAW01.jpg,360-1938-ND,SK13EAW01,NKK Switches,SWITCH KEYLOCK 3POS SPDT 3A 125V,25,12,"13.76000","0","1","SK","Active","SPDT","3","On-Off-On","Non-Shorting (BBM)","3A (AC)","125V","-","Flat Key","2 only","45°","Silver (Ag)","-","Panel Mount","Solder Lug","Circular - 12.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CKL12AFW01-001.JPG,360-3273-ND,CKL12AFW01-001,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,10,8,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","All","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-L1-TW01%20SERIES.jpg,360-2724-ND,CKL12BTW01-003,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,7,4,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Tubular Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-L1-FW01%20SERIES.jpg,360-1453-ND,CKL12AFW01,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,1,33,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","All","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-L1-TW01%20SERIES.jpg,360-2692-ND,CKL12BTW01-005,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,1,10,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Tubular Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/CKL12AFW01-016.jpg,360-3023-ND,CKL12AFW01-016,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,1,121,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","All","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-L1-FW01%20SERIES.jpg,360-3423-ND,CKL12BFW01-017,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,0,4,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CKL13EFW01.jpg,360-1455-ND,CKL13EFW01,NKK Switches,SWITCH KEYLOCK 3POS SPDT 3A 250V,21,3830,"14.44000","0","1","CK","Active","SPDT","3","On-Off-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","2 only","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CKL13EFW01-013.jpg,CKL13EFW01-013-ND,CKL13EFW01-013,NKK Switches,SWITCH KEYLOCK 3POS SPDT 3A 250V,11,8,"14.44000","0","1","CK","Active","SPDT","3","On-Off-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","2 only","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-L1-TW01%20SERIES.jpg,360-1458-ND,CKL13ETW01,NKK Switches,SWITCH KEYLOCK 3POS SPDT 3A 250V,9,82,"14.44000","0","1","CK","Active","SPDT","3","On-Off-On","Non-Shorting (BBM)","3A (AC)","250V","-","Tubular Key","2 only","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-L1-TW01%20SERIES.jpg,360-3277-ND,CKL13ETW01-006,NKK Switches,SWITCH KEYLOCK 3POS SPDT 3A 250V,8,69,"14.44000","0","1","CK","Active","SPDT","3","On-Off-On","Non-Shorting (BBM)","3A (AC)","250V","-","Tubular Key","2 only","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-M1-FW01%20SERIES.jpg,360-1449-ND,CKM13EFW01,NKK Switches,SWITCH KEYLOCK 3POS SPDT 3A 250V,7,34,"14.96000","0","1","CK","Active","SPDT","3","On-Off-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","2 only","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 16.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-M1-TW01%20SERIES.jpg,360-1452-ND,CKM13ETW01,NKK Switches,SWITCH KEYLOCK 3POS SPDT 3A 250V,2,25,"14.96000","0","1","CK","Active","SPDT","3","On-Off-On","Non-Shorting (BBM)","3A (AC)","250V","-","Tubular Key","2 only","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 16.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
https://industrial.omron.us/en/media/A22N_M22N_A30N_datasheet_A254-E1-01_tcm849-116892.pdf,//media.digikey.com/Photos/Omron%20Auto/MFG_A22NK-2M.jpg,Z6094-ND,A22NK-2ML-01BA-G100,Omron Automation and Safety,SWITCH KEYLCK 2POS SPST 10A 120V,8,0,"15.65000","0","1","A22NK","Active","SPST-NO","2","Off-Mom","Not Specified","10A (AC), 8A (DC)","120V","24V","Flat Key","Left","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66","-25°C ~ 70°C"
https://industrial.omron.us/en/media/A22N_M22N_A30N_datasheet_A254-E1-01_tcm849-116892.pdf,//media.digikey.com/Photos/Omron%20Auto/MFG_A22NK-2B.jpg,Z6092-ND,A22NK-2BL-01BA-G100,Omron Automation and Safety,SWITCH KEYLCK 2POS SPST 10A 120V,7,0,"15.65000","0","1","A22NK","Active","SPST-NO","2","Off-Mom","Not Specified","10A (AC), 8A (DC)","120V","24V","Flat Key","Left","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66","-25°C ~ 70°C"
https://www.ckswitches.com/media/1381/y.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/Y1900S2C207NQ.JPG,CKC8037-ND,Y100AB2C203NQ,C&K,SWITCH KEYLOCK 4POS SP4T 4A 125V,0,0,"15.81000","0","1","Y","Active","SP4T","4","On-On-On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","All","45°","Copper","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","-","-"
https://industrial.omron.us/en/media/A22N_M22N_A30N_datasheet_A254-E1-01_tcm849-116892.pdf,//media.digikey.com/Photos/Omron%20Auto/A22NK-Series.JPG,Z5656-ND,A22NK-2RL-01BA-G101,Omron Automation and Safety,SWITCH KEYLCK 2POS DPST 10A 120V,0,0,"20.30000","0","1","A22NK","Active","DPST-NO","2","Off-Mom","Not Specified","10A (AC), 8A (DC)","120V","24V","Flat Key","Left","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66","-25°C ~ 70°C"
https://industrial.omron.us/en/media/A22N_M22N_A30N_datasheet_A254-E1-01_tcm849-116892.pdf,//media.digikey.com/Photos/Omron%20Auto/MFG_A22NK-3B.jpg,Z6097-ND,A22NK-3BM-01DA-G101,Omron Automation and Safety,SWITCH KEYLCK 3POS DPST 10A 120V,4,0,"22.00000","0","1","A22NK","Active","DPST-NO","3","On-Off-Off, Off-Off-On","Not Specified","10A (AC), 8A (DC)","120V","24V","Flat Key","Center","45°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66","-25°C ~ 70°C"
https://industrial.omron.us/en/media/A22N_M22N_A30N_datasheet_A254-E1-01_tcm849-116892.pdf,//media.digikey.com/Photos/Omron%20Auto/MFG_A22NK-3M.jpg,Z6099-ND,A22NK-3MM-01BA-G101,Omron Automation and Safety,SWITCH KEYLCK 3POS DPST 10A 120V,4,0,"22.00000","0","1","A22NK","Active","DPST-NO","3","On-Off-Off, Off-Off-On","Not Specified","10A (AC), 8A (DC)","120V","24V","Flat Key","Left","45°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66","-25°C ~ 70°C"
https://industrial.omron.us/en/media/A22N_M22N_A30N_datasheet_A254-E1-01_tcm849-116892.pdf,//media.digikey.com/Photos/Omron%20Auto/MFG_A22NK-3M.jpg,Z6098-ND,A22NK-3MB-01DA-G101,Omron Automation and Safety,SWITCH KEYLCK 3POS DPST 10A 120V,2,0,"22.00000","0","1","A22NK","Active","DPST-NO","3","Mom-Off-Mom, Mom-Off-Mom","Not Specified","10A (AC), 8A (DC)","120V","24V","Flat Key","Center","45°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/RAFI%20PDF's/1.15108.5710100.pdf,//media.digikey.com/Photos/RAFI%20USA/LUMOTAST-FlatKey.jpg,1715-1065-ND,1.15108.5710100,RAFI USA,SWITCH KEYLOCK 2POS DPST 4A 250V,0,0,"62.88000","0","1","LUMOTAST 75","Active","DPST-NO/NC","2","On-Off, Off-On","Not Specified","4A (AC), 200mA (DC)","250V","230V","Flat Key","Center","90°","Silver (Ag)","-","Panel Mount","Solder Lug","Circular - 16.20mm Dia","IP40","-25°C ~ 70°C"
-,//media.digikey.com/photos/CK%20Comp%20Photos/1.15108.8510000.jpg,1.15108.8510000-ND,1.15108.8510000,RAFI USA,SWITCH KEYLOCK 2POS DPST 4A 250V,1,0,"63.79000","0","1","LUMOTAST 75","Active","DPST-NO/NC","2","On-Off, Off-On","Not Specified","4A (AC), 200mA (DC)","250V","230V","Flat Key","Center","90°","Silver (Ag)","-","Panel Mount","Solder Lug","Circular - 16.20mm Dia","IP40","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/RAFI%20PDF's/1.15108.8520000.pdf,//media.digikey.com/Photos/RAFI%20USA/LUMOTAST-FlatKey.jpg,1715-1069-ND,1.15108.8520000,RAFI USA,SWITCH KEYLOCK 2POS 4PST 4A 250V,0,0,"74.38000","0","1","LUMOTAST 75","Active","4PST-2NO/2NC","2","On-Off, Off-On","Not Specified","4A (AC), 200mA (DC)","250V","230V","Flat Key","Center","90°","Silver (Ag)","-","Panel Mount","Solder Lug","Circular - 16.20mm Dia","IP40","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a165k_ds_e_3_4_csm604.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A165K-T%20SERIES.jpg,Z1416-ND,A165K-T2M-2,Omron Automation and Safety,SWITCH KEYLOCK 2POS DPDT 5A 125V,2,0,"74.97000","0","1","A165K","Active","DPDT","2","On-On","Not Specified","5A (AC), 3A (DC)","125V","30V","Flat Key","All","90°","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.00mm Dia","IP65, Oil-Resistant","-10°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a165k_ds_e_3_4_csm604.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A165K%20Switch.jpg,Z1405-ND,A165K-A3ML-2,Omron Automation and Safety,SWITCH KEYLOCK 3POS DPDT 5A 125V,1,0,"74.97000","0","1","A165K","Active","DPDT","3","On-On-On","Not Specified","5A (AC), 3A (DC)","125V","30V","Flat Key","Left","45°","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.00mm Dia","IP65, Oil-Resistant","-10°C ~ 55°C"
