Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Circuit","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Maximum Cable Length","Features","Operating Force","Ingress Protection","Operating Temperature"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSC1A2-ND,2CPSC1A2,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"510.16500","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A4-ND,2CPSA1A4,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"515.33000","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1B1-ND,2CPSA1B1,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"515.33000","0","2","CPS","Active","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/index.php?ci_id=144953&la_id=1,-,CLSXB4N-1-ND,CLSXB4N-1,Honeywell Sensing and Productivity Solutions,SWITCH LIMIT CABLE PULL SAFETY,0,0,"519.52000","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2A3-ND,2CPSA2A3,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"524.17000","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2A2-ND,2CPSA2A2,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"524.17000","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
-,-,CLSB9T-BHP-C-ND,CLSB9T-BHP-C,Honeywell Sensing and Productivity Solutions,LIMIT SWITCH,0,0,"528.18000","0","2","*","Not For New Designs","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2A1-ND,2CPSA2A1,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"529.24000","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
https://industrial.omron.us/en/media/ER1032_datasheet_en_201503_C62I-E-01_tcm849-110997.pdf,-,44506-7412-ND,ER1032-042MEL-01,Omron Automation and Safety,"ER1032-042MEL-01, 4N/C+2N/O, M20",0,0,"534.60000","0","1","ER1032","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5810-ND,ER6022-022MSS,Omron Automation and Safety,"ER6022-022MSS, 2N/C+2N/O, M20",0,0,"546.48000","0","1","ER6022-SS","Active","4PST-2NO/2NC","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","-","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5820-ND,ER6022-022NSS,Omron Automation and Safety,"ER6022-022NSS, 2N/C+2N/O, 1/2 """,0,0,"546.48000","0","1","ER6022-SS","Active","4PST-2NO/2NC","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","-","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5840-ND,ER6022-031NSS,Omron Automation and Safety,"ER6022-031NSS, 3N/C+1N/O, 1/2 """,0,0,"546.48000","0","1","ER6022-SS","Active","4PST-3NC/1NO","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","-","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER1032_datasheet_en_201503_C62I-E-01_tcm849-110997.pdf,-,44506-7423-ND,ER1032-042NLAC,Omron Automation and Safety,"ER1032-042NLAC, 4N/C+2N/O, 1/2 I",0,0,"546.48000","0","1","ER1032","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5830-ND,ER6022-031MSS,Omron Automation and Safety,"ER6022-031MSS, 3N/C+1N/O, M20",0,0,"552.42000","0","1","ER6022-SS","Active","4PST-3NC/1NO","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","-","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER1032_datasheet_en_201503_C62I-E-01_tcm849-110997.pdf,-,44506-7400-ND,ER1032-042ML,Omron Automation and Safety,"ER1032-042ML, 4N/C+2N/O, M20",0,0,"552.42000","0","1","ER1032","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/2CPSA1A1B.jpg,480-3886-ND,2CPSA1A1B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"557.98000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5860-ND,ER6022-022NESS,Omron Automation and Safety,ER6022-022NESS 2N/C+2N/O 1/2 "" N,0,0,"576.18000","0","1","ER6022-SS","Active","4PST-2NO/2NC","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Push Button Emergency Stop Switch","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5870-ND,ER6022-031MESS,Omron Automation and Safety,"ER6022-031MESS, 3N/C+1N/O, M20",0,0,"576.18000","0","1","ER6022-SS","Active","4PST-3NC/1NO","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Push Button Emergency Stop Switch","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5880-ND,ER6022-031NESS,Omron Automation and Safety,ER6022-031NESS 3N/C+1N/O 1/2 "" N,0,0,"576.18000","0","1","ER6022-SS","Active","4PST-3NC/1NO","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Push Button Emergency Stop Switch","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5910-ND,ER6022-022MLSS,Omron Automation and Safety,"ER6022-022MLSS, 2N/C+2N/O, M20",0,0,"576.18000","0","1","ER6022-SS","Active","4PST-2NO/2NC","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Lighted Indicator","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5920-ND,ER6022-022NLSS,Omron Automation and Safety,ER6022-022NLSS 2N/C+2N/O 1/2 "" N,0,0,"576.18000","0","1","ER6022-SS","Active","4PST-2NO/2NC","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Lighted Indicator","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5930-ND,ER6022-031MLSS,Omron Automation and Safety,"ER6022-031MLSS, 3N/C+1N/O, M20",0,0,"576.18000","0","1","ER6022-SS","Active","4PST-3NC/1NO","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Lighted Indicator","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5940-ND,ER6022-031NLSS,Omron Automation and Safety,"ER6022-031NLSS, 3N/C+1N/O, 1/2 """,0,0,"576.18000","0","1","ER6022-SS","Active","4PST-3NC/1NO","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Lighted Indicator","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER1032_datasheet_en_201503_C62I-E-01_tcm849-110997.pdf,-,44506-7410-ND,ER1032-042MEL,Omron Automation and Safety,"ER1032-042MEL, 4N/C+2N/O, M20",0,0,"576.18000","0","1","ER1032","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5921-ND,ER6022-022NLSSAC,Omron Automation and Safety,ER6022-022NLSSAC 2N/C+2N/O 1/2 "",0,0,"582.12000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1032_datasheet_en_201503_C62I-E-01_tcm849-110997.pdf,-,44506-7411-ND,ER1032-042MELAC,Omron Automation and Safety,"ER1032-042MELAC, 4N/C+2N/O, M20",0,0,"582.12000","0","1","ER1032","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1032_datasheet_en_201503_C62I-E-01_tcm849-110997.pdf,-,44506-7421-ND,ER1032-042NELAC,Omron Automation and Safety,"ER1032-042NELAC, 4N/C+2N/O, 1/2",0,0,"582.12000","0","1","ER1032","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSC1A3A-ND,2CPSC1A3A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"596.57000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A3A-ND,2CPSA1A3A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"596.57000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A2B-ND,2CPSA1A2B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"596.57000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSC1A2A-ND,2CPSC1A2A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"596.57000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSC1D1A-ND,2CPSC1D1A,Honeywell Sensing and Productivity Solutions,SW SNAP ACT 4PST-NC 50MA 250V,0,0,"596.57000","0","1","CPS","Active","4PST-NC","On-Off","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A4B-ND,2CPSA1A4B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"601.74000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1B1B-ND,2CPSA1B1B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"601.74000","0","1","CPS","Active","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSC1A1A-ND,2CPSC1A1A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"601.74000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5950-ND,ER6022-022MELSS,Omron Automation and Safety,"ER6022-022MELSS, 2N/C+2N/O, M20",0,0,"605.88000","0","1","ER6022-SS","Active","4PST-2NO/2NC","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Push Button Emergency Stop Switch, Status Indicator","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5960-ND,ER6022-022NELSS,Omron Automation and Safety,"ER6022-022NELSS, 2N/C+2N/O, 1/2",0,0,"605.88000","0","1","ER6022-SS","Active","4PST-2NO/2NC","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Push Button Emergency Stop Switch, Status Indicator","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5970-ND,ER6022-031MELSS,Omron Automation and Safety,"ER6022-031MELSS, 3N/C+1N/O, M20",0,0,"605.88000","0","1","ER6022-SS","Active","4PST-3NC/1NO","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Push Button Emergency Stop Switch, Status Indicator","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5980-ND,ER6022-031NELSS,Omron Automation and Safety,"ER6022-031NELSS, 3N/C+1N/O, 1/2",0,0,"605.88000","0","1","ER6022-SS","Active","4PST-3NC/1NO","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Push Button Emergency Stop Switch, Status Indicator","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5961-ND,ER6022-022NELSSAC,Omron Automation and Safety,"ER6022-022NELSSAC, 2N/C+2N/O, 1/",0,0,"617.76000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2A2A-ND,2CPSA2A2A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"621.09000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2A1A-ND,2CPSA2A1A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"626.24000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/2CPSA1A1B.jpg,480-6303-ND,2CPSA2A1B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"626.24000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
-,-,44506-7422-ND,44506-7422,Omron Automation and Safety,"ER1032-042NEL-125VDC, 4N/C+2N/O",0,0,"631.62000","0","1","ER1032","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5850-ND,ER6022-022MESS,Omron Automation and Safety,"ER6022-022MESS, 2N/C+2N/O, M20",0,0,"638.14000","0","1","ER6022-SS","Active","4PST-2NO/2NC","On-Off, Off-On","6A (AC), 2.5A (DC)","120V","24V","-","Push Button Emergency Stop Switch","12746gf","IP67 - Dust Tight, Waterproof","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER1032_datasheet_en_201503_C62I-E-01_tcm849-110997.pdf,-,44506-7490-ND,ER1032-042NEL-QD,Omron Automation and Safety,"ER1032-042NEL-QD, 4N/C + 2N/O, N",0,0,"641.52000","0","1","ER1032","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5857-ND,ER6022-022MESSZ,Omron Automation and Safety,"ER6022-022MESSZ, 2N/C+2N/O, M20",0,0,"677.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022-SS_Datasheet_en_201503_C58I-E-01_tcm849-113050.pdf,-,44506-5867-ND,ER6022-022NESSZ,Omron Automation and Safety,ER6022-022NESSZ 2N/C+2N/O 1/2 "",0,0,"677.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A1A-FW-ND,2CPSA1A1A-FW,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"735.88000","0","1","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
https://industrial.omron.us/en/media/XER6022_XER6022-SS_datasheet_en_201305_C67I-E-01_tcm849-113056.pdf,-,44506-5600-ND,XER6022-011C3,Omron Automation and Safety,"XER6022-011C3, 1N/C+1N/O, EX BLO",0,0,"795.96000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/XER6022_XER6022-SS_datasheet_en_201305_C67I-E-01_tcm849-113056.pdf,-,44506-5610-ND,XER6022-011C3SS,Omron Automation and Safety,XER6022-011C3SS RP PLL SW EXP PR,0,0,"991.98000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/XER6022_XER6022-SS_datasheet_en_201305_C67I-E-01_tcm849-113056.pdf,-,44506-5620-ND,XER6022-020C3SS,Omron Automation and Safety,XER6022-011C3SS RP PLL SW EXP PR,0,0,"991.98000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/XER1022_datasheet_en_201408_C65I-E-01_tcm849-113052.pdf,-,44506-6600-ND,XER1022-011C3L,Omron Automation and Safety,XER1022-011C3L 1N/C+1N/O EX BLOC,0,0,"1122.66000","0","1","XER1022","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/XER1022_datasheet_en_201408_C65I-E-01_tcm849-113052.pdf,-,44506-6610-ND,XER1022-011C3R,Omron Automation and Safety,XER1022-011C3R 1N/C+1N/O EX BLOC,0,0,"1146.42000","0","1","XER1022","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/XER1032_datasheet_en_201408_C66I-E-01_tcm849-113055.pdf,-,44506-7600-ND,XER1032-011C3,Omron Automation and Safety,"XER1032-011C3, 1N/C+1N/O, EX BLO",0,0,"1205.82000","0","1","XER1032","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA4B-ND,1CPSA4B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST-NC 10A 600V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-NC","On-Off","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA4B-N-ND,1CPSA4B-N,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST-NC 10A 600V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-NC","On-Off","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA2-N-ND,1CPSA2-N,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA3A-F01-ND,1CPSA3A-F01,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA3A-F02-ND,1CPSA3A-F02,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
-,-,CLSB3B-3-ND,CLSB3B-3,Honeywell Sensing and Productivity Solutions,CABLE PULL LIMIT SW BLUE BODY,0,0,"Obsolete","0","1","*","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,CLSB3B-2-ND,CLSB3B-2,Honeywell Sensing and Productivity Solutions,CABLE PULL LIMIT SW BLUE BODY,0,0,"Obsolete","0","1","*","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,CLSC4B-ND,CLSC4B,Honeywell Sensing and Productivity Solutions,CABLE PULL LIMIT SW BLUE BODY,0,0,"Obsolete","0","1","*","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,CLSB7B-2-ND,CLSB7B-2,Honeywell Sensing and Productivity Solutions,CABLE PULL LIMIT SW BLUE BODY,0,0,"Obsolete","0","1","*","Obsolete","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php?ci_id=144953&la_id=1,-,CLSXB4A-2-ND,CLSXB4A-2,Honeywell Sensing and Productivity Solutions,CABLE PULL EXPLOSION PROOF LIMIT,0,0,"Obsolete","0","5","*","Obsolete","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1B3A-F01-ND,2CPSA1B3A-F01,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1B2A-F01-ND,2CPSA1B2A-F01,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1B3A-ND,2CPSA1B3A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1B2A-ND,2CPSA1B2A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1B3B-ND,2CPSA1B3B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSC1A3-ND,2CPSC1A3,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
