Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Switch Type","Number of Keys","Matrix (Columns x Rows)","Illumination","Legend Type","Key Type","Output Type","Legend","Legend Color","Key Color","Mounting Type","Termination Style","Panel Cutout Dimensions","Operating Temperature","Ingress Protection","Illumination Voltage (Nominal)","Contact Rating @ Voltage","Features"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86AB2-103-ND,86AB2-103,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"25.10000","0","1","86","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_83.pdf,-,83BC1-001-ND,83BC1-001,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"25.67810","0","100","83","Active","Snap Dome","16","4 x 4","Non-Illuminated","Interchangeable","Transparent Key Cap","Common Bus","Customizable (Sold Separate)","-","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_83.pdf,-,83BC1-002-ND,83BC1-002,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"25.67810","0","100","83","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","Common Bus","0 ~ 9, A ~ F","Black","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_83.pdf,-,83BC1-003-ND,83BC1-003,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"25.67810","0","100","83","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","Common Bus","0 ~ 9, A ~ F","Black","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_83.pdf,-,83BC1-004-ND,83BC1-004,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"25.67810","0","100","83","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","Common Bus","Telephone Format, A ~ F","Black","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_83.pdf,-,83BC1-006-ND,83BC1-006,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"25.67810","0","100","83","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","Common Bus","Telephone Format, A ~ D","Black","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,//media.digikey.com/photos/Grayhill%20Photos/86JB2-203.JPG,86JB2-203-ND,86JB2-203,Grayhill Inc.,SWITCH KEYPAD 20 KEY 0.01A 24V,0,0,"25.79410","0","100","86","Active","Snap Dome","20","5 x 4","Non-Illuminated","Partially Interchangeable","Polymer, Transparent Key Cap","Matrix","0 ~ 9, A ~ F","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86JB2-202-ND,86JB2-202,Grayhill Inc.,SWITCH KEYPAD 20 KEY 0.01A 24V,0,0,"25.79410","0","100","86","Active","Snap Dome","20","4 x 5","Non-Illuminated","Partially Interchangeable","Polymer, Transparent Key Cap","Matrix","0 ~ 9, A ~ F","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-650-71-ND,82-650-71,Grayhill Inc.,SWITCH KEYPAD 6KEY ILLUM 0.1A 5V,0,0,"25.92640","0","25","82","Active","Keyswitch","6","3 x 2","Illuminated - Light Source Not Included","Interchangeable","Transparent Key Cap","Independent Switches (SPST)","Customizable (Sold Separate)","-","Black","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-650-10-ND,82-650-10,Grayhill Inc.,SWITCH KEYPAD 6KEY ILLUM 0.1A 5V,0,0,"26.17760","0","25","82","Active","Keyswitch","6","3 x 2","Illuminated - Light Source Not Included","Fixed","Polymer","Independent Switches (SPST)","No Legend","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84.pdf,-,84BC1-002-ND,84BC1-002,Grayhill Inc.,KEYPAD LEGEND COMMON BUS 16BTN,0,0,"26.42630","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.grayhill.com/assets/1/7/Keypads_84.pdf,-,84BC1-003-ND,84BC1-003,Grayhill Inc.,KEYPAD LEGEND COMMON BUS 16BTN,0,0,"26.42630","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.grayhill.com/assets/1/7/Keypads_84.pdf,-,84BC1-005-ND,84BC1-005,Grayhill Inc.,KEYPAD LEGEND COMMON BUS 16BTN,0,0,"26.42630","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.grayhill.com/assets/1/7/Keypads_84.pdf,-,84BC1-006-ND,84BC1-006,Grayhill Inc.,KEYPAD LEGEND COMMON BUS 16BTN,0,0,"26.42630","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-601-88-ND,82-601-88,Grayhill Inc.,SWITCH KEYPAD 6 KEY 0.1A 5V,0,0,"26.54720","0","25","82","Active","Keyswitch","6","3 x 2","Non-Illuminated","Fixed","Polymer","Independent Switches (4PST)","Telephone Format","White","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-601-92-ND,82-601-92,Grayhill Inc.,SWITCH KEYPAD 6 KEY 0.1A 5V,0,0,"26.54720","0","25","82","Active","Keyswitch","6","3 x 2","Non-Illuminated","Fixed","Polymer","Independent Switches (4PST)","Telephone Format","White","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86AA2-101-ND,86AA2-101,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"26.59000","0","1","86","Active","Snap Dome","12","3 x 4","Non-Illuminated","Interchangeable","Transparent Key Cap","-","Customizable (Sold Separate)","-","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86AA2-103-ND,86AA2-103,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"26.59000","0","1","86","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Polymer","-","Telephone Format","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_88.pdf,-,88AC2-143-ND,88AC2-143,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"26.84680","0","100","88","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Polyester Overlay","Common Bus","Telephone Format","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP42","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_88.pdf,-,88AC2-152-ND,88AC2-152,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"26.84680","0","100","88","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Polyester Overlay","Common Bus","Telephone Format","Blue, White","Blue, White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP42","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_88.pdf,-,88AC2-182-ND,88AC2-182,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"26.84680","0","100","88","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Polyester Overlay","Common Bus","Telephone Format","White","Red","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP42","-","0.01A @ 24VDC","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1396360023.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/MFG_7203-04CW203.jpg,MGR1655-ND,7203-04CW203,Storm Interface,SWITCH KEYPAD 4 KEY 0.05A 24V,0,0,"26.94000","0","1","720 TFX-i","Active","Conductive Rubber","4","1 x 4","Illuminated - White","Fixed","Polymer","Matrix","Arrows","Black","White","Panel Mount, Front or Rear","Pin Header","-","-20°C ~ 60°C","IP65 - Dust Tight, Water Resistant","5 VDC","0.05A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86JC2-202-ND,86JC2-202,Grayhill Inc.,SWITCH KEYPAD 20 KEY 0.01A 24V,0,0,"27.33830","0","100","86","Active","Snap Dome","20","4 x 5","Non-Illuminated","Partially Interchangeable","Polymer, Transparent Key Cap","Common Bus","0 ~ 9, A ~ F","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86JC2-201-ND,86JC2-201,Grayhill Inc.,SWITCH KEYPAD 20 KEY 0.01A 24V,0,0,"27.33830","0","100","86","Active","Snap Dome","20","5 x 4","Non-Illuminated","Interchangeable","Transparent Key Cap","Common Bus","Customizable (Sold Separate)","-","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86JC2-203-ND,86JC2-203,Grayhill Inc.,SWITCH KEYPAD 20 KEY 0.01A 24V,0,0,"27.33830","0","100","86","Active","Snap Dome","20","5 x 4","Non-Illuminated","Partially Interchangeable","Polymer, Transparent Key Cap","Common Bus","0 ~ 9, A ~ F","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-650-73-ND,82-650-73,Grayhill Inc.,SWITCH KEYPAD 6KEY ILLUM 0.1A 5V,0,0,"27.55680","0","25","82","Active","Keyswitch","6","3 x 2","Illuminated - Light Source Not Included","Interchangeable","Transparent Key Cap","Independent Switches (DPST)","Customizable (Sold Separate)","-","Black","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-650-8-ND,82-650-8,Grayhill Inc.,SWITCH KEYPAD 6KEY ILLUM 0.1A 5V,0,0,"27.64160","0","25","82","Active","Keyswitch","6","3 x 2","Illuminated - Light Source Not Included","Fixed","Polymer","Independent Switches (DPST)","No Legend","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86BB2-006-ND,86BB2-006,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"27.92000","0","1","86","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format, A ~ D","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-601-84-ND,82-601-84,Grayhill Inc.,SWITCH KEYPAD 6 KEY 0.1A 5V,0,0,"28.50240","0","25","82","Active","Keyswitch","6","3 x 2","Non-Illuminated","Interchangeable","Transparent Key Cap","Independent Switches (4PST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1439475975.pdf,-,3K120203-ND,3K120203,Storm Interface,SWITCH KEYPAD 12 KEY 0.05A 24V,0,0,"28.87280","0","25","3000","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Calculator Format","Gray","Translucent","Panel Mount, Front or Rear","Pin Header","Rectangular - 83.00mm x 64.00mm","-10°C ~ 85°C","IP54 - Dust Protected, Water Resistant","-","0.05A @ 24VDC","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1439475975.pdf,-,3K12T203-ND,3K12T203,Storm Interface,SWITCH KEYPAD 12 KEY 0.05A 24V,0,0,"28.87280","0","25","3000","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format","Gray","Translucent","Panel Mount, Front or Rear","Pin Header","Rectangular - 83.00mm x 64.00mm","-10°C ~ 85°C","IP54 - Dust Protected, Water Resistant","-","0.05A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86BA2-002-ND,86BA2-002,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"29.22000","0","1","86","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","0 ~ 9, A ~ F","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86BA2-003-ND,86BA2-003,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"29.22000","0","1","86","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","-","0 ~ 9, A ~ F","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86BA2-004-ND,86BA2-004,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"29.22000","0","1","86","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","-","Telephone Format, A ~ F","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86BA2-005-ND,86BA2-005,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"29.22000","0","1","86","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","-","Telephone Format, A ~ F","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86BA2-006-ND,86BA2-006,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"29.22000","0","1","86","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","-","Telephone Format, A ~ D","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_88.pdf,-,88BA2-ND,88BA2,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"29.55000","0","1","88","Active","Snap Dome","16","4 x 4","Non-Illuminated","Interchangeable","Polyester Overlay","Matrix","Customizable (Sold Separate)","-","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP42","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_83.pdf,-,83AA1-101-ND,83AA1-101,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"30.01000","0","1","83","Active","Snap Dome","12","3 x 4","Non-Illuminated","Interchangeable","Transparent Key Cap","Matrix","Customizable (Sold Separate)","-","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_83.pdf,-,83AA1-103-ND,83AA1-103,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"30.01000","0","1","83","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format","Black","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84LS.pdf,-,84LSN-FC2-302-N-ND,84LSN-FC2-302-N,Grayhill Inc.,SWITCH KEYPAD 4 KEY 0.01A 24V,0,0,"30.16870","0","100","84LS","Active","Snap Dome","4","4 x 1","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","1 ~ 4","White","Black","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_88.pdf,-,88BA2-052-ND,88BA2-052,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"30.18760","0","100","88","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polyester Overlay","Matrix","0 ~ 9, A ~ F","Black, Blue","Blue, White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP42","-","0.01A @ 24VDC","-"
-,-,84AA1-101-ND,84AA1-101,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"30.96000","0","1","84","Active","Snap Dome","12","3 x 4","Non-Illuminated","Interchangeable","Transparent Key Cap","Matrix","Customizable (Sold Separate)","-","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
-,-,84AA1-103-ND,84AA1-103,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"30.96000","0","1","84","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format","Black","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84LS.pdf,-,84LS-FC2-301-ND,84LS-FC2-301,Grayhill Inc.,SWITCH KEYPAD 4 KEY 0.01A 24V,0,0,"31.18520","0","100","84LS","Active","Snap Dome","4","4 x 1","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","A ~ D","White","Black","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84LS.pdf,-,84LS-FC2-302-N-ND,84LS-FC2-302-N,Grayhill Inc.,SWITCH KEYPAD 4 KEY 0.01A 24V,0,0,"32.20160","0","100","84LS","Active","Snap Dome","4","4 x 1","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","1 ~ 4","White","Black","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_83.pdf,-,83BA1-001-ND,83BA1-001,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"32.98000","0","1","83","Active","Snap Dome","16","4 x 4","Non-Illuminated","Interchangeable","Transparent Key Cap","Matrix","Customizable (Sold Separate)","-","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_83.pdf,-,83BA1-005-ND,83BA1-005,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"32.98000","0","1","83","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format, A ~ F","Black","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_83.pdf,-,83BA1-006-ND,83BA1-006,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"32.98000","0","1","83","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format, A ~ D","Black","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_88.pdf,//media.digikey.com/Photos/Grayhill%20Photos/88JC2.jpg,88JC2-ND,88JC2,Grayhill Inc.,SWITCH KEYPAD 20 KEY 0.01A 24V,0,0,"33.34860","0","100","88","Active","Snap Dome","20","5 x 4","Non-Illuminated","Interchangeable","Polyester Overlay","Common Bus","Customizable (Sold Separate)","-","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP42","-","0.01A @ 24VDC","-"
-,-,84BA1-001-ND,84BA1-001,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"35.21000","0","1","84","Active","Snap Dome","16","4 x 4","Non-Illuminated","Interchangeable","Transparent Key Cap","Matrix","Customizable (Sold Separate)","-","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
-,-,84BA1-004-ND,84BA1-004,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"35.21000","0","1","84","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format, A ~ F","Black","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
-,-,84BA1-006-ND,84BA1-006,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"35.21000","0","1","84","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format, A ~ D","Black","White","Panel Mount, Front","Pin Header","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1439475975.pdf,-,3K16T203-ND,3K16T203,Storm Interface,SWITCH KEYPAD 16 KEY 0.05A 24V,0,0,"35.53080","0","25","3000","Active","Conductive Rubber","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format, A ~ C","Gray","Translucent","Panel Mount, Front or Rear","Pin Header","Square - 83.00mm²","-10°C ~ 85°C","IP54 - Dust Protected, Water Resistant","-","0.05A @ 24VDC","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1439475975.pdf,-,3K160203-ND,3K160203,Storm Interface,SWITCH KEYPAD 16 KEY 0.05A 24V,0,0,"35.72880","0","25","3000","Active","Conductive Rubber","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Calculator Format, A ~ C","Gray","Translucent","Panel Mount, Front or Rear","Pin Header","Square - 83.00mm²","-10°C ~ 85°C","IP54 - Dust Protected, Water Resistant","-","0.05A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_88.pdf,-,88BA2-082-ND,88BA2-082,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"36.68000","0","1","88","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polyester Overlay","Matrix","0 ~ 9, A ~ F","White","Red","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP42","-","0.01A @ 24VDC","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1396361233.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/MFG_7207-1210203.jpg,MGR1659-ND,7207-1210203,Storm Interface,SWITCH KEYPAD 12 KEY 0.05A 24V,0,0,"37.31000","0","5","720 GFX","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Interchangeable","Transparent Key Cap","Matrix","Customizable (Included)","Black","Multiple","Panel Mount, Front or Rear","Pin Header","-","-20°C ~ 60°C","IP65 - Dust Tight, Water Resistant","-","0.05A @ 24VDC","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1396360023.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/7203-16T0203.JPG,MGR1663-ND,7203-16T0203,Storm Interface,SWITCH KEYPAD 16 KEY 0.05A 24V,0,0,"38.81600","0","5","720 TFX","Active","Conductive Rubber","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format, A ~ C","Black","White","Panel Mount, Front or Rear","Pin Header","-","-20°C ~ 60°C","IP65 - Dust Tight, Water Resistant","-","0.05A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,-,86YY3212B-517-ND,86YY3212B-517,Grayhill Inc.,SWITCH KEYPAD 12 KEY CUSTOM,0,0,"41.07000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84SN-AB2-000-ND,84SN-AB2-000,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"41.09860","0","100","84S","Active","Snap Dome","12","3 x 4","Non-Illuminated","-","Rubber Overlay","Matrix","No Buttons","-","-","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-AB1-000-ND,84S-AB1-000,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"41.42470","0","100","84S","Active","Snap Dome","12","3 x 4","Non-Illuminated","-","Rubber Overlay","Matrix","No Buttons","-","-","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-AB2-000-ND,84S-AB2-000,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"41.42470","0","100","84S","Active","Snap Dome","12","3 x 4","Non-Illuminated","-","Rubber Overlay","Matrix","No Buttons","-","-","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
-,-,84S-BB1-000-ND,84S-BB1-000,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"42.29880","0","100","84S","Active","Snap Dome","16","4 x 4","Non-Illuminated","-","Rubber Overlay","Matrix","No Buttons","-","-","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-AB1-000-N-ND,84S-AB1-000-N,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"42.29880","0","100","84S","Active","Snap Dome","12","3 x 4","Non-Illuminated","-","Rubber Overlay","Matrix","No Buttons","-","-","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
