Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Actuator Type","Switch Function","Functions, Extra","Output","Voltage - Supply","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Contact Material","Contact Finish","Resistance","Mounting Type","Termination Style","Operating Temperature","Panel Cutout Dimensions","Ingress Protection","Features"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1274,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_XDGTT2LNNCYYKAN.jpg,679-3917-ND,XDGTT2LNNCYYKAN,APEM Inc.,"XD SERIES, SAE CANBUS J1939-71,",9,0,"1066.36000","0","1","XD","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","4-Way Thumbstick, Deadman, Index Trigger","Digital (Hall Effect Over CANbus Interface)","6 ~ 35VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Square - 66.29mm²","IP67 - Dust Tight, Waterproof","-"
https://www.ckswitches.com/media/1345/cs.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_CS41001E.jpg,CKN10857-ND,CS41001E,C&K,SWITCH NAVIG PUSHBUTTN 200MA 12V,28,0,"13.69000","0","1","CS-41001E","Active","Navigation Switch, 2 - Axis","Pushbutton","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","200mA (DC)","-","12V","-","-","-","Panel Mount, Snap-In","Wire Leads with Connector","-40°C ~ 90°C","Rectangular - 36.00mm x 35.70mm","-","-"
"//media.digikey.com/pdf/Data%20Sheets/C&K/QS,%20RS.pdf",//media.digikey.com/photos/CK%20Comp%20Photos/CK_QS.jpg,CKN9538-ND,QS1 KQS1 BK N C,C&K,SWITCH NAVIG ROCKER 100MA 30V,45,0,"43.37000","0","1","QS","Obsolete","Navigation Switch, 2 - Axis","Rocker","4-Way Directional","-","Digital (Mechanical Switch)","-","100mA (DC)","-","30V","-","-","-","Panel Mount","Card Edge","-25°C ~ 85°C","-","IP65 - Dust Tight, Water Resistant","-"
"//media.digikey.com/pdf/Data%20Sheets/C&K/QS,%20RS.pdf",//media.digikey.com/photos/CK%20Comp%20Photos/CK_QS.jpg,CKN9539-ND,QS2 KQS1 BK S C,C&K,SWITCH NAVIG ROCKER 100MA 30V,44,0,"46.65000","0","1","QS","Obsolete","Navigation Switch, 2 - Axis","Rocker","4-Way Directional","-","Digital (Mechanical Switch)","-","100mA (DC)","-","30V","-","-","-","Panel Mount","Card Edge","-25°C ~ 85°C","-","IP65 - Dust Tight, Water Resistant","-"
-,-,HFX33R30-ND,HFX33R30,APEM Inc.,JOYSTICK SERIES1 3AXIS,2,0,"125.41000","0","1","HFX Series I","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Circular - 41.66mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=826,//media.digikey.com/Photos/APEM%20Comp%20Photos/HRL217B0.jpg,679-3656-ND,HRL217B0,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,12,0,"127.43000","0","1","HR","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-30°C ~ 70°C","-","IP68 - Dust Tight, Waterproof","Illuminated, White Actuator"
//media.digikey.com/pdf/Data%20Sheets/C&K/AR5.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/CK_AR5.jpg,CKN9518-ND,AR5S DTC RD,C&K,SWITCH THUMBWHEEL ROCKER HALL,10,0,"164.03000","0","1","AR5","Obsolete","Thumbwheel, 1 - Axis","Rocker","2-Way Directional","-","Analog (Hall Effect)","9 ~ 30VDC","-","-","-","-","-","-","Panel Mount","-","-40°C ~ 85°C","Rectangular - 36.80mm x 22.80mm","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=786,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_NV-Series.jpg,679-3866-ND,NVH1D1C0CP2S,APEM Inc.,SWITCH THMBSTK CASTLE 50MA 12V,0,0,"120.43000","0","1","NV","Active","Thumbstick, 2 - Axis","Castle","4-Way Directional","-","Digital (Mechanical Switch)","-","50mA (DC)","-","12V","-","-","-","Panel Mount","Connector","-40°C ~ 65°C","Circular - 16.20mm Dia","IP69K - Dust Tight, High Temp Water Jets, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=786,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_NV-Series.jpg,679-3865-ND,NVH1D1C1CP2S,APEM Inc.,SWITCH THMBSTK CASTLE 50MA 12V,0,0,"146.59000","0","1","NV","Active","Thumbstick, 2 - Axis","Castle","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","50mA (DC)","-","12V","-","-","-","Panel Mount","Connector","-40°C ~ 65°C","Circular - 16.20mm Dia","IP69K - Dust Tight, High Temp Water Jets, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1207,//media.digikey.com/Photos/APEM%20Comp%20Photos/HS1T24SA.jpg,679-3661-ND,HS1T24SA,APEM Inc.,SWITCH THMBSTK CASTLE 100MA 30V,0,0,"150.93000","0","1","HS","Active","Thumbstick, 2 - Axis","Castle","4-Way Directional","-","Digital (Mechanical Switch)","-","100mA (DC)","-","30V","-","Silver","-","Panel Mount","Wire Leads with Connector","-25°C ~ 80°C","Circular - 25.02mm Dia","IP68/69K - Dust Tight, Water Resistant, Waterproof","-"
http://www.grayhill.com/assets/1/7/VDC_datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3J2115-200N.jpg,GH7918-ND,3J2115-200,Grayhill Inc.,VEHICLE DISPLAY CONTROLLER: JOYS,0,0,"319.16000","0","1","3J","Active","Joystick, 3 - Axis","Joystick","360° Directional, 360° Rotational, Center Select","5 Pushbuttons","Digital (Mechanical Switch)","8 ~ 32VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","-","IP67 - Dust Tight, Waterproof","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-09426_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-09426.jpg,1568-1848-ND,COM-09426,SparkFun Electronics,JOYSTICK 2 AXIS PANEL MOUNT,21,0,"3.50000","0","1","-","Active","Thumbstick, 2 - Axis","Puck","4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","-","Panel Mount","Solder Pad","-","-","-","-"
http://www.grayhill.com/assets/1/7/04A1.pdf,//media.digikey.com/photos/Grayhill%20Photos/04A-K01.JPG,GH7454-ND,04A-K01,Grayhill Inc.,SWITCH NAVIG KEYCAP 250MA 115V,0,0,"19.47000","0","1","04","Active","Navigation Switch, 2 - Axis","Keycap","4-Way Directional","-","Digital (Mechanical Switch)","-","250mA (AC)","115V","-","Phosphor Bronze","Gold","-","Through Hole","PC Pin","-40°C ~ 85°C","-","-","Arrow Marking"
https://cdn.sparkfun.com/datasheets/Components/General/COM-09136JoystickDatasheet.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-09136.jpg,1568-1482-ND,COM-09136,SparkFun Electronics,ARCADE JOYSTICK,0,0,"19.95000","0","1","-","Active","Joystick, 2 - Axis","Joystick","8-Way Directional","1 Pushbutton","Digital (Mechanical Switch)","-","-","-","-","-","-","-","Panel Mount","Quick Connect - 0.250"" (6.3mm)","-","-","-","Arcade Style"
http://www.grayhill.com/assets/1/7/67A_datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/67A-DF-3C-030C.jpg,GH7700-ND,67A-DF-3C-060C,Grayhill Inc.,SWITCH JOYSTICK FINGER TIP HALL,3,2,"64.98000","0","1","67A","Active","Joystick, 2 - Axis","Finger Tip","360° Directional","-","Digital (Hall Effect Over I²C Interface)","3.3VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Circular - 25.58mm Dia","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/CH%20Products/TS-4A1S0xA.jpg,1040-1033-ND,TS4A1S00A,APEM Inc.,SWITCH THMBSTK FINGER TIP HALL,5,99,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Finger Tip","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF10Y10.jpg,1040-1104-ND,HF10Y10,APEM Inc.,SWITCH JOYSTICK BALL TIP HALL,0,0,"138.38000","0","1","HF","Active","Joystick, 1 - Axis","Ball Tip","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_TS%20Series%202%20Axis.jpg,1040-1044-ND,TS6A1S00A,APEM Inc.,SWITCH THMBSTK PUSHBUTTON HALL,0,0,"141.34000","0","1","TS","Active","Thumbstick, 2 - Axis","Pushbutton","4-Way Directional, Center Select","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/CH%20Products/HF-33.JPG,1040-1101-ND,HF33S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"172.23000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF-46.jpg,1040-1103-ND,HF46S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,1,0,"194.43000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF50S10.jpg,679-3651-ND,HF50S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,1,0,"206.66000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=920,//media.digikey.com/Photos/APEM%20Comp%20Photos/NZAA0477.JPG,1040-1146-ND,NZAA0477,APEM Inc.,SWITCH JOYSTICK BAT 2A 125V,0,0,"86.77000","0","1","NZ","Active","Joystick, 2 - Axis","Bat","4-Way Directional","-","Digital (Mechanical Switch)","-","2A (AC)","125V","-","Silver Alloy","Gold","-","Panel Mount","Connector","-25°C ~ 50°C","Circular - 12.00mm Dia","IP67 - Dust Tight, Waterproof","Half Boot"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1263,//media.digikey.com/Photos/APEM%20Comp%20Photos/CW-A0GY1A0xA0.jpg,1040-1072-ND,CW-A0GY1A00A0,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,4,0,"91.09000","0","1","CW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount, Snap-In","Connector","-40°C ~ 85°C","Rectangular - 22.73mm x 10.67mm","-","Gray Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1263,//media.digikey.com/Photos/APEM%20Comp%20Photos/CW-A0GY1A0xA0.jpg,1040-1073-ND,CW-A0GY1A02A0,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,5,0,"102.41000","0","1","CW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount, Snap-In","Connector","-40°C ~ 85°C","Rectangular - 22.73mm x 10.67mm","-","Gray Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1263,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_CWA0BK1A0xA0.jpg,1040-1067-ND,CWA0BK1A02A0,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,0,0,"102.41000","0","1","CW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount, Snap-In","Connector","-40°C ~ 85°C","Rectangular - 22.73mm x 10.67mm","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=134,//media.digikey.com/Photos/APEM%20Comp%20Photos/TW01GRY11.JPG,1040-1084-ND,TW01GRY11,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,5,0,"111.98000","0","1","TW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Rectangular - 36.60mm x 16.30mm","IP67 - Dust Tight, Waterproof","Gray Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=134,//media.digikey.com/Photos/APEM%20Comp%20Photos/TW11GRY1.jpg,1040-1090-ND,TW11GRY1,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,5,0,"120.30000","0","1","TW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Rectangular - 36.60mm x 16.30mm","IP67 - Dust Tight, Waterproof","Gray Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/photos/APEM%20Comp%20Photos/TS7A1P00A.jpg,1040-1049-ND,TS7A1P00A,APEM Inc.,SWITCH THUMBSTICK MUSHROOM HALL,4,0,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Mushroom Button","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_TS%20Series%202%20Axis.jpg,1040-1055-ND,TS6A1S02A,APEM Inc.,SWITCH THMBSTK PUSHBUTTON HALL,1,0,"141.34000","0","1","TS","Active","Thumbstick, 2 - Axis","Pushbutton","4-Way Directional, Center Select","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HG-432IS000-T.pdf,//media.digikey.com/Photos/CH%20Products/HG-432IS000-T.jpg,679-2280-ND,HG-432IS000-T,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"711.17000","0","1","HG","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","2 Pushbuttons, 2-Way Thumbwheel","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-25°C ~ 70°C","Circular - 71.40mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=920,//media.digikey.com/Photos/APEM%20Comp%20Photos/NZAA1475.JPG,1040-1144-ND,NZAA1475,APEM Inc.,SWITCH JOYSTICK BAT 2A 125V,2,0,"108.38000","0","1","NZ","Active","Joystick, 2 - Axis","Bat","8-Way Directional","-","Digital (Mechanical Switch)","-","2A (AC)","125V","-","Silver Alloy","Gold","-","Panel Mount","Cable with Connector","-25°C ~ 50°C","Circular - 12.00mm Dia","IP67 - Dust Tight, Waterproof","Half Boot"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1206,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_FR%20series.jpg,679-3647-ND,FR2A1U02A2A,APEM Inc.,SWITCH THMBSTK WINGED HAT HALL,3,0,"119.07000","0","1","FR","Active","Thumbstick, 1 - Axis","Winged Hat","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP68 - Dust Tight, Waterproof","Red Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=101,//media.digikey.com/Photos/APEM%20Comp%20Photos/Barrel%20Handle.jpg,1040-1158-ND,SN201SS,APEM Inc.,SWITCH JOYSTICK T-HANDLE HALL,1,0,"311.37000","0","1","SN","Active","Joystick, 1 - Axis","T-Handle","2-Way Directional","-","Digital (Hall Effect with PWM Output)","5VDC","-","-","-","-","-","-","Panel Mount","Solder Turret","-20°C ~ 70°C","Rectangular - 56.00mm x 7.00mm","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/COM-B015_Web.pdf,-,1778-1241-ND,COM-B015,Pimoroni Ltd,JOYSTICK,23,0,"6.79000","0","1","-","Active","Joystick, 2 - Axis","Ball Tip","8-Way Directional","-","Digital (Mechanical Switch)","-","-","-","-","-","-","-","Panel Mount","Connector","-","-","-","-"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-6x5-4_primary.jpg,GH7906-ND,68B-625-4,Grayhill Inc.,RED PROPORTIONAL PADDLE SWITCH W,0,0,"106.78000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Red Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1274,-,679-4202-ND,XDGTT2MNNCYYMAN,APEM Inc.,"XD SERIES, TWO AXIS HALL EFFECT,",0,0,"1152.13000","0","1","XD","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","2-Way Thumbwheel (2), Deadman, Index Trigger","Digital (Hall Effect Over CANbus Interface)","6 ~ 35VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Square - 66.29mm²","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1274,-,679-4205-ND,XDGTY2MNNCYYGAN,APEM Inc.,"XD SERIES, ONE AXIS HALL EFFECT,",1,0,"1308.19000","0","1","XD","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","6 Pushbuttons, Deadman, Index Trigger","Digital (Hall Effect Over CANbus Interface)","6 ~ 35VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Square - 66.29mm²","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1274,-,679-4204-ND,XDGTY2MNNCYYPAN,APEM Inc.,"XD SERIES, ONE AXIS HALL EFFECT,",0,0,"1308.19000","0","1","XD","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","2 Pushbuttons, 2-Way Thumbwheel, Deadman, Index Trigger","Digital (Hall Effect Over CANbus Interface)","6 ~ 35VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Square - 66.29mm²","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1274,-,679-4203-ND,XDGTT2MNNCYYPAN,APEM Inc.,"XD SERIES, TWO AXIS HALL EFFECT,",0,0,"1320.11000","0","1","XD","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","2 Pushbuttons, 2-Way Thumbwheel, Deadman, Index Trigger","Digital (Hall Effect Over CANbus Interface)","6 ~ 35VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Square - 66.29mm²","IP67 - Dust Tight, Waterproof","-"
-,-,TPC1131GLFS-ND,TPC1131GLFS,C&K,SWITCH THUMBWHEEL 50MA 32V,0,0,"0.92800","0","2000","TPC","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","50mA (DC)","-","32V","-","Gold","-","Surface Mount","Gull Wing","-40°C ~ 125°C","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/C&K/TPC%20Navigation.pdf,-,401-1618-2-ND,TPC2133GLFG,C&K,SWITCH THUMBWHEEL 50MA 32V,0,0,"0.94250","0","10000","TPC","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","50mA (DC)","-","32V","-","Gold","-","Surface Mount","Gull Wing","-40°C ~ 125°C","-","-","-"
https://www.e-switch.com/system/asset/product_line/data_sheet/22/JS1400.pdf,-,JS1400AVQ-ND,JS1400AVQ,E-Switch,SWITCH NAVIGATION 50MA 12V,0,0,"1.87460","0","1700","JS1400","Active","Navigation Switch, 2 - Axis","Plunger for Cap","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","50mA (DC)","-","12V","-","-","-","Surface Mount","J Lead","-20°C ~ 70°C","-","-","-"
https://www.e-switch.com/system/asset/product_line/data_sheet/22/JS1400.pdf,-,JS1400BVQ-ND,JS1400BVQ,E-Switch,SWITCH NAVIGATION 50MA 12V,0,0,"1.96700","0","1700","JS1400","Active","Navigation Switch, 2 - Axis","Plunger for Cap","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","50mA (DC)","-","12V","-","-","-","Surface Mount","Gull Wing","-20°C ~ 70°C","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/3426_Web.pdf,-,3426KI-ND,3426,Kitronik Ltd.,ARCADE JOYSTICK - MEDIUM HANDLE,0,0,"12.41643","0","14","-","Active","Joystick, 2 - Axis","Ball Tip","8-Way Directional","-","Digital (Mechanical Switch)","-","3A (AC), 5A (DC)","250V","125V","-","-","-","Panel Mount","Quick Connect - 0.250"" (6.3mm)","-","-","-","Arcade Style"
"//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/04A-K01,02_B01Drawing.pdf",-,04A-K02-ND,04A-K02,Grayhill Inc.,SWITCH NAVIG KEYCAP 250MA 115V,0,0,"16.83520","0","25","04","Active","Navigation Switch, 2 - Axis","Keycap","4-Way Directional","-","Digital (Mechanical Switch)","-","250mA (AC)","115V","-","Phosphor Bronze","Gold","-","Through Hole","PC Pin","-40°C ~ 85°C","-","-","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=924,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_1V15F1139.jpg,1V15F1139-ND,1V15F1139,APEM Inc.,SWITCH JOYSTICK 6A 250V,0,0,"50.78000","0","5","1000","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","-","Digital (Mechanical Switch)","-","6A (AC)","250V","-","Silver (Ag)","Gold","-","Panel Mount","Solder Lug","-20°C ~ 50°C","Circular - 20.00mm Dia","IP67 - Dust Tight, Waterproof","Includes Limiter and Bezel Set"
-,-,67A-DF-3C-020C-ND,67A-DF-3C-020C,Grayhill Inc.,SWITCH JOYSTICK 5"" CBL QUADRATUR,0,0,"64.97000","0","1","67A","Active","Joystick, 2 - Axis","Finger Tip","360° Directional","-","Digital (Hall Effect Over I²C Interface)","3.3VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Circular - 25.58mm Dia","IP67 - Dust Tight, Waterproof","-"
//media.digikey.com/pdf/Data%20Sheets/C&K/AR3S.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/CK_AR3S-01.jpg,CKN9517-ND,AR3S 05 GY 30/30 6N 1 V102,C&K,SWITCH THUMBWHEEL ROCKER HALL,2,0,"69.06000","0","1","AR3","Obsolete","Thumbwheel, 1 - Axis","Rocker","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Bare PCB","-35°C ~ 70°C","-","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,-,TS-1D2P08B-1847-ND,TS-1D2P08B-1847,APEM Inc.,SWITCH THUMBSTICK CASTLE HALL,0,0,"98.99000","0","1","TS","Active","Thumbstick, 2 - Axis","Castle","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=920,//media.digikey.com/Photos/APEM%20Comp%20Photos/NZAB0475.JPG,1040-1143-ND,NZAB0475,APEM Inc.,SWITCH JOYSTICK BAT 2A 125V,0,0,"99.43400","0","5","NZ","Active","Joystick, 2 - Axis","Bat","8-Way Directional","-","Digital (Mechanical Switch)","-","2A (AC)","125V","-","Silver Alloy","Gold","-","Panel Mount","Connector","-25°C ~ 50°C","Circular - 12.00mm Dia","IP67 - Dust Tight, Waterproof","Full Boot"
-,-,45-1F0T.1010.000.108-ND,45-1F0T.1010.000.108,EAO,(45-1F0T.1010.000.108),0,0,"107.25000","0","1","45","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","-","Digital (Mechanical Switch)","-","10A (AC/DC)","500V","500V","Silver (Ag)","-","-","Panel Mount","Screw Terminal","-25°C ~ 70°C","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-"
-,-,45-1F38.1010.000.108-ND,45-1F38.1010.000.108,EAO,(45-1F38.1010.000.108),0,0,"107.25000","0","1","45","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","-","Digital (Mechanical Switch)","-","10A (AC/DC)","500V","500V","Silver (Ag)","-","-","Panel Mount","Screw Terminal","-25°C ~ 70°C","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-"
-,-,45-1F41.1010.000.108-ND,45-1F41.1010.000.108,EAO,(45-1F41.1010.000.108),0,0,"107.25000","0","1","45","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","-","Digital (Mechanical Switch)","-","10A (AC/DC)","500V","500V","Silver (Ag)","-","-","Panel Mount","Screw Terminal","-25°C ~ 70°C","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=920,//media.digikey.com/Photos/APEM%20Comp%20Photos/NZAA1477.JPG,1040-1148-ND,NZAA1477,APEM Inc.,SWITCH JOYSTICK BAT 2A 125V,0,0,"108.39200","0","5","NZ","Active","Joystick, 2 - Axis","Bat","4-Way Directional","-","Digital (Mechanical Switch)","-","2A (AC)","125V","-","Silver Alloy","Gold","-","Panel Mount","Cable with Connector","-25°C ~ 50°C","Circular - 12.00mm Dia","IP67 - Dust Tight, Waterproof","Half Boot"
