Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Circuit","Number of Positions","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Illumination","Illumination Type, Color","Illumination Voltage (Nominal)","Mounting Type","Termination Style","Panel Cutout Dimensions","Ingress Protection","Features","Operating Temperature"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TRA-G100-RB-ND,A22NW-2RM-TRA-G100-RB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TYA-G002-YB-ND,A22NW-2RM-TYA-G002-YB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TYA-G100-YB-ND,A22NW-2RM-TYA-G100-YB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TAA-G002-AB-ND,A22NW-2BL-TAA-G002-AB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TAA-G100-AB-ND,A22NW-2BL-TAA-G100-AB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TGA-G002-GB-ND,A22NW-2BL-TGA-G002-GB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TGA-G100-GB-ND,A22NW-2BL-TGA-G100-GB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TRA-G002-RB-ND,A22NW-2BL-TRA-G002-RB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TRA-G100-RB-ND,A22NW-2BL-TRA-G100-RB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TYA-G002-YB-ND,A22NW-2BL-TYA-G002-YB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TYA-G100-YB-ND,A22NW-2BL-TYA-G100-YB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TAA-G002-AB-ND,A22NW-2ML-TAA-G002-AB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TAA-G100-AB-ND,A22NW-2ML-TAA-G100-AB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TGA-G002-GB-ND,A22NW-2ML-TGA-G002-GB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TGA-G100-GB-ND,A22NW-2ML-TGA-G100-GB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TRA-G002-RB-ND,A22NW-2ML-TRA-G002-RB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TRA-G100-RB-ND,A22NW-2ML-TRA-G100-RB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TYA-G002-YB-ND,A22NW-2ML-TYA-G002-YB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TYA-G100-YB-ND,A22NW-2ML-TYA-G100-YB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TAA-G002-AB-ND,A22NW-2MM-TAA-G002-AB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TAA-G100-AB-ND,A22NW-2MM-TAA-G100-AB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TGA-G002-GB-ND,A22NW-2MM-TGA-G002-GB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TGA-G100-GB-ND,A22NW-2MM-TGA-G100-GB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TRA-G002-RB-ND,A22NW-2MM-TRA-G002-RB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TRA-G100-RB-ND,A22NW-2MM-TRA-G100-RB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TYA-G002-YB-ND,A22NW-2MM-TYA-G002-YB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TYA-G100-YB-ND,A22NW-2MM-TYA-G100-YB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G002-AC-ND,A22NW-2BM-TAA-G002-AC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"21.10000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G100-AC-ND,A22NW-2BM-TAA-G100-AC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"21.10000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G002-GC-ND,A22NW-2BM-TGA-G002-GC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"21.10000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G100-GC-ND,A22NW-2BM-TGA-G100-GC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"21.10000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G002-RC-ND,A22NW-2BM-TRA-G002-RC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"21.10000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G100-RC-ND,A22NW-2BM-TRA-G100-RC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"21.10000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G002-YC-ND,A22NW-2BM-TYA-G002-YC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"21.10000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G100-YC-ND,A22NW-2BM-TYA-G100-YC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"21.10000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
https://www.littelfuse.com/~/media/commercial-vehicle/2d-prints/switches/ignition/littelfuse-switches-ignition-9506x-2d-prints.pdf,-,F9252-ND,95061-07,Littelfuse Inc.,SWITCH ROT IGN PLAST,0,0,"21.78533","0","60","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/commercial-vehicle/2d-prints/switches/ignition/littelfuse-switches-ignition-9506x-2d-prints.pdf,-,F9254-ND,95062-10,Littelfuse Inc.,SWITCH ROT 4POS SEALED KNOB,0,0,"21.81698","0","600","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/commercial-vehicle/2d-prints/switches/ignition/littelfuse-switches-ignition-9506x-2d-prints.pdf,-,F9249-ND,95061,Littelfuse Inc.,SWITCH ROT IGN PLAST,0,0,"21.86900","0","60","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,F9253-ND,95061-36,Littelfuse Inc.,SWITCH ROTARY FW-REV 3POS,0,0,"21.90000","0","80","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TAA-G002-AC-ND,A22NW-2RL-TAA-G002-AC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TGA-G002-GC-ND,A22NW-2RL-TGA-G002-GC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TRA-G002-RC-ND,A22NW-2RL-TRA-G002-RC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TYA-G002-YC-ND,A22NW-2RL-TYA-G002-YC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TAA-G002-AC-ND,A22NW-2RM-TAA-G002-AC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TGA-G002-GC-ND,A22NW-2RM-TGA-G002-GC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TRA-G002-RC-ND,A22NW-2RM-TRA-G002-RC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TYA-G002-YC-ND,A22NW-2RM-TYA-G002-YC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TAA-G002-AC-ND,A22NW-2BL-TAA-G002-AC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TAA-G100-AC-ND,A22NW-2BL-TAA-G100-AC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
