Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Coil Voltage","Contact Form","Contact Rating (Current)","Switching Voltage","Features","Termination Style","Must Operate Voltage","Must Release Voltage","Operate Time","Release Time","Operating Temperature","Contact Material"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/106786_Ds.pdf,-,277-17292-ND,2700524,Phoenix Contact,RELAY SAFETY 3PST 6A 24V,1,29,"310.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","3PST-NO (3 Form A)","6A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","150ms","20ms","-40°C ~ 55°C","Silver Tin Oxide (AgSnO)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR4_D/M&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SR4%20SERIES.JPG,PB1304-ND,SR4M4018,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY 4PST 8A 18V,0,0,"22.86000","0","1","Tube","SR4, SCHRACK","Active","Through Hole","18VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","8A","400VAC - Max","-","PC Pin","13.5 VDC","1.8 VDC","-","-","-25°C ~ 70°C","Silver Tin Oxide (AgSnO)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2961574,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2961574.jpg,277-14959-ND,2961574,Phoenix Contact,RELAY GEN PURPOSE,2,7,"34.00000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/g7s-_-e_ds_e_7_2_csm1272.pdf,//media.digikey.com/Photos/Omron%20Auto/G7S-3A3B-E-DC24.jpg,Z5598-ND,G7S-3A3B-E DC24,Omron Automation and Safety,RELAY SAFETY 6PST 10A 24V,2,40,"61.70000","0","1","Tube","G7S-E","Active","Socketable","24VDC","6PST-3NO/3NC (3 Form A, 3 Form B)","10A","250VAC, 30VDC - Max","-","Plug In","19.2 VDC","2.4 VDC","50ms","50ms","-25°C ~ 70°C","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2981376,//media.digikey.com/Photos/Phoenix%20Photos/2981376.JPG,277-3032-ND,2981376,Phoenix Contact,UNIVERSAL SAFETY RELAY 2PDT 120V,1,177,"75.00000","0","1","Bulk","PSR","Active","DIN Rail","120VAC/DC","DPDT (2 Form C)","5A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","10ms","10ms","-20°C ~ 50°C","Silver Nickel (AgNi)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2981457,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2981457.jpg,277-14981-ND,2981457,Phoenix Contact,RELAY SAFETY 6PST 6A 24V,0,0,"111.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","6PST-4NO/2NC (4 Form A, 2 Form B)","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","10ms","10ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR6Z&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-1415033-1.jpg,PB1638-ND,SR6ZB024,TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE 6PST 8A 24V,1,0,"116.74000","0","1","Bulk","SR6Z, SCHRACK","Active","DIN Rail","24VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","8A","250VAC - Max","-","Spring Terminal","21.6 VDC","2.4 VDC","-","-","-25°C ~ 50°C","Silver Tin Oxide (AgSnO)"
"//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/PSR-SxF,URM,4X1,2X2.pdf",//media.digikey.com/Photos/Phoenix%20Photos/2981444.jpg,277-2991-ND,2981444,Phoenix Contact,RELAY SAFETY 6PST 6A 24V,1,281,"117.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","6PST-4NO/2NC (4 Form A, 2 Form B)","6A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","10ms","10ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2904950_51.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2904951.jpg,277-11733-ND,2904951,Phoenix Contact,RELAY SAFETY SPST 6A 24V,0,0,"125.00000","0","1","Bulk","PSR","Active","DIN Rail","24VDC","SPST-NO (1 Form A)","6A","250VAC, 250VDC - Max","Lighted Indicator","Screw Terminal","-","-","250ms","20ms","-40°C ~ 60°C","Silver Tin Oxide (AgSnO)"
-,//media.digikey.com/Photos/Phoenix%20Photos/2963954.JPG,277-9490-ND,2963954,Phoenix Contact,RELAY SAFETY SPST X 4 6A 24V,1,23,"158.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","SPST-NO (1 Form A) x 4","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","65ms","45ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
-,//media.digikey.com/Photos/Phoenix%20Photos/2963941.JPG,277-3116-ND,2963941,Phoenix Contact,RELAY SAFETY 3PST 6A 24V,1,99,"164.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","3PST-NO (3 Form A)","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","100ms","45ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
-,//media.digikey.com/Photos/Phoenix%20Photos/2981402.JPG,277-3051-ND,2981402,Phoenix Contact,RELAY SAFETY 7PST 6A 120V,1,0,"180.00000","0","1","Bulk","PSR","Active","DIN Rail","120VAC/DC","7PST-5NO/2NC (5 Form A, 2 Form B)","6A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","20ms","20ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO)"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/2900509.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2900509.JPG,277-3140-ND,2900509,Phoenix Contact,RELAY SAFETY 3PST 6A 24V,1,86,"218.00000","0","1","Bulk","-","Active","DIN Rail","24VAC/DC","3PST-NO (3 Form A)","6A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","20ms","10ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2981486,//media.digikey.com/Photos/Phoenix%20Photos/2981486.JPG,277-3040-ND,2981486,Phoenix Contact,RELAY SAFETY DPST 6A 24V,1,0,"234.00000","0","1","Bulk","-","Active","DIN Rail","24VDC","DPST-NO (2 Form A)","6A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","20ms","10ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO)"
-,//media.digikey.com/Photos/Phoenix%20Photos/2981017.JPG,277-3103-ND,2981017,Phoenix Contact,RELAY SAFETY DPST 6A 24V,1,0,"273.00000","0","1","Bulk","PSR","Active","DIN Rail","24VDC","DPST-NO (2 Form A)","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","60ms","20ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
-,//media.digikey.com/photos/Omron%20Auto/G9SA-301-P-DC24.jpg,Z6341-ND,G9SA-301-P DC24,Omron Automation and Safety,RELAY SAFETY 3P 24V,1,10,"291.06000","0","1","-","G9SA","Active","DIN Rail","24VDC","3PST-NO (3 Form A)","5A","250VAC, 30VDC - Max","-","Screw Terminal","-","-","30ms","10ms","-25°C ~ 55°C","-"
http://www.ia.omron.com/data_pdf/cat/g9sa_ds_e_11_6_csm1281.pdf,//media.digikey.com/photos/Omron%20Auto/G9SA-301%20AC100-240.JPG,Z4043-ND,G9SA-301 AC100-240,Omron Automation and Safety,RELAY SAFETY 3P 120V-240V,1,11,"308.88000","0","1","Bulk","G9SA","Active","DIN Rail","100 ~ 240VAC","3PST-NO (3 Form A)","5A","250VAC, 30VDC - Max","-","Screw Terminal","-","-","30ms","10ms","-25°C ~ 55°C","-"
http://www.ia.omron.com/data_pdf/cat/g9sa_ds_e_11_6_csm1281.pdf,//media.digikey.com/Photos/Omron%20Auto/G9SA-TH301-AC%5EDC24.jpg,Z4052-ND,G9SA-TH301 AC/DC24,Omron Automation and Safety,RELAY SAFETY 3P 24V,1,29,"314.82000","0","1","Bulk","G9SA","Active","DIN Rail","24VAC/DC","3PST-NO (3 Form A)","5A","250VAC, 30VDC - Max","-","Screw Terminal","-","-","30ms","10ms","-25°C ~ 55°C","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2963983,//media.digikey.com/Photos/Phoenix%20Photos/2963983.jpg,277-9491-ND,2963983,Phoenix Contact,RELAY SAFETY 3PST 6A 24V,1,0,"317.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","3PST-2NO/1NC (2 Form A, 1 Form B)","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","50ms","20ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
http://select.phoenixcontact.com/phoenix/dwld/db_en_psr_scp_24_uc_thc4_2x1_1x2_5106734_02_gb.pdf?cp=y&asid2=2694736621167,//media.digikey.com/Photos/Phoenix%20Photos/2963721.JPG,277-3036-ND,2963721,Phoenix Contact,RELAY SAFETY DPST 6A 24V,1,16,"344.00000","0","1","Bulk","-","Active","DIN Rail","24VAC/DC","DPST-NO (2 Form A)","6A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","50ms","20ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
http://www.ia.omron.com/data_pdf/cat/g9sa_ds_e_11_6_csm1281.pdf,//media.digikey.com/Photos/Omron%20Auto/G9SA-TH301-AC100-240.jpg,Z4053-ND,G9SA-TH301 AC100-240,Omron Automation and Safety,RELAY SAFETY 3P 120V-240V,0,15,"350.46000","0","1","Bulk","G9SA","Active","DIN Rail","100 ~ 240VAC","3PST-NO (3 Form A)","5A","250VAC, 30VDC - Max","Diode, Lighted Indicator, Mechanical Indicator, Test Button","Screw Terminal","-","-","30ms","10ms","-25°C ~ 55°C","-"
-,//media.digikey.com/photos/Phoenix%20Photos/2981525.JPG,277-9507-ND,2981525,Phoenix Contact,RELAY SAFETY 5PST 6A 24V,1,0,"379.00000","0","1","Bulk","PSR","Active","DIN Rail","24VDC","5PST-4NO/1NC (4 Form A, 1 Form B)","6A","250VAC, 250VDC - Max","Lighted Indicator","Spring Terminal","-","-","20ms","500ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO)"
http://www.ia.omron.com/data_pdf/cat/g9sa_ds_e_11_6_csm1281.pdf,//media.digikey.com/photos/Omron%20Auto/G9SA-321-T075%20AC%5EDC24.JPG,Z4044-ND,G9SA-321-T075 AC/DC24,Omron Automation and Safety,RELAY SAFETY 3P 24V,1,34,"399.17000","0","1","Bulk","G9SA","Active","DIN Rail","24VAC/DC","3PST-NO (3 Form A)","5A","250VAC, 30VDC - Max","-","Screw Terminal","-","-","30ms","10ms","-25°C ~ 55°C","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902725,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902725.jpg,277-14816-ND,2902725,Phoenix Contact,PSR-SCP- 24DC/MXF1/4X1/2X2/B,1,0,"435.00000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,255-5350-ND,SFS2-L-DC24V-D,Panasonic Electric Works,RELAY SAFETY 4PST 6A 24V,2,0,"21.28000","0","1","Bulk","SFS","Active","Through Hole","24VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","Diode, Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR4_D/M&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SR4%20SERIES.JPG,PB1306-ND,SR4M4048,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY 4PST 8A 48V,0,0,"23.16000","0","1","Tube","SR4, SCHRACK","Active","Through Hole","48VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","8A","400VAC - Max","-","PC Pin","36 VDC","4.8 VDC","-","-","-25°C ~ 70°C","Silver Tin Oxide (AgSnO)"
-,//media.digikey.com/Photos/Phoenix%20Photos/2981952.JPG,277-9510-ND,2981952,Phoenix Contact,UNIVERSAL SAFETY RELAY,1,121,"125.00000","0","1","-","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2963938,//media.digikey.com/Photos/Phoenix%20Photos/2963938.jpg,277-3134-ND,2963938,Phoenix Contact,RELAY SAFETY DPST 6A 24V,1,0,"273.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","DPST-NO (2 Form A)","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","100ms","45ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2904664_65.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2904664.jpg,277-11742-ND,2904664,Phoenix Contact,RELAY SAFETY SPST 5A 24V,1,38,"290.00000","0","1","Bulk","PSR","Active","DIN Rail","24VDC","SPST-NO (1 Form A)","5A","250VAC, 125VDC - Max","Lighted Indicator","Screw Terminal","-","-","30ms","30ms","-20°C ~ 55°C","Silver Nickel (AgNi)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2904664_65.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2904665.jpg,277-11744-ND,2904665,Phoenix Contact,RELAY SAFETY SPST 5A 24V,1,0,"290.00000","0","1","Bulk","PSR","Active","DIN Rail","24VDC","SPST-NO (1 Form A)","5A","250VAC, 125VDC - Max","Lighted Indicator","Spring Terminal","-","-","30ms","30ms","-20°C ~ 55°C","Silver Nickel (AgNi)"
-,//media.digikey.com/Photos/Phoenix%20Photos/2981800.JPG,277-2978-ND,2981800,Phoenix Contact,RELAY SAFETY DPST 6A 24V,1,61,"346.00000","0","1","Bulk","-","Active","DIN Rail","24VDC","DPST-NO (2 Form A)","6A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","150ms","20ms","-20°C ~ 45°C","Silver Tin Oxide (AgSnO)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,255-5722-ND,SFS2-DC48V,Panasonic Electric Works,RELAY SAFETY 4PST 6A 48V,25,0,"20.00000","0","1","Tube","SFS","Active","Through Hole","48VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","36 VDC","4.8 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
http://us.idec.com/Common/Download.aspx?d=414668,//media.digikey.com/photos/IDEC/MFG_RF1V-xAxBL(D1)-D2xx.jpg,1885-1739-ND,RF1V-4A2BL-D24,IDEC,RELAY GEN PURPOSE 6PST 6A 24V,5,0,"28.38000","0","1","Bulk","RF1V","Active","Through Hole","24VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://www3.panasonic.biz/ac/e_download/control/relay/safety/catalog/mech_eng_sfy.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/SFY3-DC12V_sml.jpg,255-6222-ND,SFY3-DC18V,Panasonic Electric Works,RELAY SAFETY 4PST 6A 18V,0,0,"36.26000","0","1","Bulk","SF-Y","Active","Through Hole","18VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","13.5 VDC","2.7 VDC","20ms","10ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
https://www3.panasonic.biz/ac/e_download/control/relay/safety/catalog/mech_eng_sfy.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/SFY2-DC12V.JPG,255-4131-ND,SFY2-DC5V,Panasonic Electric Works,RELAY SAFETY 4PST 6A 5V,0,0,"36.26000","0","1","Bulk","SF-Y","Active","Through Hole","5VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","3.75 VDC","0.75 VDC","20ms","10ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
http://us.idec.com/Common/Download.aspx?d=414668,//media.digikey.com/photos/IDEC/MFG_RF1V-xAxBL(D1)-D2xx.jpg,1885-1796-ND,RF1V-3A3BLD1-D24,IDEC,RELAY GEN PURPOSE 6PST 6A 24V,3,0,"38.66000","0","1","Bulk","RF1V","Active","Through Hole","24VDC","6PST-3NO/3NC (3 Form A, 3 Form B)","6A","250VAC, 30VDC - Max","Diode, Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
http://us.idec.com/Common/Download.aspx?d=414668,//media.digikey.com/photos/IDEC/MFG_RF1V-xAxBL(D1)-D2xx.jpg,1885-1797-ND,RF1V-4A2BLD1-D12,IDEC,RELAY GEN PURPOSE 6PST 6A 24V,3,0,"38.66000","0","1","Bulk","RF1V","Active","Through Hole","24VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","Diode, Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
http://us.idec.com/Common/Download.aspx?d=414668,//media.digikey.com/photos/IDEC/MFG_RF1V-xAxBL(D1)-D2xx.jpg,1885-1798-ND,RF1V-4A2BLD1-D24,IDEC,RELAY GEN PURPOSE 6PST 6A 24V,3,0,"38.66000","0","1","Bulk","RF1V","Active","Through Hole","24VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","Diode, Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
-,-,2066-7S.12.9.024.5110-ND,7S.12.9.024.5110,"Finder Relays, Inc.",RELAY GUIDED 1NO+1NC 6A 24VDC,5,0,"48.68000","0","1","Bulk","7S","Active","DIN Rail","24VDC","DPST-NO/NC (1 Form A, 1 Form B)","6A","250VAC - Nom","-","Spring Terminal","16.8 VDC","2.4 VDC","7ms","11ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
-,-,2066-7S.12.8.120.5110-ND,7S.12.8.120.5110,"Finder Relays, Inc.",RELAY GUIDED 1NO+1NC 6A 120VAC,5,0,"66.94000","0","1","Bulk","7S","Active","DIN Rail","120VAC","DPST-NO/NC (1 Form A, 1 Form B)","6A","250VAC - Nom","-","Spring Terminal","93 VAC","12 VAC","7ms","11ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
http://www.altechcorp.com/PDFS/InterfaceModulesOnly.pdf,//media.digikey.com/Photos/Altech-Corporation/8956.2C.JPG,1920-2021-ND,8956.2C,Altech Corporation,RM2G4 4 CHANNEL SAFETY RELAY MOD,1,0,"164.24000","0","1","Bulk","RM2","Active","DIN Rail","24VDC","DPDT (2 Form C)","8A","400VAC, 250VDC - Max","-","Screw Terminal","19.2 VDC","-","15ms","12ms","-40°C ~ 70°C","Silver Tin Oxide (AgSnO), Gold (Au)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2986588_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2986588.JPG,277-9521-ND,2986588,Phoenix Contact,RELAY SAFETY DPST 5A 24V,1,0,"170.00000","0","1","Bulk","PSR","Active","DIN Rail","24VDC","DPST-NO (2 Form A)","5A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","50ms","50ms","-20°C ~ 55°C","Silver Copper Nickel (AgCuNi)"
http://us.idec.com/Common/Download.aspx?d=358166,//media.digikey.com/Photos/IDEC/MFG_HR2S-301N.jpg,1885-1353-ND,HR2S-301N,IDEC,RELAY SAFETY 4PST 5A 24V,1,0,"229.60000","0","1","Bulk","HR2S-301","Active","DIN Rail","24VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","5A","250VAC, 30VDC - Max","-","Screw Terminal","-","-","20ms","-","-10°C ~ 55°C","-"
https://cdn.sick.com/media/pdf/5/45/945/dataSheet_RLY3-EMSS1_1085345_en.pdf,//media.digikey.com/Photos/Sick%20Photos/MFG_RLY3.jpg,1882-1697-ND,RLY3-EMSS1,"SICK, Inc.",RELAY SAFETY DPST 6A 24V,1,0,"270.00000","0","1","Bulk","ReLy","Active","DIN Rail","24VDC","DPST-NO (2 Form A)","6A","250VDC - Max","-","Spring Terminal","-","-","10ms","-","-","Silver (Ag), Gold (Au)"
-,//media.digikey.com/Photos/Omron%20Auto/G9SA-300-SC-DC24.jpg,Z9534-ND,G9SA-300-SC DC24,Omron Automation and Safety,RELAY SAFETY 3P 24V,1,0,"368.28000","0","1","-","G9SA","Active","DIN Rail","24VDC","3PST-NO (3 Form A)","5A","250VAC, 30VDC - Max","-","Screw Terminal","-","-","30ms","10ms","-25°C ~ 55°C","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/intrinsically-safe-relays/littelfuse_protectionrelays_iss105_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/ISS-105.JPG,F10549-ND,ISS-105,Littelfuse Inc.,RELAY SAFETY 4PST/SPDT 7A 120V,0,0,"423.43000","0","1","Bulk","ISS-105","Active","Chassis Mount","120VAC","4PST-NO (4 Form A), SPDT (1 Form C)","7A","240VAC - Max","-","Screw Terminal","-","-","-","-","-40°C ~ 55°C","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR2M&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/V23047-A1110-A501.JPG,PB1288-ND,V23047-A1006-A511,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY DPST 6A 6V,0,0,"6.82500","0","500","Box","SR2M, SCHRACK","Active","Through Hole","6VDC","DPST-NO/NC (1 Form A, 1 Form B)","6A","400VAC - Max","Sealed - Fully","PC Pin","4.5 VDC","0.6 VDC","-","-","-25°C ~ 70°C","Silver Nickel (AgNi)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR2M&DocType=DS&DocLang=English,-,V23047A1005A511-ND,V23047A1005A511,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY,0,0,"6.82500","0","500","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR2M&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/V23047-A1110-A501.JPG,PB1290-ND,V23047A1009A511,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY DPST 6A 9V,0,0,"7.08000","0","500","Box","SR2M, SCHRACK","Active","Through Hole","9VDC","DPST-NO/NC (1 Form A, 1 Form B)","6A","400VAC - Max","Sealed - Fully","PC Pin","6.8 VDC","0.9 VDC","-","-","-25°C ~ 70°C","Silver Nickel (AgNi)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR2M&DocType=DS&DocLang=English,-,V23047A1048A511-ND,V23047A1048A511,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY,0,0,"7.35000","0","500","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR2M&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/V23047-A1110-A501.JPG,PB1289-ND,V23047-A1009-A501,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY DPDT 6A 9V,0,0,"7.45500","0","500","Tube","SR2M, SCHRACK","Active","Through Hole","9VDC","DPDT (2 Form C)","6A","400VAC - Max","Sealed - Fully","PC Pin","6.8 VDC","0.9 VDC","-","-","-25°C ~ 70°C","Silver Nickel (AgNi)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR2M&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/V23047-A1110-A501.JPG,PB1287-ND,V23047-A1006-A501,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY DPDT 6A 6V,0,0,"7.45500","0","500","Box","SR2M, SCHRACK","Active","Through Hole","6VDC","DPDT (2 Form C)","6A","400VAC - Max","Sealed - Fully","PC Pin","4.5 VDC","0.6 VDC","-","-","-25°C ~ 70°C","Silver Nickel (AgNi)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR6&DocType=DS&DocLang=English,-,8-1415537-5-ND,8-1415537-5,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY 6PST 8A 85V,0,0,"15.72750","0","1000","Bulk","SR6, SCHRACK","Active","Through Hole","85VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","8A","400VAC - Max","-","PC Pin","63.8 VDC","8.5 VDC","-","-","-25°C ~ 70°C","Silver Tin Oxide (AgSnO)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR4_D/M&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SR4%20SERIES.JPG,PB1297-ND,SR4D4021,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY 4PST 8A 21V,0,0,"16.89000","0","250","Tube","SR4, SCHRACK","Active","Through Hole","21VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","8A","400VAC - Max","-","PC Pin","16 VDC","2.1 VDC","-","-","-25°C ~ 70°C","Silver Tin Oxide (AgSnO)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SR4_D/M&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SR4%20SERIES.JPG,PB1296-ND,SR4D4018,TE Connectivity Potter & Brumfield Relays,RELAY SAFETY 4PST 8A 18V,0,0,"16.89000","0","250","Tube","SR4, SCHRACK","Active","Through Hole","18VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","8A","400VAC - Max","-","PC Pin","13.5 VDC","1.8 VDC","-","-","-25°C ~ 70°C","Silver Tin Oxide (AgSnO)"
