Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Color","Style","Voltage - Input","Current - Input","Voltage - Output","Current - Output","Turn On Time","Turn Off Time","Features"
http://www.ia.omron.com/data_pdf/cat/g3ta_ds_e_4_3_csm174.pdf,//media.digikey.com/Photos/Omron%20Auto/G3TA-OA202SZ-DC24.jpg,Z6414-ND,G3TA-OA202SZ DC24,Omron Automation and Safety,AC OUTPUT MODULE 2A,3,59,"38.81000","0","1","G3TA","Active","AC Output Module","Black","QC","24VDC","-","75 ~ 264VAC","2A","1/2 Cycle + 1ms","1/2 Cycle + 1ms","Status LED(s)"
https://industrial.omron.us/en/media/G3R_I-O_Datasheet_J25I-E-01_tcm849-113244.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/SOLID%20STATE%20RELAY%20FIG5%20TO61-1483.jpg,Z1234-ND,G3R-IAZR1SN AC100-240,Omron Automation and Safety,AC INPUT MODULE 100-240V,4,0,"40.19000","0","1","G3R-I/O","Active","AC Input Module","Black","QC","100 ~ 240VAC","15mA","4 ~ 32VDC","100mA","20ms","20ms","Status LED(s)"
http://www.ia.omron.com/data_pdf/cat/g3ta_ds_e_4_3_csm174.pdf,//media.digikey.com/Photos/Omron%20Auto/G3TA-OA101SZ-1-DC24.jpg,Z6326-ND,G3TA-OA101SZ-1 DC24,Omron Automation and Safety,AC OUTPUT MODULE 1A,4,0,"47.12000","0","1","G3TA","Active","AC Output Module","Black","QC","24VDC","-","85 ~ 140VAC","1A","1/2 Cycle + 1ms","1/2 Cycle + 1ms","Status LED(s)"
http://www.crouzet-ssr.com/english/products/download/dr_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR-IDC24.jpg,CC1906-ND,DRIDC5A,Sensata-Crydom,DC INPUT MODULE 10-48V,5,0,"52.80000","0","1","DR","Active","DC Input Module","White","DIN Rail Mount","10 ~ 48VDC","34mA","5VDC","28mA","1ms","1ms","Status LED(s)"
http://www.crouzet-ssr.com/english/products/download/dr_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR-IAC24.jpg,646-1216-ND,DRIAC24A,Sensata-Crydom,AC INPUT MODULE 240V,0,0,"54.52000","0","1","DR","Active","AC Input Module","Yellow","DIN Rail Mount","240VAC","5mA","24VDC","28mA","20ms","30ms","Status LED(s)"
//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/6411%206412%206421.pdf,"//media.digikey.com/photos/Crydom%20Photos/6412,%206421.jpg",CC1243-ND,6421,Sensata-Crydom,AC OUTPUT MODULE 3.5A,4,0,"56.80000","0","1","6","Not For New Designs","AC Output Module","Black","Standard","5VDC","20mA","12 ~ 140VAC","3.5A","1/2 Cycle","1/2 Cycle","Hold Down Screw"
http://www.crydom.com/en/products/catalog/g_ms_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_84115503.jpg,646-1062-ND,84115503,Sensata-Crydom,DC INPUT MODULE 4-32V,0,0,"64.58000","0","1","17.5MM","Not For New Designs","DC Input Module","White","DIN Rail Mount","4 ~ 32VDC","35mA","4.5 ~ 30VDC","32mA","5ms","10ms","Status LED(s)"
http://www.crydom.com/en/products/catalog/g_ms_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_84130105.jpg,646-1202-ND,84130108,Sensata-Crydom,AC OUTPUT MODULE 5A,1,0,"69.65000","0","1","17.5MM","Active","AC Output Module","Black","DIN Rail Mount","4 ~ 32VDC","22mA","12 ~ 280VAC","5A","8.33ms","8.33ms","Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-BLACK-STANDARD.JPG,GH7852-ND,70-OAC5-L,Grayhill Inc.,AC OUTPUT MODULE 3.5A,7,9,"15.47000","0","1","70","Active","AC Output Module","Black","Standard","5VDC","16mA","24 ~ 140VAC","3.5A","8.33ms","8.33ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-BLACK-STANDARD.JPG,GH7851-ND,70-OAC24A,Grayhill Inc.,AC OUTPUT MODULE 3.5A,15,0,"17.31000","0","1","70","Active","AC Output Module","Black","Standard","24VDC","9mA","24 ~ 280VAC","3.5A","8.33ms","8.33ms","Hold Down Screw"
http://www.omron.com.vn/data_pdf/cat/g7t_ds_e_4_4_csm51.pdf,//media.digikey.com/Photos/Omron%20Auto/G7T-1122S-DC24V.jpg,Z7606-ND,G7T-1122S AC200/220,Omron Automation and Safety,AC INPUT MODULE 220V,9,520,"18.79000","0","1","G7T","Active","AC Input Module","-","-","220VAC","3.5mA","220VAC","1A","15ms","15ms","-"
https://industrial.omron.us/en/media/G3R_I-O_Datasheet_J25I-E-01_tcm849-113244.pdf,-,Z7539-ND,G3R-IDZR1SN-1 DC12-24,Omron Automation and Safety,DC INPUT MODULE 12-24V,3,0,"28.93000","0","1","G3R-I/O","Active","DC Input Module","Black","QC","12 ~ 24VDC","8mA","4 ~ 32VDC","100mA","15ms","15ms","Status LED(s)"
https://industrial.omron.us/en/media/G3R_I-O_Datasheet_J25I-E-01_tcm849-113244.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/SOLID%20STATE%20RELAY%20FIG5%20TO61-1483.jpg,Z1235-ND,G3R-OA202SLN DC5-24,Omron Automation and Safety,AC OUTPUT MODULE 2A,5,0,"51.28000","0","1","G3R-I/O","Active","AC Output Module","Black","QC","5 ~ 24VDC","15mA","75 ~ 264VAC","2A","1/2 Cycle + 1ms","1/2 Cycle + 1ms","Status LED(s)"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G3TC.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/G3TC-IDC5-DC~AC24,%20G3TC-IDC15-DC~AC24,%20G3TC-IDC24-DC~AC24.jpg",Z2023-ND,G3TC-IDC24 DC/AC 24,Omron Automation and Safety,DC INPUT MODULE 24V,3,0,"8.03000","0","1","G3TC","Obsolete","DC Input Module","White","Standard","24VDC","25mA","24VDC","12mA","5ms","5ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,-,70M-IAC15A-ND,70M-IAC15A,Grayhill Inc.,AC INPUT MODULE 240V,0,0,"13.38000","0","1","70","Active","AC Input Module","Yellow","Mini","240VAC","6mA","15VDC","10mA","20ms","20ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,-,70-IDC5K-ND,70-IDC5K,Grayhill Inc.,DC INPUT MODULE 2.5-16V,0,0,"13.66000","0","1","70","Active","DC Input Module","White","Standard","2.5 ~ 16VDC","30mA","5VDC","18mA","0.025ms","0.030ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-RED-STANDARD.JPG,70-ODC15B-ND,70-ODC15B,Grayhill Inc.,DC OUTPUT MODULE 3.5A,0,0,"13.86000","0","1","70","Active","DC Output Module","Red","Standard","15VDC","9mA","3 ~ 60VDC","3.5A","0.075ms","0.50ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,-,70M-IDC24-ND,70M-IDC24,Grayhill Inc.,DC INPUT MODULE 3-32V,0,5,"14.33000","0","1","70","Active","DC Input Module","White","Mini","3 ~ 32VDC","18mA","24VDC","10mA","0.20ms","0.40ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,-,70M-IDC15-ND,70M-IDC15,Grayhill Inc.,DC INPUT MODULE 3-32V,0,9,"14.33000","0","1","70","Active","DC Input Module","White","Mini","3 ~ 32VDC","18mA","15VDC","10mA","0.20ms","0.40ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,-,70M-ODC24B-ND,70M-ODC24B,Grayhill Inc.,DC OUTPUT MODULE 3A,0,8,"14.42000","0","1","70","Active","DC Output Module","Red","Mini","24VDC","9mA","3 ~ 60VDC","3A","0.075ms","0.50ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,-,70M-IAC24A-ND,70M-IAC24A,Grayhill Inc.,AC INPUT MODULE 240V,0,0,"14.47000","0","1","70","Active","AC Input Module","Yellow","Mini","240VAC","6mA","24VDC","10mA","20ms","20ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,-,70M-IAC15-ND,70M-IAC15,Grayhill Inc.,AC INPUT MODULE 120V,0,3,"14.50000","0","1","70","Active","AC Input Module","Yellow","Mini","120VAC","8mA","15VDC","10mA","20ms","20ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,-,70M-IAC24-ND,70M-IAC24,Grayhill Inc.,AC INPUT MODULE 120V,0,0,"14.50000","0","1","70","Active","AC Input Module","Yellow","Mini","120VAC","8mA","24VDC","10mA","20ms","20ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_DC_Input.pdf,-,70M-IDC5G-ND,70M-IDC5G,Grayhill Inc.,AC/DC INPUT MODULE 35-60V,0,0,"14.50000","0","1","70","Active","AC/DC Input Module","White","Mini","35 ~ 60VAC/DC","6mA","5VDC","10mA","10ms","10ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_DC_Input.pdf,-,70M-IDC5NP-ND,70M-IDC5NP,Grayhill Inc.,AC/DC INPUT MOD 15-32V/10-32V,0,279,"14.50000","0","1","70","Active","AC/DC Input Module","White","Mini","15 ~ 32VAC, 10 ~ 32VDC","18mA","5VDC","10mA","5ms","5ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,-,70G-IAC15A-ND,70G-IAC15A,Grayhill Inc.,AC INPUT MODULE 240V,0,0,"14.72000","0","1","70","Active","AC Input Module","Yellow","G5","240VAC","6mA","15VDC","10mA","20ms","20ms","Hold Down Screw, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_DC_Input.pdf,-,70G-IDC15NP-ND,70G-IDC15NP,Grayhill Inc.,AC/DC INPUT MOD 15-32V/10-32V,0,0,"14.77000","0","1","70","Active","AC/DC Input Module","White","G5","15 ~ 32VAC, 10 ~ 32VDC","18mA","15VDC","10mA","5ms","5ms","Hold Down Screw, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-BLACK-MINI.JPG,70M-OAC15-ND,70M-OAC15,Grayhill Inc.,AC OUTPUT MODULE 3A,0,3,"14.83000","0","1","70","Active","AC Output Module","Black","Mini","15VDC","9mA","24 ~ 140VAC","3A","8.33ms","8.33ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-BLACK-MINI.JPG,70M-OAC5-L-ND,70M-OAC5-L,Grayhill Inc.,AC OUTPUT MODULE 3A,0,4,"14.83000","0","1","70","Active","AC Output Module","Black","Mini","5VDC","16mA","24 ~ 140VAC","3A","8.33ms","8.33ms","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_OAC&DocType=DS&DocLang=English,-,PB700-ND,OAC-15,TE Connectivity Potter & Brumfield Relays,AC OUTPUT MODULE 3A,0,0,"14.92600","0","200","OAC","Active","AC Output Module","Black","Standard","15VDC","16mA","24 ~ 280VAC","3A","8.33ms","8.33ms","Hold Down Screw"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_OAC&DocType=DS&DocLang=English,-,PB1865-ND,OAC-24A,TE Connectivity Potter & Brumfield Relays,AC OUTPUT MODULE 3A,0,0,"14.92600","0","200","OAC","Active","AC Output Module","Black","Standard","24VDC","13mA","24 ~ 280VAC","3A","8.33ms","8.33ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-IDC15.jpg,70-IDC15-ND,70-IDC15,Grayhill Inc.,DC INPUT MODULE 3-32V,0,6,"14.95000","0","1","70","Active","DC Input Module","White","Standard","3 ~ 32VDC","18mA","15VDC","10mA","0.20ms","0.40ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,-,70-IDC24-ND,70-IDC24,Grayhill Inc.,DC INPUT MODULE 3-32V,0,5,"14.95000","0","1","70","Active","DC Input Module","White","Standard","3 ~ 32VDC","18mA","24VDC","10mA","0.20ms","0.40ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-RED-STANDARD.JPG,70-ODC24B-ND,70-ODC24B,Grayhill Inc.,DC OUTPUT MODULE 3.5A,0,6,"15.10000","0","1","70","Active","DC Output Module","Red","Standard","24VDC","9mA","3 ~ 60VDC","3.5A","0.075ms","0.50ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,-,70-IAC15A-ND,70-IAC15A,Grayhill Inc.,AC INPUT MODULE 240V,0,8,"15.11000","0","1","70","Active","AC Input Module","Yellow","Standard","240VAC","6mA","15VDC","10mA","20ms","20ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,-,70-IAC24A-ND,70-IAC24A,Grayhill Inc.,AC INPUT MODULE 240V,0,10,"15.11000","0","1","70","Active","AC Input Module","Yellow","Standard","240VAC","6mA","24VDC","10mA","20ms","20ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,-,70-IAC5A-ND,70-IAC5A,Grayhill Inc.,AC INPUT MODULE 240V,0,46,"15.11000","0","1","70","Active","AC Input Module","Yellow","Standard","240VAC","6mA","5VDC","10mA","20ms","20ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_DC_Input.pdf,-,70-IDC15NP-ND,70-IDC15NP,Grayhill Inc.,AC/DC INPUT MOD 15-32V/10-32V,0,2,"15.12000","0","1","70","Active","AC/DC Input Module","White","Standard","15 ~ 32VAC, 10 ~ 32VDC","18mA","15VDC","10mA","5ms","5ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_DC_Input.pdf,-,70-IDC24NP-ND,70-IDC24NP,Grayhill Inc.,AC/DC INPUT MOD 15-32AV/10-32V,0,6,"15.12000","0","1","70","Active","AC/DC Input Module","White","Standard","15 ~ 32VAC, 10 ~ 32VDC","18mA","24VDC","10mA","5ms","5ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_DC_Input.pdf,-,70-IDC5NP-ND,70-IDC5NP,Grayhill Inc.,AC/DC INPUT MOD 15-32V/10-32V,0,0,"15.12000","0","1","70","Active","AC/DC Input Module","White","Standard","15 ~ 32VAC, 10 ~ 32VDC","18mA","5VDC","10mA","5ms","5ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,-,70M-IDC5N-ND,70M-IDC5N,Grayhill Inc.,AC/DC INPUT MODULE 35-60V,0,0,"15.15000","0","1","70","Active","AC/DC Input Module","White","Mini","35 ~ 60VAC/DC","6mA","5VDC","10mA","10ms","10ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-BLACK-STANDARD.JPG,70-OAC15-ND,70-OAC15,Grayhill Inc.,AC OUTPUT MODULE 3.5A,0,0,"15.48000","0","1","70","Active","AC Output Module","Black","Standard","15VDC","9mA","24 ~ 140VAC","3.5A","8.33ms","8.33ms","Hold Down Screw"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_OAC&DocType=DS&DocLang=English,-,OAC-15A-ND,OAC-15A,TE Connectivity Potter & Brumfield Relays,AC OUTPUT MODULE 3A,0,0,"16.14400","0","200","OAC","Active","AC Output Module","Black","Standard","15VDC","16mA","24 ~ 280VAC","3A","8.33ms","8.33ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-RED-G5.JPG,70G-ODC15B-ND,70G-ODC15B,Grayhill Inc.,DC OUTPUT MODULE 3.5A,0,0,"16.26000","0","1","70","Active","DC Output Module","Red","G5","15VDC","9mA","3 ~ 60VDC","3.5A","0.075ms","0.50ms","Hold Down Screw, Fused, Status LED(s)"
-,-,IAC-5E-ND,IAC-5E,TE Connectivity Potter & Brumfield Relays,AC INPUT MODULE 24V,0,0,"16.45500","0","400","IAC","Active","AC Input Module","Yellow","Standard","24VAC","18mA","5VDC","18mA","20ms","30ms","Hold Down Screw"
-,-,IAC-24-ND,IAC-24,TE Connectivity Potter & Brumfield Relays,AC INPUT MODULE 120V,0,0,"16.45500","0","400","IAC","Active","AC Input Module","Yellow","Standard","120VAC","6mA","24VDC","18mA","20ms","30ms","Hold Down Screw"
-,-,IAC-15-ND,IAC-15,TE Connectivity Potter & Brumfield Relays,AC INPUT MODULE 120V,0,0,"16.45500","0","400","IAC","Active","AC Input Module","Yellow","Standard","120VAC","6mA","15VDC","18mA","20ms","30ms","Hold Down Screw"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_IDC&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/IDC-5.JPG,PB538-ND,IDC-5,TE Connectivity Potter & Brumfield Relays,DC INPUT MODULE 24V,0,0,"16.49600","0","200","IDC","Active","DC Input Module","White","Standard","24VDC","34mA","5VDC","18mA","1ms","1ms","Hold Down Screw"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_IACM&DocType=DS&DocLang=English,-,IACM-5E-ND,IACM-5E,TE Connectivity Potter & Brumfield Relays,AC INPUT MODULE 24V,0,0,"16.49600","0","200","IACM","Active","AC Input Module","Yellow","Mini","24VAC","18mA","5VDC","18mA","20ms","30ms","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_IDCM&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/IDCM-5.jpg,PB1864-ND,IDCM-5,TE Connectivity Potter & Brumfield Relays,DC INPUT MODULE 24V,0,0,"16.49600","0","200","IDCM","Active","DC Input Module","White","Mini","24VDC","34mA","5VDC","50mA","1ms","1ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-BLACK-MINI.JPG,70M-OAC24A-ND,70M-OAC24A,Grayhill Inc.,AC OUTPUT MODULE 3A,0,8,"16.63000","0","1","70","Active","AC Output Module","Black","Mini","24VDC","9mA","24 ~ 280VAC","3A","8.33ms","8.33ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,-,70G-IAC24A-ND,70G-IAC24A,Grayhill Inc.,AC INPUT MODULE 240V,0,6,"17.05000","0","1","70","Active","AC Input Module","Yellow","G5","240VAC","6mA","24VDC","10mA","20ms","20ms","Hold Down Screw, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-BLACK-STANDARD.JPG,70-OAC5A-L-ND,70-OAC5A-L,Grayhill Inc.,AC OUTPUT MODULE 3.5A,0,6,"17.30000","0","1","70","Active","AC Output Module","Black","Standard","5VDC","16mA","24 ~ 280VAC","3.5A","8.33ms","8.33ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-BLACK-STANDARD.JPG,70-OAC15A-ND,70-OAC15A,Grayhill Inc.,AC OUTPUT MODULE 3.5A,0,172,"17.36000","0","1","70","Active","AC Output Module","Black","Standard","15VDC","9mA","24 ~ 280VAC","3.5A","8.33ms","8.33ms","Hold Down Screw"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_IACM&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1393028-1.jpg,PB1941-ND,1-1393028-1,TE Connectivity Potter & Brumfield Relays,AC INPUT MODULE 240V,0,0,"17.55200","0","200","IACM","Active","AC Input Module","Yellow","Mini","240VAC","6mA","5VDC","18mA","20ms","30ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,-,70G-IDC5B-ND,70G-IDC5B,Grayhill Inc.,DC INPUT MODULE 3-32V,0,61,"17.68000","0","1","70","Active","DC Input Module","White","G5","3 ~ 32VDC","18mA","5VDC","18mA","0.05ms","0.075ms","Hold Down Screw, Status LED(s)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_ODC&DocType=DS&DocLang=English,-,PB1855-ND,ODC-24,TE Connectivity Potter & Brumfield Relays,DC OUTPUT MODULE 3A,0,0,"17.95200","0","200","ODC","Active","DC Output Module","Red","Standard","24VDC","13mA","3 ~ 60VDC","3A","0.10ms","0.75ms","Hold Down Screw"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_ODC&DocType=DS&DocLang=English,-,PB704-ND,ODC-15,TE Connectivity Potter & Brumfield Relays,DC OUTPUT MODULE 3A,0,0,"17.95200","0","200","ODC","Active","DC Output Module","Red","Standard","15VDC","16mA","3 ~ 60VDC","3A","0.10ms","0.75ms","Hold Down Screw"
-,-,ODC-5A-ND,ODC-5A,TE Connectivity Potter & Brumfield Relays,DC OUTPUT MODULE 1A,0,0,"17.95200","0","200","ODC","Active","DC Output Module","Red","Standard","5VDC","18mA","3 ~ 250VDC","1A","0.10ms","0.75ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,"//media.digikey.com/photos/Grayhill%20Photos/70G-OAC5,%2070G-OAC5A,%2070G-OAC15.jpg",70G-OAC24-L-ND,70G-OAC24-L,Grayhill Inc.,AC OUTPUT MODULE 3.5A,0,5,"18.98000","0","1","70","Active","AC Output Module","Black","G5","24VDC","8mA","24 ~ 140VAC","3.5A","8.33ms","8.33ms","Hold Down Screw, Fused, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,"//media.digikey.com/photos/Grayhill%20Photos/70G-OAC5,%2070G-OAC5A,%2070G-OAC15.jpg",70G-OAC5-L-ND,70G-OAC5-L,Grayhill Inc.,AC OUTPUT MODULE 3.5A,0,0,"18.98000","0","1","70","Active","AC Output Module","Black","G5","5VDC","20mA","24 ~ 140VAC","3.5A","8.33ms","8.33ms","Hold Down Screw, Fused, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,-,70G-IDC5G-ND,70G-IDC5G,Grayhill Inc.,AC/DC INPUT MODULE 35-60V,0,7,"19.27000","0","1","70","Active","AC/DC Input Module","White","G5","35 ~ 60VAC/DC","6mA","5VDC","10mA","10ms","10ms","Hold Down Screw, Status LED(s)"
-,-,ODC-15A-ND,ODC-15A,TE Connectivity Potter & Brumfield Relays,DC OUTPUT MODULE 1A,0,0,"19.47000","0","400","ODC","Active","DC Output Module","Red","Standard","15VDC","16mA","3 ~ 250VDC","1A","0.10ms","0.75ms","Hold Down Screw"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_OACM&DocType=DS&DocLang=English,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/OACM-5,%20OACM-5H.jpg",OACM-UH-ND,OACM-UH,TE Connectivity Potter & Brumfield Relays,AC OUTPUT MODULE 5A,0,0,"21.05600","0","200","OACM","Active","AC Output Module","Black","Mini","15VDC","44mA","24 ~ 280VAC","5A","8.33ms","8.33ms","-"
-,-,IAC-24E-ND,IAC-24E,TE Connectivity Potter & Brumfield Relays,AC INPUT MODULE 24V,0,0,"22.06400","0","100","IAC","Active","AC Input Module","Yellow","Standard","24VAC","18mA","24VDC","18mA","20ms","30ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/Dry_Contact.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-DRY-MINI.JPG,70M-ODC24R-ND,70M-ODC24R,Grayhill Inc.,DC OUTPUT MODULE 500MA,0,0,"24.19000","0","1","70","Active","DC Output Module","Red","Mini","24VDC","16mA","0 ~ 120VAC, 0 ~ 100VDC","500mA","1ms","1ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70G-ODC24x.JPG,70G-ODC24A-ND,70G-ODC24A,Grayhill Inc.,DC OUTPUT MODULE 3.5A,0,438,"25.15000","0","1","70","Active","DC Output Module","Red","G5","24VDC","9mA","3 ~ 60VDC","3.5A","0.075ms","0.75ms","Hold Down Screw, Fused, Status LED(s)"
http://www.grayhill.com/assets/1/7/Dry_Contact.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-DRY-STANDARD.JPG,70-ODC24R-ND,70-ODC24R,Grayhill Inc.,DC OUTPUT MODULE 500MA,0,7,"26.06000","0","1","70","Active","DC Output Module","Red","Standard","24VDC","16mA","0 ~ 120VAC, 0 ~ 100VDC","500mA","1ms","1ms","Hold Down Screw"
-,-,84110210-ND,84110210,Sensata-Crydom,DC INPUT MODULE 24V,0,0,"28.84000","0","25","IDC","Not For New Designs","DC Input Module","White","Standard","24VDC","34mA","5VDC","16mA","1ms","1ms","Hold Down Screw"
-,-,84110410-ND,84110410,Sensata-Crydom,AC OUTPUT MODULE 3.5A,0,0,"28.84000","0","25","OAC","Not For New Designs","AC Output Module","Black","Standard","5VDC","20mA","12 ~ 140VAC","3.5A","8.33ms","8.33ms","Hold Down Screw"
https://industrial.omron.us/en/media/G3R_I-O_Datasheet_J25I-E-01_tcm849-113244.pdf,-,G3R-IDZR1SN-1DC5-ND,G3R-IDZR1SN-1 DC5,Omron Automation and Safety,DC INPUT MODULE 5V,0,0,"28.93000","0","1","G3R-I/O","Active","DC Input Module","Black","QC","5VDC","8mA","4 ~ 32VDC","100mA","15ms","15ms","Status LED(s)"
http://www.crydom.com/en/products/catalog/m_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_MOAC5AH.jpg,646-MOAC5AH-ND,MOAC5AH,Sensata-Crydom,AC OUTPUT MODULE 5A,0,0,"28.94400","0","25","M","Active","AC Output Module","Black","Mini","5VDC","20mA","24 ~ 280VAC","5A","8.33ms","8.33ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70L-IAC.JPG,GH3059-ND,70L-IACA,Grayhill Inc.,AC INPUT MODULE 240V,0,11,"29.90000","0","1","70","Active","AC Input Module","Gray","OpenLine®","240VAC","6mA","5VDC","6mA","20ms","20ms","2 Channel, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_DC_Input.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70L-IDCNP.JPG,GH3061-ND,70L-IDCNP,Grayhill Inc.,AC/DC INPUT MOD 15-32V/10-32V,0,33,"30.10000","0","1","70","Active","AC/DC Input Module","Gray","OpenLine®","15 ~ 32VAC, 10 ~ 32VDC","17mA","5VDC","6mA","5ms","5ms","2 Channel, Status LED(s)"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3tb.pdf,-,G3TB-IDZR02P-USDC5-24-ND,G3TB-IDZR02P-US DC5-24,Omron Automation and Safety,DC INPUT MODULE 5-24V,0,0,"31.22000","0","1","G3TB","Active","DC Input Module","White","Mini","5 ~ 24VDC","5mA","4 ~ 32VDC","25mA","1ms","1ms","Status LED(s)"
