Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Mounting Type","Relay Type","Function","Circuit","Delay Time","Contact Rating @ Voltage","Voltage - Supply","Termination Style","Timing Adjustment Method","Timing Initiate Method"
http://us.idec.com/Common/Download.aspx?d=14515,//media.digikey.com/Photos/IDEC/MFG_GT5Y-2SN1A100.jpg,1885-1281-ND,GT5Y-2SN1A200,IDEC,RELAY TIME DELAY 10MIN 5A 220V,18,0,"39.48000","0","1","GT5Y","Active","Socketable","Mechanical Relay","On-Delay","DPDT (2 Form C)","0.1 Sec ~ 10 Min","5A @ 220VAC/30VDC","200 ~ 240VAC","Plug In","Screwdriver Slot","Input Voltage"
http://us.idec.com/Common/Download.aspx?d=14515,//media.digikey.com/Photos/IDEC/MFG_GT5Y-2SN1A100.jpg,1885-1282-ND,GT5Y-2SN3A100,IDEC,RELAY TIME DELAY 30MIN 5A 220V,18,0,"39.48000","0","1","GT5Y","Active","Socketable","Mechanical Relay","On-Delay","DPDT (2 Form C)","0.1 Sec ~ 30 Min","5A @ 220VAC/30VDC","100 ~ 120VAC","Plug In","Screwdriver Slot","Input Voltage"
http://us.idec.com/Common/Download.aspx?d=14515,//media.digikey.com/Photos/IDEC/MFG_GT5Y-2SN1A100.jpg,1885-1272-ND,GT5Y-2SN1A24,IDEC,RELAY TIME DELAY 10MIN 5A 220V,9,0,"39.48000","0","1","GT5Y","Active","Socketable","Mechanical Relay","On-Delay","DPDT (2 Form C)","0.1 Sec ~ 10 Min","5A @ 220VAC/30VDC","24VAC","Plug In","Screwdriver Slot","Input Voltage"
http://us.idec.com/Common/Download.aspx?d=14515,//media.digikey.com/Photos/IDEC/MFG_GT5Y-2SN1A100.jpg,1885-1284-ND,GT5Y-4SN1A100,IDEC,RELAY TIME DELAY 10MIN 3A 220V,9,0,"39.48000","0","1","GT5Y","Active","Socketable","Mechanical Relay","On-Delay","4PDT (4 Form C)","0.1 Sec ~ 10 Min","3A @ 220VAC/30VDC","100 ~ 120VAC","Plug In","Screwdriver Slot","Input Voltage"
http://us.idec.com/Common/Download.aspx?d=14515,//media.digikey.com/Photos/IDEC/MFG_GT5Y-2SN1A100.jpg,1885-1590-ND,GT5Y-4SN6A200,IDEC,RELAY TIME DELAY 60MIN 3A 220V,6,0,"39.48000","0","1","GT5Y","Active","Socketable","Mechanical Relay","On-Delay","4PDT (4 Form C)","0.1 Sec ~ 60 Min","3A @ 220VAC/30VDC","200 ~ 240VAC","Plug In","Screwdriver Slot","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_ksd1_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KSD1420.JPG,F10566-ND,KSD1420,Littelfuse Inc.,RELAY TIME DELAY 10SEC CHASSIS,8,0,"39.96000","0","1","KSD1","Active","Chassis Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","0.1 Sec ~ 10 Sec","-","120VAC","Quick Connect - 0.250"" (6.3mm)","External Resistor","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/flashers-tower-lighting-controls/littelfuse_flashersandtowerlightingcontrols_fs300_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/FS324.JPG,F10529-ND,FS324,Littelfuse Inc.,RELAY TIME DELAY 75FPM CHASSIS,9,0,"45.45000","0","1","FS300","Active","Chassis Mount","Solid State Relay","Repeat Cycle","SPST-NO (1 Form A)","Fixed, 75 FPM","-","24VDC","Quick Connect - 0.250"" (6.3mm)","Fixed","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_ksd1_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KSD1230.JPG,F10564-ND,KSD1230,Littelfuse Inc.,RELAY TIME DELAY 10SEC CHASSIS,16,0,"45.64000","0","1","KSD1","Active","Chassis Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","0.1 Sec ~ 10 Sec","-","24VAC","Quick Connect - 0.250"" (6.3mm)","Screwdriver Slot","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_ksd3_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KSD3432A.JPG,F10568-ND,KSD3432A,Littelfuse Inc.,RELAY TIME DELAY 1000SEC CHASSIS,10,0,"45.64000","0","1","KSD3","Active","Chassis Mount","Solid State Relay","Repeat Cycle","SPST-NO (1 Form A)","10 Sec ~ 1000 Sec","-","120VAC","Quick Connect - 0.250"" (6.3mm)","Screwdriver Slot","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_ksd1_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KSD11120S.JPG,F10563-ND,KSD11120S,Littelfuse Inc.,RELAY TIME DELAY 20SEC CHASSIS,9,0,"45.64000","0","1","KSD1","Active","Chassis Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","Fixed, 20 Sec","-","12VDC","Quick Connect - 0.250"" (6.3mm)","Fixed","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_msm_datasheet.pdf,//media.digikey.com/photos/Littelfuse%20Photos/MSM20.15W9.jpg,F10599-ND,MSM11W6,Littelfuse Inc.,RELAY TIME DELAY 1SEC CHASSIS MT,8,0,"45.68000","0","1","MSM","Active","Chassis Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","Fixed, 1 Sec","-","12VDC","Wire Leads","Fixed","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_msm_datasheet.pdf,//media.digikey.com/photos/Littelfuse%20Photos/MSM20.15W9.jpg,F10598-ND,MSM10.7W6,Littelfuse Inc.,RELAY TIME DELAY 0.70SEC CHASSIS,6,0,"45.68000","0","1","MSM","Active","Chassis Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","Fixed, 0.70 Sec","-","12VDC","Wire Leads","Fixed","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_t2d_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/T2D120A15M.JPG,F10651-ND,T2D120A15M,Littelfuse Inc.,RELAY TIME DELAY 100MIN CHASSIS,15,0,"46.20000","0","1","T2D","Active","Chassis Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","1 Sec ~ 100 Min","-","120 ~ 230VAC","Quick Connect - 0.250"" (6.3mm)","Screwdriver Slot","Input Voltage, Trigger Signal"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_tdu_tduh_tdul_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/TDU3001A.jpg,F10678-ND,TDU3001A,Littelfuse Inc.,RELAY TIME DELAY 1023SEC CHASSIS,9,0,"46.44000","0","1","TDU","Active","Chassis Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","1 Sec ~ 1023 Sec","-","100 ~ 240VAC/DC","Quick Connect - 0.250"" (6.3mm)","DIP Switches","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_ksds_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KSDS420.JPG,F10574-ND,KSDS420,Littelfuse Inc.,RELAY TIME DELAY 10SEC CHASSIS,32,0,"46.76000","0","1","KSDS","Active","Chassis Mount","Solid State Relay","One Shot","SPST-NO (1 Form A)","0.1 Sec ~ 10 Sec","-","120VAC","Quick Connect - 0.250"" (6.3mm)","External Resistor","Input Voltage, Trigger Signal"
http://us.idec.com/Common/Download.aspx?d=32030,//media.digikey.com/Photos/IDEC/MFG_RTE-P2AD24.jpg,1885-1019-ND,RTE-P1D12,IDEC,RELAY TIME DELAY 600HRS 10A 240V,55,0,"48.18000","0","1","RTE","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 600 Hrs","10A @ 240VAC/30VDC","12VDC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
-,-,2066-80.11.0.240.0000-ND,80.11.0.240.0000,"Finder Relays, Inc.",TIMER RLY SPDT 10A 24V-240VAC/DC,20,0,"48.26000","0","1","80","Active","DIN Rail","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.1 Sec ~ 24 Hrs","16A @ 250VAC","24 ~ 240VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
-,-,2066-80.41.0.240.0000-ND,80.41.0.240.0000,"Finder Relays, Inc.",TIMER RLY SPDT 10A 24V-240VAC/DC,18,0,"48.26000","0","1","80","Active","DIN Rail","Mechanical Relay","Off-Delay","SPDT (1 Form C)","0.1 Sec ~ 24 Hrs","16A @ 250VAC","24 ~ 240VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage, Trigger Signal"
http://media.crouzet.com/catalog/_datasheet/pdf/en/CO_TM_SL_PLUG-IN_8pin_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/MFG_OA2R10MV1.jpg,966-1916-ND,OA2R10MV1,Crouzet,RELAY TIME DELAY 240HRS 10A 250V,8,0,"48.51000","0","1","OA2R10","Active","Socketable","Mechanical Relay","On-Delay","DPDT (2 Form C)","0.5 Sec ~ 240 Hrs","10A @ 250VAC","12 ~ 240VAC/DC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_tl_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/TL120A5T.jpg,F10689-ND,TL120A5T,Littelfuse Inc.,RELAY TIME DELAY 1SEC CHASSIS MT,6,0,"49.50000","0","1","TL","Active","Chassis Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","Fixed, 1 Sec","-","120VAC","Quick Connect - 0.250"" (6.3mm)","Fixed","Input Voltage, Trigger Signal"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_ksdb_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KSDB2115S.jpg,F10570-ND,KSDB2115S,Littelfuse Inc.,RELAY TIME DELAY 15SEC CHASSIS,18,0,"49.78000","0","1","KSDB","Active","Chassis Mount","Solid State Relay","Off-Delay","SPST-NO (1 Form A)","Fixed, 15 Sec","-","24VAC","Quick Connect - 0.250"" (6.3mm)","Fixed","Input Voltage, Trigger Signal"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_ksdb_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KSDB113MP.JPG,F10569-ND,KSDB113MP,Littelfuse Inc.,RELAY TIME DELAY 3MIN CHASSIS MT,6,0,"49.78000","0","1","KSDB","Active","Chassis Mount","Solid State Relay","Off-Delay","SPST-NO (1 Form A)","Fixed, 3 Min","-","12VDC","Quick Connect - 0.250"" (6.3mm)","Fixed","Input Voltage, Trigger Signal"
https://www3.panasonic.biz/ac/e_download/fasys/component/timer/catalog/tmr_eng_pm4h.pdf,-,1110-4132-ND,PM4HA-H-AC240VS,Panasonic Industrial Automation Sales,RELAY TIME DELAY 1S-500HR DIN48,15,0,"50.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://www.altechcorp.com/Timers/AltechUniversalDigitalMulti-Timer(NEW).pdf,//media.digikey.com/Photos/Altech-Corporation/AMT10-S1.jpg,1920-1409-ND,AMT10-S1,Altech Corporation,RELAY TIME DELAY 100HRS 8A 240V,21,11,"50.07000","0","1","AMT","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.1 Sec ~ 100 Hrs","8A @ 240VAC","12 ~ 265VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
-,-,2066-86.00.0.240.0000-ND,86.00.0.240.0000,"Finder Relays, Inc.",TIMER MODULE 12V-240V AC/DC,50,0,"50.86000","0","1","86","Active","Socketable","Timer Only, Relay Not Included","Programmable (Multi-Function)","-","0.05 Sec ~ 100 Hrs","-","12 ~ 240VAC/DC","Plug In","Screwdriver Slot","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_tsd7_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/TSD761120S.jpg,F10708-ND,TSD761120S,Littelfuse Inc.,RELAY TIME DELAY 120SEC CHASSIS,11,0,"51.43000","0","1","TSD","Active","Chassis Mount","Solid State Relay","Off-Delay","SPST-NO (1 Form A)","Fixed, 120 Sec","-","230VAC","Quick Connect - 0.250"" (6.3mm)","Fixed","Input Voltage"
http://us.idec.com/Common/Download.aspx?d=13887,//media.digikey.com/Photos/IDEC/MFG_GT3A.jpg,1885-1343-ND,GT3A-1AF20,IDEC,RELAY TIME DELAY 180HRS 3A 240V,7,0,"55.73000","0","1","GT3","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.1 Sec ~ 180 Hrs","3A @ 240VAC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
http://us.idec.com/Common/Download.aspx?d=32030,//media.digikey.com/Photos/IDEC/MFG_RTE-P2AD24.jpg,1885-1054-ND,RTE-B1AF20,IDEC,RELAY TIME DELAY 600HRS 10A 240V,30,0,"55.78000","0","1","RTE","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 600 Hrs","10A @ 240VAC/30VDC","100 ~ 240VAC","Plug In","Hand Dial","Input Voltage"
http://us.idec.com/Common/Download.aspx?d=32030,//media.digikey.com/Photos/IDEC/MFG_RTE-P2AD24.jpg,1885-1342-ND,RTE-B1AD24,IDEC,RELAY TIME DELAY 600HRS 10A 240V,9,0,"55.78000","0","1","RTE","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 600 Hrs","10A @ 240VAC/30VDC","24VAC/DC","Plug In","Hand Dial","Input Voltage"
http://us.idec.com/Common/Download.aspx?d=13887,//media.digikey.com/Photos/IDEC/MFG_GT3A.jpg,1885-1052-ND,GT3A-3AF20,IDEC,RELAY TIME DELAY 180HRS 5A 240V,32,0,"56.95000","0","1","GT3","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 180 Hrs","5A @ 240VAC/24VDC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
http://us.idec.com/Common/Download.aspx?d=13887,//media.digikey.com/Photos/IDEC/MFG_GT3A.jpg,1885-1443-ND,GT3A-4AD24,IDEC,RELAY TIME DELAY 180HRS 5A 240V,17,0,"56.95000","0","1","GT3","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 180 Hrs","5A @ 240VAC/24VDC","24VAC/DC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage, Trigger Signal"
http://us.idec.com/Common/Download.aspx?d=13887,//media.digikey.com/Photos/IDEC/MFG_GT3A.jpg,1885-1341-ND,GT3A-4AF20,IDEC,RELAY TIME DELAY 180HRS 5A 240V,10,0,"56.95000","0","1","GT3","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 180 Hrs","5A @ 240VAC/24VDC","100 ~ 240VAC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage, Trigger Signal"
http://us.idec.com/Common/Download.aspx?d=13887,//media.digikey.com/Photos/IDEC/MFG_GT3A.jpg,1885-1340-ND,GT3A-3AD24,IDEC,RELAY TIME DELAY 180HRS 5A 240V,6,0,"56.95000","0","1","GT3","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 180 Hrs","5A @ 240VAC/24VDC","24VAC/DC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://www.gavazzionline.com/pdf/HAA.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_HAA_M24.jpg,1864-2481-ND,HAA08DM24,Carlo Gavazzi Inc.,RELAY TIME DELAY 100HRS 8A 250V,9,0,"57.48000","0","1","HAA","Active","Socketable","Mechanical Relay","On-Delay","DPDT (2 Form C)","0.1 Sec ~ 100 Hrs","8A @ 250VAC","24 ~ 240VAC/DC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
http://www.crydom.com/en/products/catalog/s1_dr_timer.pdf,//media.digikey.com/photos/Crydom%20Photos/DRTC24D06.JPG,CC2612-ND,DRTA24A06,Sensata-Crydom,RELAY TIME DELAY SSR,20,0,"58.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://www.crydom.com/en/products/catalog/s1_dr_timer.pdf,//media.digikey.com/photos/Crydom%20Photos/DRTC24D06.JPG,CC2551-ND,DRTC24A06,Sensata-Crydom,RELAY TIME DELAY SSR,13,0,"58.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://www.crydom.com/en/products/catalog/s1_dr_timer.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DRT-Series.jpg,CC2553-ND,DRTC24B06R,Sensata-Crydom,RELAY TIME DELAY 6A 280V DIN RL,8,0,"58.25000","0","1","DRT","Active","DIN Rail","Solid State Relay","Off-Delay","SPST-NO (1 Form A)","-","6A @ 280VAC","90 ~ 140VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://www.crydom.com/en/products/catalog/s1_dr_timer.pdf,//media.digikey.com/photos/Crydom%20Photos/DRTC24D06.JPG,CC2549-ND,DRTA24B06R,Sensata-Crydom,RELAY TIME DELAY SSR,7,0,"58.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_krdi_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KRDI122.JPG,F10555-ND,KRDI122,Littelfuse Inc.,RELAY TIME DELAY 1000S 10A 125V,19,0,"58.84000","0","1","KRDI","Active","Chassis Mount","Mechanical Relay","Interval","SPDT (1 Form C)","10 Sec ~ 1000 Sec","10A @ 125VAC","12VDC","Quick Connect - 0.250"" (6.3mm)","Screwdriver Slot","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_krdm_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KRDM120.jpg,F10557-ND,KRDM120,Littelfuse Inc.,RELAY TIME DELAY 10SEC 10A 125V,13,0,"58.84000","0","1","KRDM","Active","Chassis Mount","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.1 Sec ~ 10 Sec","10A @ 125VAC","12VDC","Quick Connect - 0.250"" (6.3mm)","Screwdriver Slot","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_orm_datasheet.pdf,//media.digikey.com/photos/Littelfuse%20Photos/ORM120A25.JPG,F10608-ND,ORM120A25,Littelfuse Inc.,RELAY TIME DELAY 300SEC 10A 120V,29,0,"59.01000","0","1","ORM","Active","Chassis Mount","Mechanical Relay","On-Delay","DPDT (2 Form C)","3 Sec ~ 300 Sec","10A @ 120/240VAC","120VAC","Quick Connect - 0.250"" (6.3mm)","Screwdriver Slot","Input Voltage"
http://media.crouzet.com/catalog/_datasheet/pdf/en/CO_TM_SL_PLUG-IN_11pin_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/MFG_PA2R10MV1.jpg,966-1920-ND,PA2R10MV1,Crouzet,RELAY TIME DELAY 240HRS 10A 250V,6,0,"59.05000","0","1","PA2R10","Active","Socketable","Mechanical Relay","On-Delay","DPDT (2 Form C)","0.5 Sec ~ 240 Hrs","10A @ 250VAC","12 ~ 240VAC/DC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage"
http://www.crydom.com/en/products/catalog/s1_dr_timer.pdf,//media.digikey.com/photos/Crydom%20Photos/DRTC24D06.JPG,CC2613-ND,DRTA24D06,Sensata-Crydom,RELAY TIME DELAY SSR,13,0,"59.43000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://us.idec.com/Common/Download.aspx?d=32030,//media.digikey.com/Photos/IDEC/MFG_RTE-P2AD24.jpg,1885-1014-ND,RTE-P2AD24,IDEC,RELAY TIME DELAY 600HRS 10A 240V,78,0,"59.59000","0","1","RTE","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 600 Hrs","10A @ 240VAC/30VDC","24VAC/DC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage, Trigger Signal"
http://us.idec.com/Common/Download.aspx?d=32030,//media.digikey.com/Photos/IDEC/MFG_RTE-P2AD24.jpg,1885-1015-ND,RTE-P2AF20,IDEC,RELAY TIME DELAY 600HRS 10A 240V,75,0,"59.59000","0","1","RTE","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 600 Hrs","10A @ 240VAC/30VDC","100 ~ 240VAC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage, Trigger Signal"
http://us.idec.com/Common/Download.aspx?d=32030,//media.digikey.com/Photos/IDEC/MFG_RTE-P2AD24.jpg,1885-1175-ND,RTE-B2AD24,IDEC,RELAY TIME DELAY 600HRS 10A 240V,13,0,"59.59000","0","1","RTE","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 600 Hrs","10A @ 240VAC/30VDC","24VAC/DC","Plug In","Hand Dial","Input Voltage, Trigger Signal"
http://us.idec.com/Common/Download.aspx?d=32030,//media.digikey.com/Photos/IDEC/MFG_RTE-P2AD24.jpg,1885-1176-ND,RTE-B2AF20,IDEC,RELAY TIME DELAY 600HRS 10A 240V,12,0,"59.59000","0","1","RTE","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 600 Hrs","10A @ 240VAC/30VDC","100 ~ 240VAC","Plug In","Hand Dial","Input Voltage, Trigger Signal"
http://altechcorp.com/PDFS/SmartRelay-Timers.pdf,-,1920-1404-ND,AMT8-S1,Altech Corporation,RELAY TIME DELAY 999HRS 8A 240V,25,60,"60.06000","0","1","AMT","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.1 Sec ~ 999 Hrs","8A @ 240VAC","24 ~ 265VAC/DC","Screw Terminal","Up/Down Digit Keys","Input Voltage"
http://altechcorp.com/PDFS/SmartRelay-Timers.pdf,-,1920-1403-ND,AMT8-D2,Altech Corporation,RELAY TIME DELAY 999HRS 8A 240V,21,284,"60.06000","0","1","AMT","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","DPST-NO (2 Form A)","0.1 Sec ~ 999 Hrs","8A @ 240VAC","24 ~ 265VAC/DC","Screw Terminal","Up/Down Digit Keys","Input Voltage"
http://www.crydom.com/en/products/catalog/s1_dr_timer.pdf,//media.digikey.com/photos/Crydom%20Photos/DRTC24D06.JPG,CC2507-ND,DRTB06D06,Sensata-Crydom,RELAY TIME DELAY SSR,15,0,"61.30000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://us.idec.com/Common/Download.aspx?d=13887,//media.digikey.com/Photos/IDEC/MFG_GT3A.jpg,1885-1047-ND,GT3A-2AF20,IDEC,RELAY TIME DELAY 180HRS 3A 240V,43,0,"61.91000","0","1","GT3","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 180 Hrs","3A @ 240VAC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
http://us.idec.com/Common/Download.aspx?d=13887,//media.digikey.com/Photos/IDEC/MFG_GT3A.jpg,1885-1171-ND,GT3A-2AD24,IDEC,RELAY TIME DELAY 180HRS 3A 240V,17,0,"61.91000","0","1","GT3","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 180 Hrs","3A @ 240VAC","24VAC/DC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
-,-,2066-83.01.0.240.0000-ND,83.01.0.240.0000,"Finder Relays, Inc.",TIMER RLY SPDT 16A 24V-240VAC/DC,10,0,"62.17000","0","1","83","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.05 Sec ~ 240 Hrs","16A @ 250VAC","24 ~ 240VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://media.crouzet.com/catalog/_datasheet/pdf/en/CO_TM_SL_PLUG-IN_11pin_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/MFG_PU2R10MV1.jpg,966-1923-ND,PU2R10MV1,Crouzet,RELAY TIME DELAY 240HRS 10A 250V,7,0,"63.27000","0","1","PU2R10","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.5 Sec ~ 240 Hrs","10A @ 250VAC","12 ~ 240VAC/DC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage, Trigger Signal"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_ksps_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_KSPSP22B.jpg,F10577-ND,KSPSP22B,Littelfuse Inc.,RELAY TIME DELAY 100SEC CHASSIS,30,0,"64.05000","0","1","KSPS","Active","Chassis Mount","Solid State Relay","Off-Delay","SPST-NO (1 Form A)","1 Sec ~ 100 Sec","-","12 ~ 120VDC","Quick Connect - 0.250"" (6.3mm)","Screwdriver Slot","Input Voltage, Trigger Signal"
http://www.crydom.com/en/products/catalog/s1_dr_timer.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DRT-Series.jpg,CC2559-ND,DRTU24D06,Sensata-Crydom,RELAY TIME DELAY 6A 280V DIN RL,18,0,"64.90000","0","1","DRT","Active","DIN Rail","Solid State Relay","Programmable (Multi-Function)","SPST-NO (1 Form A)","-","6A @ 280VAC","12 ~ 24VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_tsdr_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/TSDRx15SB18M.JPG,F10710-ND,TSDR215SB18M,Littelfuse Inc.,RELAY TIME DELAY 5SEC 18MIN CHAS,21,0,"65.85000","0","1","TSDR","Active","Chassis Mount","Solid State Relay","Repeat Cycle","SPST-NO (1 Form A)","Fixed, 5 Sec, 18 Min","-","24VAC","Quick Connect - 0.250"" (6.3mm)","Fixed","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/time-delay-relays/littelfuse_timedelayrelays_tsdb_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/TSDB320P.JPG,F10709-ND,TSDB320P,Littelfuse Inc.,RELAY TIME DELAY 10SEC CHASSIS,10,0,"67.20000","0","1","TSDB","Active","Chassis Mount","Solid State Relay","Off-Delay","SPST-NO (1 Form A)","0.1 Sec ~ 10 Sec","-","24VDC","Quick Connect - 0.250"" (6.3mm)","External Resistor","Input Voltage, Trigger Signal"
