Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Proto Board Type","Plating","Pitch","Circuit Pattern","Edge Contacts","Hole Diameter","Size / Dimension","Board Thickness"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%2072%20Contacts.pdf,//media.digikey.com/Photos/Vector%20Photos/4614.JPG,V1224-ND,4614,Vector Electronics,PLUGBOARD HARD METRIC PTH,16,0,"32.38000","0","1","Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.100"" (2.54mm)","3 Hole Pad (Both Sides)","-","0.042"" (1.07mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/2mmgriddevbd.PDF,//media.digikey.com/photos/Vector%20Photos/8020.jpg,V2016-ND,8020,Vector Electronics,PLUGBOARD HARD METRIC PTH,23,0,"33.66000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.039"" (1.00mm)","Pad Per Hole (Round)","-","0.025"" (0.64mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20Plugbord%20Eurocard.pdf,//media.digikey.com/Photos/Vector%20Photos/MFG_4616.jpg,V2060-ND,4616,Vector Electronics,PLUGBOARD HARD METRIC PTH,20,0,"35.62000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.100"" (2.54mm)","3 Hole Pad (Both Sides)","-","0.042"" (1.07mm)","9.19"" L x 6.30"" W (233.43mm x 160.02mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20Plugbord%20Eurocard.pdf,//media.digikey.com/Photos/Vector%20Photos/4615.jpg,V1228-ND,4615,Vector Electronics,PLUGBOARD HARD METRIC PTH,13,0,"35.62000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.100"" (2.54mm)","3 Hole Pad (Both Sides)","-","0.042"" (1.07mm)","9.19"" L x 6.30"" W (233.4mm x 160.0mm)","0.062"" (1.57mm) 1/16"""
http://www.chipquik.com/datasheets/SBB830-QTY10.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBB830.jpg,SBB830-QTY10-ND,SBB830-QTY10,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE PTH,18,0,"38.69000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.039"" (1.00mm)","6.60"" L x 2.30"" W (167.6mm x 58.4mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P84WEC1.jpg,V1012-ND,169P84WEC1,Vector Electronics,BREADBRD DRILLED COPP CLAD NPTH,15,0,"40.50000","0","1","Vectorbord®","Active","Breadboard, Drilled Copper Clad","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 8.50"" W (431.8mm x 215.9mm)","0.062"" (1.57mm) 1/16"""
http://nebula.wsimg.com/7e66a2a673d4340e9672caed5e253422?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/8010.jpg,V1117-ND,8010,Vector Electronics,BREADBOARD GENERAL PURPOSE PTH,7,0,"43.54000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.042"" (1.07mm)","13.00"" L x 4.00"" W (330.2mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P99WE.jpg,V2019-ND,169P99WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,17,0,"44.60000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 10.00"" W (431.8mm x 254.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20Round%20pads.pdf,//media.digikey.com/Photos/Vector%20Photos/106P70-4.JPG,V2049-ND,106P70-4,Vector Electronics,BREADBOARD GENERAL PURPOSE PTH,6,0,"52.50000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.042"" (1.07mm)","10.60"" L x 7.00"" W (269.2mm x 177.8mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20Round%20pads.pdf,//media.digikey.com/Photos/Vector%20Photos/106P106-1.jpg,V1001-ND,106P106-1,Vector Electronics,BREADBOARD GENERAL PURPOSE NPTH,23,0,"59.29000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.042"" (1.07mm)","10.60"" L x 10.60"" W (269.2mm x 269.2mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20General%20Purpose%20Pre-Punched.pdf,//media.digikey.com/photos/Vector%20Photos/64P44WE.jpg,V2058-ND,155H175WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,24,0,"63.00000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.062"" (1.57mm) 1/16""","18.00"" L x 16.00"" W (457.2mm x 406.4mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1518_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1518.jpg,1528-1192-ND,1518,Adafruit Industries LLC,BREADBRD GEN PURP FLEXIBLE PTH,72,0,"7.50000","0","1","Perma-Proto","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","-","5 Hole Pad (Both Sides)","-","0.047"" (1.19mm)","3.11"" L x 1.70"" W (78.9mm x 43.3mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/7100-062-4565.JPG,438-1034-ND,7100-062-4565,Twin Industries,BREADBOARD PREPUNCHED INSULATING,58,0,"7.50000","0","1","7100","Active","Breadboard, Prepunched Insulating","-","0.100"" (2.54mm)","-","-","0.062"" (1.57mm) 1/16""","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
http://twinind.com/files/7814/1140/2704/8300SB2_and_8300SB2-LF_datasheet.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/8300SB2-LF.jpg,438-1138-ND,8300SB2-LF,Twin Industries,BREADBOARD GENERAL PURPOSE PTH,42,0,"8.39000","0","1","-","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","-","5 Hole Pad (Single Side)","-","0.035"" (0.89mm)","3.30"" L x 2.75"" W (83.8mm x 69.9mm)","0.031"" (0.79mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/64P44.jpg,V1119-ND,64P44,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,30,0,"9.14000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8000-45.jpg,438-1022-ND,8000-45,Twin Industries,BREADBOARD GENERAL PURPOSE,69,0,"11.80000","0","1","8000","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","5.00"" L x 4.00"" W (127.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3904_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3904.jpg,1528-2698-ND,3904,Adafruit Industries LLC,FLEXIBLE PROTOBOARD 20CM X 30CM,56,0,"12.50000","0","1","-","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","-","11.80"" L x 7.10"" W (299.7mm x 180.3mm)","0.015"" (0.40mm) 1/64"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8000-45.jpg,438-1051-ND,8000-45-LF,Twin Industries,BREADBOARD GENERAL PURPOSE,33,0,"12.75000","0","1","8000","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","5.00"" L x 4.00"" W (127.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2947190.jpg,277-9475-ND,2947190,Phoenix Contact,PCB PROTO BOARD,26,0,"16.19000","0","1","-","Active","-","-","-","-","-","-","2.80"" L x 0.90"" W (71.8mm x 21.6mm)","-"
-,//media.digikey.com/photos/Vector%20Photos/4066-4.jpg,V1132-ND,4066-4,Vector Electronics,PLUGBOARD CARD EDGE NPTH,13,0,"19.94000","0","1","-","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","72 @ 0.1"" (2.54mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/590_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_590.JPG,1528-1081-ND,590,Adafruit Industries LLC,BREADBOARD GEN PURP PTH 3PK,66,0,"19.95000","0","1","Perma-Proto","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","-","5 Hole Pad (Both Sides)","-","0.047"" (1.19mm)","6.50"" L x 2.20"" W (165.0mm x 56.0mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/7100-1010.jpg,438-1020-ND,7100-1010,Twin Industries,BREADBOARD PREPUNCHED INSULATING,74,0,"22.50000","0","1","7100","Active","Breadboard, Prepunched Insulating","-","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","10.00"" L x 10.00"" W (254.0mm x 254.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,"//media.digikey.com/photos/Vector%20Photos/169P59-047,032.jpg",V1122-ND,169P59-047,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,61,0,"22.50000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 6.00"" W (431.8mm x 152.4mm)","0.047"" (1.19mm) 3/64"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P44WEC1.jpg,V1126-ND,169P44WEC1,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,24,0,"22.50000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 4.50"" W (431.6mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/8000-2MM-3U.JPG,438-1038-ND,8000-2MM-3U,Twin Industries,BREADBOARD GENERAL PURPOSE,10,0,"22.50000","0","1","8000","Active","Breadboard, General Purpose","-","0.079"" (2.00mm)","Pad Per Hole (Round)","-","-","6.30"" L x 3.94"" W (160.02mm x 100.08mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,//media.digikey.com/Photos/Vector%20Photos/3662-5.jpg,V1017-ND,3662-5,Vector Electronics,PLUGBOARD CARD EDGE NPTH,12,0,"22.75000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","4.50"" L x 4.50"" W (114.3mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
http://www.budind.com/pdf/hbexn23410pcb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_EXN-23412-PCB.jpg,377-2635-ND,EXN-23412-PCB,Bud Industries,BREADBOARD GENERAL PURPOSE NPTH,7,88,"23.90000","0","1","EXN","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.051"" (1.30mm)","6.29"" L x 5.98"" W (159.8mm x 151.9mm)","0.063"" (1.60mm)"
http://nebula.wsimg.com/d09ae40b27df70e5987176d4746a12bd?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/8002.jpg,V1045-ND,8002,Vector Electronics,BREADBOARD GENERAL PURPOSE NPTH,6,0,"25.06000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Common Bus","-","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
http://nebula.wsimg.com/a655c599b7fdd2c79ad79fa7adf4b0fb?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/8004.jpg,V1047-ND,8004,Vector Electronics,BREADBOARD GENERAL PURPOSE NPTH,12,0,"27.32000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Square), Ground Plane","-","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,//media.digikey.com/Photos/Vector%20Photos/4112-5.jpg,V1032-ND,4112-5,Vector Electronics,PLUGBOARD CARD EDGE NPTH,8,0,"27.72000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","4.50"" L x 4.50"" W (114.3mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P44C1.jpg,V1003-ND,169P44C1,Vector Electronics,BREADBRD DRILLED COPP CLAD NPTH,24,0,"27.99000","0","1","Vectorbord®","Active","Breadboard, Drilled Copper Clad","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 4.50"" W (431.6mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7036-50%20datasheet.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/7036-50.JPG,438-1096-ND,7036-50,Twin Industries,PLUGBOARD CARD EDGE PTH,14,0,"28.00000","0","1","-","Active","Plugboard, Card Edge","Plated Through Hole (PTH)","0.050"" (1.27mm)","Pad Per Hole (Round)","36 @ 0.156"" (3.96mm)","0.028"" (0.70mm)","4.00"" L x 3.50"" W (101.6mm x 88.9mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,//media.digikey.com/Photos/Vector%20Photos/4112-4.jpg,V1031-ND,4112-4,Vector Electronics,PLUGBOARD CARD EDGE NPTH,32,0,"30.58000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20STD%20Bus.pdf,//media.digikey.com/photos/Vector%20Photos/4610.jpg,V1111-ND,4610,Vector Electronics,PLUGBOARD CARD EDGE NPTH,6,0,"31.50000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","56 @ 0.125"" (3.18mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,//media.digikey.com/Photos/Vector%20Photos/3662-9.jpg,V1018-ND,3662-9,Vector Electronics,PLUGBOARD CARD EDGE NPTH,22,0,"33.01000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/3677.jpg,V1019-ND,3677,Vector Electronics,PLUGBOARD CARD EDGE NPTH,9,0,"33.01000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","9.60"" L x 4.50"" W (243.8mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P79WE.jpg,V1007-ND,169P79WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,7,0,"33.07000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 8.00"" W (431.8mm x 203.2mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20Plugbord%20Eurocard.pdf,//media.digikey.com/photos/Vector%20Photos/E160-6U-1.jpg,V1226-ND,E160-6U-1,Vector Electronics,PLUGBOARD HARD METRIC PTH,6,0,"36.41000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","-","0.042"" (1.07mm)","9.19"" L x 6.30"" W (233.4mm x 160.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,//media.digikey.com/Photos/Vector%20Photos/4112.jpg,V1128-ND,4112,Vector Electronics,PLUGBOARD CARD EDGE NPTH,7,0,"37.60000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","9.00"" L x 4.50"" W (228.6mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2906908.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2906908.jpg,277-2866-ND,2906908,Phoenix Contact,BREADBOARD DIN RAIL MOUNT NPTH,20,3,"40.31000","0","1","-","Active","Breadboard, Din Rail Mount","Non-Plated Through Hole (NPTH)","0.181"" (4.60mm), 0.200"" (5.00mm)","Pad Per Hole (Round)","-","0.050"" (1.20mm), 0.060"" (1.40mm)","3.91"" L x 3.15"" W (99.3mm x 80.0mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/Photos/Vector%20Photos/169P84C1.JPG,V1009-ND,169P84C1,Vector Electronics,BREADBRD DRILLED COPP CLAD NPTH,6,0,"42.21000","0","1","Vectorbord®","Active","Breadboard, Drilled Copper Clad","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 8.50"" W (431.8mm x 215.9mm)","0.062"" (1.57mm) 1/16"""
http://nebula.wsimg.com/800b09bec7b4e370af97b1b711044af3?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/3719-6.jpg,V1029-ND,3719-6,Vector Electronics,PLUGBOARD CARD EDGE NPTH,10,0,"43.56000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","72 @ 0.1"" (2.54mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/170H85WE.jpg,V1015-ND,170H85WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,14,0,"47.15000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.062"" (1.57mm) 1/16""","17.00"" L x 8.50"" W (431.8mm x 215.9mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7050-100%20datasheet.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/7050-100.JPG,438-1097-ND,7050-100-LF,Twin Industries,BREADBOARD GENERAL PURPOSE PTH,15,0,"58.00000","0","1","-","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.050"" (1.27mm), 0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.026"" (0.66mm), 0.035"" (0.89mm)","8.00"" L x 8.00"" W (203.2mm x 203.2mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/8000-1010.JPG,438-1023-ND,8000-1010,Twin Industries,BREADBOARD GENERAL PURPOSE,9,0,"59.00000","0","1","8000","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","10.00"" L x 10.00"" W (254.0mm x 254.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/LED12-C2.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/MFG_LED12-C2.jpg,438-1129-ND,LED12-C2,Twin Industries,BREADBOARD GENERAL PURPOSE PTH,35,0,"6.49000","0","1","-","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","-","Common Bus","-","0.037"" (0.94mm)","2.00"" Dia (50.8mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/7100-4565.JPG,438-1037-ND,7100-4565,Twin Industries,BREADBOARD PREPUNCHED INSULATING,28,0,"7.50000","0","1","7100","Active","Breadboard, Prepunched Insulating","-","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7100-series.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/B10-7100-PCB.JPG,438-1102-ND,B10-7100-PCB,Twin Industries,BREADBOARD PREPUNCHED INSULATING,77,0,"8.04000","0","1","-","Active","Breadboard, Prepunched Insulating","-","0.100"" (2.54mm)","-","-","-","-","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8100-series.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/8100-45-LF.JPG,438-1052-ND,8100-45-LF,Twin Industries,BREADBOARD GENERAL PURPOSE,75,0,"12.75000","0","1","8100","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","5.00"" L x 4.00"" W (127.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8000-4565.jpg,438-1040-ND,8000-4565,Twin Industries,BREADBOARD GENERAL PURPOSE,10,0,"19.67000","0","1","8000","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8100-4565.JPG,438-1042-ND,8100-4565,Twin Industries,BREADBOARD GENERAL PURPOSE,8,0,"19.67000","0","1","8100","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8000-410.jpg,438-1039-ND,8000-410,Twin Industries,BREADBOARD GENERAL PURPOSE,18,0,"23.60000","0","1","8000","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","10.00"" L x 4.00"" W (254.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/photos/Twin%20Industries%20Photos/8200-410.jpg,438-1043-ND,8200-410,Twin Industries,BREADBOARD GENERAL PURPOSE,16,0,"23.60000","0","1","8200","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","10.00"" L x 4.00"" W (254.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
