Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","For Measuring","Technology","Rotation Angle - Electrical, Mechanical","Linear Range","Output","Output Signal","Actuator Type","Linearity","Resistance","Resistance Tolerance","Voltage - Supply","Mounting Type","Termination Style","Operating Temperature","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/KMT32B.pdf,//media.digikey.com/photos/Measurement%20Specialties%20Photos/KMT32B-SM.JPG,356-1081-1-ND,G-MRCO-014,TE Connectivity Measurement Specialties,SENSOR ANGLE 180DEG SMD,542,0,"4.49000","0","1","Cut Tape (CT)","KMT","Discontinued at Digi-Key","Angle","Magnetoresistive","0° ~ 180°","-","Wheatstone Bridge","-","External Magnet, Not Included","±0.2%","3.6 kOhms","-","5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","SOT-223-8","SM8"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/KMT32B.pdf,//media.digikey.com/photos/Measurement%20Specialties%20Photos/KMT32B-SM.JPG,356-1081-6-ND,G-MRCO-014,TE Connectivity Measurement Specialties,SENSOR ANGLE 180DEG SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","KMT","Discontinued at Digi-Key","Angle","Magnetoresistive","0° ~ 180°","-","Wheatstone Bridge","-","External Magnet, Not Included","±0.2%","3.6 kOhms","-","5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","SOT-223-8","SM8"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90360-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90360KDC-ACD-000-RETR-ND,MLX90360KDC-ACD-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,0,0,"2.17814","0","3000","Tape & Reel (TR)","Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","PWM","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90360-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90360KDC-ACD-000-RECT-ND,MLX90360KDC-ACD-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,2744,0,"4.59000","0","1","Cut Tape (CT)","Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","PWM","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90360-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90360KDC-ACD-000-REDKR-ND,MLX90360KDC-ACD-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,2744,0,"Digi-Reel","0","1","Digi-Reel®","Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","PWM","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90360-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90360LDC-ACD-000-RETR-ND,MLX90360LDC-ACD-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,0,0,"2.26034","0","3000","Tape & Reel (TR)","Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","PWM","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90360-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90360LDC-ACD-000-RECT-ND,MLX90360LDC-ACD-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,2996,0,"4.76000","0","1","Cut Tape (CT)","Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","PWM","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90360-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90360LDC-ACD-000-REDKR-ND,MLX90360LDC-ACD-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,2996,0,"Digi-Reel","0","1","Digi-Reel®","Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","PWM","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.nxp.com/docs/en/data-sheet/KMA221.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_KMA220J.jpg,568-15165-2-ND,KMA221J,NXP USA Inc.,SENSOR ANGLE 180DEG PC PIN,0,0,"2.17500","0","1500","Tape & Reel (TR)","-","Active","Angle","Magnetoresistive","0° ~ 180°","-","Analog Voltage","-","External Magnet, Not Included","±1.2°","-","-","4.5V ~ 5.5V","Through Hole","PC Pin","-40°C ~ 160°C","4-SIP Module","4-SIL"
https://www.nxp.com/docs/en/data-sheet/KMA221.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_KMA220J.jpg,568-15165-1-ND,KMA221J,NXP USA Inc.,SENSOR ANGLE 180DEG PC PIN,1484,0,"5.61000","0","1","Cut Tape (CT)","-","Active","Angle","Magnetoresistive","0° ~ 180°","-","Analog Voltage","-","External Magnet, Not Included","±1.2°","-","-","4.5V ~ 5.5V","Through Hole","PC Pin","-40°C ~ 160°C","4-SIP Module","4-SIL"
https://www.nxp.com/docs/en/data-sheet/KMA221.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_KMA220J.jpg,568-15165-6-ND,KMA221J,NXP USA Inc.,SENSOR ANGLE 180DEG PC PIN,1484,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Angle","Magnetoresistive","0° ~ 180°","-","Analog Voltage","-","External Magnet, Not Included","±1.2°","-","-","4.5V ~ 5.5V","Through Hole","PC Pin","-40°C ~ 160°C","4-SIP Module","4-SIL"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316KDC-BCG-000-RETR-ND,MLX90316KDC-BCG-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,0,0,"2.87679","0","3000","Tape & Reel (TR)","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316KDC-BCG-000-RECT-ND,MLX90316KDC-BCG-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,1577,0,"6.06000","0","1","Cut Tape (CT)","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316KDC-BCG-000-REDKR-ND,MLX90316KDC-BCG-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,1577,0,"Digi-Reel","0","1","Digi-Reel®","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316KDC-BCG-200-RETR-ND,MLX90316KDC-BCG-200-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,0,0,"2.87679","0","3000","Tape & Reel (TR)","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316KDC-BCG-200-RECT-ND,MLX90316KDC-BCG-200-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,136,0,"6.06000","0","1","Cut Tape (CT)","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316KDC-BCG-200-REDKR-ND,MLX90316KDC-BCG-200-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,136,0,"Digi-Reel","0","1","Digi-Reel®","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316LDC-BCG-000-RETR-ND,MLX90316LDC-BCG-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,0,0,"2.98638","0","3000","Tape & Reel (TR)","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316LDC-BCG-000-RECT-ND,MLX90316LDC-BCG-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,2254,0,"6.29000","0","1","Cut Tape (CT)","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316LDC-BCG-000-REDKR-ND,MLX90316LDC-BCG-000-RE,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,2254,0,"Digi-Reel","0","1","Digi-Reel®","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.monolithicpower.com/pub/media/document/m/a/ma702_r1.0.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-VFQFN%20Exposed%20Pad.jpg,1589-1516-2-ND,MA702GQ-Z,Monolithic Power Systems Inc.,SENSOR ANGLE SMD,0,0,"2.36250","0","5000","Tape & Reel (TR)","-","Active","Angle","Hall Effect","-","-","PWM","Programmable","External Magnet, Not Included","-","-","-","3.3V","Surface Mount","SMD (SMT) Tab","-40°C ~ 125°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.monolithicpower.com/pub/media/document/m/a/ma702_r1.0.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-VFQFN%20Exposed%20Pad.jpg,1589-1516-1-ND,MA702GQ-Z,Monolithic Power Systems Inc.,SENSOR ANGLE SMD,4039,0,"6.55000","0","1","Cut Tape (CT)","-","Active","Angle","Hall Effect","-","-","PWM","Programmable","External Magnet, Not Included","-","-","-","3.3V","Surface Mount","SMD (SMT) Tab","-40°C ~ 125°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.monolithicpower.com/pub/media/document/m/a/ma702_r1.0.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-VFQFN%20Exposed%20Pad.jpg,1589-1516-6-ND,MA702GQ-Z,Monolithic Power Systems Inc.,SENSOR ANGLE SMD,4039,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Angle","Hall Effect","-","-","PWM","Programmable","External Magnet, Not Included","-","-","-","3.3V","Surface Mount","SMD (SMT) Tab","-40°C ~ 125°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.nxp.com/docs/en/data-sheet/KMA210.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/KMA210115.JPG,568-8399-2-ND,KMA210:115,NXP USA Inc.,SENSOR ANGLE 180DEG PC PIN,0,0,"2.19994","0","1800","Tape & Reel (TR)","-","Active","Angle","Magnetoresistive","0° ~ 180°","-","Analog Voltage","Clockwise Increase","External Magnet, Not Included","±1.2%","-","-","4.5V ~ 5.5V","Through Hole","PC Pin","-40°C ~ 160°C","3-SIP Module","3-SIL"
https://www.nxp.com/docs/en/data-sheet/KMA210.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/KMA210115.JPG,568-8399-1-ND,KMA210:115,NXP USA Inc.,SENSOR ANGLE 180DEG PC PIN,1315,0,"6.73000","0","1","Cut Tape (CT)","-","Active","Angle","Magnetoresistive","0° ~ 180°","-","Analog Voltage","Clockwise Increase","External Magnet, Not Included","±1.2%","-","-","4.5V ~ 5.5V","Through Hole","PC Pin","-40°C ~ 160°C","3-SIP Module","3-SIL"
https://www.nxp.com/docs/en/data-sheet/KMA215.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/568;SOT1288-2;;3.JPG,568-15115-2-ND,"KMA215,118",NXP USA Inc.,SENSOR ANGLE 180 DEG PC PIN,0,0,"2.76602","0","1800","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Angle","Magnetoresistive","0° ~ 180°, 0° ~ 180°","-","Wheatstone Bridge","-","External Magnet, Included","±1.2%","-","-","4.5V ~ 5.25V","Through Hole","PC Pin","-40°C ~ 160°C","3-SIP Module","3-SIL"
https://www.nxp.com/docs/en/data-sheet/KMA215.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/568;SOT1288-2;;3.JPG,568-15115-1-ND,"KMA215,118",NXP USA Inc.,SENSOR ANGLE 180 DEG PC PIN,1791,0,"7.13000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Angle","Magnetoresistive","0° ~ 180°, 0° ~ 180°","-","Wheatstone Bridge","-","External Magnet, Included","±1.2%","-","-","4.5V ~ 5.25V","Through Hole","PC Pin","-40°C ~ 160°C","3-SIP Module","3-SIL"
https://www.nxp.com/docs/en/data-sheet/KMA215.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/568;SOT1288-2;;3.JPG,568-15115-6-ND,"KMA215,118",NXP USA Inc.,SENSOR ANGLE 180 DEG PC PIN,1791,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Angle","Magnetoresistive","0° ~ 180°, 0° ~ 180°","-","Wheatstone Bridge","-","External Magnet, Included","±1.2%","-","-","4.5V ~ 5.25V","Through Hole","PC Pin","-40°C ~ 160°C","3-SIP Module","3-SIL"
https://www.nxp.com/docs/en/data-sheet/KMA220.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_KMA220J.jpg,568-14108-2-ND,KMA220J,NXP USA Inc.,SENSOR ANGLE 180DEG PC PIN,0,0,"3.33500","0","1500","Tape & Reel (TR)","-","Active","Angle","Magnetoresistive","0° ~ 180°","-","Analog Voltage","-","External Magnet, Not Included","±1.2°","-","-","4.5V ~ 5.5V","Through Hole","PC Pin","-40°C ~ 160°C","4-SIP Module","4-SIL"
https://www.nxp.com/docs/en/data-sheet/KMA220.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_KMA220J.jpg,568-14108-1-ND,KMA220J,NXP USA Inc.,SENSOR ANGLE 180DEG PC PIN,1395,0,"7.21000","0","1","Cut Tape (CT)","-","Active","Angle","Magnetoresistive","0° ~ 180°","-","Analog Voltage","-","External Magnet, Not Included","±1.2°","-","-","4.5V ~ 5.5V","Through Hole","PC Pin","-40°C ~ 160°C","4-SIP Module","4-SIL"
https://www.nxp.com/docs/en/data-sheet/KMA220.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_KMA220J.jpg,568-14108-6-ND,KMA220J,NXP USA Inc.,SENSOR ANGLE 180DEG PC PIN,1395,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Angle","Magnetoresistive","0° ~ 180°","-","Analog Voltage","-","External Magnet, Not Included","±1.2°","-","-","4.5V ~ 5.5V","Through Hole","PC Pin","-40°C ~ 160°C","4-SIP Module","4-SIL"
https://www.akm.com/akm/en/file/datasheet/AK7401.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,974-1085-2-ND,AK7401,AKM Semiconductor Inc.,SENSOR ROTARY 360DEG,0,0,"3.33500","0","1000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Rotary Position","Hall Effect","0° ~ 360°","-","SPI","Programmable","External Magnet, Not Included","±0.95°","-","-","4V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOP"
https://www.akm.com/akm/en/file/datasheet/AK7401.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,974-1085-1-ND,AK7401,AKM Semiconductor Inc.,SENSOR ROTARY 360DEG,829,0,"7.21000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Rotary Position","Hall Effect","0° ~ 360°","-","SPI","Programmable","External Magnet, Not Included","±0.95°","-","-","4V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOP"
https://www.akm.com/akm/en/file/datasheet/AK7401.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,974-1085-6-ND,AK7401,AKM Semiconductor Inc.,SENSOR ROTARY 360DEG,829,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Rotary Position","Hall Effect","0° ~ 360°","-","SPI","Programmable","External Magnet, Not Included","±0.95°","-","-","4V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOP"
https://ams.com/documents/20143/36005/AS5171_DS000413_6-00.pdf,-,AS5171A-HSITTR-ND,AS5171A-HSIT,ams,AS5171A-HSIT SIP3 LF T&RDP,0,0,"2.84200","0","2000","Tape & Reel (TR)","*","Active","-","-","-","-","-","-","-","-","-","-","-","Through Hole","-","-","3-SIP Module","SIP"
https://ams.com/documents/20143/36005/AS5171_DS000413_6-00.pdf,-,AS5171A-HSITCT-ND,AS5171A-HSIT,ams,AS5171A-HSIT SIP3 LF T&RDP,3092,0,"7.33000","0","1","Cut Tape (CT)","*","Discontinued at Digi-Key","-","-","-","-","-","-","-","-","-","-","-","Through Hole","-","-","3-SIP Module","SIP"
https://ams.com/documents/20143/36005/AS5171_DS000413_6-00.pdf,-,AS5171A-HSITDKR-ND,AS5171A-HSIT,ams,AS5171A-HSIT SIP3 LF T&RDP,0,0,"Digi-Reel","0","1","Digi-Reel®","*","Discontinued at Digi-Key","-","-","-","-","-","-","-","-","-","-","-","Through Hole","-","-","3-SIP Module","SIP"
https://ams.com/documents/20143/36005/AS5171_DS000413_6-00.pdf,-,AS5171B-HSITTR-ND,AS5171B-HSIT,ams,AS5171B-HSIT SIP3 LF T&RDP,0,0,"2.84200","0","2000","Tape & Reel (TR)","*","Active","-","-","-","-","-","-","-","-","-","-","-","Through Hole","-","-","3-SIP Module","SIP"
https://ams.com/documents/20143/36005/AS5171_DS000413_6-00.pdf,-,AS5171B-HSITCT-ND,AS5171B-HSIT,ams,AS5171B-HSIT SIP3 LF T&RDP,1979,0,"7.33000","0","1","Cut Tape (CT)","*","Discontinued at Digi-Key","-","-","-","-","-","-","-","-","-","-","-","Through Hole","-","-","3-SIP Module","SIP"
https://ams.com/documents/20143/36005/AS5171_DS000413_6-00.pdf,-,AS5171B-HSITDKR-ND,AS5171B-HSIT,ams,AS5171B-HSIT SIP3 LF T&RDP,0,0,"Digi-Reel","0","1","Digi-Reel®","*","Discontinued at Digi-Key","-","-","-","-","-","-","-","-","-","-","-","Through Hole","-","-","3-SIP Module","SIP"
https://www.allegromicro.com/~/media/Files/Datasheets/A1335-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-TSSOP.jpg,620-1767-2-ND,A1335LLETR-DD-T,"Allegro MicroSystems, LLC",SENSOR ANGLE 360DEG SMD,0,0,"3.33200","0","4000","Tape & Reel (TR)","-","Active","Angle","Hall Effect","0° ~ 360°","-","I²C, SENT, SPI","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","24-TSSOP (0.173"", 4.40mm Width)","24-TSSOP"
https://www.allegromicro.com/~/media/Files/Datasheets/A1335-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-TSSOP.jpg,620-1767-1-ND,A1335LLETR-DD-T,"Allegro MicroSystems, LLC",SENSOR ANGLE 360DEG SMD,4637,0,"7.46000","0","1","Cut Tape (CT)","-","Active","Angle","Hall Effect","0° ~ 360°","-","I²C, SENT, SPI","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","24-TSSOP (0.173"", 4.40mm Width)","24-TSSOP"
https://www.allegromicro.com/~/media/Files/Datasheets/A1335-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-TSSOP.jpg,620-1767-6-ND,A1335LLETR-DD-T,"Allegro MicroSystems, LLC",SENSOR ANGLE 360DEG SMD,4637,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Angle","Hall Effect","0° ~ 360°","-","I²C, SENT, SPI","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","24-TSSOP (0.173"", 4.40mm Width)","24-TSSOP"
https://ams.com/documents/20143/36005/AS5115_DS000347_3-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5115A-HSSMTR-ND,AS5115A-HSSM,ams,SENSOR ANGLE 360DEG SMD,0,0,"3.19300","0","500","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Angle","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","Cosine, Sine","External Magnet, Not Included","±1%","-","-","4.5V ~ 5.5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","16-SSOP (0.209"", 5.30mm Width)","16-SSOP"
https://ams.com/documents/20143/36005/AS5115_DS000347_3-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5115A-HSSMCT-ND,AS5115A-HSSM,ams,SENSOR ANGLE 360DEG SMD,183,0,"7.70000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Discontinued at Digi-Key","Angle","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","Cosine, Sine","External Magnet, Not Included","±1%","-","-","4.5V ~ 5.5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","16-SSOP (0.209"", 5.30mm Width)","16-SSOP"
https://ams.com/documents/20143/36005/AS5115_DS000347_3-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5115A-HSSMDKR-ND,AS5115A-HSSM,ams,SENSOR ANGLE 360DEG SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Discontinued at Digi-Key","Angle","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","Cosine, Sine","External Magnet, Not Included","±1%","-","-","4.5V ~ 5.5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","16-SSOP (0.209"", 5.30mm Width)","16-SSOP"
"//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5172A,B.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5172B-HTSTTR-ND,AS5172B-HTST,ams,SENSOR ANGLE 360DEG SMD,0,0,"3.01000","0","4500","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Angle","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4V ~ 12V","Surface Mount","Gull Wing","-40°C ~ 150°C (TA)","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
"//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5172A,B.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5172B-HTSTCT-ND,AS5172B-HTST,ams,SENSOR ANGLE 360DEG SMD,4417,0,"8.04000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Angle","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4V ~ 12V","Surface Mount","Gull Wing","-40°C ~ 150°C (TA)","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
"//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5172A,B.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5172B-HTSTDKR-ND,AS5172B-HTST,ams,SENSOR ANGLE 360DEG SMD,4417,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Angle","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4V ~ 12V","Surface Mount","Gull Wing","-40°C ~ 150°C (TA)","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
