Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Output","Resolution (Bits)","Features","Voltage - Supply","Current - Supply (Max)","Operating Temperature","Package / Case"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TMD3782_v2.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TMD37823.jpg,TMD37823DKR-ND,TMD37823,ams,SENSOR OPTO PROXIMITY/DGTL COLOR,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Proximity Detection, Sleep Mode","2.7V ~ 3.3V","330µA @ 3V","-30°C ~ 85°C","8-SMD Module"
https://www.digikey.com/en/resources/development-tools/product-selector,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/6-UDFN.jpg,TCS34903FNTR-ND,TCS34903FN,ams,IC COLOR CONV LIGHT-DGTL 6-DFN,0,0,"Obsolete","0","500","-","Obsolete","I²C","-","-","2.7V ~ 3.6V","330µA @ 3V","-40°C ~ 70°C","6-UDFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3490.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/6-UDFN.jpg,TCS34903FNDKR-ND,TCS34903FN,ams,IC COLOR CONV LIGHT-DGTL 6-DFN,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","-","-","2.7V ~ 3.6V","330µA @ 3V","-40°C ~ 70°C","6-UDFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3490.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/6-UDFN.jpg,TCS34907FNTR-ND,TCS34907FN,ams,IC COLOR CONV LIGHT-DGTL 6-DFN,0,0,"Obsolete","0","500","-","Obsolete","I²C","-","-","2.7V ~ 3.6V","330µA @ 3V","-40°C ~ 70°C","6-UDFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3490.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/6-UDFN.jpg,TCS34907FNCT-ND,TCS34907FN,ams,IC COLOR CONV LIGHT-DGTL 6-DFN,0,0,"Obsolete","0","1","-","Obsolete","I²C","-","-","2.7V ~ 3.6V","330µA @ 3V","-40°C ~ 70°C","6-UDFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3490.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/6-UDFN.jpg,TCS34907FNDKR-ND,TCS34907FN,ams,IC COLOR CONV LIGHT-DGTL 6-DFN,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","-","-","2.7V ~ 3.6V","330µA @ 3V","-40°C ~ 70°C","6-UDFN"
-,-,GP2Y40011K0F-ND,GP2Y40011K0F,Sharp Microelectronics,OPTOELECTRONIC COMPONENT,0,0,"Obsolete","0","0","*","Obsolete","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Austria%20Microsystems/MFG_TMD37003M.jpg,TMD37003MTR-ND,TMD37003M,ams,SENSOR MOD,0,0,"Obsolete","0","1000","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Proximity Detection, Sleep Mode","1.7V ~ 2V","150µA @ 1.8V","-30°C ~ 85°C","8-SMD"
-,//media.digikey.com/Photos/Austria%20Microsystems/MFG_TMD37003M.jpg,TMD37003MCT-ND,TMD37003M,ams,SENSOR MOD,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Proximity Detection, Sleep Mode","1.7V ~ 2V","150µA @ 1.8V","-30°C ~ 85°C","8-SMD"
-,//media.digikey.com/Photos/Austria%20Microsystems/MFG_TMD37003M.jpg,TMD37003MDKR-ND,TMD37003M,ams,SENSOR MOD,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Proximity Detection, Sleep Mode","1.7V ~ 2V","150µA @ 1.8V","-30°C ~ 85°C","8-SMD"
-,//media.digikey.com/Photos/Austria%20Microsystems/MFG_TMD37003M.jpg,TMD37003-ND,TMD37003,ams,SENSOR MOD,0,0,"Obsolete","0","10000","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Proximity Detection, Sleep Mode","1.7V ~ 2V","150µA @ 1.8V","-30°C ~ 85°C","8-SMD"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX44006_44008.pdf,-,MAX44006EDT+TCHX-ND,MAX44006EDT+TCHX,Maxim Integrated,IC MAX44006EDT+TCHX,0,0,"Obsolete","0","1","-","Obsolete","I²C","14 b","Gain Control, Interrupt, Programmable Resolution, Sleep Mode","1.7V ~ 2V","30µA @ 1.8V","-40°C ~ 85°C","-"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX44006_44008.pdf,-,MAX44006EDT+-ND,MAX44006EDT+,Maxim Integrated,IC MAX44006EDT+,0,0,"Obsolete","0","0","-","Obsolete","I²C","14 b","Gain Control, Interrupt, Programmable Resolution, Sleep Mode","1.7V ~ 2V","30µA @ 1.8V","-40°C ~ 85°C","-"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX44006_44008.pdf,-,MAX44008EDT+-ND,MAX44008EDT+,Maxim Integrated,IC MAX44008EDT+,0,0,"Obsolete","0","1","-","Obsolete","I²C","14 b","Gain Control, Interrupt, Programmable Resolution, Sleep Mode","2.7V ~ 5.5V","30µA @ 3.3V","-40°C ~ 85°C","-"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS73210_6-2-17.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/MFG_AS73210.JPG,AS73210TR-ND,AS73210,ams,XYZ COLOR SENSOR SMD QFN16 PKG,0,0,"Obsolete","0","1000","-","Obsolete","Voltage, XYZ","-","-","2.5V ~ 5V","-","-20°C ~ 100°C","16-QFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS73210_6-2-17.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/MFG_AS73210.JPG,AS73210CT-ND,AS73210,ams,XYZ COLOR SENSOR SMD QFN16 PKG,0,0,"Obsolete","0","1","-","Obsolete","Voltage, XYZ","-","-","2.5V ~ 5V","-","-20°C ~ 100°C","16-QFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS73210_6-2-17.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/MFG_AS73210.JPG,AS73210DKR-ND,AS73210,ams,XYZ COLOR SENSOR SMD QFN16 PKG,0,0,"Digi-Reel","0","1","-","Obsolete","Voltage, XYZ","-","-","2.5V ~ 5V","-","-20°C ~ 100°C","16-QFN"
