Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Output Type","Output Configuration","Current","Minimum Liquid Specific Gravity","Switch Actuation Level","Mounting Type","Material - Housing & Prism","Operating Temperature","Voltage Rating"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,-,725-1772-ND,LLF43YFP,Cynergy 3,FLOAT SWITCH 25VA NYLON NITRILE,5,0,"27.29000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Nylon","-20°C ~ 75°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/LLF73YNP.jpg,725-1798-ND,LLF73YNP,Cynergy 3,FLOAT SWITCH 25VA NYLON NITRILE,5,0,"28.48000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Nylon","-20°C ~ 75°C","120V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/LLF48YFP.jpg,725-1782-ND,LLF48YFP,Cynergy 3,FLOAT SWITCH POLYPRO,5,0,"28.99000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polypropylene (PP)","-20°C ~ 100°C","120V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/LLF44YFP.jpg,725-1774-ND,LLF44YFP,Cynergy 3,FLOAT SWITCH 25VA PP NITRILE,3,0,"28.99000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polypropylene (PP)","-20°C ~ 100°C","120V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF43Y100RF.JPG,725-1760-ND,LLF43Y100RF,Cynergy 3,FLOAT SWITCH 25VA NYLON 1M PVC 1,3,0,"29.49000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Nylon","-20°C ~ 75°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1800-ND,LLF74YNP,Cynergy 3,FLOAT SWITCH 25VA PP NITRILE,5,0,"30.14000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polypropylene (PP)","-20°C ~ 100°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/RSF74YNP.jpg,725-1808-ND,LLF78YNP,Cynergy 3,FLOAT SWITCH 25VA PP NITRILE,5,0,"30.14000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polypropylene (PP)","-20°C ~ 100°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1784-ND,LLF73Y100RN,Cynergy 3,FLOAT SWITCH NYLON 1M PVC,5,0,"30.72000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Nylon","-20°C ~ 75°C","120V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF44Y100RF.JPG,725-1762-ND,LLF44Y100RF,Cynergy 3,FLOAT SWITCH 25VA PP 1M PVC 16/0,5,0,"31.15000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","120V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF48Y100RF.JPG,725-1770-ND,LLF48Y100RF,Cynergy 3,FLOAT SWITCH 25VA PP(UL) 1M PVC,5,0,"31.15000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1785-ND,LLF73Y100RM,Cynergy 3,FLOAT SWITCH 25VA NYLON 1M PVC S,5,0,"31.26000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Nylon","-20°C ~ 75°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1787-ND,LLF74Y100RN,Cynergy 3,FLOAT SWITCH 25VA PP 1M PVC NITR,5,0,"32.38000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1796-ND,LLF78Y100RN,Cynergy 3,FLOAT SWITCH 25VA PP(UL) 1M PVC,5,0,"32.38000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1788-ND,LLF74Y100RM,Cynergy 3,FLOAT SWITCH 25VA PP 1M PVC SILI,5,0,"33.01000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","120V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF46YFP.JPG,725-1776-ND,LLF46YFP,Cynergy 3,FLOAT SWITCH 25VA PPS NITRILE,5,0,"33.17000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1802-ND,LLF76YNP,Cynergy 3,FLOAT SWITCH 25VA PPS NITRILE,5,0,"34.56000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","120V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/LLF43HFP.jpg,725-1771-ND,LLF43HFP,Cynergy 3,FLOAT SWITCH 100VA NYLON NITRILE,5,0,"34.65000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Nylon","-20°C ~ 75°C","300V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF46Y100RF.JPG,725-1764-ND,LLF46Y100RF,Cynergy 3,FLOAT SWITCH 25VA PPS 1M PVC 16/,5,0,"35.28000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1797-ND,LLF73HNP,Cynergy 3,FLOAT SWITCH 100VA NYLON NITRILE,5,0,"36.13000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Nylon","-20°C ~ 75°C","300V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/LLF44HFP.jpg,725-1773-ND,LLF44HFP,Cynergy 3,FLOAT SWITCH 100VA PP NITRILE,5,0,"36.71000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polypropylene (PP)","-20°C ~ 100°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1790-ND,LLF76Y100RN,Cynergy 3,FLOAT SWITCH 25VA PPS 1M PVC NIT,5,0,"36.73000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","120V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF43H100RF.JPG,725-1759-ND,LLF43H100RF,Cynergy 3,FLOAT SWITCH 100VA NYLON 1M PVC,5,0,"36.87000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Nylon","-20°C ~ 75°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1799-ND,LLF74HNP,Cynergy 3,FLOAT SWITCH 100VA PP NITRILE,5,0,"38.19000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polypropylene (PP)","-20°C ~ 100°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1807-ND,LLF78HNP,Cynergy 3,FLOAT SWITCH 100VA PP NITRILE,5,0,"38.19000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polypropylene (PP)","-20°C ~ 100°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1783-ND,LLF73H100RN,Cynergy 3,FLOAT SWITCH NYLON 1M PVC,5,0,"38.24000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Nylon","-20°C ~ 75°C","300V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF44H100RF.JPG,725-1761-ND,LLF44H100RF,Cynergy 3,FLOAT SWITCH 100VA PP 1M PVC 16/,5,0,"38.93000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","300V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLLF48H100RF.JPG,725-1769-ND,LLF48H100RF,Cynergy 3,FLOAT SWITCH 100VA PP(UL) 1M PVC,5,0,"38.93000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF46H100RF.JPG,725-1786-ND,LLF74H100RN,Cynergy 3,FLOAT SWITCH 100VA PP 1M PVC NIT,5,0,"40.35000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/LLF78H100RN.jpg,725-1795-ND,LLF78H100RN,Cynergy 3,FLOAT SWITCH 100VA PP(UL) 1M PVC,5,0,"40.35000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","300V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF46H100RF.JPG,725-1763-ND,LLF46H100RF,Cynergy 3,FLOAT SWITCH 100VA PPS 1M PVC 16,5,0,"44.00000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1789-ND,LLF76H100RN,Cynergy 3,FLOAT SWITCH 100VA PPS 1M PVC NI,5,0,"45.91000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","300V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF46HFP.JPG,725-1775-ND,LLF46HFP,Cynergy 3,FLOAT SWITCH 100VA PPS NITRILE,5,0,"46.32000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1801-ND,LLF76HNP,Cynergy 3,FLOAT SWITCH 100VA PPS NITRILE,5,0,"48.22000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/LLF77YVP.jpg,725-1806-ND,LLF77YVP,Cynergy 3,FLOAT SWITCH 25VA PVDF VITON,5,0,"50.10000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","120V"
https://www.gavazzionline.com/pdf/FSH.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/FSV-31.jpg,1864-1773-ND,FSV-31,Carlo Gavazzi Inc.,FLOAT SWITCH VERT 1/8 PT PP,4,0,"53.24000","0","1","FS","Active","Liquid","Switch","SPST-NC/NO","500mA","0.75","-","Panel Mount, M16x2 Thread","Polypropylene (PP)","-20°C ~ 80°C","200VDC, 240VAC"
https://www.gavazzionline.com/pdf/FSH.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/FSH-21.jpg,1864-1768-ND,FSH-21,Carlo Gavazzi Inc.,FLOAT SWITCH HRZ COMP MNT PP,5,0,"54.45000","0","1","FS","Active","Liquid","Switch","SPST-NC/NO","500mA","0.75","-","Panel Mount, M16x2 Thread","Polypropylene (PP)","-20°C ~ 80°C","200VDC, 240VAC"
https://www.gavazzionline.com/pdf/FSH.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/FSH-31.jpg,1864-1771-ND,FSH-31,Carlo Gavazzi Inc.,FLOAT SWITCH HRZ 1/2 NPT PP,5,0,"54.45000","0","1","FS","Active","Liquid","Switch","SPST-NC/NO","500mA","0.75","-","Panel Mount, M16x2 Thread","Polypropylene (PP)","-20°C ~ 80°C","200VDC, 240VAC"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF47YFP.JPG,725-1777-ND,LLF47YFP,Cynergy 3,FLOAT SWITCH 100VA PVDF NITRILE,5,0,"55.10000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","120V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF47YGP.JPG,725-1779-ND,LLF47YGP,Cynergy 3,FLOAT SWITCH 100VA PVDF VITON,5,0,"55.10000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1804-ND,LLF77YNP,Cynergy 3,FLOAT SWITCH 25VA PVDF NITRILE,5,0,"57.47000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","120V"
https://www.gavazzionline.com/pdf/FSH.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/FSV-35.jpg,1864-1774-ND,FSV-35,Carlo Gavazzi Inc.,FLOAT SWITCH VERT 1/8 PT PS,5,0,"58.30000","0","1","FS","Active","Liquid","Switch","SPST-NC/NO","500mA","0.85","-","Panel Mount, M16x2 Thread","Polysulfone","-20°C ~ 121°C","200VDC, 240VAC"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF47Y100GF.JPG,725-1765-ND,LLF47Y100GF,Cynergy 3,FLOAT SWITCH 100VA PVDF 1M PTFE,5,0,"58.67000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","120V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF47Y100GG.JPG,725-1767-ND,LLF47Y100GG,Cynergy 3,FLOAT SWITCH 100VA PVDF 1M PTFE,5,0,"58.67000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1791-ND,LLF77Y100GN,Cynergy 3,FLOAT SWITCH 100VA PVDF 1M PTFE,5,0,"61.06000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","120V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1793-ND,LLF77Y100GV,Cynergy 3,FLOAT SWITCH 100VA PVDF 1M PTFE,5,0,"61.06000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","120V"
https://www.gavazzionline.com/pdf/FSH.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/FSH-24.jpg,1864-1769-ND,FSH-24,Carlo Gavazzi Inc.,FLOAT SWITCH HRZ COMP MNT NYL,5,0,"63.80000","0","1","FS","Active","Liquid","Switch","SPST-NC/NO","500mA","0.8","-","Panel Mount, M16x2 Thread","Nylon","-20°C ~ 121°C","200VDC, 240VAC"
https://www.gavazzionline.com/pdf/FSH.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/FSH-25.jpg,1864-1770-ND,FSH-25,Carlo Gavazzi Inc.,FLOAT SWITCH HRZ COMP MNT PS,5,0,"63.80000","0","1","FS","Active","Liquid","Switch","SPST-NC/NO","500mA","0.85","-","Panel Mount, M16x2 Thread","Polysulfone","-20°C ~ 121°C","200VDC, 240VAC"
https://www.gavazzionline.com/pdf/VH3-VH4_eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_VH3.jpg,1864-2209-ND,VH3,Carlo Gavazzi Inc.,LEVEL HANGING PROBE 6M CBL,2,0,"66.00000","0","1","VH","Active","Liquid","-","-","-","-","-","Threaded","Stainless Steel","0°C ~ 90°C","-"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF47H100GF.JPG,725-1766-ND,LLF47H100GF,Cynergy 3,FLOAT SWITCH 25VA PVDF 1M PTFE 7,5,0,"73.11000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","300V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF47H100GG.JPG,725-1768-ND,LLF47H100GG,Cynergy 3,FLOAT SWITCH 25VA PVDF 1M PTFE 7,5,0,"73.11000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/LLF77H100GN.jpg,725-1792-ND,LLF77H100GN,Cynergy 3,FLOAT SWITCH 25VA PVDF 1M PTFE N,5,0,"76.26000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/LLF77H100GV.jpg,725-1794-ND,LLF77H100GV,Cynergy 3,FLOAT SWITCH 25VA PVDF 1M PTFE V,5,0,"76.26000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Male 1"" (25.4mm) NPT","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","300V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF47HFP.JPG,725-1778-ND,LLF47HFP,Cynergy 3,FLOAT SWITCH 25VA PVDF NITRILE,5,0,"76.93000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","300V"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_LLF47HGP.JPG,725-1780-ND,LLF47HGP,Cynergy 3,FLOAT SWITCH 25VA PVDF VITON,5,0,"76.93000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1803-ND,LLF77HNP,Cynergy 3,FLOAT SWITCH 100VA PVDF NITRILE,5,0,"80.17000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","300V"
https://www.cynergy3.com/sites/default/files/LLF70%202018_0.pdf,-,725-1805-ND,LLF77HVP,Cynergy 3,FLOAT SWITCH 100VA PVDF VITON,5,0,"80.17000","0","1","LLF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polyvinylidene Fluoride (PVDF)","-10°C ~ 105°C","300V"
https://www.gavazzionline.com/pdf/CLH5_eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_CLH3.jpg,1864-1618-ND,CLH3,Carlo Gavazzi Inc.,PROBE,4,0,"88.00000","0","1","CLH","Active","Liquid","Relay","-","-","-","-","Threaded","Polypropylene (PP)","-20°C ~ 90°C","-"
https://www.gavazzionline.com/pdf/VPB1MNA.pdf,-,1864-2221-ND,VPB1MNA,Carlo Gavazzi Inc.,LVL SNR OPT POLY NIBR NPN CBL,1,0,"385.44000","0","1","VP","Active","Liquid","Switch","NPN","-","-","0.098"" (2.5mm), 0.197"" (5mm)","Threaded","Nickel Plated Brass","-20°C ~ 80°C","10 V ~ 40 V"
http://www.onsemi.com/pub/Collateral/SPSXF001-D.PDF,-,SPS1F001PET-ND,SPS1F001PET,ON Semiconductor,FCC-FLUID LEVEL-PET,0,6000,"4.05000","0","1000","-","Active","-","-","-","-","-","-","-","-","-20°C ~ 60°C","-"
http://www.onsemi.com/pub/Collateral/SPSXF001-D.PDF,-,SPS2F001PET-ND,SPS2F001PET,ON Semiconductor,ETSI-FLUID LEVEL-PET,0,6000,"4.05000","0","1000","-","Active","-","-","-","-","-","-","-","-","-20°C ~ 60°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_sensors/littelfuse_reed_sensors_59630_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/59630-1-T-02-A.jpg,59630-1-T-04-A-ND,59630-1-T-04-A,Littelfuse Inc.,REED SENSOR W/INTEGRAL FLOAT,0,0,"4.27500","0","500","59630","Active","Liquid","Switch (Single Float)","SPST-NO","500mA","-","0.2"" (5.08 mm)","Panel Mount, M8 Thread","-","-40°C ~ 105°C","200VDC"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_sensors/littelfuse_reed_sensors_59630_datasheet.pdf.pdf,-,59630-1-T-01-D-ND,59630-1-T-01-D,Littelfuse Inc.,REED SENSOR W/INTEGRAL FLOAT,0,0,"4.65000","0","500","59630","Active","Liquid","Switch (Single Float)","SPST-NO","500mA","-","0.2"" (5.08 mm)","Panel Mount, M8 Thread","-","-40°C ~ 105°C","200VDC"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_sensors/littelfuse_reed_sensors_59630_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/59630-1-T-02-A.jpg,59630-4-T-05-F-ND,59630-4-T-05-F,Littelfuse Inc.,REED SENSOR W/INTEGRAL FLOAT,0,0,"5.02500","0","500","59630","Active","Liquid","Switch (Single Float)","SPST-NC","500mA","-","0.2"" (5.08 mm)","Panel Mount, M8 Thread","-","-40°C ~ 105°C","200VDC"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_sensors/littelfuse_reed_sensors_59630_datasheet.pdf.pdf,-,59630-4-T-02-C-ND,59630-4-T-02-C,Littelfuse Inc.,REED SENSOR W/INTEGRAL FLOAT,0,0,"6.40000","0","100","59630","Active","Liquid","Switch (Single Float)","SPST-NC","500mA","-","0.2"" (5.08 mm)","Panel Mount, M8 Thread","-","-40°C ~ 105°C","200VDC"
