Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Amplifier Type","Voltage - Supply","Output Type","Current - Supply","Operating Temperature","Mounting Type"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/ls-500_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LS-501P-C2.jpg,1110-3466-ND,LS-501P-C2,Panasonic Industrial Automation Sales,DIGITAL LASER AMP CBL TYPE PNP,0,0,"270.00000","0","1","LS","Active","General Purpose","12V ~ 24V","PNP - Open Collector","50mA","-10°C ~ 55°C (TA)","Bracket Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2CY.pdf,-,E2CY-T11-ND,E2CY-T11,Omron Automation and Safety,AMP 12-24VDC 3-WIRE NPN FOR E2CY,0,0,"276.82000","0","1","E2CY","Active","Standard","12V ~ 24V","NPN","40mA","-10°C ~ 55°C (TA)","Bracket Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-AK4A-ND,E2C-AK4A,Omron Automation and Safety,AMP 90-264VAC FOR E2C PROX,0,0,"277.20000","0","1","E2C","Active","Standard","90 V ~ 264 VAC","Transistor","55mA","-10°C ~ 55°C (TA)","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-N.pdf,-,E3X-NT21-ND,E3X-NT21,Omron Automation and Safety,AUTOTUNE NPN TMR REMOTE TCH,0,0,"278.08000","0","1","E3X-N","Active","Multi Function","12V ~ 24V","NPN","50mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-N.pdf,-,E3X-NT51-ND,E3X-NT51,Omron Automation and Safety,AUTOTUNE PNP TMR REMOTE TCH,0,0,"278.08000","0","1","E3X-N","Active","Multi Function","12V ~ 24V","PNP","50mA","-25°C ~ 55°C (TA)","DIN Rail"
-,-,SV190024-ND,SV190024,Carlo Gavazzi Inc.,LVL RLY OPTICAL SPDT 24VAC,0,0,"278.08000","0","1","-","Active","General Purpose","24VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV190230-ND,SV190230,Carlo Gavazzi Inc.,LVL RLY OPTICAL SPDT 230VAC,0,0,"278.08000","0","1","-","Active","General Purpose","230VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV190724-ND,SV190724,Carlo Gavazzi Inc.,LVL RLY OPTICAL SPDT 24VDC,0,0,"278.08000","0","1","-","Active","General Purpose","24VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,//media.digikey.com/Photos/Panasonic%20Photos/LS-403.jpg,1110-3419-ND,LS-403,Panasonic Industrial Automation Sales,DIGITAL LASER AMPLIFIER,0,0,"282.80000","0","1","LS","Active","General Purpose","12V ~ 24V","-","50mA","-10°C ~ 55°C (TA)","Bracket Mount"
http://www.beisensors.com/pdfs/antidither.pdf,-,EM-DR1-AD-15-TB-28V/V-ND,EM-DR1-AD-15-TB-28V/V,Sensata-BEI Sensors,ISOLATOR MODULE FOR ENCODER 15V,0,0,"292.13000","0","1","-","Active","Encoder Amplifier/Isolator","28V","-","-","-","DIN Rail"
http://www.beisensors.com/pdfs/antidither.pdf,-,EM-DR1-AD-5-TB-28V/V-ND,EM-DR1-AD-5-TB-28V/V,Sensata-BEI Sensors,ISOLATOR MODULE FOR ENCODER 5V,0,0,"292.13000","0","1","-","Active","Encoder Amplifier/Isolator","28V","-","-","-","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FAH6-ND,E3NX-FAH6,Omron Automation and Safety,FIBER AMP 1CH STD NPN CONN,0,0,"302.40000","0","1","E3NX","Active","Fiber Amp","10V ~ 30V","NPN","45mA","-25°C ~ 50°C","Bracket Mount"
https://downloads.omron.eu/IAB/Products/Sensing/Mark%20&%20Colour%20Sensors/E3X-DAC-S/E384/E3X_DAC_S_DataSheet_EN_201211.pdf,-,E3X-DAC8-S-ND,E3X-DAC8-S,Omron Automation and Safety,SENSOR DIGITAL FIBER PNP,0,0,"303.36000","0","1","E3X-DA-S","Active","Twin Output","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FAH112M-ND,E3NX-FAH11 2M,Omron Automation and Safety,FIBER AMP 1CH STD NPN 2M CBL,0,15,"307.44000","0","1","E3NX","Active","Fiber Amp","10V ~ 30V","NPN","35mA","-25°C ~ 45°C","Bracket Mount"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FAH8-ND,E3NX-FAH8,Omron Automation and Safety,FIBER AMP 1CH STD PNP CONN,0,5,"307.44000","0","1","E3NX","Active","Fiber Amp","10V ~ 30V","PNP","45mA","-25°C ~ 50°C","Bracket Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA_Guide.pdf,-,E3X-DAC11-S2M-ND,E3X-DAC11-S 2M,Omron Automation and Safety,SENSOR DIGITAL FIBER 2M NPN,0,0,"309.68000","0","1","E3X-DA-S","Active","Standard","12V ~ 24V","NPN","40mA","-","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FAH412M-ND,E3NX-FAH41 2M,Omron Automation and Safety,FIBER AMP 1CH STD PNP 2M CBL,0,5,"312.48000","0","1","E3NX","Active","Fiber Amp","10V ~ 30V","PNP","45mA","-25°C ~ 40°C","Bracket Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-NH.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/E3X-NH11,21,41,51.jpg",Z1113-ND,E3X-NH51,Omron Automation and Safety,SENSOR PHOTO AMP FIBEROPTC W/TMR,0,0,"316.00000","0","1","E3X-NH","Active","Timer Function","12V ~ 24V","PNP","75mA","-25°C ~ 55°C (TA)","DIN Rail"
https://downloads.omron.eu/IAB/Products/Sensing/Mark%20&%20Colour%20Sensors/E3X-DAC-S/E384/E3X_DAC_S_DataSheet_EN_201211.pdf,-,E3X-DAC41-S2M-ND,E3X-DAC41-S 2M,Omron Automation and Safety,SENSOR DIGITAL FIBER 2M PNP,0,0,"316.00000","0","1","E3X-DA-S","Active","Standard","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
https://downloads.omron.eu/IAB/Products/Sensing/Mark%20&%20Colour%20Sensors/E3X-DAC-S/E384/E3X_DAC_S_DataSheet_EN_201211.pdf,-,E3X-DAC6-S-ND,E3X-DAC6-S,Omron Automation and Safety,SENSOR DIGITAL FIBER NPN,0,0,"316.00000","0","1","E3X-DA-S","Active","Twin Output","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
-,-,E3X-NH215M-ND,E3X-NH21 5M,Omron Automation and Safety,FIBER OPTIC AMP HIGH PRECISION,0,0,"316.00000","0","1","E3X-NH","Active","Timer Function","12V ~ 24V","NPN","75mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e2cy-sd_d112-e1_2_3_csm1000536.pdf,-,E2CY-SD112M-ND,E2CY-SD11 2M,Omron Automation and Safety,AMPLIFIER NONFERROUS PROX,0,19,"322.56000","0","1","E2CY","Active","-","12V ~ 24V","NPN - Open Collector","45mA","-10°C ~ 55°C (TA)","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E32%20Series.pdf,-,E32-T11N5M-ND,E32-T11N 5M,Omron Automation and Safety,SENSOR FIBER OPTIC AMP FLEX 5M,0,0,"327.60000","0","1","E3X-DA-S","Active","Standard","12V ~ 24V","NPN","50mA","-25°C ~ 55°C (TA)","DIN Rail"
https://www.gavazzionline.com/pdf/S142ARNN924.pdf,-,S142ARNN230-ND,S142ARNN230,Carlo Gavazzi Inc.,PHOTO AMP 1CH 2NPN SPDT,0,0,"331.76000","0","1","-","Active","General Purpose","230V","NPN","-","-20°C ~ 50°C","Rack Mount"
https://www.gavazzionline.com/pdf/S142ARNN924.pdf,-,S142ARNT115-ND,S142ARNT115,Carlo Gavazzi Inc.,PHOTO AMP 1CH NPN SPDT,0,0,"331.76000","0","1","-","Active","General Purpose","115V","NPN","-","-20°C ~ 50°C","Rack Mount"
-,-,S142ANNT115-ND,S142ANNT115,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2NPN,0,0,"331.76000","0","1","-","Active","General Purpose","115VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142ANNT230-ND,S142ANNT230,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2NPN,0,0,"331.76000","0","1","-","Active","General Purpose","230VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142ANNT924-ND,S142ANNT924,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2NPN,0,0,"331.76000","0","1","-","Active","General Purpose","24VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142APPT115-ND,S142APPT115,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2PNP,0,0,"331.76000","0","1","-","Active","General Purpose","115VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142APPT230-ND,S142APPT230,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2PNP,0,0,"331.76000","0","1","-","Active","General Purpose","230VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142APPT924-ND,S142APPT924,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2PNP,0,0,"331.76000","0","1","-","Active","General Purpose","24VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142ARNT230-ND,S142ARNT230,Carlo Gavazzi Inc.,PHOTO AMP 1 CH NPN SPDT,0,0,"331.76000","0","1","-","Active","General Purpose","230VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
https://www.gavazzionline.com/pdf/S142BRNN924.pdf,-,S142BRNN024-ND,S142BRNN024,Carlo Gavazzi Inc.,PHOTO AMP 1CH 2NPN SPDT TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","24V","NPN","-","-20°C ~ 50°C","Rack Mount"
https://www.gavazzionline.com/pdf/S142BRNN924.pdf,-,S142BRNN230-ND,S142BRNN230,Carlo Gavazzi Inc.,PHOTO AMP 1CH 2NPN SPDT TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","230V","NPN","-","-20°C ~ 50°C","Rack Mount"
https://www.gavazzionline.com/pdf/S142BRNN924.pdf,-,S142BRNT115-ND,S142BRNT115,Carlo Gavazzi Inc.,PHOTO AMP 1CH NPN SPDT TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","115V","NPN","-","-20°C ~ 50°C","Rack Mount"
https://www.gavazzionline.com/pdf/S142BRNN924.pdf,-,S142BRNT924-ND,S142BRNT924,Carlo Gavazzi Inc.,PHOTO AMP 1CH NPN SPDT TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","24V","NPN","-","-20°C ~ 50°C","Rack Mount"
-,-,S142BNNT115-ND,S142BNNT115,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2NPN TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","115VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142BNNT230-ND,S142BNNT230,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2NPN TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","230VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142BNNT924-ND,S142BNNT924,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2NPN TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","24VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142BPPT115-ND,S142BPPT115,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2PNP TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","115VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142BPPT230-ND,S142BPPT230,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2PNP TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","230VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142BPPT924-ND,S142BPPT924,Carlo Gavazzi Inc.,PHOTO AMP 1 CH 2PNP TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","24VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
-,-,S142BRNT230-ND,S142BRNT230,Carlo Gavazzi Inc.,PHOTO AMP 1 CH NPN SPDT TIMER,0,0,"346.72000","0","1","-","Active","General Purpose","230VAC","Relay","100mA","-20°C ~ 50°C","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-N.pdf,-,E3X-NT11-M1J0.3M-ND,E3X-NT11-M1J 0.3M,Omron Automation and Safety,AUTOTUNE FIBER AMP PIGTAIL CONN,0,0,"347.60000","0","1","E3X-N","Active","General Purpose","12V ~ 24V","NPN","50mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA112M-ND,E3C-LDA11 2M,Omron Automation and Safety,AMP TWIN-OUTPT NPN-OUTPT W/CABLE,0,11,"347.76000","0","1","E3C-LDA","Active","Twin Output","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA11AT-ND,E3C-LDA11AT,Omron Automation and Safety,AMP ATC LASER TYPE NPN-OUTPUT,0,0,"347.76000","0","1","E3C-LDA","Active","ATC Output","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA212M-ND,E3C-LDA21 2M,Omron Automation and Safety,AMPLIF EXTERNL-INPUT NPN-OUTPUT,0,0,"347.76000","0","1","E3C-LDA","Active","External Input","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA41AT-ND,E3C-LDA41AT,Omron Automation and Safety,AMP ATC LASER TYPE PNP-OUTPUT,0,0,"347.76000","0","1","E3C-LDA","Active","ATC Output","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA512M-ND,E3C-LDA51 2M,Omron Automation and Safety,AMPLIF EXTERNAL-INPUT PNP-OUTPUT,0,0,"347.76000","0","1","E3C-LDA","Active","External Input","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA6-ND,E3C-LDA6,Omron Automation and Safety,AMP TWIN-OUTPT NPN-OUTPUT W/CONN,0,0,"347.76000","0","1","E3C-LDA","Active","Twin Output","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA6AT-ND,E3C-LDA6AT,Omron Automation and Safety,AMP ATC LASER NPN-OUTPUT W/CONN,0,0,"347.76000","0","1","E3C-LDA","Active","ATC Output","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA7-ND,E3C-LDA7,Omron Automation and Safety,AMP EXTERNL-INPT NPN-OUTPT CONN,0,0,"347.76000","0","1","E3C-LDA","Active","External Input","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA8-ND,E3C-LDA8,Omron Automation and Safety,AMP TWIN-OUTPT PNP-OUTPT W/CONN,0,0,"347.76000","0","1","E3C-LDA","Active","Twin Output","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA8AT-ND,E3C-LDA8AT,Omron Automation and Safety,AMP ATC LASER PNP-OUTPUT W/CONN,0,0,"347.76000","0","1","E3C-LDA","Active","ATC Output","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA9-ND,E3C-LDA9,Omron Automation and Safety,AMP EXTRNL-INPT PNP-OUTPT W/CONN,0,0,"347.76000","0","1","E3C-LDA","Active","External Input","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA412M-ND,E3C-LDA41 2M,Omron Automation and Safety,AMP TWIN-OUTPT PNP-OUTPT W/CABLE,0,3,"352.80000","0","1","E3C-LDA","Active","Twin Output","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
-,-,E2C-EDA8-ND,E2C-EDA8,Omron Automation and Safety,SMART PROX SENSOR,0,0,"357.84000","0","1","-","Active","Twin Output","12V ~ 24V","PNP","45mA","-10°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FAH0-ND,E3NX-FAH0,Omron Automation and Safety,SENSOR COMM MODULE NPN OUT,0,5,"362.88000","0","1","E3NX","Active","Fiber Amp","-","NPN / PNP","-","-","Bracket Mount"
http://www.ia.omron.com/data_pdf/cat/e4c-uda_ds_e_12_2_csm1725.pdf,-,E4C-UDA41-ND,E4C-UDA41,Omron Automation and Safety,"AMPLIFIER, PNP, TWIN OUTPUTS",0,0,"363.54000","0","1","-","Active","Twin Output","12V ~ 24V","PNP","80mA","-25°C ~ 70°C (TA)","Cable"
-,-,S142CRXA115-ND,S142CRXA115,Carlo Gavazzi Inc.,PHOTO AMP 1 CH SPDT MULTIPLEX,0,0,"363.66000","0","1","-","Active","General Purpose","115VAC","Relay","450mA","-20°C ~ 50°C","DIN Rail"
-,-,S142CRXA230-ND,S142CRXA230,Carlo Gavazzi Inc.,PHOTO AMP 1 CH SPDT MULTIPLEX,0,0,"363.66000","0","1","-","Active","General Purpose","230VAC","Relay","450mA","-20°C ~ 50°C","DIN Rail"
-,-,S142CRXM230-ND,S142CRXM230,Carlo Gavazzi Inc.,PHOTO AMP 1 CH SPDT MULTIPLEX,0,0,"363.66000","0","1","-","Active","General Purpose","230VAC","Relay","450mA","-20°C ~ 50°C","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e2c-eda_ds_e_8_3_csm1775.pdf,-,E2C-EDA412M-ND,E2C-EDA41 2M,Omron Automation and Safety,AMP UNIT PNP FOR E2C PROX SENS,0,11,"374.54000","0","1","E2C","Active","Twin Output","12V ~ 24V","PNP","45mA","-10°C ~ 55°C (TA)","-"
https://downloads.omron.eu/IAB/Products/Sensing/Mark%20&%20Colour%20Sensors/E3X-DAC-S/E384/E3X_DAC_S_DataSheet_EN_201211.pdf,-,E3X-DAC21-S2M-ND,E3X-DAC21-S 2M,Omron Automation and Safety,SENSOR DIGITAL FIBER 2M NPN,0,0,"379.20000","0","1","E3X-DA-S","Active","Twin Output","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA11AN-ND,E3C-LDA11AN,Omron Automation and Safety,AMP ANALOG LASER TYPE NPN-OUTPUT,0,0,"388.24000","0","1","E3C-LDA","Active","Analog Output","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
-,-,PAM02AN3ANO-ND,PAM02AN3ANO,Carlo Gavazzi Inc.,PHOTO AMP 2CH NPN NO,0,0,"388.96000","0","1","-","Active","General Purpose","18V ~ 33V","NPN","20mA","-20°C ~ 50°C","DIN Rail"
-,-,PAM02AN3APO-ND,PAM02AN3APO,Carlo Gavazzi Inc.,PHOTO AMP 2CH PNP NO,0,0,"388.96000","0","1","-","Active","General Purpose","18V ~ 33V","PNP","20mA","-20°C ~ 50°C","DIN Rail"
https://downloads.omron.eu/IAB/Products/Sensing/Mark%20&%20Colour%20Sensors/E3X-DAC-S/E384/E3X_DAC_S_DataSheet_EN_201211.pdf,-,E3X-DAC21B-S2M-ND,E3X-DAC21B-S 2M,Omron Automation and Safety,NPN PREWIRED ADVANCED 4 COLOR,0,0,"389.47000","0","1","E3X-DA-S","Active","Twin Output","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","-"
https://downloads.omron.eu/IAB/Products/Sensing/Mark%20&%20Colour%20Sensors/E3X-DAC-S/E384/E3X_DAC_S_DataSheet_EN_201211.pdf,-,E3X-DAC51B-S2M-ND,E3X-DAC51B-S 2M,Omron Automation and Safety,PNP PREWIRED ADVANCED 4 COLOR,0,0,"389.47000","0","1","E3X-DA-S","Active","Twin Output","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","-"
http://www.ia.omron.com/data_pdf/cat/e3x-hd_ds_e_7_2_csm1012032.pdf,-,E3X-CRT-ND,E3X-CRT,Omron Automation and Safety,"SMART PWR, COMPONET UNIT",0,0,"391.65000","0","1","-","Active","Standard","14 ~ 26.4 VDC","-","100mA","-","-"
http://www.ia.omron.com/data_pdf/cat/e3nx-ma_e467-e1_1_4_csm1060689.pdf,-,E3NX-MA0-ND,E3NX-MA0,Omron Automation and Safety,SENSOR COMM MODULE NPN OUT,0,0,"392.81000","0","1","E3NX","Active","Fiber Amp","-","NPN / PNP","-","-","Bracket Mount"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA11AN2M-ND,E3NX-FA11AN 2M,Omron Automation and Safety,FIBER AMP ANALOG 2OUT 2M CBL,0,3,"398.16000","0","1","E3NX","Active","Fiber Amp","10V ~ 30V","NPN","35mA","-25°C ~ 45°C","Bracket Mount"
http://www.beisensors.com/pdfs/encoder-divide-by-module.pdf,-,EM-DR1-DB5-5-TB-28V/5-ND,EM-DR1-DB5-5-TB-28V/5,Sensata-BEI Sensors,ISOLATOR MODULE 5V,0,0,"400.31000","0","1","-","Active","External Input","5V ~ 28V","NPN - Open Collector","100mA","-","DIN Rail"
-,-,E3X-DAT6-1-ND,E3X-DAT6-1,Omron Automation and Safety,HYBRID FIBER AMPLIFIER,0,0,"405.40000","0","1","-","Active","-","-","-","-","-","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E4R%208_14PFA.pdf,-,E4R-2-ND,E4R-2,Omron Automation and Safety,E4R CONTROLLER FOR E4R-A,0,0,"411.61000","0","1","-","Active","-","-","-","-","-25°C ~ 55°C (TA)","-"
http://www.ia.omron.com/data_pdf/cat/e3c-lda_ds_e_4_2_csm1704.pdf,-,E3C-LDA41AN-ND,E3C-LDA41AN,Omron Automation and Safety,AMP ANALOG LASER TYPE PNP-OUTPUT,0,0,"420.21000","0","1","E3C-LDA","Active","Analog Output","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e2c-eda_ds_e_8_3_csm1775.pdf,-,E2C-EDA112M-ND,E2C-EDA11 2M,Omron Automation and Safety,AMP UNIT NPN FOR E2C PROX SENS,0,10,"443.05000","0","1","E2C","Active","Twin Output","12V ~ 24V","NPN","45mA","-10°C ~ 55°C (TA)","-"
https://downloads.omron.eu/IAB/Products/Sensing/Measurement%20Sensors/Ultrasonic%20(OEI)/E4C(OEI)/D027/D027E13E4C.pdf,-,E4C-WH4L-ND,E4C-WH4L,Omron Automation and Safety,AMP FOR E4C-LS35 12/24VDC,0,0,"458.20000","0","1","E4C","Active","-","-","-","-","-10°C ~ 55°C (TA)","-"
https://downloads.omron.eu/IAB/Products/Sensing/Measurement%20Sensors/Ultrasonic%20(OEI)/E4C(OEI)/D027/D027E13E4C.pdf,-,E4C-WH4T-ND,E4C-WH4T,Omron Automation and Safety,AMP FOR E4C-TS50 12/24VDC,0,0,"458.20000","0","1","E4C","Active","-","-","-","-","-10°C ~ 55°C (TA)","-"
http://www.ia.omron.com/data_pdf/cat/e4c-uda_ds_e_12_2_csm1725.pdf,-,E4C-UDA41AN-ND,E4C-UDA41AN,Omron Automation and Safety,SENSOR ULTRASONIC DC AMP PNP,0,0,"486.91000","0","1","-","Active","Twin Output","12V ~ 24V","PNP","80mA","-25°C ~ 70°C (TA)","Cable"
-,-,FX2-A3R-LED-ND,FX2-A3R-LED,Panasonic Industrial Automation Sales,FIBER AMP 0.15MS 12-24VDC NPN,0,0,"495.50000","0","1","FX2","Active","External Input","12V ~ 24V","NPN","20mA","-10°C ~ 50°C (TA)","-"
-,-,PAM04AN3ANO-ND,PAM04AN3ANO,Carlo Gavazzi Inc.,PHOTO AMP 4CH NPN NO,0,0,"499.24000","0","1","-","Active","General Purpose","18V ~ 33V","NPN","20mA","-20°C ~ 50°C","DIN Rail"
-,-,PAM04AN3APO-ND,PAM04AN3APO,Carlo Gavazzi Inc.,PHOTO AMP 4CH PNP NO,0,0,"499.24000","0","1","-","Active","General Purpose","18V ~ 33V","PNP","20mA","-20°C ~ 50°C","DIN Rail"
https://downloads.omron.eu/IAB/Products/Sensing/Inductive%20Sensors/Special%20Models/E2C-EDA/Z223%20(OEI)/E3X_DRT21_S_manual_en_201010.pdf,-,E3X-DRT21-S-ND,E3X-DRT21-S,Omron Automation and Safety,COMM UNIT DEVICENET FOR E3XDAS,0,0,"509.75000","0","1","-","Active","Standard","11V ~ 25V","-","70mA","-","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e2c-eda_ds_e_8_3_csm1775.pdf,-,E2C-EDA212M-ND,E2C-EDA21 2M,Omron Automation and Safety,SMART PROX SENSOR,0,0,"520.70000","0","1","E2C","Active","Twin Output","12V ~ 24V","NPN","45mA","-10°C ~ 55°C (TA)","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2CA_Series.pdf,-,E2CA-AL4D-ND,E2CA-AL4D,Omron Automation and Safety,AMP DC 4-20MA FOR E2CA-X2A/-5M,0,0,"538.66000","0","1","E2CA","Active","Standard","10V ~ 30V","Linear","70mA","-10°C ~ 55°C (TA)","Panel Mount"
http://www.ia.omron.com/data_pdf/cat/e3x-hd_ds_e_7_2_csm1012032.pdf,-,E3X-ECT-ND,E3X-ECT,Omron Automation and Safety,"SMART PWR, ETHERCAT UNIT",0,0,"563.33000","0","1","-","Active","Standard","20.4 V ~ 26.4 VDC","-","100mA","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-NL.pdf,-,E3X-NL112M-ND,E3X-NL11 2M,Omron Automation and Safety,FAO AMPLIFIER/USE E32-S15 FBR,0,0,"572.75000","0","1","E3X-NL","Active","Mark Detecting","12V ~ 24V","NPN","100mA","-25°C ~ 55°C (TA)","DIN Rail"
