Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Applications","Pressure Type","Operating Pressure","Output Type","Output","Accuracy","Voltage - Supply","Port Size","Port Style","Features","Termination Style","Maximum Pressure","Operating Temperature","Package / Case","Supplier Device Package"
http://sensing.honeywell.com/index.php?ci_id=151134,"//media.digikey.com/Photos/Honeywell%20Photos/MFG_SSCDAN%20Series,%208-DIP%20Module%20Series.jpg",480-5584-ND,SSCDANN015PAAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRES 15PSI ABSO 5V DIP,237,0,"36.04000","0","1","TruStability® SSC","Active","Board Mount","Absolute","15PSI (103.42kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.75V ~ 5.25V","Male - 0.19"" (4.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","PC Pin","30PSI (206.84kPa)","-40°C ~ 85°C","8-DIP (0.524"", 13.30mm), Top Port","8-DIP"
http://sensing.honeywell.com/index.php?ci_id=151134,//media.digikey.com/Photos/Honeywell%20Photos/MFG_SSCDRRN%20Series.jpg,480-6643-ND,SSCDRRN100MDAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRES .1BAR DIFF 5V DIP,218,0,"36.04000","0","1","TruStability® SSC","Active","Board Mount","Differential","±1.45PSI (±10kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.75V ~ 5.25V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","PC Pin","±20.31PSI (±140kPa)","-40°C ~ 85°C","8-DIP (0.524"", 13.30mm), Dual Ports, Same Side","8-DIP"
http://sensing.honeywell.com/index.php?ci_id=151134,//media.digikey.com/Photos/Honeywell%20Photos/MFG_SSCDRRN%20Series.jpg,480-5644-ND,SSCDRRN001PDAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRES 1PSI DIFF 5V DIP,204,0,"36.83000","0","1","TruStability® SSC","Active","Board Mount","Differential","±1PSI (±6.89kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.75V ~ 5.25V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","PC Pin","±10PSI (±68.95kPa)","-40°C ~ 85°C","8-DIP (0.524"", 13.30mm), Dual Ports, Same Side","8-DIP"
http://sensing.honeywell.com/index.php?ci_id=151134,//media.digikey.com/Photos/Honeywell%20Photos/MFG_SSCMRRx%20Series.jpg,480-5530-ND,SSCMRRN005PDAA3,Honeywell Sensing and Productivity Solutions,SENSOR PRESS 5PSI DIFF 3.3V SMD,367,0,"37.08000","0","1","TruStability® SSC","Active","Board Mount","Differential","±5PSI (±34.47kPa)","Analog Voltage","0.33 V ~ 2.97 V","±0.25%","3V ~ 3.6V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","SMD (SMT) Tab","±30PSI (±206.84kPa)","-40°C ~ 85°C","8-SMD, J-Lead, Dual Ports, Same Side","8-SMT"
http://sensing.honeywell.com/index.php?ci_id=151134,//media.digikey.com/Photos/Honeywell%20Photos/MFG_SSCMRNN%20Series.jpg,480-6218-ND,SSCMRNN1.6BA7A5,Honeywell Sensing and Productivity Solutions,SENSOR PRES 1.6BAR ABSO 5V SMD,156,0,"37.08000","0","1","TruStability® SSC","Active","Board Mount","Absolute","23.21PSI (160kPa)","I²C","12 b","±0.25%","4.75V ~ 5.25V","Male - 0.08"" (1.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","SMD (SMT) Tab","58.02PSI (400kPa)","-40°C ~ 85°C","8-SMD, J-Lead, Side Port","8-SMT"
http://sensing.honeywell.com/index.php?ci_id=151133,"//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCDANxxxxzzzAx,%208-DIP%20Series.jpg",480-6592-ND,HSCDANN060PGSA3,Honeywell Sensing and Productivity Solutions,SENSOR PRES 60PSI GAUG 3.3V DIP,245,0,"37.59000","0","1","TruStability® HSC","Active","Board Mount","Vented Gauge","60PSI (413.69kPa)","SPI","12 b","±0.25%","3V ~ 3.6V","Male - 0.19"" (4.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","PC Pin","120PSI (827.37kPa)","-20°C ~ 85°C","8-DIP (0.524"", 13.30mm), Top Port","8-DIP"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCSAN%20Series.jpg,480-5482-ND,HSCSANN150PG2A3,Honeywell Sensing and Productivity Solutions,SENSOR PRES 150PSI GAUG 3.3V SIP,226,0,"37.59000","0","1","TruStability® HSC","Active","Board Mount","Vented Gauge","150PSI (1034.21kPa)","I²C","12 b","±0.25%","3V ~ 3.6V","Male - 0.19"" (4.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","PC Pin","250PSI (1723.69kPa)","-20°C ~ 85°C","4-SIP, Side Port","4-SIP"
http://sensing.honeywell.com/index.php?ci_id=151133,"//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCDANxxxxzzzAx,%208-DIP%20Series.jpg",480-6591-ND,HSCDANN015PA2A3,Honeywell Sensing and Productivity Solutions,SENSOR PRES 15PSI ABSO 3.3V DIP,211,0,"38.37000","0","1","TruStability® HSC","Active","Board Mount","Absolute","15PSI (103.42kPa)","I²C","12 b","±0.25%","3V ~ 3.6V","Male - 0.19"" (4.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","PC Pin","30PSI (206.84kPa)","-20°C ~ 85°C","8-DIP (0.524"", 13.30mm), Top Port","8-DIP"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Data+Sheet%7FMS4515%7FB2%7Fpdf%7FEnglish%7FENG_DS_MS4515_B2.pdf%7FCAT-BLPS0040,//media.digikey.com/Photos/Measurement%20Specialties%20Photos/4515-DS5A002DP.jpg,223-1122-ND,4515-DS5A002DP,TE Connectivity Measurement Specialties,SENSOR PRESSURE DIFF 2"" H2O 8DIP,311,0,"38.54000","0","1","-","Active","Board Mount","Differential","0.07PSI (0.5kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","5V","Male - 0.14"" (3.56mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","PC Pin","10PSI (68.95kPa)","-10°C ~ 85°C","8-DIP Module","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MS4415&DocType=DS&DocLang=English,//media.digikey.com/Photos/Measurement%20Specialties%20Photos/4515-DS5A020DP.jpg,223-1437-ND,4515-DS5B002DP,TE Connectivity Measurement Specialties,SENSOR PRESS DIFF,107,0,"38.54000","0","1","-","Active","Board Mount","Differential","0.07PSI (0.5kPa)","Analog Voltage","0.25 V ~ 4.75 V","±0.25%","5V","Male - 0.14"" (3.56mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","PC Pin","10PSI (68.95kPa)","-10°C ~ 85°C","8-DIP Module","-"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCMRRN%5ED%20Series.jpg,480-5428-ND,HSCMRRN005PDSA5,Honeywell Sensing and Productivity Solutions,SENSOR PRES 5V SMD,312,0,"39.29000","0","1","TruStability® HSC","Active","Board Mount","Differential","±5PSI (±34.47kPa)","SPI","12 b","±0.25%","4.75V ~ 5.25V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","J Lead","±30PSI (±206.84kPa)","-20°C ~ 85°C","8-SMD, J-Lead, Dual Ports, Same Side","8-SMD"
http://sensing.honeywell.com/index.php?ci_id=151134,//media.digikey.com/Photos/Honeywell%20Photos/MFG_SSCSNBNxyz%20Series.jpg,480-3650-ND,SSCSNBN030PAAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRES 30PSI ABSO 5V SIP,330,0,"39.45000","0","1","TruStability® SSC","Active","Board Mount","Absolute","30PSI (206.84kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.75V ~ 5.25V","Male - 0.19"" (4.8mm) Tube, Dual","Barbless","Amplified Output, Temperature Compensated","PC Pin","60PSI (413.69kPa)","-40°C ~ 85°C","4-SIP, Dual Ports, Same Side","4-SIP"
http://sensing.honeywell.com/index.php?ci_id=151134,//media.digikey.com/Photos/Honeywell%20Photos/MFG_SSCSNBNxyz%20Series.jpg,480-5398-5-ND,SSCSNBN005PDAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRESS 5PSI DIFF 5V SIP,149,0,"39.45000","0","1","TruStability® SSC","Active","Board Mount","Differential","±5PSI (±34.47kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.75V ~ 5.25V","Male - 0.19"" (4.8mm) Tube, Dual","Barbless","Amplified Output, Temperature Compensated","PC Pin","±30PSI (±206.84kPa)","-40°C ~ 85°C","4-SIP, Dual Ports, Same Side","4-SIP"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1220&DocType=Data+Sheet&DocLang=English,//media.digikey.com/photos/Measurement%20Specialties%20Photos/1220A-100G-3N.JPG,223-1109-ND,1220A-100G-3N,TE Connectivity Measurement Specialties,SENSOR 100PSID 50MV 8PIN PCB,488,0,"40.13000","0","1","-","Active","Board Mount","Vented Gauge","100PSI (689.48kPa)","Wheatstone Bridge","0 mV ~ 50 mV","±0.1%","1.235V","-","No Port","Temperature Compensated","PC Pin","200PSI (1378.95kPa)","-40°C ~ 125°C","8-DIP Module","-"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCDRRD%20Series.jpg,480-6606-ND,HSCDRRN400MD2A3,Honeywell Sensing and Productivity Solutions,SENSOR PRES .4BAR DIFF 3.3V DIP,231,0,"40.29000","0","1","TruStability® HSC","Active","Board Mount","Differential","±5.8PSI (±40kPa)","I²C","12 b","±0.25%","3V ~ 3.6V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","PC Pin","±29.01PSI (±200kPa)","-20°C ~ 85°C","8-DIP (0.524"", 13.30mm), Dual Ports, Same Side","8-DIP"
http://sensing.honeywell.com/index.php?ci_id=151133,"//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCDANxxxxzzzAx,%208-DIP%20Series.jpg",480-3877-ND,HSCDANN015PAAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRES 15PSI ABSO 5V DIP,187,0,"40.29000","0","1","TruStability® HSC","Active","Board Mount","Absolute","15PSI (103.42kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.75V ~ 5.25V","Male - 0.19"" (4.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","PC Pin","30PSI (206.84kPa)","-20°C ~ 85°C","8-DIP (0.524"", 13.30mm), Top Port","8-DIP"
https://sensing.honeywell.com/index.php?ci_id=49633,//media.digikey.com/photos/Honeywell%20Photos/076575%2000000040%2001.JPG,480-2051-ND,76575-00000040-01,Honeywell Sensing and Productivity Solutions,SWITCH PRESSURE N.O. 4PSI,206,0,"40.34000","0","1","5000","Active","Industrial Automation","Switch","4PSI (27.58kPa)","SPST-NO","-","-","-","Male - 1/8"" (3.18mm) NPT","Threaded","-","Screw Terminal","500PSI (3447.38kPa)","-40°C ~ 121°C","Cylinder","-"
https://sensing.honeywell.com/index.php?ci_id=49633,//media.digikey.com/photos/Honeywell%20Photos/076580%2000000100%2001.JPG,480-2056-ND,76580-00000100-01,Honeywell Sensing and Productivity Solutions,SWITCH PRESSURE D.C. 10PSI,106,0,"40.34000","0","1","5000","Active","Industrial Automation","Switch","10PSI (68.95kPa)","SPDT","-","-","-","Male - 1/8"" (3.18mm) NPT","Threaded","-","Screw Terminal","500PSI (3447.38kPa)","-40°C ~ 121°C","Cylinder","-"
http://sensing.honeywell.com/index.php?ci_id=151134,"//media.digikey.com/Photos/Honeywell%20Photos/MFG_SSCDAN%20Series,%208-DIP%20Module%20Series.jpg",480-3339-ND,SSCDANT150PGAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRES 150PSI GAUGE 5V ANLG,234,0,"40.61000","0","1","TruStability® SSC","Active","Board Mount","Vented Gauge","150PSI (1034.21kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.75V ~ 5.25V","Male - 0.19"" (4.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","PC Pin","250PSI (1723.69kPa)","-40°C ~ 85°C","8-DIP (0.524"", 13.30mm), Top Port","8-DIP"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCMRRN%5ED%20Series.jpg,480-5429-ND,HSCMRRN060MDSA3,Honeywell Sensing and Productivity Solutions,SENSOR PRES 3.3V SMD,499,0,"41.26000","0","1","TruStability® HSC","Active","Board Mount","Differential","±0.87PSI (±6kPa)","SPI","12 b","±0.25%","3V ~ 3.6V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","J Lead","±12.33PSI (±85kPa)","-20°C ~ 85°C","8-SMD, J-Lead, Dual Ports, Same Side","8-SMD"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCMRN%20SERIES.jpg,480-4984-ND,HSCMRNN1.6BASA3,Honeywell Sensing and Productivity Solutions,SENSOR PRES 1.6BAR ABSO 3.3V SMD,231,0,"41.26000","0","1","TruStability® HSC","Active","Board Mount","Absolute","23.21PSI (160kPa)","SPI","12 b","±0.25%","3V ~ 3.6V","Male - 0.08"" (1.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","J Lead","58.02PSI (400kPa)","-20°C ~ 85°C","8-SMD, J-Lead, Side Port","8-SMD"
http://sensing.honeywell.com/index.php?ci_id=151134,//media.digikey.com/Photos/Honeywell%20Photos/MFG_SSCSNBNxyz%20Series.jpg,480-5582-ND,SSCSNBN015PAAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRES 15PSI ABSO 5V SIP,433,0,"41.42000","0","1","TruStability® SSC","Active","Board Mount","Absolute","15PSI (103.42kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.75V ~ 5.25V","Male - 0.19"" (4.8mm) Tube, Dual","Barbless","Amplified Output, Temperature Compensated","PC Pin","30PSI (206.84kPa)","-40°C ~ 85°C","4-SIP, Dual Ports, Same Side","4-SIP"
http://sensing.honeywell.com/index.php?ci_id=151134,"//media.digikey.com/Photos/Honeywell%20Photos/MFG_SSCDAN%20Series,%208-DIP%20Module%20Series.jpg",480-6217-ND,SSCDANT030PASA5,Honeywell Sensing and Productivity Solutions,SENSOR PRES 30PSI ABSO 5V DIP,104,0,"41.45000","0","1","TruStability® SSC","Active","Board Mount","Absolute","30PSI (206.84kPa)","SPI","12 b","±0.25%","4.75V ~ 5.25V","Male - 0.19"" (4.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","PC Pin","60PSI (413.69kPa)","-40°C ~ 85°C","8-DIP (0.524"", 13.30mm), Top Port","8-DIP"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCDRRD%20Series.jpg,480-5414-ND,HSCDRRD160MDSA3,Honeywell Sensing and Productivity Solutions,SENSOR PRES 3.3V DIP,394,0,"41.67000","0","1","TruStability® HSC","Active","Board Mount","Differential","±2.32PSI (±16kPa)","SPI","12 b","±0.25%","3V ~ 3.6V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","PC Pin","±20.31PSI (±140kPa)","-20°C ~ 85°C","8-DIP (0.524"", 13.30mm), Dual Ports, Same Side","8-DIP"
http://sensing.honeywell.com/index.php?ci_id=142173,//media.digikey.com/Photos/Honeywell%20Photos/MFG_NSCSHHN0xxPxUNV%20Series.jpg,480-3783-ND,NSCSHHN001PDUNV,Honeywell Sensing and Productivity Solutions,SENSOR PRESS DIFF 1PSI,216,0,"41.89000","0","1","TruStability® NSC","Active","Board Mount","Differential","±1PSI (±6.89kPa)","Wheatstone Bridge","0 mV ~ 65 mV (5V)","±0.25%","1.5V ~ 12V","Male - 0.16"" (3.94mm) Tube, Dual","Barbed","-","PC Pin","±10PSI (±68.95kPa)","-40°C ~ 85°C","4-SIP, Dual Ports, Same Side","4-SIP"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCMANDNT%20Series.jpg,480-6191-ND,HSCMAND150PA4A3,Honeywell Sensing and Productivity Solutions,SENSOR PRES 150PSI ABSO 3.3V SMD,261,0,"42.64000","0","1","TruStability® HSC","Active","Board Mount","Absolute","150PSI (1034.21kPa)","I²C","12 b","±0.25%","3V ~ 3.6V","Male - 0.19"" (4.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","J Lead","250PSI (1723.69kPa)","-20°C ~ 85°C","8-SMD, J-Lead, Top Port","8-SMD"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCMRRN%5ED%20Series.jpg,480-6192-ND,HSCMRRD100PDSA3,Honeywell Sensing and Productivity Solutions,SENSOR PRES 100PSI DIFF 3.3V SMT,192,0,"42.64000","0","1","TruStability® HSC","Active","Board Mount","Differential","±100PSI (±689.48kPa)","SPI","12 b","±0.25%","3V ~ 3.6V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","J Lead","-","-20°C ~ 85°C","8-SMD, J-Lead, Dual Ports, Same Side","8-SMD"
http://sensing.honeywell.com/index.php?ci_id=151133,"//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCDANxxxxzzzAx,%208-DIP%20Series.jpg",480-3333-ND,HSCDANT001PGSA3,Honeywell Sensing and Productivity Solutions,SENSOR PRES 1PSI GAUGE 3V DIGITA,235,0,"42.77000","0","1","TruStability® HSC","Active","Board Mount","Vented Gauge","1PSI (6.89kPa)","SPI","12 b","±0.25%","3V ~ 3.6V","Male - 0.19"" (4.93mm) Tube","Barbed","Amplified Output, Temperature Compensated","PC Pin","10PSI (68.95kPa)","-20°C ~ 85°C","8-DIP (0.524"", 13.30mm), Top Port","8-DIP"
http://sensing.honeywell.com/index.php?ci_id=142173,//media.digikey.com/Photos/Honeywell%20Photos/MFG_NSCSHHN0xxPxUNV%20Series.jpg,480-3798-ND,NSCSHHN030PDUNV,Honeywell Sensing and Productivity Solutions,SENSOR PRESS DIFF 30PSI,262,0,"43.98000","0","1","TruStability® NSC","Active","Board Mount","Differential","±30PSI (±206.84kPa)","Wheatstone Bridge","0 mV ~ 207 mV (5V)","±0.25%","1.5V ~ 12V","Male - 0.16"" (3.94mm) Tube, Dual","Barbed","-","PC Pin","±60PSI (±413.69kPa)","-40°C ~ 85°C","4-SIP, Dual Ports, Same Side","4-SIP"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Sensors%20PDFs/PS-A_Series.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ADP52x1.JPG,P17106-ND,ADP5211,Panasonic Electronic Components,PRESSURE SENSOR,121,0,"46.86000","0","1","PS-A","Active","Board Mount","Vented Gauge","-14.5PSI (-100kPa)","Wheatstone Bridge","0 V ~ 4.5 V","±1.5%","5V","Male - 0.12"" (3mm) Tube","Barbless","Amplified Output, Temperature Compensated","Gull Wing","-29.01PSI (-200kPa)","-10°C ~ 60°C","6-SMD Module","-"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCDRRD%20Series.jpg,480-3335-ND,HSCDRRT001PD2A3,Honeywell Sensing and Productivity Solutions,SENSOR PRES 1PSI DIFF 3V DIGITAL,239,0,"47.22000","0","1","TruStability® HSC","Active","Board Mount","Differential","±1PSI (±6.89kPa)","I²C","12 b","±0.25%","3V ~ 3.6V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","PC Pin","±10PSI (±68.95kPa)","-20°C ~ 85°C","8-DIP (0.524"", 13.30mm), Dual Ports, Same Side","8-DIP"
http://www.allsensors.com/datasheets/DS-0095_Rev_C1.pdf,//media.digikey.com/Photos/All%20Sensors%20Photos/MFG_A6AAF%20Series.jpg,442-1035-ND,15 PSI-D-HGRADE-MV,Amphenol All Sensors Corporation,SENSOR 15PSID MV DUAL,165,0,"48.40000","0","1","AXCX","Active","Board Mount","Differential","15PSI (103.42kPa)","Wheatstone Bridge","0 mV ~ 90 mV (12V)","±0.5%","16V","Male - 0.19"" (4.83mm) Tube, Dual","Barbless","Temperature Compensated","PC Pin","60PSI (413.69kPa)","-25°C ~ 85°C","6-SIP Module","-"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCMRRN%5ED%20Series.jpg,480-5427-ND,HSCMRRN005NDAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRESSURE DIFF 5"" H2O 8SMD,154,0,"48.85000","0","1","TruStability® HSC","Active","Board Mount","Differential","±0.18PSI (±1.25kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.95V ~ 5.05V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","J Lead","±10.84PSI (±74.75kPa)","-20°C ~ 85°C","8-SMD, J-Lead, Dual Ports, Same Side","8-SMD"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCSAANDxxxyzxA35%20Series.jpg,480-6613-ND,HSCSAAN010NDAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRESS DIFF 10"" H2O 4SIP,282,0,"52.00000","0","1","TruStability® HSC","Active","Board Mount","Differential","±0.36PSI (±2.49kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.95V ~ 5.05V","Male - 0.19"" (4.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","PC Pin","±12.65PSI (±87.21kPa)","-20°C ~ 85°C","4-SIP, Dual Ports, Opposite Sides","4-SIP"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=174,//media.digikey.com/Photos/GE%20Sensing%20Photos/NCP-1210%20Series.jpg,235-1391-ND,NPC-1210-10WD-3-S,Amphenol Advanced Sensors,SENSOR PRESS DIFF 10"" H2O 8DIP,141,0,"52.16000","0","1","NPC-1210","Active","Board Mount","Differential","0.36PSI (2.49kPa)","Wheatstone Bridge","0 mV ~ 50 mV","±0.5%","-","Male - 0.13"" (3.23mm) Tube, Dual","Barbless","Temperature Compensated","PC Pin","5PSI (34.47kPa)","-40°C ~ 125°C","8-DIP Module","-"
http://www.allsensors.com/datasheets/DS-0102_Rev_A.pdf,"//media.digikey.com/photos/All%20Sensors%20Photos/BARO-A-4V-MINI-PRIME,BARO-A-4V-MINI-MIL,BARO-A-4V-MINI.jpg",442-1099-ND,5 INCH-G-P4V-MINI,Amphenol All Sensors Corporation,SENSOR PRESS GAUGE 5"" H2O 4SIP,198,0,"52.70000","0","1","MAMP","Active","Board Mount","Vented Gauge","0.18PSI (1.25kPa)","Analog Voltage","0.25 V ~ 4.25 V","±0.25%","4.5V ~ 5.5V","Male - 0.08"" (2.03mm) Tube, Dual","Barbless","Amplified Output, Temperature Compensated","PC Pin","7.23PSI (49.83kPa)","-40°C ~ 125°C","4-SIP Module","-"
https://sensing.honeywell.com/honeywell-sensing-26pc-series-miniature-low-pressure-smt-sensors-datasheet-32307745-a-en.pdf,"//media.digikey.com/photos/Honeywell%20Photos/24PC01SMT,%2026PC01SMT,%2026PC15SMT.jpg",480-2506-5-ND,26PC01SMT,Honeywell Sensing and Productivity Solutions,SENSOR SMD 1PSI DIFFERENTIAL,292,0,"53.98000","0","1","26PC SMT","Active","Board Mount","Compound","±1PSI (±6.89kPa)","Wheatstone Bridge","0 mV ~ 16.7 mV (10V)","±1.75%","2.5V ~ 16V","Male - 0.07"" (1.88mm) Tube","Barbless","Temperature Compensated","Gull Wing","±20PSI (±137.9kPa)","-40°C ~ 85°C","4-SMD Module","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MSP300&DocType=Data+Sheet&DocLang=English,//media.digikey.com/Photos/Measurement%20Specialties%20Photos/M3021-000005-250PG.jpg,223-1248-ND,M3021-000005-250PG,TE Connectivity Measurement Specialties,TRANSDUCER 0-100MV 250# PRES,292,0,"55.80000","0","1","MSP300","Active","Industrial Automation","Vented Gauge","250PSI (1723.69kPa)","Analog Voltage","0 mV ~ 100 mV (5V)","±1%","5V","Male - 1/4"" (6.35mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable","500PSI (3447.38kPa)","-20°C ~ 85°C","Cylinder, Threaded","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MSP300&DocType=Data+Sheet&DocLang=English,//media.digikey.com/Photos/Measurement%20Specialties%20Photos/MFG_MSP300.JPG,MSP3103P1-ND,M3021-000005-10KPG,TE Connectivity Measurement Specialties,TRANSDUCER 0-100MV 10000# PRES,163,0,"55.80000","0","1","MSP300","Active","Industrial Automation","Vented Gauge","10000PSI (68947.57kPa)","Analog Voltage","0 mV ~ 100 mV (5V)","±1%","5V","Male - 1/4"" (6.35mm) NPT","Threaded","Temperature Compensated","Cable","20000PSI (137895.15kPa)","-20°C ~ 85°C","Cylinder, Threaded","-"
https://sensing.honeywell.com/honeywell-sensing-trustability-rsc-series-data-sheet-32321348-c-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/RSCMJJM005NDSE3.JPG,480-6887-ND,RSCMJJM005NDSE3,Honeywell Sensing and Productivity Solutions,SENSOR PRESS DIFF 5"" H2OF 3.3V S,204,0,"59.91000","0","1","TruStability® RSC","Active","Board Mount","Differential","±0.18PSI (±1.25kPa)","SPI","24 b","±0.1%","3V ~ 3.6V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Temperature Compensated","J Lead","±5PSI (±34.47kPa)","-40°C ~ 85°C","8-SMD, J-Lead, Dual Ports, Same Side","SMD"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCDRRD%20Series.jpg,480-6189-ND,HSCDRRN001NDAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRESSURE DIFF 1"" H2O 8DIP,201,0,"64.98000","0","1","TruStability® HSC","Active","Board Mount","Differential","±0.04PSI (±0.25kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.95V ~ 5.05V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","PC Pin","±9.76PSI (±67.28kPa)","-20°C ~ 85°C","8-DIP (0.524"", 13.30mm), Dual Ports, Same Side","8-DIP"
http://sensing.honeywell.com/index.php?ci_id=151133,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HSCDRRD%20Series.jpg,480-6187-ND,HSCDRRN001ND2A3,Honeywell Sensing and Productivity Solutions,SENSOR PRESSURE DIFF 1"" H2O 8DIP,296,0,"68.23000","0","1","TruStability® HSC","Active","Board Mount","Differential","±0.04PSI (±0.25kPa)","I²C","12 b","±0.25%","3.27V ~ 3.33V","Male - 0.08"" (1.93mm) Tube, Dual","Barbed","Amplified Output, Temperature Compensated","PC Pin","±9.76PSI (±67.28kPa)","-20°C ~ 85°C","8-DIP (0.524"", 13.30mm), Dual Ports, Same Side","8-DIP"
