Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Pixel Size","Active Pixel Array","Frames per Second","Voltage - Supply","Package / Case","Supplier Device Package","Operating Temperature"
http://www.onsemi.com/pub/Collateral/AR0330CM-D.PDF,-,AR0330CM1C12SHAA0-DP1-ND,AR0330CM1C12SHAA0-DP1,ON Semiconductor,IMAGE SENSOR 3MP 1/3 CIS,0,0,"7.85539","0","152","-","-","Active","CMOS","2.2µm x 2.2µm","2304H x 1296V","60","1.8V, 2.8V","-","-","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=ASX340AT&pdf,-,ASX340CS2C00SPED0-DRBR1-ND,ASX340CS2C00SPED0-DRBR1,ON Semiconductor,SENSOR IMAGE COLOR CMOS 48-ILCC,0,520,"8.00250","0","260","-","-","Active","CMOS","5.6µm x 5.6µm","720H x 560V","60","1.8V, 2.8V","-","-","-40°C ~ 105°C"
http://www.onsemi.com/PowerSolutions/product.do?id=ASX342AT&pdf,-,ASX342ATSC00XPED0-TR-ND,ASX342ATSC00XPED0-TR,ON Semiconductor,IMAGE SENSOR VGA 1/4 CIS SOC,0,0,"8.00250","0","2000","Tape & Reel (TR)","-","Active","CMOS","5.6µm x 5.6µm","-","60","-","-","-","-"
http://www.onsemi.com/PowerSolutions/product.do?id=ASX342AT&pdf,-,ASX342ATSC00XPED0-DP-ND,ASX342ATSC00XPED0-DP,ON Semiconductor,IMAGE SENSOR VGA 1/4 CIS SOC,0,39000,"8.21940","0","2600","-","-","Active","CMOS","5.6µm x 5.6µm","-","60","-","-","-","-"
http://www.onsemi.com/pub/Collateral/AR0238-D.PDF,-,AR0238CSSC12SHRA0-DR1-ND,AR0238CSSC12SHRA0-DR1,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,1368,"8.23513","0","152","-","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","48-PLCC","48-PLCC (11.43x11.43)","-"
-,-,AR0238CSSC12SPRA0-DR1-ND,AR0238CSSC12SPRA0-DR1,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,0,"8.23513","0","152","-","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","48-PLCC","48-PLCC (11.43x11.43)","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0521&pdf=Y,-,AR0521SR2M09SURA0-DR-ND,AR0521SR2M09SURA0-DR,ON Semiconductor,5MP 1/2 CIS SO,0,13440,"8.29654","0","1680","-","-","Active","CMOS","2.2µm x 2.2µm","2592H x 1944V","60","-","52-LCC","52-PLCC (12x12)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=ASX342AT&pdf,-,ASX342ATSC00XPED0-TP-ND,ASX342ATSC00XPED0-TP,ON Semiconductor,IMAGE SENSOR VGA 1/4 CIS SOC,0,0,"8.49750","0","2000","-","-","Active","CMOS","5.6µm x 5.6µm","-","60","-","-","-","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0521&pdf=Y,-,AR0521SR2C09SURA0-DR-ND,AR0521SR2C09SURA0-DR,ON Semiconductor,IMAGE SENSOR 5MP 1/2 CIS SO,0,0,"8.57725","0","1680","-","-","Active","CMOS","2.2µm x 2.2µm","2592H x 1944V","60","-","52-LCC","52-PLCC (12x12)","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0521&pdf=Y,-,AR0521SR2M09SURA0-DP-ND,AR0521SR2M09SURA0-DP,ON Semiconductor,5MP 1/2 CIS SO,0,5040,"8.69554","0","1680","-","-","Active","CMOS","2.2µm x 2.2µm","2592H x 1944V","60","-","52-LCC","52-PLCC (12x12)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=ASX340AT&pdf,-,ASX340CS2C00SPED0-DPBR1-ND,ASX340CS2C00SPED0-DPBR1,ON Semiconductor,SENSOR IMAGE MONO CMOS 48-ILCC,0,0,"8.70900","0","260","Tray","-","Active","CMOS","5.6µm x 5.6µm","720H x 560V","60","1.8V, 2.8V","63-LBGA","63-IBGA (7.5x7.5)","-40°C ~ 105°C"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144CS&pdf=Y,-,AR0144CSSM20SUKA0-CPBR-ND,AR0144CSSM20SUKA0-CPBR,ON Semiconductor,1MP 1/4 CIS SO,0,33000,"8.95888","0","3000","-","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","69-WFBGA, CSPBGA","69-ODCSP (5.55x5.57)","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0521&pdf=Y,-,AR0521SR2C09SURA0-DP-ND,AR0521SR2C09SURA0-DP,ON Semiconductor,5MP 1/2 CIS SO,0,0,"8.98975","0","1680","-","-","Active","CMOS","2.2µm x 2.2µm","2592H x 1944V","60","-","52-LCC","52-PLCC (12x12)","-"
http://www.onsemi.com/pub/Collateral/AR0238-D.PDF,-,AR0238CSSC12SHRA0-DP1-ND,AR0238CSSC12SHRA0-DP1,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,152,"8.99467","0","152","-","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","48-PLCC","48-PLCC (11.43x11.43)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0239&pdf=Y,-,AR0239SRSC00SUEA0-DP-ND,AR0239SRSC00SUEA0-DP,ON Semiconductor,2MP 1/3 CIS SO,0,2600,"9.35921","0","2600","-","-","Active","CMOS","3µm x 3µm","1936H x 1188V","90","-","63-LBGA","63-iBGA (9x9)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0239&pdf=Y,-,AR0239SRSC00SUEA0-DPBR-ND,AR0239SRSC00SUEA0-DPBR,ON Semiconductor,2MP 1/3 CIS SO,0,2600,"9.35921","0","2600","-","-","Active","CMOS","3µm x 3µm","1936H x 1188V","90","-","63-LBGA","63-iBGA (9x9)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AS0260&pdf,-,AS0260CSSC28SUKA0-CR1-ND,AS0260CSSC28SUKA0-CR1,ON Semiconductor,IMAGE SENSOR 2MP 1/6 CIS SOC,0,480,"9.39000","0","480","-","-","Active","CMOS","1.4µm x 1.4µm","-","30","-","54-WFBGA, CSPBGA","54-ODCSP (6x4.2)","-"
https://www.onsemi.com/pub/Collateral/AR0130CS-D.PDF,-,AR0130CSSC00SPCA0-DRBR-ND,AR0130CSSC00SPCA0-DRBR,ON Semiconductor,IMAGE SENSOR 1.2MP 1/3 CIS,0,9600,"9.62500","0","2400","Tray","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","45","1.7V ~ 1.95V, 2.5V ~ 3.1V","48-LCC","48-iLCC","-30°C ~ 70°C"
-,-,ASX350AT3C00XPEA0-TP-ND,ASX350AT3C00XPEA0-TP,ON Semiconductor,SENSOR IMAGE VGA 1/5 SOC,0,0,"9.88625","0","2000","-","-","Active","CMOS","3.75µm x 3.75µm","720H x 560V","60","1.8V, 2.8V","-","-","-40°C ~ 105°C"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0521&pdf=Y,-,AR0521SR2M09SURA0-DR1-ND,AR0521SR2M09SURA0-DR1,ON Semiconductor,5MP 1/2 CIS SO,0,504,"9.95506","0","168","-","-","Active","-","-","-","-","-","-","-","-"
http://www.onsemi.com/pub/Collateral/ASX340AT-D.PDF,-,ASX340AT2C00XPED0-DRBR1-ND,ASX340AT2C00XPED0-DRBR1,ON Semiconductor,SENSOR IMAGE MONO CMOS 48-ILCC,0,0,"9.97200","0","260","Tray","-","Active","CMOS","5.6µm x 5.6µm","720H x 560V","60","1.8V, 2.8V","63-LBGA","63-IBGA (7.5x7.5)","-40°C ~ 105°C"
-,-,AR0130CSSM00SPCA0-DPBR-ND,AR0130CSSM00SPCA0-DPBR,ON Semiconductor,CMOS IMAGE SENSOR 1.2 MP 1/3"",0,0,"10.03750","0","2400","-","*","Active","-","-","-","-","-","-","-","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144CS&pdf=Y,-,AR0144CSSM20SUKA0-CRBR1-ND,AR0144CSSM20SUKA0-CRBR1,ON Semiconductor,1MP 1/4 CIS SO,0,300,"10.20110","0","300","-","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","69-WFBGA, CSPBGA","69-ODCSP (5.55x5.57)","-"
//media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/TCD1103GFG.pdf,-,TCD1103GFG(8Z)-ND,TCD1103GFG(8Z),Toshiba Semiconductor and Storage,IMAGE SENSOR CCD 16SMD,0,0,"10.41600","0","120","Tray","-","Active","CCD","5.5µm x 64µm","-","-","3V ~ 4V","16-SMD Module","16-LCC","-25°C ~ 60°C"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0521&pdf=Y,-,AR0521SR2M09SURA0-DP1-ND,AR0521SR2M09SURA0-DP1,ON Semiconductor,5MP 1/2 CIS SO,0,168,"10.43387","0","168","-","-","Active","-","-","-","-","-","-","-","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144CS&pdf=Y,-,AR0144CSSM20SUKA0-CPBR1-ND,AR0144CSSM20SUKA0-CPBR1,ON Semiconductor,1MP 1/4 CIS SO,0,0,"10.75173","0","300","-","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","69-WFBGA, CSPBGA","69-ODCSP (5.55x5.57)","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144CS&pdf=Y,-,AR0144CSSC00SUKA0-CPBR1-ND,AR0144CSSC00SUKA0-CPBR1,ON Semiconductor,1MP 1/4 CIS SO,0,600,"10.75173","0","300","-","-","Active","-","-","-","-","-","-","-","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144CS&pdf=Y,-,AR0144CSSC20SUKA0-CPBR1-ND,AR0144CSSC20SUKA0-CPBR1,ON Semiconductor,1MP 1/4 CIS SO,0,0,"10.75173","0","300","-","-","Active","-","-","-","-","-","-","-","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144CS&pdf=Y,-,AR0144CSSM00SUKA0-CPBR1-ND,AR0144CSSM00SUKA0-CPBR1,ON Semiconductor,1MP 1/4 CIS SO,0,900,"10.75173","0","300","-","-","Active","-","-","-","-","-","-","-","-"
-,-,AR0230CSSC12SUEA0-DR-ND,AR0230CSSC12SUEA0-DR,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,0,"10.78825","0","2400","Tray","*","Active","-","-","-","-","-","80-LBGA","80-IBGA (10x10)","-"
-,-,AR0140CS2C00SUEA0-DRBR1-ND,AR0140CS2C00SUEA0-DRBR1,ON Semiconductor,IMAGE SENSOR 1.0MP 1/4 CIS,0,0,"10.82700","0","260","-","*","Active","-","-","-","-","-","-","-","-"
-,-,MT9V136C12STC-DR1-ND,MT9V136C12STC-DR1,ON Semiconductor,SOC SENSOR IMAGE VGA 1/4 48CLCC,0,3192,"11.18789","0","152","-","-","Active","CMOS","5.6µm x 5.6µm","680H x 512V","60","1.8V, 2.8V","-","-","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR1335&pdf=Y,-,AR1335CSSC11SMKA0-CR-ND,AR1335CSSC11SMKA0-CR,ON Semiconductor,IMAGE SENSOR 13MP 1/3 CIS SO,0,0,"11.30101","0","3000","Tray","-","Active","CMOS","1.1µm x 1.1µm","4208H x 3120V","30","1.8V, 2.8V","63-WFBGA, CSPBGA","63-ODCSP (6.29x5.69)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0140AT&pdf,-,AR0140AT3C00XUEA0-TPBR-ND,AR0140AT3C00XUEA0-TPBR,ON Semiconductor,IMAGE SENSOR 1.0MP 1/4 CIS,0,0,"11.34513","0","2000","Tape & Reel (TR)","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","63-BGA","63-iBGA (9x9)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR1335&pdf=Y,-,AR1335CSSC11SMKA0-CP-ND,AR1335CSSC11SMKA0-CP,ON Semiconductor,IMAGE SENSOR 13MP 1/3 CIS SO,0,0,"11.75986","0","3000","Tray","-","Active","CMOS","1.1µm x 1.1µm","4208H x 3120V","30","1.8V, 2.8V","63-WFBGA, CSPBGA","63-ODCSP (6.29x5.69)","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0521&pdf=Y,-,AR0521SR2C09SURA0-DP1-ND,AR0521SR2C09SURA0-DP1,ON Semiconductor,5MP 1/2 CIS SO,0,336,"12.15976","0","168","-","-","Active","CMOS","2.2µm x 2.2µm","2592H x 1944V","60","-","-","52-PLCC","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0140AT&pdf=Y,-,AR0140AT2C00XUEA0-TPBR-ND,AR0140AT2C00XUEA0-TPBR,ON Semiconductor,IMAGE SENSOR 1MP 1/4 CIS IBGA-63,0,0,"12.22650","0","2000","-","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","63-LBGA","63-iBGA (9x9)","-"
http://www.onsemi.com/pub/Collateral/AR0330CM-D.PDF,-,AR0330CM1C00SHAA0-DP1-ND,AR0330CM1C00SHAA0-DP1,ON Semiconductor,IMAGE SENSOR 3MP 1/3 CIS SO,0,2432,"12.42000","0","1","Tray","-","Active","CMOS","2.2µm x 2.2µm","2304H x 1296V","60","1.8V, 2.8V","48-CLCC","48-CLCC (11.43x11.43)","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=ASX350AT&pdf,-,ASX350AT3C00XPEA0-DR1-ND,ASX350AT3C00XPEA0-DR1,ON Semiconductor,SENSOR IMAGE VGA 1/5 SOC,0,0,"12.75000","0","416","-","-","Active","CMOS","3.75µm x 3.75µm","720H x 560V","60","1.8V, 2.8V","-","-","-40°C ~ 105°C"
https://www.onsemi.com/pub/Collateral/AR0130CS-D.PDF,-,AR0130CSSC00SPCA0-DRBR1-ND,AR0130CSSC00SPCA0-DRBR1,ON Semiconductor,IMAGE SENSOR 1.2MP 1/3 CIS,0,0,"13.02000","0","240","Tray","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","45","1.7V ~ 1.95V, 2.5V ~ 3.1V","48-LCC","48-iLCC","-30°C ~ 70°C"
https://www.onsemi.com/pub/Collateral/AR0130CS-D.PDF,-,AR0130CSSM00SPCA0-DRBR1-ND,AR0130CSSM00SPCA0-DRBR1,ON Semiconductor,IMAGE SENSOR 1.2MP 1/3 CIS,0,6000,"13.02000","0","240","Tray","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","45","1.7V ~ 1.95V, 2.5V ~ 3.1V","48-LCC","48-iLCC (10x10)","-30°C ~ 70°C"
-,-,MT9V138C12STC-DP1-ND,MT9V138C12STC-DP1,ON Semiconductor,SOC SENSOR IMAGE VGA 1/4 48CLCC,0,2128,"13.22928","0","152","-","*","Active","-","-","-","-","-","-","-","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0143AT&pdf=Y,-,AR0143ATSC00XUEA0-DRBR-ND,AR0143ATSC00XUEA0-DRBR,ON Semiconductor,1MP 1/4 CIS,0,0,"13.33905","0","2600","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1344H x 968V","30","-","80-LFBGA","80-IBGA (9x9)","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0521&pdf=Y,-,AR0521SR2C09SURA0-DR1-ND,AR0521SR2C09SURA0-DR1,ON Semiconductor,5MP 1/2 CIS SO,0,2352,"13.34238","0","168","-","-","Active","CMOS","2.2µm x 2.2µm","2592H x 1944V","60","-","-","52-PLCC","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR023Z&pdf,-,AR023ZMCSC00SUEA0-DRBR-ND,AR023ZMCSC00SUEA0-DRBR,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,2400,"13.36500","0","2400","Tray","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","80-LBGA","80-IBGA (10x10)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=ASX350AT&pdf,-,ASX350AT3C00XPEA0-DP1-ND,ASX350AT3C00XPEA0-DP1,ON Semiconductor,SENSOR IMAGE VGA 1/5 SOC,0,0,"13.48500","0","416","-","-","Active","CMOS","3.75µm x 3.75µm","720H x 560V","60","1.8V, 2.8V","-","-","-40°C ~ 105°C"
-,-,AR023ZMCSC00SUEA0-DPBR-ND,AR023ZMCSC00SUEA0-DPBR,ON Semiconductor,IMAGE SENSOR 2 MP 1/3 CIS,0,0,"13.59260","0","2400","-","-","Active","-","-","-","-","-","-","-","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0143AT&pdf=Y,-,AR0143ATSC00XUEA0-DPBR-ND,AR0143ATSC00XUEA0-DPBR,ON Semiconductor,1MP 1/4 CIS,0,0,"13.83885","0","2600","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1344H x 968V","30","-","80-LFBGA","80-IBGA (9x9)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0143AT&pdf=Y,-,AR0143ATSC00XUEA0-TRBR-ND,AR0143ATSC00XUEA0-TRBR,ON Semiconductor,1.3MP 1/4 CIS,0,0,"13.91446","0","2000","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1344H x 968V","30","-","80-LFBGA","80-IBGA (9x9)","-"
https://www.onsemi.com/pub/Collateral/AR0130CS-D.PDF,-,AR0130CSSC00SPCA0-DPBR1-ND,AR0130CSSC00SPCA0-DPBR1,ON Semiconductor,IMAGE SENSOR 1.2MP 1/3 CIS,0,0,"14.22900","0","240","-","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","45","1.7V ~ 1.95V, 2.5V ~ 3.1V","48-LCC","48-iLCC (10x10)","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0143AT&pdf=Y,-,AR0143ATSC00XUEA0-TPBR-ND,AR0143ATSC00XUEA0-TPBR,ON Semiconductor,1.3MP 1/4 CIS,0,0,"14.43582","0","2000","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1344H x 968V","30","-","80-LFBGA","80-IBGA (9x9)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR1335&pdf=Y,-,AR1335CSSC11SMKA0-CR1-ND,AR1335CSSC11SMKA0-CR1,ON Semiconductor,IMAGE SENSOR 13MP 1/3 CIS SO,0,0,"14.78420","0","300","Tray","-","Active","-","-","-","-","-","63-WFBGA, CSPBGA","63-ODCSP (6.29x5.69)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0140AT&pdf=Y,-,AR0140AT3C00XUEA0-DPBR1-ND,AR0140AT3C00XUEA0-DPBR1,ON Semiconductor,IMAGE SENSOR 1.0MP 1/4 CIS,0,0,"14.85150","0","260","Tray","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","63-BGA","63-iBGA (9x9)","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144AT&pdf=Y,-,AR0144ATSM20XUEA0-DRBR-ND,AR0144ATSM20XUEA0-DRBR,ON Semiconductor,1MP 1/4 CIS SO,0,0,"15.00548","0","4160","Tray","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","63-LBGA","63-iBGA (9x9)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR1335&pdf=Y,-,AR1335CSSC11SMKA0-CP1-ND,AR1335CSSC11SMKA0-CP1,ON Semiconductor,IMAGE SENSOR 13MP 1/3 CIS SO,0,0,"15.38450","0","300","Tray","-","Active","CMOS","1.1µm x 1.1µm","4208H x 3120V","30","1.8V, 2.8V","63-WFBGA, CSPBGA","63-ODCSP (6.29x5.69)","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144AT&pdf=Y,-,AR0144ATSM20XUEA0-DPBR-ND,AR0144ATSM20XUEA0-DPBR,ON Semiconductor,1MP 1/4 CIS SO,0,0,"15.38798","0","4160","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","63-LFBGA","63-IBGA (7x7)","-"
http://www.onsemi.com/pub/Collateral/NOIP1SN0480A-D.PDF,-,NOIP1SN0480A-STI-ND,NOIP1SN0480A-STI,ON Semiconductor,IC CMOS IMAGE SENSOR 1/3.6"" BW_,0,0,"15.40000","0","500","-","-","Active","CMOS","4.8µm x 4.8µm","808H x 608V","120","1.8V, 3.3V","-","-","-40°C ~ 85°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AS0140AT&pdf=Y,-,AS0140AT2C00XUSM0-DRBR-ND,AS0140AT2C00XUSM0-DRBR,ON Semiconductor,1MP 1/4 CIS SOC,0,0,"15.40140","0","2970","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1280H x 800V","60","1.7V ~ 1.98V, 3V ~ 3.6V","130-LFBGA","130-IBGA (8.5x8.5)","-40°C ~ 105°C (TA)"
http://www.onsemi.com/PowerSolutions/product.do?id=AS0140AT&pdf=Y,-,AS0140AT2C00XUSM0-TRBR-ND,AS0140AT2C00XUSM0-TRBR,ON Semiconductor,1MP 1/4 CIS SOC,0,6000,"15.40140","0","2000","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1280H x 800V","60","1.7V ~ 1.98V, 3V ~ 3.6V","130-LFBGA","130-IBGA (8.5x8.5)","-40°C ~ 105°C (TA)"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0140AT&pdf=Y,-,AR0140AT3C00XUEA0-DRBR1-ND,AR0140AT3C00XUEA0-DRBR1,ON Semiconductor,IMAGE SENSOR 1.0MP 1/4 CIS,0,0,"15.40627","0","260","Tray","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","63-BGA","63-iBGA (9x9)","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0136AT&pdf=Y,-,AR0136AT3C00XUEA0-DRBR-ND,AR0136AT3C00XUEA0-DRBR,ON Semiconductor,IMAGE SENSOR 1MP 1/3 CIS SO,0,0,"15.55500","0","2600","Tray","*","Active","-","-","-","-","-","63-LBGA","63-iBGA (9x9)","-"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144AT&pdf=Y,-,AR0144ATSM20XUEA0-TRBR-ND,AR0144ATSM20XUEA0-TRBR,ON Semiconductor,1MP 1/4 CIS SO,0,0,"15.65277","0","2000","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","63-LFBGA","63-IBGA (7x7)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AS0140AT&pdf=Y,-,AS0140AT2C00XUSM0-DPBR-ND,AS0140AT2C00XUSM0-DPBR,ON Semiconductor,1MP 1/4 CIS SOC,0,0,"15.86025","0","2970","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1280H x 800V","60","1.7V ~ 1.98V, 3V ~ 3.6V","130-LFBGA","130-IBGA (8.5x8.5)","-40°C ~ 105°C (TA)"
http://www.onsemi.com/PowerSolutions/product.do?id=AS0140AT&pdf=Y,-,AS0140AT2C00XUSM0-TPBR-ND,AS0140AT2C00XUSM0-TPBR,ON Semiconductor,1MP 1/4 CIS SOC,0,0,"15.86025","0","2000","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1280H x 800V","60","1.7V ~ 1.98V, 3V ~ 3.6V","130-LFBGA","130-IBGA (8.5x8.5)","-40°C ~ 105°C (TA)"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144AT&pdf=Y,-,AR0144ATSM20XUEA0-TPBR-ND,AR0144ATSM20XUEA0-TPBR,ON Semiconductor,1MP 1/4 CIS SO,0,0,"16.05177","0","2000","-","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","-","-","-"
http://www.onsemi.com/pub/Collateral/NOIP1SN0480A-D.PDF,-,NOIP1SE0480A-STI-ND,NOIP1SE0480A-STI,ON Semiconductor,IC CMOS IMAGE SENSOR 1/3.6"" RGB_,0,14500,"16.18400","0","500","-","-","Active","CMOS","4.8µm x 4.8µm","808H x 608V","120","1.8V, 3.3V","-","-","-40°C ~ 85°C"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0136AT&pdf=Y,-,AR0136AT3C00XUEA0-DPBR-ND,AR0136AT3C00XUEA0-DPBR,ON Semiconductor,IMAGE SENSOR 1MP 1/3 CIS SO,0,0,"16.19250","0","2600","Tray","*","Active","-","-","-","-","-","63-LBGA","63-iBGA (9x9)","-"
-,-,AR0230CSSC00SUEA0-DRBR1-ND,AR0230CSSC00SUEA0-DRBR1,ON Semiconductor,IMAGE SENSOR 2 MP 1/3 CIS,0,720,"16.24050","0","240","-","-","Active","CMOS","3µm x 3µm","-","30","-","-","-","-"
-,-,AR0230CSSC12SUEA0-DR1-ND,AR0230CSSC12SUEA0-DR1,ON Semiconductor,IMAGE SENSOR 2 MP 1/3 CIS SO,0,0,"16.24050","0","240","Tray","-","Active","CMOS","3µm x 3µm","-","30","-","80-LBGA","80-IBGA (10x10)","-"
-,-,MT9T001C12STC-DR1-ND,MT9T001C12STC-DR1,ON Semiconductor,SENSOR IMAGE 3MP RGB CMOS 48CLCC,0,0,"17.02677","0","96","-","-","Active","CMOS","3.2µm x 3.2µm","2048H x 1536V","90","3V ~ 6V","-","-","-0°C ~ 60°C"
http://www.onsemi.com/pub/Collateral/MT9M021-D.PDF,-,MT9M021IA3XTM-DRBR1-ND,MT9M021IA3XTM-DRBR1,ON Semiconductor,SENSOR IMAGE 1.2MP CMOS 63BGA,0,260,"17.06650","0","260","-","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","60","1.8V, 2.8V","-","-","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=MT9V111&pdf,-,MT9V111IA7ATC-DR1-ND,MT9V111IA7ATC-DR1,ON Semiconductor,SOC IMAGE SENSOR VGA 1/4 52IBGA,0,0,"17.40000","0","260","-","-","Active","CMOS","5.6µm x 5.6µm","-","90","1.8V, 2.8V","-","-","-30°C ~ 70°C"
http://www.onsemi.com/pub/Collateral/MT9M021-D.PDF,-,MT9M021IA3XTM-DPBR1-ND,MT9M021IA3XTM-DPBR1,ON Semiconductor,SENSOR IMAGE 1.2MP CMOS 63BGA,0,0,"17.55950","0","260","-","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","60","1.8V, 2.8V","-","-","-30°C ~ 70°C"
-,-,MT9T001C12STC-DP1-ND,MT9T001C12STC-DP1,ON Semiconductor,SENSOR IMAGE 3MP RGB CMOS 48CLCC,0,192,"17.58479","0","96","-","-","Active","CMOS","3.2µm x 3.2µm","2048H x 1536V","90","3V ~ 6V","-","-","-0°C ~ 60°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0135CS&pdf,-,AR0135CS2C00SUEA0-DRBR-ND,AR0135CS2C00SUEA0-DRBR,ON Semiconductor,IMAGE SENSOR 1MP 1/3 CIS SO,0,0,"17.82323","0","2600","Tray","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","-","1.8V ~ 2.8V","63-LBGA","63-iBGA (9x9)","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0135CS&pdf=Y,-,AR0135CS2M00SUEA0-DRBR-ND,AR0135CS2M00SUEA0-DRBR,ON Semiconductor,IMAGE SENSOR 1MP 1/3 CIS SO,0,0,"17.82323","0","2600","Tray","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","-","1.8V ~ 2.8V","63-LBGA","63-iBGA (9x9)","-30°C ~ 70°C"
