Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Color","CCT (K)","Wavelength","Configuration","Flux @ Current/Temperature - Test","Current - Test","Temperature - Test","Voltage - Forward (Vf) (Typ)","Lumens/Watt @ Current - Test","Current - Max","CRI (Color Rendering Index)","Viewing Angle","Features","Size / Dimension","Height","Light Emitting Surface (LES)","Lens Type"
http://www.luminus.com/products/Luminus_XnovaCXM32-GEN3_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-32.JPG,1214-1506-ND,CXM-32-50-80-54-AC30-F4-3,Luminus Devices Inc.,LED COB 5000K SQUARE,282,0,"36.15000","0","1","Tray","CXM-32 Gen3","Active","Chip On Board (COB)","White, Cool","5000K 3-Step MacAdam Ellipse","-","Square","18170lm (Typ)","2.2A","85°C","51V","162 lm/W","4.5A","80","120°","-","38.00mm L x 38.00mm W","-","32.80mm Dia","Flat"
http://www.ledengin.com/files/products/LZC/LZC-03MD07.pdf,//media.digikey.com/Photos/LEDEngin/LZC-B3MD07-0000.JPG,1537-1060-ND,LZC-B3MD07-0000,LED Engin Inc.,LED EMITTER RGBW FROST 4X3 MCPCB,103,0,"58.49000","0","1","Tray","LZC","Active","LED Module","Red, Green, Blue, White - Cool (RGBW)","5500K","624nm Red, 525nm Green, 457nm Blue","Starboard","240lm Red, 318lm Green, 89lm Blue, 525lm White","700mA Red, 700mA Green, 700mA Blue, 700mA White","25°C","7V Red, 10.5V Green, 10.5V Blue, 10.5V White","49 lm/W Red, 43 lm/W Green, 12 lm/W Blue, 71 lm/W White","1A Red, 1A Green, 1A Blue, 1A White","75","95°","-","28.00mm Dia","6.80mm","8.20mm","Domed"
https://download.luminus.com/datasheets/Luminus_CBT-90_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/CBT-90-R-C11-HK101.JPG,1214-1530-ND,CBT-90-RX-L15-BN101,Luminus Devices Inc.,EMITTER RED MODULE,28,0,"86.75000","0","1","Tray","CBT-90","Active","LED Module","Red","-","621nm (615nm ~ 627nm)","Rectangle","1060lm (970lm ~ 1150lm)","13.5A","40°C","2.8V","28 lm/W","27A","-","-","With Connector","28.00mm L x 26.75mm W","4.08mm","3.00mm L x 3.00mm W","Flat"
//media.digikey.com/pdf/Data%20Sheets/Luminus%20PDFs/CBT-120.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/CBT-120-B-C11.JPG,1214-1101-ND,CBT-120-B-C11-KM301,Luminus Devices Inc.,BIG CHIP LED HB MODULE BLUE,31,0,"91.46000","0","1","Tray","CBT-120","Not For New Designs","LED Module","Blue","-","463nm (455nm ~ 470nm)","Square","-","18A","-","4.1V","-","36A","-","-","With Connector","28.00mm L x 42.00mm W","5.61mm","2.60mm L x 4.63mm W","Flat"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702223_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702223.jpg,277-12218-ND,2702223,Phoenix Contact,LED ENG COOL WHITE 5000K RECT,145,328,"130.00000","0","1","-","-","Active","LED Engine","White, Cool","5000K","-","Rectangle","560lm (Typ)","-","-","24V","-","-","75","-","-","-","38.00mm","-","-"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS100%20V10%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V10-Array.jpg,976-1377-ND,BXRE-30G1000-B-73,Bridgelux,LED COB V10 3000K SQUARE,608,0,"2.25000","0","1","Tray","Gen 7 V10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","1049lm (Typ)","270mA","85°C","34V","114 lm/W","540mA","90","-","-","13.50mm L x 13.50mm W","1.70mm","10.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS100%20V10%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V10-Array.jpg,976-1378-ND,BXRE-40E1000-B-73,Bridgelux,LED COB V10 4000K SQUARE,406,0,"2.25000","0","1","Tray","Gen 7 V10 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Square","1315lm (Typ)","270mA","85°C","34V","143 lm/W","540mA","80","-","-","13.50mm L x 13.50mm W","1.70mm","10.20mm Dia","Flat"
http://www.bridgelux.com/sites/default/files/resource_media/DS41%20V8%20Array%20Data%20Sheet%20Rev%20F%2020160606.pdf,//media.digikey.com/Photos/Bridgelux/V8%20SERIES%20Square.JPG,976-1294-ND,BXRE-30E0800-B-23,Bridgelux,LED ARRAY 800LM WARM WHITE COB,383,0,"2.35000","0","1","Tube","V Series™","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","703lm (Typ)","350mA","85°C","17.4V","115 lm/W","700mA","80","120°","-","12.50mm L x 12.50mm W","1.70mm","8.10mm Dia","Flat"
http://www.bridgelux.com/sites/default/files/resource_media/DS41%20V8%20Array%20Data%20Sheet%20Rev%20F%2020160606.pdf,//media.digikey.com/Photos/Bridgelux/V8%20SERIES%20Square.JPG,976-1298-ND,BXRE-30G0800-B-23,Bridgelux,LED ARRAY 800LM WARM WHITE COB,144,0,"2.35000","0","1","Tube","V Series™","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","550lm (Typ)","350mA","85°C","17.4V","90 lm/W","700mA","90","120°","-","12.50mm L x 12.50mm W","1.70mm","8.10mm Dia","Flat"
https://www.cree.com/led-components/media/documents/ds-CXB1304.pdf,//media.digikey.com/Photos/Cree%20Photos/Xlamp-CXB1304.jpg,CXB1304-0000-000C0UA427G-ND,CXB1304-0000-000C0UA427G,Cree Inc.,LED ARRAY 6MM 2700K 90CRI 355LM,141,0,"2.53000","0","1","Tray","Xlamp® CXB1304","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Square","368lm (355lm ~ 380lm)","400mA","85°C","9V","102 lm/W","1A","90","115°","-","13.35mm L x 13.35mm W","1.70mm","6.00mm Dia","Flat"
https://www.cree.com/led-components/media/documents/dsCXA1304.pdf,//media.digikey.com/Photos/Cree%20Photos/CXA1304-0000-000N0Y9430G.JPG,CXA1304-0000-000C0Y9427F-ND,CXA1304-0000-000C0Y9427F,Cree Inc.,LED COB CXA1304 WARM WHT SQUARE,3350,0,"2.63000","0","1","Tray","XLamp® CXA1304","Active","Chip On Board (COB)","White, Warm","2700K 4-Step MacAdam Ellipse","-","Square","310lm (290lm ~ 330lm)","400mA","85°C","9V","86 lm/W","1A","93","115°","-","13.35mm L x 13.35mm W","1.70mm","6.00mm Dia","Flat"
https://www.cree.com/led-components/media/documents/XLampCXA1512.pdf,//media.digikey.com/Photos/Cree%20Photos/cxa1512-0000-000n00n20e1.JPG,CXA1512-0000-000N00M40E5-ND,CXA1512-0000-000N00M40E5,Cree Inc.,LED COB CXA1512 NEUTRAL WHITE SQ,286,0,"2.65000","0","1","Tray","XLamp® CXA1512","Active","Chip On Board (COB)","White, Neutral","4000K","-","Square","1538lm (1485lm ~ 1590lm)","350mA","85°C","37V","119 lm/W","600mA","70","115°","-","15.85mm L x 15.85mm W","1.70mm","8.90mm Dia","Flat"
https://www.cree.com/led-components/media/documents/XLampCXA1512.pdf,//media.digikey.com/Photos/Cree%20Photos/cxa1512-0000-000n00n20e1.JPG,CXA1512-0000-000N00M40E3-ND,CXA1512-0000-000N00M40E3,Cree Inc.,LED COB CXA1512 COOL WHT SQUARE,472,0,"2.73000","0","1","Tray","XLamp® CXA1512","Active","Chip On Board (COB)","White, Cool","5000K","-","Square","1538lm (1485lm ~ 1590lm)","350mA","85°C","37V","119 lm/W","600mA","70","115°","-","15.85mm L x 15.85mm W","1.70mm","8.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1521-ND,BXRC-30E1000-D-73-SE,Bridgelux,LED COB VERO SE 3000K ROUND,4431,0,"2.79000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","1194lm (Typ)","350mA","85°C","25.3V","135 lm/W","700mA","80","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1526-ND,BXRC-40G1000-D-73-SE,Bridgelux,LED COB VERO SE 4000K ROUND,294,0,"2.79000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","1063lm (Typ)","350mA","85°C","25.3V","120 lm/W","700mA","90","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1509-ND,BXRC-30E1000-B-73-SE,Bridgelux,LED COB VERO SE 3000K ROUND,256,0,"2.79000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","1240lm (Typ)","270mA","85°C","34V","135 lm/W","540mA","80","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1519-ND,BXRC-27E1000-D-73-SE,Bridgelux,LED COB VERO SE 2700K ROUND,225,0,"2.79000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Round","1146lm (Typ)","350mA","85°C","25.3V","128 lm/W","700mA","80","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1510-ND,BXRC-30G1000-B-73-SE,Bridgelux,LED COB VERO SE 3000K ROUND,200,0,"2.79000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","1020lm (Typ)","270mA","85°C","34V","111 lm/W","540mA","90","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1524-ND,BXRC-35E1000-D-73-SE,Bridgelux,LED COB VERO SE 3500K ROUND,152,0,"2.79000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Round","1230lm (Typ)","350mA","85°C","25.3V","139 lm/W","700mA","80","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1511-ND,BXRC-40E1000-B-73-SE,Bridgelux,LED COB VERO SE 4000K ROUND,147,0,"2.79000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","1278lm (Typ)","270mA","85°C","34V","139 lm/W","540mA","80","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1525-ND,BXRC-40E1000-D-73-SE,Bridgelux,LED COB VERO SE 4000K ROUND,143,0,"2.79000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","1242lm (Typ)","350mA","85°C","25.3V","140 lm/W","700mA","80","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Optoelectronics/Datasheets/OVM12.pdf,//media.digikey.com/photos/Optek%20Photos/OVM12F3Y7.JPG,365-1495-ND,OVM12F3Y7,TT Electronics/Optek Technology,LED MODULE 3POS YLW IP67 CLEAR,115,0,"2.79000","0","1","Tray","-","Active","LED Engine","Yellow","-","590nm","Linear Light Strip, Plug and Play","-","42mA","-","-","-","42mA","-","120°","-","73.30mm L x 17.80mm W","11.50mm","-","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS100%20V10%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V10-Array.jpg,976-1448-ND,BXRE-30E1000-C-73,Bridgelux,LED COB V10 3000K SQUARE,317,0,"2.81000","0","1","Tray","Gen 7 V10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","1701lm (Typ)","360mA","85°C","34V","139 lm/W","720mA","80","-","-","13.50mm L x 13.50mm W","1.70mm","10.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS100%20V10%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V10-Array.jpg,976-1454-ND,BXRE-30G1000-C-73,Bridgelux,LED COB V10 3000K SQUARE,264,0,"2.81000","0","1","Tray","Gen 7 V10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","1398lm (Typ)","360mA","85°C","34V","114 lm/W","720mA","90","-","-","13.50mm L x 13.50mm W","1.70mm","10.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS100%20V10%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V10-Array.jpg,976-1464-ND,BXRE-40E1000-C-73,Bridgelux,LED COB V10 4000K SQUARE,141,0,"2.81000","0","1","Tray","Gen 7 V10 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Square","1752lm (Typ)","360mA","85°C","34V","143 lm/W","720mA","80","-","-","13.50mm L x 13.50mm W","1.70mm","10.20mm Dia","Flat"
https://www.cree.com/led-components/media/documents/XLampCXA1512.pdf,//media.digikey.com/Photos/Cree%20Photos/cxa1512-0000-000n00n20e1.JPG,CXA1512-0000-000F0HM240F-ND,CXA1512-0000-000F0HM240F,Cree Inc.,LED COB CXA1512 NEUTRAL WHITE SQ,138,0,"2.83000","0","1","Tray","XLamp® CXA1512","Active","Chip On Board (COB)","White, Neutral","4000K 4-Step MacAdam Ellipse","-","Square","1433lm (1380lm ~ 1485lm)","700mA","85°C","18V","114 lm/W","1.2A","80","115°","-","15.85mm L x 15.85mm W","1.70mm","8.90mm Dia","Flat"
http://www.bridgelux.com/sites/default/files/resource_media/DS125%20Bridgelux%20Decor%20Class%20A%20on%20Vero%20SE%20Series%20Data%20Sheet%20Rev%20A%20%2020161026.pdf,//media.digikey.com/Photos/Bridgelux/BXRC-35A1001-D-73-SE.jpg,976-1523-ND,BXRC-35A1001-D-73-SE,Bridgelux,LED COB VERO SE 3500K ROUND,248,0,"2.92000","0","1","Tray","Décor Series™ Class A Vero® SE 10","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Round","996lm (Typ)","350mA","85°C","25.3V","112 lm/W","700mA","93","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1694-ND,BXRC-30G100C-B-73-SE,Bridgelux,LED COB VERO 10 SE 3000K ROUND,214,0,"2.92000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","955lm (Typ)","270mA","85°C","34V","104 lm/W","540mA","90","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.cree.com/led-components/media/documents/XLampCXA1512.pdf,//media.digikey.com/Photos/Cree%20Photos/cxa1512-0000-000n00n20e1.JPG,CXA1512-0000-000N00M230G-ND,CXA1512-0000-000N00M230G,Cree Inc.,LED COB CXA1512 3000K WHITE SMD,186,0,"2.97000","0","1","Tray","XLamp® CXA1512","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","1433lm (1380lm ~ 1485lm)","350mA","85°C","36V","114 lm/W","600mA","80","115°","-","15.85mm L x 15.85mm W","1.70mm","8.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS90%20Vero%2010%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-10-Array.JPG,976-1363-ND,BXRC-27G1000-B-73,Bridgelux,LED COB VERO 10 2700K STARBOARD,383,0,"3.36000","0","1","Tray","Gen 7 Vero® 10 Array","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Starboard","1011lm (Typ)","270mA","85°C","34V","110 lm/W","540mA","90","-","With Connector","20.00mm Dia","1.90mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS90%20Vero%2010%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-10-Array.JPG,976-1647-ND,BXRC-50C1001-B-74,Bridgelux,LED COB VERO 10 5000K STARBOARD,322,0,"3.36000","0","1","Tray","Gen 7 Vero® 10 Array","Active","Chip On Board (COB)","White, Cool","5000K 4-Step MacAdam Ellipse","-","Starboard","1441lm (Typ)","270mA","85°C","34V","157 lm/W","540mA","70","-","With Connector","20.00mm Dia","1.90mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS90%20Vero%2010%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-10-Array.JPG,976-1361-ND,BXRC-27E1000-B-73,Bridgelux,LED COB VERO 10 2700K STARBOARD,200,0,"3.36000","0","1","Tray","Gen 7 Vero® 10 Array","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Starboard","1214lm (Typ)","270mA","85°C","34V","132 lm/W","540mA","80","-","With Connector","20.00mm Dia","1.90mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS90%20Vero%2010%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-10-Array.JPG,976-1366-ND,BXRC-30E1000-B-73,Bridgelux,LED COB VERO 10 3000K STARBOARD,113,0,"3.36000","0","1","Tray","Gen 7 Vero® 10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Starboard","1276lm (Typ)","270mA","85°C","34V","139 lm/W","540mA","80","-","With Connector","20.00mm Dia","1.90mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS90%20Vero%2010%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,-,976-1415-ND,BXRC-35A1001-D-73,Bridgelux,LED COB WARM WHT 3500K STARBOARD,114,0,"3.53000","0","1","Tray","Décor Series™ Class A Vero® 10","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Starboard","1024lm (Typ)","350mA","85°C","25.3V","116 lm/W","700mA","93","120°","With Connector","20.00mm Dia","1.90mm","9.90mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CLM-9_GEN3_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CLM9-Gen3.JPG,1214-1471-ND,CLM-9-30-90-36-AC30-F4-3,Luminus Devices Inc.,LED COB 3000K SQUARE,4151,0,"3.62000","0","1","Tray","CLM-9 Gen3","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","1020lm (Typ)","240mA","85°C","33.8V","126 lm/W","500mA","90","120°","-","13.50mm L x 13.50mm W","1.37mm","9.60mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CLM-9_GEN3_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CLM9-Gen3.JPG,1214-1472-ND,CLM-9-35-90-36-AC30-F4-3,Luminus Devices Inc.,LED COB 3500K SQUARE,3828,0,"3.62000","0","1","Tray","CLM-9 Gen3","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Square","1040lm (Typ)","240mA","85°C","33.8V","128 lm/W","500mA","90","120°","-","13.50mm L x 13.50mm W","1.37mm","9.60mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CLM-9_GEN3_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CLM9-Gen3.JPG,1214-1470-ND,CLM-9-27-90-36-AC30-F4-3,Luminus Devices Inc.,LED COB 2700K SQUARE,2210,0,"3.62000","0","1","Tray","CLM-9 Gen3","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Square","950lm (Typ)","240mA","85°C","33.8V","117 lm/W","500mA","90","120°","-","13.50mm L x 13.50mm W","1.37mm","9.60mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1515-ND,BXRC-30E1000-C-73-SE,Bridgelux,LED COB VERO SE 3000K ROUND,700,0,"3.63000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","1653lm (Typ)","360mA","85°C","34V","135 lm/W","720mA","80","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1517-ND,BXRC-40E1000-C-73-SE,Bridgelux,LED COB VERO SE 4000K ROUND,191,0,"3.63000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","1703lm (Typ)","360mA","85°C","34V","139 lm/W","720mA","80","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1518-ND,BXRC-40G1000-C-73-SE,Bridgelux,LED COB VERO SE 4000K ROUND,104,0,"3.63000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","1457lm (Typ)","360mA","85°C","34V","119 lm/W","720mA","90","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/MFG_LT-V282B.jpg,1510-2140-ND,SI-B8V08128CWW,"Samsung Semiconductor, Inc.",LED MODULE LT-V282B 3000K STRIP,713,0,"3.73000","0","1","Tray","LT-V282B","Active","LED Module","White, Warm","3000K 3-Step MacAdam Ellipse","-","Linear Light Strip","965lm (Typ)","300mA","50°C","25.2V","128 lm/W","360mA","80","120°","With Connector","275.00mm L x 18.00mm W","5.50mm","-","Flat"
http://www.bridgelux.com/sites/default/files/resource_media/DS30%20Vero%2010%20Array%20Data%20Sheet%20Rev%20L%2020160606.pdf,//media.digikey.com/Photos/Bridgelux/Vero%2010.jpg,976-1309-ND,BXRC-50E1000-B-24,Bridgelux,LED ARRAY 1000LM COOL WHITE COB,380,0,"3.74000","0","1","Tray","Vero® 10 Array","Active","Chip On Board (COB)","White, Cool","5000K 4-Step MacAdam Ellipse","-","Starboard","1120lm (Typ)","350mA","85°C","25.7V","125 lm/W","700mA","80","120°","With Connector","20.00mm Dia","1.90mm","9.90mm Dia","Flat"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/MFG_LT-V282B.jpg,1510-2139-ND,SI-B8U08128CWW,"Samsung Semiconductor, Inc.",LED MODULE LT-V282B 3500K STRIP,435,0,"3.78000","0","1","Tray","LT-V282B","Active","LED Module","White, Warm","3500K 3-Step MacAdam Ellipse","-","Linear Light Strip","995lm (Typ)","300mA","50°C","25.2V","132 lm/W","360mA","80","120°","With Connector","275.00mm L x 18.00mm W","5.50mm","-","Flat"
https://www.cree.com/led-components/media/documents/XLampCXA1512.pdf,//media.digikey.com/Photos/Cree%20Photos/cxa1512-0000-000n00n20e1.JPG,CXA1512-0000-000F00K20E7-ND,CXA1512-0000-000F00K20E7,Cree Inc.,LED COB CXA1512 WARM WHT SQUARE,113,0,"3.84000","0","1","Tray","XLamp® CXA1512","Active","Chip On Board (COB)","White, Warm","3000K","-","Square","1245lm (1200lm ~ 1290lm)","700mA","85°C","18V","99 lm/W","1.2A","80","115°","-","15.85mm L x 15.85mm W","1.70mm","8.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS101%20V13%20Gen%207%20Array%20Datasheet%2020181101%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/GEN-7-V13-Array.jpg,976-1461-ND,BXRE-35G2000-B-73,Bridgelux,LED COB V13 3500K SQUARE,150,0,"3.95000","0","1","Tube","Gen 7 V13 Array","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Square","1873lm (Typ)","450mA","85°C","33.9V","123 lm/W","900mA","90","-","-","19.00mm L x 19.00mm W","1.70mm","14.00mm Dia","Flat"
