Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Output Type","Direction","Frequency Range","Sensitivity","S/N Ratio","Impedance","Voltage - Rated","Voltage Range","Current - Supply","Port Location","Ratings","Termination","Size / Dimension","Height (Max)","Shape"
https://www.knowles.com/docs/default-source/model-downloads/spv0842lr5h-1-datasheet-rev-d.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPV0842LR5H-1.JPG,423-1429-6-ND,SPV0842LR5H-1,Knowles,BOTTOM PORT SISONIC MICROPHONE,5900,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","MEMS (Silicon)","Analog","Omnidirectional","-","-38dB ±3dB @ 94dB SPL","62.5dB","-","-","-","-","Bottom","-","Solder Pads","0.108"" L x 0.073"" W (2.75mm x 1.85mm)","0.039"" (1.00mm)","Rectangular"
https://www.knowles.com/docs/default-source/model-downloads/spa1687lr5h-1-rev-a.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPA1687LR5H-1.JPG,423-1430-2-ND,SPA1687LR5H-1,Knowles,ALTMAN MIC HIGH SPL BOTTOM PORT,5900,0,"0.59269","0","5900","Tape & Reel (TR)","SiSonic™","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-38dB ±3dB @ 94dB SPL","65dB","-","2.7V","-","325µA","Bottom","-","Solder Pads","0.132"" L x 0.098"" W (3.35mm x 2.50mm)","0.043"" (1.08mm)","Rectangular"
https://www.knowles.com/docs/default-source/model-downloads/spa1687lr5h-1-rev-a.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPA1687LR5H-1.JPG,423-1430-1-ND,SPA1687LR5H-1,Knowles,ALTMAN MIC HIGH SPL BOTTOM PORT,11268,0,"1.26000","0","1","-","*","Active","MEMS (Silicon)","Analog","Omnidirectional","-","-38dB ±3dB @ 94dB SPL","65dB","-","-","-","-","Bottom","-","Solder Pads","0.132"" L x 0.098"" W (3.35mm x 2.50mm)","0.043"" (1.08mm)","Rectangular"
https://www.knowles.com/docs/default-source/model-downloads/spa1687lr5h-1-rev-a.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPA1687LR5H-1.JPG,423-1430-6-ND,SPA1687LR5H-1,Knowles,ALTMAN MIC HIGH SPL BOTTOM PORT,11268,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","MEMS (Silicon)","Analog","Omnidirectional","-","-38dB ±3dB @ 94dB SPL","65dB","-","-","-","-","Bottom","-","Solder Pads","0.132"" L x 0.098"" W (3.35mm x 2.50mm)","0.043"" (1.08mm)","Rectangular"
https://www.knowles.com/docs/default-source/model-downloads/sph6611lr5h-1-datasheet-rev-b.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPH0644LM4H-1.JPG,423-1431-2-ND,SPH6611LR5H-1,Knowles,MCILRATH-Y MIC HI SNR BOTTM PORT,5900,0,"0.72485","0","5900","Tape & Reel (TR)","SiSonic™ SPH","Active","MEMS (Silicon)","Analog","Omnidirectional","50Hz ~ 80kHz","-38dB ±3dB @ 94dB SPL","65dB","-","-","-","185µA","Bottom","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.08mm)","Rectangular"
https://www.knowles.com/docs/default-source/model-downloads/sph6611lr5h-1-datasheet-rev-b.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPH0644LM4H-1.JPG,423-1431-1-ND,SPH6611LR5H-1,Knowles,MCILRATH-Y MIC HI SNR BOTTM PORT,10885,0,"1.54000","0","1","-","SiSonic™ SPH","Active","MEMS (Silicon)","Analog","Omnidirectional","-","-38dB ±3dB @ 94dB SPL","65dB","-","-","-","-","Bottom","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.08mm)","Rectangular"
https://www.knowles.com/docs/default-source/model-downloads/sph6611lr5h-1-datasheet-rev-b.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPH0644LM4H-1.JPG,423-1431-6-ND,SPH6611LR5H-1,Knowles,MCILRATH-Y MIC HI SNR BOTTM PORT,10885,0,"Digi-Reel","0","1","Digi-Reel®","SiSonic™ SPH","Active","MEMS (Silicon)","Analog","Omnidirectional","-","-38dB ±3dB @ 94dB SPL","65dB","-","-","-","-","Bottom","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.08mm)","Rectangular"
https://product.tdk.com/info/en/documents/catalog_datasheet/mems-mic/DS-000157-ICS-41351-v1.1.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICS-41351-A.jpg,1428-1155-2-ND,ICS-41351,TDK InvenSense,AUDIO MICROPHONE,10000,0,"0.83720","0","10000","-","*","Active","MEMS (Silicon)","Digital, PDM","Omnidirectional","50Hz ~ 20kHz","-26dB ±1dB @ 94dB SPL","65dB","-","1.8V","-","600µA","Bottom","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.08mm)","Rectangular"
https://product.tdk.com/info/en/documents/catalog_datasheet/mems-mic/DS-000157-ICS-41351-v1.1.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICS-41351-A.jpg,1428-1155-1-ND,ICS-41351,TDK InvenSense,AUDIO MICROPHONE,18830,0,"1.68000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://product.tdk.com/info/en/documents/catalog_datasheet/mems-mic/DS-000157-ICS-41351-v1.1.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICS-41351-A.jpg,1428-1155-6-ND,ICS-41351,TDK InvenSense,AUDIO MICROPHONE,18830,0,"Digi-Reel","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.puiaudio.com/pdf/POM-5038P-C3310-R.pdf,//media.digikey.com/Photos/PUI%20Audio/POM-3535P-3-R.jpg,668-1676-ND,POM-5038P-C3310-R,"PUI Audio, Inc.",ELECTRET CONDENSER MICROPHONE 6M,3893,0,"1.69000","0","1","-","POM","Active","Electret Condenser","Analog","Omnidirectional","-","-38dB ±3dB","62dB","-","2V","-","500µA","Top","-","PC Pins","0.236"" Dia (6.00mm)","0.205"" (5.20mm)","Circular"
http://www.puiaudio.com/pdf/POM-5046P-C3310-R.pdf,//media.digikey.com/Photos/PUI%20Audio/POM-3535P-3-R.jpg,668-1677-ND,POM-5046P-C3310-R,"PUI Audio, Inc.",ELECTRET CONDENSER MICROPHONE 6M,1730,0,"1.69000","0","1","-","POM","Active","Electret Condenser","Analog","Omnidirectional","-","-46dB ±3dB","55dB","-","2V","-","500µA","Top","-","PC Pins","0.236"" Dia (6.00mm)","0.205"" (5.20mm)","Circular"
https://www.cui.com/product/resource/digikeypdf/cmc-4015-40l100.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMC-4015-40L100.jpg,102-4641-ND,CMC-4015-40L100,CUI Inc.,MIC COND ANALOG OMNI -40DB,2971,0,"1.98000","0","1","Bulk","CMC","Active","Electret Condenser","Analog","Omnidirectional","20Hz ~ 20kHz","-40dB ±3dB @ 94dB SPL","58dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","-","Wire Leads","0.157"" Dia (4.00mm)","0.067"" (1.70mm)","Circular"
https://www.cui.com/product/resource/digikeypdf/cmc-6018-44l100.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMC-6018-44L100.jpg,102-5625-ND,CMC-6018-44L100,CUI Inc.,MIC COND ANALOG OMNI -44DB,984,0,"2.35000","0","1","Bulk","CMC","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 20kHz","-44dB ±3dB @ 94dB SPL","58dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","-","Wire Leads","0.236"" Dia (6.00mm)","0.079"" (2.00mm)","Circular"
https://www.cui.com/product/resource/digikeypdf/cmc-6050-40l100.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMC-6050-40L100.jpg,102-5632-ND,CMC-6050-40L100,CUI Inc.,MIC COND ANALOG OMNI -40DB,996,0,"2.40000","0","1","Bulk","CMC","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 20kHz","-40dB ±3dB @ 94dB SPL","60dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","-","Wire Leads","0.236"" Dia (6.00mm)","0.205"" (5.20mm)","Circular"
https://www.cui.com/product/resource/digikeypdf/cmc-6010-42l100.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMC-6010-42L100.jpg,102-4642-ND,CMC-6010-42L100,CUI Inc.,MIC COND ANALOG OMNI -42DB,989,0,"2.91000","0","1","Bulk","CMC","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 20kHz","-42dB ±3dB @ 94dB SPL","58dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","-","Wire Leads","0.236"" Dia (6.00mm)","0.047"" (1.20mm)","Circular"
https://www.cui.com/product/resource/digikeypdf/cmc-9745-37t2.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMC-9745-37T2.jpg,102-5635-ND,CMC-9745-37T2,CUI Inc.,MIC COND ANALOG UNI -37DB 9.7MM,741,0,"3.30000","0","1","Bulk","CMC","Active","Electret Condenser","Analog","Unidirectional","100Hz ~ 12kHz","-37dB ±3dB @ 94dB SPL","69dB","2 kOhms","1.5V","1.5V ~ 9V","400µA","Top","-","Solder Pads","0.382"" Dia (9.70mm)","0.185"" (4.70mm)","Circular"
https://www.cui.com/product/resource/digikeypdf/cmc-9745-37t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMC-9745-37T.jpg,102-5634-ND,CMC-9745-37T,CUI Inc.,MIC COND ANALOG UNI -37DB 9.7MM,997,0,"3.39000","0","1","Bulk","CMC","Active","Electret Condenser","Analog","Unidirectional","100Hz ~ 12kHz","-37dB ±3dB @ 94dB SPL","69dB","2.2 kOhms","1.5V","1.5V ~ 9V","400µA","Top","-","Solder Pads","0.382"" Dia (9.70mm)","0.185"" (4.70mm)","Circular"
https://www.cui.com/product/resource/digikeypdf/cmc-9745-37l100.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMC-9745-37L100.jpg,102-5633-ND,CMC-9745-37L100,CUI Inc.,MIC COND ANALOG UNI -37DB,991,0,"3.39000","0","1","Bulk","CMC","Active","Electret Condenser","Analog","Unidirectional","100Hz ~ 12kHz","-37dB ±3dB @ 94dB SPL","72dB","2 kOhms","1.5V","1.5V ~ 9V","400µA","Top","-","Wire Leads","0.382"" Dia (9.70mm)","0.185"" (4.70mm)","Circular"
https://www.cui.com/product/resource/digikeypdf/cmc-9745-37t3.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMC-9745-37T3.jpg,102-5636-ND,CMC-9745-37T3,CUI Inc.,MIC COND ANALOG UNI -37DB 9.7MM,966,0,"3.39000","0","1","Bulk","CMC","Active","Electret Condenser","Analog","Unidirectional","100Hz ~ 12kHz","-37dB ±3dB @ 94dB SPL","72dB","2 kOhms","1.5V","1.5V ~ 9V","400µA","Top","-","Solder Pads","0.382"" Dia (9.70mm)","0.185"" (4.70mm)","Circular"
https://www.cui.com/product/resource/digikeypdf/cmc-97452-l100.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMC-97452-L100.jpg,102-5637-ND,CMC-97452-L100,CUI Inc.,MIC COND ANALOG UNI -37DB,1000,0,"3.48000","0","1","Bulk","CMC","Active","Electret Condenser","Analog","Unidirectional","100Hz ~ 12kHz","-37dB ±3dB @ 94dB SPL","69dB","2.2 kOhms","1.5V","1.5V ~ 9V","400µA","Top","-","Wire Leads","0.382"" Dia (9.70mm)","0.185"" (4.70mm)","Circular"
https://www.knowles.com/docs/default-source/model-downloads/ea-21842-000.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/EA-21939-C36.jpg,423-1422-ND,EA-21842-000,Knowles,MICROPHONE,110,0,"20.26000","0","1","Bulk","EA","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 4.8kHz","-59dB ±3dB @ 74dB SPL","-","3.5 kOhms","1.3V","-","50µA","Side","-","Solder Pads","0.219"" L x 0.157"" W (5.56mm x 3.99mm)","0.089"" (2.26mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPK0415HM4H-B.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/SPK0415HM4H-B.JPG,423-1210-2-ND,SPK0415HM4H-B-7,Knowles,MIC MEMS  DIGITAL PDM OMNI -26DB,11400,0,"0.54936","0","5700","Tape & Reel (TR)","SiSonic™","Obsolete","MEMS (Silicon)","Digital, PDM","Omnidirectional","100Hz ~ 10kHz","-26dB ±3dB @ 94dB SPL","61dB","-","-","1.6V ~ 3.6V","650µA","Top","-","Solder Pads","0.157"" L x 0.118"" W (4.00mm x 3.00mm)","0.046"" (1.16mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPK0415HM4H-B.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/SPK0415HM4H-B.JPG,423-1210-1-ND,SPK0415HM4H-B-7,Knowles,MIC MEMS  DIGITAL PDM OMNI -26DB,16500,0,"2.03000","0","1","Cut Tape (CT)","SiSonic™","Obsolete","MEMS (Silicon)","Digital, PDM","Omnidirectional","100Hz ~ 10kHz","-26dB ±3dB @ 94dB SPL","61dB","-","-","1.6V ~ 3.6V","650µA","Top","-","Solder Pads","0.157"" L x 0.118"" W (4.00mm x 3.00mm)","0.046"" (1.16mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPK0415HM4H-B.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/SPK0415HM4H-B.JPG,423-1210-6-ND,SPK0415HM4H-B-7,Knowles,MIC MEMS  DIGITAL PDM OMNI -26DB,16500,0,"Digi-Reel","0","1","Digi-Reel®","SiSonic™","Obsolete","MEMS (Silicon)","Digital, PDM","Omnidirectional","100Hz ~ 10kHz","-26dB ±3dB @ 94dB SPL","61dB","-","-","1.6V ~ 3.6V","650µA","Top","-","Solder Pads","0.157"" L x 0.118"" W (4.00mm x 3.00mm)","0.046"" (1.16mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPH1611LR5H-1.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPH1611LR5H-1.jpg,423-1410-2-ND,SPH1611LR5H-1,Knowles,MIC MEMS ANALOG OMNI -38DB,29500,0,"0.59950","0","5900","Tape & Reel (TR)","SiSonic™, Zero-Height Mic™, SPH","Last Time Buy","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-38dB ±1dB @ 94dB SPL","65dB","400 Ohms","-","1.5V ~ 3.6V","185µA","Bottom","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.10mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPH1611LR5H-1.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPH1611LR5H-1.jpg,423-1410-1-ND,SPH1611LR5H-1,Knowles,MIC MEMS ANALOG OMNI -38DB,2683,0,"1.28000","0","1","Cut Tape (CT)","SiSonic™, Zero-Height Mic™, SPH","Last Time Buy","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-38dB ±1dB @ 94dB SPL","65dB","400 Ohms","-","1.5V ~ 3.6V","185µA","Bottom","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.10mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPH1611LR5H-1.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPH1611LR5H-1.jpg,423-1410-6-ND,SPH1611LR5H-1,Knowles,MIC MEMS ANALOG OMNI -38DB,0,0,"Digi-Reel","0","1","Digi-Reel®","SiSonic™, Zero-Height Mic™, SPH","Last Time Buy","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-38dB ±1dB @ 94dB SPL","65dB","400 Ohms","-","1.5V ~ 3.6V","185µA","Bottom","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.10mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPQ0410HR5H-B.pdf,//media.digikey.com/Renders/Knowles%20Acoustics%20Renders/SPQ0410HR5H-B.jpg,423-1165-2-ND,SPQ0410HR5H-B-7,Knowles,MIC SISONIC SLIM ULTRAMINI RF,5700,0,"0.64038","0","5700","Tape & Reel (TR)","SiSonic™ SP","Not For New Designs","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-42dB ±3dB @ 94dB SPL","59dB","400 Ohms","-","1.5V ~ 3.6V","160µA","Top","-","Solder Pads","0.148"" L x 0.088"" W (3.76mm x 2.24mm)","0.047"" (1.20mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPQ0410HR5H-B.pdf,//media.digikey.com/Renders/Knowles%20Acoustics%20Renders/SPQ0410HR5H-B.jpg,423-1165-1-ND,SPQ0410HR5H-B-7,Knowles,MIC SISONIC SLIM ULTRAMINI RF,3378,0,"1.36000","0","1","Cut Tape (CT)","SiSonic™ SP","Discontinued at Digi-Key","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-42dB ±3dB @ 94dB SPL","59dB","400 Ohms","-","1.5V ~ 3.6V","160µA","Top","-","Solder Pads","0.148"" L x 0.088"" W (3.76mm x 2.24mm)","0.047"" (1.20mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPQ0410HR5H-B.pdf,//media.digikey.com/Renders/Knowles%20Acoustics%20Renders/SPQ0410HR5H-B.jpg,423-1165-6-ND,SPQ0410HR5H-B-7,Knowles,MIC SISONIC SLIM ULTRAMINI RF,0,0,"Digi-Reel","0","1","Digi-Reel®","SiSonic™ SP","Discontinued at Digi-Key","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-42dB ±3dB @ 94dB SPL","59dB","400 Ohms","-","1.5V ~ 3.6V","160µA","Top","-","Solder Pads","0.148"" L x 0.088"" W (3.76mm x 2.24mm)","0.047"" (1.20mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPUL409HE5H-PB.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPUL409HE5H-PB.jpg,423-1408-2-ND,SPUL409HE5H-PB,Knowles,MIC MEMS ANALOG OMNI -42DB,5700,0,"0.65400","0","5700","Tape & Reel (TR)","SiSonic™","Not For New Designs","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-42dB ±3dB @ 94dB SPL","59dB","300 Ohms","-","1.5V ~ 3.6V","190µA","Top","-","Solder Pads","0.148"" L x 0.116"" W (3.76mm x 2.95mm)","0.047"" (1.20mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPUL409HE5H-PB.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPUL409HE5H-PB.jpg,423-1408-1-ND,SPUL409HE5H-PB,Knowles,MIC MEMS ANALOG OMNI -42DB,3661,0,"1.39000","0","1","Cut Tape (CT)","SiSonic™","Discontinued at Digi-Key","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-42dB ±3dB @ 94dB SPL","59dB","300 Ohms","-","1.5V ~ 3.6V","190µA","Top","-","Solder Pads","0.148"" L x 0.116"" W (3.76mm x 2.95mm)","0.047"" (1.20mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPUL409HE5H-PB.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPUL409HE5H-PB.jpg,423-1408-6-ND,SPUL409HE5H-PB,Knowles,MIC MEMS ANALOG OMNI -42DB,0,0,"Digi-Reel","0","1","Digi-Reel®","SiSonic™","Discontinued at Digi-Key","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-42dB ±3dB @ 94dB SPL","59dB","300 Ohms","-","1.5V ~ 3.6V","190µA","Top","-","Solder Pads","0.148"" L x 0.116"" W (3.76mm x 2.95mm)","0.047"" (1.20mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-3722AT-42117-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-3722AT-42117_SideA.jpg,102-5097-2-ND,CMM-3722AT-42117-TR,CUI Inc.,"MICROPHONE, 3.76 MM X 2.24 MM X",1000,0,"0.45678","0","1000","Tape & Reel (TR)","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","59dB","-","2V","-","170µA","Top","-","Solder Pads","0.148"" L x 0.088"" W (3.76mm x 2.24mm)","0.047"" (1.20mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-3722AT-42117-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-3722AT-42117_SideA.jpg,102-5097-1-ND,CMM-3722AT-42117-TR,CUI Inc.,"MICROPHONE, 3.76 MM X 2.24 MM X",1990,0,"0.91000","0","1","Cut Tape (CT)","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","59dB","-","2V","-","170µA","Top","-","Solder Pads","0.148"" L x 0.088"" W (3.76mm x 2.24mm)","0.047"" (1.20mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-3722AT-42117-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-3722AT-42117_SideA.jpg,102-5097-6-ND,CMM-3722AT-42117-TR,CUI Inc.,"MICROPHONE, 3.76 MM X 2.24 MM X",1990,0,"Digi-Reel","0","1","Digi-Reel®","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","59dB","-","2V","-","170µA","Top","-","Solder Pads","0.148"" L x 0.088"" W (3.76mm x 2.24mm)","0.047"" (1.20mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-3125AT-42316-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-3125AT-42316_SideA.jpg,102-5098-2-ND,CMM-3125AT-42316-TR,CUI Inc.,"MICROPHONE, 3.10 MM X 2.50 MM X",1000,0,"0.45678","0","1000","Tape & Reel (TR)","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","57dB","-","2V","-","160µA","Top","-","Solder Pads","0.122"" L x 0.098"" W (3.10mm x 2.50mm)","0.047"" (1.20mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-3125AT-42316-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-3125AT-42316_SideA.jpg,102-5098-1-ND,CMM-3125AT-42316-TR,CUI Inc.,"MICROPHONE, 3.10 MM X 2.50 MM X",1967,0,"0.91000","0","1","Cut Tape (CT)","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","57dB","-","2V","-","160µA","Top","-","Solder Pads","0.122"" L x 0.098"" W (3.10mm x 2.50mm)","0.047"" (1.20mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-3125AT-42316-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-3125AT-42316_SideA.jpg,102-5098-6-ND,CMM-3125AT-42316-TR,CUI Inc.,"MICROPHONE, 3.10 MM X 2.50 MM X",1967,0,"Digi-Reel","0","1","Digi-Reel®","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","57dB","-","2V","-","160µA","Top","-","Solder Pads","0.122"" L x 0.098"" W (3.10mm x 2.50mm)","0.047"" (1.20mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-2718AB-383161-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-2718AB-383161_SideA.jpg,102-5089-2-ND,CMM-2718AB-383161-TR,CUI Inc.,"MICROPHONE, 2.75 MM X 1.85 MM X",1000,0,"0.47873","0","1000","Tape & Reel (TR)","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","61dB","-","2V","-","160µA","Bottom","-","Solder Pads","0.108"" L x 0.073"" W (2.75mm x 1.85mm)","0.041"" (1.05mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-2718AB-383161-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-2718AB-383161_SideA.jpg,102-5089-1-ND,CMM-2718AB-383161-TR,CUI Inc.,"MICROPHONE, 2.75 MM X 1.85 MM X",1951,0,"0.95000","0","1","Cut Tape (CT)","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","61dB","-","2V","-","160µA","Bottom","-","Solder Pads","0.108"" L x 0.073"" W (2.75mm x 1.85mm)","0.041"" (1.05mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-2718AB-383161-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-2718AB-383161_SideA.jpg,102-5089-6-ND,CMM-2718AB-383161-TR,CUI Inc.,"MICROPHONE, 2.75 MM X 1.85 MM X",1951,0,"Digi-Reel","0","1","Digi-Reel®","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","61dB","-","2V","-","160µA","Bottom","-","Solder Pads","0.108"" L x 0.073"" W (2.75mm x 1.85mm)","0.041"" (1.05mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-2718AT-42316-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-2718AT-42316_SideA.jpg,102-5086-2-ND,CMM-2718AT-42316-TR,CUI Inc.,"MICROPHONE, 2.75 MM X 1.85 MM X",1000,0,"0.48010","0","1000","Tape & Reel (TR)","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","57dB","-","2V","-","160µA","Top","-","Solder Pads","0.108"" L x 0.073"" W (2.75mm x 1.85mm)","0.041"" (1.05mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-2718AT-42316-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-2718AT-42316_SideA.jpg,102-5086-1-ND,CMM-2718AT-42316-TR,CUI Inc.,"MICROPHONE, 2.75 MM X 1.85 MM X",1921,0,"0.95000","0","1","Cut Tape (CT)","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","57dB","-","2V","-","160µA","Top","-","Solder Pads","0.108"" L x 0.073"" W (2.75mm x 1.85mm)","0.041"" (1.05mm)","Rectangular"
https://www.cui.com/product/resource/digikeypdf/CMM-2718AT-42316-TR.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMM-2718AT-42316_SideA.jpg,102-5086-6-ND,CMM-2718AT-42316-TR,CUI Inc.,"MICROPHONE, 2.75 MM X 1.85 MM X",1921,0,"Digi-Reel","0","1","Digi-Reel®","CMM","Active","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 10kHz","-","57dB","-","2V","-","160µA","Top","-","Solder Pads","0.108"" L x 0.073"" W (2.75mm x 1.85mm)","0.041"" (1.05mm)","Rectangular"
