Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage - Input","Number of Ports","Voltage - Output","Current - Output","Power (Watts) - Per Port","Compliance","Data Rate","Features","Operating Temperature","Efficiency","Mounting Type","Size / Dimension"
http://midspans.com/pdf/POE16R-1AF.pdf,//media.digikey.com/Photos/Phihong%20USA/POE16R-1AF-RPA.jpg,993-1246-KIT-ND,POE16R-1AF-RPA,Phihong USA,POE INJECTOR 15.4W 56V WALL USA,3,0,"23.99000","0","1","POE16R","Active","Midspan Injector","90 ~ 264 VAC","1","56V","275mA","15.4W","IEEE802.3af","10/100 Mbps","OCP, OVP, SCP","0°C ~ 40°C","75%","Wall Mount","3.15"" L x 1.77"" W x 1.29"" H (80.0mm x 45.0mm x 33.0mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-9S-AFI-ND,POE-9S-AFI,Laird Technologies IAS,POE SPLITTER 9W 9V DESKTOP,0,0,"27.48000","0","1","-","Active","Splitter","36 ~ 60V","1","9V","1A","9W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","-","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-5S-AFI-ND,POE-5S-AFI,Laird Technologies IAS,POE SPLITTER 12W 5V DESKTOP,0,0,"30.22000","0","1","-","Active","Splitter","36 ~ 60V","1","5V","2.4A","12W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","-","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
-,//media.digikey.com/Photos/B&B%20Electronics/MFG_806-39xyz%20Series.jpg,BB-806-39800-ND,BB-806-39800,"B&B SmartWorx, Inc.",POE POWER ADAPTER POE GIGA,0,0,"32.00000","0","1","MiniMc","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-24S-AFI--ND,POE-24S-AFI-,Laird Technologies IAS,POE SPLITTER 12W 24V DESKTOP,0,0,"33.32000","0","1","-","Active","Splitter","36 ~ 60V","1","24V","500mA","12W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","-","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-18I-EU-ND,POE-18I-EU,Laird Technologies IAS,POE INJECTOR 16.2W 18V DESKTOP,0,0,"33.78000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","18V","900mA","16.2W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-24I-EU-ND,POE-24I-EU,Laird Technologies IAS,POE INJECTOR 19.2W 24V DESKTOP,0,0,"33.78000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","24V","800mA","19.2W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
http://www.midspans.com/pdf/POE31x-1AT.pdf,//media.digikey.com/Photos/Phihong%20USA/POE31W-1AT.jpg,993-1144-ND,POE31W-1AT,Phihong USA,POE INJECTOR 30W 56V DESKTOP,0,0,"37.36000","0","6","POE31X","Active","Midspan Injector","90 ~ 264 VAC","1","56V","535mA","30W","IEEE802.3at","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","Level V","Desktop","5.51"" L x 2.55"" W x 1.42"" H (140.0mm x 65.0mm x 36.0mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-24I-CI-ND,POE-24I-CI,Laird Technologies IAS,POE INJECTOR 19.2W 24V DESKTOP,0,0,"38.76000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","24V","800mA","19.2W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-48I-CI-ND,POE-48I-CI,Laird Technologies IAS,POE INJECTOR 24W 48V DESKTOP,0,0,"38.86000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","48V","500mA","24W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
-,-,POE-18I-INT-ND,POE-18I-INT,Laird Technologies IAS,POE INJECTOR 16.2W 18V DESKTOP,0,0,"39.12000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","18V","900mA","16.2W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
-,-,POE-24I-INT-ND,POE-24I-INT,Laird Technologies IAS,POE INJECTOR 19.2W 24V DESKTOP,0,0,"39.12000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","24V","800mA","19.2W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
-,-,POE-48I-INT-ND,POE-48I-INT,Laird Technologies IAS,POE INJECTOR 24W 48V DESKTOP,0,0,"39.12000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","48V","500mA","24W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
http://www.midspans.com/pdf/POE21-120F.pdf,//media.digikey.com/Photos/Phihong%20USA/POE21%20SERIES.JPG,993-1176-ND,POE21-120F,Phihong USA,POE SPLITTER 21W 12V DESKTOP,0,0,"40.85000","0","6","POE21","Active","Splitter","45 ~ 57V","1","12V","1.75A","21W","IEEE802.3af","10/100/1000 Mbps","OVP, SCP","0°C ~ 40°C","80%","Desktop","3.94"" L x 2.21"" W x 1.10"" H (100.0mm x 56.0mm x 28.0mm)"
https://www.slpower.com/data/collateral/PENB1035B_DS.pdf,-,PENB1035B5600F01-ND,PENB1035B5600F01,SL Power Electronics Manufacture of Condor/Ault Brands,POE INJECTOR 48V DESKTOP,0,0,"45.34128","0","250","PENB1035B","Active","Midspan Injector","90 ~ 264 VAC","1","56V","600mA","35W","IEEE802.3at","10/100/1000 Mbps","OVP, SCP","0°C ~ 40°C","-","Desktop","5.24"" L x 2.13"" W x 1.38"" H (133.1mm x 54.1mm x 35.1mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-48ID-EU-ND,POE-48ID-EU,Laird Technologies IAS,POE INJECTOR 16.8W 48V DESKTOP,0,0,"48.41000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","48V","350mA","16.8W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
http://www.midspans.com/pdf/POE60U-560G.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE60U-560G.jpg,993-1091-ND,POE60U-560(G),Phihong USA,POE INJECTOR 60W 56V DESKTOP,0,0,"48.81600","0","510","POE60","Active","Midspan Injector","90 ~ 264 VAC","1","56V","550mA","60W","-","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","75%","Desktop","6.53"" L x 3.15"" W x 1.73"" H (166.0mm x 80.0mm x 44.0mm)"
-,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/LS15%20SERIES.JPG,LS15RB0501J01-ND,LS15RB0501J01,SL Power Electronics Manufacture of Condor/Ault Brands,POE SPLITTER 10W 5V DESKTOP,0,0,"49.50500","0","100","LS15","Active","Splitter","36 ~ 57V","1","5V","2A","10W","IEEE802.3af","-","OCP, OTP, OVP, SCP, UVLO","-40°C ~ 60°C","87%","Desktop","3.00"" L x 2.10"" W x 1.00"" H (86.2mm x 53.3mm x 25.4mm)"
-,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/LS15%20SERIES.JPG,LS15RB1201J01-ND,LS15RB1201J01,SL Power Electronics Manufacture of Condor/Ault Brands,POE SPLITTER 10.8W 12V DESKTOP,0,0,"49.50500","0","100","LS15","Active","Splitter","36 ~ 57V","1","12V","900mA","10.8W","IEEE802.3af","-","OCP, OTP, OVP, SCP, UVLO","-40°C ~ 60°C","88%","Desktop","3.00"" L x 2.10"" W x 1.00"" H (86.2mm x 53.3mm x 25.4mm)"
-,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/LS15%20SERIES.JPG,LS15RB2401J01-ND,LS15RB2401J01,SL Power Electronics Manufacture of Condor/Ault Brands,POE SPLITTER 11.4W 24V DESKTOP,0,0,"49.50500","0","100","LS15","Active","Splitter","36 ~ 57V","1","24V","475mA","11.4W","IEEE802.3af","-","OCP, OTP, OVP, SCP, UVLO","-40°C ~ 60°C","90%","Desktop","3.00"" L x 2.10"" W x 1.00"" H (86.2mm x 53.3mm x 25.4mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-HP-24I-ND,POE-HP-24I,Laird Technologies IAS,POE INJECTOR 48W 24V DESKTOP,0,0,"54.69000","0","1","-","Active","Passive Injector","90 ~ 264 VAC","1","24V","2A","48W","IEEE802.3af","-","OCP, SCP","-15°C ~ 60°C","80%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-HP-50I-ND,POE-HP-50I,Laird Technologies IAS,POE INJECTOR 50W 50V DESKTOP,0,0,"54.69000","0","1","-","Active","Passive Injector","90 ~ 264 VAC","1","50V","1A","50W","IEEE802.3af","-","OCP, SCP","-15°C ~ 60°C","80%","Desktop","4.88"" L x 2.88"" W x 1.47"" H (124.0mm x 74.0mm x 38.0mm)"
-,-,POE-HP-50I-EU-ND,POE-HP-50I-EU,Laird Technologies IAS,POE INJECTOR 50W 50V DESKTOP,0,0,"54.69000","0","1","-","Active","Passive Injector","90 ~ 264 VAC","1","50V","1A","50W","IEEE802.3af","-","OCP, SCP","-15°C ~ 60°C","80%","Desktop","4.88"" L x 2.88"" W x 1.47"" H (124.0mm x 74.0mm x 38.0mm)"
https://www.slpower.com/data/collateral/Line_Splitter.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/LS15%20SERIES.JPG,271-2626-ND,LS15RB1201J04,SL Power Electronics Manufacture of Condor/Ault Brands,POE SPLITTER 10.8W 12V DESKTOP,0,0,"54.75600","0","100","LS15","Active","Splitter","36 ~ 57V","1","12V","900mA","10.8W","IEEE802.3af","-","OCP, OTP, OVP, SCP, UVLO","-40°C ~ 60°C","88%","Desktop","3.00"" L x 2.10"" W x 1.00"" H (86.2mm x 53.3mm x 25.4mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-48I-CI-EU-ND,POE-48I-CI-EU,Laird Technologies IAS,POE INJECTOR 24W 48V DESKTOP,0,0,"54.89000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","48V","500mA","24W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-48I12S-AFI-ND,POE-48I12S-AFI,Laird Technologies IAS,POE SYSTEM 12VDC 1A AFI,0,0,"60.20000","0","1","-","Active","-","90 ~ 264 VAC","-","12V","1A","-","-","-","-","-","-","-","-"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-48I5S-AFI-ND,POE-48I5S-AFI,Laird Technologies IAS,POE SYSTEM 5VDC 2.4A AFI,0,0,"60.20000","0","1","-","Active","-","90 ~ 264 VAC","-","5V","2.4A","-","-","-","-","-","-","-","-"
https://www.phihong.com/admin/uploads/POE75D-1UP.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE75U-1UP.jpg,993-1094-ND,POE75D-1UP,Phihong USA,POE INJECTOR 75W 56V DESKTOP,0,0,"62.51250","0","504","POE75D","Active","Midspan Injector","36 ~ 72V","1","56V","670mA","75W","-","10/100/1000 Mbps","OCP, OVP, SCP","-20°C ~ 40°C","85%","Desktop","6.53"" L x 3.15"" W x 1.73"" H (166.0mm x 80.0mm x 44.0mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-4X18I-ND,POE-4X18I,Laird Technologies IAS,POE INJECTOR 18W -18V DESKTOP,0,0,"104.19000","0","1","POE-4","Active","Midspan Injector","90 ~ 264 VAC","4","-18V","1A","18W","-","10/100 Mbps","OCP, OVP, SCP, UVLO","0°C ~ 60°C","-","Desktop","5.91"" L x 4.65"" W x 1.26"" H (150.0mm x 118.0mm x 32.0mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-4X24I-ND,POE-4X24I,Laird Technologies IAS,POE INJECTOR 24W -24V DESKTOP,0,0,"104.19000","0","1","POE-4","Active","Midspan Injector","90 ~ 264 VAC","4","-24V","800mA","24W","-","10/100 Mbps","OCP, OVP, SCP, UVLO","0°C ~ 60°C","-","Desktop","5.91"" L x 4.65"" W x 1.26"" H (150.0mm x 118.0mm x 32.0mm)"
http://assets.lairdtech.com/home/brandworld/files/ANT-DS-POE-Multiport%200611.pdf,-,POE-4X48I-ND,POE-4X48I,Laird Technologies IAS,POE INJECTOR 24W -48V DESKTOP,0,0,"104.19000","0","1","POE-4","Active","Midspan Injector","90 ~ 264 VAC","4","-48V","500mA","24W","-","10/100 Mbps","OCP, OVP, SCP, UVLO","0°C ~ 60°C","-","Desktop","5.91"" L x 4.65"" W x 1.26"" H (150.0mm x 118.0mm x 32.0mm)"
http://assets.lairdtech.com/home/brandworld/files/ANT-DS-POE-Multiport%200611.pdf,-,POE-4X48I-AFI-ND,POE-4X48I-AFI,Laird Technologies IAS,POE INJECTOR 16.8W -48V DESKTOP,0,0,"140.39000","0","1","POE-4","Active","Midspan Injector","90 ~ 264 VAC","4","-48V","350mA","16.8W","IEEE802.3af","10/100 Mbps","OCP, OVP, SCP, UVLO","0°C ~ 60°C","-","Desktop","5.91"" L x 4.65"" W x 1.26"" H (150.0mm x 118.0mm x 32.0mm)"
http://www.midspans.com/pdf/POE16S-1AFG.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE16S-1AFG.jpg,993-1098-ND,POE16S-1AFG,Phihong USA,POE EXTENDER 19W 56V DESKTOP,0,0,"152.15000","0","5","-","Active","Extender","45 ~ 57V","1","56V","330mA","19W","IEEE802.3af","10/100/1000 Mbps","SCP","0°C ~ 40°C","75%","Desktop","4.72"" L x 2.36"" W x 1.26"" H (120.0mm x 60.0mm x 32.0mm)"
-,-,100-POE-SPL-12BB-ND,100-POE-SPL-12,"B&B SmartWorx, Inc.","ETHNET,POE,SPLITTER,12VDC OUTPUT",0,0,"164.00000","0","1","N-TRON®","Active","Splitter","46 ~ 54V","1","12V","320mA","15.4W","IEEE802.3af","-","-","-40°C ~ 85°C","-","Desktop","3.61"" L x 1.00"" W x 4.00"" H (91.7mm x 25.4mm x 101.6mm)"
http://www.midspans.com/pdf/POE125U-8.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE125U-4ATN.jpg,993-1156-ND,POE125U-8-N,Phihong USA,POE INJECTOR 15.4W DESKTOP,0,0,"178.50000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","8","-","-","15.4W","IEEE802.3at","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Desktop","8.85"" L x 7.87"" W x 1.91"" H (224.9mm x 200.0mm x 48.5mm)"
http://www.midspans.com/pdf/POE33U-560DO.pdf,//media.digikey.com/Photos/Phihong%20USA/POE33U-560DO.jpg,993-1241-ND,POE33U-560DO,Phihong USA,POE INJECTOR 33.6W 56V,0,0,"185.00000","0","1","POE33U","Active","Extender","90 ~ 264 VAC","2","56V","300mA","33.6W","IEEE802.3af","10/100/1000 Mbps","IP67, OCP, OVP, SCP","-40°C ~ 60°C","70%","Desktop","9.93"" L x 6.93"" W x 3.07"" H (252.1mm x 176.0mm x 78.0mm)"
http://www.midspans.com/pdf/POE60S-4AF.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE60S-4AF.jpg,993-1174-ND,POE60S-4AF,Phihong USA,POE EXTENDER 15.4W 48V DESKTOP,0,0,"204.86125","0","8","POE60","Active","Extender","36 ~ 57V","4","48V","320mA","15.4W","-","10/100 Mbps","OCP, OVP, SCP","0°C ~ 55°C","84%","Desktop","6.87"" L x 6.06"" W x 1.50"" H (174.5mm x 154.0mm x 38.2mm)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2891042,-,2891042-ND,2891042,Phoenix Contact,FACTORYLINE POWER OVER ETHERNET,0,0,"215.00000","0","1","-","Active","Splitter","44 ~ 57V","1","24V","-","-","IEEE802.3af, IEEE802.3at","10/100/1000 Mbps","IP20","-40°C ~ 70°C","-","DIN Rail","4.29"" L x 1.57"" W x 3.94"" H (109.0mm x 40.0mm x 100.0mm)"
http://www.midspans.com/pdf/POE240-MP.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE240U-2MPN.jpg,993-1157-ND,POE240U-2MP-N,Phihong USA,POE INJECTOR 95W DESKTOP,0,0,"252.00000","0","8","-","Active","Midspan Injector","90 ~ 264 VAC","2","-","-","95W","IEEE802.3af","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Desktop","8.85"" L x 7.87"" W x 1.91"" H (224.9mm x 200.0mm x 48.5mm)"
http://www.midspans.com/pdf/POE370U.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE370U-480-8N.jpg,993-1163-ND,POE370U-480-8-N,Phihong USA,POE INJECTOR 15.4W RACK,0,0,"323.53750","0","8","POE370U","Active","Midspan Injector","90 ~ 264 VAC","8","-","-","15.4W","IEEE802.3af","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Rack Mount","17.26"" L x 9.06"" W x 1.75"" H (438.5mm x 230.0mm x 44.5mm)"
http://www.midspans.com/pdf/POE61S-4AF.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE61S-4AF.jpg,993-1146-ND,POE61S-4AF,Phihong USA,POE EXTENDER 15.4W 48V BRACKET,0,0,"343.75000","0","8","-","Active","Extender","45 ~ 57V","4","48V","320mA","15.4W","-","10/100 Mbps","IP67, OCP, OVP, SCP","-40°C ~ 60°C","84%","Bracket Mount","9.93"" L x 6.93"" W x 3.07"" H (252.1mm x 176.0mm x 78.0mm)"
http://www.midspans.com/pdf/POE33S-1AT-N.pdf,//media.digikey.com/photos/Phihong%20USA/POE33S-1AT-N-R.JPG,993-1240-ND,POE33S-1AT-N-R,Phihong USA,POE INJECTOR 33.6W 56V,0,0,"349.13000","0","1","POE33S","Active","Midspan Injector","90 ~ 264 VAC","1","56V","600mA","33.6W","IEEE802.3at","10/100/1000 Mbps","IP67, OCP, OVP, SCP","-40°C ~ 60°C","73%","Bracket Mount","9.93"" L x 6.93"" W x 3.07"" H (252.1mm x 176.0mm x 78.0mm)"
http://midspans.com/pdf/POE576U-AFAT.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE576U-24AFAT.jpg,993-1170-ND,POE576U-24AFAT,Phihong USA,POE INJECTOR 33.6W 15.4W RACK,0,0,"446.25000","0","8","-","Active","Midspan Injector","90 ~ 264 VAC","24","-","-","33.6W, 15.4W","IEEE802.3af, IEEE802.3at","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Rack Mount","17.20"" L x 9.06"" W x 1.73"" H (437.0mm x 230.0mm x 44.0mm)"
http://www.midspans.com/pdf/POE576U-4MP.pdf,-,POE576U-4MP-N-ND,POE576U-4MP-N,Phihong USA,POE INJECTOR 95W 56V RACK,0,0,"498.75000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","4","56V","1.69A","95W","IEEE802.3af, IEEE802.3at","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Rack Mount","17.25"" L x 8.98"" W x 1.75"" H (438.0mm x 228.0mm x 44.5mm)"
http://midspans.com/pdf/POE576U-AFAT.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE576U-24AFATN.jpg,993-1169-ND,POE576U-24AFAT-N,Phihong USA,POE INJECTOR 33.6W 15.4W RACK,0,0,"557.81333","0","6","-","Active","Midspan Injector","90 ~ 264 VAC","24","-","-","33.6W, 15.4W","IEEE802.3af, IEEE802.3at","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Rack Mount","17.20"" L x 9.06"" W x 1.73"" H (437.0mm x 230.0mm x 44.0mm)"
http://www.midspans.com/pdf/POE806U-24AT.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE806U-24AT-N.jpg,993-1147-ND,POE806U-24AT-N,Phihong USA,POE INJECTOR 33.6W 56V RACK,0,0,"661.50000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","24","56V","600mA","33.6W","IEEE802.3at","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Rack Mount","17.24"" L x 8.98"" W x 1.75"" H (438.0mm x 228.0mm x 44.5mm)"
http://www.midspans.com/pdf/POE806U-8MPN.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE806U-24AT-N.jpg,993-1148-ND,POE806U-8MP-N,Phihong USA,POE INJECTOR 95W 56V RACK,0,0,"735.00000","0","8","-","Active","Midspan Injector","90 ~ 264 VAC","8","56V","1.69A","95W","IEEE802.3at","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Rack Mount","17.24"" L x 8.98"" W x 1.75"" H (438.0mm x 228.0mm x 44.5mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3238_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3238.JPG,1528-1779-ND,3238,Adafruit Industries LLC,802.3AF POE OUTPUT DATA & POWER,0,0,"9.95000","0","1","-","Active","Splitter","44 ~ 57V","1","12V","1A","-","IEEE802.3af","10/100 Mbps","-","-","-","Desktop","11.80"" L x 1.40"" W x 1.10"" H (299.7mm x 35.6mm x 27.9mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PW182RA.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PW182.jpg,271-2560-ND,PW182RA4800F01,SL Power Electronics Manufacture of Condor/Ault Brands,POE INJECTOR 19W 48V DESKTOP,0,0,"Obsolete","0","250","PW182RA","Obsolete","Midspan Injector","100 ~ 240 VAC","1","48V","400mA","19W","-","10/100/1000 Mbps","OCP, SCP","0°C ~ 40°C","65%","Desktop","5.24"" L x 2.13"" W x 1.42"" H (133.0mm x 54.0mm x 36.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PW182RB.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PW182.jpg,271-2561-ND,PW182RB4800F01,SL Power Electronics Manufacture of Condor/Ault Brands,POE INJECTOR 17W 48V DESKTOP,0,0,"Obsolete","0","250","PW182RB","Obsolete","Midspan Injector","100 ~ 240 VAC","1","48V","350mA","17W","IEEE802.3af","10/100/1000 Mbps","OCP, SCP","0°C ~ 40°C","65%","Desktop","5.24"" L x 2.13"" W x 1.42"" H (133.0mm x 54.0mm x 36.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PW183RA.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PW183.jpg,271-2562-ND,PW183RA4800F01,SL Power Electronics Manufacture of Condor/Ault Brands,POE INJECTOR 32W 48V DESKTOP,0,0,"Obsolete","0","250","PW183RA","Obsolete","Midspan Injector","100 ~ 250 VAC","1","48V","670mA","32W","-","10/100/1000 Mbps","OCP, SCP","0°C ~ 40°C","75.1%","Desktop","5.24"" L x 2.13"" W x 1.42"" H (133.0mm x 54.0mm x 36.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PW183RB.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PW183.jpg,271-2563-ND,PW183RB4800F01,SL Power Electronics Manufacture of Condor/Ault Brands,POE INJECTOR 30W 48V DESKTOP,0,0,"Obsolete","0","250","PW183RB","Obsolete","Midspan Injector","100 ~ 250 VAC","1","48V","625mA","30W","IEEE802.3af","10/100/1000 Mbps","OCP, SCP","0°C ~ 40°C","75.1%","Desktop","5.24"" L x 2.13"" W x 1.42"" H (133.0mm x 54.0mm x 36.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/LS15.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/LS15%20SERIES.JPG,271-2627-ND,LS15RB2401J04,SL Power Electronics Manufacture of Condor/Ault Brands,POE SPLITTER 11.4W 24V DESKTOP,0,0,"Obsolete","0","100","LS15","Obsolete","Splitter","36 ~ 57V","1","24V","475mA","11.4W","IEEE802.3af","-","OCP, OTP, OVP, SCP, UVLO","-40°C ~ 60°C","90%","Desktop","3.00"" L x 2.10"" W x 1.00"" H (86.2mm x 53.3mm x 25.4mm)"
http://www.midspans.com/pdf/POE20U-560G.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE20U.jpg,993-1079-ND,POE20U-560(G),Phihong USA,POE INJECTOR 19.6W 56V DESKTOP,0,0,"Obsolete","0","1020","POE20U","Obsolete","Midspan Injector","90 ~ 264 VAC","1","56V","350mA","19.6W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","65%","Desktop","5.98"" L x 2.56"" W x 1.42"" H (152.0mm x 65.0mm x 36.0mm)"
http://www.midspans.com/pdf/POE31x_Dumb.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE31x.jpg,993-1083-ND,POE31U-240,Phihong USA,POE INJECTOR 30W 24V DESKTOP,0,0,"Obsolete","0","1000","POE31X","Obsolete","Passive Injector","85 ~ 264 VAC","1","24V","1.25A","30W","IEEE802.3at","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","Level V","Desktop","6.42"" L x 2.56"" W x 1.42"" H (163.3mm x 65.0mm x 36.0mm)"
