Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Outputs","Voltage - Input","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Applications","Voltage - Isolation","Efficiency","Operating Temperature","Features","Mounting Type","Size / Dimension"
http://apps.geindustrial.com/publibrary/checkout/CLP0224FP?TNR=Data%20Sheets|CLP0224FP|generic,//media.digikey.com/Photos/GE%20Critical%20Power%20Photos/MFG_CLP022xFPXXXZ01A.JPG,555-1422-ND,CLP0224FPXXXZ01A,ABB Embedded Power,AC/DC CONVERTER 24V 200W,329,0,"106.68000","0","1","CLP0224 (200W)","Active","Open Frame","1","90 ~ 264 VAC","24V","-","-","-","8.33A","200W","ITE (Commercial)","3kV","93.1%","-40°C ~ 85°C (With Derating)","Adjustable Output, PFC, Universal Input","Chassis Mount","4.00"" L x 2.00"" W x 1.30"" H (101.6mm x 50.8mm x 33.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_SMP350.pdf,//media.digikey.com/Photos/XP%20Power/MFG_SMP350.jpg,1470-4448-ND,SMP350PS24,XP Power,"AC-DC CONVERTER, 350W, INDUSTRIA",100,0,"107.00000","0","1","SMP350 (350W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","14.6A","350W","ITE (Commercial), Medical","4kV","93%","-40°C ~ 70°C (With Derating)","Remote On/Off","Chassis Mount","7.00"" L x 3.60"" W x 1.70"" H (177.8mm x 91.4mm x 43.2mm)"
https://www.slpower.com/data/collateral/MINT1180_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_MINT1180.jpg,271-2782-ND,MINT1180A2475K01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC CONVERTER 24V 180W,1117,0,"107.59000","0","1","MINT1180 (180W)","Active","Open Frame","1","100 ~ 240 VAC","24V","-","-","-","7.5A","180W","Medical","4kV","88%","-10°C ~ 70°C (With Derating)","Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.30"" H (127.0mm x 76.2mm x 31.8mm)"
https://www.cui.com/product/resource/digikeypdf/vf-s250-xxa.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VF-S250-(250W)-Series_OpenFrame.jpg,102-2165-ND,VF-S250-12A,CUI Inc.,AC/DC CONVERTER 12V 250W,641,0,"107.72000","0","1","VF-S250 (250W)","Active","Open Frame","1","90 ~ 264 VAC","12V","-","-","-","20.83A","250W","ITE (Commercial)","3kV","80%","0°C ~ 70°C (With Derating)","Adjustable Output, PFC, Remote On/Off, Universal Input","Chassis Mount","5.00"" L x 3.20"" W x 1.50"" H (127.0mm x 81.3mm x 38.1mm)"
https://www.cui.com/product/resource/digikeypdf/vf-s250-xxa.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VF-S250-(250W)-Series_OpenFrame.jpg,102-2166-ND,VF-S250-24A,CUI Inc.,AC/DC CONVERTER 24V 250W,258,0,"107.72000","0","1","VF-S250 (250W)","Active","Open Frame","1","90 ~ 264 VAC","24V","-","-","-","10.42A","250W","ITE (Commercial)","3kV","83%","0°C ~ 70°C (With Derating)","Adjustable Output, PFC, Remote On/Off, Universal Input","Chassis Mount","5.00"" L x 3.20"" W x 1.50"" H (127.0mm x 81.3mm x 38.1mm)"
https://www.xppower.com/Portals/0/pdfs/SF_GCS.pdf,//media.digikey.com/Photos/XP%20Power/MFG_GCS250.jpg,1470-2520-ND,GCS250PS24,XP Power,AC/DC CONVERTER 24V 250W,423,0,"108.15000","0","1","GCS (250W)","Active","Open Frame","1","85 ~ 264 VAC","24V","-","-","-","7.5A","180W (250W Forced Air)","ITE (Commercial), Medical","4kV","93%","-40°C ~ 70°C (With Derating)","Adjustable Output, Standby Output, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.42"" H (127.0mm x 76.2mm x 36.3mm)"
https://www.xppower.com/Portals/0/pdfs/SF_GCS.pdf,//media.digikey.com/Photos/XP%20Power/MFG_GCS250.jpg,1470-2522-ND,GCS250PS48,XP Power,AC/DC CONVERTER 48V 250W,207,0,"108.15000","0","1","GCS (250W)","Active","Open Frame","1","85 ~ 264 VAC","48V","-","-","-","3.7A","180W (250W Forced Air)","ITE (Commercial), Medical","4kV","93%","-40°C ~ 70°C (With Derating)","Adjustable Output, Standby Output, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.42"" H (127.0mm x 76.2mm x 36.3mm)"
https://www.xppower.com/Portals/0/pdfs/SF_GCS.pdf,//media.digikey.com/Photos/XP%20Power/MFG_GCS250.jpg,1470-2521-ND,GCS250PS28,XP Power,AC/DC CONVERTER 28V 250W,93,0,"108.15000","0","1","GCS (250W)","Active","Open Frame","1","85 ~ 264 VAC","28V","-","-","-","6.4A","180W (250W Forced Air)","ITE (Commercial), Medical","4kV","93%","-40°C ~ 70°C (With Derating)","Adjustable Output, Standby Output, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.42"" H (127.0mm x 76.2mm x 36.3mm)"
https://www.us.tdk-lambda.com/ftp/Specs/rwsb.pdf,//media.digikey.com/photos/TDK%20Photos/RWS300B24.JPG,285-2293-ND,RWS300B24,TDK-Lambda Americas Inc.,AC/DC CONVERTER 24V 300W,630,0,"109.00000","0","1","RWS-B (300W)","Active","Enclosed","1","85 ~ 265 VAC, 120 ~ 370 VDC","24V","-","-","-","12.5A","300W","ITE (Commercial)","3kV","88%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","6.70"" L x 4.02"" W x 1.61"" H (170.0mm x 102.0mm x 41.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/rwsb.pdf,//media.digikey.com/photos/TDK%20Photos/RWS300B24.JPG,285-2292-ND,RWS300B12,TDK-Lambda Americas Inc.,AC/DC CONVERTER 12V 300W,234,0,"109.00000","0","1","RWS-B (300W)","Active","Enclosed","1","85 ~ 265 VAC, 120 ~ 370 VDC","12V","-","-","-","25A","300W","ITE (Commercial)","3kV","82%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","6.70"" L x 4.02"" W x 1.61"" H (170.0mm x 102.0mm x 41.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/rwsb.pdf,//media.digikey.com/photos/TDK%20Photos/RWS300B24.JPG,285-2321-ND,RWS300B15,TDK-Lambda Americas Inc.,AC/DC CONVERTER 15V 300W,191,0,"109.00000","0","1","RWS-B (300W)","Active","Enclosed","1","85 ~ 265 VAC, 120 ~ 370 VDC","15V","-","-","-","20A","300W","ITE (Commercial)","3kV","84%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","6.70"" L x 4.02"" W x 1.61"" H (170.0mm x 102.0mm x 41.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/rwsb.pdf,//media.digikey.com/photos/TDK%20Photos/RWS300B24.JPG,285-2291-ND,RWS300B5,TDK-Lambda Americas Inc.,AC/DC CONVERTER 5V 250W,68,0,"109.00000","0","1","RWS-B (300W)","Active","Enclosed","1","85 ~ 265 VAC, 120 ~ 370 VDC","5V","-","-","-","50A","300W","ITE (Commercial)","3kV","78%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","6.70"" L x 4.02"" W x 1.61"" H (170.0mm x 102.0mm x 41.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/rwsb.pdf,//media.digikey.com/photos/TDK%20Photos/RWS300B24.JPG,285-2322-ND,RWS300B36,TDK-Lambda Americas Inc.,AC/DC CONVERTER 36V 302W,57,0,"109.00000","0","1","RWS-B (300W)","Active","Enclosed","1","85 ~ 265 VAC, 120 ~ 370 VDC","36V","-","-","-","8.4A","300W","ITE (Commercial)","3kV","88%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","6.70"" L x 4.02"" W x 1.61"" H (170.0mm x 102.0mm x 41.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/rwsb.pdf,//media.digikey.com/photos/TDK%20Photos/RWS300B24.JPG,285-2294-ND,RWS300B48,TDK-Lambda Americas Inc.,AC/DC CONVERTER 48V 302W,29,0,"109.00000","0","1","RWS-B (300W)","Active","Enclosed","1","85 ~ 265 VAC, 120 ~ 370 VDC","48V","-","-","-","6.3A","300W","ITE (Commercial)","3kV","88%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","6.70"" L x 4.02"" W x 1.61"" H (170.0mm x 102.0mm x 41.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2904371.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2904371.jpg,277-10123-ND,2904371,Phoenix Contact,AC/DC CONVERTER 24V 90W,92,1023,"109.14000","0","1","UNO","Active","Enclosed","1","264 ~ 575 VAC (2PH)","24V","-","-","-","3.75A","90W","ITE (Commercial)","4kV","90%","-25°C ~ 70°C (With Derating)","IP20, Universal Input","DIN Rail","3.31"" L x 2.17"" W x 3.54"" H (84.0mm x 55.0mm x 90.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_DNR120-480.pdf,//media.digikey.com/Photos/XP%20Power/MFG_DNR240.jpg,1470-1096-ND,DNR240PS48-I,XP Power,AC/DC CONVERTER 48V 240W,507,0,"112.00000","0","1","DNR (240W)","Active","Enclosed","1","90 ~ 132 VAC, 180 ~ 264 VAC","48V","-","-","-","5A","240W","Hazardous Locations, Industrial, ITE (Commercial)","3kV","90%","-40°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","DIN Rail","4.38"" L x 3.27"" W x 4.92"" H (111.3mm x 83.0mm x 125.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/hws-a.pdf,//media.digikey.com/photos/TDK%20Photos/HWS100A-xx%5EA.JPG,285-2265-ND,HWS100A-24/A,TDK-Lambda Americas Inc.,AC/DC CONVERTER 24V 100W,194,0,"112.00000","0","1","HWS-A (100W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","24V","-","-","-","4.5A","100W","Industrial, ITE (Commercial)","3kV","87%","-10°C ~ 70°C (With Derating)","Adjustable Output, Remote Sense, Universal Input","Chassis Mount","6.30"" L x 1.30"" W x 3.23"" H (160.0mm x 33.0mm x 82.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_DNR120-480.pdf,//media.digikey.com/Photos/XP%20Power/MFG_DNR240.jpg,1470-1095-ND,DNR240PS24-I,XP Power,AC/DC CONVERTER 24V 240W,165,0,"112.00000","0","1","DNR (240W)","Active","Enclosed","1","90 ~ 132 VAC, 180 ~ 264 VAC","24V","-","-","-","10A","240W","Hazardous Locations, Industrial, ITE (Commercial)","3kV","89%","-40°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","DIN Rail","4.38"" L x 3.27"" W x 4.92"" H (111.3mm x 83.0mm x 125.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/hws-a.pdf,//media.digikey.com/Photos/TDK%20Photos/HWS100A-12%5EA.jpg,285-2263-ND,HWS100A-12/A,TDK-Lambda Americas Inc.,AC/DC CONVERTER 12V 100W,116,0,"112.00000","0","1","HWS-A (100W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","12V","-","-","-","8.5A","100W","Industrial, ITE (Commercial)","3kV","86%","-10°C ~ 70°C (With Derating)","Adjustable Output, Remote Sense, Universal Input","Chassis Mount","6.30"" L x 1.30"" W x 3.23"" H (160.0mm x 33.0mm x 82.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/hws-a.pdf,//media.digikey.com/Photos/TDK%20Photos/HWS100A-5%5EA.jpg,285-2268-ND,HWS100A-5/A,TDK-Lambda Americas Inc.,AC/DC CONVERTER 5V 100W,34,0,"112.00000","0","1","HWS-A (100W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","5V","-","-","-","20A","100W","Industrial, ITE (Commercial)","3kV","86%","-10°C ~ 70°C (With Derating)","Adjustable Output, Remote Sense, Universal Input","Chassis Mount","6.30"" L x 1.30"" W x 3.23"" H (160.0mm x 33.0mm x 82.0mm)"
https://www.artesyn.com/power/assets/nfs110_ds_1213229025.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/NFS110-7902P.jpg,454-1309-ND,NFS110-7602PJ,Artesyn Embedded Technologies,AC/DC CNVRTR 5.1V 24V +/-12V 80W,119,0,"112.48000","0","1","NFS110 (110W)","Not For New Designs","Open Frame","4","85 ~ 264 VAC","5.1V","24V","12V","-12V","8A, 3.5A, 4.5A, 500mA","80W (110W Forced Air)","ITE (Commercial)","3kV","70%","0°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","7.00"" L x 4.25"" W x 1.80"" H (177.8mm x 108.0mm x 45.7mm)"
https://www.cui.com/product/resource/digikeypdf/vf-d250-dxxa.pdf,//media.digikey.com/Photos/CUI%20Photos/VF-D250-D1224A.jpg,102-2168-ND,VF-D250-D1224A,CUI Inc.,AC/DC CONVERTER 12V 24V 250W,233,0,"112.61000","0","1","VF-D250-D (250W)","Active","Open Frame","2","90 ~ 264 VAC","12V","24V","-","-","12A, 6A","250W","ITE (Commercial)","3kV","70%","0°C ~ 70°C (With Derating)","Adjustable Output, Remote On/Off","Chassis Mount","5.00"" L x 3.20"" W x 1.50"" H (127.0mm x 81.3mm x 38.1mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-linear-series.pdf,//media.digikey.com/Photos/Power-One%20Photos/LINEAR-260.JPG,179-2317-ND,HBAA-40W-AG,Bel Power Solutions,AC/DC CONVERTER 5V +/-12V 39W,107,0,"112.91000","0","1","Linear BAA","Active","Linear","3","100, 120, 220, 230, 240 VAC","5V","12V","-12V","-","3A, 1A, 1A","39W","ITE (Commercial)","3kV","-","0°C ~ 50°C","Adjustable Output, Remote Sense","Chassis Mount","10.25"" L x 4.00"" W x 2.95"" H (260.4mm x 101.6mm x 74.9mm)"
https://www.artesyn.com/power/assets/lpq200-m_ds_05-04-2014_e491e69af6.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/LPQ202-M.jpg,454-1292-ND,LPQ202-M,Artesyn Embedded Technologies,AC/DC CONVERTER 5V 12V 24V -12V,219,0,"113.13000","0","1","LPQ200-M (200W)","Active","Open Frame","4","90 ~ 264 VAC","5V","12V","24V","-12V","13A, 5A, 1.5A, 1A","100W (200W Forced Air)","ITE (Commercial), Medical","-","84%","0°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Remote Sense, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.32"" H (127.0mm x 76.2mm x 33.5mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-ldn240-series.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_LDN240.jpg,179-2882-ND,LDN240-12,Bel Power Solutions,AC/DC CONVERTER 12V 240W,57,0,"113.60000","0","1","LDN240 (240W)","Active","Enclosed","1","90 ~ 132 VAC, 187 ~ 264 VAC","12V","-","-","-","16A","240W","ITE (Commercial)","4.2kV","84%","-40°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, IP20","DIN Rail","4.61"" L x 2.48"" W x 5.51"" H (117.0mm x 63.0mm x 140.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Astec%20PDFs/NFS110_Medical.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/NFS110-7902P.jpg,454-1360-ND,NFS110-7902PJ,Artesyn Embedded Technologies,AC/DC CNVRTR 5.1V 24V +/-12V 80W,756,0,"114.37000","0","1","NFS110 (110W)","Not For New Designs","Open Frame","4","85 ~ 264 VAC","5.1V","24V","12V","-12V","8A, 3.5A, 4.5A, 500mA","80W (110W Forced Air)","Medical","4kV","70%","0°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","7.00"" L x 4.25"" W x 1.80"" H (177.8mm x 108.0mm x 45.7mm)"
http://www.deltapsu.com/products/download/Datasheet/DRP048V240W1BA,//media.digikey.com/photos/Delta%20Photos/DRP0xxV240W1BN.JPG,1145-1093-ND,DRP048V240W1BN,Delta Electronics,AC/DC CONVERTER 48V 240W,271,0,"114.90000","0","1","CliQ II (240W)","Active","Enclosed, Conformal Coated","1","85 ~ 264 VAC","48V","-","-","-","5A","240W","ITE (Commercial)","4kV","92%","-25°C ~ 80°C (With Derating)","Adjustable Output, DC Input Capable, IP20, Load Sharing, PFC, Universal Input","DIN Rail","4.89"" L x 3.35"" W x 4.76"" H (124.1mm x 85.0mm x 121.0mm)"
http://www.deltapsu.com/products/download/Datasheet/DRP024V240W1BA,//media.digikey.com/photos/Delta%20Photos/DRP0xxV240W1BN.JPG,1145-1084-ND,DRP024V240W1BN,Delta Electronics,AC/DC CONVERTER 24V 240W,63,0,"114.90000","0","1","CliQ II (240W)","Active","Enclosed, Conformal Coated","1","85 ~ 264 VAC","24V","-","-","-","10A","240W","ITE (Commercial)","4kV","92%","-25°C ~ 80°C (With Derating)","Adjustable Output, DC Input Capable, IP20, Load Sharing, PFC, Universal Input","DIN Rail","4.89"" L x 3.35"" W x 4.76"" H (124.1mm x 85.0mm x 121.0mm)"
http://www.pulspower.com/fileadmin/Dateien/pdf/ml50e100.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_ML50.100.jpg",1736-1039-ND,ML50.100,"PULS, LP",DIN RAIL PWR SUPPLY 50W 24V 2.1A,40,0,"117.00000","0","1","MiniLine (50W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","2.1A","50W","ITE (Commercial)","500V","89%","0°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Load Sharing, Universal Input","DIN Rail","3.58"" L x 1.77"" W x 2.95"" H (91.0mm x 45.0mm x 75.0mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-mpb125-multiple-output-series.pdf,//media.digikey.com/Photos/Power-One%20Photos/MPB125%20SERIES.JPG,179-2278-ND,MPB125-4350G,Bel Power Solutions,AC/DC CNVRTR 3.3V 5V +/-12V 125W,369,0,"117.16000","0","1","MPB125 (125W)","Active","Open Frame","4","90 ~ 264 VAC","3.3V","5V","12V","-12V","10A, 15A, 5A, 500mA","125W","ITE (Commercial)","3kV","83%","-20°C ~ 70°C (With Derating)","Adjustable Output, Load Sharing, PFC, Remote Sense, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.00"" H (127.0mm x 76.2mm x 25.4mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-mpb125-multiple-output-series.pdf,//media.digikey.com/Photos/Power-One%20Photos/MPB125%20SERIES.JPG,179-2277-ND,MPB125-3000G,Bel Power Solutions,AC/DC CONVERTER 5V +/-12V 125W,93,0,"117.16000","0","1","MPB125 (125W)","Active","Open Frame","3","90 ~ 264 VAC","5V","12V","-12V","-","16.5A, 5A, 500mA","125W","ITE (Commercial)","3kV","83%","-20°C ~ 70°C (With Derating)","Adjustable Output, Load Sharing, PFC, Remote Sense, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.00"" H (127.0mm x 76.2mm x 25.4mm)"
https://www.us.tdk-lambda.com/ftp/specs/cus200m.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_CUS200M-SERIES.jpg,285-2506-ND,CUS200M24,TDK-Lambda Americas Inc.,AC/DC CONVERTER 24V 252W,119,0,"118.00000","0","1","CUS200M (200-250W)","Active","Open Frame","1","85 ~ 265 VAC","24V","-","-","-","8.4A","200W (250W Forced Air)","ITE (Commercial), Medical","4kV","94%","-20°C ~ 70°C (With Derating)","Adjustable Output, PFC, Remote On/Off, Standby Output, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.22"" H (127.0mm x 76.2mm x 31.0mm)"
https://www.us.tdk-lambda.com/ftp/specs/cus200m.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_CUS200M-SERIES.jpg,285-2504-ND,CUS200M12,TDK-Lambda Americas Inc.,AC/DC CONVERTER 12V 200W,28,0,"118.00000","0","1","CUS200M (200-250W)","Active","Open Frame","1","85 ~ 265 VAC","12V","-","-","-","16.7A","200W","ITE (Commercial), Medical","4kV","93%","-20°C ~ 70°C (With Derating)","Adjustable Output, PFC, Remote On/Off, Standby Output, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.22"" H (127.0mm x 76.2mm x 31.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2904376.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2904376.jpg,277-10207-ND,2904376,Phoenix Contact,AC/DC CONVERTER 24V 150W,36,217,"119.34000","0","1","UNO","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","6.25A","150W","ITE (Commercial)","3kV","94%","-25°C ~ 70°C (With Derating)","IP20, Load Sharing, Universal Input","DIN Rail","4.92"" L x 1.46"" W x 5.12"" H (125.0mm x 37.0mm x 130.0mm)"
https://www.slpower.com/data/collateral/MINT3110_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_MINT3110.jpg,271-2816-ND,MINT3110A0508K01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC CONVERTER 5V +/-12V 80W,159,0,"120.70000","0","1","MINT3110 (110W)","Active","Open Frame","3","90 ~ 264 VAC","5V","12V","-12V","-","10A, 4.5A, 1A","80W (110W Forced Air)","Medical","4kV","87%","-10°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","4.00"" L x 2.00"" W x 1.30"" H (101.6mm x 50.8mm x 33.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECP225.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECP225.jpg,1470-1255-ND,ECP225PS24,XP Power,AC/DC CONVERTER 24V 150W,249,0,"120.75000","0","1","ECP (225W)","Active","Open Frame","1","85 ~ 264 VAC","24V","-","-","-","9.38A","150W (225W Forced Air)","ITE (Commercial), Medical","4kV","94%","-20°C ~ 70°C (With Derating)","Adjustable Output, Universal Input","Chassis Mount","5.00"" L x 2.50"" W x 1.00"" H (127.0mm x 63.5mm x 25.4mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECP225.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECP225.jpg,1470-1253-ND,ECP225PS12,XP Power,AC/DC CONVERTER 12V 150W,198,0,"120.75000","0","1","ECP (225W)","Active","Open Frame","1","85 ~ 264 VAC","12V","-","-","-","18.75A","150W (225W Forced Air)","ITE (Commercial), Medical","4kV","93%","-20°C ~ 70°C (With Derating)","Adjustable Output, Universal Input","Chassis Mount","5.00"" L x 2.50"" W x 1.00"" H (127.0mm x 63.5mm x 25.4mm)"
https://www.us.tdk-lambda.com/ftp/Specs/dpp120-240.pdf,//media.digikey.com/Photos/TDK%20Photos/DPP240241.jpg,285-2035-ND,DPP240241,TDK-Lambda Americas Inc.,AC/DC CONVERTER 24V 240W,157,0,"121.20000","0","1","DPP (240W)","Active","Enclosed","1","85 ~ 132 VAC, 176 ~ 264 VAC","24V","-","-","-","10A","240W","ITE (Commercial)","3kV","89%","-40°C ~ 71°C (With Derating)","Adjustable Output, DC Input Capable, Load Sharing","DIN Rail","4.57"" L x 3.27"" W x 4.92"" H (116.0mm x 83.0mm x 125.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/dpp120-240.pdf,//media.digikey.com/Photos/TDK%20Photos/DPP240481.JPG,285-2036-ND,DPP240481,TDK-Lambda Americas Inc.,AC/DC CONVERTER 48V 240W,95,0,"121.20000","0","1","DPP (240W)","Active","Enclosed","1","85 ~ 132 VAC, 176 ~ 264 VAC","48V","-","-","-","5A","240W","ITE (Commercial)","3kV","90%","-40°C ~ 71°C (With Derating)","Adjustable Output, DC Input Capable, Load Sharing","DIN Rail","4.57"" L x 3.27"" W x 4.92"" H (116.0mm x 83.0mm x 125.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_SHP.pdf,//media.digikey.com/Photos/XP%20Power/MFG_SHP350.jpg,1470-2231-ND,SHP350PS36,XP Power,AC/DC CONVERTER 36V 350W,171,0,"123.00000","0","1","SHP (350W)","Active","Enclosed","1","85 ~ 264 VAC","36V","-","-","-","9.7A","350W","ITE (Commercial)","3kV","85%","-40°C ~ 70°C (With Derating)","Adjustable Output, Load Sharing, Remote On/Off, Standby Output, Universal Input","Chassis Mount","7.00"" L x 3.60"" W x 2.10"" H (177.8mm x 91.4mm x 53.3mm)"
https://www.xppower.com/Portals/0/pdfs/SF_SHP.pdf,//media.digikey.com/Photos/XP%20Power/MFG_SHP350.jpg,1470-2230-ND,SHP350PS28,XP Power,AC/DC CONVERTER 28V 350W,149,0,"123.00000","0","1","SHP (350W)","Active","Enclosed","1","85 ~ 264 VAC","28V","-","-","-","12.5A","350W","ITE (Commercial)","3kV","85%","-40°C ~ 70°C (With Derating)","Adjustable Output, Load Sharing, Remote On/Off, Standby Output, Universal Input","Chassis Mount","7.00"" L x 3.60"" W x 2.10"" H (177.8mm x 91.4mm x 53.3mm)"
https://www.xppower.com/Portals/0/pdfs/SF_SHP.pdf,//media.digikey.com/Photos/XP%20Power/MFG_SHP350.jpg,1470-2232-ND,SHP350PS48,XP Power,AC/DC CONVERTER 48V 350W,47,0,"123.00000","0","1","SHP (350W)","Active","Enclosed","1","85 ~ 264 VAC","48V","-","-","-","7.3A","350W","ITE (Commercial)","3kV","85%","-40°C ~ 70°C (With Derating)","Adjustable Output, Load Sharing, Remote On/Off, Standby Output, Universal Input","Chassis Mount","7.00"" L x 3.60"" W x 2.10"" H (177.8mm x 91.4mm x 53.3mm)"
https://www.xppower.com/Portals/0/pdfs/SF_SHP.pdf,//media.digikey.com/Photos/XP%20Power/MFG_SHP350.jpg,1470-2229-ND,SHP350PS24,XP Power,AC/DC CONVERTER 24V 350W,44,0,"123.00000","0","1","SHP (350W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","14.5A","350W","ITE (Commercial)","3kV","85%","-40°C ~ 70°C (With Derating)","Adjustable Output, Load Sharing, Remote On/Off, Standby Output, Universal Input","Chassis Mount","7.00"" L x 3.60"" W x 2.10"" H (177.8mm x 91.4mm x 53.3mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECM40-100.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECM100T.jpg,1470-1228-ND,ECM100UT33,XP Power,AC/DC CONVERTER 5V +/-15V 80W,160,0,"123.90000","0","1","ECM (100W)","Active","Open Frame","3","90 ~ 264 VAC, 120 ~ 370 VDC","5V","15V","-15V","-","10A, 3A, 800mA","80W (100W Forced Air)","ITE (Commercial), Medical","4kV","80%","0°C ~ 70°C (With Derating)","Universal Input","Chassis Mount","4.50"" L x 2.50"" W x 1.20"" H (114.3mm x 63.5mm x 30.5mm)"
https://www.cui.com/product/resource/digikeypdf/vf-s250-xxa-cf.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VF-S250-XXA-CF_Series.jpg,102-2143-ND,VF-S250-12A-CF,CUI Inc.,AC/DC CONVERTER 12V 250W,178,0,"125.55000","0","1","VF-S250 (250W)","Active","Enclosed","1","90 ~ 264 VAC","12V","-","-","-","20.83A","250W","ITE (Commercial)","3kV","80%","0°C ~ 70°C (With Derating)","Adjustable Output, PFC, Remote On/Off, Universal Input","Chassis Mount","5.00"" L x 3.20"" W x 2.00"" H (127.0mm x 81.3mm x 50.8mm)"
