Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Topology","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Dimming","Features","Ratings","Operating Temperature","Efficiency","Termination Style","Size / Dimension"
https://www.meanwell.com/Upload/PDF/HLG-150H/HLG-150H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-150H-B.jpg,1866-2366-ND,HLG-150H-24B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 12-24V 6.3A,177,0,"53.13000","0","1","HLG-150H (150W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","12 ~ 24V","6.3A","151W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","93%","Wire Leads","8.03"" L x 2.68"" W x 1.53"" H (204.0mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-150H/HLG-150H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-150H-B.jpg,1866-2372-ND,HLG-150H-36B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 18-36V 4.2A,112,0,"53.13000","0","1","HLG-150H (150W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","18 ~ 36V","4.2A","151W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","93.5%","Wire Leads","8.03"" L x 2.68"" W x 1.53"" H (204.0mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-185H-C/HLG-185H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-185H-CA.jpg,1866-2409-ND,HLG-185H-C1050A,MEAN WELL USA Inc.,LED DRVR CC AC/DC 95-190V 1.05A,115,0,"54.59000","0","1","HLG-185H (185W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","95 ~ 190V","1.05A","200W","3.75kV","-","OTP, OVP, SCP","IP65","-40°C ~ 90°C","94%","Wire Leads","8.03"" L x 2.68"" W x 1.53"" H (204.0mm x 68.0mm x 38.8mm)"
//media.digikey.com/pdf/Data%20Sheets/Lambda%20PDFs/ALD_Series.pdf,//media.digikey.com/Photos/TDK%20Photos/ALD414012PJ126.JPG,285-1972-ND,ALD414012PJ126,TDK-Lambda Americas Inc.,LED DRIVER CC BOOST 44V 140MA,137,0,"55.55000","0","1","ALD","Active","Constant Current","Boost","4","10.8V","13.2V","44V (Max)","140mA","6W","-","Analog, PWM","Remote On/Off, OVP","-","-30°C ~ 85°C","-","Connector","3.94"" L x 1.97"" W x 0.20"" H (100.0mm x 50.0mm x 5.2mm)"
http://www.deltapsu.com/products/download/Datasheet/LNE-36V100WAAA,//media.digikey.com/Photos/Delta%20Photos/MFG_LNE-36V100WAAA.jpg,1145-1171-ND,LNE-36V100WAAA,Delta Electronics,LED DRIVER CC/CV AC/DC 36V 2.65A,109,0,"56.74000","0","1","LNE-100W","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","18 ~ 36V","2.65A","100W","3.85kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 70°C","93%","Wire Leads","7.72"" L x 2.68"" W x 1.53"" H (196.0mm x 68.0mm x 38.8mm)"
http://www.deltapsu.com/download/resources-catalogs/delta-standard-power-supplies-catalog-october-2018,//media.digikey.com/Photos/Delta%20Photos/MFG_LNE-36V100WDAA.jpg,1145-1172-ND,LNE-36V100WDAA,Delta Electronics,LED DRIVER CC/CV AC/DC 36V 2.65A,103,0,"56.74000","0","1","LNE-100W","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","18 ~ 36V","2.65A","100W","3.85kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 70°C","93%","Wire Leads","7.72"" L x 2.68"" W x 1.53"" H (196.0mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HVG-65/HVG-65-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HVG-65.jpg,1866-2857-ND,HVG-65-24A,MEAN WELL USA Inc.,LED DVR CC/CV AC/DC 22-27V 2.71A,118,0,"58.00000","0","1","HVG-65 (65W)","Active","Constant Current, Voltage","AC DC Converter","1","180VAC","528VAC","22 ~ 27V","2.71A","65W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 80°C","89%","Wire Leads","6.50"" L x 2.42"" W x 1.45"" H (165.0mm x 61.5mm x 36.8mm)"
https://www.meanwell.com/Upload/PDF/CLG-150/CLG-150-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_CLG-150-A.jpg,1866-1227-ND,CLG-150-36A,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 27-36V 4.2A,190,0,"61.56000","0","1","CLG-150 (150W)","Not For New Designs","Constant Current, Voltage","AC DC Converter","1","90VAC","295VAC","27 ~ 36V","4.2A","151W","3750kV","-","OCP, OTP, OVP, SCP","IP65","-30°C ~ 70°C","91%","Wire Leads","7.80"" L x 2.68"" W x 1.53"" H (198.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H-C/HLG-240H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-CA.jpg,1866-2453-ND,HLG-240H-C1050A,MEAN WELL USA Inc.,LED DRVR CC AC/DC 119-238V 1.05A,153,0,"67.55000","0","1","HLG-240H (240W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","119 ~ 238V","1.05A","250W","3.75kV","-","OTP, OVP, SCP","IP65","-40°C ~ 90°C","93.5%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H/HLG-240H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-A.jpg,1866-2418-ND,HLG-240H-12A,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 8-16V 16A,151,0,"67.55000","0","1","HLG-240H (240W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","8 ~ 16V","16A","192W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","90%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H/HLG-240H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-B.jpg,1866-2431-ND,HLG-240H-24B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 12-24V 10A,117,0,"69.50000","0","1","HLG-240H (240W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","12 ~ 24V","10A","240W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","92.5%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H-C/HLG-240H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-CB.jpg,1866-2454-ND,HLG-240H-C1050B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 119-238V 1.05A,109,0,"69.50000","0","1","HLG-240H (240W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","119 ~ 238V","1.05A","250W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 90°C","93.5%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HVG-240/HVG-240-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HVG-240.jpg,1866-2824-ND,HVG-240-42A,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 39-45V 5.7A,117,0,"85.72000","0","1","HVG-240 (240W)","Active","Constant Current, Voltage","AC DC Converter","1","180VAC","528VAC","39 ~ 45V","5.7A","239W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","93%","Wire Leads","9.06"" L x 2.68"" W x 1.53"" H (230.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HVG-240/HVG-240-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HVG-240.jpg,1866-2826-ND,HVG-240-48A,MEAN WELL USA Inc.,LED DVR CC/CV ACDC 44.8-51.2V 5A,130,0,"85.72000","0","1","HVG-240 (240W)","Active","Constant Current, Voltage","AC DC Converter","1","180VAC","528VAC","44.8 ~ 51.2V","5A","240W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","92.5%","Wire Leads","9.06"" L x 2.68"" W x 1.53"" H (230.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-A.jpg,1866-2464-ND,HLG-320H-12A,MEAN WELL USA Inc.,LED DVR CCCV ACDC 10.8-13.5V 22A,56,0,"89.80000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","10.8 ~ 13.5V","22A","264W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","91.5%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H-C/HLG-320H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-CA.jpg,1866-2503-ND,HLG-320H-C2100A,MEAN WELL USA Inc.,LED DRVR CC AC/DC 76-152V 2.1A,51,0,"89.80000","0","1","HLG-320H-C (320W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","76 ~ 152V","2.1A","319W","3.75kV","-","OTP, OVP, SCP","IP65","-40°C ~ 85°C","94%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-A.jpg,1866-2478-ND,HLG-320H-30A,MEAN WELL USA Inc.,LED DVR CC/CV AC/DC 26-32V 10.7A,51,0,"89.80000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","26 ~ 32V","10.7A","321W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","94.5%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H.jpg,1866-2463-ND,HLG-320H-12,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 12V 22A,49,0,"89.80000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","12V","22A","264W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","91.5%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-A.jpg,1866-2482-ND,HLG-320H-36A,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 32-39V 8.9A,34,0,"89.80000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","32 ~ 39V","8.9A","320W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","95%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H.jpg,1866-2473-ND,HLG-320H-24,MEAN WELL USA Inc.,LED DVR CC/CV ACDC 24V 13.34A,30,0,"89.80000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","24V","13.34A","320W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","94.5%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H.jpg,1866-2489-ND,HLG-320H-48,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 48V 6.7A,30,0,"89.80000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","48V","6.7A","322W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","95%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H-C/HLG-320H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-CA.jpg,1866-2505-ND,HLG-320H-C2800A,MEAN WELL USA Inc.,LED DRVR CC AC/DC 57-114V 2.8A,29,0,"89.80000","0","1","HLG-320H-C (320W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","57 ~ 114V","2.8A","319W","3.75kV","-","OTP, OVP, SCP","IP65","-40°C ~ 85°C","94%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-B.jpg,1866-2475-ND,HLG-320H-24B,MEAN WELL USA Inc.,LED DVR CC/CV ACDC 12-24V 13.34A,474,0,"92.94000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","24V","13.34A","320W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","94.5%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-B.jpg,1866-2495-ND,HLG-320H-54B,MEAN WELL USA Inc.,LED DVR CC/CV AC/DC 27-54V 5.95A,131,0,"92.94000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","54V","5.95A","321W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","95%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H-C/HLG-320H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-CB.jpg,1866-2510-ND,HLG-320H-C700B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 214-428V 700MA,84,0,"92.94000","0","1","HLG-320H-C (320W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","214 ~ 428V","700mA","300W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 85°C","94%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-B.jpg,1866-2487-ND,HLG-320H-42B,MEAN WELL USA Inc.,LED DVR CC/CV AC/DC 21-42V 7.65A,75,0,"92.94000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","42V","7.65A","321W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","95%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H-C/HLG-320H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-CB.jpg,1866-2502-ND,HLG-320H-C1750B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 91-183V 1.75A,72,0,"92.94000","0","1","HLG-320H-C (320W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","91 ~ 183V","1.75A","320W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 85°C","94%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-B.jpg,1866-2483-ND,HLG-320H-36B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 18-36V 8.9A,71,0,"92.94000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","36V","8.9A","320W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","95%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-B.jpg,1866-2472-ND,HLG-320H-20B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 10-20V 15A,70,0,"92.94000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","20V","15A","300W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","94%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H-C/HLG-320H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-CB.jpg,1866-2506-ND,HLG-320H-C2800B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 57-114V 2.8A,56,0,"92.94000","0","1","HLG-320H-C (320W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","57 ~ 114V","2.8A","319W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 85°C","94%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HVG-320/HVG-320-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HVG-320-B.jpg,1866-2841-ND,HVG-320-54B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 27-54V 6A,581,0,"118.38000","0","1","HVG-320 (320W)","Active","Constant Current, Voltage","AC DC Converter","1","180VAC","528VAC","27 ~ 54V","6A","324W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 85°C","94%","Wire Leads","9.26"" L x 3.54"" W x 1.72"" H (235.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H/HLG-480H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H-A.jpg,1866-2548-ND,HLG-480H-42A,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 35.7-44.1V,57,0,"137.85000","0","1","HLG-480H (480W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","35.7 ~ 44.1V","11.4A","479W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","95.5%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H/HLG-480H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H-A.jpg,1866-2542-ND,HLG-480H-30A,MEAN WELL USA Inc.,LED DVR CCCV ACDC 25.5-31.5V 16A,32,0,"137.85000","0","1","HLG-480H (480W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","25.5 ~ 31.5V","16A","480W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","95%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H/HLG-480H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H-B.jpg,1866-2552-ND,HLG-480H-48B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 24-48V 10A,44,0,"148.05000","0","1","HLG-480H (480W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","24 ~ 48V","10A","480W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","95%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H-C/HLG-480H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H-C-A.jpg,1866-2565-ND,HLG-480H-C3500B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 68-137V 3.5A,42,0,"148.05000","0","1","HLG-480H-C (480W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","68 ~ 137V","3.5A","480W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 90°C","95%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H/HLG-480H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H-B.jpg,1866-2540-ND,HLG-480H-24B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 12-24V 20A,31,0,"148.05000","0","1","HLG-480H (480W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","12 ~ 24V","20A","480W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","94.5%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-600H/HLG-600H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-600H.jpg,1866-2568-ND,HLG-600H-15A,MEAN WELL USA Inc.,LED DVR CCCV ACDC 12.7-15.8V 36A,262,0,"191.54000","0","1","HLG-600H (600W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","12.7 ~ 15.8V","36A","540W","3.75kV","-","Remote On/Off, OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","93.5%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
https://www.meanwell.com/Upload/PDF/HLG-600H/HLG-600H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-600H.jpg,1866-2577-ND,HLG-600H-36B,MEAN WELL USA Inc.,LED DVR CC/CV AC/DC 18-36V 16.7A,68,0,"196.25000","0","1","HLG-600H (600W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","18 ~ 36V","16.7A","601W","3.75kV","Analog, PWM","Remote On/Off, OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","95.5%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
https://www.meanwell.com/Upload/PDF/HLG-600H/HLG-600H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-600H.jpg,1866-2567-ND,HLG-600H-12B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 6-12V 40A,32,0,"196.25000","0","1","HLG-600H (600W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","6 ~ 12V","40A","480W","3.75kV","Analog, PWM","Remote On/Off, OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","92.5%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
https://www.meanwell.com/Upload/PDF/HLG-600H/HLG-600H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-600H.jpg,1866-2573-ND,HLG-600H-24B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 12-24V 25A,30,0,"196.25000","0","1","HLG-600H (600W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","12 ~ 24V","25A","600W","3.75kV","Analog, PWM","Remote On/Off, OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","95%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
http://www.luxdrive.com/content/7006_Data_Sheet_v1.1.pdf,//media.digikey.com/Photos/LEDdynamics/7006-H-350.jpg,788-1043-ND,7006-H-350,LEDdynamics Inc.,LED DRIVER CC AC/DC 350MA,194,0,"12.99000","0","1","BuckBullet™ 7006","Active","Constant Current","AC DC Converter","1","8VAC","24VAC","-","350mA","-","-","-","SCP","-","-40°C ~ 60°C","95%","Wire Leads","2.00"" L x 0.50"" Dia (51.0mm x 13.0mm)"
https://www.erp-power.com/wp-content/uploads/2017/05/EBR-Series-1-pager.pdf,//media.digikey.com/Photos/ERP-Power/EBR-Series.jpg,1800-1044-ND,EBR020U-0700-24,"ERP Power, LLC",LED DRIVER CC AC/DC 16-24V 700MA,185,0,"14.64000","0","1","EBR (21W)","Active","Constant Current","AC DC Converter","1","90VAC","132VAC","16 ~ 24V","700mA","21W","-","ELV, Triac","OCP, OTP, SCP","IP20","-30°C ~ 90°C","87%","Wire Leads","2.28"" Dia x 1.25"" H (57.9mm x 31.8mm)"
https://www.erp-power.com/wp-content/series-assets/datasheets/constant-current/ess-esst/ess-esst-series-1-pager.pdf,//media.digikey.com/Photos/ERP-Power/ESS-Series.jpg,1800-1056-ND,ESS015W-0440-25,"ERP Power, LLC",LED DRIVER CC AC/DC 19-25V 440MA,112,0,"26.88000","0","1","ESS (15W)","Active","Constant Current","AC DC Converter","1","120VAC","277VAC","19 ~ 25V","440mA","11W","-","Analog, ELV, Triac","OCP, OTP, SCP","IP64","-","87%","Wire Leads","3.30"" L x 1.57"" W x 0.99"" H (83.8mm x 39.9mm x 25.1mm)"
https://www.erp-power.com/wp-content/uploads/2017/05/ESM-Series-1-pager.pdf,-,1800-1040-ND,ESM020W-0440-34,"ERP Power, LLC",LED DRIVER CC AC/DC 19-34V 440MA,167,0,"31.64000","0","1","ESM (20W)","Active","Constant Current","AC DC Converter","1","120VAC","277VAC","19 ~ 34V","440mA","15W","-","ELV, Triac","OCP, OTP, SCP","IP20, NEMA 410","-30°C ~ 90°C","87%","Wire Leads","4.20"" L x 2.37"" W x 0.99"" H (106.7mm x 60.3mm x 25.2mm)"
