Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Voltage - Input (Min)","Voltage - Input (Max)","Number of Outputs","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Applications","Efficiency","Operating Temperature","Mounting Type","Size / Dimension"
https://www.meanwell.com/Upload/PDF/SD-1000/SD-1000-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-1000.jpg,1866-4396-ND,SD-1000H-12,MEAN WELL USA Inc.,DC/DC CONVERTER 12V 720W,32,0,"274.60000","0","1","-","SD-1000 (1000W)","Active","Enclosed","72V","144V","1","12V","-","-","-","60A","720W","2000V","ITE (Commercial)","85%","-20°C ~ 60°C (With Derating)","Chassis Mount","11.61"" L x 5.00"" W x 1.61"" H (295.0mm x 127.0mm x 41.0mm)"
https://www.artesyn.com/power/assets/ds450dc-3_ds550dc-3_ds_1198192953.pdf,//media.digikey.com/photos/Artesyn%20Embedded%20Technologies/DSxxxDC-3.JPG,DS550DC-3-ND,DS550DC-3,Artesyn Embedded Technologies,DC/DC CONVERTER 12V 550W,45,0,"300.33000","0","1","Bulk","DS550DC-3 (550W)","Active","Front End","36V","75V","1","12V","-","-","-","45A","550W","-","ITE (Commercial)","87%","-10°C ~ 50°C","Rack Mount","12.03"" L x 3.07"" W x 1.57"" H (305.6mm x 78.0mm x 40.0mm)"
https://www.cui.com/product/resource/digikeypdf/pyb10-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB10-T.jpg,102-3141-ND,PYB10-Q24-S24-T,CUI Inc.,DC/DC CONVERTER 24V 10W,63,0,"33.35000","0","1","Tray","PYB10-T (10W)","Active","Enclosed","9V","36V","1","24V","-","-","-","416mA","10W","-","-","87%","-40°C ~ 85°C","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pyb15-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB15-U.jpg,102-3203-ND,PYB15-Q24-S24-U,CUI Inc.,DC/DC CONVERTER 24V 15W,94,0,"37.28000","0","1","Tray","PYB15-U (15W)","Active","Enclosed","9V","36V","1","24V","-","-","-","625mA","15W","-","-","90%","-40°C ~ 85°C","Chassis Mount","2.16"" L x 2.06"" W x 0.75"" H (54.9mm x 52.3mm x 19.1mm)"
https://www.cui.com/product/resource/digikeypdf/pyb20-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB20-U.jpg,102-3247-ND,PYB20-Q24-S5-U,CUI Inc.,DC/DC CONVERTER 5V 20W,99,0,"52.24000","0","1","Tray","PYB20-U (20W)","Active","Enclosed","9V","36V","1","5V","-","-","-","4A","20W","-","-","90%","-40°C ~ 85°C","Chassis Mount","2.16"" L x 2.06"" W x 0.75"" H (54.9mm x 52.3mm x 19.1mm)"
https://www.xppower.com/Portals/0/pdfs/SF_DDC30.pdf,//media.digikey.com/Photos/XP%20Power/MFG_DDC30.jpg,1470-2833-ND,DDC3024S05,XP Power,DC/DC CONVERTER 5V 30W,77,0,"59.00000","0","1","-","DDC30 (30W)","Active","Enclosed","9V","36V","1","5V","-","-","-","4.5A","30W","-","ITE (Commercial)","81%","-40°C ~ 70°C","DIN Rail","2.22"" L x 1.38"" W x 3.58"" H (56.4mm x 35.0mm x 91.0mm)"
https://www.cui.com/product/resource/digikeypdf/pyb20-din.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB20-DIN.jpg,102-3218-ND,PYB20-Q24-S24-DIN,CUI Inc.,DC/DC CONVERTER 24V 20W,94,0,"64.49000","0","1","Tray","PYB20-DIN (20W)","Active","Enclosed","9V","36V","1","24V","-","-","-","834mA","20W","-","-","88%","-40°C ~ 85°C","DIN Rail","2.99"" L x 1.24"" W x 0.87"" H (76.0mm x 31.5mm x 22.2mm)"
https://www.xppower.com/Portals/0/pdfs/SF_DTE60.pdf,//media.digikey.com/Photos/XP%20Power/MFG_DTE60-Series.JPG,1470-3373-ND,DTE6024S12,XP Power,DC/DC CONVERTER 12V 60W,57,0,"80.00000","0","1","Bulk","DTE60 (60W)","Active","Enclosed","9V","36V","1","12V","-","-","-","5A","60W","-","ITE (Commercial)","91%","-40°C ~ 85°C","Chassis Mount","4.41"" L x 2.67"" W x 1.50"" H (112.0mm x 67.8mm x 38.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_DTE60.pdf,//media.digikey.com/Photos/XP%20Power/MFG_DTE60-Series.JPG,1470-3377-ND,DTE6048S12,XP Power,DC/DC CONVERTER 12V 60W,23,0,"80.00000","0","1","Bulk","DTE60 (60W)","Active","Enclosed","18V","75V","1","12V","-","-","-","5A","60W","-","ITE (Commercial)","92%","-40°C ~ 85°C","Chassis Mount","4.41"" L x 2.67"" W x 1.50"" H (112.0mm x 67.8mm x 38.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/dpx.pdf,//media.digikey.com/Photos/TDK%20Photos/DPX4024WS12.jpg,285-2052-ND,DPX4024WS12,TDK-Lambda Americas Inc.,DC/DC CONVERTER 12V 40W,16,0,"158.57000","0","1","Bulk","DPX (40W)","Active","Enclosed","9.5V","36V","1","12V","-","-","-","3.33A","40W","-","ITE (Commercial)","85%","-40°C ~ 85°C","DIN Rail","4.92"" L x 0.96"" W x 2.27"" H (125.0mm x 24.5mm x 57.6mm)"
https://www.us.tdk-lambda.com/ftp/Specs/dpx.pdf,//media.digikey.com/Photos/TDK%20Photos/DPX4024WS12.jpg,285-2054-ND,DPX6024S05,TDK-Lambda Americas Inc.,DC/DC CONVERTER 5V 60W,24,0,"183.82000","0","1","Bulk","DPX (60W)","Active","Enclosed","18V","36V","1","5V","-","-","-","12A","60W","-","ITE (Commercial)","85%","-40°C ~ 85°C","DIN Rail","4.92"" L x 0.96"" W x 2.27"" H (125.0mm x 24.5mm x 57.6mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-ldd240-wu-series.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_LDD240-WU.JPG,179-3015-ND,LDD240-WU,Bel Power Solutions,DC/DC CONVERTER 5-55V 240W,16,0,"231.49000","0","1","Bulk","LDD240-WU (240W)","Active","Enclosed","11V","55V","1","5 ~ 55V","-","-","-","10A","240W","4.2kV","ITE (Commercial)","92%","-40°C ~ 70°C (With Derating)","DIN Rail","4.33"" L x 1.57"" W x 4.53"" H (110.0mm x 40.0mm x 115.0mm)"
https://gate-driver.power.com/sites/default/files/product_document/data_sheet/ISO5125I.pdf,//media.digikey.com/photos/Power%20Integrations%20Photos/ISO5125I-45.JPG,1810-1056-ND,ISO5125I-65,Power Integrations,DC/DC CONVERTER 5W,19,0,"231.95000","0","1","-","ISO5125I (5W)","Active","Open Frame","14.5V","15.5V","1","-","-","-","-","200mA","5W","10.2kV","ITE (Commercial)","-","-40°C ~ 85°C","Chassis Mount","4.72"" L x 1.85"" W x 1.75"" H (120.0mm x 47.0mm x 44.5mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2866284.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MINI-107%20SERIES.JPG,277-1924-ND,2866284,Phoenix Contact,DC/DC CONVERTER 24V 24W,24,237,"234.78000","0","1","-","MINI (24W)","Active","Enclosed","12V","24V","1","24V","-","-","-","1A","24W","-","ITE (Commercial)","83%","-25°C ~ 70°C (With Derating)","DIN Rail","4.21"" L x 0.89"" W x 3.90"" H (107.0mm x 22.5mm x 99.0mm)"
http://www.pulspower.com/fileadmin/Dateien/pdf/cd5e241.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_CD5241.jpg",1736-1024-ND,CD5.241,"PULS, LP",DC/DC CONVERTER 24V 120W,14,0,"288.00000","0","1","Bulk","DIMENSION CD (92 ~ 120W)","Active","Enclosed","18V","32.4V","1","24V","-","-","-","5A","120W","-","ITE (Commercial)","90.3%","-25°C ~ 70°C (With Derating)","DIN Rail","4.02"" L x 1.26"" W x 4.88"" H (102.0mm x 32.0mm x 124.0mm)"
http://www.pulspower.com/fileadmin/Dateien/pdf/cd5e243.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_CD5243.jpg",1736-1028-ND,CD5.243,"PULS, LP",DC/DC CONVERTER 24V 84W,8,0,"315.00000","0","1","Bulk","DIMENSION CD (92 ~ 120W)","Active","Enclosed","10.8V","16.2V","1","24V","-","-","-","4A","84W","-","ITE (Commercial)","87.7%","-25°C ~ 70°C (With Derating)","DIN Rail","4.02"" L x 1.26"" W x 4.88"" H (102.0mm x 32.0mm x 124.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2320144.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2320144.jpg,277-11034-ND,2320144,Phoenix Contact,DC/DC CONVERTER 24V 120W,7,122,"377.99000","0","1","Bulk","Quint","Active","Enclosed","30V","60V","1","24V","-","-","-","5A","120W","-","ITE (Commercial)","91.5%","-25°C ~ 70°C","DIN Rail","4.92"" L x 1.26"" W x 5.12"" H (125.0mm x 32.0mm x 130.0mm)"
http://www.vicorpower.com/documents/datasheets/DCM3414x50M06A8yzz_ds.pdf,//media.digikey.com/photos/Vicor%20Corporation/MFG_DCM3414V50M13C2.jpg,1102-5592-ND,DCM3414V50M06A8C01,Vicor Corporation,DC/DC CONVERTER 5V 180W,10,0,"424.86000","0","1","Box","VI Chip® DCM® (180W)","Active","Enclosed","16V","50V","1","5V","-","-","-","36A","180W","-","ITE (Commercial)","90.5%","-20°C ~ 100°C","Chassis Mount","3.38"" L x 1.40"" W x 0.37"" H (85.9mm x 35.5mm x 9.3mm)"
-,//media.digikey.com/Photos/Phoenix%20Photos/2320092.jpg,277-9230-ND,2320092,Phoenix Contact,DC/DC CONVERTER 24V 240W,25,53,"426.99000","0","1","Bulk","Quint","Active","Enclosed","18V","32V","1","24V","-","-","-","10A","240W","-","ITE (Commercial)","92%","-25°C ~ 60°C","DIN Rail","4.92"" L x 1.89"" W x 5.12"" H (125.0mm x 48.0mm x 130.0mm)"
http://www.vicorpower.com/documents/datasheets/DCM3714xD2H26F0yzz_ds.pdf,//media.digikey.com/photos/Vicor%20Corporation/MFG_DCM3414V50M13C2.jpg,1102-5480-ND,DCM3714VD2H26F0C01,Vicor Corporation,DC/DC CONVERTER 24V 600W,22,0,"438.74000","0","1","Box","VI Chip® DCM® (600W)","Active","Enclosed","200V","420V","1","24V","-","-","-","25A","600W","-","ITE (Commercial)","93%","-20°C ~ 100°C","Chassis Mount","3.75"" L x 1.40"" W x 0.37"" H (95.1mm x 35.5mm x 9.3mm)"
http://www.vicorpower.com/documents/datasheets/DCM3414x50M17C2yzz_ds.pdf,//media.digikey.com/photos/Vicor%20Corporation/MFG_DCM3414V50M13C2.jpg,1102-5598-ND,DCM3414V50M17C2T01,Vicor Corporation,DC/DC CONVERTER 15V 320W,9,0,"438.93000","0","1","Box","VI Chip® DCM® (320W)","Active","Enclosed","16V","50V","1","15V","-","-","-","21.33A","320W","-","ITE (Commercial)","92.2%","-40°C ~ 100°C","Chassis Mount","3.38"" L x 1.40"" W x 0.37"" H (85.9mm x 35.5mm x 9.3mm)"
https://www.cui.com/product/resource/digikeypdf/vfk600.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VFK600-D24-S24.jpg,102-2466-ND,VFK600-D24-S24,CUI Inc.,DC/DC CONVERTER 24V 600W,24,0,"440.55000","0","1","Bulk","VFK600 (700W)","Active","Enclosed","18V","36V","1","24V","-","-","-","25A","600W","-","-","91%","-40°C ~ 100°C","Chassis Mount","7.84"" L x 4.99"" W x 1.54"" H (199.1mm x 126.8mm x 39.1mm)"
https://www.cui.com/product/resource/digikeypdf/vfk600.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VFK600-D24-S28.jpg,102-2465-ND,VFK600-D24-S28,CUI Inc.,DC/DC CONVERTER 28V 600W,23,0,"440.55000","0","1","Bulk","VFK600 (700W)","Active","Enclosed","18V","36V","1","28V","-","-","-","21.5A","600W","-","-","90%","-40°C ~ 100°C","Chassis Mount","7.84"" L x 4.99"" W x 1.54"" H (199.1mm x 126.8mm x 39.1mm)"
http://www.pulspower.com/fileadmin/global/common/Product_data/Manual/PU_cp20_241-c1.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_CPS20241-D1.jpg",1736-1079-ND,CPS20.241-D1,"PULS, LP",DC/DC CONVERTER 24V 480W,17,0,"472.50000","0","1","Bulk","DIMENSION C (480W)","Active","Enclosed","88V","360V","1","24V","-","-","-","20A","480W","3kV","ITE (Commercial)","93.4%","-25°C ~ 70°C (With Derating)","DIN Rail","5.00"" L x 2.56"" W x 4.88"" H (127.0mm x 65.0mm x 124.0mm)"
http://www.vicorpower.com/documents/datasheets/ds_BCM4414xD1E13A3yzz.pdf,//media.digikey.com/Photos/Vicor%20Corporation/MFG_BCM4414VD1E13A3C02.jpg,1102-5700-ND,BCM4414VD1E13A3C02,Vicor Corporation,DC DC CONVERTER 12.8V,19,0,"473.47000","0","1","-","VI Chip® BCM®","Active","Front End","260V","410V","1","12.8V","-","-","-","125A","-","2.121kV","ITE (Commercial)","97.1%","-20°C ~ 100°C","Chassis Mount","4.35"" L x 1.40"" W x 0.37"" H (110.6mm x 3535mm x 9.4mm)"
"//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Quint-PS_24DC,48DC,5.pdf",//media.digikey.com/Photos/Phoenix%20Photos/2320128.jpg,277-9820-ND,2320128,Phoenix Contact,DC/DC CONVERTER 48V 240W,6,0,"497.61000","0","1","Bulk","Quint","Active","Enclosed","18V","32V","1","48V","-","-","-","5A","240W","-","ITE (Commercial)","92.5%","-25°C ~ 70°C","DIN Rail","4.92"" L x 1.89"" W x 5.12"" H (125.0mm x 48.0mm x 130.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2320102.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2320102.jpg,277-9231-ND,2320102,Phoenix Contact,DC/DC CONVERTER 24V 480W,6,58,"603.88000","0","1","Bulk","Quint","Active","Enclosed","18V","32V","1","24V","-","-","-","20A","480W","-","ITE (Commercial)","93%","-25°C ~ 60°C","DIN Rail","4.92"" L x 3.23"" W x 5.12"" H (125.0mm x 82.0mm x 130.0mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-350dnc40-24-xg-series.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_350DNC40-24-8G.JPG,179-2849-ND,350DNC40-24-8G,Bel Power Solutions,DC/DC CONVERTER 28V 4000W,8,0,"3356.26000","0","1","Bulk","DNC (4000W)","Active","Enclosed","240V","430V","1","28V","-","-","-","143A","4000W","-","-","92%","-40°C ~ 85°C (With Derating)","Chassis Mount","13.44"" L x 10.63"" W x 4.45"" H (341.5mm x 270.0mm x 113.0mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-700dnc40-24-xg-series.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_700DNC40-24-8G.JPG,179-2850-ND,700DNC40-24-8G,Bel Power Solutions,DC/DC CONVERTER 28V 4000W,6,0,"3356.26000","0","1","Bulk","DNC (4000W)","Active","Enclosed","400V","850V","1","28V","-","-","-","143A","4000W","-","-","92%","-40°C ~ 85°C (With Derating)","Chassis Mount","13.50"" L x 10.63"" W x 4.46"" H (343.0mm x 270.0mm x 113.3mm)"
https://www.cui.com/product/resource/digikeypdf/pqde6w-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PQDE6W-T-Series.jpg,102-4574-ND,PQDE6W-Q24-S5-T,CUI Inc.,DC/DC CONVERTER 5V 6W,58,0,"20.25000","0","1","-","PQDE6W-T (6W)","Active","Enclosed","10V","36V","1","5V","-","-","-","1.2A","6W","1.5kV","ITE (Commercial)","83%","-40°C ~ 85°C (With Derating)","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pqde6w-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PQDE6W-T-Series.jpg,102-4575-ND,PQDE6W-Q24-S12-T,CUI Inc.,DC/DC CONVERTER 12V 6W,59,0,"20.25000","0","1","-","PQDE6W-T (6W)","Active","Enclosed","10V","36V","1","12V","-","-","-","500mA","6W","1.5kV","ITE (Commercial)","87%","-40°C ~ 85°C (With Derating)","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pqde6w-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PQDE6W-T-Series.jpg,102-4573-ND,PQDE6W-Q24-D12-T,CUI Inc.,DC/DC CONVERTER +/-12V 6W,50,0,"20.61000","0","1","-","PQDE6W-T (6W)","Active","Enclosed","10V","36V","2","12V","-12V","-","-","250mA, 250mA","6W","1.5kV","ITE (Commercial)","87%","-40°C ~ 85°C (With Derating)","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pqde6w-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PQDE6W-T-Series.jpg,102-4572-ND,PQDE6W-Q24-D5-T,CUI Inc.,DC/DC CONVERTER +/-5V 6W,48,0,"20.61000","0","1","-","PQDE6W-T (6W)","Active","Enclosed","10V","36V","2","5V","-5V","-","-","600mA, 600mA","6W","1.5kV","ITE (Commercial)","83%","-40°C ~ 85°C (With Derating)","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pqde6w-din.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PQDE6W-DIN-Series.jpg,102-4579-ND,PQDE6W-Q24-S5-DIN,CUI Inc.,DC/DC CONVERTER 5V 6W,83,0,"21.97000","0","1","-","PQDE6W-DIN (6W)","Active","Enclosed","10V","36V","1","5V","-","-","-","1.2A","6W","1.5kV","ITE (Commercial)","83%","-40°C ~ 85°C (With Derating)","DIN Rail","2.99"" L x 1.24"" W x 0.87"" H (76.0mm x 31.5mm x 22.2mm)"
https://www.cui.com/product/resource/digikeypdf/pqde6w-din.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PQDE6W-DIN-Series.jpg,102-4580-ND,PQDE6W-Q24-S12-DIN,CUI Inc.,DC/DC CONVERTER 12V 6W,81,0,"21.97000","0","1","-","PQDE6W-DIN (6W)","Active","Enclosed","10V","36V","1","12V","-","-","-","500mA","6W","1.5kV","ITE (Commercial)","87%","-40°C ~ 85°C (With Derating)","DIN Rail","2.99"" L x 1.24"" W x 0.87"" H (76.0mm x 31.5mm x 22.2mm)"
https://www.cui.com/product/resource/digikeypdf/pdqe10-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDQE10-Q24-D9-T.jpg,102-4822-ND,PDQE10-Q24-S9-T,CUI Inc.,"DC-DC ISOLATED, 10 W, 4 1 VDC IN",43,0,"25.51000","0","1","-","PDQE10 (10W)","Active","Enclosed","9V","36V","1","9V","-","-","-","1.111A","10W","1.5kV","ITE (Commercial)","86%","-40°C ~ 85°C (With Derating)","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pdqe10-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDQE10-Q24-D9-T.jpg,102-4821-ND,PDQE10-Q24-S5-T,CUI Inc.,"DC-DC ISOLATED, 10 W, 4 1 VDC IN",8,0,"25.51000","0","1","-","PDQE10 (10W)","Active","Enclosed","9V","36V","1","5V","-","-","-","2A","10W","1.5kV","ITE (Commercial)","83%","-40°C ~ 85°C (With Derating)","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pdqe10-din.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDQE10-Q24-D5-DIN.jpg,102-4833-ND,PDQE10-Q24-S9-DIN,CUI Inc.,"DC-DC ISOLATED, 10 W, 4 1 VDC IN",22,0,"27.50000","0","1","-","PDQE10 (10W)","Active","Enclosed","9V","36V","1","9V","-","-","-","1.111A","10W","1.5kV","ITE (Commercial)","86%","-40°C ~ 85°C (With Derating)","DIN Rail","2.99"" L x 1.24"" W x 0.87"" H (76.0mm x 31.5mm x 22.2mm)"
https://www.cui.com/product/resource/digikeypdf/pyb10-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB10-T.jpg,102-3135-ND,PYB10-Q24-D12-T,CUI Inc.,DC/DC CONVERTER +/-12V 10W,85,0,"33.35000","0","1","Tray","PYB10-T (10W)","Active","Enclosed","9V","36V","2","12V","-12V","-","-","416mA, 416mA","10W","-","-","86%","-40°C ~ 85°C","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pyb10-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB10-T.jpg,102-3134-ND,PYB10-Q24-D5-T,CUI Inc.,DC/DC CONVERTER +/-5V 10W,55,0,"33.35000","0","1","Tray","PYB10-T (10W)","Active","Enclosed","9V","36V","2","5V","-5V","-","-","1A, 1A","10W","-","-","83%","-40°C ~ 85°C","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pyb10-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB10-T.jpg,102-3136-ND,PYB10-Q24-D15-T,CUI Inc.,DC/DC CONVERTER +/-15V 10W,28,0,"33.35000","0","1","Tray","PYB10-T (10W)","Active","Enclosed","9V","36V","2","15V","-15V","-","-","333mA, 333mA","10W","-","-","88%","-40°C ~ 85°C","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pyb10-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB10-U.jpg,102-3153-ND,PYB10-Q24-S3-U,CUI Inc.,DC/DC CONVERTER 3.3V 10W,92,0,"35.15000","0","1","Tray","PYB10-U (10W)","Active","Enclosed","9V","36V","1","3.3V","-","-","-","2.4A","10W","-","-","79%","-40°C ~ 85°C","Chassis Mount","2.16"" L x 2.06"" W x 0.75"" H (54.9mm x 52.3mm x 19.1mm)"
https://www.meanwell.com/Upload/PDF/DDR-60/DDR-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-60.jpg,1866-5067-ND,DDR-60L-24,MEAN WELL USA Inc.,DC/DC CONVERTER 24V 60W,85,0,"37.05000","0","1","-","DDR-60 (60W)","Active","Enclosed","18V","75V","1","24V","-","-","-","2.5A","60W","4kV","ITE (Commercial)","92%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 2.07"" W x 3.54"" H (54.5mm x 52.5mm x 90.0mm)"
https://www.cui.com/product/resource/digikeypdf/pyb15-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB15-T.jpg,102-3188-ND,PYB15-Q24-S24-T,CUI Inc.,DC/DC CONVERTER 24V 15W,68,0,"38.40000","0","1","Tray","PYB15-T (15W)","Active","Enclosed","9V","36V","1","24V","-","-","-","625mA","15W","-","-","90%","-40°C ~ 85°C","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pyb15-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB15-T.jpg,102-3186-ND,PYB15-Q24-S12-T,CUI Inc.,DC/DC CONVERTER 12V 15W,62,0,"38.84000","0","1","Tray","PYB15-T (15W)","Active","Enclosed","9V","36V","1","12V","-","-","-","1.25A","15W","-","-","89%","-40°C ~ 85°C","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.cui.com/product/resource/digikeypdf/pyb10-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB10-U.jpg,102-3152-ND,PYB10-Q24-D15-U,CUI Inc.,DC/DC CONVERTER +/-15V 10W,23,0,"39.03000","0","1","Tray","PYB10-U (10W)","Active","Enclosed","9V","36V","2","15V","-15V","-","-","333mA, 333mA","10W","-","-","88%","-40°C ~ 85°C","Chassis Mount","2.16"" L x 2.06"" W x 0.75"" H (54.9mm x 52.3mm x 19.1mm)"
https://www.cui.com/product/resource/digikeypdf/pyb10-din.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB10-DIN.jpg,102-3130-ND,PYB10-Q48-S5-DIN,CUI Inc.,DC/DC CONVERTER 5V 10W,65,0,"44.88000","0","1","Tray","PYB10-DIN (10W)","Active","Enclosed","18V","75V","1","5V","-","-","-","2A","10W","-","-","80%","-40°C ~ 85°C","DIN Rail","2.99"" L x 1.24"" W x 0.87"" H (76.0mm x 31.5mm x 22.2mm)"
https://www.cui.com/product/resource/digikeypdf/pyb10-din.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB10-DIN.jpg,102-3118-ND,PYB10-Q24-D5-DIN,CUI Inc.,DC/DC CONVERTER +/-5V 10W,43,0,"44.88000","0","1","Tray","PYB10-DIN (10W)","Active","Enclosed","9V","36V","2","5V","-5V","-","-","1A, 1A","10W","-","-","81%","-40°C ~ 85°C","DIN Rail","2.99"" L x 1.24"" W x 0.87"" H (76.0mm x 31.5mm x 22.2mm)"
https://www.xppower.com/Portals/0/pdfs/SF_DDC15.pdf,//media.digikey.com/Photos/XP%20Power/MFG_DDC15.jpg,1470-2831-ND,DDC1524S15,XP Power,DC/DC CONVERTER 15V 15W,48,0,"47.00000","0","1","-","DDC15 (15W)","Active","Enclosed","9V","36V","1","15V","-","-","-","1A","15W","-","ITE (Commercial)","83%","-40°C ~ 70°C","DIN Rail","2.22"" L x 0.71"" W x 3.58"" H (56.4mm x 18.0mm x 91.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_DDC15.pdf,//media.digikey.com/Photos/XP%20Power/MFG_DDC15.jpg,1470-2827-ND,DDC1524S03,XP Power,DC/DC CONVERTER 3.3V 15W,37,0,"47.00000","0","1","-","DDC15 (15W)","Active","Enclosed","9V","36V","1","3.3V","-","-","-","3.5A","15W","-","ITE (Commercial)","79%","-40°C ~ 70°C","DIN Rail","2.22"" L x 0.71"" W x 3.58"" H (56.4mm x 18.0mm x 91.0mm)"
https://www.cui.com/product/resource/digikeypdf/pyb20-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB20-T.jpg,102-3233-ND,PYB20-Q24-S15-T,CUI Inc.,DC/DC CONVERTER 15V 20W,10,0,"52.80000","0","1","Tray","PYB20-T (20W)","Active","Enclosed","9V","36V","1","15V","-","-","-","1.333A","20W","-","-","90%","-40°C ~ 85°C","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
