Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Battery Chemistry","Rechargeability","Battery Cell Size","Number of Cells","Voltage - Rated","Capacity","Structure","Termination Style","Size / Dimension"
http://data.energizer.com/pdfs/nh12.pdf,-,N735-F051-ND,NH12BP-4F5,Energizer Battery Company,BATTERY PACK NIMH 6V AAA,0,0,"34.70000","0","1","NH12","Active","Nickel Metal Hydride","Yes","AAA","5","6V","850mAh","Front to Back, 1 Row x 5 Cells","Solder Tab","2.07"" L x 0.41"" W x 1.75"" H (52.5mm x 10.5mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr75aaab.pdf,//media.digikey.com/photos/Panasonic%20Photos/F101.jpg,P008-F101-ND,HHR-75AAA/BF10,Panasonic - BSG,BATTERY PACK NIMH 12V AAA,0,0,"34.71000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","10","12V","700mAh","Side to Side, 1 Row x 10 Cells","Solder Tab","4.13"" L x 0.41"" W x 1.75"" H (105.0mm x 10.5mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr370ah.pdf,//media.digikey.com/photos/Panasonic%20Photos/F031.jpg,P637-F031-ND,HHR-370AHF3,Panasonic - BSG,BATTERY PACK NIMH 3.6V L-FAT A,0,0,"34.96000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-Fat A","3","3.6V","3.5Ah","Side to Side, 1 Row x 3 Cells","Solder Tab","2.15"" L x 0.72"" W x 2.64"" H (54.6mm x 18.2mm x 67.0mm)"
http://industrial.panasonic.com/cdbs/www-data/pdf2/ACG4000/ACG4000CE266.pdf,//media.digikey.com/photos/Panasonic%20Photos/F071.jpg,P688-F071-ND,BK-200AAB9BF7,Panasonic - BSG,BATTERY PACK NIMH 8.4V AA,0,0,"35.52000","0","1","BK","Active","Nickel Metal Hydride","Yes","AA","7","8.4V","2Ah","Side to Side, 1 Row x 7 Cells","Solder Tab","4.00"" L x 0.57"" W x 1.99"" H (101.5mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr150aa.pdf,//media.digikey.com/photos/Panasonic%20Photos/F091.jpg,P015-F091-ND,HHR-150AAB01F9,Panasonic - BSG,BATTERY PACK NIMH 10.8V AA,0,0,"35.66000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","9","10.8V","1.5Ah","Side to Side, 1 Row x 9 Cells","Solder Tab","5.14"" L x 0.57"" W x 1.99"" H (130.5mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/F024.jpg,P220-F024-ND,HHR-210AAC4BF2X4,Panasonic - BSG,BATTERY PACK NIMH 9.6V AA,0,0,"36.16000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","8","9.6V","2Ah","Side to Side, 4 Rows x 2 Cells","Solder Tab","2.28"" L x 1.14"" W x 1.99"" H (58.0mm x 29.0mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/L024.jpg,P220-L024-ND,HHR-210AAC4BL2X4,Panasonic - BSG,BATTERY PACK NIMH 9.6V AA,0,0,"36.16000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","8","9.6V","2Ah","Front to Back, 4 Rows x 2 Cells","Solder Tab","2.28"" L x 0.57"" W x 3.98"" H (58.0mm x 14.5mm x 101.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/L042.jpg,P220-L042-ND,HHR-210AAC4BL4X2,Panasonic - BSG,BATTERY PACK NIMH 9.6V AA,0,0,"36.25000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","8","9.6V","2Ah","Front to Back, 2 Rows x 4 Cells","Solder Tab","1.14"" L x 0.57"" W x 7.95"" H (29.0mm x 14.5mm x 202.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/F081.jpg,P220-F081-ND,HHR-210AAC4BF8,Panasonic - BSG,BATTERY PACK NIMH 9.6V AA,0,0,"36.26000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","8","9.6V","2Ah","Side to Side, 1 Row x 8 Cells","Solder Tab","4.57"" L x 0.57"" W x 1.99"" H (116.0mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr300scp_0.pdf,//media.digikey.com/photos/Panasonic%20Photos/F022.jpg,P021-F022-ND,HHR-30SCPY20F2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V SC,0,0,"37.88000","0","1","HHR","Active","Nickel Metal Hydride","Yes","SC","4","4.8V","3Ah","Side to Side, 2 Rows x 2 Cells","Solder Tab","1.81"" L x 1.81"" W x 1.69"" H (46.0mm x 46.0mm x 43.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr300scp_0.pdf,//media.digikey.com/photos/Panasonic%20Photos/L022.jpg,P021-L022-ND,HHR-30SCPY20L2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V SC,0,0,"37.90000","0","1","HHR","Active","Nickel Metal Hydride","Yes","SC","4","4.8V","3Ah","Front to Back, 2 Rows x 2 Cells","Solder Tab","1.81"" L x 0.91"" W x 3.39"" H (46.0mm x 23.0mm x 86.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr300scp_0.pdf,//media.digikey.com/photos/Panasonic%20Photos/F041.jpg,P021-F041-ND,HHR-30SCPY20F4,Panasonic - BSG,BATTERY PACK NIMH 4.8V SC,0,0,"37.91000","0","1","HHR","Active","Nickel Metal Hydride","Yes","SC","4","4.8V","3Ah","Side to Side, 1 Row x 4 Cells","Solder Tab","3.62"" L x 0.91"" W x 1.69"" H (92.0mm x 23.0mm x 43.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F071.jpg,P017-F071-ND,HHR-210AB18F7,Panasonic - BSG,BATTERY PACK NIMH 8.4V A,4,0,"38.17000","0","1","HHR","Active","Nickel Metal Hydride","Yes","A","7","8.4V","2.1Ah","Side to Side, 1 Row x 7 Cells","Solder Tab","4.69"" L x 0.67"" W x 1.97"" H (119.0mm x 17.0mm x 50.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr450a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F022.jpg,P214-F022-ND,HHR-450AB21F2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V L-FAT A,0,0,"38.68000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-Fat A","4","4.8V","4.2Ah","Side to Side, 2 Rows x 2 Cells","Solder Tab","1.43"" L x 1.43"" W x 2.64"" H (36.4mm x 36.4mm x 67.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr450a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F041.jpg,P214-F041-ND,HHR-450AB21F4,Panasonic - BSG,BATTERY PACK NIMH 4.8V L-FAT A,0,0,"38.70000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-Fat A","4","4.8V","4.2Ah","Side to Side, 1 Row x 4 Cells","Solder Tab","2.87"" L x 0.72"" W x 2.64"" H (72.8mm x 18.2mm x 67.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr450a.pdf,//media.digikey.com/photos/Panasonic%20Photos/L022.jpg,P214-L022-ND,HHR-450AB21L2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V L-FAT A,0,0,"38.72000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-Fat A","4","4.8V","4.2Ah","Front to Back, 2 Rows x 2 Cells","Solder Tab","1.43"" L x 0.72"" W x 5.28"" H (36.4mm x 18.2mm x 134.0mm)"
http://data.energizer.com/pdfs/nh15-2300.pdf,//media.digikey.com/photos/Energizer%20Photos/NH15VP.JPG,N730-F023-ND,NH15BP-8F2X3,Energizer Battery Company,BATTERY PACK NIMH 7.2V AA,0,0,"39.07000","0","1","NH15","Active","Nickel Metal Hydride","Yes","AA","6","7.2V","2.3Ah","Side to Side, 3 Rows x 2 Cells","Solder Tab","1.71"" L x 1.14"" W x 1.99"" H (43.5mm x 29.0mm x 50.5mm)"
http://data.energizer.com/pdfs/nh15-2300.pdf,//media.digikey.com/photos/Energizer%20Photos/NH15VP.JPG,N730-F061-ND,NH15BP-8F6,Energizer Battery Company,BATTERY PACK NIMH 7.2V AA,0,0,"39.07000","0","1","NH15","Active","Nickel Metal Hydride","Yes","AA","6","7.2V","2.3Ah","Side to Side, 1 Row x 6 Cells","Solder Tab","3.43"" L x 0.57"" W x 1.99"" H (87.0mm x 14.5mm x 50.5mm)"
http://data.energizer.com/pdfs/nh15-2300.pdf,//media.digikey.com/photos/Energizer%20Photos/NH15VP.JPG,N730-L023-ND,NH15BP-8L2X3,Energizer Battery Company,BATTERY PACK NIMH 7.2V AA,0,0,"39.07000","0","1","NH15","Active","Nickel Metal Hydride","Yes","AA","6","7.2V","2.3Ah","Front to Back, 3 Rows x 2 Cells","Solder Tab","1.71"" L x 0.57"" W x 3.98"" H (43.5mm x 14.5mm x 101.0mm)"
http://data.energizer.com/pdfs/nh15-2300.pdf,//media.digikey.com/photos/Energizer%20Photos/NH15VP.JPG,N730-L032-ND,NH15BP-8L3X2,Energizer Battery Company,BATTERY PACK NIMH 7.2V AA,0,0,"39.07000","0","1","NH15","Active","Nickel Metal Hydride","Yes","AA","6","7.2V","2.3Ah","Front to Back, 2 Rows x 3 Cells","Solder Tab","1.14"" L x 0.57"" W x 5.96"" H (29.0mm x 14.5mm x 151.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr150aa.pdf,//media.digikey.com/photos/Panasonic%20Photos/L025.jpg,P015-L025-ND,HHR-150AAB01L2X5,Panasonic - BSG,BATTERY PACK NIMH 12V AA,0,0,"39.16000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","10","12V","1.5Ah","Front to Back, 5 Rows x 2 Cells","Solder Tab","2.85"" L x 0.57"" W x 3.98"" H (72.5mm x 14.5mm x 101.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr150aa.pdf,//media.digikey.com/photos/Panasonic%20Photos/F025.jpg,P015-F025-ND,HHR-150AAB01F2X5,Panasonic - BSG,BATTERY PACK NIMH 12V AA,0,0,"39.17000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","10","12V","1.5Ah","Side to Side, 5 Rows x 2 Cells","Solder Tab","2.85"" L x 1.14"" W x 1.99"" H (72.5mm x 29.0mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr150aa.pdf,//media.digikey.com/photos/Panasonic%20Photos/F101.jpg,P015-F101-ND,HHR-150AAB01F10,Panasonic - BSG,BATTERY PACK NIMH 12V AA,22,0,"39.28000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","10","12V","1.5Ah","Side to Side, 1 Row x 10 Cells","Solder Tab","5.71"" L x 0.57"" W x 1.99"" H (145.0mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr150aa.pdf,//media.digikey.com/photos/Panasonic%20Photos/L052.jpg,P015-L052-ND,HHR-150AAB01L5X2,Panasonic - BSG,BATTERY PACK NIMH 12V AA,0,0,"39.28000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","10","12V","1.5Ah","Front to Back, 2 Rows x 5 Cells","Solder Tab","1.14"" L x 0.57"" W x 9.94"" H (29.0mm x 14.5mm x 252.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr200a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F071.jpg,P010-F071-ND,HHR-200AB20F7,Panasonic - BSG,BATTERY PACK NIMH 8.4V 4/5 A,0,0,"39.48000","0","1","HHR","Active","Nickel Metal Hydride","Yes","4/5A","7","8.4V","2Ah","Side to Side, 1 Row x 7 Cells","Solder Tab","4.69"" L x 0.67"" W x 1.69"" H (119.0mm x 17.0mm x 43.0mm)"
http://industrial.panasonic.com/cdbs/www-data/pdf2/ACG4000/ACG4000CE266.pdf,//media.digikey.com/photos/Panasonic%20Photos/L024.jpg,P688-L024-ND,BK-200AAB9BL2X4,Panasonic - BSG,BATTERY PACK NIMH 9.6V AA,0,0,"40.15000","0","1","BK","Active","Nickel Metal Hydride","Yes","AA","8","9.6V","2Ah","Front to Back, 4 Rows x 2 Cells","Solder Tab","2.28"" L x 0.57"" W x 3.98"" H (58.0mm x 14.5mm x 101.0mm)"
http://industrial.panasonic.com/cdbs/www-data/pdf2/ACG4000/ACG4000CE266.pdf,//media.digikey.com/photos/Panasonic%20Photos/F024.jpg,P688-F024-ND,BK-200AAB9BF2X4,Panasonic - BSG,BATTERY PACK NIMH 9.6V AA,0,0,"40.16000","0","1","BK","Active","Nickel Metal Hydride","Yes","AA","8","9.6V","2Ah","Side to Side, 4 Rows x 2 Cells","Solder Tab","2.28"" L x 1.14"" W x 1.99"" H (58.0mm x 29.0mm x 50.5mm)"
http://industrial.panasonic.com/cdbs/www-data/pdf2/ACG4000/ACG4000CE266.pdf,//media.digikey.com/photos/Panasonic%20Photos/L042.jpg,P688-L042-ND,BK-200AAB9BL4X2,Panasonic - BSG,BATTERY PACK NIMH 9.6V AA,0,0,"40.23000","0","1","BK","Active","Nickel Metal Hydride","Yes","AA","8","9.6V","2Ah","Front to Back, 2 Rows x 4 Cells","Solder Tab","1.14"" L x 0.57"" W x 7.95"" H (29.0mm x 14.5mm x 202.0mm)"
http://industrial.panasonic.com/cdbs/www-data/pdf2/ACG4000/ACG4000CE266.pdf,//media.digikey.com/photos/Panasonic%20Photos/F081.jpg,P688-F081-ND,BK-200AAB9BF8,Panasonic - BSG,BATTERY PACK NIMH 9.6V AA,0,0,"40.24000","0","1","BK","Active","Nickel Metal Hydride","Yes","AA","8","9.6V","2Ah","Side to Side, 1 Row x 8 Cells","Solder Tab","4.57"" L x 0.57"" W x 1.99"" H (116.0mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/F091.jpg,P220-F091-ND,HHR-210AAC4BF9,Panasonic - BSG,BATTERY PACK NIMH 10.8V AA,0,0,"40.44000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","9","10.8V","2Ah","Side to Side, 1 Row x 9 Cells","Solder Tab","5.14"" L x 0.57"" W x 1.99"" H (130.5mm x 14.5mm x 50.5mm)"
http://data.energizer.com/pdfs/nh12.pdf,-,N735-F023-ND,NH12BP-4F2X3,Energizer Battery Company,BATTERY PACK NIMH 7.2V AAA,0,0,"40.67000","0","1","NH12","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","850mAh","Front to Back, 3 Rows x 2 Cells","Solder Tab","1.24"" L x 0.83"" W x 1.75"" H (31.5mm x 21.0mm x 44.5mm)"
http://data.energizer.com/pdfs/nh12.pdf,-,N735-F061-ND,NH12BP-4F6,Energizer Battery Company,BATTERY PACK NIMH 7.2V AAA,0,0,"40.80000","0","1","NH12","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","850mAh","Side to Side, 1 Row x 6 Cells","Solder Tab","2.48"" L x 0.41"" W x 1.75"" H (63.0mm x 10.5mm x 44.5mm)"
http://data.energizer.com/pdfs/nh12.pdf,-,N735-L023-ND,NH12BP-4L2X3,Energizer Battery Company,BATTERY PACK NIMH 7.2V AAA,0,0,"40.80000","0","1","NH12","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","850mAh","Side to Side, 2 Rows x 3 Cells","Solder Tab","1.24"" L x 0.83"" W x 1.75"" H (31.5mm x 21.0mm x 44.5mm)"
http://data.energizer.com/pdfs/nh12.pdf,-,N735-L032-ND,NH12BP-4L3X2,Energizer Battery Company,BATTERY PACK NIMH 7.2V AAA,0,0,"40.80000","0","1","NH12","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","850mAh","Side to Side, 3 Rows x 2 Cells","Solder Tab","1.24"" L x 0.83"" W x 1.75"" H (31.5mm x 21.0mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr250sch.pdf,//media.digikey.com/photos/Panasonic%20Photos/F022.jpg,P638-F022-ND,HHR-250SCHF2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V SC,0,0,"40.95000","0","1","HHR","Active","Nickel Metal Hydride","Yes","SC","4","4.8V","2.5Ah","Side to Side, 2 Rows x 2 Cells","Solder Tab","1.81"" L x 1.81"" W x 1.69"" H (46.0mm x 46.0mm x 43.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr250sch.pdf,//media.digikey.com/photos/Panasonic%20Photos/L022.jpg,P638-L022-ND,HHR-250SCHL2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V SC,0,0,"40.97000","0","1","HHR","Active","Nickel Metal Hydride","Yes","SC","4","4.8V","2.5Ah","Front to Back, 2 Rows x 2 Cells","Solder Tab","1.81"" L x 0.91"" W x 3.39"" H (46.0mm x 23.0mm x 86.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr250sch.pdf,//media.digikey.com/photos/Panasonic%20Photos/F041.jpg,P638-F041-ND,HHR-250SCHF4,Panasonic - BSG,BATTERY PACK NIMH 4.8V SC,0,0,"40.98000","0","1","HHR","Active","Nickel Metal Hydride","Yes","SC","4","4.8V","2.5Ah","Side to Side, 1 Row x 4 Cells","Solder Tab","3.62"" L x 0.91"" W x 1.69"" H (92.0mm x 23.0mm x 43.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr380a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F023.jpg,P018-F023-ND,HHR-380AB27F2X3,Panasonic - BSG,BATTERY PACK NIMH 7.2V L-A,0,0,"41.19000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-A","6","7.2V","3.7Ah","Side to Side, 3 Rows x 2 Cells","Solder Tab","2.01"" L x 1.34"" W x 2.64"" H (51.0mm x 34.0mm x 67.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr380a.pdf,//media.digikey.com/photos/Panasonic%20Photos/L023.jpg,P018-L023-ND,HHR-380AB27L2X3,Panasonic - BSG,BATTERY PACK NIMH 7.2V L-A,0,0,"41.19000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-A","6","7.2V","3.7Ah","Front to Back, 3 Rows x 2 Cells","Solder Tab","2.01"" L x 0.67"" W x 5.28"" H (51.0mm x 17.0mm x 134.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr380a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F061.jpg,P018-F061-ND,HHR-380AB27F6,Panasonic - BSG,BATTERY PACK NIMH 7.2V L-A,0,0,"41.22000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-A","6","7.2V","3.7Ah","Side to Side, 1 Row x 6 Cells","Solder Tab","4.02"" L x 0.67"" W x 2.64"" H (102.0mm x 17.0mm x 67.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr380a.pdf,//media.digikey.com/photos/Panasonic%20Photos/L032.jpg,P018-L032-ND,HHR-380AB27L3X2,Panasonic - BSG,BATTERY PACK NIMH 7.2V L-A,0,0,"41.25000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-A","6","7.2V","3.7Ah","Front to Back, 2 Rows x 3 Cells","Solder Tab","1.34"" L x 0.67"" W x 7.91"" H (34.0mm x 17.0mm x 201.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr300ch.pdf,//media.digikey.com/photos/Panasonic%20Photos/F022.jpg,P639-F022-ND,HHR-300CHF2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V C,0,0,"43.09000","0","1","HHR","Active","Nickel Metal Hydride","Yes","C","4","4.8V","3.1Ah","Side to Side, 2 Rows x 2 Cells","Solder Tab","2.03"" L x 2.03"" W x 1.97"" H (51.6mm x 51.6mm x 50.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr300ch.pdf,//media.digikey.com/photos/Panasonic%20Photos/L022.jpg,P639-L022-ND,HHR-300CHL2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V C,0,0,"43.11000","0","1","HHR","Active","Nickel Metal Hydride","Yes","C","4","4.8V","3.1Ah","Front to Back, 2 Rows x 2 Cells","Solder Tab","2.03"" L x 1.02"" W x 3.94"" H (51.6mm x 25.8mm x 100.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr300ch.pdf,//media.digikey.com/photos/Panasonic%20Photos/F041.jpg,P639-F041-ND,HHR-300CHF4,Panasonic - BSG,BATTERY PACK NIMH 4.8V C,0,0,"43.12000","0","1","HHR","Active","Nickel Metal Hydride","Yes","C","4","4.8V","3.1Ah","Side to Side, 1 Row x 4 Cells","Solder Tab","4.06"" L x 1.02"" W x 1.97"" H (103.2mm x 25.8mm x 50.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F024.jpg,P017-F024-ND,HHR-210AB18F2X4,Panasonic - BSG,BATTERY PACK NIMH 9.6V A,0,0,"43.18000","0","1","HHR","Active","Nickel Metal Hydride","Yes","A","8","9.6V","2.1Ah","Side to Side, 4 Rows x 2 Cells","Solder Tab","2.68"" L x 1.34"" W x 1.97"" H (68.0mm x 34.0mm x 50.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210a.pdf,//media.digikey.com/photos/Panasonic%20Photos/L024.jpg,P017-L024-ND,HHR-210AB18L2X4,Panasonic - BSG,BATTERY PACK NIMH 9.6V A,0,0,"43.18000","0","1","HHR","Active","Nickel Metal Hydride","Yes","A","8","9.6V","2.1Ah","Front to Back, 4 Rows x 2 Cells","Solder Tab","2.68"" L x 0.67"" W x 3.94"" H (68.0mm x 17.0mm x 100.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F081.jpg,P017-F081-ND,HHR-210AB18F8,Panasonic - BSG,BATTERY PACK NIMH 9.6V A,0,0,"43.24000","0","1","HHR","Active","Nickel Metal Hydride","Yes","A","8","9.6V","2.1Ah","Side to Side, 1 Row x 8 Cells","Solder Tab","5.35"" L x 0.67"" W x 1.97"" H (136.0mm x 17.0mm x 50.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210a.pdf,//media.digikey.com/photos/Panasonic%20Photos/L042.jpg,P017-L042-ND,HHR-210AB18L4X2,Panasonic - BSG,BATTERY PACK NIMH 9.6V A,0,0,"43.29000","0","1","HHR","Active","Nickel Metal Hydride","Yes","A","8","9.6V","2.1Ah","Front to Back, 2 Rows x 4 Cells","Solder Tab","1.34"" L x 0.67"" W x 7.87"" H (34.0mm x 17.0mm x 200.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/L052.jpg,P220-L052-ND,HHR-210AAC4BL5X2,Panasonic - BSG,BATTERY PACK NIMH 12V AA,0,0,"44.71000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","10","12V","2Ah","Front to Back, 2 Rows x 5 Cells","Solder Tab","1.14"" L x 0.57"" W x 9.94"" H (29.0mm x 14.5mm x 252.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/F101.jpg,P220-F101-ND,HHR-210AAC4BF10,Panasonic - BSG,BATTERY PACK NIMH 12V AA,0,0,"44.72000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","10","12V","2Ah","Side to Side, 1 Row x 10 Cells","Solder Tab","5.71"" L x 0.57"" W x 1.99"" H (145.0mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/L025.jpg,P220-L025-ND,HHR-210AAC4BL2X5,Panasonic - BSG,BATTERY PACK NIMH 12V AA,0,0,"44.77000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","10","12V","2Ah","Front to Back, 5 Rows x 2 Cells","Solder Tab","2.85"" L x 0.57"" W x 3.98"" H (72.5mm x 14.5mm x 101.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/F025.jpg,P220-F025-ND,HHR-210AAC4BF2X5,Panasonic - BSG,BATTERY PACK NIMH 12V AA,0,0,"44.78000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","10","12V","2Ah","Side to Side, 5 Rows x 2 Cells","Solder Tab","2.85"" L x 1.14"" W x 1.99"" H (72.5mm x 29.0mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr200a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F024.jpg,P010-F024-ND,HHR-200AB20F2X4,Panasonic - BSG,BATTERY PACK NIMH 9.6V 4/5 A,0,0,"44.84000","0","1","HHR","Active","Nickel Metal Hydride","Yes","4/5A","8","9.6V","2Ah","Side to Side, 4 Rows x 2 Cells","Solder Tab","2.68"" L x 1.34"" W x 1.69"" H (68.0mm x 34.0mm x 43.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr200a.pdf,//media.digikey.com/photos/Panasonic%20Photos/L024.jpg,P010-L024-ND,HHR-200AB20L2X4,Panasonic - BSG,BATTERY PACK NIMH 9.6V 4/5 A,0,0,"44.84000","0","1","HHR","Active","Nickel Metal Hydride","Yes","4/5A","8","9.6V","2Ah","Front to Back, 4 Rows x 2 Cells","Solder Tab","2.68"" L x 0.67"" W x 3.39"" H (68.0mm x 17.0mm x 86.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr200a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F081.jpg,P010-F081-ND,HHR-200AB20F8,Panasonic - BSG,BATTERY PACK NIMH 9.6V 4/5 A,0,0,"44.90000","0","1","HHR","Active","Nickel Metal Hydride","Yes","4/5A","8","9.6V","2Ah","Side to Side, 1 Row x 8 Cells","Solder Tab","5.35"" L x 0.67"" W x 1.69"" H (136.0mm x 17.0mm x 43.0mm)"
