Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage - Primary","Voltage - Secondary (Full Load)","Current - Output (Max)","Primary Winding(s)","Secondary Winding(s)","Center Tap","Power - Max","Mounting Type","Termination Style","Size / Dimension","Height - Seated (Max)","Voltage - Isolation","Weight"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL5.0-XX-130B.pdf,//media.digikey.com/photos/Tamura%20Photos/PL5.0-xx-130B.jpg,MT3132-ND,PL5.0-28-130B,Tamura,XFRMR LAMINATED 5VA THRU HOLE,1069,0,"8.21000","0","1","PL5.0-xx-130B","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 360mA, Series 180mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.28mm L x 36.37mm W","35.60mm","3500Vrms","-"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL5.0-XX-130B.pdf,//media.digikey.com/photos/Tamura%20Photos/PL5.0-xx-130B.jpg,MT3102-ND,PL5.0-10-130B,Tamura,XFRMR LAMINATED 5VA THRU HOLE,2052,0,"8.23000","0","1","PL5.0-xx-130B","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 1A, Series 500mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.28mm L x 36.37mm W","35.60mm","3500Vrms","-"
http://catalog.triadmagnetics.com/Asset/FS12-090.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%201.1VA%20TO61-1618.jpg,237-1024-ND,FS12-090,Triad Magnetics,XFRMR LAMINATED 1.1VA THRU HOLE,1227,1712,"8.51000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 180mA, Series 90mA","Dual","Dual","No","1.1VA","Through Hole","PC Pin","34.93mm L x 28.56mm W","23.80mm","2500Vrms","0.17 lb (77.11g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg,595-1189-ND,ST-3-36,Signal Transformer,XFRMR LAMINATED 2.4VA THRU HOLE,110,0,"8.53000","0","1","ST","Active","Laminated Core","115V","Parallel 18V, Series 36V","Parallel 130mA, Series 65mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg,595-1177-ND,ST-3-24,Signal Transformer,XFRMR LAMINATED 2.4VA THRU HOLE,1864,0,"8.73000","0","1","ST","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg,595-1183-ND,ST-3-28,Signal Transformer,XFRMR LAMINATED 2.4VA THRU HOLE,393,0,"8.73000","0","1","ST","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 170mA, Series 85mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg,595-1165-ND,ST-3-16,Signal Transformer,XFRMR LAMINATED 2.4VA THRU HOLE,249,0,"8.73000","0","1","ST","Active","Laminated Core","115V","Parallel 8V, Series 16V","Parallel 300mA, Series 150mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg,595-1160-ND,ST-3-12,Signal Transformer,XFRMR LAMINATED 2.4VA THRU HOLE,104,0,"8.73000","0","1","ST","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 400mA, Series 200mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-3-12.jpg,595-1223-ND,DST-2-36,Signal Transformer,XFRMR LAMINATED 1.1VA THRU HOLE,519,0,"8.80000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 60mA, Series 30mA","Dual","Dual","No","1.1VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","24.60mm","2500Vrms","0.17 lb (77.11g)"
http://catalog.triadmagnetics.com/Asset/F12-500.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/C2%20Split%20Pack%2039.67mm.JPG,237-1804-ND,F12-500,Triad Magnetics,XFRMR LAMINATED THRU HOLE,134,440,"8.94000","0","1","Split Pack™, Class 2/3, F","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 1A, Series 500mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","2500Vrms","0.44 lb (199.58g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-3-12.jpg,595-1199-ND,DST-2-16,Signal Transformer,XFRMR LAMINATED 1.1VA THRU HOLE,258,0,"8.97000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 140mA, Series 70mA","Dual","Dual","No","1.1VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","24.60mm","2500Vrms","0.17 lb (77.11g)"
http://catalog.triadmagnetics.com/Asset/FS24-100.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%202.5VA%20TO61-1618.jpg,237-1035-ND,FS24-100,Triad Magnetics,XFRMR LAMINATED 2.4VA THRU HOLE,2589,246,"8.99000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","30.15mm","2500Vrms","0.25 lb (113.4g)"
http://catalog.triadmagnetics.com/Asset/FS10-250.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%202.5VA%20TO61-1618.jpg,237-1031-ND,FS10-250,Triad Magnetics,XFRMR LAMINATED 2.5VA THRU HOLE,1257,872,"8.99000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 500mA, Series 250mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","34.93mm L x 28.56mm W","30.15mm","2500Vrms","0.25 lb (113.4g)"
http://catalog.triadmagnetics.com/Asset/FS16-150.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%202.5VA%20TO61-1618.jpg,237-1033-ND,FS16-150,Triad Magnetics,XFRMR LAMINATED 2.4VA THRU HOLE,555,1098,"8.99000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 300mA, Series 150mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.93mm L x 28.56mm W","30.15mm","2500Vrms","0.25 lb (113.4g)"
http://catalog.triadmagnetics.com/Asset/FS12-200.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%202.5VA%20TO61-1618.jpg,237-1032-ND,FS12-200,Triad Magnetics,XFRMR LAMINATED 2.4VA THRU HOLE,247,0,"8.99000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 400mA, Series 200mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","30.15mm","2500Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-3-12.jpg,595-1194-ND,DST-2-12,Signal Transformer,XFRMR LAMINATED 1.1VA THRU HOLE,118,0,"9.06000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 180mA, Series 90mA","Dual","Dual","No","1.1VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","24.60mm","2500Vrms","0.17 lb (77.11g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL2.5-XX-130B.pdf,//media.digikey.com/photos/Tamura%20Photos/PL2.5-xx-130B.jpg,MT3101-ND,PL2.5-10-130B,Tamura,XFRMR LAMINATED 2.5VA THRU HOLE,749,0,"9.42000","0","1","PL2.5-xx-130B","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 500mA, Series 250mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.28mm L x 36.37mm W","28.60mm","3500Vrms","-"
http://catalog.triadmagnetics.com/Asset/FS20-300.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%206.0VA%20TO61-1618.jpg,237-1041-ND,FS20-300,Triad Magnetics,XFRMR LAMINATED 6VA THRU HOLE,469,140,"9.42000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 600mA, Series 300mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","2500Vrms","0.44 lb (199.58g)"
http://catalog.triadmagnetics.com/Asset/FS36-170.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%206.0VA%20TO61-1618.jpg,237-1044-ND,FS36-170,Triad Magnetics,XFRMR LAMINATED 6VA THRU HOLE,340,580,"9.42000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 340mA, Series 170mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","2500Vrms","0.44 lb (199.58g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL2.5-XX-130B.pdf,//media.digikey.com/photos/Tamura%20Photos/PL2.5-xx-130B.jpg,MT3119-ND,PL2.5-20-130B,Tamura,XFRMR LAMINATED 2.5VA THRU HOLE,110,0,"9.42000","0","1","PL2.5-xx-130B","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 240mA, Series 120mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.28mm L x 36.37mm W","28.60mm","3500Vrms","-"
http://catalog.triadmagnetics.com/Asset/FS12-500.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%206.0VA%20TO61-1618.jpg,237-1039-ND,FS12-500,Triad Magnetics,XFRMR LAMINATED 6VA THRU HOLE,105,40,"9.42000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 1A, Series 500mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","2500Vrms","0.44 lb (199.58g)"
http://catalog.triadmagnetics.com/Asset/F12-1000-C2.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/C2%20Split%20Pack%2036.50mm.JPG,237-1547-ND,F12-1000-C2,Triad Magnetics,XFRMR LAMINATED 12VA THRU HOLE,296,1281,"9.47000","0","1","Split Pack™, Class 2/3, F","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 2A, Series 1A","Single","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","4200Vrms","0.7 lb (317.51g)"
http://catalog.triadmagnetics.com/Asset/F20-600-C2.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B%2033.32mm.JPG,237-1545-ND,F20-600-C2,Triad Magnetics,XFRMR LAMINATED 12VA THRU HOLE,246,300,"9.47000","0","1","Split Pack™, Class 2/3, F","Active","Laminated Core","115V","Parallel 10V, Series 20V","Parallel 1.2A, Series 600mA","Single","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","2500Vrms","0.7 lb (317.51g)"
http://catalog.triadmagnetics.com/Asset/F56-220-C2.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B%2033.32mm.JPG,237-1471-ND,F56-220-C2,Triad Magnetics,XFRMR LAMINATED 12VA THRU HOLE,107,240,"9.47000","0","1","Split Pack™, Class 2/3, F","Active","Laminated Core","115V","Parallel 28 V, Series 56V","Parallel 440mA, Series 220mA","Single","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","2500Vrms","0.7 lb (317.51g)"
http://catalog.triadmagnetics.com/Asset/VPP16-620.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2010.0VA%20TO61-1617.jpg,237-1055-ND,VPP16-620,Triad Magnetics,XFRMR LAMINATED 10VA THRU HOLE,2633,1189,"9.61000","0","1","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 1.25A, Series 620mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","34.93mm","4000Vrms","0.53 lb (240.4g)"
http://catalog.triadmagnetics.com/Asset/FD4-16.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FD4-20.JPG,237-1729-ND,FD4-16,Triad Magnetics,XFRMR LAMINATED THRU HOLE,183,0,"9.78000","0","1","Quick Pack","Active","Laminated Core","115V, 230V","16V","400mA","Dual","Single","Yes","6VA","Chassis Mount","Solder, Quick Connect - 0.187"" (4.7mm)","65.07mm L x 31.75mm W","34.93mm","2500VAC","0.44 lb (199.58g)"
https://belfuse.com/resources/14A.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/14A-5.0R%20SERIES.jpg,595-1030-ND,14A-5.0R-36,Signal Transformer,XFRMR LAMINATED 5VA THRU HOLE,867,0,"9.80000","0","1","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 280mA, Series 140mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","34.90mm","4000Vrms","0.37 lb (167.83g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-3-12.jpg,595-1713-ND,DST-2-10,Signal Transformer,XFRMR LAMINATED 1.1VA THRU HOLE,520,0,"9.80000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 220mA, Series 110mA","Dual","Dual","No","1.1VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","24.60mm","2500Vrms","0.17 lb (77.11g)"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%204.4VA%20TO63-1811.jpg,595-1104-ND,PC-12-350,Signal Transformer,XFRMR LAMINATED 4.4VA THRU HOLE,122,0,"9.85000","0","1","PC","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 700mA, Series 350mA","Single","Dual","No","4.4VA","Through Hole","PC Pin","41.30mm L x 31.80mm W","34.92mm","1500Vrms","0.313 lb (141.97g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FL24-100.pdf,//media.digikey.com/photos/Tamura%20Photos/3FL12-475.jpg,MT1117-ND,3FL24-100,Tamura,XFRMR LAMINATED 2.5VA THRU HOLE,205,0,"10.08000","0","1","3FL","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","47.60mm L x 39.60mm W","16.80mm","1500Vrms","-"
https://belfuse.com/resources/14A.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/14A-2.5R%20SERIES.jpg,595-1000-ND,14A-2.5R-12,Signal Transformer,XFRMR LAMINATED 2.5VA THRU HOLE,152,0,"10.12000","0","1","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 400mA, Series 200mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","28.60mm","4000Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%2010VA%20TO63-1811.jpg,595-1109-ND,PC-16-640,Signal Transformer,XFRMR LAMINATED 10VA THRU HOLE,198,0,"10.19000","0","1","PC","Active","Laminated Core","115V","Parallel 8V, Series 16V","Parallel 1.28A, Series 640mA","Single","Dual","No","10VA","Through Hole","PC Pin","47.60mm L x 36.50mm W","41.27mm","1500Vrms","0.563 lb (255.37g)"
https://belfuse.com/resources/241.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%20TO63-1810.jpg,595-1036-ND,241-5-10,Signal Transformer,XFRMR LAMINATED 12VA CHAS MOUNT,117,0,"10.32000","0","1","Two-4-One™","Active","Laminated Core","115V","10V","1.2A","Single","Single","Yes","12VA","Chassis Mount","Solder, Quick Connect","71.40mm L x 36.30mm W","42.80mm","2500Vrms","0.7 lb (317.51g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FS-4XX.pdf,//media.digikey.com/photos/Tamura%20Photos/3FS-420.JPG,MT2223-ND,3FS-428,Tamura,XFRMR LAMINATED 6VA THRU HOLE,1362,0,"10.34000","0","1","3FS-4xx","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 400mA, Series 200mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","34.55mm","2500Vrms","-"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FS-4XX.pdf,//media.digikey.com/photos/Tamura%20Photos/3FS-420.JPG,MT2207-ND,3FS-412,Tamura,XFRMR LAMINATED 6VA THRU HOLE,195,0,"10.34000","0","1","3FS-4xx","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 1A, Series 500mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","34.55mm","2500Vrms","-"
http://catalog.triadmagnetics.com/Asset/F-367P.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/F-367P.JPG,237-1986-ND,F-367P,Triad Magnetics,POWER TRANSFORMER PCB MOUNT,201,336,"10.44000","0","1","Single Primary","Active","Laminated Core","115V, 230V","Parallel 115V, Series 230V","Parallel 13mA, Series 6.5mA","Dual","Dual","No","1.5VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","28.58mm","1500Vrms","0.25 lb (113.4g)"
http://catalog.triadmagnetics.com/Asset/F-348XP.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_F-348XP.jpg,237-1978-ND,F-348XP,Triad Magnetics,POWER TRANSFORMER PCB MOUNT,344,460,"10.59000","0","1","Single Primary","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 700mA, Series 350mA","Dual","Dual","No","4.5VA","Chassis Mount","PC Pin","60.32mm L x 31.75mm W","34.93mm","1500Vrms","0.407 lb (184.62g)"
http://catalog.triadmagnetics.com/Asset/FP12-200.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%202.5VA%20TO61-1618.jpg,237-1009-ND,FP12-200,Triad Magnetics,XFRMR LAMINATED 2.5VA THRU HOLE,1840,2184,"10.66000","0","1","FP","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 400mA, Series 200mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","16.51mm","2000Vrms","0.313 lb (141.97g)"
http://catalog.triadmagnetics.com/Asset/FP34-75.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%202.5VA%20TO61-1618.jpg,237-1014-ND,FP34-75,Triad Magnetics,XFRMR LAMINATED 2.5VA THRU HOLE,266,220,"10.66000","0","1","FP","Active","Laminated Core","115V, 230V","Parallel 17V, Series 34V","Parallel 150mA, Series 75mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","16.51mm","2000Vrms","0.313 lb (141.97g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SIGNAL%20TRANSFORMERS-%20DST-5-16.jpg,595-1167-ND,ST-5-16,Signal Transformer,XFRMR LAMINATED 12VA THRU HOLE,168,0,"10.79000","0","1","ST","Active","Laminated Core","115V","Parallel 8V, Series 16V","Parallel 1.6A, Series 800mA","Single","Dual","No","12VA","Through Hole","PC Pin","47.80mm L x 39.60mm W","36.90mm","2500Vrms","0.7 lb (317.51g)"
http://catalog.triadmagnetics.com/Asset/FS20-600-C2.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FS20-600-C2-B.jpg,237-1483-ND,FS20-600-C2,Triad Magnetics,XFRMR LAMINATED 12VA THRU HOLE,137,120,"10.85000","0","1","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 1.2A, Series 600mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","4200Vrms","0.7 lb (317.51g)"
https://belfuse.com/resources/14A.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/14A-5.0R%20SERIES.jpg,595-1013-ND,14A-5.0R-20,Signal Transformer,XFRMR LAMINATED 5VA THRU HOLE,187,0,"10.87000","0","1","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 500mA, Series 250mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","34.90mm","4000Vrms","0.37 lb (167.83g)"
http://catalog.triadmagnetics.com/Asset/FS28-420.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%2012.0VA%20TO61-1618.jpg,237-1051-ND,FS28-420,Triad Magnetics,XFRMR LAMINATED 12VA THRU HOLE,2919,0,"10.92000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 840mA, Series 420mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","2500Vrms","0.7 lb (317.51g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-4XX.pdf,//media.digikey.com/photos/Tamura%20Photos/3FD-410.jpg,MT2098-ND,3FD-410,Tamura,XFRMR LAMINATED 6VA THRU HOLE,153,0,"10.95000","0","1","3FD-4xx","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 1.2A, Series 600mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","34.55mm","2500Vrms","-"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-4XX.pdf,//media.digikey.com/photos/Tamura%20Photos/3FD-424.jpg,MT2127-ND,3FD-448,Tamura,XFRMR LAMINATED 6VA THRU HOLE,150,0,"10.95000","0","1","3FD-4xx","Active","Laminated Core","115V, 230V","Parallel 24V, Series 48V","Parallel 250mA, Series 125mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","38.00mm","2500Vrms","-"
http://catalog.triadmagnetics.com/Asset/F28-420-C2.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/C2%20Split%20Pack%2036.50mm.JPG,237-1543-ND,F28-420-C2-B,Triad Magnetics,XFRMR LAMINATED 12VA THRU HOLE,288,815,"11.04000","0","1","Split Pack™, Class 2/3, F","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 840mA, Series 420mA","Single","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","2500Vrms","0.7 lb (317.51g)"
http://catalog.triadmagnetics.com/Asset/F-362XP.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/F-362XP.jpg,237-1984-ND,F-362XP,Triad Magnetics,POWER TRANSFORMER PCB MOUNT,174,260,"11.04000","0","1","Single Primary","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 1A, Series 500mA","Dual","Dual","No","10VA","Chassis Mount","PC Pin","71.42mm L x 36.50mm W","41.28mm","1500Vrms","0.688 lb (312.07g)"
http://catalog.triadmagnetics.com/Asset/F-216X.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/F-13X.jpg,237-1935-ND,F-216X,Triad Magnetics,POWER XFMR CHASSIS MOUNT W/LEADS,160,924,"11.08000","0","1","Single Secondary","Active","Laminated Core","115V","12V","350mA","Single","Single","No","4.2VA","Chassis Mount","Wire Leads","60.32mm L x 34.93mm W","34.93mm","1500Vrms","0.37 lb (167.83g)"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DUAL%20XFORMER%204.4VA%20TO63-1811.jpg,595-1136-ND,DPC-16-260,Signal Transformer,XFRMR LAMINATED 4.4VA THRU HOLE,159,0,"11.09000","0","1","DPC","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 520mA, Series 260mA","Dual","Dual","No","4.4VA","Through Hole","PC Pin","41.30mm L x 31.80mm W","34.92mm","1500Vrms","0.313 lb (141.97g)"
https://belfuse.com/resources/241.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DP-241-4-Series.jpg,595-1085-ND,DP-241-5-20,Signal Transformer,XFRMR LAMINATED 12VA CHAS MOUNT,129,0,"11.11000","0","1","Two-4-One™","Active","Laminated Core","115V, 230V","20V","600mA","Dual","Single","Yes","12VA","Chassis Mount","Solder, Quick Connect","71.40mm L x 36.30mm W","42.80mm","2500Vrms","0.7 lb (317.51g)"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%2010VA%20TO63-1811.jpg,595-1125-ND,PC-34-300,Signal Transformer,XFRMR LAMINATED 10VA THRU HOLE,210,0,"11.23000","0","1","PC","Active","Laminated Core","115V","Parallel 17V, Series 34V","Parallel 600mA, Series 300mA","Single","Dual","No","10VA","Through Hole","PC Pin","47.60mm L x 36.50mm W","41.27mm","1500Vrms","0.563 lb (255.37g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL2.5-XX-130B.pdf,//media.digikey.com/photos/Tamura%20Photos/PL2.5-xx-130B.jpg,MT3137-ND,PL2.5-36-130B,Tamura,XFRMR LAMINATED 2.5VA THRU HOLE,102,0,"11.33000","0","1","PL2.5-xx-130B","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 140mA, Series 70mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.28mm L x 36.37mm W","28.60mm","3500Vrms","-"
https://belfuse.com/resources/241.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DP-241-4-Series.jpg,595-1075-ND,DP-241-5-12,Signal Transformer,XFRMR LAMINATED 12VA CHAS MOUNT,127,0,"11.47000","0","1","Two-4-One™","Active","Laminated Core","115V, 230V","12.6V","1A","Dual","Single","Yes","12VA","Chassis Mount","Solder, Quick Connect","71.40mm L x 36.30mm W","42.80mm","2500Vrms","0.7 lb (317.51g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FL10-600.pdf,//media.digikey.com/photos/Tamura%20Photos/3FL10-600.jpg,MT1102-ND,3FL10-600,Tamura,XFRMR LAMINATED 6VA THRU HOLE,544,0,"11.54000","0","1","3FL","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 1.2A, Series 600mA","Dual","Dual","No","6VA","Through Hole","PC Pin","47.60mm L x 39.60mm W","21.60mm","1500Vrms","-"
