Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Core Processor","Speed","Number of Cores","Power (Watts)","Cooling Type","Size / Dimension","Form Factor","Expansion Site/Bus","RAM Capacity/Installed","Storage Interface","Video Outputs","Ethernet","USB","RS-232 (422, 485)","Digital I/O Lines","Analog Input:Output","Watchdog Timer","Operating Temperature"
-,-,PICOIMX6U10R1GBNI4G-ND,PICOIMX6U10R1GBNI4G,TechNexion,KIT STARTER FOR I.MX6,0,0,"77.50000","0","1","PICO","Active","ARM® Cortex®-A9, i.MX6DualLite","1.0GHz","2","-","-","1.375"" x 1.625"" (36mm x 40mm)","-","PCIe","1GB/1GB","SDIO/MMC","HDMI, LVDS, MIPI, TTL","RGMII","USB OTG 2.0","-","-","-","-","0°C ~ 60°C"
-,-,PICOIMX6G205R512Q128TI-ND,PICOIMX6G205R512Q128TI,TechNexion,PICO SOM NXP I.MX6 ULTRALITE 528,0,0,"77.50000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7emmc.pdf,-,PICOIMX7DR05E04BW-ND,PICOIMX7DR05E04BW,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 5,0,0,"77.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7sd.pdf,-,PICOIMX7DR05MSDBBTE-ND,PICOIMX7DR05MSDBBTE,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 5,0,0,"78.75000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7sd.pdf,-,PICOIMX7DR10MSDTE-ND,PICOIMX7DR10MSDTE,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 1,0,0,"78.75000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/TechNexion%20PDFs/PICO-IMX6-EMMC_Web.pdf,-,PICOIMX6S10R512NI4GBW-ND,PICOIMX6S10R512NI4GBW,TechNexion,KIT STARTER FOR I.MX6,0,0,"80.00000","0","1","PICO","Active","ARM® Cortex®-A9, i.MX6Solo","1.0GHz","1","-","-","1.375"" x 1.625"" (36mm x 40mm)","-","PCIe","512MB/512MB","SDIO/MMC","HDMI, LVDS, MIPI, TTL","RGMII","USB OTG 2.0","-","-","-","-","0°C ~ 60°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7sd.pdf,-,PICOIMX7DR10MSDBW-ND,PICOIMX7DR10MSDBW,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 1,0,0,"80.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:microsom:docs:sr-data_sheet-imx6-microsom-i1.pdf,//media.digikey.com/Photos/SolidRun/MFG_USOM01E-3C.jpg,SRMX6SOWT1D512E000V15C0-ND,SRMX6SOWT1D512E000V15C0,SolidRun LTD,SOM SOLO WIFI/BT 512MB 1GHZ,0,0,"80.52000","0","1","MicroSoM i1","Active","ARM® Cortex®-A9, i.MX6Solo","1.2GHz","1","-","-","1.85"" x 1.18"" (47mm x 30mm)","-","SATA, PCIe","512MB/512MB","eMMC, NOR-Flash, PCIeSSD, SD/mSD","DSI, HDMI, LVDS","10/100/1000 Mbps (1)","USB 2.0 (1), USB OTG (1)","-","75","-","-","0°C ~ 60°C"
-,-,ACK-A002E-00A1E-ND,ACK-A002E-00A1E,Advantech Corp,EMBEDDED CHASSIS FOR PCM-9376 SE,0,0,"81.13000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://downloadt.advantech.com/ProductFile/PIS/EPC-C300/Product%20-%20Datasheet/EPC-C300_DS(12.30.15)20160104152402.pdf,-,ACK-A004E-01A1E-ND,ACK-A004E-01A1E,Advantech Corp,EMBEDDED CHASSIS FOR MIO-5251 SE,0,0,"81.13000","0","1","-","Active","Intel Atom E3845/E3825, Celeron J1900","1.33GHz, 1.91GHz, 2GHz","3","-","-","7.4"" x 2.13"" (188mm x 54mm)","3.5"" SBC","-","8GB/8GB","HDD, mSATA, mPCIe","eDP, HDMI, LVDS, Multi-Display, VGA","10/100/1000 Mbps (1)","USB 2.0 (4), USB 3.0 (1)","4","-","-","No","0°C ~ 40°C"
http://downloadt.advantech.com/ProductFile/PIS/EPC-C300/Product%20-%20Datasheet/EPC-C300_DS(12.30.15)20160104152402.pdf,-,ACK-A004E-02A1E-ND,ACK-A004E-02A1E,Advantech Corp,EMBEDDED CHASSIS FOR MIO-5250 SE,0,0,"81.13000","0","1","-","Active","Intel Atom D2550/N2600","1.6GHz, 1.86GHz","2","-","-","7.4"" x 2.13"" (188mm x 54mm)","3.5"" SBC","-","4GB/4GB","HDD, mSATA, mPCIe","HDMI, LVDS, Multi-Display, VGA","10/100/1000 Mbps (1)","USB 2.0 (6)","4","-","-","No","0°C ~ 40°C"
-,-,PICOIMX6G205R256Q128BWTE-ND,PICOIMX6G205R256Q128BWTE,TechNexion,PICO SOM NXP I.MX6 ULTRALITE 528,0,0,"81.25000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6ulemmc.pdf,-,PICOIMX6G205R512E04BWTE-ND,PICOIMX6G205R512E04BWTE,TechNexion,PICO SOM NXP I.MX6 ULTRALITE 528,0,0,"81.25000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:microsom:docs:sr-data_sheet-imx6-microsom-i2.pdf,//media.digikey.com/Photos/SolidRun/MFG_USOM02A-3C.jpg,SRMX6DLW00D01GE000V15I0-ND,SRMX6DLW00D01GE000V15I0,SolidRun LTD,SOM DUAL INDUST TEMP 1GB 1GHZ,0,0,"82.36800","0","60","MicroSoM i2","Active","ARM® Cortex®-A9, i.MX6DualLite","1.2GHz","2","-","-","1.85"" x 1.18"" (47mm x 30mm)","-","PCIe","1GB/1GB","eMMC, NOR-Flash, PCIeSSD, SD/mSD","DSI, HDMI, LVDS","10/100/1000 Mbps (1)","USB 2.0 (1), USB OTG (1)","-","75","-","-","-40°C ~ 85°C"
-,-,PICOIMX6G205R512N512BWTE-ND,PICOIMX6G205R512N512BWTE,TechNexion,PICO SOM NXP I.MX6 ULTRALITE 528,0,0,"82.50000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7emmc.pdf,-,PICOIMX7DR05E04BBTE-ND,PICOIMX7DR05E04BBTE,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 5,0,0,"82.50000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7emmc.pdf,-,PICOIMX7DR10E04TE-ND,PICOIMX7DR10E04TE,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 1,0,0,"82.50000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6sd.pdf,-,PICOIMX6U10R1GBSDTI-ND,PICOIMX6U10R1GBSDTI,TechNexion,PICO SOM NXP I.MX6 DUALLITE 1GHZ,0,0,"83.75000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7emmc.pdf,-,PICOIMX7DR10E04BW-ND,PICOIMX7DR10E04BW,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 1,0,0,"83.75000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6sd.pdf,-,PICOIMX6U10R1GBSDTE-ND,PICOIMX6U10R1GBSDTE,TechNexion,PICO SOM NXP I.MX6 DUALLITE 1GHZ,0,0,"85.00000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6sd.pdf,-,PICOIMX6S10R512SDBWTE-ND,PICOIMX6S10R512SDBWTE,TechNexion,PICO SOM NXP I.MX6 SOLO 1GHZ + 5,0,0,"86.25000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7sd.pdf,-,PICOIMX7DR05MSDBWTE-ND,PICOIMX7DR05MSDBWTE,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 5,0,0,"86.25000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7sd.pdf,-,PICOIMX7DR10MSDBBTE-ND,PICOIMX7DR10MSDBBTE,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 1,0,0,"86.25000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PSR05E04TE-ND,EDM1IMX6PSR05E04TE,TechNexion,MODULE EDM COMPACT TYPE 1,0,0,"86.40000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:microsom:docs:sr-data_sheet-imx6-microsom-i2.pdf,//media.digikey.com/Photos/SolidRun/MFG_USOM02A-3C.jpg,SRMX6DLW00D01GE000V15C0-ND,SRMX6DLW00D01GE000V15C0,SolidRun LTD,SOM DUAL 1GB 1GHZ,0,0,"87.04000","0","1","MicroSoM i2","Active","ARM® Cortex®-A9, i.MX6DualLite","1.2GHz","2","-","-","1.85"" x 1.18"" (47mm x 30mm)","-","PCIe","1GB/1GB","eMMC, NOR-Flash, PCIeSSD, SD/mSD","DSI, HDMI, LVDS","10/100/1000 Mbps (1)","USB 2.0 (1), USB OTG (1)","-","75","-","-","0°C ~ 60°C"
-,-,EDM1CFIMX6X10R1GBNI4G2L2C-ND,EDM1CFIMX6X10R1GBNI4G2L2C,TechNexion,KIT STARTER EDM TYPE1 I.MX6 DUAL,0,0,"87.50000","0","100","EDM1","Active","ARM® Cortex®-A9, i.MX6","1.0GHz","1","-","-","3.625"" x 2.375"" (82mm x 60mm)","EDM Compact","PCIe","1GB/1GB","SDIO/MMC","LVDS, TTL","-","USB 2.0, USB OTG 2.0","-","-","-","-","0°C ~ 60°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6emmc.pdf,-,PICOIMX6U10R1GBNI4GTI-ND,PICOIMX6U10R1GBNI4GTI,TechNexion,PICO SOM NXP I.MX6 DUALLITE 1GHZ,0,0,"87.50000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,PICOIMX6U10R1GBSDBW-ND,PICOIMX6U10R1GBSDBW,TechNexion,KIT STARTER FOR I.MX6,0,0,"88.75000","0","1","PICO","Active","ARM® Cortex®-A9, i.MX6DualLite","1.0GHz","2","-","-","1.375"" x 1.625"" (36mm x 40mm)","-","PCIe","1GB/1GB","SD, SDIO","HDMI, LVDS, MIPI, TTL","RGMII","USB OTG 2.0","-","-","-","-","0°C ~ 60°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6emmc.pdf,-,PICOIMX6U10R1GBNI4GTE-ND,PICOIMX6U10R1GBNI4GTE,TechNexion,PICO SOM NXP I.MX6 DUALLITE 1GHZ,0,0,"88.75000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:cubox-i:sr-data_sheet-imx6-cubox-i_base.pdf,//media.digikey.com/Photos/SolidRun/MFG_CU0.jpg,CU01-B-000-00-ND,CU01-B-000-00,SolidRun LTD,SBC BASE CARRIER SOLO IMX6,0,0,"89.60000","0","1","CuBox-i Base","Last Time Buy","ARM® Cortex®-A9, i.MX6Solo","1.2GHz","1","-","-","2"" x 2"" x 2"" (50.8mm x 50.8mm x 50.8mm)","-","-","512MB/512MB","uSD","HDMI, Multi Format","10/100 Mbps (1)","USB 2.0 (2)","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PSR05E04-ND,EDM1IMX6PSR05E04,TechNexion,MODULE EDM COMPACT TYPE 1,0,0,"89.60000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,PICOIMX6G205R512Q128BWTE-ND,PICOIMX6G205R512Q128BWTE,TechNexion,PICO SOM NXP I.MX6 ULTRALITE 528,0,0,"90.00000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6emmc.pdf,-,PICOIMX6S10R512NI4GBWTE-ND,PICOIMX6S10R512NI4GBWTE,TechNexion,PICO SOM NXP I.MX6 SOLO 1GHZ + 5,0,0,"90.00000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7emmc.pdf,-,PICOIMX7DR05E04BWTE-ND,PICOIMX7DR05E04BWTE,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 5,0,0,"90.00000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7emmc.pdf,-,PICOIMX7DR10E04BBTE-ND,PICOIMX7DR10E04BBTE,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 1,0,0,"90.00000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:microsom:docs:sr-data_sheet-imx6-microsom-i2.pdf,//media.digikey.com/Photos/SolidRun/MFG_USOM02A-3C.jpg,SRMX6DLW00D512E000V15E0-ND,SRMX6DLW00D512E000V15E0,SolidRun LTD,SOM DUAL EXTEND TEMP 1GB 1GHZ,0,0,"91.52000","0","60","MicroSoM i2","Active","ARM® Cortex®-A9, i.MX6DualLite","1.2GHz","2","-","-","1.85"" x 1.18"" (47mm x 30mm)","-","PCIe","1GB/1GB","eMMC, NOR-Flash, PCIeSSD, SD/mSD","DSI, HDMI, LVDS","10/100/1000 Mbps (1)","USB 2.0 (1), USB OTG (1)","-","75","-","-","-20°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/TechNexion%20PDFs/PICO-IMX6-EMMC_Web.pdf,-,PICOIMX6U10R1GBNI4GBW-ND,PICOIMX6U10R1GBNI4GBW,TechNexion,KIT STARTER FOR I.MX6,0,0,"92.50000","0","1","PICO","Active","ARM® Cortex®-A9, i.MX6DualLite","1.0GHz","2","-","-","1.375"" x 1.625"" (36mm x 40mm)","-","PCIe","1GB/1GB","SDIO/MMC","HDMI, LVDS, MIPI, TTL","RGMII","USB OTG 2.0","-","-","-","-","0°C ~ 60°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6sd.pdf,-,PICOIMX6Q10R1GBSD-ND,PICOIMX6Q10R1GBSD,TechNexion,PICO SOM NXP I.MX6 QUAD 1GHZ + 1,0,0,"92.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7sd.pdf,-,PICOIMX7DR10MSDBWTE-ND,PICOIMX7DR10MSDBWTE,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 1,0,0,"93.75000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PSR05E04BBTE-ND,EDM1IMX6PSR05E04BBTE,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 SOL,0,0,"94.50000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:microsom:docs:sr-data_sheet-imx6-microsom-i2.pdf,//media.digikey.com/Photos/SolidRun/MFG_USOM02A-3C.jpg,SRMX6DLW00D01GE000V15A0-ND,SRMX6DLW00D01GE000V15A0,SolidRun LTD,SOM DUAL AUTO TEMP 1GB 1GHZ,0,0,"96.09600","0","60","MicroSoM i2","Active","ARM® Cortex®-A9, i.MX6DualLite","1.2GHz","2","-","-","1.85"" x 1.18"" (47mm x 30mm)","-","PCIe","1GB/1GB","eMMC, NOR-Flash, PCIeSSD, SD/mSD","DSI, HDMI, LVDS","10/100/1000 Mbps (1)","USB 2.0 (1), USB OTG (1)","-","75","-","-","-40°C ~ 105°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6emmc.pdf,-,PICOIMX6Q10R1GBNI4G-ND,PICOIMX6Q10R1GBNI4G,TechNexion,PICO SOM NXP I.MX6 QUAD 1GHZ + 1,0,0,"96.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx7emmc.pdf,-,PICOIMX7DR10E04BWTE-ND,PICOIMX7DR10E04BWTE,TechNexion,PICO SOM NXP I.MX7 DUAL 1GHZ + 1,0,0,"97.50000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PSR05E04TI-ND,EDM1IMX6PSR05E04TI,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 SOL,0,0,"98.55000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PSR05E04BB-ND,EDM1IMX6PSR05E04BB,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 SOL,0,0,"99.20000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:microsom:docs:sr-data_sheet-imx6-microsom-i2ex.pdf,//media.digikey.com/Photos/SolidRun/MFG_USOM0.jpg,SRMX6DUW00D01GE000V15I0-ND,SRMX6DUW00D01GE000V15I0,SolidRun LTD,SOM DUAL INDUST TEMP 1GB 1GHZ,0,0,"99.52800","0","60","MicroSoM i2eX","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","1.85"" x 1.18"" (47mm x 30mm)","-","SATA, PCIe","1GB/1GB","eMMC, NOR-Flash, PCIeSSD, SD/mSD","DSI, HDMI, LVDS","10/100/1000 Mbps (1)","USB 2.0 (1), USB OTG (1)","-","75","-","-","-40°C ~ 85°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6sd.pdf,-,PICOIMX6U10R1GBSDBWTE-ND,PICOIMX6U10R1GBSDBWTE,TechNexion,PICO SOM NXP I.MX6 DUALLITE 1GHZ,0,0,"100.00000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PSR05E04BWTE-ND,EDM1IMX6PSR05E04BWTE,TechNexion,MODULE EDM COMPACT TYPE 1,0,0,"101.08000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PUR10E04TE-ND,EDM1IMX6PUR10E04TE,TechNexion,MODULE EDM COMPACT TYPE 1,0,0,"101.08000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-base-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB01-B-000-00.jpg,SRMX6SOW00D512E008B00EH-ND,SRMX6SOW00D512E008B00EH,SolidRun LTD,SBC BASE CARRIER SOLO IMX6,0,0,"101.81600","0","60","HummingBoard Base","Active","ARM® Cortex®-A9, i.MX6Solo","1.2GHz","1","-","-","3.35"" x 2.20"" (85mm x 56mm)","-","-","2G/512MB","uSD","HDMI, MIPI, SPDIF","10/100 Mbps (1)","USB 2.0 (2)","-","26","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:cubox-i:sr-data_sheet-imx6-cubox-i_pro.pdf,//media.digikey.com/Photos/SolidRun/MFG_CU0.jpg,CU01-P-000-00-ND,CU01-P-000-00,SolidRun LTD,SBC PRO CARRIER SOLO IMX6,0,0,"102.40000","0","1","CuBox-i Pro","Last Time Buy","ARM® Cortex®-A9, i.MX6Solo","1.2GHz","1","-","-","2"" x 2"" x 2"" (50.8mm x 50.8mm x 50.8mm)","-","-","512MB/512MB","uSD","HDMI, Multi Format","10/100 Mbps (1)","USB 2.0 (2)","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:cubox-i:sr-data_sheet-imx6-cubox-i_base.pdf,//media.digikey.com/Photos/SolidRun/MFG_CU0.jpg,CU02-B-000-00-ND,CU02-B-000-00,SolidRun LTD,SBC BASE CARRIER DUAL LT IMX6,0,0,"102.40000","0","1","CuBox-i Base","Last Time Buy","ARM® Cortex®-A9, i.MX6DualLite","1.2GHz","2","-","-","2"" x 2"" x 2"" (50.8mm x 50.8mm x 50.8mm)","-","-","1GB/1GB","uSD","HDMI, Multi Format","10/100 Mbps (1)","USB 2.0 (2)","-","-","-","-","-"
https://developer.solid-run.com/download/cubox-i-datasheet/?wpdmdl=3603&ind=1545909811633,-,SRMX6SOW00D512E008X00CE-ND,SRMX6SOW00D512E008X00CE,SolidRun LTD,SBC PRO CARRIER SOLO REV. 1.5,0,0,"102.40000","0","1","CuBox-i Pro","Active","ARM® Cortex®-A9, i.MX6","1GHz","1","-","-","1.97"" x 1.97"" (50mm x 50mm)","-","-","512MB/-","eMMC, eSATA, uSD","HDMI, SPDIF","10/100/1000 Mbps","USB 2.0 (2), USB Micro (1)","-","-","-","No","0°C ~ 70°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6emmc.pdf,-,PICOIMX6U10R1GBNI4GBWTE-ND,PICOIMX6U10R1GBNI4GBWTE,TechNexion,PICO SOM NXP I.MX6 DUALLITE 1GHZ,0,0,"103.75000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-base-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB01-B-000-00.jpg,SRMX6SOW00D512E008B00AH-ND,SRMX6SOW00D512E008B00AH,SolidRun LTD,SBC BASE CARRIER SOLO IMX6,0,0,"105.24800","0","60","HummingBoard Base","Active","ARM® Cortex®-A9, i.MX6Solo","1.2GHz","1","-","-","3.35"" x 2.20"" (85mm x 56mm)","-","-","2G/512MB","uSD","HDMI, MIPI, SPDIF","10/100 Mbps (1)","USB 2.0 (2)","-","26","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PUR10E04-ND,EDM1IMX6PUR10E04,TechNexion,MODULE EDM COMPACT TYPE 1,0,0,"105.60000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:microsom:docs:sr-data_sheet-imx6-microsom-i2ex.pdf,//media.digikey.com/Photos/SolidRun/MFG_USOM0.jpg,SRMX6DUW00D01GE000V15A0-ND,SRMX6DUW00D01GE000V15A0,SolidRun LTD,SOM DUAL AUTO TEMP 1GB 1GHZ,0,0,"106.39200","0","60","MicroSoM i2eX","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","1.85"" x 1.18"" (47mm x 30mm)","-","SATA, PCIe","1GB/1GB","eMMC, NOR-Flash, PCIeSSD, SD/mSD","DSI, HDMI, LVDS","10/100/1000 Mbps (1)","USB 2.0 (1), USB OTG (1)","-","75","-","-","-40°C ~ 105°C"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-base-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB01-B-000-00.jpg,SRMX6SOW00D512E008B00IH-ND,SRMX6SOW00D512E008B00IH,SolidRun LTD,SBC BASE CARRIER SOLO IMX6,0,0,"106.39200","0","60","HummingBoard Base","Active","ARM® Cortex®-A9, i.MX6Solo","1.2GHz","1","-","-","3.35"" x 2.20"" (85mm x 56mm)","-","-","2G/512MB","uSD","HDMI, MIPI, SPDIF","10/100 Mbps (1)","USB 2.0 (2)","-","26","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/picoimx6sd.pdf,-,PICOIMX6Q10R1GBSDBW-ND,PICOIMX6Q10R1GBSDBW,TechNexion,PICO SOM NXP I.MX6 QUAD 1GHZ + 1,0,0,"107.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PDR10E04-ND,EDM1IMX6PDR10E04,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 DUA,0,0,"107.73000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.technexion.org/images/datasheets/picoimx6popsd.pdf,-,PICOIMX6QPOPR10SD-ND,PICOIMX6QPOPR10SD,TechNexion,PICO SOM NXP I.MX6 QUAD POP 800M,0,0,"108.75000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:microsom:docs:sr-data_sheet-imx6-microsom-i2ex.pdf,//media.digikey.com/Photos/SolidRun/MFG_USOM0.jpg,SRMX6DUW00D01GE000V15C0-ND,SRMX6DUW00D01GE000V15C0,SolidRun LTD,SOM DUAL 1GB 1GHZ,0,0,"108.80000","0","1","MicroSoM i2eX","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","1.85"" x 1.18"" (47mm x 30mm)","-","SATA, PCIe","1GB/1GB","eMMC, NOR-Flash, PCIeSSD, SD/mSD","DSI, HDMI, LVDS","10/100/1000 Mbps (1)","USB 2.0 (1), USB OTG (1)","-","75","-","-","0°C ~ 60°C"
