Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","For Use With/Related Products","Contents"
http://www.segger.com/cms/admin/uploads/productDocs/flasher_ascii_interface_doc.pdf,//media.digikey.com/Photos/Segger%20Microcontroller%20Systems/5.05.01-FLASHER-5.jpg,899-1001-ND,5.05.01 FLASHER 5,Segger Microcontroller Systems,PROGRAMMING TOOL FOR MCU,2,0,"688.50000","0","1","-","Active","Programmer (In-Circuit/In-System)","Renesas","Board(s)"
http://www.segger.com/cms/admin/uploads/userfiles/file/FlasherSTM8/UM05006_FlasherSTM8_100401.pdf,//media.digikey.com/Photos/Segger%20Microcontroller%20Systems/5.09.01-Flasher-STM-8.jpg,899-1009-ND,5.09.01 FLASHER STM8,Segger Microcontroller Systems,PROGRAMMING TOOL FOR STM8,9,0,"741.63000","0","1","-","Active","Programmer (In-Circuit/In-System)","STM8","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Spectrum%20Digital/702597_Web.pdf,//media.digikey.com/Photos/Spectrum%20Digital%20Photos/MFG_702597.jpg,702597-ND,702597,Spectrum Digital Inc,EMULATOR JTAG TRAVELER 14P ADAPT,5,0,"936.56000","0","1","-","Active","Emulator","DSP, MCU","Board(s), Cable(s)"
http://emulators.spectrumdigital.com/files/XDS510USB_QSG.pdf,//media.digikey.com/photos/Spectrum%20Digital%20Photos/701900.JPG,701900-ND,701900,Spectrum Digital Inc,EMULATOR XDS510 USB JTAG 14PIN,11,0,"983.44000","0","1","-","Active","Emulator","DSP, MCU","Board(s), Cable(s)"
http://www.segger.com/admin/uploads/productDocs/UM08022_Flasher.pdf,//media.digikey.com/Photos/Segger%20Microcontroller%20Systems/MFG_5.17.01-FLASHER-PRO.jpg,899-1035-ND,5.17.01 FLASHER PRO,Segger Microcontroller Systems,FLASHER PRO,10,0,"1060.38000","0","1","-","Active","Programmer (In-Circuit/In-System)","ARM®, Cortex®, PowerPC, RX","Board(s), Cable(s), Power Supply"
http://www.segger.com/cms/admin/uploads/productDocs/UM08001_JLink.pdf,//media.digikey.com/Photos/Segger%20Microcontroller%20Systems/8.12.00-J-LINK-ARM-PRO.jpg,899-1007-ND,8.12.00 J-LINK PRO,Segger Microcontroller Systems,JTAG EMULATOR USB ETHERNET ARM,2,0,"1060.38000","0","1","-","Active","Emulator","ARM7®, ARM9®, ARM11®, Cortex®","Board(s)"
http://support.spectrumdigital.com/guides/JTAG_Emulator_guide/,//media.digikey.com/photos/Spectrum%20Digital%20Photos/701907.jpg,701907-ND,701907,Spectrum Digital Inc,XDS510 USB JTAG EMULATOR,11,0,"1180.31000","0","1","-","Active","Emulator","DSP, MCU","Board(s), Cable(s)"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/TPG100005-G3.jpg,TPG100004-G3-ND,TPG100004-G3,Microchip Technology,4-CHANNEL PRODUCTION GANG PROGRA,3,0,"1499.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
-,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/MFG_SD4Y-EK-XX-PB.jpg,SD4Y-EK-XX-PB-ND,SD4Y-EK-XX-PB,ams,BOARD PROGRAM FOR AS5XXX,4,0,"1701.00000","0","1","-","Active","Programmer (In-Circuit/In-System)","Manufacturer Specific Products","Board(s)"
https://www.segger.com/downloads/jlink/UM08001_JLink.pdf,//media.digikey.com/Photos/Segger%20Microcontroller%20Systems/MFG_8.18.00-J-TRACE-PRO-FOR-CORTEX-M.jpg,899-1058-ND,8.18.00 J-TRACE PRO FOR CORTEX-M,Segger Microcontroller Systems,J-TRACE PRO FOR CORTEX-M,11,0,"1857.25000","0","1","-","Active","Emulator","ARM® Cortex®-M","Board(s)"
https://www.segger.com/downloads/jlink/UM08001,//media.digikey.com/photos/Segger%20Microcontroller%20Systems/8.20.00-J-TRACE-PRO-CORTEX.jpg,899-1066-ND,8.20.00 J-TRACE PRO CORTEX,Segger Microcontroller Systems,J-TRACE PRO CORTEX,6,0,"2654.13000","0","1","-","Active","Emulator","-","Board(s), Cable(s)"
https://www.olimex.com/Products/AVR/Programmers/AVR-JTAG-USB-A/resources/AVR-USB-JTAG.pdf,//media.digikey.com/Photos/Olimex%20LTD/AVR-JTAG-USB.jpg,1188-1007-ND,AVR-JTAG-USB,Olimex LTD,OLIMEX AVR PROGRAMMMING ADAPTER,40,0,"23.58000","0","1","-","Active","Debugger, Emulator, Programmer (In-Circuit/In-System)","AVR®","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/102990038_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_102990038.jpg,1597-1320-ND,102990038,"Seeed Technology Co., Ltd",BUS PIRATE V3.6 UNIVERSAL SERIAL,34,0,"27.69000","0","1","-","Active","Programmer (In-Circuit/In-System)","-","Board(s)"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/TDGL015.jpg,TDGL015-ND,TDGL015,Microchip Technology,CHIPKIT PROGRAMMER CABLE,6,0,"29.15000","0","1","chipKIT™","Active","Debugger, Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
https://www.olimex.com/Products/PIC/Programmers/PIC-KIT3/resources/PIC-KIT3.pdf,//media.digikey.com/photos/Olimex%20LTD/PIC-KIT3.jpg,1188-1066-ND,PIC-KIT3,Olimex LTD,MICROCHIP PICKIT3COMPATIBLE PROG,27,0,"36.45000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/102990041_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_102990041.jpg,1597-1321-ND,102990041,"Seeed Technology Co., Ltd",BUS PIRATE V4,40,0,"38.25000","0","1","-","Active","Programmer (In-Circuit/In-System)","-","Board(s)"
-,//media.digikey.com/Photos/Zentri/ATG002_primary.jpg,1586-1027-ND,ATG002,Silicon Labs,PIRANHA - DEBUGGER TOOL,13,0,"41.98000","0","1","Piranha, WICED","Active","Debugger, Programmer (In-Circuit/In-System)","AMW004, AMW106","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/102990000_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_102990000.jpg,1597-1317-ND,102990000,"Seeed Technology Co., Ltd",BUS BLASTER V4,14,0,"45.90000","0","1","-","Active","Debugger","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110990445_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/110990445.jpg,1597-1476-ND,110990445,"Seeed Technology Co., Ltd",BUS BLASTER V3C FOR MIPS KIT,30,0,"48.77000","0","1","-","Active","Debugger","-","Board(s), Cable(s)"
https://download.mikroe.com/documents/programmers-debuggers/mikroprog/tiva/mikroprog-tiva-manual-v100.pdf,//media.digikey.com/Photos/MikroElektronika/MIKROE-1382.JPG,1471-1419-ND,MIKROE-1505,MikroElektronika,MIKROPROG PROGR DEBUG TIVA,11,0,"49.98000","0","1","mikroProg™","Active","Programmer (In-Circuit/In-System)","Stellaris®, Tiva™","Board(s), Cable(s)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/ToolStick-Programming-Adapter-UG.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/TOOLSTICK320PP.JPG,336-1448-ND,TOOLSTICK320PP,Silicon Labs,ADAPTER PROGRAM TOOLSTICK F320,3,0,"68.75000","0","1","ToolStick","Not For New Designs","Programmer","C8051F320","Board(s), Cable(s)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/ToolStick-Programming-Adapter-UG.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/TOOLSTICK410PP.JPG,336-1453-ND,TOOLSTICK410PP,Silicon Labs,ADAPTER PROGRAM TOOLSTICK F410,2,0,"68.75000","0","1","ToolStick","Active","Programmer","C8051F410/412","Board(s), Cable(s)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/ToolStick-Programming-Adapter-UG.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/Silicon%20Laboratories%20Inc-TOOLSTICK520PP.jpg,336-1455-ND,TOOLSTICK520PP,Silicon Labs,ADAPTER PROGRAM TOOLSTICK F520,2,0,"68.75000","0","1","ToolStick","Active","Programmer","C8051F520/521/523/524/526/527","Board(s), Cable(s)"
https://www.silabs.com/documents/public/user-guides/ToolStick-Programming-Adapter-UG.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/TOOLSTICK542PP.JPG,336-1718-ND,TOOLSTICK542PP,Silicon Labs,PLATFORM PROG TOOLSTICK F542,2,0,"68.75000","0","1","ToolStick","Active","Programmer","C8051F542","Board(s), Cable(s)"
https://assets.lairdtech.com/home/brandworld/files/Programming%20BL6xx%20and%20RM1xx%20Modules%20with%20the%20QPK-NRF5x-01.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_QPK-NRF5X-01.jpg,QPK-NRF5X-01-ND,QPK-NRF5X-01,Laird - Wireless & Thermal Systems,PROGRAMMING KIT RM1XX & BL6XX,6,0,"86.25000","0","1","-","Active","Programmer","RM186","Board(s)"
https://www.analog.com/media/en/technical-documentation/user-guides/UG-041.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/USB-EA-CONVZ.jpg,USB-EA-CONVZ-ND,USB-EA-CONVZ,Analog Devices Inc.,SUPPORT BOARD ADUC8XX,2,15,"89.49000","0","1","-","Active","Emulator","ADuC8xx","Board(s)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/ToolStick-BaseAdapter-UG.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/TOOLSTICK342MPP.JPG,336-1748-ND,TOOLSTICK342MPP,Silicon Labs,ADAPTER TOOLSTICK FOR C8051F34X,2,0,"92.24000","0","1","ToolStick","Not For New Designs","Programmer","C8051F34x","Board(s), Cable(s)"
http://www.cypress.com/file/121186/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/MFG_CY3215A-DK.jpg,428-3327-ND,CY3215A-DK,Cypress Semiconductor Corp,PSOC1 ICE-CUBE EMULATOR KIT LITE,4,0,"93.74000","0","1","PSOC® 1","Active","Emulator (In-Circuit/In-System)","PSoC 1","Board(s), Cable(s), Power Supply, Accessories"
http://www.linear.com/docs/45043,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC1508B-A.jpg,DC1508B-A-ND,DC1508B-A,Linear Technology/Analog Devices,PROGRAMMER EEPROM LTPOWERPLAY,2,28,"95.00000","0","1","-","Active","Programmer","LTC2977, LTC2978, LTC2978A","Board(s)"
http://www.ti.com/lit/pdf/scau026,//media.digikey.com/Photos/Texas%20Instr%20Photos/CDCEL9XXPROGEVM.jpg,296-30836-ND,CDCEL9XXPROGEVM,Texas Instruments,EEPROM PROG MODULE FOR CDCEL9XX,2,25,"102.80000","0","1","-","Active","Programmer","CDCE(L)9xx, CDCEx06","Board(s)"
http://www.linear.com/docs/42326,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC1709A.JPG,DC1709A-ND,DC1709A,Linear Technology/Analog Devices,PROGRAM BOARD LTC3880 LTC3880-1,2,13,"125.00000","0","1","PolyPhase®","Active","Programmer","LTC3880, LTC3880-1","Board(s)"
https://www.olimex.com/Products/MSP430/JTAG/MSP430-JTAG-ISO-MK2/resources/MSP430-JTAG-ISO-MK2.pdf,//media.digikey.com/Photos/Olimex%20LTD/MSP430-JTAG-ISO-MK2.jpg,1188-1080-ND,MSP430-JTAG-ISO-MK2,Olimex LTD,MSP430 FET JTAG DEBUGGER W/ LCD,18,0,"173.60000","0","1","-","Active","Debugger, Emulator, Programmer (In-Circuit/In-System)","MSP430","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Equinox%20Technologies/EPSILON5MK4(AVR-JTAG)_Web.pdf,//media.digikey.com/Photos/Equinox%20Tech%20Photos/MFG_EPSILON5MK4(STD).jpg,483-1025-ND,EPSILON5MK4(AVR-JTAG),Equinox Technologies,ISP PROGRAMMER AVR JTAG,4,0,"299.95000","0","1","Epsilon5","Active","Programmer (In-Circuit/In-System)","AVR®","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Equinox%20Technologies/EPSILON5MK4(ARM)_Web.pdf,//media.digikey.com/Photos/Equinox%20Tech%20Photos/MFG_EPSILON5MK4(STD).jpg,483-1024-ND,EPSILON5MK4(ARM),Equinox Technologies,ISP PROGRAMMER ARM JTAG,3,0,"299.95000","0","1","Epsilon5","Active","Programmer (In-Circuit/In-System)","ARM®","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Olimex%20LTD%20PDFs/ARM-JTAG-COOCOX_Web.pdf,//media.digikey.com/Photos/Olimex%20LTD/ARM-JTAG-COOCOX.jpg,1188-1086-ND,ARM-JTAG-COOCOX,Olimex LTD,COOCOX COLINK COMPATIBLE JTAG,20,0,"30.00000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","ARM®","Board(s)"
https://download.mikroe.com/documents/programmers-debuggers/mikroprog/avr/mikroprog-avr-manual-v100.pdf,//media.digikey.com/Photos/MikroElektronika/MIKROE-1383.jpg,1471-1086-ND,MIKROE-1383,MikroElektronika,PROGRAMMER MIKROPROG AVR,11,0,"60.18000","0","1","mikroProg™","Active","Programmer (In-Circuit/In-System)","AVR®","Board(s), Cable(s)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/ToolStick-Programming-Adapter-UG.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/TOOLSTICK340PP.JPG,336-1452-ND,TOOLSTICK340PP,Silicon Labs,ADAPTER PROGRAM TOOLSTICK F340,2,0,"68.75000","0","1","ToolStick","Not For New Designs","Programmer","C8051F340/341/344/345","Board(s), Cable(s)"
https://www.silabs.com/documents/public/user-guides/ToolStick-Programming-Adapter-UG.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/TOOLSTICK912UPP.jpg,336-1867-ND,TOOLSTICK912UPP,Silicon Labs,ADAPTER PROGRAM TOOLSTICK F91X,2,0,"68.75000","0","1","ToolStick","Active","Programmer","C8051F91x/0x QSOP","Board(s), Cable(s)"
https://www.silabs.com/documents/public/user-guides/ToolStick-Programming-Adapter-UG.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/TOOLSTICK717MPP.jpg,336-1967-ND,TOOLSTICK717MPP,Silicon Labs,PLATFORM PROG TOOLSTCK F717,2,0,"68.75000","0","1","ToolStick","Not For New Designs","Programmer","C8051F717","Board(s)"
http://www.linear.com/docs/45043,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC1508B-B.jpg,DC1508B-B-ND,DC1508B-B,Linear Technology/Analog Devices,PROGRAMMER EEPROM LTPOWERPLAY,2,30,"95.00000","0","1","-","Active","Programmer","LTC2974, LTC2975","Board(s)"
https://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_VA800A_PROG.pdf,//media.digikey.com/Photos/FTDI%20(Future%20Tech%20Devices)/VA800A-PROG.jpg,768-1247-ND,VA800A-PROG,Bridgetek Pte Ltd.,MODULE PROGRAM FOR VA800A,4,0,"99.00000","0","1","-","Active","Programmer (In-Circuit/In-System)","VM800P Modules","Board(s)"
-,//media.digikey.com/Photos/Silicon%20Labs%20Photos/TOOLSTICK961MPP.jpg,336-2390-ND,TOOLSTICK961MPP,Silicon Labs,ADAPTER PROG TOOLSTICK F961,2,0,"126.35000","0","1","ToolStick","Active","Programmer","C8051F961","Board(s)"
-,//media.digikey.com/Photos/Silicon%20Labs%20Photos/TOOLSTICK960MPP.jpg,336-2389-ND,TOOLSTICK960MPP,Silicon Labs,ADAPTER PROG TOOLSTICK F960,2,0,"126.35000","0","1","ToolStick","Active","Programmer","C8051F960","Board(s)"
http://www.ti.com/lit/pdf/scau026,//media.digikey.com/photos/Texas%20Instr%20Photos/CDCE906-706PROGEVM.JPG,296-30829-ND,CDCE906-706PROGEVM,Texas Instruments,EVAL MOD PROGRAMABLE CDCE906/706,2,8,"154.72000","0","1","-","Active","Programmer","CDCE906, CDCE706","Board(s)"
http://www.linear.com/docs/52639,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC2277.jpg,DC2277A-ND,DC2277A,Linear Technology/Analog Devices,PROGRAMMING BOARD LTC3886 QFN,2,8,"200.00000","0","1","-","Active","Programmer","LTC3886","Board(s) - Power Supply Not Included -"
https://www.andapt.com/docs/AnDAPT_AmPLink_USB.pdf,//media.digikey.com/Photos/AnDAPT/MFG_AmPLink.jpg,AMPLINK-ND,AMPLINK,"AnDAPT, Inc.",USB PROGRAMMING ADAPTER,20,0,"225.00000","0","1","-","Active","Programmer (In-Circuit/In-System)","AmP","Board(s)"
http://www.segger.com/cms/admin/uploads/productDocs/flasher_ascii_interface_doc.pdf,//media.digikey.com/Photos/Segger%20Microcontroller%20Systems/5.04%2001%20FLASHER%20ST7.jpg,899-1000-ND,5.04.01 FLASHER ST7,Segger Microcontroller Systems,PROGRAMMING TOOL FOR ST7 MCU,2,0,"847.88000","0","1","-","Active","Programmer (In-Circuit/In-System)","ST7 MCUs","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/TFPGA-001_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_TFPGA-001.jpg,1778-1261-ND,TFPGA-001,Pimoroni Ltd,TINYFPGA PROGRAMMER,41,0,"10.83000","0","1","-","Active","Programmer","FPGA","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Particle%20PDFs/Programmer_Shield_Web.pdf,"//media.digikey.com/Photos/Particle%20Industries,%20Inc/MFG_PROGSHIELD.jpg",1878-1008-ND,PROGSHIELD,"Particle Industries, Inc.",PROGRAMMER SHIELD,23,0,"30.24000","0","1","-","Active","Programmer","Photon","Board(s)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en608477,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MFG_AC320202.png,AC320202-ND,AC320202,Microchip Technology,EDGB ISOLATED DEBUGGER FOR MCHV-,6,0,"47.00000","0","1","-","Active","Debugger","MCHV","Board(s)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/ToolStick-Programming-Adapter-UG.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/TOOLSTICK411PP.JPG,336-1454-ND,TOOLSTICK411PP,Silicon Labs,ADAPTER PROGRAM TOOLSTICK F411,10,0,"68.75000","0","1","ToolStick","Active","Programmer","C8051F411/413","Board(s), Cable(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_UMFT4222PROG-IC.pdf,-,768-1359-ND,UMFT4222PROG-IC-B,"FTDI, Future Technology Devices International Ltd",MODULE PROGR BRIDGE DEV FT4222H,3,0,"99.00000","0","1","-","Active","Programmer","FT4222H","Board(s)"
https://global.epson.com/products_and_drivers/semicon/pdf/id002781.pdf,//media.digikey.com/Photos/Epson%20Elect%20America%20Inc-Semiconductor/MFG_S5U1C17001H3100.jpg,S5U1C17001H3100-ND,S5U1C17001H3100,Epson Electronics America Inc-Semiconductor Div,S5U1C17001H3100 ICDMINI VER3.0,1,0,"150.00000","0","1","-","Active","Emulator","S1C17","Board(s)"
http://www.ti.com/lit/pdf/slvubh5,-,296-53094-ND,BOOSTXL-TPS65218,Texas Instruments,DEVELOPMENT POWER MANAGEMENT,10,66,"154.72000","0","1","-","Active","Programmer","TPS65218","Board(s)"
http://www.ti.com/lit/pdf/swcu190,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_BOOSTXL-TPS650861.jpg,296-50745-ND,BOOSTXL-TPS650861,Texas Instruments,DEVELOPMENT POWER MANAGEMENT,2,207,"154.72000","0","1","-","Active","Programmer","TPS650861","Board(s)"
-,-,EASE1000V2-ND,EASE1000 V2,Rohm Semiconductor,ON-CHIP EMULATOR AND DEVELOPMENT,2,0,"204.48000","0","1","Lapis","Active","Debugger, Emulator, Programmer (In-Circuit/In-System)","Lapis","Board(s)"
-,//media.digikey.com/photos/Sick%20Photos/PGT-10-PRO.jpg,1882-1662-ND,PGT-10-PRO,"SICK, Inc.",ENCODER PROGRAMMER,7,0,"330.48000","0","1","-","Active","Programmer","Encoders","Board(s), Accessories"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/TPG100002.jpg,TPG100001-G3-ND,TPG100001-G3,Microchip Technology,ICSP PRODUCTION PROGRAMMER,4,0,"449.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/TPG100002.jpg,TPG100012-G3-ND,TPG100012-G3,Microchip Technology,DPX ICSP PRODUCTION PROGRAMMER,3,0,"749.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/TPG100005-G3.jpg,TPG100005-G3-ND,TPG100005-G3,Microchip Technology,4-CHANNEL PRODUCTION GANG PROGRA,2,0,"849.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
https://phyton.com/attachments/docs/CPI2-B1.pdf,-,CPI2-B1-ACM-ND,CPI2-B1-ACM,Phyton Inc.,ISP BASIC+ARM CORTEX-M,6,0,"1095.01000","0","1","ChipProg-ISP2","Active","Programmer (In-Circuit/In-System)","EEPROM, FLASH, MCU, PLD","Board(s)"
https://phyton.com/attachments/docs/CPI2-B1.pdf,-,CPI2-B1-REU-ND,CPI2-B1-REU,Phyton Inc.,ISP BASIC+RENESAS DEVICES,3,0,"1095.01000","0","1","ChipProg-ISP2","Active","Programmer (In-Circuit/In-System)","EEPROM, FLASH, MCU, PLD","Board(s)"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/TPG100005-G3.jpg,TPG100013-G3-ND,TPG100013-G3,Microchip Technology,4-CHANNEL GANG PROGRAMMER,2,0,"1599.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/TPG100005-G3.jpg,TPG100006-G3-ND,TPG100006-G3,Microchip Technology,DS ICSP SECURE PRODUCTION GANG P,2,0,"1649.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/TPG10001x-G3.jpg,TPG100015-G3-ND,TPG100015-G3,Microchip Technology,8-CHANNEL GANG PROGRAMMER,2,0,"3669.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
-,-,DSTRMPT-KT-0197A-ND,DSTRMPT-KT-0197A,ARM,DEBUG & TRACE UNIT,19,0,"4500.02000","0","1","DSTREAM™","Active","Debugger","ARM®","Board(s)"
-,-,TPG100014-G3-ND,TPG100014-G3,Microchip Technology,12-CHANNEL GANG PROGRAMMER,2,0,"5499.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/NanoEase%20User%20Manual.pdf,//media.digikey.com/Photos/Rohm%20Photos/NANO-EASE.jpg,NANO-EASE-ND,NANO-EASE,Rohm Semiconductor,DEBUG AND FLASH PROGRAMMING,13,0,"49.00000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","ML610Q","Board(s)"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC244049.JPG,AC244049-ND,AC244049,Microchip Technology,HEADER ICD MPLAB PIC12F752,7,0,"50.00000","0","1","-","Last Time Buy","Debugger","PIC12F752","Board(s)"
http://www.cypress.com/file/247331/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/MFG_MB2146-07-E.jpg,428-3770-ND,MB2146-07-E,Cypress Semiconductor Corp,EMULATOR MAIN UNIT FOR 8FX MICRO,8,0,"55.00000","0","1","-","Active","Emulator","8FX","Board(s), Cable(s)"
https://www.idt.com/document/man/versaclock-5-programmer-board-user-guide,"//media.digikey.com/Photos/IDT,%20Integrated%20Device%20Technology/EVKVC5-5901PROG.jpg",800-2776-ND,EVKVC5-5901PROG,"IDT, Integrated Device Technology Inc",EVAL VERSACLOCK 5 PROGRAM CLK,13,0,"61.25000","0","1","VersaClock® 5","Active","Programmer","IDT5P49V5901","Board(s)"
http://www.linear.com/docs/47635,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2293A-A.JPG,DC2293A-A-ND,DC2293A-A,Linear Technology/Analog Devices,PROGRAMMING BOARD LTC2933 SSOP,5,12,"95.00000","0","1","-","Active","Programmer","LTC2933","Board(s)"
http://www.linear.com/docs/47635,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2293A-B-%28TOP%29.jpg,DC2293A-B-ND,DC2293A-B,Linear Technology/Analog Devices,PROGRAMMING BOARD LTC2933 DFN,5,14,"95.00000","0","1","-","Active","Programmer","LTC2933","Board(s)"
https://www.analog.com/media/en/dsp-documentation/evaluation-kit-manuals/DC2298AF.PDF,-,DC2298A-ND,DC2298A,Linear Technology/Analog Devices,NO-OPTO ISOLATED FLYBACK CONVERT,3,22,"95.00000","0","1","-","Active","Programmer","LTC3884","Board(s)"
http://www.linear.com/docs/47638,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2450A-A.JPG,DC2450A-A-ND,DC2450A-A,Linear Technology/Analog Devices,PROGRAMMING BOARD LTC2936 QFN,2,14,"95.00000","0","1","-","Active","Programmer","LTC2936","Board(s)"
http://www.linear.com/docs/47638,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2450A-B.JPG,DC2450A-B-ND,DC2450A-B,Linear Technology/Analog Devices,PROGRAMMING BOARD LTC2936 SSOP,2,13,"95.00000","0","1","-","Active","Programmer","LTC2936","Board(s)"
https://www.nxp.com/docs/en/user-guide/KTPFPGHWUG.pdf,//media.digikey.com/Photos/Freescale%20Photos/KITPFPGMEVME.jpg,568-14727-ND,KITPFPGMEVME,NXP USA Inc.,KIT BOARD PROGRAMMER PFUZE,9,0,"105.09000","0","1","-","Active","Programmer","MMPF0100","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/slau358,//media.digikey.com/photos/Texas%20Instr%20Photos/MSP-GANG.JPG,296-29947-ND,MSP-GANG,Texas Instruments,TOOL IN-SYSTEM GANG PROGRAMMER,19,758,"258.56000","0","1","MSP430","Active","Programmer (In-Circuit/In-System, Gang)","MSP430","Board(s), Cable(s)"
https://ams.com/documents/20143/36005/AS5x61_62_UG000148_1-00.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/AS5X6X-EK-ST.jpg,AS5X6X-EK-ST-ND,AS5X6X-EK-ST,ams,KIT EVAL FOR AS5X6X,3,0,"415.80000","0","1","-","Active","Programmer","AS5x6x","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/SofTec%20Microsystems%20Srl%20PDFs/INDART-HCS12.pdf,//media.digikey.com/photos/SofTec%20Photos/INDART-ST72C_Series.jpg,520-1011-ND,INDART-HCS12/C32,SofTec Microsystems SRL,KIT DESIGN USB FOR HCS12,3,0,"419.16000","0","1","inDART","Discontinued at Digi-Key","Debugger, Programmer (In-Circuit/In-System)","Freescale MC9S12C32 (USB)","Board(s)"
-,//media.digikey.com/photos/RF%20Solutions%20Photos/ICEPIC.jpg,ICEPIC-ND,ICEPIC,RF Solutions,EMULATOR ICEPIC,2,0,"482.04000","0","1","ICEPIC","Obsolete","Programmer","PIC Micro® MCU","Board(s), Cable(s), Power Supply"
