Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Function","Embedded","Utilized IC / Part","Primary Attributes","Supplied Contents"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-pdm-microphone-breakout.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3492.jpg,1528-2521-ND,3492,Adafruit Industries LLC,PDM MEMS MICROPHONE BREAKOUT,331,0,"4.95000","0","1","-","Active","Audio","MEMS Omnidirectional Microphones","-","MP34DT01-M","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3295_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3295.jpg,1528-1787-ND,3295,Adafruit Industries LLC,PCF8523 REAL TIME CLOCK BOARD,276,0,"4.95000","0","1","-","Active","Timing","Real Time Clock (RTC)","-","PCF8523","-","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-tb6612-h-bridge-dc-stepper-motor-driver-breakout.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2448.jpg,1528-1212-ND,2448,Adafruit Industries LLC,BREAKOUT TB6612 1.2A MOTOR DVR,243,0,"4.95000","0","1","-","Active","Power Management","Motor Controller/Driver","-","TB6612FNG","-","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-1-wire-gpio-breakout-ds2413.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1551.jpg,1528-1023-ND,1551,Adafruit Industries LLC,EVAL BOARD DS2413 1-WIRE,236,0,"4.95000","0","1","-","Active","Interface","Analog Switch","-","DS2413","2-Channel (Dual)","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3435_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3435.jpg,1528-1917-ND,3435,Adafruit Industries LLC,TPL5110 LOW POWER TIMER BOARD,228,0,"4.95000","0","1","-","Active","Timing","Timer","-","TPL5110","Watchdog Timer","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2716_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2716.jpg,1528-1362-ND,2716,Adafruit Industries LLC,BREAKOUT BD SIL MEMS MIC SPW2430,161,0,"4.95000","0","1","-","Active","Audio","MEMS Omnidirectional Microphones","-","SPW2430","Analog Output","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3309_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3309.jpg,1528-1800-ND,3309,Adafruit Industries LLC,CP2104 FRIEND USB TO SERIAL BRD,355,0,"5.95000","0","1","-","Active","Interface","USB 2.0 to UART","-","CP2104","Full Speed (12Mbps)","Board(s)"
https://cdn-shop.adafruit.com/datasheets/1897_datasheet.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1897.jpg,1528-1036-ND,1897,Adafruit Industries LLC,EVAL BOARD FOR MB85RS64V,201,0,"5.95000","0","1","-","Active","Memory","FRAM","-","MB85RS64V","64K (8K x 8)","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3296_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3296.jpg,1528-1788-ND,3296,Adafruit Industries LLC,DS1307 REAL TIME CLOCK BOARD,176,0,"7.50000","0","1","-","Active","Timing","Real Time Clock (RTC)","-","DS1307","-","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-drv2605-haptic-controller-breakout.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2305.jpg,1528-1346-ND,2305,Adafruit Industries LLC,BOARD HAPTIC MOTOR CTLR DRV2605L,213,0,"7.95000","0","1","-","Active","Power Management","Motor Controller/Driver, Haptic/Vibration","-","DRV2605L","-","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-si5351-clock-generator-breakout.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2045.jpg,1528-1206-ND,2045,Adafruit Industries LLC,BOARD CLK GEN SI5351A 8KHZ-160MH,141,0,"7.95000","0","1","-","Active","Timing","Clock Generator","-","Si5351","-","Board(s)"
-,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-222.JPG,1471-1148-ND,MIKROE-222,MikroElektronika,BOARD MAX232,121,0,"8.06000","0","1","-","Active","Interface","Transceiver, RS-232","No","MAX232","-","Board(s)"
http://ww1.microchip.com/downloads/en/DeviceDoc/41606B.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1580.jpg,1528-1061-ND,1580,Adafruit Industries LLC,RESIST TCH SCRN TO USB MOUSE CON,178,0,"9.95000","0","1","mTouch™","Active","Interface","Touch Screen Controller","-","AR1100","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1164_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1164.jpg,1528-1807-ND,1164,Adafruit Industries LLC,INA169 CURRENT SENSOR BREAKOUT,165,0,"9.95000","0","1","-","Active","Power Management","Current Monitor","No","INA169","Current Shunt Monitor","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/259_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_259.jpg,1528-1996-ND,259,Adafruit Industries LLC,USB LIION/LIPOLY CHARGER - V1.2,184,0,"12.50000","0","1","-","Active","Power Management","Battery Charger","-","MCP73833","USB Powered or External Supply","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3648_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3648.jpg,1528-2432-ND,3648,Adafruit Industries LLC,TEMPERATURE SENSOR AMPLIFIER,139,0,"14.95000","0","1","-","Active","Interface","Resistance-to-Digital Converter","-","MAX31865","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/255_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_255.jpg,1528-1995-ND,255,Adafruit Industries LLC,CHRONODOT - ULTRA-PRECISE RTC,127,0,"17.50000","0","1","-","Active","Timing","Real Time Clock (RTC)","-","DS3231","-","Board(s)"
https://learn.adafruit.com/downloads/pdf/usb-dc-and-solar-lipoly-charger.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_390.jpg,1528-1400-ND,390,Adafruit Industries LLC,USB/DC/SOLAR LITH-ION/POLY CHRGR,121,0,"17.50000","0","1","-","Active","Power Management","Battery Charger Solar Powered","-","MCP73871","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2133_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2133.jpg,1528-1490-ND,2133,Adafruit Industries LLC,FX SOUND BOARD WAV/OGG,122,0,"19.95000","0","1","-","Active","Audio","Audio Processing","-","-","WAV File Playback","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1590_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1590.jpg,1528-1861-ND,1590,Adafruit Industries LLC,RA8875 DRIVER BOARD FOR 40P TFT,319,0,"34.95000","0","1","-","Active","Display","LCD Controller","-","RA8875","-","Board(s)"
http://www.nkkswitches.com/pdf/OLED-Rocker-Switch.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/IS18WWC1W-K.jpg,360-2419-ND,IS18WWC1W-K,NKK Switches,DESIGN KIT FOR OLED ROCKER,27,0,"75.63000","0","1","SmartSwitch®","Active","Electromechanical","Switches with Programmable Display","-","SmartSwitch™OLED Rocker Switch","OLED Rocker Switch","Board(s), Cable(s), Accessories"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9005C_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9005C.JPG,917-1101-ND,EPC9005C,EPC,BOARD DEV FOR EPC2014C,30,0,"90.00000","0","1","eGaN®","Active","Power Management","Half H-Bridge Driver (External FET)","No","EPC2014C","-","Board(s)"
https://www.allegromicro.com/~/media/Files/Datasheets/A4985-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG_APEK4985SLP-01-T.JPG,620-1374-ND,APEK4985SLP-01-T-DK,"Allegro MicroSystems, LLC",BOARD EVAL FOR A4985SLP,45,0,"125.00000","0","1","-","Active","Power Management","Motor Controller/Driver, Stepper","No","A4985","-","Board(s)"
http://www.pwrx.com/pwrx/docs/bg2a_univ_gate.pdf,//media.digikey.com/Photos/Powerex%20Inc%20Photos/BG2A-NFH.JPG,835-1165-ND,BG2A-NFH,Powerex Inc.,KIT DEV BOARD FOR IGBT,48,0,"189.30000","0","1","-","Active","Power Management","IGBT Power Module Driver","No","Powerex IGBT Modules","-","Board(s)"
-,//media.digikey.com/Photos/Cirrus%20Logic%20Photos/CDB47L90-M-1.jpg,598-2422-ND,CDB47L90-M-1,Cirrus Logic Inc.,MOON DAUGHTER BOARD,76,0,"262.50000","0","1","-","Active","Audio","Audio Processing","-","CS47L90","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/781_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_781.jpg,1528-1864-ND,781,Adafruit Industries LLC,USB + SERIAL LCD BACKPACK BOARD,108,0,"12.95000","0","1","-","Active","Display","LCD Controller","-","AT90USB162","-","Board(s), Cable(s)"
http://epc-co.com/epc/documents/guides/EPC9049_qsg.pdf,//media.digikey.com/photos/EPC/EPC9050.JPG,917-1103-ND,EPC9050,EPC,BOARD DEV EPC2036 100V EGAN FET,39,0,"90.00000","0","1","eGaN®","Active","Power Management","Half H-Bridge Driver (External FET)","No","EPC2036","100V, 2.5A Max Output GaNFET Capability","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9055_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9055.JPG,917-1111-ND,EPC9055,EPC,BOARD DEV FOR EPC2106,44,0,"118.75000","0","1","eGaN®","Active","Power Management","Half H-Bridge Driver (External FET)","No","EPC2106","100V, 3A Max Output GaNFET Capability","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9051_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9051.jpg,917-1104-ND,EPC9051,EPC,DEV BOARD FOR EPC2037,41,0,"143.75000","0","1","eGaN®","Active","Power Management","*","No","EPC2037","100V, 1A Max Output GaNFET Capability","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9054_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9054.jpg,917-1117-ND,EPC9054,EPC,BOARD DEV EPC2010C EGAN FET,26,0,"143.75000","0","1","eGaN®","Active","Power Management","*","-","EPC2010C","-","Board(s)"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9509_qsg.pdf,//media.digikey.com/Photos/EPC/MFG_EPC9509.jpg,917-1097-ND,EPC9509,EPC,EVAL BOARD AMP GAN CLASS D ZVS,45,0,"378.00000","0","1","eGaN®","Active","Power Management","Wireless Power Supply/Charging","No","EPC2036, EPC2108","-","Board(s)"
https://www.kitronik.co.uk/pdf/Motor_driver_guide_v1_1.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_5108.jpg,1927-1061-ND,5108,Kitronik Ltd.,KITRONIK MOTOR / STEPPER MOTOR D,129,0,"5.88000","0","1","-","Active","Power Management","Motor Controller/Driver","-","DRV8833","Dual Full-Bridge (H-Bridge) Driver","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-14554_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-14554.jpg,1568-1855-ND,DEV-14554,SparkFun Electronics,PAPA SOUNDIE AUDIO PLAYER,107,0,"26.95000","0","1","-","Active","Audio","Audio Processing","-","ATmega328P, VS1000D","OGG, WAV File Playback","Board(s)"
https://datasheets.maximintegrated.com/en/ds/DS28E38EVKIT.pdf,//media.digikey.com/Photos/Maxim%20Photos/DS28E38EVKIT%23.jpg,DS28E38EVKIT#-ND,DS28E38EVKIT#,Maxim Integrated,EVKIT AUTHEN CHIPDNA PUF DS28E38,32,13,"71.50000","0","1","DeepCover®","Active","Interface","Anti Tamper and Security","-","DS28E38","-","Board(s), Cable(s), Accessories"
http://epc-co.com/epc/documents/guides/EPC9085_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9085.jpg,917-1190-ND,EPC9085,EPC,EVAL BOARD FOR EPC2049,37,0,"118.75000","0","1","eGaN®","Active","Power Management","Half H-Bridge Driver (External FET)","-","EPC2049","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Efficient%20Power%20Conversion%20PDFs/EPC9058_Quick_Start_Guide.pdf,//media.digikey.com/Photos/EPC/EPC9058.JPG,917-1170-ND,EPC9058,EPC,BOARD DEV FOR EPC2110 120V EGAN,36,0,"118.75000","0","1","eGaN®","Active","Power Management","Wireless Power Supply/Charging","No","EPC2110","-","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9092_qsg.pdf,//media.digikey.com/Photos/EPC/MFG_EPC9092.jpg,917-1203-ND,EPC9092,EPC,BOARD DEV FOR EPC2052 100V EGAN,35,0,"118.75000","0","1","eGaN®","Active","Power Management","-","-","EPC2052","-","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9093_qsg.pdf,//media.digikey.com/photos/EPC/EPC9093.JPG,917-1205-ND,EPC9093,EPC,BOARD DEV FOR EPC2053 100V EGAN,35,0,"118.75000","0","1","eGaN®","Active","Power Management","-","-","EPC2053","-","Board(s)"
-,//media.digikey.com/Photos/EPC/EPC9091.jpg,917-1198-ND,EPC9091,EPC,BOARD DEV EPC2051 100V EGAN FET,29,0,"118.75000","0","1","eGaN®","Active","Power Management","-","-","EPC2051","-","Board(s)"
http://www.ak-nord.de/en/daten/brochure_evakit_sxl.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_EVA-KIT-XT--SXL.JPG,1851-1020-ND,EVA-KIT-XT-SXL,AK-Nord GmbH,EVAL BOARD FOR XT MODULES,44,0,"168.00000","0","1","-","Active","Interface","Ethernet","-","XT-FEMTO-SXL","-","Board(s)"
https://www.silabs.com/documents/public/user-guides/si5332-8ex-evb-ug.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_SI5332-8EX-EVB.jpg,336-4094-ND,SI5332-8EX-EVB,Silicon Labs,8-OUTPUT SI5332 EVAL KIT,31,0,"192.50000","0","1","MultiSynth™","Active","Timing","Clock Generator","-","Si5332","8-Channel (Octal)","Board(s)"
https://datasheets.maximintegrated.com/en/ds/DS28E01PMOD.pdf,//media.digikey.com/photos/Maxim%20Photos/DS28E01PMOD+.JPG,DS28E01PMOD+-ND,DS28E01PMOD+,Maxim Integrated,EVAL KIT DS28E01-100,328,0,"9.51000","0","1","-","Obsolete","Memory","EEPROM","-","DS28E01P-100","Secure Serial EEPROM","Board(s)"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-ina260-current-voltage-power-sensor-breakout.pdf,-,1528-2955-ND,4226,Adafruit Industries LLC,INA260 VOLT CURRENT POWER SENSOR,132,0,"9.95000","0","1","-","Active","Power Management","Current Monitor","-","INA260","Current Shunt Monitor","Board(s)"
https://www.cypress.com/file/123286/download,-,2015-CYUSBS232-ND,CYUSBS232,Cypress Semiconductor Corp,DEV BOARD FOR CY7C65213,319,0,"22.60000","0","1","-","Active","Interface","USB to UART (RS232) Bridge","-","CY7C65213","-","Board(s), Cable(s)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en585105,//media.digikey.com/Photos/Micrel%20Photos/KSZ9031RNX-EVAL.JPG,576-4042-ND,KSZ9031RNX-EVAL,Microchip Technology,EVAL BOARD KSZ9031RNX,72,0,"147.31000","0","1","-","Discontinued at Digi-Key","Interface","Ethernet Controller (PHY and MAC)","No","KSZ9031RNX","-","Board(s)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en585104,//media.digikey.com/Photos/Micrel%20Photos/KSZ9031MNX-EVAL.JPG,576-4039-ND,KSZ9031MNX-EVAL,Microchip Technology,EVAL BOARD KSZ9031MNX,84,0,"186.37000","0","1","-","Active","Interface","Ethernet Controller (PHY and MAC)","No","KSZ9031MNX","-","Board(s)"
https://www.cree.com/led-components/media/documents/LEDmodules_LMR4.pdf,//media.digikey.com/Photos/Cree%20Photos/MFG_LMR040-0700-27F9-1KIT.jpg,LMR040-0700-27F9-1KIT-ND,LMR040-0700-27F9-1KIT,Cree Inc.,"KIT DEV LMR040-0700, 120V",83,0,"202.00000","0","1","LMR4, TrueWhite®","Last Time Buy","Opto/Lighting","LED Light Engine, White","-","LMR4","-","Board(s)"
https://www.cree.com/led-components/media/documents/LEDmodules_LMR4.pdf,//media.digikey.com/Photos/Cree%20Photos/LMR040-0700-27F9-2KIT.jpg,LMR040-0700-27F9-2KIT-ND,LMR040-0700-27F9-2KIT,Cree Inc.,"KIT DEV LMR040-0700, 230V",46,0,"202.00000","0","1","LMR4, TrueWhite®","Last Time Buy","Opto/Lighting","LED Light Engine, White","-","LMR4","-","Board(s)"
https://www.cree.com/led-components/media/documents/LEDModules_LMR4_EZW.pdf,//media.digikey.com/Photos/Cree%20Photos/LMR040-0700-CCF9-1KIT4X.jpg,LMR040-0700-CCF9-1KIT4X-ND,LMR040-0700-CCF9-1KIT4X,Cree Inc.,"KIT DEV LMR040-0700, 120V",37,0,"387.84000","0","1","LMR4, TrueWhite®, EasyWhite™","Last Time Buy","Opto/Lighting","LED Light Engine, White","-","LMR4","-","Board(s)"
https://www.usound.com/wp-content/uploads/2019/01/UAM-P-10L1010R10-Danube-Audio-Module-Datasheet.pdf,//media.digikey.com/Photos/USound-GmbH/MFG_UAM-P-20.jpg,2000-1010-ND,UAM-P 2010,USound GmbH,SET INCLUDES 2 AUDIO MODULES,98,0,"421.44000","0","1","-","Not For New Designs","Audio","Audio Processing","-","LM48580, TPA2011D1, WM8533ECSN","-","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9113_qsg.pdf,//media.digikey.com/Photos/EPC/EPC911x.jpg,917-1071-ND,EPC9113,EPC,EVAL BOARD 65V CLASS D WIRELESS,34,0,"895.00000","0","1","eGaN®","Active","Power Management","Wireless Power Supply/Charging","No","-","-","Board(s)"
https://github.com/sparkfun/USB_RS-485_Converter/tree/V_1.1,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOB-09822.jpg,1568-1529-ND,BOB-09822,SparkFun Electronics,SPARKFUN USB TO RS-485 CONVERTER,67,0,"19.95000","0","1","-","Active","Interface","USB 2.0 to UART (RS485) Bridge","-","FT232R","-","Board(s)"
https://www.trinamic.com/fileadmin/assets/Products/Eval_Documents/TMC5160-BOB_datasheet_Rev1.0.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_TMC5160-BOB.jpg,1460-1250-ND,TMC5160-BOB,Trinamic Motion Control GmbH,BREAKOUTBOARD WITH TMC5160,42,0,"21.40000","0","1","-","Active","Power Management","Motor Controller/Driver, Stepper","-","TMC5160","Motors (Stepper)","Board(s)"
http://www.ti.com/lit/pdf/slau601,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_BOOSTXL-K350QVG-S1.jpg,296-42141-ND,BOOSTXL-K350QVG-S1,Texas Instruments,BOOSTER PACK K350QVG,95,0,"25.95000","0","1","-","Active","Display","LCD Touch Screen","-","K350QVG-V2-F","3.5"" 320x240 QVGA","Board(s)"
http://www.dlpdesign.com/usb/dlp2232ml-v21-ds.pdf,//media.digikey.com/photos/DLP%20Design%20Inc/DLP-2232ML-G.JPG,813-1001-ND,DLP-2232ML-G,DLP Design Inc.,MODULE USB ADAPTR FOR FT2232D LP,46,0,"29.95000","0","1","-","Active","Interface","USB 2.0 to UART (RS232) Bridge","No","FT2232D","Full Speed USB to High-Speed UART","Board(s)"
http://www.st.com/content/ccc/resource/technical/document/data_brief/15/fe/6a/d3/4b/4a/4c/03/DM00225751.pdf/files/DM00225751.pdf/jcr:content/translations/en.DM00225751.pdf,//media.digikey.com/Photos/STMicro%20Photos/P-NUCLEO-IHM001.JPG,497-15963-ND,P-NUCLEO-IHM001,STMicroelectronics,EVAL BOARD STM32 NUCLEOPACK,17,0,"35.00000","0","1","-","Active","Power Management","Motor Controller/Driver","Yes, MCU, 32-Bit","L6230, STM32F302, mbed-Enabled Development","Motors (BLDC, PMSM)","Board(s), Accessories"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/Eval_ADALM1000_Documentation_Active_Learning_Module.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/ADALM1000.jpg,ADALM1000-ND,ADALM1000,Analog Devices Inc.,EVAL MODULE ACTIVE LEARNING,6,3978,"37.88000","0","1","-","Active","Test and Measurement","*","-","-","2-Channel (Dual)","Board(s), Cable(s)"
https://github.com/sparkfun/IOIO-OTG/tree/V_2.2b,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-13613.jpg,1568-1369-ND,DEV-13613,SparkFun Electronics,DEV BOARD IOIO-OTG W/ USB CABLE,52,0,"40.95000","0","1","-","Active","Interface","USB 2.0 Host/Controller","Yes, MCU, 16-Bit","PIC24FJ256GB206","-","Board(s), Cable(s)"
http://www.st.com/content/ccc/resource/technical/document/user_manual/group0/06/a3/c1/ae/7d/27/4c/e0/DM00384353/files/DM00384353.pdf/jcr:content/translations/en.DM00384353.pdf,//media.digikey.com/Photos/STMicro%20Photos/STEVAL-ESC001V1.JPG,497-17251-ND,STEVAL-ESC001V1,STMicroelectronics,MOTOR CONTROL SOLUTION EVAL BOAR,23,0,"43.75000","0","1","-","Active","Power Management","Motor Controller/Driver","-","STM32F303, L6398, STL160NS3LLH7","-","Board(s)"
http://www.st.com/content/ccc/resource/technical/document/user_manual/group0/a8/b5/5b/fd/00/77/42/cc/DM00428288/files/DM00428288.pdf/jcr:content/translations/en.DM00428288.pdf,//media.digikey.com/photos/STMicro%20Photos/STEVAL-SPIN3202.JPG,497-17651-ND,STEVAL-SPIN3202,STMicroelectronics,EVAL BOARD STSPIN32F0A/STD140N6F,54,0,"51.25000","0","1","-","Active","Power Management","Motor Controller/Driver","Yes, MCU, 32-Bit","STSPIN32F0A","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/WAV_Trigger_HookupGuide_V11_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_WIG-13660.jpg,1568-1115-ND,WIG-13660,SparkFun Electronics,WAV TRIGGER,42,0,"51.95000","0","1","-","Active","Audio","Audio Processing","Yes, MCU, 32-Bit","STM32F405","WAV File Playback","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/OBD-II_GetStartedGuide.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/WIG-09555.JPG,1568-1277-ND,WIG-09555,SparkFun Electronics,SPARKFUN OBD-II UART,25,0,"52.95000","0","1","-","Active","Interface","OBD-II","-","ELM327, MCP2551, STN1110","-","Board(s)"
http://www.st.com/content/ccc/resource/technical/document/data_brief/group1/0d/ee/3d/02/f4/31/4c/d5/DM00493781/files/DM00493781.pdf/jcr:content/translations/en.DM00493781.pdf,//media.digikey.com/Photos/STMicro%20Photos/MFG_STEVAL-ISC005V1.jpg,497-18045-ND,STEVAL-ISC005V1,STMicroelectronics,STEVAL-ISC005V1,24,0,"66.25000","0","1","-","Active","Power Management","USB PD Controller (Power Delivery)","No","STUSB4500","-","Board(s)"
http://www.linear.com/docs/43987,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC1789A.jpg,DC1789A-ND,DC1789A,Linear Technology/Analog Devices,DEMO BOARD ISO USB TX W/PWR,22,192,"75.00000","0","1","µModule®","Active","Interface","Digital Isolator","No","LTM2884","-","Board(s)"
http://www.linear.com/docs/42881,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC1765A-B.jpg,DC1765A-B-ND,DC1765A-B,Linear Technology/Analog Devices,BOARD DEMO LTC6957-2,14,0,"75.00000","0","1","-","Active","Timing","Clock Buffer","-","LTC6957-2","-","Board(s)"
http://www.ti.com/lit/pdf/slau659,//media.digikey.com/Photos/Texas%20Instr%20Photos/BOOSTXL-PGA460.jpg,296-47180-ND,BOOSTXL-PGA460,Texas Instruments,BOOSTXL-PGA460,23,416,"77.88000","0","1","-","Active","Interface","Sensor Signal Conditioner","-","PGA460-Q1","-","Board(s)"
http://www.ti.com/lit/pdf/slvuav3,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS26600-02EVM.JPG,296-45305-ND,TPS26600-02EVM,Texas Instruments,EVAL BOARD FOR TPS2660,15,508,"77.88000","0","1","-","Active","Circuit Protection","Electronic Fuses (eFuse)","-","TPS2660","-","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9035_qsg.pdf,//media.digikey.com/Photos/EPC/MFG_EPC903X_Series.jpg,917-1059-ND,EPC9035,EPC,BOARD DEV FOR EPC2022 100V EGAN,21,0,"90.00000","0","1","eGaN®","Active","Power Management","*","-","EPC2022","-","Board(s)"
https://datasheets.maximintegrated.com/en/ds/MAX1978EVKIT.pdf,//media.digikey.com/Photos/Maxim%20Photos/MAX1978EVKIT.JPG,MAX1978EVKIT-ND,MAX1978EVKIT,Maxim Integrated,EVAL KIT MAX1978,13,89,"101.25000","0","1","-","Active","Power Management","Thermal Management","-","MAX1978","-","Board(s)"
http://www.ti.com/lit/pdf/slvu811,//media.digikey.com/Photos/Texas%20Instr%20Photos/DRV8711EVM.jpg,296-36462-ND,DRV8711EVM,Texas Instruments,EVAL MODULE FOR DRV8711,20,7,"102.80000","0","1","-","Active","Power Management","Motor Controller/Driver, Stepper","-","DRV8711","-","Board(s), Cable(s), Accessories"
http://www.ti.com/lit/pdf/sllu246,//media.digikey.com/photos/Texas%20Instr%20Photos/USB-REDRIVER-EVM.JPG,296-44467-ND,USB-REDRIVER-EVM,Texas Instruments,USB RE-DRIVER EVALUATION MODULE,16,68,"102.80000","0","1","-","Active","Interface","Re-Driver","-","LP5907, TUSB211, TUSB501","-","Board(s)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv2667,//media.digikey.com/Photos/Texas%20Instr%20Photos/DRV2667EVM-CT.jpg,296-35763-ND,DRV2667EVM-CT,Texas Instruments,EVAL MODULE FOR DRV2667,14,69,"102.80000","0","1","-","Active","Power Management","Motor Controller/Driver, Haptic/Vibration","Yes, MCU, 16-Bit","DRV2667","-","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/sluuav7,//media.digikey.com/Photos/Texas%20Instr%20Photos/BQ40Z50EVM-561.jpg,296-38631-ND,BQ40Z50EVM-561,Texas Instruments,EVAL BOARD FOR BQ40Z50,10,109,"102.80000","0","1","Impedance Track™","Active","Power Management","Fuel Gauge","-","BQ40Z50","-","Board(s)"
http://www.ti.com/lit/pdf/sluubi1,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_BQ34110EVM-796.jpg,296-46658-ND,BQ34110EVM-796,Texas Instruments,EVALUATION MODULE FOR BQ34110,7,81,"102.80000","0","1","-","Active","Power Management","Fuel Gauge","-","BQ34110","-","Board(s), Cable(s)"
