Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Current - Leakage","Dissipation Factor","Mounting Type","Package / Case","Manufacturer Size Code","Height - Seated (Max)","Features","Operating Temperature","Supplier Device Package","Size / Dimension"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",NOJB107M001RWJ-ND,NOJB107M001RWJ,AVX Corporation,CAP NIOB OXI 100UF 20% 1.8V 1210,0,0,"0.26100","0","2000","Tape & Reel (TR)","OxiCap® NOJ","Active","100µF","±20%","1.8V","1.4 Ohms","3.6µA","6%","Surface Mount","1411 (3528 Metric), 1210","B","0.083"" (2.10mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",NOSA226M002R0900-ND,NOSA226M002R0900,AVX Corporation,CAP NIOB OXID 22UF 20% 2.5V 1206,0,0,"0.26250","0","2000","Tape & Reel (TR)","OxiCap® NOS","Active","22µF","±20%","2.5V","900 mOhms","1.1µA","6%","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","Low ESR","-55°C ~ 125°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",NOJB107M006RWB-ND,NOJB107M006RWB,AVX Corporation,CAP NIOB OXI 100UF 20% 6.3V 1210,0,0,"0.27550","0","2000","Tape & Reel (TR)","OxiCap® NOJ","Active","100µF","±20%","6.3V","400 mOhms","60µA","20%","Surface Mount","1411 (3528 Metric), 1210","B","0.083"" (2.10mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,NOJC686M002SWJ-ND,NOJC686M002SWJ,AVX Corporation,CAP NIOB OXID 68UF 20% 2.5V 2312,0,0,"0.27840","0","3000","Tape & Reel (TR)","OxiCap® NOJ","Active","68µF","±20%","2.5V","500 mOhms","3.4µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Photos/AVX%20Photos/NOJS106M004RWJ.JPG,478-5844-2-ND,NOJS106M004RWJ,AVX Corporation,CAP NIOB OXIDE 10UF 20% 4V 1206,0,0,"0.28130","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","10µF","±20%","4V","2.2 Ohms","1µA","8%","Surface Mount","1206 (3216 Metric)","S","0.047"" (1.20mm)","-","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Photos/AVX%20Photos/NOJS106M004RWJ.JPG,478-5844-1-ND,NOJS106M004RWJ,AVX Corporation,CAP NIOB OXIDE 10UF 20% 4V 1206,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","OxiCap® NOJ","Discontinued at Digi-Key","10µF","±20%","4V","2.2 Ohms","1µA","8%","Surface Mount","1206 (3216 Metric)","S","0.047"" (1.20mm)","-","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Photos/AVX%20Photos/NOJS106M004RWJ.JPG,478-5844-6-ND,NOJS106M004RWJ,AVX Corporation,CAP NIOB OXIDE 10UF 20% 4V 1206,0,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOJ","Discontinued at Digi-Key","10µF","±20%","4V","2.2 Ohms","1µA","8%","Surface Mount","1206 (3216 Metric)","S","0.047"" (1.20mm)","-","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Photos/AVX%20Photos/NOJS106M004RWJ.JPG,478-5845-2-ND,NOJS156M002RWJ,AVX Corporation,CAP NIOB OXID 15UF 20% 2.5V 1206,0,0,"0.28130","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","15µF","±20%","2.5V","2 Ohms","1µA","8%","Surface Mount","1206 (3216 Metric)","S","0.047"" (1.20mm)","-","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3208-2-ND,NOJC476M004RWJ,AVX Corporation,CAP NIOB OXIDE 47UF 20% 4V 2312,0,0,"0.28272","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","47µF","±20%","4V","500 mOhms","3.8µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3216-2-ND,NOJC336M006RWJ,AVX Corporation,CAP NIOB OXID 33UF 20% 6.3V 2312,0,0,"0.28272","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","33µF","±20%","6.3V","500 mOhms","4µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,478-3197-2-ND,NOJP106M002RWJ,AVX Corporation,CAP NIOB OXID 10UF 20% 2.5V 0805,0,0,"0.29203","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","10µF","±20%","2.5V","4.5 Ohms","1µA","6%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3124-2-ND,NOJC226M010RWJ,AVX Corporation,CAP NIOB OXIDE 22UF 20% 10V 2312,0,0,"0.29295","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","22µF","±20%","10V","500 mOhms","4.4µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,NOJC686M002RWJ-ND,NOJC686M002RWJ,AVX Corporation,CAP NIOB OXID 68UF 20% 2.5V 2312,0,0,"0.29760","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","68µF","±20%","2.5V","500 mOhms","3.4µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,NOJC686M004RWJ-ND,NOJC686M004RWJ,AVX Corporation,CAP NIOB OXIDE 68UF 20% 4V 2312,0,0,"0.29760","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","68µF","±20%","4V","500 mOhms","5.4µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP106M004RWJ-ND,NOJP106M004RWJ,AVX Corporation,CAP NIOB OXIDE 10UF 20% 4V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","10µF","±20%","4V","4.5 Ohms","1µA","16%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP106M006RWJ-ND,NOJP106M006RWJ,AVX Corporation,CAP NIOB OXID 10UF 20% 6.3V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","10µF","±20%","6.3V","4.5 Ohms","1.2µA","10%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP156M001RWJ-ND,NOJP156M001RWJ,AVX Corporation,CAP NIOB OXID 15UF 20% 1.8V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","15µF","±20%","1.8V","4.1 Ohms","1µA","10%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP156M002RWJ-ND,NOJP156M002RWJ,AVX Corporation,CAP NIOB OXID 15UF 20% 2.5V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","15µF","±20%","2.5V","4 Ohms","1µA","6%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP156M004RWJ-ND,NOJP156M004RWJ,AVX Corporation,CAP NIOB OXIDE 15UF 20% 4V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","15µF","±20%","4V","4.1 Ohms","1.2µA","10%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP225M010RWJ-ND,NOJP225M010RWJ,AVX Corporation,CAP NIOB OXID 2.2UF 20% 10V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","2.2µF","±20%","10V","8.3 Ohms","1µA","8%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP226M001RWJ-ND,NOJP226M001RWJ,AVX Corporation,CAP NIOB OXID 22UF 20% 1.8V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","22µF","±20%","1.8V","3.8 Ohms","1µA","10%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP226M002RWJ-ND,NOJP226M002RWJ,AVX Corporation,CAP NIOB OXID 22UF 20% 2.5V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","22µF","±20%","2.5V","3.8 Ohms","1.1µA","10%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP335M010RWJ-ND,NOJP335M010RWJ,AVX Corporation,CAP NIOB OXID 3.3UF 20% 10V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","3.3µF","±20%","10V","7 Ohms","1µA","8%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP475M006RWJ-ND,NOJP475M006RWJ,AVX Corporation,CAP NIOB OXI 4.7UF 20% 6.3V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","4.7µF","±20%","6.3V","6.1 Ohms","1µA","6%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,NOJP685M006RWJ-ND,NOJP685M006RWJ,AVX Corporation,CAP NIOB OXI 6.8UF 20% 6.3V 0805,0,0,"0.30740","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","6.8µF","±20%","6.3V","5.2 Ohms","1µA","8%","Surface Mount","0805 (2012 Metric)","P","0.059"" (1.50mm)","-","-55°C ~ 105°C","0805 (2012 Metric)","0.081"" L x 0.053"" W (2.05mm x 1.35mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",NOSB107M001R0350-ND,NOSB107M001R0350,AVX Corporation,CAP NIOB OXI 100UF 20% 1.8V 1210,0,0,"0.31175","0","2000","Tape & Reel (TR)","OxiCap® NOS","Active","100µF","±20%","1.8V","350 mOhms","3.6µA","6%","Surface Mount","1411 (3528 Metric), 1210","B","0.083"" (2.10mm)","Low ESR","-55°C ~ 125°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",NOSB156M006R0600-ND,NOSB156M006R0600,AVX Corporation,CAP NIOB OXID 15UF 20% 6.3V 1210,0,0,"0.31175","0","2000","Tape & Reel (TR)","OxiCap® NOS","Active","15µF","±20%","6.3V","600 mOhms","1.8µA","6%","Surface Mount","1411 (3528 Metric), 1210","B","0.083"" (2.10mm)","Low ESR","-55°C ~ 125°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",NOSB336M004R0600-ND,NOSB336M004R0600,AVX Corporation,CAP NIOB OXIDE 33UF 20% 4V 1210,0,0,"0.31175","0","2000","Tape & Reel (TR)","OxiCap® NOS","Active","33µF","±20%","4V","600 mOhms","2.6µA","6%","Surface Mount","1411 (3528 Metric), 1210","B","0.083"" (2.10mm)","Low ESR","-55°C ~ 125°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",NOSB476M002R0500-ND,NOSB476M002R0500,AVX Corporation,CAP NIOB OXID 47UF 20% 2.5V 1210,0,0,"0.31175","0","2000","Tape & Reel (TR)","OxiCap® NOS","Active","47µF","±20%","2.5V","500 mOhms","2.4µA","6%","Surface Mount","1411 (3528 Metric), 1210","B","0.083"" (2.10mm)","Low ESR","-55°C ~ 125°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",NOSB476M004R0500-ND,NOSB476M004R0500,AVX Corporation,CAP NIOB OXIDE 47UF 20% 4V 1210,0,0,"0.31175","0","2000","Tape & Reel (TR)","OxiCap® NOS","Active","47µF","±20%","4V","500 mOhms","3.8µA","6%","Surface Mount","1411 (3528 Metric), 1210","B","0.083"" (2.10mm)","Low ESR","-55°C ~ 125°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NLJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-5653-2-ND,NLJB107M006R1700,AVX Corporation,CAP NIOB OXI 100UF 20% 6.3V 1210,0,0,"0.31900","0","2000","Tape & Reel (TR)","OxiCap® NLJ","Active","100µF","±20%","6.3V","1.7 Ohms","60µA","-","Surface Mount","1411 (3528 Metric), 1210","B","0.083"" (2.10mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NLJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-5653-1-ND,NLJB107M006R1700,AVX Corporation,CAP NIOB OXI 100UF 20% 6.3V 1210,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","OxiCap® NLJ","Discontinued at Digi-Key","100µF","±20%","6.3V","1.7 Ohms","60µA","-","Surface Mount","1411 (3528 Metric), 1210","B","0.083"" (2.10mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NLJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-5653-6-ND,NLJB107M006R1700,AVX Corporation,CAP NIOB OXI 100UF 20% 6.3V 1210,0,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NLJ","Discontinued at Digi-Key","100µF","±20%","6.3V","1.7 Ohms","60µA","-","Surface Mount","1411 (3528 Metric), 1210","B","0.083"" (2.10mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-3198-2-ND,NOJT226M002RWJ,AVX Corporation,CAP NIOB OXID 22UF 20% 2.5V 1210,0,0,"0.32480","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","22µF","±20%","2.5V","1.9 Ohms","1.1µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,NOJC107M002SWJ-ND,NOJC107M002SWJ,AVX Corporation,CAP NIOB OXI 100UF 20% 2.5V 2312,0,0,"0.32480","0","3000","Tape & Reel (TR)","OxiCap® NOJ","Active","100µF","±20%","2.5V","400 mOhms","5µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-3204-2-ND,NOJT156M004RWJ,AVX Corporation,CAP NIOB OXIDE 15UF 20% 4V 1210,0,0,"0.32770","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","15µF","±20%","4V","2 Ohms","1.2µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5847-2-ND,NOJT106M010RWJ,AVX Corporation,CAP NIOB OXIDE 10UF 20% 10V 1210,0,0,"0.33060","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","10µF","±20%","10V","2.2 Ohms","2µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5847-1-ND,NOJT106M010RWJ,AVX Corporation,CAP NIOB OXIDE 10UF 20% 10V 1210,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","OxiCap® NOJ","Discontinued at Digi-Key","10µF","±20%","10V","2.2 Ohms","2µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5847-6-ND,NOJT106M010RWJ,AVX Corporation,CAP NIOB OXIDE 10UF 20% 10V 1210,0,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOJ","Discontinued at Digi-Key","10µF","±20%","10V","2.2 Ohms","2µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5848-2-ND,NOJT226M004RWJ,AVX Corporation,CAP NIOB OXIDE 22UF 20% 4V 1210,0,0,"0.33350","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","22µF","±20%","4V","1.8 Ohms","1.8µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5848-1-ND,NOJT226M004RWJ,AVX Corporation,CAP NIOB OXIDE 22UF 20% 4V 1210,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","OxiCap® NOJ","Discontinued at Digi-Key","22µF","±20%","4V","1.8 Ohms","1.8µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5848-6-ND,NOJT226M004RWJ,AVX Corporation,CAP NIOB OXIDE 22UF 20% 4V 1210,0,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOJ","Discontinued at Digi-Key","22µF","±20%","4V","1.8 Ohms","1.8µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5849-2-ND,NOJT336M002RWJ,AVX Corporation,CAP NIOB OXID 33UF 20% 2.5V 1210,0,0,"0.33350","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","33µF","±20%","2.5V","1.7 Ohms","1.7µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5849-1-ND,NOJT336M002RWJ,AVX Corporation,CAP NIOB OXID 33UF 20% 2.5V 1210,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","OxiCap® NOJ","Discontinued at Digi-Key","33µF","±20%","2.5V","1.7 Ohms","1.7µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5849-6-ND,NOJT336M002RWJ,AVX Corporation,CAP NIOB OXID 33UF 20% 2.5V 1210,0,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOJ","Discontinued at Digi-Key","33µF","±20%","2.5V","1.7 Ohms","1.7µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,//media.digikey.com/Photos/AVX%20Photos/NOJS106M004RWJ.JPG,NOJS106M002RWJ-ND,NOJS106M002RWJ,AVX Corporation,CAP NIOB OXID 10UF 20% 2.5V 1206,0,0,"0.33350","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","10µF","±20%","2.5V","2.2 Ohms","1µA","6%","Surface Mount","1206 (3216 Metric)","S","0.047"" (1.20mm)","-","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
