Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Screw Head Type","Drive Type","Features","Thread Size","Head Diameter","Head Height","Length - Below Head","Length - Overall","Material","Plating"
http://www.keyelco.com/product-pdf.cfm?p=286,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_99xy.jpg,36-9907-ND,9907,Keystone Electronics,MACHINE SCREW PAN PHILLIPS 8-32,3446,6900,"0.17000","0","1","-","Active","Machine Screw","Pan Head","Phillips","-","#8-32","-","0.110"" (2.79mm)","0.500"" (12.70mm) 1/2""","0.610"" (15.50mm)","Stainless Steel","-"
http://www.keyelco.com/product-pdf.cfm?p=14183,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_9923.jpg,36-9923-ND,9923,Keystone Electronics,MACH SCREW BINDING COMBO M3X0.5,2567,6500,"0.18000","0","1","-","Active","Machine Screw","Binding Head","Combination","Washer Included","M3x0.5","0.217"" (5.50mm)","-","0.189"" (4.80mm)","0.319"" (8.10mm)","Steel","Nickel"
http://www.keyelco.com/product-pdf.cfm?p=2223,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_95xy.jpg,36-9503-ND,9503,Keystone Electronics,MACH SCREW FLAT SLOTTED #4-40,1828,8300,"0.18000","0","1","-","Active","Machine Screw","Flat Head","Slotted","-","#4-40","-","-","0.625"" (15.88mm) 5/8""","-","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=2223,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_95xy.jpg,36-9502-ND,9502,Keystone Electronics,MACH SCREW FLAT SLOTTED #4-40,1376,8400,"0.18000","0","1","-","Active","Machine Screw","Flat Head","Slotted","-","#4-40","-","-","0.500"" (12.70mm) 1/2""","-","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=2275,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_955x.jpg,36-9556-ND,9556,Keystone Electronics,MACH SCREW FLAT SLOTTED #2-56,1350,7100,"0.18000","0","1","-","Active","Machine Screw","Flat Head","Slotted","-","#2-56","-","-","0.500"" (12.70mm) 1/2""","-","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=2223,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_95xy.jpg,36-9504-ND,9504,Keystone Electronics,MACH SCREW FLAT SLOTTED #4-40,1115,3200,"0.18000","0","1","-","Active","Machine Screw","Flat Head","Slotted","-","#4-40","-","-","0.750"" (19.05mm) 3/4""","-","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=2275,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_955x.jpg,36-9555-ND,9555,Keystone Electronics,MACH SCREW FLAT SLOTTED #2-56,5107,10200,"0.20000","0","1","-","Active","Machine Screw","Flat Head","Slotted","-","#2-56","-","-","0.250"" (6.35mm) 1/4""","-","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=2223,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_95xy.jpg,36-9500-ND,9500,Keystone Electronics,MACH SCREW FLAT SLOTTED #4-40,3559,9300,"0.20000","0","1","-","Active","Machine Screw","Flat Head","Slotted","-","#4-40","-","-","0.250"" (6.35mm) 1/4""","-","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=4583,//media.digikey.com/photos/Keystone%20Elect%20Photos/29341.jpg,36-29341-ND,29341,Keystone Electronics,MACH SCREW PAN SLOTTED M3X0.5,23465,36900,"0.21000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M3x0.5","0.213"" (5.40mm)","0.067"" (1.70mm)","0.236"" (6.00mm)","0.303"" (7.70mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=4580,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2933x.jpg,36-29331-ND,29331,Keystone Electronics,MACH SCREW PAN SLOTTED M2.5X0.45,10189,14100,"0.21000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M2.5x0.45","0.189"" (4.80mm)","0.055"" (1.40mm)","0.236"" (6.00mm)","0.291"" (7.40mm)","Nylon","-"
http://keyelco.com/product-pdf.cfm?p=13990,//media.digikey.com/Photos/Keystone%20Elect%20Photos/29330.jpg,36-29330-ND,29330,Keystone Electronics,MACH SCREW PAN SLOTTED M2.5X0.45,4545,0,"0.21000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M2.5x0.45","0.189"" (4.80mm)","0.055"" (1.40mm)","0.157"" (4.00mm)","0.213"" (5.41mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=4584,//media.digikey.com/photos/Keystone%20Elect%20Photos/29344.JPG,36-29344-ND,29344,Keystone Electronics,MACH SCREW PAN HEAD SLOTTED M3,44089,16800,"0.22000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M3","0.213"" (5.40mm)","0.067"" (1.70mm)","0.472"" (11.99mm)","0.539"" (13.70mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=4581,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2933x.jpg,36-29334-ND,29334,Keystone Electronics,MACH SCREW PAN SLOTTED M2.5X0.45,28912,13900,"0.22000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M2.5x0.45","0.189"" (4.80mm)","0.055"" (1.40mm)","0.472"" (11.99mm)","0.528"" (13.41mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=4585,//media.digikey.com/photos/Keystone%20Elect%20Photos/29346.JPG,36-29346-ND,29346,Keystone Electronics,MACH SCREW PAN HEAD SLOTTED M3,8002,9100,"0.22000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M3","0.213"" (5.40mm)","0.067"" (1.70mm)","0.630"" (16.00mm)","0.697"" (17.70mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=4582,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2933x.jpg,36-29336-ND,29336,Keystone Electronics,MACH SCREW PAN SLOTTED M2.5X0.45,4337,2000,"0.22000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M2.5x0.45","0.189"" (4.80mm)","0.055"" (1.40mm)","0.630"" (16.00mm)","0.685"" (17.40mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=1925,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_9191-3.jpg,36-9191-3-ND,9191-3,Keystone Electronics,MACH SCREW BINDING COMBO M3X0.5,7471,7300,"0.23000","0","1","-","Active","Machine Screw","Binding Head","Combination","Colored Head","M3x0.5","0.220"" (5.59mm)","0.070"" (1.78mm)","0.236"" (6.00mm)","0.306"" (7.77mm)","Brass","-"
http://www.keyelco.com/product-pdf.cfm?p=4587,//media.digikey.com/photos/Keystone%20Elect%20Photos/29351.JPG,36-29351-ND,29351,Keystone Electronics,MACH SCREW PAN SLOTTED M4X0.7,2577,5200,"0.23000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M4x0.7","0.307"" (7.80mm)","0.091"" (2.31mm)","0.236"" (6.00mm)","0.327"" (8.31mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=1927,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_9191-5.jpg,36-9191-5-ND,9191-5,Keystone Electronics,MACH SCREW BINDING COMBO M3X0.5,1531,3300,"0.23000","0","1","-","Active","Machine Screw","Binding Head","Combination","Colored Head","M3x0.5","0.220"" (5.59mm)","0.070"" (1.78mm)","0.236"" (6.00mm)","0.306"" (7.77mm)","Brass","-"
http://www.keyelco.com/product-pdf.cfm?p=1926,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_9191-4.jpg,36-9191-4-ND,9191-4,Keystone Electronics,MACH SCREW BINDING COMBO M3X0.5,1202,400,"0.23000","0","1","-","Active","Machine Screw","Binding Head","Combination","Colored Head","M3x0.5","0.220"" (5.59mm)","0.070"" (1.78mm)","0.236"" (6.00mm)","0.306"" (7.77mm)","Brass","-"
http://www.essentracomponents.com.sg/images-line/pdfs/NMS.pdf,//media.digikey.com/Photos/Richco%20Photos/NMS-306.JPG,RP808-ND,NMS-306,Essentra Components,MACH SCREW PAN HEAD PHILLIPS M3,14335,0,"0.24000","0","1","NMS","Active","Machine Screw","Pan Head","Phillips","-","M3","0.224"" (5.70mm)","0.100"" (2.54mm)","0.250"" (6.35mm) 1/4""","0.350"" (8.89mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=286,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_99xy.jpg,36-9909-ND,9909,Keystone Electronics,MACHINE SCREW PAN PHILLIPS 10-32,6975,52300,"0.24000","0","1","-","Active","Machine Screw","Pan Head","Phillips","-","#10-32","-","0.128"" (3.25mm)","0.375"" (9.53mm) 3/8""","0.503"" (12.78mm)","Stainless Steel","-"
http://www.keyelco.com/product-pdf.cfm?p=4589,//media.digikey.com/photos/Keystone%20Elect%20Photos/29346.JPG,36-29356-ND,29356,Keystone Electronics,MACH SCREW PAN SLOTTED M4X0.7,4879,17100,"0.24000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M4x0.7","0.307"" (7.80mm)","0.091"" (2.31mm)","0.630"" (16.00mm)","0.720"" (18.30mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=4588,//media.digikey.com/photos/Keystone%20Elect%20Photos/29354.JPG,36-29354-ND,29354,Keystone Electronics,MACH SCREW PAN SLOTTED M4X0.7,3524,2100,"0.24000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M4x0.7","0.307"" (7.80mm)","0.091"" (2.31mm)","0.472"" (11.99mm)","0.563"" (14.30mm)","Nylon","-"
https://www.pomonaelectronics.com/file/17580/download?token=_GU2fPr6,//media.digikey.com/Photos/Pomona%20Photos/4862.jpg,501-1531-ND,4862,Pomona Electronics,MACH SCREW FLAT PHILLIPS #4-40,2594,0,"0.24000","0","1","-","Active","Machine Screw","Flat Head","Phillips","-","#4-40","0.220"" (5.59mm)","-","0.250"" (6.35mm) 1/4""","-","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=2275,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_955x.jpg,36-9557-ND,9557,Keystone Electronics,MACH SCREW FLAT SLOTTED #2-56,1399,9000,"0.24000","0","1","-","Active","Machine Screw","Flat Head","Slotted","-","#2-56","-","-","0.750"" (19.05mm) 3/4""","-","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=4590,//media.digikey.com/photos/Keystone%20Elect%20Photos/29358.JPG,36-29358-ND,29358,Keystone Electronics,MACH SCREW PAN SLOTTED M4X0.7,1068,1900,"0.24000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M4x0.7","0.307"" (7.80mm)","0.091"" (2.31mm)","0.984"" (25.00mm)","1.075"" (27.30mm)","Nylon","-"
https://www.pomonaelectronics.com/file/17580/download?token=_GU2fPr6,//media.digikey.com/Photos/Pomona%20Photos/4864.JPG,501-1922-ND,4864,Pomona Electronics,MACH SCREW PAN PHILLIPS #2-32,1008,0,"0.24000","0","1","-","Active","Machine Screw","Pan Head","Phillips","Self Tapping","#2-32","0.170"" (4.32mm)","-","0.250"" (6.35mm) 1/4""","-","Steel","Zinc"
http://www.essentracomponents.com.sg/images-line/pdfs/NMS.pdf,//media.digikey.com/photos/Richco%20Photos/NMS-308.JPG,RP809-ND,NMS-308,Essentra Components,MACH SCREW PAN HEAD PHILLIPS M3,5997,0,"0.25000","0","1","NMS","Active","Machine Screw","Pan Head","Phillips","-","M3","0.224"" (5.70mm)","0.100"" (2.54mm)","0.310"" (7.87mm)","0.410"" (10.41mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/NMS.pdf,//media.digikey.com/photos/Richco%20Photos/NMS-310.JPG,RP810-ND,NMS-310,Essentra Components,MACH SCREW PAN HEAD PHILLIPS M3,7562,0,"0.27000","0","1","NMS","Active","Machine Screw","Pan Head","Phillips","-","M3","0.224"" (5.70mm)","0.100"" (2.54mm)","0.390"" (9.91mm)","0.490"" (12.45mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=1916,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_7689-1.jpg,36-7689-1-ND,7689-1,Keystone Electronics,MACH SCREW BINDING COMBO M3X0.5,7129,41200,"0.27000","0","1","-","Active","Machine Screw","Binding Head","Combination","Colored Head","M3x0.5","0.220"" (5.59mm)","0.070"" (1.78mm)","0.236"" (6.00mm)","0.306"" (7.77mm)","Brass","Nickel"
http://keyelco.com/userAssets/file/M65p135.pdf,//media.digikey.com/Photos/Keystone%20Elect%20Photos/7799-1.jpg,36-7799-1-ND,7799-1,Keystone Electronics,MACH SCREW BINDING HEAD COMBO M4,2560,0,"0.27000","0","1","-","Active","Machine Screw","Binding Head","Combination","-","M4","-","-","0.250"" (6.35mm) 1/4""","-","Brass","Nickel"
http://www.keyelco.com/product-pdf.cfm?p=529,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_250x.jpg,36-2500-ND,2500,Keystone Electronics,THUMB SCREW KNOB #4-40,2412,2600,"0.27000","0","1","-","Active","Thumb Screw","Knob","-","-","#4-40","0.300"" (7.62mm)","0.280"" (7.11mm)","0.250"" (6.35mm) 1/4""","0.530"" (13.46mm)","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SHSM6L10A.jpg,RPC6209-ND,SHSM6L25A,Essentra Components,NYLON M6 SOCKET HEAD CAP,2163,0,"0.27000","0","1","*","Active","Bolt","Hex Head","Hex Socket","-","M6x1","-","0.236"" (6.00mm)","0.984"" (25.00mm)","-","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/NMS.pdf,//media.digikey.com/Photos/Richco%20Photos/NMS-312.jpg,RP811-ND,NMS-312,Essentra Components,MACH SCREW PAN HEAD PHILLIPS M3,2410,0,"0.29000","0","1","NMS","Active","Machine Screw","Pan Head","Phillips","-","M3","0.224"" (5.70mm)","0.100"" (2.54mm)","0.480"" (12.19mm)","0.580"" (14.73mm)","Nylon","-"
http://multimedia.3m.com/mws/media/1252522O/e-a-r-sb-41xx-shoulder-bolt-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_SB-4114.jpg",EAR1239-ND,SB-4114,"3M - Aearo Technologies, LLC",SHOULDER SCREW PHILLIPS M4X0.7,1965,0,"0.29000","0","1","-","Active","Shoulder Screw","-","Phillips","-","M4x0.7","0.500"" (12.70mm) 1/2""","0.100"" (2.54mm)","0.485"" (12.32mm)","0.585"" (14.86mm)","Steel","Zinc"
http://multimedia.3m.com/mws/media/1252522O/e-a-r-sb-41xx-shoulder-bolt-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_SB-4112.jpg",EAR1238-ND,SB-4112,"3M - Aearo Technologies, LLC",SHOULDER SCREW PHILLIPS #6-32,0,0,"0.29000","0","1","-","Active","Shoulder Screw","-","Phillips","-","#6-32","0.500"" (12.70mm) 1/2""","0.100"" (2.54mm)","0.485"" (12.32mm)","0.585"" (14.86mm)","Steel","Zinc"
http://www.essentracomponents.com.sg/images-line/pdfs/NMS.pdf,//media.digikey.com/Photos/Richco%20Photos/NMS-408.JPG,RP812-ND,NMS-408,Essentra Components,MACH SCREW PAN HEAD PHILLIPS M4,5964,0,"0.32000","0","1","NMS","Active","Machine Screw","Pan Head","Phillips","-","M4","0.291"" (7.40mm)","0.110"" (2.79mm)","0.310"" (7.87mm)","0.420"" (10.67mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=4573,//media.digikey.com/photos/Keystone%20Elect%20Photos/29314.JPG,36-29314-ND,29314,Keystone Electronics,MACH SCREW PAN HEAD SLOTTED M3,12440,3400,"0.40000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M3","0.213"" (5.40mm)","0.067"" (1.70mm)","0.472"" (11.99mm)","0.539"" (13.70mm)","Steel","Zinc, Clear Chromate"
http://www.keyelco.com/product-pdf.cfm?p=4570,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2930x.jpg,36-29304-ND,29304,Keystone Electronics,MACH SCREW PAN SLOTTED M2.5X0.45,6813,4000,"0.44000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M2.5x0.45","0.189"" (4.80mm)","0.055"" (1.40mm)","0.472"" (11.99mm)","0.528"" (13.41mm)","Steel","Zinc, Clear Chromate"
http://www.keyelco.com/product-pdf.cfm?p=4574,//media.digikey.com/photos/Keystone%20Elect%20Photos/29316.JPG,36-29316-ND,29316,Keystone Electronics,MACH SCREW PAN HEAD SLOTTED M3,4240,4700,"0.44000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M3","0.213"" (5.40mm)","0.067"" (1.70mm)","0.630"" (16.00mm)","0.697"" (17.70mm)","Steel","Zinc, Clear Chromate"
http://www.keyelco.com/product-pdf.cfm?p=4571,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2930x.jpg,36-29306-ND,29306,Keystone Electronics,MACH SCREW PAN SLOTTED M2.5X0.45,4101,7700,"0.45000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M2.5x0.45","0.189"" (4.80mm)","0.055"" (1.40mm)","0.630"" (16.00mm)","0.685"" (17.40mm)","Steel","Zinc, Clear Chromate"
http://www.essentracomponents.com.sg/images-line/pdfs/NSE-34812.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1183528.jpg,RPC2024-ND,NSE-34812-M3-12,Essentra Components,MACH SCREW PAN HEAD PHILLIPS M3,22225,0,"0.46000","0","1","NSE","Active","Machine Screw","Pan Head","Phillips","-","M3","0.236"" (5.99mm)","0.094"" (2.40mm)","0.472"" (11.99mm)","0.567"" (14.40mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=4575,//media.digikey.com/photos/Keystone%20Elect%20Photos/29318.JPG,36-29318-ND,29318,Keystone Electronics,MACH SCREW PAN HEAD SLOTTED M3,1567,2700,"0.46000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","M3","0.213"" (5.40mm)","0.067"" (1.70mm)","0.984"" (25.00mm)","1.051"" (26.70mm)","Steel","Zinc, Clear Chromate"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/RM3X12MM%202701.jpg,335-1157-ND,RM3X12MM 2701,APM Hexseal,MACH SCREW PAN HEAD PHILLIPS M3,4839,0,"0.63000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","M3","-","0.094"" (2.40mm)","0.472"" (11.99mm)","0.567"" (14.40mm)","Stainless Steel","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/R4-40X1^4.JPG,335-1082-ND,R4-40X1/4 2701,APM Hexseal,MACHINE SCREW PAN PHILLIPS 4-40,3727,0,"0.63000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","#4-40","0.238"" (6.05mm)","0.080"" (2.03mm)","0.250"" (6.35mm) 1/4""","0.330"" (8.38mm)","Stainless Steel","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/R4-40X5^16.JPG,335-1083-ND,R4-40X5/16 2701,APM Hexseal,MACHINE SCREW PAN PHILLIPS 4-40,2780,0,"0.63000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","#4-40","0.238"" (6.05mm)","0.080"" (2.03mm)","0.313"" (7.95mm) 5/16""","0.393"" (9.98mm)","Stainless Steel","-"
-,//media.digikey.com/Photos/APM%20Hexseal%20Photos/R4-40X7%5E16-2701.jpg,335-1085-ND,R4-40X7/16 2701,APM Hexseal,MACHINE SCREW PAN PHILLIPS 4-40,1758,0,"0.63000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","#4-40","0.238"" (6.05mm)","0.080"" (2.03mm)","0.438"" (11.13mm) 7/16""","0.518"" (13.16mm)","Stainless Steel","-"
//media.digikey.com/PDF/Data%20Sheets/APM%20Hexseal%20PDFs/RM%20SEELSKREW.pdf,//media.digikey.com/Photos/APM%20Hexseal%20Photos/RM4X10MM%202701.JPG,335-1158-ND,RM4X10MM 2701,APM Hexseal,MACH SCREW PAN PHILLIPS M4X0.7,13176,0,"0.67000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","M4x0.7","0.342"" (8.69mm)","0.120"" (3.05mm)","0.394"" (10.00mm)","0.514"" (13.06mm)","Stainless Steel","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/R4-40X1^2.JPG,335-1086-ND,R4-40X1/2 2701,APM Hexseal,MACHINE SCREW PAN PHILLIPS 4-40,4179,0,"0.67000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","#4-40","0.238"" (6.05mm)","0.080"" (2.03mm)","0.500"" (12.70mm) 1/2""","0.580"" (14.73mm)","Stainless Steel","-"
-,//media.digikey.com/Photos/APM%20Hexseal%20Photos/RM4X8MM%202701.JPG,335-1146-ND,RM4X8MM 2701,APM Hexseal,MACH SCREW PAN PHILLIPS M4X0.7,3801,0,"0.67000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","M4x0.7","0.342"" (8.69mm)","0.120"" (3.05mm)","0.315"" (8.00mm)","0.435"" (11.05mm)","Stainless Steel","-"
-,//media.digikey.com/Photos/APM%20Hexseal%20Photos/RM4X6MM%202701.JPG,335-1147-ND,RM4X6MM 2701,APM Hexseal,MACH SCREW PAN PHILLIPS M4X0.7,2097,0,"0.67000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","M4x0.7","0.342"" (8.69mm)","0.120"" (3.05mm)","0.236"" (6.00mm)","0.356"" (9.04mm)","Stainless Steel","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/R6-32X3^8.JPG,335-1093-ND,R6-32X3/8 2701,APM Hexseal,MACHINE SCREW PAN PHILLIPS 6-32,1468,0,"0.67000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","#6-32","0.294"" (7.47mm)","0.097"" (2.46mm)","0.375"" (9.53mm) 3/8""","0.472"" (11.99mm)","Stainless Steel","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/R6-32X1^2.JPG,335-1095-ND,R6-32X1/2 2701,APM Hexseal,MACHINE SCREW PAN PHILLIPS 6-32,4030,0,"0.70000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","#6-32","0.294"" (7.47mm)","0.097"" (2.46mm)","0.500"" (12.70mm) 1/2""","0.597"" (15.16mm)","Stainless Steel","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/R4-40X3^8.JPG,335-1084-ND,R4-40X3/8 2701,APM Hexseal,MACHINE SCREW PAN PHILLIPS 4-40,8189,0,"0.74000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","#4-40","0.238"" (6.05mm)","0.080"" (2.03mm)","0.375"" (9.53mm) 3/8""","0.455"" (11.56mm)","Stainless Steel","-"
-,//media.digikey.com/Photos/APM%20Hexseal%20Photos/R4-40X3%5E4-2701.jpg,335-1088-ND,R4-40X3/4 2701,APM Hexseal,MACHINE SCREW PAN PHILLIPS 4-40,1239,0,"0.74000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","#4-40","0.238"" (6.05mm)","0.080"" (2.03mm)","0.750"" (19.05mm) 3/4""","0.830"" (21.08mm)","Stainless Steel","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/R8-32X1^2.JPG,335-1104-ND,R8-32X1/2 2701,APM Hexseal,MACHINE SCREW PAN PHILLIPS 8-32,7170,0,"0.77000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","#8-32","0.347"" (8.81mm)","0.115"" (2.92mm)","0.500"" (12.70mm) 1/2""","0.615"" (15.62mm)","Stainless Steel","-"
//media.digikey.com/PDF/Data%20Sheets/APM%20Hexseal%20PDFs/RM%20SEELSKREW.pdf,//media.digikey.com/Photos/APM%20Hexseal%20Photos/RM2X8MM%202701.JPG,335-1155-ND,RM2X8MM 2701,APM Hexseal,MACH SCREW PAN HEAD PHILLIPS M2,3603,0,"0.77000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","M2","-","0.063"" (1.60mm) 1/16""","0.315"" (8.00mm)","0.378"" (9.60mm)","Stainless Steel","-"
-,//media.digikey.com/Photos/APM%20Hexseal%20Photos/RM4X20MM2701.jpg,335-1159-ND,RM4X20MM 2701,APM Hexseal,MACH SCREW PAN PHILLIPS M4X0.7,3041,0,"0.77000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","M4x0.7","0.342"" (8.69mm)","0.120"" (3.05mm)","0.787"" (20.00mm)","0.907"" (23.05mm)","Stainless Steel","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/R10-32X3^8.JPG,335-1075-ND,R10-32X3/8 2701,APM Hexseal,MACHINE SCREW PAN PHILLIPS 10-32,19965,0,"0.84000","0","1","SEELSKREW®","Active","Machine Screw","Pan Head","Phillips","Self Sealing","#10-32","0.403"" (10.24mm)","0.133"" (3.38mm)","0.375"" (9.53mm) 3/8""","0.508"" (12.90mm)","Stainless Steel","-"
http://www.keyelco.com/product-pdf.cfm?p=3870,//media.digikey.com/photos/Keystone%20Elect%20Photos/2062.jpg,36-2062-ND,2062,Keystone Electronics,SHLDR SCREW CHEESE SLOTTED #4-40,1864,6900,"0.96000","0","1","-","Active","Shoulder Screw","Cheese Head","Slotted","U-Clip Included","#4-40","-","-","0.250"" (6.35mm) 1/4""","-","Steel","Zinc, Yellow Chromate"
https://cadlinks.rafhdwe.com/dk2d/0818-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/0818-SS.jpg,1772-1009-ND,0818-SS,RAF Electronic Hardware,PANEL SCREW PAN SLOTTED #4-40,13949,10769,"1.14000","0","1","-","Active","Panel Screw","Pan Head","Slotted","-","#4-40","0.172"" (4.37mm)","0.107"" (2.72mm)","0.313"" (7.95mm) 5/16""","0.420"" (10.67mm)","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/m0274-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/M0274-SS.JPG,1772-1467-ND,M0274-SS,RAF Electronic Hardware,PANEL SCREW PAN SLOT M2.5X0.45,10667,7468,"1.14000","0","1","-","Active","Panel Screw","Pan Head","Slotted","-","M2.5x0.45","0.157"" (4.00mm)","0.098"" (2.49mm)","0.256"" (6.50mm)","0.354"" (9.00mm)","Stainless Steel","-"
