Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shape","Length","Width","Diameter","Mounting Type","Features","Material","Color"
https://multimedia.3m.com/mws/media/1174470O/3m-recloslable-fastener-brochure-hr.pdf,-,3M162231-ND,SJ4580 CLR 2""X50YD,3M,DUAL LOCK RECLOSABLE FASTENER SJ,1,0,"406.21000","0","1","-","Active","Interlocking Stems","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive, Acrylic","705 Stem Density","Polypropylene","Clear"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,-,3M162216-ND,SJ3552-2""X50YD,3M,DUAL LOCK 2 X 50 YD BULK,1,0,"819.43000","0","1","Dual Lock™  SJ3552","Active","Interlocking Stems","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Acrylic","170 Stem Density","Polyolefin (PO)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,-,3M162215-ND,SJ3551-2""X50YD,3M,DUAL LOCK 2 X 50 YD BULK,1,0,"819.46000","0","1","Dual Lock™  SJ3551","Active","Interlocking Stems","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Acrylic","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/187249O/dual-lock-reclosable-fasteners-sj3560-sj3561-sj3562-data-page.pdf,-,3M157661-ND,SJ3560,3M,DUAL LOCK 2""X50YD CLR250,0,0,"918.35000","0","1","Dual Lock™  SJ3560","Active","Interlocking Stems","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Acrylic","250 Stem Density, UV Resistant","Polyolefin (PO)","Clear"
-,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,1-3/4-SJ4575-ND,1-3/4-SJ4575,3M (TC),RECLOS FASTEN DL LOC 1""X3/4"" BLK,0,0,"0.12800","0","2400","Dual Lock™  SJ4575","Active","Interlocking Stems","Rectangular","0.750"" (19.05mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
-,-,SJ-3748-ND,SJ-3748,3M,DUAL LOCK RECLOSABLE FASTENER SJ,0,0,"0.36960","0","5000","Dual Lock™","Active","Interlocking Stems","-","-","-","-","Adhesive","400 Stem Density","Polyolefin (PO)","Black"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/SJ3762.pdf,-,SJ-3762-ND,SJ-3762,3M,RCLSBLE FSTNR CIRCLE 28.5MM DIA,0,0,"0.43200","0","1000","Dual Lock™  SJ3762","Active","Interlocking Stems","Circular","-","-","1.125"" (28.58mm)","Screw Mount","400 Stem Density","Polypropylene (PP)","Black"
-,-,SJ3748-ND,SJ3748,3M,DUAL LOCK RECLOSABLE FASTENER SJ,0,0,"0.45120","0","1000","Dual Lock™","Active","Interlocking Stems","-","-","-","-","Adhesive","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/66811O/sj-3767-dual-lock-industrial-fasteners.PDF,-,SJ-3767-ND,SJ-3767,3M,RCLSBLE FSTNR 1-1/2""X1-1/2"" SQR,0,0,"0.51200","0","1000","Dual Lock™  SJ3767","Active","Interlocking Stems","Square","1.500"" (38.10mm)","1.500"" (38.10mm)","-","Screw Mount","400 Stem Density","Polypropylene (PP)","Black"
http://multimedia.3m.com/mws/media/82990O/dual-locktm-data-sheet.pdf,//media.digikey.com/photos/3M%20Photos/sj-3465.JPG,SJ3465-ND,SJ-3465,3M,DUAL LOCK FASTENER 14.3MM DIA,0,0,"0.56000","0","1000","Dual Lock™  SJ3465","Active","Interlocking Stems","Circular","-","-","0.563"" (14.30mm)","Screw Mount","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/844906O/3mtm-dual-locktm-reclosable-fasteners-selection-guide.pdf,-,SJ-3755-ND,SJ-3755,3M,RCLSBLE FSTNR CIRCLE 28.5MM DIA,0,0,"0.68800","0","1000","Dual Lock™  SJ3755","Active","Interlocking Stems","Circular","-","-","1.125"" (28.58mm)","Screw Mount","250 Stem Density","Polyolefin (PO)","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3526N%20(BLACK)%201.jpg,SJ352758B-5/8""X1""-ND,SJ-3527N (BLACK) 5/8"",3M,LOOP PRESS BACK 5/8"" X 1"" BLK,0,0,"0.76000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","1.000"" (25.40mm)","0.625"" (15.88mm)","-","Adhesive - Rubber","300 Stem Density","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3527N%20(BLACK)%201.jpg,SJ352710B-1""X1""-ND,SJ-3527N (BLACK) 1"",3M,LOOP PRESS BACK 1"" X 1"" BLACK,0,0,"0.96000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","Rectangular","-","1.000"" (25.40mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener.jpg,SJ340110W-1-ND,SJ-3401 (WHITE) 1"",3M,LOOP PLAIN BACK 1"" X 1YD WHITE,0,0,"1.51000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3401%20(BLACK)%201^.JPG,SJ340110B-1-ND,SJ-3401 (BLACK) 1"",3M,LOOP PLAIN BACK 1"" X 1YD BLACK,0,0,"2.14000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3402%20(BLACK)%201^.JPG,SJ340210B-1-ND,SJ-3402 (BLACK) 1"",3M,HOOK PLAIN BACK 1"" X 1YD BLACK,0,0,"2.14000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3402%20(WHITE)%201^.JPG,SJ340210W-1-ND,SJ-3402 (WHITE) 1"",3M,HOOK PLAIN BACK 1"" X 1YD WHITE,0,0,"2.47000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_RF7060-CFT.jpg,RF7060-CFT-ND,RF7060-CFT,3M,INTERLOCKING TAPE FOR MOUNTING I,0,0,"3.19208","0","24","Scotch®","Active","Hanger","Circular","-","-","0.625"" (15.88mm)","Adhesive","-","-","White"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_RF7030.jpg,RF7030-ND,RF7030,3M,INTERLOCKING TAPE FOR MOUNTING I,0,0,"3.48000","0","24","Scotch™","Active","Hook and Loop","-","3.000"" (76.20mm)","0.750"" (19.05mm)","-","Adhesive","-","-","White"
-,-,2105-CD-ND,2105-CD,3M,SCOTCH TRANSPARENT HIGH PERFORMA,0,0,"4.00167","0","12","-","Active","-","-","-","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3526N%20(BLACK)%201.jpg,SJ352758B-1-ND,SJ-3527N (BLACK) 5/8"",3M,LOOP PRESS BACK 5/8"" X 1YD BLK,0,0,"5.11000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","36.000"" (914.40mm)","0.625"" (15.88mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3526N%20(BLACK)%201.jpg,SJ352658B-1-ND,SJ-3526N (BLACK) 5/8"",3M,HOOK PRESS BACK 5/8"" X 1YD BLK,0,0,"5.11000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","36.000"" (914.40mm)","0.625"" (15.88mm)","-","Adhesive","-","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,SJ457510B-1-ND,SJ4575 1""X1YD,3M,RECLOS FASTEN DL LOC 1""X1YD BLK,0,0,"6.11000","0","1","Dual Lock™  SJ4575","Active","Interlocking Stems","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3527N%20(BLACK)%201.jpg,SJ352710B-1-ND,SJ-3527N (BLACK) 1"",3M,LOOP PRESS BACK 1"" X 1YD BLACK,0,0,"6.40000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3526N%20(BLACK)%201.jpg,SJ352610B-1-ND,SJ-3526N (BLACK) 1"",3M,HOOK PRESS BACK 1"" X 1YD BLACK,0,0,"6.40000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Adhesive","-","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3540%20(BLACK)%201^2^.JPG,SJ354012-1-ND,SJ-3540 (BLACK) 1/2"",3M,DUAL LOCK PRESS 1/2""X1YD BLK 250,0,0,"6.61000","0","1","Dual Lock™  SJ3540","Active","Interlocking Stems","-","36.000"" (914.40mm)","0.500"" (12.70mm)","-","Adhesive - Rubber","250 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,//media.digikey.com/Photos/3M%20Photos/SJ-3541%20(BLACK)%2012%5E.JPG,SJ354112-1-ND,SJ-3541 (BLACK) 1/2"",3M,DUAL LOCK PRESS 1/2""X1YD BLK 400,0,0,"6.61000","0","1","Dual Lock™  SJ3541","Active","Interlocking Stems","-","36.000"" (914.40mm)","0.500"" (12.70mm)","-","Adhesive - Rubber","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,//media.digikey.com/Photos/3M%20Photos/SJ-3542%20(BLACK)%2012%5E.JPG,SJ354212-1-ND,SJ-3542 (BLACK) 1/2"",3M,DUAL LOCK PRESS 1/2""X1YD BLK 170,0,0,"6.61000","0","1","Dual Lock™  SJ3542","Active","Interlocking Stems","-","36.000"" (914.40mm)","0.500"" (12.70mm)","-","Adhesive - Rubber","170 Stem Density","Polyolefin (PO)","Black"
-,-,RF5741-ND,RF5741,3M,SCOTCH OUTDOOR FASTENERS RF5741,0,0,"8.03500","0","4","-","Active","Hook and Loop","-","3.94' (1.20m)","0.984"" (25.00mm)","-","Adhesive - Acrylic","400 Stem Density","Polypropylene","Black"
-,-,RF5740-ND,RF5740,3M,SCOTCH OUTDOOR FASTENERS RF5740,0,0,"8.04000","0","4","-","Active","Hook and Loop","-","3.94' (1.20m)","0.984"" (25.00mm)","-","Adhesive - Acrylic","400 Stem Density","Polypropylene","-"
-,-,SJ3418FRSLVR1""X50YD-ND,SJ3418FR SLVR 1""X50YD,3M,FASTENER LOOP FLAME RESISTANT,0,0,"8.35063","0","48","-","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Sew On","Flame Resistant","Nylon","Silver"
http://multimedia.3m.com/mws/media/82990O/dual-locktm-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/SJ-3440-(BLACK)-1'.jpg,SJ344010-1-ND,SJ-3440 (BLACK) 1"",3M,DUAL LOCK PLAIN 1""X1YD BLK 250,0,0,"8.79000","0","1","Dual Lock™ SJ3440","Active","Interlocking Stems","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Sew On, Staple","250 Stem Density","Polyolefin (PO)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3550%20(BLACK)%201^2^.JPG,SJ355012-1-ND,SJ-3550 (BLACK) 1/2"",3M,DUAL LOCK PRESS 1/2""X1YD BLK 250,0,0,"9.19000","0","1","Dual Lock™  SJ3550","Active","Interlocking Stems","-","36.000"" (914.40mm)","0.500"" (12.70mm)","-","Adhesive - Acrylic","250 Stem Density","Polyolefin (PO)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3551%201^2^.JPG,SJ355112-1-ND,SJ-3551 1/2"",3M,DUAL LOCK PRESS 1/2""X1YD BLK 400,0,0,"9.42000","0","1","Dual Lock™  SJ3551","Active","Interlocking Stems","-","36.000"" (914.40mm)","0.500"" (12.70mm)","-","Adhesive - Acrylic","400 Stem Density","Polyolefin (PO)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3552%201^2^.JPG,SJ355212-1-ND,SJ-3552 1/2"",3M,DUAL LOCK PRESS 1/2""X1YD BLK 170,0,0,"9.42000","0","1","Dual Lock™  SJ3552","Active","Interlocking Stems","-","36.000"" (914.40mm)","0.500"" (12.70mm)","-","Adhesive - Acrylic","170 Stem Density","Polyolefin (PO)","Black"
-,-,3M157183-1-ND,SJ3540,3M,BLACK DUAL LOCK 1""X1' BLK 150,0,0,"9.46000","0","1","Dual Lock™  SJ3540","Active","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3542%20(BLACK)%201^.JPG,SJ354210-1-ND,SJ-3542 (BLACK) 1"",3M,DUAL LOCK PRESS 1""X1YD BLK 170,57,0,"10.14000","0","1","Dual Lock™  SJ3542","Active","Interlocking Stems","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Adhesive - Rubber","170 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3540%20(BLACK)%201^.JPG,SJ354010-1-ND,SJ-3540 (BLACK) 1"",3M,DUAL LOCK PRESS 1""X1YD BLK 250,0,0,"10.14000","0","1","Dual Lock™  SJ3540","Active","Interlocking Stems","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Adhesive - Rubber","250 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3541%20(BLACK)1^.JPG,SJ354110-1-ND,SJ-3541 (BLACK) 1"",3M,DUAL LOCK PRESS 1""X1YD BLK 400,0,0,"10.14000","0","1","Dual Lock™  SJ3541","Active","Interlocking Stems","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Adhesive - Rubber","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/187249O/dual-lock-reclosable-fasteners-sj3560-sj3561-sj3562-data-page.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3560(CLEAR)%201^2^.JPG,SJ356012-1-ND,SJ-3560 (CLEAR) 1/2"",3M,DUAL LOCK 1/2""X1YD CLR 250,0,0,"10.55000","0","1","Dual Lock™  SJ3560","Active","Interlocking Stems","-","36.000"" (914.40mm)","0.500"" (12.70mm)","-","Adhesive - Acrylic","250 Stem Density, UV Resistant","Polyolefin (PO)","Clear"
http://multimedia.3m.com/mws/media/82990O/dual-locktm-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/SJ-3441-(BLACK)-1'.jpg,SJ344110-1-ND,SJ-3441 (BLACK)  1"",3M,DUAL LOCK PLAIN 1""X1YD BLK 400,0,0,"11.58000","0","1","Dual Lock™  SJ3441","Active","Interlocking Stems","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Sew On, Staple","400 Stem Density","Polyolefin (PO)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070938793.PDF,-,3MSJ3527N0.75""X0.75""-10/PK-ND,3M SJ3527N 0.75"" X 0.75""-10/PK,3M (TC),3M SJ3527N RECLOSABLE FASTENER -,0,0,"11.94600","0","5","Scotchmate™","Active","Hook and Loop - Loop Only","Square","0.750"" (19.05mm)","0.750"" (19.05mm)","-","Adhesive - Rubber","300 Stem Density","Polyamide (PA66), Nylon 6/6","-"
http://tapecasecom.blob.core.windows.net/product/download/70070938793.PDF,-,3MSJ3527N3/4""X3/4""-10/PK-ND,3M SJ3527N 3/4"" X 3/4""-10/PK,3M (TC),3M SJ3527N RECLOSABLE FASTENER -,0,0,"11.94600","0","5","Scotchmate™","Active","Hook and Loop - Loop Only","Square","0.750"" (19.05mm)","0.750"" (19.05mm)","-","Adhesive - Rubber","300 Stem Density","Polyamide (PA66), Nylon 6/6","-"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener.jpg,SJ340110W-10-ND,SJ-3401 (WHITE) 1"",3M,LOOP PLAIN BACK 1"" X 10YD WHITE,0,0,"12.33000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3550%20(BLACK)%201^.JPG,SJ355010-1-ND,SJ-3550 (BLACK) 1"",3M,DUAL LOCK PRESS 1""X1YD BLK 250,0,0,"13.47000","0","1","Dual Lock™  SJ3550","Active","Interlocking Stems","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","250 Stem Density","Polyolefin (PO)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,//media.digikey.com/Photos/3M%20Photos/SJ-3551%201%5E.JPG,SJ355110-1-ND,SJ-3551 1"",3M,DUAL LOCK PRESS 1""X1YD BLK 400,0,0,"13.81000","0","1","Dual Lock™  SJ3551","Active","Interlocking Stems","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","400 Stem Density","Polyolefin (PO)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,//media.digikey.com/Photos/3M%20Photos/SJ-3552%201%5E.JPG,SJ355210-1-ND,SJ-3552 1"",3M,DUAL LOCK PRESS 1""X1YD BLK 170,0,0,"13.81000","0","1","Dual Lock™  SJ3552","Active","Interlocking Stems","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","170 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/187249O/dual-lock-reclosable-fasteners-sj3560-sj3561-sj3562-data-page.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3560%20(CLEAR)%201.jpg,SJ356010-1-ND,SJ-3560 (CLEAR) 1"",3M,DUAL LOCK 1""X1YD CLR 250,0,0,"15.47000","0","1","Dual Lock™  SJ3560","Active","Interlocking Stems","-","36.000"" (914.40mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","250 Stem Density, UV Resistant","Polyolefin (PO)","Clear"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_RF6741.jpg,RF6741-ND,RF6741,3M,SCOTCH RECLOSABLE FASTENERS ARE,0,0,"15.86500","0","4","Scotch™","Active","Hook and Loop","-","4.00' (1.22m)","1.000"" (25.40mm)","-","Adhesive","-","-","Black"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7401-3%5E4-50-BLACK.jpg,3M10477-ND,SJP7401-3/4-50-BLACK,3M,LOOP BLACK 3/4"" X 50YD X 0.11"",0,0,"16.76625","0","24","SJP7401","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7401-3%5E4-50-WHITE.jpg,3M10478-ND,SJP7401-3/4-50-WHITE,3M,LOOP WHITE 3/4"" X 50YD X 0.11"",0,0,"16.76625","0","24","SJP7401","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7402-3%5E4-50-BLACK.jpg,3M10483-ND,SJP7402-3/4-50-BLACK,3M,HOOK BLACK 3/4"" X 50YD X 0.11"",0,0,"16.76625","0","24","SJP7402","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7402-3%5E4-50-WHITE.jpg,3M10484-ND,SJP7402-3/4-50-WHITE,3M,HOOK WHITE 3/4"" X 50YD X 0.11"",0,0,"16.76625","0","24","SJP7402","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3401%20(BLACK)%201^.JPG,SJ340110B-10-ND,SJ-3401 (BLACK) 1"",3M,LOOP PLAIN BACK 1"" X 10YD BLACK,0,0,"17.42000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3402%20(BLACK)%201^.JPG,SJ340210B-10-ND,SJ-3402 (BLACK) 1"",3M,HOOK PLAIN BACK 1"" X 10YD BLACK,0,0,"17.42000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7401-1-50-BLACK.jpg,3M10479-ND,SJP7401-1-50-BLACK,3M,LOOP BLACK 1"" X 50YD X 0.11"",0,0,"19.73950","0","20","SJP7401","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7401-1-50-WHITE.jpg,3M10480-ND,SJP7401-1-50-WHITE,3M,LOOP WHITE 1"" X 50YD X 0.11"",0,0,"19.73950","0","20","SJP7401","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7402-1-50-BLACK.jpg,3M10485-ND,SJP7402-1-50-BLACK,3M,HOOK BLACK 1"" X 50YD X 0.11"",0,0,"19.73950","0","20","SJP7402","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7402-1-50-WHITE.jpg,3M10486-ND,SJP7402-1-50-WHITE,3M,HOOK WHITE 1"" X 50YD X 0.11"",0,0,"19.73950","0","20","SJP7402","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3402%20(WHITE)%201^.JPG,SJ340210W-10-ND,SJ-3402 (WHITE) 1"",3M,HOOK PLAIN BACK 1"" X 10YD WHITE,0,0,"19.78000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener.jpg,SJ340110W-25-ND,SJ-3401 (WHITE) 1"",3M,LOOP PLAIN BACK 1"" X 25YD WHITE,0,0,"26.06000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","75.00' (22.86m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ4570-Type.jpg,2-3-10-SJ4570-ND,2-3-10-SJ4570,3M (TC),LP RCLSBLE FSTNR 2""X3"" RCT 10PK,0,0,"28.40000","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Rectangular","3.000"" (76.20mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,2-3-10-SJ4575-ND,2-3-10-SJ4575,3M (TC),RCLSBLE FSTNR 2""X3"" RCTNGL 10PK,0,0,"28.89500","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Rectangular","3.000"" (76.20mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
