Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Container Type","Size / Dimension","Height","Area (L x W)","Design","Material","Color","Thickness","Features","Ratings","Material Flammability Rating"
http://www.hammondmfg.com/pdf2/1551USB3.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1551USB3TSK.jpg,HM1471-ND,1551USB3TSK,Hammond Manufacturing,BOX ABS TRAN/SMK 2.56""L X 1.18""W,647,2100,"2.97000","0","1","1551USB","Active","Box","2.559"" L x 1.181"" W (65.00mm x 30.00mm)","0.610"" (15.50mm)","3.02in² (19.5cm²)","Hand Held, Split Sides","Plastic, ABS","Translucent - Smoke","0.067"" (1.70mm)","PCB Supports","IP54","UL94 HB"
http://www.hammondmfg.com/pdf2/1551USB3.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1551USB3TRD.JPG,HM1472-ND,1551USB3TRD,Hammond Manufacturing,BOX ABS TRAN/RED 2.56""L X 1.18""W,242,727,"2.97000","0","1","1551USB","Active","Box","2.559"" L x 1.181"" W (65.00mm x 30.00mm)","0.610"" (15.50mm)","3.02in² (19.5cm²)","Hand Held, Split Sides","Plastic, ABS","Translucent - Red","0.067"" (1.70mm)","PCB Supports","IP54","UL94 HB"
http://www.hammondmfg.com/pdf2/1551USB3.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1551USB3CLR.jpg,HM1465-ND,1551USB3CLR,Hammond Manufacturing,BOX ABS TRAN/CLR 2.56""L X 1.18""W,239,1478,"2.97000","0","1","1551USB","Active","Box","2.559"" L x 1.181"" W (65.00mm x 30.00mm)","0.610"" (15.50mm)","3.02in² (19.5cm²)","Hand Held, Split Sides","Plastic, ABS","Translucent - Clear","0.067"" (1.70mm)","PCB Supports","IP54","UL94 HB"
https://www.hammfg.com/files/parts/pdf/1551CTSK.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1551CTSK.jpg,HM1630-ND,1551CTSK,Hammond Manufacturing,BOX ABS TRN SMOKE 2.56L X 1.18""W,116,1178,"2.97000","0","1","1551Mini","Active","Box","2.560"" L x 1.180"" W (65.02mm x 29.97mm)","0.610"" (15.49mm)","3.02in² (19.5cm²)","Split Sides","Plastic, ABS","Translucent - Smoke","0.070"" (1.78mm)","-","IP54","UL94 HB"
http://www.budind.com/pdf/hb1874.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CU-1874-G.jpg,377-1166-ND,CU-1874-G,Bud Industries,BOX ABS GRAY 5.31""L X 2.94""W,384,306,"3.00000","0","1","Utilibox Style F","Active","Box","5.308"" L x 2.942"" W (134.82mm x 74.73mm)","1.959"" (49.76mm)","15.6in² (101cm²)","Cover Included","Plastic, ABS","Gray","0.108"" (2.74mm)","Card Guides, PCB Supports","-","UL94 HB"
http://www.budind.com/pdf/hb3652.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/HP-3652-B.JPG,377-1652-ND,HP-3652-B,Bud Industries,BOX ABS BLACK 4.38""L X 2.95""W,573,1450,"3.20000","0","1","Style 2","Active","Box","4.380"" L x 2.953"" W (111.25mm x 75.00mm)","0.984"" (25.00mm)","12.9in² (83cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Black","0.120"" (3.05mm)","PCB Supports","-","UL94 HB"
http://www.hammondmfg.com/pdf/RL6105.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RL6105.JPG,HM1068-ND,RL6105,Hammond Manufacturing,BOX ABS GRAY 3.15""L X 2.36""W,736,746,"3.24000","0","1","RL","Active","Box","3.150"" L x 2.362"" W (80.00mm x 60.00mm)","1.181"" (30.00mm)","7.44in² (48.0cm²)","Cover Included","Plastic, ABS","Gray","0.105"" (2.67mm)","PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1593J.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1593JGY.jpg,HM867-ND,1593JGY,Hammond Manufacturing,BOX ABS GRAY 2.61""L X 2.61""W,2137,1779,"3.34000","0","1","1593","Active","Box","2.608"" L x 2.608"" W (66.24mm x 66.24mm)","1.083"" (27.51mm)","6.80in² (43.9cm²)","Hand Held, Cover Included","Plastic, ABS","Gray","-","PCB Supports","-","UL94 HB"
http://www.budind.com/pdf/hb741.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CU-741.JPG,377-1957-ND,CU-741,Bud Industries,BOX PLASTIC BLK 1.51""L X 2.26""W,203,7,"3.40000","0","1","Utilibox Style D","Active","Box","1.510"" L x 2.260"" W (38.35mm x 57.40mm)","0.785"" (19.94mm)","3.41in² (22.0cm²)","Cover Included","Plastic, Polystyrene","Black","0.075"" (1.91mm)","PCB Supports","-","-"
http://www.budind.com/pdf/hbcu18422.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/CU-18422-B.JPG,377-2275-ND,CU-18422-B,Bud Industries,BOX ABS BLACK 1.97""L X 2.02""W,235,547,"3.50000","0","1","Snap Utility","Active","Box, Potting","1.972"" L x 2.024"" W (50.10mm x 51.40mm)","1.063"" (27.00mm)","3.99in² (25.7cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Cable Management, Mounting Flange, PCB Supports, Wall Mount","-","UL94 HB"
http://www.budind.com/pdf/hb11850PXX.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PT-11850-PXX.JPG,377-1717-ND,PT-11850-PXX,Bud Industries,BOX ABS BLACK 3.09""L X 2.09""W,152,576,"3.70000","0","1","Plastibox Style M","Active","Box","3.086"" L x 2.085"" W (78.38mm x 52.96mm)","1.000"" (25.40mm)","6.43in² (41.5cm²)","Cover Included","Plastic, ABS","Black","-","-","-","UL94 V-0"
http://www.budind.com/pdf/hbdmb4769.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_DMB-4769.jpg,377-2638-ND,DMB-4769,Bud Industries,BOX ABS/PC GRAY 0.71""L X 3.55""W,163,679,"3.90000","0","1","DMB","Active","Box","0.713"" L x 3.551"" W (18.11mm x 90.20mm)","2.264"" (57.51mm)","2.52in² (16.3cm²)","Cover Included","Plastic, ABS/PC Blend","Gray","-","DIN Rail Mount","-","UL94 V-0"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-13839_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-13839_A.jpg,1568-1747-ND,PRT-13839,SparkFun Electronics,STOMP BOX ALUM 4.41""L X 2.40""W,264,0,"3.95000","0","1","-","Active","Stomp Box","4.409"" L x 2.402"" W (111.99mm x 61.01mm)","1.220"" (30.99mm)","10.6in² (68cm²)","Cover Included","Metal, Aluminum","Unpainted","0.079"" (2.00mm)","-","IP54","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/TOL-11527_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_TOL-11527.jpg,1568-1416-ND,TOL-11527,SparkFun Electronics,COMP STORAGE PLST .98X1.18"" 1=10,119,0,"3.95000","0","1","-","Active","Component Storage","0.984"" L x 1.181"" W (25.00mm x 30.00mm)","0.866"" (22.00mm)","1.16in² (7.5cm²)","Hinged Door, Lid","Plastic, Non Specified","Multiple","-","Compartments/Drawers - 10","-","-"
http://www.hammondmfg.com/pdf/1591M.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591MSBK.jpg,HM361-ND,1591MSBK,Hammond Manufacturing,BOX PLASTIC BLK 3.34""L X 2.21""W,390,4072,"4.35000","0","1","1591S","Active","Box","3.339"" L x 2.205"" W (84.80mm x 56.00mm)","1.023"" (25.98mm)","7.36in² (47.5cm²)","Cover Included","Plastic, Non Specified","Black","0.079"" (2.01mm)","Card Guides","IP54","-"
http://www.hammondmfg.com/pdf/1591XXAS.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591XXASBK.jpg,HM2024-ND,1591XXASBK,Hammond Manufacturing,BOX PLASTIC BLK 3.97""L X 2.02""W,131,1395,"4.35000","0","1","1591XXS","Active","Box","3.972"" L x 2.023"" W (100.89mm x 51.38mm)","1.053"" (26.75mm)","8.04in² (51.9cm²)","Cover Included","Plastic, Non Specified","Black","0.079"" (2.01mm)","PCB Supports","IP54","-"
http://www.budind.com/pdf/hb3642.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/HH-3642.JPG,377-1643-ND,HH-3642,Bud Industries,BOX ABS BLACK 3.48""L X 2.48""W,581,355,"4.45000","0","1","Grabbers Style P","Active","Box","3.484"" L x 2.480"" W (88.49mm x 62.99mm)","1.083"" (27.51mm)","8.64in² (55.7cm²)","Hand Held, Split Sides","Plastic, ABS","Black","0.079"" (2.01mm)","PCB Supports","-","UL94 V-0"
http://www.budind.com/pdf/hb793.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CU-793.jpg,377-1167-ND,CU-793,Bud Industries,BOX ABS BLACK 4.11""L X 2.23""W,387,158,"4.50000","0","1","Utilibox Style E","Active","Box","4.105"" L x 2.230"" W (104.27mm x 56.64mm)","2.000"" (50.80mm)","9.14in² (59.0cm²)","Cover Included","Plastic, ABS","Black","0.070"" (1.78mm)","PCB Supports","-","UL94 V-0"
http://www.hammondmfg.com/pdf/RL6215.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RL6215.JPG,HM1070-ND,RL6215,Hammond Manufacturing,BOX ABS GRAY 4.92""L X 3.15""W,413,446,"4.55000","0","1","RL","Active","Box","4.921"" L x 3.150"" W (124.99mm x 80.01mm)","1.378"" (35.00mm)","15.5in² (100cm²)","Cover Included","Plastic, ABS","Gray","0.080"" (2.03mm)","PCB Supports","IP54","-"
http://www.budind.com/pdf/hb1933.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/CU-1933MB.jpg,377-1756-ND,CU-1933-MB,Bud Industries,BOX ABS BLACK 3.12""L X 2.13""W,595,162,"4.60000","0","1","Utilibox Style L","Active","Box","3.120"" L x 2.130"" W (79.25mm x 54.10mm)","1.580"" (40.13mm)","6.65in² (42.9cm²)","Cover Included","Plastic, ABS","Black","-","Mounting Flange, PCB Supports","-","UL94 V-0"
http://www.hammondmfg.com/pdf/1591XXLS.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591XXLSBK.jpg,HM1542-ND,1591XXLSBK,Hammond Manufacturing,BOX PLASTIC BLK 3.43""L X 2.28""W,837,3073,"4.99000","0","1","1591XXS","Active","Box","3.427"" L x 2.279"" W (87.05mm x 57.89mm)","1.604"" (40.75mm)","7.81in² (50.4cm²)","Cover Included","Plastic, Non Specified","Black","0.079"" (2.01mm)","PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1591L.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591LSBK.JPG,HM100-ND,1591LSBK,Hammond Manufacturing,BOX PLASTIC BLK 3.35""L X 2.21""W,633,8358,"4.99000","0","1","1591S","Active","Box","3.346"" L x 2.205"" W (85.00mm x 56.00mm)","1.535"" (38.99mm)","7.38in² (47.6cm²)","Cover Included","Plastic, Non Specified","Black","0.079"" (2.01mm)","Card Guides","IP54","-"
http://www.hammondmfg.com/pdf/1591XXBSFL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591XXBSFLBK.jpg,HM2028-ND,1591XXBSFLBK,Hammond Manufacturing,BOX PLASTIC BLK 4.48""L X 2.49""W,449,9766,"4.99000","0","1","1591XXSFL","Active","Box","4.481"" L x 2.493"" W (113.82mm x 63.32mm)","1.289"" (32.74mm)","11.2in² (72cm²)","Cover Included","Plastic, Non Specified","Black","0.079"" (2.01mm)","Mounting Flange, PCB Supports","IP54","-"
https://www.hammfg.com/electronics/small-case/plastic/1591.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591LSFLBK.jpg,HM2014-ND,1591LSFLBK,Hammond Manufacturing,BOX PLSTC BLACK 3.35""L X 2.21""W,411,4297,"4.99000","0","1","1591FLS","Active","Box","3.346"" L x 2.205"" W (85.00mm x 56.00mm)","1.535"" (38.99mm)","7.38in² (47.6cm²)","Cover Included","Plastic, Polystyrene","Black","0.079"" (2.01mm)","Card Guides, Mounting Flange","IP54","-"
https://www.hammfg.com/electronics/small-case/plastic/1591.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591BSFLBK.jpg,HM1998-ND,1591BSFLBK,Hammond Manufacturing,BOX PLSTC BLACK 4.41""L X 2.44""W,311,868,"4.99000","0","1","1591FLS","Active","Box","4.409"" L x 2.441"" W (111.99mm x 62.00mm)","1.213"" (30.81mm)","10.7in² (69cm²)","Cover Included","Plastic, Polystyrene","Black","0.079"" (2.01mm)","Card Guides, Mounting Flange","IP54","-"
http://www.hammondmfg.com/pdf/1591XXBS.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591XXBSBK.jpg,HM2027-ND,1591XXBSBK,Hammond Manufacturing,BOX PLASTIC BLK 4.48""L X 2.49""W,126,2867,"4.99000","0","1","1591XXS","Active","Box","4.481"" L x 2.493"" W (113.82mm x 63.32mm)","1.289"" (32.74mm)","11.2in² (72cm²)","Cover Included","Plastic, Non Specified","Black","0.079"" (2.01mm)","PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1591XXLSFL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1591XXLSFLBK.JPG,HM1543-ND,1591XXLSFLBK,Hammond Manufacturing,BOX PLASTIC BLK 3.43""L X 2.28""W,118,2471,"4.99000","0","1","1591XXSFL","Active","Box","3.427"" L x 2.279"" W (87.05mm x 57.89mm)","1.604"" (40.75mm)","7.81in² (50.4cm²)","Cover Included","Plastic, Non Specified","Black","0.079"" (2.01mm)","Mounting Flange, PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1591XXM.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591XXMBK.jpg,HM3986-ND,1591XXMBK,Hammond Manufacturing,BOX ABS BLACK 3.4""L X 2.25""W,876,1828,"5.00000","0","1","1591XX","Active","Box","3.395"" L x 2.246"" W (86.23mm x 57.05mm)","1.063"" (27.00mm)","7.62in² (49.2cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Flame Retardant, PCB Supports","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591XXA.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591XXATBU.JPG,HM1051-ND,1591XXATBU,Hammond Manufacturing,BOX ABS TRN BLUE 3.97""L X 2.02""W,766,560,"5.00000","0","1","1591XXT","Active","Box","3.972"" L x 2.023"" W (100.89mm x 51.38mm)","1.053"" (26.75mm)","8.04in² (51.9cm²)","Cover Included","Plastic, ABS","Translucent - Blue","0.079"" (2.01mm)","Flame Retardant, PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1591XXA.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591XXABK.JPG,HM1036-ND,1591XXABK,Hammond Manufacturing,BOX ABS BLACK 3.97""L X 2.02""W,336,1664,"5.00000","0","1","1591XX","Active","Box","3.972"" L x 2.023"" W (100.89mm x 51.38mm)","1.053"" (26.75mm)","8.04in² (51.9cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Flame Retardant, PCB Supports","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591XXAFL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1591XXAFLBK.jpg,HM2023-ND,1591XXAFLBK,Hammond Manufacturing,BOX ABS BLACK 3.97""L X 2.02""W,303,2406,"5.00000","0","1","1591XXFL","Active","Box","3.972"" L x 2.023"" W (100.89mm x 51.38mm)","1.053"" (26.75mm)","8.04in² (51.9cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Flame Retardant, Mounting Flange, PCB Supports","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591MFL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591MFLGY.jpg,HM2015-ND,1591MFLGY,Hammond Manufacturing,BOX ABS GRAY 3.34""L X 2.21""W,219,934,"5.00000","0","1","1591FL","Active","Box","3.339"" L x 2.205"" W (84.80mm x 56.00mm)","1.023"" (25.98mm)","7.36in² (47.5cm²)","Cover Included","Plastic, ABS","Gray","0.079"" (2.01mm)","Card Guides, Flame Retardant, Mounting Flange","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591A.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591ABK.jpg,HM114-ND,1591ABK,Hammond Manufacturing,BOX ABS BLACK 3.94""L X 1.97""W,217,2762,"5.00000","0","1","1591","Active","Box","3.937"" L x 1.969"" W (100.00mm x 50.00mm)","0.977"" (24.82mm)","7.75in² (50.0cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591M.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591MBK.jpg,HM362-ND,1591MBK,Hammond Manufacturing,BOX ABS BLACK 3.34""L X 2.21""W,203,3404,"5.00000","0","1","1591","Active","Box","3.339"" L x 2.205"" W (84.80mm x 56.00mm)","1.023"" (25.98mm)","7.36in² (47.5cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591M.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591MGY.jpg,HM364-ND,1591MGY,Hammond Manufacturing,BOX ABS GRAY 3.34""L X 2.21""W,123,0,"5.00000","0","1","1591","Active","Box","3.339"" L x 2.205"" W (84.80mm x 56.00mm)","1.023"" (25.98mm)","7.36in² (47.5cm²)","Cover Included","Plastic, ABS","Gray","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/RL6225.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RL6225-F.jpg,HM1071-ND,RL6225,Hammond Manufacturing,BOX ABS GRAY 4.92""L X 3.15""W,286,389,"5.01000","0","1","RL","Active","Box","4.921"" L x 3.150"" W (124.99mm x 80.01mm)","1.969"" (50.00mm)","15.5in² (100cm²)","Cover Included","Plastic, ABS","Gray","0.111"" (2.82mm)","PCB Supports","IP54","-"
http://www.budind.com/pdf/hbpn1330.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PN-1330-DGMB.jpg,377-2151-ND,PN-1330-DGMB,Bud Industries,BOX ABS GRAY 2.06""L X 1.99""W,384,1336,"5.25000","0","1","PN","Active","Box","2.060"" L x 1.986"" W (52.32mm x 50.44mm)","1.379"" (35.03mm)","4.09in² (26.4cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
//media.digikey.com/pdf/Data%20Sheets/Flambeau%20PDFs/K206_Specs.pdf,//media.digikey.com/Photos/Flambeau%20Photos/6616KB.JPG,510-1025-ND,6616KM,Flambeau Inc.,BOX PLASTIC CLEAR 8""L X 4""W,762,0,"5.26000","0","1","K","Active","Box","8.000"" L x 4.000"" W (203.20mm x 101.60mm)","1.188"" (30.18mm)","32.0in² (206cm²)","Cover Included","Plastic, Styrene","Clear","-","-","-","-"
http://www.hammondmfg.com/pdf/1593P.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1593PGY.jpg,HM358-ND,1593PGY,Hammond Manufacturing,BOX ABS GRAY 3.62""L X 2.62""W,384,2427,"5.27000","0","1","1593","Active","Box","3.622"" L x 2.618"" W (92.00mm x 66.50mm)","1.098"" (27.89mm)","9.48in² (61.2cm²)","Hand Held, End Panel and Cover","Plastic, ABS","Gray","-","Battery Door, PCB Supports","-","UL94 HB"
http://www.hammondmfg.com/pdf/1593L.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1593LGY.jpg,HM967-ND,1593LGY,Hammond Manufacturing,BOX ABS GRAY 3.63""L X 2.61""W,573,965,"5.29000","0","1","1593","Active","Box","3.631"" L x 2.607"" W (92.23mm x 66.22mm)","1.102"" (27.99mm)","9.47in² (61.1cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Gray","-","PCB Supports","-","UL94 HB"
http://www.budind.com/pdf/hb3643.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/HH-3643.JPG,377-1644-ND,HH-3643,Bud Industries,BOX ABS BLACK 4.53""L X 3.29""W,399,1065,"5.30000","0","1","Grabbers Style P","Active","Box","4.528"" L x 3.288"" W (115.01mm x 83.52mm)","1.260"" (32.00mm)","14.9in² (96cm²)","Hand Held, Split Sides","Plastic, ABS","Black","0.079"" (2.01mm)","PCB Supports","-","UL94 V-0"
http://www.budind.com/pdf/hbcu18428.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/CU-18428-B.JPG,377-2281-ND,CU-18428-B,Bud Industries,BOX ABS BLACK 4.14""L X 2.82""W,122,0,"5.40000","0","1","Snap Utility","Active","Box, Potting","4.138"" L x 2.819"" W (105.10mm x 71.60mm)","1.398"" (35.51mm)","11.7in² (75cm²)","Cover Included","Plastic, ABS","Black","0.087"" (2.20mm)","Cable Management, Mounting Flange, PCB Supports, Wall Mount","-","UL94 HB"
http://www.hammondmfg.com/pdf/1593N.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1593NGY.jpg,HM964-ND,1593NGY,Hammond Manufacturing,BOX ABS GRAY 4.38""L X 2.95""W,273,1798,"5.45000","0","1","1593","Active","Box","4.380"" L x 2.953"" W (111.25mm x 75.00mm)","0.992"" (25.20mm)","12.9in² (83cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Gray","-","PCB Supports","-","UL94 HB"
http://www.budind.com/pdf/hb3241.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/CU-3240-MB.JPG,377-1977-ND,CU-3240-MB,Bud Industries,BOX ABS BLACK 3.34""L X 2.46""W,1835,785,"5.50000","0","1","Utilibox Style I","Active","Box","3.337"" L x 2.462"" W (84.76mm x 62.53mm)","1.100"" (27.94mm)","8.22in² (53.0cm²)","Cover Included","Plastic, ABS","Black","0.100"" (2.54mm)","Mounting Flange, PCB Supports","-","UL94 5VA"
http://www.hammondmfg.com/pdf/1591XXCS.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591XXCSBK.jpg,HM2030-ND,1591XXCSBK,Hammond Manufacturing,BOX PLASTIC BLK 4.78""L X 2.64""W,1164,1788,"5.50000","0","1","1591XXS","Active","Box","4.781"" L x 2.636"" W (121.44mm x 66.95mm)","1.644"" (41.76mm)","12.6in² (81cm²)","Cover Included","Plastic, Non Specified","Black","0.079"" (2.01mm)","PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1591XXCSFL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591XXCSFLBK.jpg,HM2031-ND,1591XXCSFLBK,Hammond Manufacturing,BOX PLASTIC BLK 4.78""L X 2.64""W,1089,6644,"5.50000","0","1","1591XXSFL","Active","Box","4.781"" L x 2.636"" W (121.44mm x 66.95mm)","1.644"" (41.76mm)","12.6in² (81cm²)","Cover Included","Plastic, Non Specified","Black","0.079"" (2.01mm)","Mounting Flange, PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1591C.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591CSBK.jpg,HM104-ND,1591CSBK,Hammond Manufacturing,BOX PLASTIC BLK 4.72""L X 2.56""W,527,2697,"5.50000","0","1","1591S","Active","Box","4.724"" L x 2.559"" W (120.00mm x 65.00mm)","1.567"" (39.80mm)","12.1in² (78cm²)","Cover Included","Plastic, Non Specified","Black","0.079"" (2.01mm)","Card Guides","IP54","-"
http://www.hammondmfg.com/pdf/1553AA.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1553AABK.jpg,HM432-ND,1553AABK,Hammond Manufacturing,BOX ABS BLACK 2.95""L X 1.97""W,198,4985,"5.50000","0","1","1553","Active","Box","2.953"" L x 1.972"" W (75.00mm x 50.08mm)","0.669"" (16.99mm)","5.81in² (37.5cm²)","Hand Held, Split Sides","Plastic, ABS","Black","0.079"" (2.01mm)","PCB Supports","-","UL94 HB"
http://www.hammondmfg.com/pdf/1591LFL.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591LFLBK.jpg,HM847-ND,1591LFLBK,Hammond Manufacturing,BOX ABS BLACK 3.35""L X 2.21""W,390,1782,"5.56000","0","1","1591FL","Active","Box","3.346"" L x 2.205"" W (85.00mm x 56.00mm)","1.535"" (38.99mm)","7.38in² (47.6cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant, Mounting Flange","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591L.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591LGY.jpg,HM138-ND,1591LGY,Hammond Manufacturing,BOX ABS GRAY 3.35""L X 2.21""W,269,2307,"5.56000","0","1","1591","Active","Box","3.346"" L x 2.205"" W (85.00mm x 56.00mm)","1.535"" (38.99mm)","7.38in² (47.6cm²)","Cover Included","Plastic, ABS","Gray","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591XXB.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591XXBTBU.JPG,HM1052-ND,1591XXBTBU,Hammond Manufacturing,BOX ABS TRN BLUE 4.48""L X 2.49""W,144,1109,"5.56000","0","1","1591XXT","Active","Box","4.481"" L x 2.493"" W (113.82mm x 63.32mm)","1.289"" (32.74mm)","11.2in² (72cm²)","Cover Included","Plastic, ABS","Translucent - Blue","0.079"" (2.01mm)","Flame Retardant, PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1591B.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591BGY.jpg,HM140-ND,1591BGY,Hammond Manufacturing,BOX ABS GRAY 4.41""L X 2.44""W,129,2738,"5.56000","0","1","1591","Active","Box","4.409"" L x 2.441"" W (111.99mm x 62.00mm)","1.213"" (30.81mm)","10.7in² (69cm²)","Cover Included","Plastic, ABS","Gray","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
http://www.keyelco.com/product-pdf.cfm?p=1607,//media.digikey.com/photos/Keystone%20Elect%20Photos/703.jpg,36-703-ND,703,Keystone Electronics,BOX PLASTIC BLACK 4""L X 2.88""W,979,0,"5.58000","0","1","700","Active","Box","4.000"" L x 2.875"" W (101.60mm x 73.03mm)","1.562"" (39.67mm)","11.5in² (74cm²)","Open End(s)","Plastic, Phenolic","Black","0.125"" (3.18mm)","-","-","-"
http://www.budind.com/pdf/hb5700.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CN-5700.jpg,377-1511-ND,CN-5700,Bud Industries,BOX ALUM NAT 2.36""L X 2.16""W,419,106,"5.70000","0","1","CN","Active","Box","2.362"" L x 2.161"" W (59.99mm x 54.89mm)","1.224"" (31.09mm)","5.10in² (32.9cm²)","Cover Included","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides, Sealed","IP66, NEMA 1,2,4,4X,12,13","-"
