Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Style","Number of Units","Dimensions - Panel","Dimensions - Overall","Door","Features","Mounting Rails","Ventilation","Material","Color"
https://www.belden.com/hubfs/resources/technical/catalogs/rack-and-cabinet-systems-catalog.pdf,-,XDR8419-310N-ND,XDR8419-310N,Belden Inc.,RELAY RACK 84""X 19"" MTG 3""CHAN,0,0,"247.33000","0","1","XDR","Active","Open Rack","Open Rack, Single Frame","45U","-","84.000"" H (2133.60mm)","Doorless","-","One Pair","-","Metal, Steel","Black"
http://www.budind.com/pdf/hb9902.pdf,-,EC-9906-BT-ND,EC-9906-BT,Bud Industries,CAB 14"" PS 16.06X 21.06 X 15.5"",0,1,"247.60000","0","1","Econocab","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","8U","14.500"" L x 17.812"" W x 14.062"" H (368.30mm x 452.42mm x 357.17mm)","15.500"" L x 21.060"" W x 16.060"" H (393.70mm x 534.92mm x 407.92mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Black"
http://www.budind.com/pdf/hb9902.pdf,-,EC-9906-S-ND,EC-9906-S,Bud Industries,CAB 14"" PS 16.06X 21.06 X 15.5"",0,0,"247.60000","0","1","Econocab","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","8U","14.500"" L x 17.812"" W x 14.062"" H (368.30mm x 452.42mm x 357.17mm)","15.500"" L x 21.060"" W x 16.060"" H (393.70mm x 534.92mm x 407.92mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Sand"
http://www.hammondmfg.com/pdf/RCHS1901017.pdf,-,RCHS1901017LG1-ND,RCHS1901017LG1,Hammond Manufacturing,RACK STEEL 17.5X21X12.5 GRY,0,7,"248.50000","0","1","RCHS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","6U","16.250"" L x 17.810"" W x 10.560"" H (412.75mm x 452.37mm x 268.22mm)","17.500"" L x 21.000"" W x 12.500"" H (444.50mm x 533.40mm x 317.50mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/RCHV_Series(Heavy_Duty).pdf,-,RCHV1900817LG1-ND,RCHV1900817LG1,Hammond Manufacturing,RACK STEEL 17.5X21X10.75 GRY,0,5,"248.50000","0","1","RCHV","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","5U","16.250"" L x 17.810"" W x 8.810"" H (412.75mm x 452.37mm x 223.77mm)","17.500"" L x 21.000"" W x 10.750"" H (444.50mm x 533.40mm x 273.05mm)","Doorless","Handles","Two Pair","Sides","Metal, Steel","Gray"
http://www.budind.com/pdf/hb1263.pdf,-,377-1283-ND,RR-1366-BT,Bud Industries,RACK OPEN RELAY 77"" X 19"" BLACK,0,58,"251.10000","0","1","RR","Active","Open Rack","Open Rack, Single Frame","44U","3.000"" L x 17.938"" W x 77.000"" H (76.20mm x 455.63mm x 1955.80mm)","22.000"" L x 19.969"" W x 81.125"" H (558.80mm x 507.21mm x 2060.58mm)","Doorless","Mounting Brackets","One Pair","Non-Vented","Metal, Steel","Black"
http://www.budind.com/pdf/hb1263.pdf,-,377-1284-ND,RR-1366-MG,Bud Industries,RACK OPEN RELAY 77"" X 19"" GRAY,0,5,"251.10000","0","1","RR","Active","Open Rack","Open Rack, Single Frame","44U","3.000"" L x 17.938"" W x 77.000"" H (76.20mm x 455.63mm x 1955.80mm)","22.000"" L x 19.969"" W x 81.125"" H (558.80mm x 507.21mm x 2060.58mm)","Doorless","Mounting Brackets","One Pair","Non-Vented","Metal, Steel","Gray"
https://assets.tripplite.com/product-pdfs/en/srw6udp.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRW6UDP_primary.jpg,SRW6UDP-ND,SRW6UDP,Tripp Lite,6UWALL MNT RACK ENC 15X24X22,0,0,"252.37000","0","1","SmartRack™","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","6U","20.500"" L x 10.500"" H (520.70mm x 266.70mm)","21.709"" L x 23.618"" W x 14.571"" H (551.40mm x 599.90mm x 370.10mm)","Steel","Cable Entry Systems, Locking, Removable Sides, Wall Mount","One Pair","Front, Sides","Metal, Steel","Black"
http://www.panduit.com/heiler/PartDrawings/C-RKR2PS--ENG.pdf,-,R2PS-ND,R2PS,Panduit Corp,STEEL STANDARD RACK 84 H 2134MM,0,0,"254.03000","0","1","NetRunner™","Active","Open Rack","Open Rack, Single Frame","45U","-","15.000"" L x 20.310"" W x 84.000"" H (381.00mm x 515.87mm x 2133.60mm)","Doorless","Front and Rear Access","One Pair","-","Metal, Steel","Black"
https://www.hammfg.com/dci/products/accessories/ras.pdf,-,RCBS1901224BK1-ND,RCBS1901224BK1,Hammond Manufacturing,RACK STEEL 24.5X21X14.3 BLK,0,4,"256.90000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","7U","24.500"" L x 17.810"" W x 12.280"" H (622.30mm x 452.37mm x 311.91mm)","24.500"" L x 21.000"" W x 14.250"" H (622.30mm x 533.40mm x 361.95mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Black"
https://www.hammfg.com/dci/products/accessories/ras.pdf,-,RCBS1901224LG1-ND,RCBS1901224LG1,Hammond Manufacturing,RACK STEEL 24.5X21X14.3 GRY,0,4,"256.90000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","7U","24.500"" L x 17.810"" W x 12.280"" H (622.30mm x 452.37mm x 311.91mm)","24.500"" L x 21.000"" W x 14.250"" H (622.30mm x 533.40mm x 361.95mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
https://www.belden.com/hubfs/resources/technical/technical-data/english/XWR-4819-18.pdf,-,XWR-4819-18-ND,XWR-4819-18,Belden Inc.,48""WALL MNT SWING RACK 18""DEEP,0,0,"257.95000","0","1","XWR","Active","Swing Frame","Open Rack, Single Frame","26U","-","18.000"" L x 19.750"" W x 48.000"" H (457.20mm x 501.65mm x 1219.20mm)","Doorless","-","One Pair","-","Metal, Steel","Black"
http://www.budind.com/pdf/hb8080.pdf,-,UN-8080-ND,UN-8080,Bud Industries,CABINET NETWORK 21"" X 22"" X 6"",0,0,"259.35000","0","1","UN","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","12U","3.500"" L x 17.938"" W x 20.906"" H (88.90mm x 455.63mm x 531.01mm)","6.312"" L x 22.250"" W x 21.032"" H (160.32mm x 565.15mm x 534.21mm)","Steel","Cable Entry Systems, Wall Mount","One Pair","Sides","Metal, Steel","Sand"
http://www.budind.com/pdf/hb1276nf.pdf,"//media.digikey.com/photos/BUD%20Industries%20Photos/mfgARR-1272,ARR-1276,ARR-1294,ARR-1296.jpg",ARR-1296-BT-ND,ARR-1296-BT,Bud Industries,RACK ALUMINUM RELAY 42"" X 23"",0,1,"260.00000","0","1","ARR","Active","Open Rack","Open Rack, Single Frame","24U","3.000"" L x 21.752"" W x 42.000"" H (76.20mm x 552.51mm x 1066.80mm)","15.000"" L x 24.250"" W x 49.938"" H (381.00mm x 615.95mm x 1268.43mm)","Doorless","Mounting Brackets","-","Non-Vented","Metal, Aluminum","Black"
http://www.panduit.com/heiler/PartDrawings/C-RKR2P48--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_R2P48.jpg,R2P48-ND,R2P48,Panduit Corp,STANDARD RACK - 48 HIGH 1219MM,0,0,"260.37000","0","1","-","Active","Open Rack","Open Rack, Single Frame","24U","-","15.000"" L x 20.310"" W x 48.000"" H (381.00mm x 515.87mm x 1219.20mm)","Doorless","Front and Rear Access","One Pair","-","Metal, Aluminum","Black"
http://www.hammondmfg.com/pdf/RCHS1901417.pdf,-,RCHS1901417LG1-ND,RCHS1901417LG1,Hammond Manufacturing,RACK STEEL 17.5X21X16 GRY,0,7,"263.90000","0","1","RCHS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","8U","16.250"" L x 17.810"" W x 14.060"" H (412.75mm x 452.37mm x 357.12mm)","17.500"" L x 21.000"" W x 16.000"" H (444.50mm x 533.40mm x 406.40mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
https://www.hammfg.com/electrical/products/commercial/cmc.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CMC202010.jpg,CMC303010-ND,CMC303010,Hammond Manufacturing,RACK STEEL 10X30X30 GRY,0,72,"264.78000","0","1","CMC","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","-","-","10.000"" L x 30.000"" W x 30.000"" H (254.00mm x 762.00mm x 762.00mm)","Steel","Dual Door, Quarter Turn Latches","-","Non-Vented","Metal, Steel","Gray"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MI3023007CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_T24PPR.jpg,T24PPR-ND,T24PPR,HellermannTyton,12U WLL MNT SWING-OUT RK 18"",0,0,"266.35000","0","1","-","Active","Open Rack","Open Rack, Double Frame","12U","21.000"" H (533.40mm)","18.000"" L x 20.750"" W x 24.000"" H (457.20mm x 527.05mm x 609.60mm)","Doorless","-","One Pair","-","Metal, Steel","Black"
https://www.belden.com/hubfs/resources/technical/technical-data/english/XWM-2406-SD-2.pdf,-,XWM-2406-SD-2-ND,XWM-2406-SD-2,Belden Inc.,ENCLOSURE 24"" WALL MT 4"" DP,0,0,"267.83000","0","1","XWM","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","12U","-","6.000"" L x 21.250"" W x 24.000"" H (152.40mm x 539.75mm x 609.60mm)","Steel","-","-","Bottom, Top","Metal, Steel","Beige"
http://www.budind.com/pdf/hb9920.pdf,-,VC-9923-ND,VC-9923,Bud Industries,CABINT VISNCB 30.27X23.62X17.72"",0,3,"268.65000","0","1","VisionCab","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","15U","11.220"" L x 17.720"" W x 26.250"" H (284.99mm x 450.09mm x 666.75mm)","17.720"" L x 23.620"" W x 30.270"" H (450.09mm x 599.95mm x 768.86mm)","Glass","Fan Top, Removable Sides","Two Pair","Non-Vented","Metal, Steel","Black"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/RCHV_Series(Heavy_Duty).pdf,-,RCHV1901017LG1-ND,RCHV1901017LG1,Hammond Manufacturing,RACK STEEL 17.5X21X12.5 GRY,0,6,"270.20000","0","1","RCHV","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","6U","16.250"" L x 17.810"" W x 10.560"" H (412.75mm x 452.37mm x 268.22mm)","17.500"" L x 21.000"" W x 12.500"" H (444.50mm x 533.40mm x 317.50mm)","Doorless","Handles","Two Pair","Sides","Metal, Steel","Gray"
http://www.budind.com/pdf/hb9920.pdf,-,VC-9931B-ND,VC-9931-B,Bud Industries,VISIONCAB B 19.72X23.62X23.62"",0,13,"271.95000","0","1","VisionCab","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","9U","17.170"" L x 17.720"" W x 15.750"" H (436.12mm x 450.09mm x 400.05mm)","23.620"" L x 23.620"" W x 19.720"" H (599.95mm x 599.95mm x 500.89mm)","Glass","Fan Top, Removable Sides","Two Pair","Non-Vented","Metal, Steel","Black"
http://www.budind.com/pdf/hb9930.pdf,-,377-1582-ND,VC-9931,Bud Industries,CABINT VISNCB 20.54X23.62X23.62"",0,3,"272.30000","0","1","VisionCab","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","9U","17.170"" L x 17.720"" W x 15.750"" H (436.12mm x 450.09mm x 400.05mm)","23.620"" L x 23.620"" W x 20.540"" H (599.95mm x 599.95mm x 521.72mm)","Glass","Fan Top, Removable Sides","Two Pair","Non-Vented","Metal, Steel","Black"
http://www.budind.com/pdf/hb2242.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/WRR-2242.jpg,WRR-2242-ND,WRR-2242,Bud Industries,RACK WALL MOUNT RELAY 42"" X 19"",0,6,"273.00000","0","1","-","Active","Open Rack","Open Rack, Single Frame","24U","8.000"" L x 17.752"" W x 42.000"" H (203.20mm x 450.90mm x 1066.80mm)","8.094"" L x 20.500"" W x 49.863"" H (227.08mm x 520.70mm x 1266.52mm)","Doorless","Wall Mount","One Pair","Non-Vented","Metal, Aluminum","Natural"
http://www.hammondmfg.com/pdf/RCHS1901717.pdf,-,RCHS1901717LG1-ND,RCHS1901717LG1,Hammond Manufacturing,RACK STEEL 17.5X21X19.5 GRY,0,5,"273.70000","0","1","RCHS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","10U","16.110"" L x 17.810"" W x 17.560"" H (409.19mm x 452.37mm x 446.02mm)","17.500"" L x 21.000"" W x 19.500"" H (444.50mm x 533.40mm x 495.30mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
https://www.hammfg.com/dci/products/accessories/ras.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RCBS1901424BK1.jpg,RCBS1901424BK1-ND,RCBS1901424BK1,Hammond Manufacturing,RACK STEEL 24.5X21X16 BLK,0,7,"275.10000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","8U","24.500"" L x 17.810"" W x 14.030"" H (622.30mm x 452.37mm x 356.36mm)","24.500"" L x 21.000"" W x 16.000"" H (622.30mm x 533.40mm x 406.40mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Black"
https://www.hammfg.com/dci/products/accessories/ras.pdf,-,RCBS1901424LG1-ND,RCBS1901424LG1,Hammond Manufacturing,RACK STEEL 24.5X21X16 GRY,0,3,"275.10000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","8U","24.500"" L x 17.810"" W x 14.030"" H (622.30mm x 452.37mm x 356.36mm)","24.500"" L x 21.000"" W x 16.000"" H (622.30mm x 533.40mm x 406.40mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
http://www.budind.com/pdf/hb1272.pdf,"//media.digikey.com/photos/BUD%20Industries%20Photos/mfgARR-1272,ARR-1276,ARR-1294,ARR-1296.jpg",ARR-1294-NF-ND,ARR-1294-NF,Bud Industries,RACK ALUMINUM RELAY 77"" X 23"",0,10,"275.55000","0","1","ARR","Active","Open Rack","Open Rack, Single Frame","44U","3.000"" L x 21.752"" W x 77.000"" H (76.20mm x 552.51mm x 1955.80mm)","15.000"" L x 24.250"" W x 84.125"" H (381.00mm x 615.95mm x 2136.78mm)","Doorless","Mounting Brackets","-","Non-Vented","Metal, Aluminum","Natural"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/RCHV_Series(Heavy_Duty).pdf,-,RCHV1901417LG1-ND,RCHV1901417LG1,Hammond Manufacturing,RACK STEEL 17.5X21X16 GRY,0,2,"279.30000","0","1","RCHV","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","8U","16.250"" L x 17.810"" W x 14.060"" H (412.75mm x 452.37mm x 357.12mm)","17.500"" L x 21.000"" W x 16.000"" H (444.50mm x 533.40mm x 406.40mm)","Doorless","Handles","Two Pair","Sides","Metal, Steel","Gray"
http://www.hammondmfg.com/pdf/DNRR63HDKB.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNRR63HDKB.jpg,DNRR63HDKB-ND,DNRR63HDKB,Hammond Manufacturing,RACK STEEL 15X20.6X69.1 BLK,0,16,"280.00000","0","1","DNRR","Active","Open Rack","Open Rack, Single Frame","36U","3.000"" L x 17.750"" W x 63.130"" H (76.20mm x 450.85mm x 1603.50mm)","15.000"" L x 20.560"" W x 69.130"" H (381.20mm x 522.22mm x 1755.90mm)","Doorless","Mounting Brackets","One Pair","-","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/RCHS1902217.pdf,-,RCHS1902217LG1-ND,RCHS1902217LG1,Hammond Manufacturing,RACK STEEL 17.5X21X24.75 GRY,0,4,"286.30000","0","1","RCHS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","13U","16.250"" L x 17.810"" W x 22.810"" H (412.75mm x 452.37mm x 579.37mm)","17.500"" L x 21.000"" W x 24.750"" H (444.50mm x 533.40mm x 628.65mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/RCHV_Series(Heavy_Duty).pdf,-,RCHV1901717LG1-ND,RCHV1901717LG1,Hammond Manufacturing,RACK STEEL 17.5X21X19.5 GRY,0,21,"287.00000","0","1","RCHV","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","10U","16.110"" L x 17.810"" W x 17.560"" H (409.19mm x 452.37mm x 446.02mm)","17.500"" L x 21.000"" W x 19.500"" H (444.50mm x 533.40mm x 495.30mm)","Doorless","Handles","Two Pair","Sides","Metal, Steel","Gray"
https://assets.tripplite.com/product-pdfs/en/srw9ug.pdf,-,SRW9UG-ND,SRW9UG,Tripp Lite,9UWALL MNT RACK ENC 20X24X18,0,0,"290.10000","0","1","SmartRack™","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","9U","16.500"" W (419.10mm)","26.100"" L x 20.100"" W x 22.700"" H (662.94mm x 510.54mm x 576.58mm)","Steel","Locking, Wall Mountable, Window","Two Pair","Bottom, Sides, Top","Metal, Steel","Black"
https://www.hammfg.com/files/parts/pdf/C3RMC271310.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C3RMC202010.jpg,C3RMC271310-ND,C3RMC271310,Hammond Manufacturing,3R METERING CABINET 27X13X10,0,4,"291.90000","0","1","C3RMC","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","-","-","10.000"" L x 13.000"" W x 27.000"" H (254.00mm x 330.20mm x 685.80mm)","Steel","Removable Door, Single Door, Single Access","-","Non-Vented","Metal, Steel","Gray"
http://www.budind.com/pdf/hb2242.pdf,-,WRR-2243-ND,WRR-2243,Bud Industries,RACK WALL MOUNT RELAY 42"" X 19"",0,1,"294.00000","0","1","-","Active","Open Rack","Open Rack, Single Frame","24U","12.000"" L x 17.752"" W x 42.000"" H (304.80mm x 450.90mm x 1066.80mm)","12.094"" L x 20.500"" W x 49.863"" H (307.19mm x 520.70mm x 1266.52mm)","Doorless","Wall Mount","One Pair","Non-Vented","Metal, Aluminum","Natural"
https://www.belden.com/hubfs/resources/technical/catalogs/rack-and-cabinet-systems-catalog.pdf,-,XDR8419-310N1M-ND,XDR8419-310N1M,Belden Inc.,RELAY RACK 84""X 19"" MTG 3""CHAN,0,0,"294.01000","0","1","XDR","Active","Open Rack","Open Rack, Single Frame","45U","-","84.000"" H (2133.60mm)","Doorless","-","One Pair","-","Metal, Steel","Black"
https://www.belden.com/hubfs/resources/technical/catalogs/rack-and-cabinet-systems-catalog.pdf,-,XDR8419-312N1M-ND,XDR8419-312N1M,Belden Inc.,RELAY RACK 84""X 19"" MTG 3""CHAN,0,0,"294.01000","0","1","XDR","Active","Open Rack","Open Rack, Single Frame","45U","-","84.000"" H (2133.60mm)","Doorless","-","One Pair","-","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/RCHS1901024.pdf,-,RCHS1901024LG1-ND,RCHS1901024LG1,Hammond Manufacturing,RACK STEEL 24.5X21X12.5 GRY,0,10,"294.70000","0","1","RCHS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","6U","23.250"" L x 17.810"" W x 10.560"" H (590.55mm x 452.37mm x 268.22mm)","24.500"" L x 21.000"" W x 12.500"" H (622.30mm x 533.40mm x 317.50mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/RCHV_Series(Heavy_Duty).pdf,-,RCHV1901024LG1-ND,RCHV1901024LG1,Hammond Manufacturing,RACK STEEL 24.5X21X12.5 GRY,0,19,"294.70000","0","1","RCHV","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","6U","23.250"" L x 17.810"" W x 10.560"" H (590.55mm x 452.37mm x 268.22mm)","24.500"" L x 21.000"" W x 12.500"" H (622.30mm x 533.40mm x 317.50mm)","Doorless","Handles","Two Pair","Sides","Metal, Steel","Gray"
http://www.budind.com/pdf/hb9920.pdf,-,VC-9924-ND,VC-9924,Bud Industries,CABINT VISNCB 35.4X23.62X17.72"",0,1,"296.30000","0","1","VisionCab","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","18U","11.220"" L x 17.720"" W x 31.500"" H (284.99mm x 450.09mm x 800.10mm)","17.720"" L x 23.620"" W x 35.400"" H (450.09mm x 599.95mm x 899.16mm)","Glass","Fan Top, Removable Sides","Two Pair","Non-Vented","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/DNRR63HDW.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DC2R44.jpg,HM689-ND,DNRR63HDW,Hammond Manufacturing,RACK STEEL 15X20.6X69.1 BLK,0,12,"297.50000","0","1","DNRR","Active","Open Rack","Open Rack, Single Frame","36U","3.000"" L x 17.750"" W x 63.120"" H (76.20mm x 450.85mm x 1603.25mm)","15.000"" L x 20.560"" W x 69.120"" H (381.20mm x 522.22mm x 1755.65mm)","Doorless","Mounting Brackets","One Pair","-","Metal, Steel","Black"
https://www.hammfg.com/files/parts/pdf/C3RMC202010.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C3RMC202010.jpg,C3RMC202010-ND,C3RMC202010,Hammond Manufacturing,3R METERING CABINET 20X20X10,0,4,"303.37000","0","1","C3RMC","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","-","-","10.000"" L x 20.000"" W x 20.000"" H (254.00mm x 508.00mm x 508.00mm)","Steel","Removable Door, Single Door, Single Access","-","Non-Vented","Metal, Steel","Gray"
https://assets.tripplite.com/product-pdfs/en/srw12u13.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRW12U13.jpg,SRW12U13-ND,SRW12U13,Tripp Lite,12U WALL MNT RACK ENC 25X24X13,0,0,"305.71000","0","1","SmartRack™","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","12U","13.000"" L x 17.720"" W x 21.550"" H (330.20mm x 450.09mm x 547.37mm)","13.000"" L x 23.620"" W x 25.080"" H (330.20mm x 599.95mm x 637.03mm)","Steel","Cable Entry Systems, Locking, Removable Sides, Wall Mount","One Pair","Front, Sides","Metal, Steel","Black"
http://www.budind.com/pdf/hb9920.pdf,-,VC-9932B-ND,VC-9932-B,Bud Industries,VISIONCAB B 25.00X23.62X23.62"",0,2,"311.30000","0","1","VisionCab","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","12U","17.170"" L x 17.720"" W x 21.000"" H (436.12mm x 450.09mm x 533.40mm)","23.620"" L x 23.620"" W x 25.000"" H (599.95mm x 599.95mm x 635.00mm)","Glass","Fan Top, Removable Sides","Two Pair","Non-Vented","Metal, Steel","Black"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/RCHV_Series(Heavy_Duty).pdf,-,RCHV1902217LG1-ND,RCHV1902217LG1,Hammond Manufacturing,RACK STEEL 17.5X21X24.75 GRY,0,1,"312.90000","0","1","RCHV","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","13U","16.250"" L x 17.810"" W x 22.810"" H (412.75mm x 452.37mm x 579.37mm)","17.500"" L x 21.000"" W x 24.750"" H (444.50mm x 533.40mm x 628.65mm)","Doorless","Handles","Two Pair","Sides","Metal, Steel","Gray"
https://www.belden.com/hubfs/resources/technical/technical-data/english/XWM-3606-SD-2.pdf,-,XWM-3606-SD-2-ND,XWM-3606-SD-2,Belden Inc.,ENCLOSURE 36"" WALL MT 4"" DP,0,0,"316.82000","0","1","XWM","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","18U","-","6.000"" L x 21.250"" W x 36.000"" H (152.40mm x 539.75mm x 914.40mm)","Steel","-","-","Bottom, Top","Metal, Steel","Beige"
https://www.belden.com/hubfs/resources/technical/catalogs/rack-and-cabinet-systems-catalog.pdf,-,XDR8419-310-W-ND,XDR8419-310-W,Belden Inc.,RELAY RACK 84""X 19"" 3""CHAN WHT,0,0,"317.78000","0","1","XDR","Active","Open Rack","Open Rack, Single Frame","45U","-","84.000"" H (2133.60mm)","Doorless","-","One Pair","-","Metal, Steel","Black"
http://www.budind.com/pdf/hb1555.pdf,-,C-1555-ND,C-1555,Bud Industries,CABINET SLOPING PANEL PRESTIGE,0,0,"320.40000","0","1","-","Active","Sloping Panel Prestige Cabinet","Enclosed, Bottom, Sides, Top","6U","9.312"" L x 17.937"" W x 10.500"" H (236.52mm x 455.60mm x 266.70mm)","14.187"" L x 22.000"" W x 11.906"" H (360.35mm x 558.80mm x 302.41mm)","Doorless","Removable Sides","One Pair","Back","Metal, Steel","Gray"
http://www.hammondmfg.com/pdf/RCHS1901424.pdf,-,RCHS1901424LG1-ND,RCHS1901424LG1,Hammond Manufacturing,RACK STEEL 24.5X21X16 GRY,0,13,"324.10000","0","1","RCHS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","8U","23.250"" L x 17.810"" W x 14.060"" H (590.55mm x 452.37mm x 357.12mm)","24.500"" L x 21.000"" W x 16.000"" H (622.30mm x 533.40mm x 406.40mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
http://www.hammondmfg.com/pdf/DNRR77HDW.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNRR63HDKB.jpg,HM691-ND,DNRR77HDW,Hammond Manufacturing,RACK STEEL 15X20.6X83.1 BLK,0,25,"325.50000","0","1","DNRR","Active","Open Rack","Open Rack, Single Frame","44U","3.000"" L x 17.750"" W x 77.120"" H (76.20mm x 450.85mm x 1958.85mm)","15.000"" L x 20.560"" W x 83.120"" H (381.00mm x 522.22mm x 2111.25mm)","Doorless","Mounting Brackets","One Pair","-","Metal, Steel","Black"
http://www.budind.com/pdf/hb2242.pdf,-,WRR-2244-ND,WRR-2244,Bud Industries,RACK WALL MOUNT RELAY 42"" X 19"",0,5,"325.50000","0","1","-","Active","Open Rack","Open Rack, Single Frame","24U","18.000"" L x 17.752"" W x 42.000"" H (457.20mm x 450.90mm x 1066.80mm)","18.094"" L x 20.500"" W x 49.863"" H (459.59mm x 520.70mm x 1266.52mm)","Doorless","Wall Mount","One Pair","Non-Vented","Metal, Aluminum","Natural"
http://www.budind.com/pdf/hb9930.pdf,-,377-1583-ND,VC-9932,Bud Industries,CABINT VISNCB 25.79X23.62X23.62"",0,0,"326.10000","0","1","VisionCab","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","12U","17.170"" L x 17.720"" W x 21.000"" H (436.12mm x 450.09mm x 533.40mm)","23.620"" L x 23.620"" W x 25.790"" H (599.95mm x 599.95mm x 655.07mm)","Glass","Fan Top, Removable Sides","Two Pair","Non-Vented","Metal, Steel","Black"
http://www.panduit.com/heiler/PartDrawings/C-RKR2P79--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_R2P_Rack.jpg,R2P79-ND,R2P79,Panduit Corp,6.5 FOOT CABLE MANAGEMENT RACK,0,0,"328.33000","0","1","PatchRunner™","Active","Open Rack","Open Rack, Single Frame","42U","-","15.000"" L x 20.310"" W x 79.000"" H (381.00mm x 515.87mm x 2006.60mm)","Doorless","Front and Rear Access","One Pair","-","Metal, Aluminum","Black"
