Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Utilized IC / Part","Interconnect System","Suggested Programming Environment","Included MCU/MPU Board(s)","Contents"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0008_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0008.jpg,PIS-0008-ND,PIS-0008,Pi Supply,LAIKA EXPLORER BOARD - ROBOTICS,0,0,"48.99000","0","14","Laika™","Active","Robot Components","-","-","-","-","Board"
http://image.dfrobot.com/image/data/ROB0025/ROB0025-Instruction%20Mannual%20V2.0.pdf,-,ROB0025-ND,ROB0025,DFRobot,BARON-4WD ARDUINO MOBILE ROBOT P,0,0,"51.40000","0","1","Baron","Active","Wheeled","-","-","-","-","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
http://image.dfrobot.com/image/data/ROB0055/Rover%205%20Introduction.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0055-E.jpg,ROB0055-E-ND,ROB0055-E,DFRobot,ROVER 5 TANK CHASSIS (2 MOTORS W,0,0,"52.79000","0","1","Rover 5","Active","Tank Tread","-","-","-","-","Assembled Tread Chassis"
http://globalspecialties.com/programmable-robotics/arx-stem-video-based-curriculum/download/1490_75291d471ce285a1b209ca89a92fbd28.html,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_ARX-PARTS.jpg,ARX-PARTS-ND,ARX-PARTS,Global Specialties,SPARE PARTS,0,0,"55.00000","0","1","-","Active","Robot Components","-","-","-","-","Spare Parts"
https://www.parallax.com/sites/default/files/downloads/80361-ELEV-8-Power-Dist-Board-Guide-v1.0.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_80361.jpg,80361-ND,80361,Parallax Inc.,QUADCOPTER POWER DISTR BOARD,0,0,"59.00000","0","1","ELEV-8","Not For New Designs","Quadcopter Components","-","-","-","-","Board(s)"
https://www.sparkfun.com/datasheets/Robotics/Rover%205%20Introduction.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-10336.jpg,1568-1086-ND,ROB-10336,SparkFun Electronics,ROBOT PLATFORM ROVER 5,0,0,"60.00000","0","1","-","Active","Tank Tread","-","-","-","-","Assembled Tread Chassis"
http://image.dfrobot.com/image/data/ROB0055/Rover%205%20Introduction.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0055-4M4E.jpg,ROB0055-4M4E-ND,ROB0055-4M4E,DFRobot,ROVER 5 TANK CHASSIS (4 MOTORS W,0,0,"60.77000","0","1","Rover 5","Active","Tank Tread","-","-","-","-","Assembled Tread Chassis"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_555-27400.jpg,555-27400-ND,555-27400,Parallax Inc.,BOARD PC SUMOBOT W/BS2 MODULE,0,0,"62.49000","0","1","BASIC Stamp® 2","Active","-","SumoBot®","-","-","-","Board(s)"
https://github.com/Arduinolibrary/DFRobot_Devastator_Tank_Mobile_Platform/raw/master/Devastatoir%20Instruction%20Manual%20V2.pdf,-,ROB0112-ND,ROB0112,DFRobot,DEVASTATOR TANK MOBILE ROBOT PLA,0,0,"72.00000","0","1","Devastator","Active","Tank Tread","-","-","-","-","Chassis, Hardware, Motor(s), Treads, Wheel(s)"
https://www.parallax.com/sites/default/files/downloads/28125-Robotics-With-The-Boe-Bot-v3.0.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_28124.jpg,28124-ND,28124,Parallax Inc.,KIT ROBOTICS PARTS ONLY,0,0,"73.11000","0","1","Boe-Bot","Active","Robot Components","-","-","-","-","Chassis, Components, Hardware, Sensor(s), Servo(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/P1040003_Web.pdf,-,P1040003-ND,P1040003,"Makeblock Co., LTD.",AIRBLOCK MAIN CONTROL MODULE,0,0,"74.99000","0","1","Airblock","Active","Hexacopter Components","STM32","Airblock","Makeblock App","-","Control Module"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/4503_Web.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_4503.jpg,4503-KI-ND,4503,Kitronik Ltd.,MEARM ROBOT RASPERRY PI KIT - BL,0,0,"76.23750","0","20","-","Active","Arm","-","-","-","-","Chassis, Components, Hardware, Servo(s), Tool(s)"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/4504_Web.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_4504.jpg,4504-KI-ND,4504,Kitronik Ltd.,MEARM ROBOT RASPBERRY PI KIT - O,0,0,"76.23750","0","20","-","Active","Arm","-","-","-","-","Chassis, Components, Hardware, Servo(s), Tool(s)"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/4505_Web.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_4505.jpg,4505-KI-ND,4505,Kitronik Ltd.,MEARM ROBOT MICRO:BIT KIT - BLUE,0,0,"76.23750","0","20","-","Active","Arm","-","micro:bit","Javascript, Microsoft MakeCode, Python","-","Chassis, Components, Hardware, Servo(s), Tool(s)"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/4507_Web.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_4507.jpg,4507-ND,4507,Kitronik Ltd.,MEARM ROBOT ARDUINO COMPATIBLE K,0,0,"76.23750","0","20","-","Active","Arm","ESP8266","-","Arduino IDE","ESP 8266 WiFi Board","Chassis, Components, Hardware, Servo(s), Tool(s)"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/4508_Web.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_4508.jpg,4508-ND,4508,Kitronik Ltd.,MEARM ROBOT ARDUINO COMPATIBLE K,0,0,"76.23750","0","20","-","Active","Arm","ESP8266","-","Arduino IDE","ESP 8266 WiFi Board","Chassis, Components, Hardware, Servo(s), Tool(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0154_Web.pdf,-,1738-ROB0154-ND,ROB0154,DFRobot,FORERUNNER TRACKED CHASSIS,0,0,"77.25000","0","1","-","Active","Tank Tread","-","-","-","-","Chassis, Components, Motor(s), Screw(s), Treads, Wheel(s)"
http://www.globalspecialties.com/programmable-robotics/assembled-robots/download/1407_b63022a6887060668c854b0c2dfaa108.html,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_RP6V2-C_CHG.jpg,RP6V2-CHG-ND,RP6V2-CHG,Global Specialties,RP6V2 BATTERY CHARGER,0,0,"79.00000","0","1","-","Active","Robot Components","-","-","-","-","Battery Charger"
http://image.dfrobot.com/image/data/ROB0003/ROB03-Instruction%20MannualV2.0.pdf,-,ROB0022-ND,ROB0022,DFRobot,PIRATE: 4WD ARDUINO MOBILE ROBOT,0,0,"81.37000","0","1","Pirate","Active","Wheeled","ATmega328P","Arduino R3 Shield, Gravity","Arduino IDE","DFRobot Romeo BLE","Board(s), Cable(s), Chassis, Components, Hardware, Sensor(s), Servo(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0081_Web.pdf,-,ROB0081-ND,ROB0081,DFRobot,MINIQ 2WD ROBOT KIT V2.0 (ARDUIN,0,0,"81.42000","0","1","MiniQ","Active","Wheeled","ATmega32U4","-","Arduino IDE","-","Fully Assembled"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0071_Web.pdf,-,KIT0071-ND,KIT0071,DFRobot,MINIQ DISCOVERY ARDUINO ROBOT KI,0,0,"82.30000","0","1","MiniQ","Active","Wheeled","ATmega32U4","Arduino R3 Shield, Gravity, Xbee","Arduino IDE","DFRobot Romeo V2","Board(s), Chassis, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110061009_Web.pdf,-,1597-1756-ND,110061009,"Seeed Technology Co., Ltd",TB6605 BLDC MOTOR KIT FOR ARDUIN,0,0,"89.76000","0","1","-","Active","Motor Kit","42BLF01","Grove","Arduino IDE","-","Cable, Driver, LCD, Motor"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0050_Web.pdf,-,ROB0050-ND,ROB0050,DFRobot,4WD MINIQ ARDUINO ROBOT V2.0,0,0,"100.68000","0","1","MiniQ","Active","Wheeled","ATmega32U4","-","Arduino IDE","-","Fully Assembled"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0111_Web.pdf,-,ROB0111-ND,ROB0111,DFRobot,MINIQ 4WD CROSS COUNTRY ARDUINO,0,0,"101.97000","0","1","MiniQ","Active","Wheeled","ATmega32U4","-","Arduino IDE","-","Fully Assembled"
https://github.com/Arduinolibrary/DFRobot_Cherokey/raw/master/ROB0117%20Instruction%20Manual%20-%20pressed.pdf,-,ROB0117-ND,ROB0117,DFRobot,CHEROKEY: A 4WD ARDUINO BASIC RO,0,0,"112.27000","0","1","Cherokey","Active","Wheeled","ATmega328P, URM37","Arduino R3 Shield, Gravity","Arduino IDE","DFRobot Romeo BLE","Board(s), Chassis, Components, Hardware, Motor(s), Servo(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/COMB0003_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_COMB0003.jpg,COMB0003-ND,COMB0003,DFRobot,DFRDUINO MEGA KIT FOR 4 MOTOR RO,0,0,"112.32000","0","1","-","Active","Robot Components","ATmega2560, GP2Y0A21","Arduino MEGA R3 Shield, Gravity","Arduino IDE","DFRduino Mega 2560 V3.0","Board(s), Components, Motor(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0140_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0140.jpg,ROB0140-ND,ROB0140,DFRobot,ANTBO DIY ROBOT KIT - THE BEST R,0,0,"122.57000","0","1","-","Active","Spider","ATmega328P","-","Arduino IDE, Scratch, WhenDo","-","Board(s), Chassis, Components, Hardware, Leg(s), Servo(s)"
https://github.com/DFRobot/DFResources/raw/master/Vortex%20Documents/vortex_quick_start_guide.pdf,-,ROB0129-ND,ROB0129,DFRobot,VORTEX - A NEW ROBOT TEACHES KID,0,0,"132.87000","0","1","Vortex","Active","Wheeled","ATmega328","-","Arduino IDE, Scratch, WhenDo","-","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
https://www.parallax.com/sites/default/files/downloads/80204-ELEV-8-Flight-Controller-Guide-v1.1.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_80204.jpg,80204PAR-ND,80204,Parallax Inc.,ELEV-8 FLIGHT CONTROLLER,0,0,"149.00000","0","1","ELEV-8","Not For New Designs","Quadcopter Components","Propeller","Xbee","Propeller Tool","ELEV-8 Flight Controller","Main Board(s)"
http://image.dfrobot.com/image/data/ROB0104/ROB0104%20Assembly%20tutorial.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0104.jpg,ROB0104-ND,ROB0104,DFRobot,MULTIPLO ROBOT STARTER KIT,0,0,"154.50000","0","1","Multiplo","Active","Wheeled","-","Arduino R3 Shield","Arduino IDE, Minibloq","DuinoBot v1.2","Board(s), Chassis, Components, Hardware, Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14515_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14515.jpg,KIT-14515-ND,KIT-14515,SparkFun Electronics,IBM TJBOT A WATSON MAKER KIT,0,0,"156.25000","0","1","TJBot","Active","Biped","BCM2837","Raspberry Pi HAT (40 pin)","IBM Watson","Raspberry Pi 3","Board(s), Components, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0032_Web.pdf,-,ROB0032-ND,ROB0032,DFRobot,5-DOF ROBOTIC ARM,0,0,"163.46000","0","1","-","Active","Arm","-","-","-","-","Chassis, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/COMB0004_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_COMB0004.jpg,COMB0004-ND,COMB0004,DFRobot,DIY REMOTE CONTROL ROBOT KIT (SU,0,0,"164.80000","0","1","Pirate","Active","Wheeled","ATmega32U4, URM37","Arduino R3 Shield, Gravity, Xbee","Arduino IDE","DFRobot Romeo V2","Board(s), Cable(s), Chassis, Components, Hardware, Sensor(s), Servo(s), Wheel(s)"
http://www.ti.com/lit/pdf/spmt213,//media.digikey.com/Photos/Texas%20Instr%20Photos/EKB-UCOS3-BNDL.jpg,296-27710-ND,EKB-UCOS3-BNDL,Texas Instruments,KIT EVALBOT & BOOK FOR LM3S9B92,1,0,"189.55000","0","1","Stellaris®","Obsolete","Robot Components","LM3S9B92","-","-","-","Board(s), Cable(s), Components, Hardware, Wheel(s)"
-,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_R500.jpg,BKR500-ND,R500,Global Specialties,ROBOTIC CATERPILLAR,1,0,"199.00000","0","1","-","Active","Caterpillar","ATMega16","-","-","-","Board(s), Chassis, Hardware, Servo(s)"
https://www.parallax.com/sites/default/files/downloads/28333-S3-Info-Poster-v1.0.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_28333_A.jpg,28333PAR-ND,28333,Parallax Inc.,KIT SCRIBBLER 3 ROBOT,0,0,"199.00000","0","1","Scribbler","Active","Wheeled","Propeller","-","BlocklyProp","-","Fully Assembled"
http://www.globalspecialties.com/media/k2/attachments/banshi_20150218_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_R680.jpg,R680-ND,R680,Global Specialties,BANSHI ROBOTIC ARM,0,0,"204.95000","0","1","-","Active","Arm","-","-","-","-","Chassis, Control Board(s), Hardware, Main Board(s), Motor(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0142_ROB0143_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0142.jpg,ROB0142-ND,ROB0142,DFRobot,BIONIC ROBOT HAND (LEFT),0,0,"204.97000","0","1","-","Active","Servo Actuators","-","-","-","-","Chassis, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0142_ROB0143_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0143.jpg,ROB0143-ND,ROB0143,DFRobot,BIONIC ROBOT HAND (RIGHT),0,0,"204.97000","0","1","-","Active","Servo Actuators","-","-","-","-","Chassis, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0036_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0036.jpg,ROB0036-ND,ROB0036,DFRobot,6 DOF ROBOTIC ARM,0,0,"222.69000","0","1","-","Active","Arm","-","-","-","-","Chassis, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-14801_Web.pdf,-,ROB-14801-ND,ROB-14801,SparkFun Electronics,GOPIGO BEGINNER STARTER KIT,0,0,"248.75000","0","1","GoPiGo","Active","Wheeled","BCM2837","Raspberry Pi HAT (40 pin)","DexterOS","GoPiGo3, Raspberry Pi 3","Board(s), Chassis, Components, Hardware, Motor(s), Servo(s), Wheel(s)"
http://cdn.sparkfun.com/datasheets/Robotics/WildThumper6WD.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-11056.jpg,ROB-11056-ND,ROB-11056,SparkFun Electronics,6WD CHASSIS BLK 34:1 GEAR,0,0,"249.95000","0","1","Wild Thumper","Active","Wheeled","-","-","-","-","Chassis, Hardware, Motor(s), Wheel(s)"
https://cdn.sparkfun.com/datasheets/Robotics/T'RexUserManual.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-12719.jpg,ROB-12719-ND,ROB-12719,SparkFun Electronics,T'REX TANK CHASSIS,0,0,"249.95000","0","1","-","Active","Tank Tread","-","-","-","-","Fully Assembled"
-,-,99052-ND,99052,"Makeblock Co., LTD.",MAKERSPACE KITS-CONNECTING,0,0,"259.99000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Bracket(s), Components, Plate(s)"
http://www.lynxmotion.com/images/html/build115.htm,-,ROB0011-ND,ROB0011,DFRobot,TRI-TRACK CHASSIS KIT (NO ELECTR,0,0,"262.65000","0","1","Johny 5","Active","Tank Tread","-","-","-","-","Chassis, Components, Hardware, Motor(s), Treads"
http://globalspecialties.com/programmable-robotics/assembled-robots/download/1407_b63022a6887060668c854b0c2dfaa108.html,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_RP6V2-C.jpg,RP6V2-C-ND,RP6V2-C,Global Specialties,RP6V2 ROBOTIC VEHICLE TANK,0,0,"269.00000","0","1","-","Active","Tank Tread","ATMEGA32","-","-","-","Fully Assembled"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0030_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0030.jpg,ROB0030-ND,ROB0030,DFRobot,6WD WILD MOBILE PLATFORM,0,0,"272.95000","0","1","Wild Thumper","Active","Wheeled","-","-","-","-","Chassis, Hardware, Motor(s), Wheel(s)"
http://www.terasic.com.tw/cgi-bin/page/archive_download.pl?Language=English&No=1096&FID=e3d428a06f965b9294f41c366d26cd4e,//media.digikey.com/Photos/Terasic%20Tech%20Photos/MFG_P0509-KIT.jpg,P0509-KIT-ND,P0509-KIT,Terasic Inc.,DE-10 NANO SELF-BALANCING ROBOT,1,0,"275.00000","0","1","-","Active","Wheeled","5CSEBA6U23I7","-","-","DE10-Nano","Fully Assembled"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0107_Web.pdf,-,ROB0107-ND,ROB0107,DFRobot,ARCBOTICS ROBOTICS HEXAPOD KIT,0,0,"289.69000","0","1","ArcBotics","Active","Hexapod","Servotor32","-","Arduino IDE, PoMoCo","Servotor32","Chassis, Components, Hardware, Leg(s), Servo(s)"
https://www.parallax.com/sites/default/files/downloads/28962-Motor-Mount-Wheel-Kit-AL-MP-Product-Guide-v1.1.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_28962_A.jpg,28962-ND,28962,Parallax Inc.,KIT MOTOR MOUNT & WHEEL,0,0,"299.00000","0","1","-","Active","Robot Components","-","-","-","-","Encoder Sets, Hardware, Motor(s), Wheel(s)"
-,-,99051MB-ND,99051,"Makeblock Co., LTD.",MAKERSPACE KITS-BEAM0808 STRUCTU,0,0,"299.99000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Beam(s)"
-,-,99055-ND,99055,"Makeblock Co., LTD.",MAKERSPACE KITS-HARDWARES TOOLS,0,0,"309.99000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Hardware"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0942_Web.pdf,-,PIS-0942-ND,PIS-0942,Pi Supply,DIDDYBORG V2 ROBOT KIT RED EDITI,0,0,"321.98600","0","5","DiddyBorg","Active","Wheeled","-","Raspberry Pi pHAT","-","-","Chassis, Components, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-13141_Web.pdf,-,ROB-13141-ND,ROB-13141,SparkFun Electronics,ACTOBOTICS KIT NOMAD 4WD OFFROAD,0,0,"349.94000","0","1","-","Active","Wheeled","-","-","-","-","Chassis, Components, Hardware, Motor(s), Wheel(s)"
http://www.makeblock.com.ph/catalogue.pdf,-,90014-ND,90014,"Makeblock Co., LTD.",XY-PLOTTER ROBOT KIT V2.0,0,0,"374.99000","0","1","-","Active","Plotter, XY","ATmega2560-16U","-","-","Me Orion","Board(s), Cable(s), Components, Frame, Hardware, Motor(s), Servo(s)"
-,-,99050-ND,99050,"Makeblock Co., LTD.",MAKERSPACE KITS-BEAM0824 STRUCTU,0,0,"379.99000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Beam(s)"
-,-,99060-ND,99060,"Makeblock Co., LTD.",MAKERSPACE KITS-EXPANSION PACKS,0,0,"429.99000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Components"
-,-,P1010042-ND,P1010042,"Makeblock Co., LTD.",DRAGON KNIGHT KIT,0,0,"499.00000","0","1","Dragon Knight","Active","Hexapod","-","-","Makeblock App, mBlock","Me Auriga","Beam(s), Bluetooth Module, Board(s), Cable(s), Components, Hardware, Servo(s), Wire(s)"
https://www.parallax.com/sites/default/files/downloads/80300-ELEV-8-v3-Package-Insert-v1.0.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_80300.jpg,80300-ND,80300,Parallax Inc.,ELEV-8 V3 QUADCOPTER KIT,0,0,"500.00000","0","1","ELEV-8","Not For New Designs","Quadcopter","Propeller","Xbee","Propeller Tool","ELEV-8 Flight Controller","Board(s), Chassis, Components, Hardware, Motor(s), Propeller(s)"
-,-,99053-ND,99053,"Makeblock Co., LTD.",MAKERSPACE KITSBASIC DRIVE PARTS,0,0,"529.99000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Components"
https://github.com/Arduinolibrary/DFRobot_HCR/raw/master/HCR_ROB0004%20Instruction%20Manual%20V2.1.pdf,-,ROB0004-ND,ROB0004,DFRobot,HCR - MOBILE ROBOT PLATFORM (SUP,0,0,"545.90000","0","1","HCR","Active","Wheeled","-","-","-","-","Chassis, Hardware, Motor(s), Wheel(s)"
-,-,99054-ND,99054,"Makeblock Co., LTD.",MAKERSPACE KITS-SHAFT TYPE DRIVE,0,0,"549.99000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Hardware"
-,-,P1020003-ND,P1020003,"Makeblock Co., LTD.",MAKERSPACE KITS-BEAM 0808&0412 A,0,0,"549.99000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Beam(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0001_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0001.jpg,ROB0001-ND,ROB0001,DFRobot,4WD OUTDOOR MOBILE PLATFORM,0,0,"597.40000","0","1","-","Active","Wheeled","ATMEGA32","-","-","-","Chassis, Hardware, Motor(s), Wheel(s)"
-,-,99057-ND,99057,"Makeblock Co., LTD.",MAKERSPACE KITS-MOTOR MODULES,0,0,"639.99000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Module(s)"
https://github.com/Arduinolibrary/DFRobot_HCR/raw/master/HCR_ROB0004%20Instruction%20Manual%20V2.1.pdf,-,ROB00021-ND,ROB00021,DFRobot,HCR - MOBILE ROBOT PLATFORM WITH,0,0,"648.90000","0","1","HCR","Active","Wheeled","ATmega328, GP2Y0A21","Arduino R3 Shield, Gravity","Arduino IDE","DFRobot Romeo V1","Board(s), Chassis, Hardware, Motor(s), Wheel(s)"
-,-,ROBOTICSDEVKIT-ND,ROBOTICS DEVELOPMENT KIT,Custom Computer Services Inc. (CCS),EMBEDDED C DEVELOPMENT KIT,0,0,"721.25000","0","1","PIC®","Active","-","PIC16LF877A","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/80335_Web.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_80335.jpg,80335-ND,80335,Parallax Inc.,ELEV-8 V3 STARTER PACK,0,0,"749.00000","0","1","ELEV-8","Active","Quadcopter","Propeller","Xbee","Propeller Tool","ELEV-8 Flight Controller","Board(s), Chassis, Components, Hardware, Motor(s), Propeller(s)"
-,-,P1010046-ND,P1010046,"Makeblock Co., LTD.",MECANUM WHEEL ROBOT KIT,0,0,"799.99000","0","1","-","Active","Wheeled","ATMEGA2560-16AU","-","Arduino IDE, mBlock","MegaPi","Beam(s), Bluetooth Module, Board(s), Bracket(s), Cable(s), Components, Hardware, Motor(s), Wheel(s)"
-,-,99056-ND,99056,"Makeblock Co., LTD.",MAKERSPACE KITSELECTRONIC MODULE,0,0,"860.00000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Module(s)"
-,-,P1010016-ND,P1010016,"Makeblock Co., LTD.",MAKERSPACE KITS-ADD-ON PACK-X1,0,0,"900.00000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","-"
https://cdn.sparkfun.com/assets/3/d/3/a/8/uArm-Swift-Pro-Quick-Start-Guide.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-14342.JPG,ROB-14342-ND,ROB-14342,SparkFun Electronics,UARM SWIFT PRO,0,0,"945.00000","0","1","uArm","Active","Arm","ATmega2560","Arduino MEGA R3 Shield, Grove","uArm Studio, uArm Play, Arduino IDE, Python, ROS","Arduino Mega2560","Board(s), Cable(s), Chassis, Power Supply, Servo(s)"
https://www.parallax.com/sites/default/files/downloads/28966-Arlo-Complete-Robot-System-v1.1_0.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_28966.jpg,28966-ND,28966,Parallax Inc.,ARLO COMPLETE ROBOT SYSTEM,0,0,"995.00000","0","1","Arlo","Active","Wheeled","Propeller","-","BlocklyProp, SimpleIDE","Propeller Activity Board WX","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
http://image.dfrobot.com/image/data/ROB0080/hexapod%20Instruction%20Manual%20-%20v2.pdf,-,ROB0080-ND,ROB0080,DFRobot,HEXAPOD ROBOT KIT,0,0,"1094.38000","0","1","-","Active","Hexapod","ATmega2560","Arduino MEGA R3 Shield","Arduino IDE","Arduino Mega2560","Board(s), Chassis, Components, Hardware, Leg(s), Servo(s)"
http://www.terasic.com.tw/cgi-bin/page/archive_download.pl?Language=English&No=994&FID=9f1b13106693f84de90894cf7233c581,//media.digikey.com/Photos/Terasic%20Tech%20Photos/MFG_P0425.jpg,P0425-ND,P0425,Terasic Inc.,SPIDER ROBOT KIT,0,0,"1200.00000","0","1","-","Active","Spider","5CSEMA4U23C6N","-","-","-","Fully Assembled"
-,-,99058-ND,99058,"Makeblock Co., LTD.",MAKERSPACE KITS-MOTION PARTS,0,0,"1200.00000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Components"
-,-,99059-ND,99059,"Makeblock Co., LTD.",MAKERSPACE KITS-ADVANCED DRIVE,0,0,"1370.00000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Components"
http://www.lynxmotion.com/images/html/build121.htm,-,ROB0010-ND,ROB0010,DFRobot,JOHNNY 5 ROBOT KIT,0,0,"1442.01000","0","1","Johny 5","Active","Tank Tread","-","-","-","-","Board(s), Chassis, Components, Hardware, Motor(s), Servo(s), Treads,"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14802_Web.pdf,-,KIT-14802-ND,KIT-14802,SparkFun Electronics,GOPIGO BEGINNER CLASSROOM KIT,0,0,"1873.75000","0","1","GoPiGo","Active","Wheeled","BCM2837","Raspberry Pi HAT (40 pin)","DexterOS","GoPiGo3, Raspberry Pi 3","Board(s), Chassis, Components, Hardware, Motor(s), Servo(s), Wheel(s)"
-,-,P1010054-ND,P1010054,"Makeblock Co., LTD.",MAKERSPACE KIT,0,0,"8199.05000","0","1","MakerSpace","Active","Robot Components","-","-","-","-","Spare Parts"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2944_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2944.jpg,1528-1558-ND,2944,Adafruit Industries LLC,TOP PLATE FOR MINI ROBOT,0,0,"4.95000","0","1","-","Active","Robot Components","-","-","-","-","Top Plate"
