Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Applications","Mounting Type","Package / Case","Supplier Device Package"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en603815,"//media.digikey.com/Photos/Atmel%20Photos/3-SMD,-No-Lead.jpg",1611-ATECC508A-RBHCZ-TCT-ND,ATECC508A-RBHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 3SMD,4207,0,"0.42000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","3-SMD, No Lead","3-SMD"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590349,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,1611-AT88SC118-SH-CM-TCT-ND,AT88SC118-SH-CM-T,Microchip Technology,IC SECURITY COMPANION CHIP 8SOIC,3869,0,"0.44000","0","1","Cut Tape (CT)","CryptoCompanion™","Active","Security Companion Chip","Networking and Communications","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590349,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,1611-AT88SC118-SH-CN-TCT-ND,AT88SC118-SH-CN-T,Microchip Technology,IC SECURITY COMPANION CHIP 8SOIC,1874,0,"0.44000","0","1","Cut Tape (CT)","CryptoCompanion™","Active","Security Companion Chip","Networking and Communications","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590344,-,1611-AT88SC118-SH-CM-ND,AT88SC118-SH-CM,Microchip Technology,IC SECURITY COMPANION CHIP 8SOIC,1643,0,"0.44000","0","1","Tube","CryptoCompanion™","Active","Security Companion Chip","Networking and Communications","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590344,-,1611-AT88SC118-SH-CN-ND,AT88SC118-SH-CN,Microchip Technology,IC SECURITY COMPANION CHIP 8SOIC,1388,0,"0.44000","0","1","Tube","CryptoCompanion™","Active","Security Companion Chip","Networking and Communications","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATSHA204A-MAHDA-TTR-ND,ATSHA204A-MAHDA-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,0,0,"0.39913","0","15000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATSHA204A-MAHDA-TCT-ND,ATSHA204A-MAHDA-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,12550,0,"0.45000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATSHA204A-MAHDA-TDKR-ND,ATSHA204A-MAHDA-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,12550,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATSHA204A-MAHCZ-TTR-ND,ATSHA204A-MAHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,0,0,"0.39913","0","15000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATSHA204A-MAHCZ-TCT-ND,ATSHA204A-MAHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,3203,0,"0.45000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATSHA204A-MAHCZ-TDKR-ND,ATSHA204A-MAHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,3203,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATSHA204A-MAHDA-STR-ND,ATSHA204A-MAHDA-S,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,0,0,"0.41200","0","3000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATSHA204A-MAHDA-SCT-ND,ATSHA204A-MAHDA-S,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,2473,0,"0.46000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATSHA204A-MAHDA-SDKR-ND,ATSHA204A-MAHDA-S,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,2473,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589868,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,1611-AT88SC3216C-SU-ND,AT88SC3216C-SU,Microchip Technology,IC EEPROM 32K I2C 5MHZ 8SOIC,8026,0,"0.55000","0","1","Tube","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589869,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,1611-AT88SC6416C-SU-ND,AT88SC6416C-SU,Microchip Technology,IC EEPROM 32K I2C 5MHZ 8SOIC,3458,0,"0.55000","0","1","Tube","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en542280,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-SOIC.jpg,MCP2036T-I/SLTR-ND,MCP2036T-I/SL,Microchip Technology,IC SENSOR INTERFACE 14SOIC,0,0,"0.45320","0","2600","Tape & Reel (TR)","-","Active","Sensor Interface","Analog I/O","Surface Mount","14-SOIC (0.154"", 3.90mm Width)","14-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en542280,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-SOIC.jpg,MCP2036T-I/SLCT-ND,MCP2036T-I/SL,Microchip Technology,IC KEYLESS ENTRY AFE 14-SOIC,2590,0,"0.55000","0","1","Cut Tape (CT)","-","Active","Sensor Interface","Analog I/O","Surface Mount","14-SOIC (0.154"", 3.90mm Width)","14-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en542280,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-SOIC.jpg,MCP2036T-I/SLDKR-ND,MCP2036T-I/SL,Microchip Technology,IC KEYLESS ENTRY AFE 14-SOIC,2590,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Sensor Interface","Analog I/O","Surface Mount","14-SOIC (0.154"", 3.90mm Width)","14-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590536,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,AT88SC0104CA-SH-TTR-ND,AT88SC0104CA-SH-T,Microchip Technology,IC EEPROM 1K I2C 4MHZ 8SOIC,0,0,"0.48925","0","4000","Tape & Reel (TR)","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590536,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,AT88SC0104CA-SH-TCT-ND,AT88SC0104CA-SH-T,Microchip Technology,IC EEPROM 1K I2C 4MHZ 8SOIC,3905,0,"0.56000","0","1","Cut Tape (CT)","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590536,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,AT88SC0104CA-SH-TDKR-ND,AT88SC0104CA-SH-T,Microchip Technology,IC EEPROM 1K I2C 4MHZ 8SOIC,3905,0,"Digi-Reel","0","1","Digi-Reel®","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590537,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,AT88SC0204CA-SH-ND,AT88SC0204CA-SH,Microchip Technology,IC EEPROM 2K I2C 4MHZ 8SOIC,9225,0,"0.58000","0","1","Tube","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.st.com/content/ccc/resource/technical/document/datasheet/4a/f7/7b/47/f6/91/48/61/CD00000841.pdf/files/CD00000841.pdf/_jcr_content/translations/en.CD00000841.pdf,//media.digikey.com/photos/STMicro%20Photos/FLC01-200B-TR.JPG,FLC01-200B-TR-ND,FLC01-200B-TR,STMicroelectronics,IC FIRE LIGHTING CIRCUIT DPAK,2500,0,"0.58800","0","2500","Tape & Reel (TR)","-","Active","Fire Lighting Circuit","-","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK"
http://www.st.com/content/ccc/resource/technical/document/datasheet/4a/f7/7b/47/f6/91/48/61/CD00000841.pdf/files/CD00000841.pdf/_jcr_content/translations/en.CD00000841.pdf,//media.digikey.com/photos/STMicro%20Photos/FLC01-200B-TR.JPG,FLC01-200B-CT-ND,FLC01-200B-TR,STMicroelectronics,IC FIRE LIGHTING CIRCUIT DPAK,2500,0,"1.43000","0","1","Cut Tape (CT)","-","Active","Fire Lighting Circuit","-","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK"
http://www.st.com/content/ccc/resource/technical/document/datasheet/4a/f7/7b/47/f6/91/48/61/CD00000841.pdf/files/CD00000841.pdf/_jcr_content/translations/en.CD00000841.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3.jpg,FLC01-200B-ND,FLC01-200B,STMicroelectronics,IC FIRE LIGHTING CIRCUIT DPAK,0,0,"Obsolete","0","3000","Tube","-","Obsolete","Fire Lighting Circuit","-","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,"//media.digikey.com/Photos/Atmel%20Photos/3-SMD,-No-Lead.jpg",ATSHA204A-RBHCZ-TTR-ND,ATSHA204A-RBHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 3SMD,0,0,"0.54075","0","5000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","3-SMD, No Lead","3-SMD"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,"//media.digikey.com/Photos/Atmel%20Photos/3-SMD,-No-Lead.jpg",ATSHA204A-RBHCZ-TCT-ND,ATSHA204A-RBHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 3SMD,1509,0,"0.62000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","3-SMD, No Lead","3-SMD"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590027,"//media.digikey.com/Photos/Atmel%20Photos/3-SMD,-No-Lead.jpg",ATSHA204A-RBHCZ-TDKR-ND,ATSHA204A-RBHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 3SMD,1509,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","3-SMD, No Lead","3-SMD"
https://www.nxp.com/docs/en/brochure/A1006-LF-SECURE.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/4-WFBGA,%20FCBGA.jpg",568-13636-2-ND,A1006UK/TA1NXZ,NXP USA Inc.,IC SECURE AUTHENTICATOR 4WLCSP,0,0,"0.41387","0","4000","Tape & Reel (TR)","-","Active","Secure Authenticator","-","Surface Mount","4-XFBGA, WLCSP","4-WLCSP"
https://www.nxp.com/docs/en/brochure/A1006-LF-SECURE.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/4-WFBGA,%20FCBGA.jpg",568-13636-1-ND,A1006UK/TA1NXZ,NXP USA Inc.,IC SECURE AUTHENTICATOR 4WLCSP,2422,0,"0.66000","0","1","Cut Tape (CT)","-","Active","Secure Authenticator","-","Surface Mount","4-XFBGA, WLCSP","4-WLCSP"
https://www.nxp.com/docs/en/brochure/A1006-LF-SECURE.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/4-WFBGA,%20FCBGA.jpg",568-13636-6-ND,A1006UK/TA1NXZ,NXP USA Inc.,IC SECURE AUTHENTICATOR 4WLCSP,2422,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Secure Authenticator","-","Surface Mount","4-XFBGA, WLCSP","4-WLCSP"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590569,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATAES132A-MAHER-TTR-ND,ATAES132A-MAHER-T,Microchip Technology,IC EEPROM 32K I2C 1MHZ 8UDFN,0,0,"0.57938","0","15000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590569,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATAES132A-MAHER-TCT-ND,ATAES132A-MAHER-T,Microchip Technology,IC EEPROM 32K I2C 1MHZ 8UDFN,10597,0,"0.67000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590569,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATAES132A-MAHER-TDKR-ND,ATAES132A-MAHER-T,Microchip Technology,IC EEPROM 32K I2C 1MHZ 8UDFN,10597,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590568,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATAES132A-MAHER-STR-ND,ATAES132A-MAHER-S,Microchip Technology,IC EEPROM 32K I2C 1MHZ 8UDFN,0,0,"0.57938","0","3000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590568,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATAES132A-MAHER-SCT-ND,ATAES132A-MAHER-S,Microchip Technology,IC EEPROM 32K I2C 1MHZ 8UDFN,2939,0,"0.67000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590568,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATAES132A-MAHER-SDKR-ND,ATAES132A-MAHER-S,Microchip Technology,IC EEPROM 32K I2C 1MHZ 8UDFN,2939,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590569,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,ATAES132A-SHER-TR-ND,ATAES132A-SHER-T,Microchip Technology,IC EEPROM 32K I2C 1MHZ 8SOIC,0,0,"0.60513","0","4000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590569,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,ATAES132A-SHER-TCT-ND,ATAES132A-SHER-T,Microchip Technology,IC EEPROM 32K I2C 1MHZ 8SOIC,1871,0,"0.70000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590569,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,ATAES132A-SHER-TDKR-ND,ATAES132A-SHER-T,Microchip Technology,IC EEPROM 32K I2C 1MHZ 8SOIC,1871,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589315,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,AT88SC1616C-SH-ND,AT88SC1616C-SH,Microchip Technology,IC EEPROM 16K I2C 5MHZ 8SOIC,7689,0,"0.71000","0","1","Tube","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en603815,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATECC508A-MAHCZ-TTR-ND,ATECC508A-MAHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,0,0,"0.63088","0","15000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en603815,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATECC508A-MAHCZ-TCT-ND,ATECC508A-MAHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,14961,0,"0.72000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en603815,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATECC508A-MAHCZ-TDKR-ND,ATECC508A-MAHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,14961,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590685,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATECC108A-MAHDA-TTR-ND,ATECC108A-MAHDA-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,0,0,"0.64375","0","15000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590685,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATECC108A-MAHDA-TCT-ND,ATECC108A-MAHDA-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,12321,0,"0.72000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590685,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATECC108A-MAHDA-TDKR-ND,ATECC108A-MAHDA-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,12321,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en603815,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATECC508A-MAHCZ-STR-ND,ATECC508A-MAHCZ-S,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,0,0,"0.64375","0","3000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en603815,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATECC508A-MAHCZ-SCT-ND,ATECC508A-MAHCZ-S,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,5370,0,"0.73000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en603815,//media.digikey.com/Renders/Atmel%20Renders/8-UDFN-8MA2.jpg,ATECC508A-MAHCZ-SDKR-ND,ATECC508A-MAHCZ-S,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,5370,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en601565,//media.digikey.com/Renders/Microchip%20Tech%20Renders/C04-136%20MU.jpg,ATECC608A-MAHDA-TTR-ND,ATECC608A-MAHDA-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,0,0,"0.63088","0","15000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en601565,//media.digikey.com/Renders/Microchip%20Tech%20Renders/C04-136%20MU.jpg,ATECC608A-MAHDA-TCT-ND,ATECC608A-MAHDA-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,14181,0,"0.75000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en601565,//media.digikey.com/Renders/Microchip%20Tech%20Renders/C04-136%20MU.jpg,ATECC608A-MAHDA-TDKR-ND,ATECC608A-MAHDA-T,Microchip Technology,IC AUTHENTICATION CHIP 8UDFN,14181,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-UFDFN Exposed Pad","8-UDFN (2x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580205,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/10-DFN%20PKG.jpg,576-3337-2-ND,MICRF302YML-TR,Microchip Technology,IC ENCODER 10MLF,5000,0,"0.75190","0","5000","Tape & Reel (TR)","-","Active","Encoder","RF, IR","Surface Mount","10-VFDFN Exposed Pad, 10-MLF®","10-MLF® (3x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580205,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/10-DFN%20PKG.jpg,576-3337-1-ND,MICRF302YML-TR,Microchip Technology,IC ENCODER 10MLF,3965,0,"0.91000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","Encoder","RF, IR","Surface Mount","10-VFDFN Exposed Pad, 10-MLF®","10-MLF® (3x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580205,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/10-DFN%20PKG.jpg,576-3337-6-ND,MICRF302YML-TR,Microchip Technology,IC ENCODER 10MLF,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","Encoder","RF, IR","Surface Mount","10-VFDFN Exposed Pad, 10-MLF®","10-MLF® (3x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en601565,//media.digikey.com/Renders/Microchip%20Tech%20Renders/8-SOIC_751.jpg,ATECC608A-SSHCZ-TTR-ND,ATECC608A-SSHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 8SOIC,0,0,"0.65663","0","4000","Tape & Reel (TR)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en601565,//media.digikey.com/Renders/Microchip%20Tech%20Renders/8-SOIC_751.jpg,ATECC608A-SSHCZ-TCT-ND,ATECC608A-SSHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 8SOIC,3028,0,"0.77000","0","1","Cut Tape (CT)","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en601565,//media.digikey.com/Renders/Microchip%20Tech%20Renders/8-SOIC_751.jpg,ATECC608A-SSHCZ-TDKR-ND,ATECC608A-SSHCZ-T,Microchip Technology,IC AUTHENTICATION CHIP 8SOIC,3028,0,"Digi-Reel","0","1","Digi-Reel®","CryptoAuthentication™","Active","Authentication Chip","Networking and Communications","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
