Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Tip - Temperature","Tip - Type","Workstand","Power (Watts)","Voltage - Input","Features","Includes","For Use With/Related Products"
-,-,UT-100SI-HK-ND,UT-100SI-HK,Master Appliance Co,SOLDERING IRON CORDLESS,0,0,"101.02000","0","10","Ultratorch®","Active","Iron, Cordless (Butane)","-","Included, Not Specified","Not Included","-","-","Switch Ignition","Butane Cartridge, Protective Cap, Wrench","-"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_W60P3.jpg,W60P3-ND,W60P3,Apex Tool Group,SOLDERING IRON 60W 120V,0,0,"102.00000","0","1","Weller®","Active","Iron","600°F/700°F/800°F (316°C/371°C/427°C)","CT5A7","Not Included","60W","120V","-","-","-"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_W60PD3.jpg,W60PD3-ND,W60PD3,Apex Tool Group,SOLDERING IRON 60W 240V,0,0,"105.00000","0","1","Weller®","Not For New Designs","Iron","600°F/700°F/800°F (316°C/371°C/427°C)","CT5A7","Not Included","60W","240V","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_UT_100_UT-200_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_UT-100.jpg,UT-100-ND,UT-100,Master Appliance Co,SOLDERING IRON CORDLESS,0,0,"106.58000","0","10","Ultratorch®","Active","Iron, Cordless (Butane)","Up to 2372°F (1260°C)","70-01-02, 70-01-52, 70-01-55","70-43","-","-","Switch Ignition","Butane Cartridge, Case, Sponge, Wrench","-"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WST2.jpg,WST2-ND,WST2,Apex Tool Group,SOLDERING IRON CORDLESS,0,0,"133.00000","0","1","Weller®, Pyropen®","Not For New Designs","Iron, Cordless (Butane)","392°F ~ 842°F (200°C ~ 450°C)","WHC54, WPT15","Not Included","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_UT_100_UT-200_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_UT-200.jpg,UT-200-ND,UT-200,Master Appliance Co,SOLDERING IRON CORDLESS,0,0,"134.42600","0","10","Ultratorch®","Active","Iron, Cordless (Butane)","Up to 2372°F (1260°C)","Included, Not Specified","Not Included","-","-","-","Butane Cartridge, Protective Cap","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/TCP12P.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_TCP12P.jpg,TCP12P-ND,TCP12P,Apex Tool Group,SOLDERING IRON 40W 12V,0,0,"144.00000","0","1","Weller®","Active","Iron","Up to 700°F (371°C)","PTA7","Not Included","40W","12V","-","Battery Clips","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_UT-200SI.jpg,UT-200SI-ND,UT-200SI,Master Appliance Co,SOLDERING IRON CORDLESS,0,0,"148.74300","0","10","Ultratorch®","Active","Iron, Cordless (Butane)","Up to 1004°F (540°C)","Included, Not Specified","Not Included","-","-","Built-In Fuel Filter, Switch Ignition","Protective Cap","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_UT-100SIP.jpg,UT-100SIP-ND,UT-100SIP,Master Appliance Co,SOLDERING IRON CORDLESS,0,0,"155.31000","0","10","Ultratorch®","Active","Iron, Cordless (Butane)","Up to 1202°F (650°C)","Included, Not Specified","Not Included","-","-","Built-In Fuel Filter, Switch Ignition","Butane Cartridge, Case, Protective Cap, Sponge","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WSTA3,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WSTA3.jpg,WSTA3-ND,WSTA3,Apex Tool Group,SOLDERING IRON CORDLESS,0,0,"165.00000","0","1","Weller®, Pyropen®","Active","Iron, Cordless (Butane)","392°F ~ 932°F (200°C ~ 500°C)","WHC51, WPT2","Not Included","-","-","-","Case","-"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WPA2.jpg,WPA2-ND,WPA2,Apex Tool Group,SOLDERING IRON CORDLESS,0,0,"174.00000","0","30","Weller®, Pyropen®","Not For New Designs","Iron, Cordless (Butane)","482°F ~ 932°F (250°C ~ 500°C)","WCH51, WPT2","Not Included","-","-","-","Butane Cartridge","-"
-,-,WPA2N-ND,WPA2N,Apex Tool Group,WELLER PYROPEN KIT,0,0,"179.00000","0","1","-","Active","Cordless Pyropen","482°F ~ 932°F (250°C ~ 500°C)","Needle Tip","-","25~60W","-","Auto Ignition","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051317599N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051317599.jpg,T0051317599N-ND,T0051317599N,Apex Tool Group,DESOLDERING TWEEZERS 80W 12V,0,0,"182.00000","0","1","Weller®, WMRT","Active","Tweezers, Desoldering","-","Not Included","Not Included","80W","12V","Auto Off, ESD Safe, Standby","-","WR3M, WR3ME, WD""M"" Series"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0052916699.jpg,T0052916699N-ND,T0052916699N,Apex Tool Group,SOLDERING IRON 80W,0,0,"190.00000","0","1","Weller®, FE75","Active","Iron","200°F ~ 850°F (100°C ~ 450°C)","LTB (Chisel)","Included, Not Specified","80W","-","Fume Extraction","Brush, Funnel","WRS, WSD81, WSL"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052919299N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0052919299.jpg,T0052919299N-ND,T0052919299N,Apex Tool Group,SOLDERING IRON 55W 12V,0,0,"205.00000","0","1","Weller®, WMRP","Active","Iron","200°F ~ 850°F (100°C ~ 450°C)","Not Included","Not Included","55W","12V","ESD Safe","-","WD1M, WD2M, WR3M, WR3ME"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052921599N,-,T0052921599N-ND,T0052921599N,Apex Tool Group,SOLDERING IRON 65W 24V,0,0,"218.00000","0","1","Weller®","Active","Iron","200°F ~ 850°F (100°C ~ 450°C)","XNTA","Not Included","65W","24V","-","-","WD1, WD2 Series"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052920899N,-,T0052920899N-ND,T0052920899N,Apex Tool Group,WXP80 SOLDERING IRON 80W,0,0,"221.00000","0","1","Weller®","Active","Iron","-","Included, Not Specified","Not Included","80W","24V","ESD Safe","-","WX1, WX2, WXA2, WXD2"
-,-,T0052922499N-ND,T0052922499N,Apex Tool Group,WXP 90 SOLDERING IRON 90W,0,0,"234.00000","0","1","Weller®","Active","Iron","-","XNT","Not Included","90W","24V","ESD Safe","-","WX1, WX2, WXA2, WXD2, WXR3"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051317199N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051317199.jpg,T0051317199N-ND,T0051317199N,Apex Tool Group,DESOLDERING TWEEZERS 50W 12V,0,0,"238.00000","0","1","Weller®","Active","Tweezers, Desoldering","-","WTA1","Not Included","50W","12V","Dual Heating Elements, ESD Safe, Independent Sensors","-","WR, WRS Series"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051317799N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_0051317799.jpg,T0051317799N-ND,T0051317799N,Apex Tool Group,DESOLDERING TWEEZERS 80W 12V,0,0,"241.00000","0","1","Weller®, WXMT","Active","Tweezers, Desoldering","-","RTW2","Not Included","80W","12V","ESD Safe, Motion Sensing","-","WX Series"
-,-,T0052919999N-ND,T0052919999N,Apex Tool Group,WP 200 SOLDERING IRON,0,0,"244.00000","0","1","-","Not For New Designs","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052921699N,-,T0052921699N-ND,T0052921699N,Apex Tool Group,SOLDERING IRON 65W 24V,0,0,"247.00000","0","1","Weller®","Active","Iron","200°F ~ 850°F (100°C ~ 450°C)","XNTA","WDH10","65W","24V","ESD Safe","-","WD1, WD2, WR Series"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052920999N,-,T0052920999N-ND,T0052920999N,Apex Tool Group,WXP80 SOLDERING SET WITH WDH 10,0,0,"298.00000","0","1","Weller®","Active","Iron","-","Included, Not Specified","WDH 10","80W","24V","ESD Safe","-","WX1, WX2, WXA2, WXD2"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052918999N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0052918999.jpg,T0052918999N-ND,T0052918999N,Apex Tool Group,SOLDERING IRON 150W,0,0,"299.00000","0","1","Weller®, WSP150","Active","Iron","200°F ~ 950°F (100°C ~ 500°C)","LHTF","WDH30","150W","-","ESD Safe","Wrench","WD2, WD""M"""
-,-,WEF4-ND,WEF4,Apex Tool Group,SOLDERING IRON,0,0,"300.00000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051318299N,//media.digikey.com/photos/Cooper%20Industries%20Photos/MFG_0051318299.jpg,T0051318299N-ND,T0051318299N,Apex Tool Group,DESOLDERING SOLDER IRON 80W 24V,0,0,"320.00000","0","1","Weller®, DXV","Active","Iron, Desoldering","200°F ~ 850°F (93°C ~ 454°C)","-","WDH40","80W","24V","Internal Collection Chamber, Temperature Control, Vacuum Pump","-","WR Series"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051320499N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0051320499.JPG,T0051320499N-ND,T0051320499N,Apex Tool Group,DESOLDERING SOLDER IRON 120W 24V,0,0,"321.00000","0","1","Weller®, WXDV","Active","Iron, Desoldering","200°F ~ 850°F (93°C ~ 454°C)","-","Not Included","120W","24V","Internal Collection Chamber","-","WX Series"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051318399N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051318399.jpg,T0051318399N-ND,T0051318399N,Apex Tool Group,DESOLDERING SOLDER IRON 80W 24V,0,0,"325.00000","0","1","Weller®, DXV","Active","Iron, Desoldering","200°F ~ 850°F (93°C ~ 454°C)","-","WDH30","80W","24V","Threadless Nozzles","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051320199N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051320199.jpg,T0051320199N-ND,T0051320199N,Apex Tool Group,DESOLDERING SOLDER IRON 120W 24V,0,0,"337.00000","0","1","Weller®, WXDP","Active","Iron, Desoldering","200°F ~ 850°F (93°C ~ 454°C)","XDS1","Not Included","120W","24V","Standby","-","WXD Series"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052711899N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0052711899.jpg,T0052711899N-ND,T0052711899N,Apex Tool Group,SOLDERING IRON HOT AIR 100W 24V,0,0,"359.00000","0","1","Weller®, HAP1","Active","Iron, Hot Air","200°F ~ 999°F (93°C ~ 537°C)","HAP","WDH30","100W","24V","ESD Safe","-","WAD, WR Series"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051319899N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051319899.jpg,T0051319899N-ND,T0051319899N,Apex Tool Group,DESOLDERING SOLDER IRON 120W 24V,0,0,"377.00000","0","1","Weller®, DSX","Active","Iron, Desoldering","200°F ~ 850°F (93°C ~ 454°C)","-","Not Included","120W","24V","Threadless Nozzles","-","WR Series"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052711799N,//media.digikey.com/photos/Cooper%20Industries%20Photos/MFG_0052711799.jpg,T0052711799N-ND,T0052711799N,Apex Tool Group,SOLDERING IRON HOT AIR 200W 24V,0,0,"392.00000","0","1","Weller®, HAP200","Active","Iron, Hot Air","200°F ~ 999°F (93°C ~ 537°C)","-","WDH31","200W","24V","ESD Safe","-","WR3M"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052712099N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0052712099.JPG,T0052712099N-ND,T0052712099N,Apex Tool Group,SOLDERING IRON HOT AIR 200W 24V,0,0,"412.00000","0","1","Weller®, WXHAP200","Active","Iron, Hot Air","100°F ~ 1000°F (50°C ~ 550°C)","F, R, D, Q","WDH30","200W","24V","-","-","WXA2"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051320299N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051320299.jpg,T0051320299N-ND,T0051320299N,Apex Tool Group,DESOLDERING SOLDER IRON 80W 24V,0,0,"446.00000","0","1","Weller®, WXDP","Active","Iron, Desoldering","200°F ~ 850°F (93°C ~ 454°C)","XDS1","WDH70","80W","24V","Standby","-","WX Series"
-,-,B3470AH-ND,B3470,"American Hakko Products, Inc.","HANDLE,IRON,W/GRIP,FX-8801",0,0,"10.47000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,B2872-ND,B2872,"American Hakko Products, Inc.","HANDLE,GUN CONFIGURATION,FM-2024",0,0,"17.47000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3685_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3685.JPG,1528-2524-ND,3685,Adafruit Industries LLC,ADJUSTABLE 60W PEN-STYLE SOLDERI,0,0,"19.95000","0","1","-","Active","Iron","536°F ~ 896°F (280°C ~ 480°C)","Included, Not Specified","Not Included","60W","110V","Adjustable Temperature","-","-"
-,-,B3015-ND,B3015,"American Hakko Products, Inc.","HANDLE,W/SCREWS,FR-803B",0,0,"20.37000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,900S-001S-ND,900S-001S,"American Hakko Products, Inc.","HANDLE,IRON,W/GRIP,ESD,900S",0,0,"22.87000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,B2024AH-ND,B2024,"American Hakko Products, Inc.","HANDLE,IRON,W/GRIP,907-ESD",0,0,"22.87000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,B1185-ND,B1185,"American Hakko Products, Inc.","HANDLE,W/GRIP,ESD,851",0,0,"26.47000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3759_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3759.jpg,1528-2596-ND,3759,Adafruit Industries LLC,ADJUSTABLE 60W PEN-STYLE,0,0,"31.19000","0","1","-","Active","Iron","536°F ~ 896°F (280°C ~ 480°C)","Included, Not Specified","Not Included","60W","220V","Adjustable Temperature","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3760_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3760.jpg,3760-ND,3760,Adafruit Industries LLC,ADJUSTABLE 60W PEN-STYLE,0,0,"31.19000","0","1","-","Active","Iron","536°F ~ 896°F (280°C ~ 480°C)","Included, Not Specified","Not Included","60W","220V","Adjustable Temperature","-","-"
-,-,551V-V12-ND,551V-V12,"American Hakko Products, Inc.","IRON,SDRG,W/CA 12.7 TIP,MATCHLES",0,0,"49.67000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
https://www.hakkousa.com/files/index/download/id/15335/,//media.digikey.com/Photos/Hakko/981-V12%5EP.JPG,1691-1012-ND,981-V12/P,"American Hakko Products, Inc.",GUN 20W 100V,3,0,"51.57000","0","1","PRESTO 981","Active","Gun","824/1166/1292°F (440/630/700°C)","Not Included","Not Included","20W","100V","Power Boost","-","-"
-,-,557V-V12-ND,557V-V12,"American Hakko Products, Inc.","IRON,SDRG,W/CA16 TIP,MATCHLESS,2",0,0,"56.07000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,C1148B-ND,C1148B,"American Hakko Products, Inc.","IRON,MEDIUM,907-ESD,W/T18-D16,93",0,0,"73.47000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110990479_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/110990479.jpg,1597-1241-ND,110990479,"Seeed Technology Co., Ltd",SOLDERING IRON 65W 100-240V,0,0,"76.40000","0","1","-","Active","Iron","212°F ~ 752°F (100°C ~ 400°C)","BC2","Not Included","65W","100 ~ 240V","Alert Mode, Digital LCD Display, Mini USB Port, Programmable, Sleep Mode","Adapter (US Std), Earth Clamps","-"
-,-,FX8801-02/P-ND,FX8801-02/P,"American Hakko Products, Inc.","IRON,FX-888D/888,FX-8801,GLD",0,0,"78.77000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,FX8002-81-ND,FX8002-81,"American Hakko Products, Inc.","IRON,SDRG,W/O TIP,FX-801,FX-8002",0,0,"89.37000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,FX601-02-ND,FX601-02,"American Hakko Products, Inc.","IRON,SDRG,67W,540C,T19,FX-601",0,0,"89.97000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,FT8003-02-ND,FT8003-02,"American Hakko Products, Inc.","CONNECTOR ASSY,WIRE STRIPPER,KNI",0,0,"90.27000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110060182_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110060182.jpg,1597-1281-ND,110060182,"Seeed Technology Co., Ltd",SOLDERING 65W 1 CH 100-240V,0,0,"100.98000","0","1","-","Active","Soldering","-","-","-","-","100 ~ 240V","ESD Safe, OLED Display, Sleep Mode, USB Interface","Adapter, Earth Clamps, Hex Key, Iron Holder, PCB Soldering Kit, Pouch, Tip (2)","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/Mini_Soldering_Iron_InstrManual.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110060222.jpg,110060222-ND,110060222,"Seeed Technology Co., Ltd",SOLDERING 65W 1 CH 100-240V,0,0,"100.98000","0","1","-","Not For New Designs","Soldering","-","-","-","-","100 ~ 240V","ESD Safe, OLED Display, Sleep Mode, USB Interface","Adapter, Earth Clamps, Hex Key, Iron Holder, PCB Soldering Kit, Pouch, Tip (2)","-"
-,-,FM2030-01-ND,FM2030-01,"American Hakko Products, Inc.","CONNECTOR ASSY,HD,SDRG,HANDPIECE",0,0,"104.97000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,FM2027-06-ND,FM2027-06,"American Hakko Products, Inc.","CK,SDRG,GREEN SLEEVE,W/FH-200,FM",0,0,"120.37000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,FM2026-02-ND,FM2026-02,"American Hakko Products, Inc.","CONNECTOR ASSY,SDRG,HANDPIECE ON",0,0,"161.07000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,FM2026-01-ND,FM2026-01,"American Hakko Products, Inc.","CONNECTOR ASSY,SDRG,N2,W/ACC.,FM",0,0,"177.77000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,FX8003-81-ND,FX8003-81,"American Hakko Products, Inc.","IRON,SDRG,N2,W/O TIP,FX-801,FX-8",0,0,"179.97000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,950-CK-ND,950-CK,"American Hakko Products, Inc.","KIT,950,HOT TWEEZER + HOLDER",0,0,"189.77000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Hakko/MFG_FM2029-02.jpg,FM2029-02-ND,FM2029-02,"American Hakko Products, Inc.","CONNECTOR ASSY,HOT AIR,HANDPIECE",0,0,"192.17000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,FX8804-CK-ND,FX8804-CK,"American Hakko Products, Inc.","KIT,FX-8804,HOT TWEEZER + HOLDER",0,0,"215.37000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,FM2031-01-ND,FM2031-01,"American Hakko Products, Inc.","CONNECTOR ASSY,HD,SDRG,N2,HANDPI",0,0,"219.97000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Hakko/MFG_FM2026-06.jpg,FM2026-06-ND,FM2026-06,"American Hakko Products, Inc.","CK,SDRG,N2,W/FH-200,FM-2026",0,0,"230.97000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Hakko/MFG_FM2031-02.jpg,FM2031-02-ND,FM2031-02,"American Hakko Products, Inc.","CK,HD,SDRG,N2,24V-140W,W/FH-200,",0,0,"303.37000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,FR4001-81-ND,FR4001-81,"American Hakko Products, Inc.","TOOL,DSDRG,HANDPIECE ONLY,29V-30",0,0,"333.77000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/EC1201A.jpg,TEC1201A-ND,TEC1201A,Apex Tool Group,SOLDERING IRON 42W 24V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","350°F ~ 850°F (177°C ~ 454°C)","ETA","Not Included","42W","24V","Burn Resistant Cord, ESD Safe","-","EC, Silver, WRS Series"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/EC1503B.jpg,EC1503B-ND,EC1503B,Apex Tool Group,SOLDERING IRON 42W,0,0,"Obsolete","0","1","-","Obsolete","Iron","-","EMA","Not Included","42W","-","-","-","-"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/SCD100.jpg,SCD100-ND,SCD100,Apex Tool Group,SOLDERING GUN 35W 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Gun","800°F (427°C)","Included, Not Specified","Not Included","35W","120V","Disposable Collection Chamber","-","-"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/PES50.jpg,TPES50-ND,TPES50,Apex Tool Group,SOLDERING IRON 50W 24V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","Up to 700°F (371°C)","ET, SMT Series","Not Included","50W","24V","Burn Resistant Cord, ESD Safe","-","WES50 Series"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_SP40L.jpg,SP40L-ND,SP40L,Apex Tool Group,SOLDERING IRON 40W,0,0,"Obsolete","0","6","Weller®, Marksman®","Obsolete","Iron","Up to 900°F (482°C)","MT10","Included, Not Specified","40W","-","Impact Resistant, Light","-","-"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/C1C.jpg,C1C-ND,C1C,Apex Tool Group,SOLDERING IRON CORDLESS 35W,0,0,"Obsolete","0","3","Weller®, Portasol","Obsolete","Iron, Cordless (Butane)","-","C12 (Chisel)","Not Included","35W","-","Safety Cut Off Switch","-","-"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WMP.jpg,TWMP-ND,TWMP,Apex Tool Group,SOLDERING IRON 65W 24V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","-","NT1","Not Included","65W","24V","ESD Safe","-","WD, WR Series"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/0051319199.JPG,0051319199-ND,0051319199,Apex Tool Group,DESOLDERING TOOL 80W,0,0,"Obsolete","0","12","Weller®","Obsolete","Tool, Desoldering","-","DX113HM","Not Included","80W","-","Filter, Vacuum","-","WR2, WR3M"
-,-,EC1301B-ND,EC1301B,Apex Tool Group,SOLDERING IRON 20W 24V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","350°F ~ 850°F (177°C ~ 454°C)","EPH101","Not Included","20W","24V","-","-","EC3000, EC4000"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_BP645MP.jpg,BP645MP-ND,BP645MP,Apex Tool Group,SOLDERING IRON CORDLESS 6W 4.5V,0,0,"Obsolete","0","5","Weller®, BP","Obsolete","Iron, Cordless (Battery)","Up to 900°F (482°C)","BP1 (Conical)","Not Included","6W","4.5V","Cordless","Batteries (3 AA), Solder, Wrench","-"
-,-,CHT100-ND,CHT100,Apex Tool Group,SOLDERING IRON CORDLESS,0,0,"Obsolete","0","6","Weller®, ColdHeat™, Pro","Obsolete","Iron, Cordless (Battery)","-","CHT3 (Chisel)","-","-","-","LED Indicator, LED Light, Protective Cap","Case","-"
-,//media.digikey.com/photos/Steinel%20Photos/MFG_72700.jpg,72700-ND,72700,Steinel America,SOLDERING GUN CORDLESS 30W-185W,0,0,"Obsolete","0","10","ThermaSolder™ 700","Obsolete","Gun, Cordless (LEC)","480~2500°F (250~1300°C)","Included, Not Specified","Built In","30W ~ 185W","-","-","Liquid Energy Cell","-"
-,//media.digikey.com/photos/Steinel%20Photos/MFG_72350.jpg,SDL1900-ND,TS 350,Steinel America,SOLDERING IRON CORDLESS 6W 4.5V,0,0,"Obsolete","0","20","ThermaTorch™ Mini Plus","Obsolete","Iron, Cordless (Battery)","Up to 930°F (499°C)","Included, Not Specified","Built In","6W","4.5V","-","-","-"
-,-,BP645CMP-ND,BP645CMP,Apex Tool Group,SOLDERING IRON CORDLESS 6W 4.5V,0,0,"Obsolete","0","5","Weller®, BP","Obsolete","Iron, Cordless (Battery)","Up to 900°F (482°C)","-","Not Included","6W","4.5V","Cordless","Batteries (3 AA), Case, Solder, Wrench","-"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/photos/Master%20Appliance%20Photos/UT-40SIK.JPG,MA1023-ND,UT-40SIK,Master Appliance Co,SOLDERING IRON CORDLESS,0,0,"Obsolete","0","1","Ultratorch®","Obsolete","Iron, Cordless (Butane)","Up to 1202°F (650°C)","70-01-55, 91-01-02, 91-01-53","Not Included","-","-","Switch Ignition","Butane Cartridge, Case, Protective Cap, Scouring Pad","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_UT_40Si_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_UT-40SIH.jpg,UT-40SIH-ND,UT-40SIH,Master Appliance Co,SOLDERING IRON HOT AIR,0,0,"Obsolete","0","1","Ultratorch®","Obsolete","Iron, Hot Air (Butane)","Up to 1200°F (649°C)","Included, Not Specified","Not Included","-","-","Switch Ignition","Butane Cartridge, Protective Cap","-"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/MP-100.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_MP-100.jpg,MP-100-ND,MP-100,Master Appliance Co,SOLDERING IRON,0,0,"Obsolete","0","6","MicroPro®","Obsolete","Iron","662°F ~ 1004°F (350°C ~ 540°C)","Included, Not Specified","Included, Not Specified","-","-","LED Indicator","Adapter, Protective Cap, Iron Holder","-"
