Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Wattage","Voltage - Input","Plug Type","Voltage - Output","Number of Channels","Control/Display Type","Includes","Base Unit","Supplied Iron, Tweezer, Handle","Supplied Tips/Nozzles","Workstand","Temperature Range","Features"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WHA3000P.jpg,WHA3000P-120V-ND,WHA3000P,Apex Tool Group,REWORK STATION 700W 1 CH 230V,0,0,"3079.00000","0","1","Weller®, WHA","Not For New Designs","Rework (Hot Air)","700W","230V","NEMA 5-15","120V","1","Digital","Iron Holder, Foot Switch, Nozzle Removal Tool","WHA3000P","HAP3","NQ30","AKT30","150°F ~ 999°F (50°C ~ 550°C)","ESD Safe, Internal Air, Ion Trap, LCD Display, Programmable, Vacuum"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WR5000MN,-,WR5000MN-ND,WR5000MN,Apex Tool Group,REWORK STATION 5 CH 120V,0,0,"3240.00000","0","1","Weller®, WR","Active","Rework","-","-","-","-","5","Digital","Iron Holder (5)","-","-","-","Included, Not Specified","-","ESD Safe, LCD Display"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WHA3000PN,-,WHA3000PN-ND,WHA3000PN,Apex Tool Group,REWORK STATION 700W 1 CH 120V,0,0,"3370.00000","0","1","Weller®, WHA","Active","Rework (Hot Air)","700W","120V","-","120V","1","Digital","Iron Holder, Foot Switch, Nozzle Removal Tool","WHA3P","-","WHA","Included, Not Specified","122°F ~ 1022°F (50°C ~ 550°C)","ESD Safe, LCD Display"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0053355699N,-,T0053355699N-ND,T0053355699N,Apex Tool Group,WHA3000PS SET 230V 53355699,0,0,"6050.00000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WHA3000PS.jpg,WHA3000PSN-ND,WHA3000PSN,Apex Tool Group,REWORK STATION 700W 1 CH 230V,0,0,"6070.00000","0","1","Weller®, WHA","Active","Rework (Hot Air)","700W","230V","NEMA 5-15","120V","1","Digital","Board Holder, Heating Plate, Iron Holder, Foot Switch, Nozzle Removal Tool","WHA3000P","HAP3","NQ30","AKT30","122°F ~ 1022°F (50°C ~ 550°C)","ESD Safe, Internal Air, Ion Trap, LCD Display, Programmable, Vacuum"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__main_nr=WTQB1000N,-,WTQB1000N-ND,WTQB1000N,Apex Tool Group,WTQB 1000 REWORK STATION 110V NA,0,0,"11980.00000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,WTBR1000FTLCA-ND,WTBR1000FTLCA,Apex Tool Group,WTBR 1000 CAMERA/LED 120V,0,0,"45900.00000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3565_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3565.jpg,1528-2344-ND,3565,Adafruit Industries LLC,SOLDERING STATION 50W 1 CH 110V,0,0,"44.95000","0","1","-","Active","Soldering","50W","110V","Included, Not Specified","-","1","Analog","-","-","ATTEN 907","Included, Not Specified","Included, Not Specified","392°F ~ 900°F (200°C ~ 480°C)","-"
-,//media.digikey.com/Photos/Hakko/MFG_FX888D-23BY.jpg,FX888D-23BY-ND,FX888D-23BY,"American Hakko Products, Inc.","STATION,SDRG,DIGITAL,ESD,FX-8801",0,0,"107.47000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,FX951-98-ND,FX951-98,"American Hakko Products, Inc.","STATION ONLY,W/B2972&B2419,FX-95",0,0,"142.97000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,C1492-ND,C1492,"American Hakko Products, Inc.","BOX,DESOLDERING CONTROL,DCB,FM-2",0,0,"294.07000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Hakko/MFG_FM2024-42.jpg,FM2024-42-ND,FM2024-42,"American Hakko Products, Inc.","CK,DSDRG,W/FH-200,W/O NOZZLE,FM-",0,0,"325.07000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Hakko/MFG_FX791-01.jpg,FX791-01-ND,FX791-01,"American Hakko Products, Inc.","N2 STATION,CONTROLLER,FX-791",0,0,"355.57000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://cdn-shop.adafruit.com/product-files/3941/861DW-english--manual.pdf,-,1528-2719-ND,3941,Adafruit Industries LLC,REWORK SLDR STA 1KW 1 CH 120 VAC,0,0,"356.25000","0","1","-","Active","Rework (Hot Air), Soldering","1kW","120 VAC","Included, Not Specified","-","1","Digital","Nozzles (3)","861DW","-","-","-","212°F ~ 932°F (100°C ~ 500°C)","ESD Safe"
-,-,C1551-ND,C1551,"American Hakko Products, Inc.","STATION ONLY,W/B2972&B2419,FM-20",0,0,"469.97000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Hakko/MFG_373-11.jpg,373-11-ND,373-11,"American Hakko Products, Inc.","BASE,SDRG,FEEDER,373",0,0,"510.67000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Hakko/MFG_FM2026-KIT.jpg,FM2026-KIT-ND,FM2026-KIT,"American Hakko Products, Inc.","KIT,FM2026-01 + FX791-01",0,0,"525.07000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,373-936M-06-ND,373-936M-06,"American Hakko Products, Inc.","KIT,373,0.6MM,FX-8801,907,FOR FX",0,0,"608.77000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,373-936M-08-ND,373-936M-08,"American Hakko Products, Inc.","KIT,373,0.8MM,FX-8801,907,FOR FX",0,0,"608.77000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,373-936M-10-ND,373-936M-10,"American Hakko Products, Inc.","KIT,373,1.0MM,FX-8801,907,FOR FX",0,0,"608.77000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,373-936M-12-ND,373-936M-12,"American Hakko Products, Inc.","KIT,373,1.2MM,FX-8801,907,FOR FX",0,0,"608.77000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,373-936M-16-ND,373-936M-16,"American Hakko Products, Inc.","KIT,373,1.6MM,FX-8801,907,FOR FX",0,0,"608.77000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Hakko/MFG_FM2031-KIT.jpg,FM2031-KIT-ND,FM2031-KIT,"American Hakko Products, Inc.","KIT,FM2031-02 + FX791-01",0,0,"650.07000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Hakko/MFG_FX801-02.jpg,FX801-02-ND,FX801-02,"American Hakko Products, Inc.","STATION,SDRG,260W,UHD,ESD,W/O TI",0,0,"964.97000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,486AH-ND,486,"American Hakko Products, Inc.","BLOWER,AIR,485",0,0,"1517.98000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,FR400-02-ND,FR400-02,"American Hakko Products, Inc.","STATION,DSDRG,300W,UHD,ESD,GUN,F",0,0,"1614.28000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/114991685_Web.pdf,-,114991685-ND,114991685,"Seeed Technology Co., Ltd",REFLOW OVEN 3 HEATING ZONES,0,0,"2038.73000","0","1","-","Active","Reflow Oven","-","-","Included, Not Specified","-","-","-","-","-","-","-","-","-","-"
-,-,485-1-V12-ND,485-1-V12,"American Hakko Products, Inc.","UNIT,REWORK,W/O 486,485",0,0,"6017.65000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,485-V12-ND,485-V12,"American Hakko Products, Inc.","UNIT,REWORK,485",0,0,"7047.67000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/MT1500.jpg,MT1500-ND,MT1500,Apex Tool Group,SOLDERING STATION 130W 1 CH 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Soldering","130W","120V","NEMA 5-15","6V, 12V, 24V (Depending on tip selected)","1","Digital","Iron Holder","MT1500","MT1501","Sold Separately","MT1502","400°F ~ 850°F (200°C ~ 454°C)","Automatic Resetting Fuse, ESD Safe, LED Display, Multiple Mode, Programmable, Tip Storage"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WRS3000S.jpg,WRS3000S-ND,WRS3000S,Apex Tool Group,SOLDER REWORK STA 300W 3 CH 120V,0,0,"Obsolete","0","1","Weller®, WRS","Obsolete","Desoldering, Rework (Hot Air), Soldering","300W","120V","NEMA 5-15","-","3","Analog","Iron Holder","WRS3000","DS1204AP, DS58, HAP1","Sold Separately","KH27, PH1201ESD","150°F ~ 850°F (66°C ~ 454°C)","Internal Air, LED Indicator, Temperature Control"
-,-,WES50-ND,WES50,Apex Tool Group,SOLDERING STATION 50W 1 CH 120V,0,0,"Obsolete","0","1","Weller®, WES","Obsolete","Soldering","50W","120V","NEMA 5-15","24V","1","Analog","Iron Holder","WES50PU","PES50","ETA","PH50","350°F ~ 850°F (175°C ~454°C)","ESD Safe, Temperature Lockout"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WHA300.jpg,WHA300-ND,WHA300,Apex Tool Group,REWORK STATION 700W 1 CH 120V,0,0,"Obsolete","0","1","Weller®, WHA","Obsolete","Rework (Hot Air)","700W","120V","NEMA 5-15","-","1","Analog","Iron Holder","WHA300","HAP","Sold Separately","Built On","122°F ~ 1022°F (50°C ~ 550°C)","ESD Safe, Internal Air, LED Indicator"
-,-,WRS3000ST-ND,WRS3000ST,Apex Tool Group,SOLDER REWORK STA 300W 3 CH 120V,0,0,"Obsolete","0","1","Weller®, WRS","Obsolete","Desoldering, Rework (Hot Air), Soldering","300W","120V","NEMA 5-15","-","3","Analog","Iron Holder","WRS3000","HAP1, WSP80, WTA50","Sold Separately","WPH80, AK51","150°F ~ 999°F (50°C ~ 550°C)","Internal Air, LED Indicator, Temperature Control"
-,-,WRS1002-ND,WRS1002,Apex Tool Group,SOLDER REWORK STA 175W 2 CH 120V,0,0,"Obsolete","0","1","Weller®, WRS","Obsolete","Desoldering, Rework (Hot Air), Soldering","175W","120V","NEMA 5-15","-","2","Digital","-","WRS1002","HAP1","-","-","150°F ~ 1022°F (65°C ~ 550°C)","ESD Safe, External Fan, Internal Air, LCD Display, LED Temperature Indicator, Temperature Lockout"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WSLPU.jpg,WSLPU-ND,WSLPU,Apex Tool Group,SOLDERING STATION 95W 1 CH 120V,0,0,"Obsolete","0","2","Weller®, WSL","Obsolete","Soldering","95W","120V","NEMA 5-15","24V","1","Digital","-","-","-","Sold Separately","-","150°F ~ 850°F (66°C ~ 454°C)","ESD Safe"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WSL2PU.jpg,WSL2PU-ND,WSL2PU,Apex Tool Group,SOLDERING STATION 95W 2 CH 120V,0,0,"Obsolete","0","2","Weller®, WSL","Obsolete","Soldering","95W","120V","NEMA 5-15","-","2","Digital","-","-","-","Sold Separately","-","150°F ~ 850°F (66°C ~ 454°C)","ESD Safe, LED Indicator"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WSL.jpg,WSL-ND,WSL,Apex Tool Group,SOLDERING STATION 95W 1 CH 120V,0,0,"Obsolete","0","1","Weller®, WSL","Obsolete","Soldering","95W","120V","NEMA 5-15","24V","1","Digital","Iron Holder","WSLPU","WMP","Sold Separately","WMPH","150°F ~ 850°F (66°C ~ 454°C)","ESD Safe"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WSL2.jpg,WSL2-ND,WSL2,Apex Tool Group,SOLDERING STATION 150W 2 CH 120V,0,0,"Obsolete","0","1","Weller®, WSL","Obsolete","Soldering","150W","120V","NEMA 5-15","-","2","Digital","Iron Holder (2)","WSL2PU","WMP, WSP80","Sold Separately","WHP81, WMPH","150°F ~ 850°F (66°C ~ 454°C)","ESD Safe, LED Indicator"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WRS10022.jpg,WRS10022-ND,WRS10022,Apex Tool Group,DESOLDER STATION 175W 2 CH 120V,0,0,"Obsolete","0","1","Weller®, WRS","Obsolete","Desoldering","175W","120V","NEMA 5-15","-","2","Digital","Iron Holder, Solder Collection Chamber","WRS1002","DS80","-","AK20","150°F ~ 1022°F (65°C ~ 550°C)","ESD Safe, External Fan, Internal Air, LCD Display, LED Temperature Indicator, Temperature Lockout"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WSD161.jpg,WSD161-ND,WSD161,Apex Tool Group,SOLDERING STATION 150W 2 CH 120V,0,0,"Obsolete","0","1","Weller®, WSD","Obsolete","Soldering","150W","120V","NEMA 5-15","-","2","Digital","-","WSD161","-","Sold Separately","-","150°F ~ 850°F (66°C ~ 454°C)","ESD Safe, Temperature Lockout"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WSD81.jpg,WSD81-ND,WSD81,Apex Tool Group,SOLDERING STATION 80W 1 CH 230V,0,0,"Obsolete","0","1","Weller®, WSD","Obsolete","Soldering","80W","230V","-","24V","1","Digital","Iron Holder","PUD81","WSP80","Sold Separately","WPH80","150°F ~ 850°F (50°C ~ 450°C)","Auto Off, ESD Safe, Temperature Control"
-,-,WMRS-ND,WMRS,Apex Tool Group,REWORK SOLDER STA 80W 1 CH 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Rework, Soldering","80W","120V","NEMA 5-15","24V","1","Digital","Iron Holder","WMRSPU","WMRP","RT1","WMRH","150°F ~ 850°F (50°C ~ 450°C)","Auto Off, Temperature Control"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/WRS1002X.JPG,WRS1002X-ND,WRS1002X,Apex Tool Group,DESOLDER STATION 175W 2 CH 120V,0,0,"Obsolete","0","1","Weller®, WRS","Obsolete","Desoldering","175W","120V","Included, Not Specified","24V","2","Digital","-","WRS1002","DXV80","DX112","AKV80","150°F ~ 1022°F (50°C ~ 550°C)","ESD Safe, External Fan, Internal Air, LCD Display, LED Temperature Indicator, Temperature Lockout"
-,-,WRS3000X-ND,WRS3000X,Apex Tool Group,SOLDER REWORK STA 400W 3 CH 120V,0,0,"Obsolete","0","1","Weller®, WRS","Obsolete","Desoldering, Rework (Hot Air), Soldering","400W","120V","NEMA 5-15","24V","3","Digital","-","-","DXV80, HAP200, WP80, WVP","DX112, LTB","-","150°F ~ 850°F (66°C ~ 454°C)","Internal Air, LED Indicator, Temperature Control, USB Port"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WD1%20ref.pdf,-,WD1000-ND,WD1000,Apex Tool Group,SOLDERING STATION 80W 1 CH 230V,0,0,"Obsolete","0","1","Weller®, WD","Obsolete","Soldering","80W","230V","NEMA 5-15","-","1","Digital","Iron Holder","WD1","WP80","LTB","WDH10","200°F ~ 600°F (93°C ~ 316°C)","ESD Safe, LCD Display, Programmable"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/WD1001.jpg,WD1001-ND,WD1001,Apex Tool Group,SOLDERING STATION 65W 1 CH 120V,0,0,"Obsolete","0","3","Weller®","Obsolete","Soldering","65W","120V","NEMA 5-15","24V","1","Digital","Iron Holder","WD1","WMP","NT1","WDH20","150°F ~ 850°F (66°C ~ 454°C)","ESD Safe, LCD Display, Programmable"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WD2%20ref.pdf,//media.digikey.com/photos/Cooper%20Industries%20Photos/WD2.jpg,WD2-ND,WD2,Apex Tool Group,SOLDERING STATION 160W 2 CH 120V,0,0,"Obsolete","0","1","Weller®, WD","Obsolete","Soldering","160W","120V","NEMA 5-15","24V","2","Digital","-","WD2","-","Sold Separately","-","200°F ~ 600°F (93°C ~ 316°C)","Auto Off, ESD Safe, LCD Display, Programmable"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WD2000M.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/WD2000M.jpg,WD2000M-ND,WD2000M,Apex Tool Group,DESOLDER SLDR STA 160W 2 CH 120V,0,0,"Obsolete","0","1","Weller®, WD","Obsolete","Desoldering, Soldering","160W","120V","NEMA 5-15","24V","2","Digital","Iron Holder (2)","WD2M","WMRP, WMRT","RT3","WMRH, WMRTH","150°F ~ 850°F (66°C ~ 454°C)","Auto Off, ESD Safe, LCD Display, Programmable"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WD1000M.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/WD1000M.jpg,WD1000M-ND,WD1000M,Apex Tool Group,SOLDER STATION 85W 1 CH 100-230V,0,0,"Obsolete","0","1","Weller®, WD","Obsolete","Soldering","85W","100 ~ 230V","NEMA 5-15","24V","1","Digital","Iron Holder","WD1M","WMRP","RT3","WMRH","150°F ~ 850°F (66°C ~ 454°C)","Auto Off, ESD Safe, LCD Display, Programmable, Temperature Lockout, USB Port"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WD1000HPT.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/WD1000HPT.jpg,WD1000HPT-ND,WD1000HPT,Apex Tool Group,SOLDERING STATION 160W 1 CH 120V,0,0,"Obsolete","0","1","Weller®, WD","Obsolete","Soldering","160W","120V","NEMA 5-15","-","1","Digital","Iron Holder","WD1M","WP120","Sold Separately","WDH10T","150°F ~ 850°F (66°C ~ 454°C)","Auto Off, ESD Safe, LCD Display, Programmable, Temperature Lockout"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WSM%20Compact%20Soldering%20Station.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/TWSM1.jpg,TWSM1-ND,TWSM1,Apex Tool Group,SOLDERING STATION 40W 1 CH 120V,0,0,"Obsolete","0","1","Weller®, WSM","Obsolete","Soldering","40W","120V","CEE 7/16, NEMA 5-15","12V","1","Digital","Charger, ESD Ground Plug, Iron Holder, Power Cord (2)","WSM1C","WMRP","RT3","WDH31","150°F ~ 850°F (66°C ~ 454°C)","Auto Off, Battery Operated, LCD Display, Programmable, Rechargeable, Temperature Lockout"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WSM1CN,//media.digikey.com/Photos/Apex%20Tool%20Photos/WSM1C.jpg,WSM1CN-ND,WSM1CN,Apex Tool Group,SOLDER STATION 40W 1 CH 100-240V,0,0,"Obsolete","0","1","Weller®, WSM","Obsolete","Soldering","40W","100 ~ 240V","NEMA 5-15","12V","1","Digital","AC Power Supply/Charger, Iron Holder","WSM1C","WMRP","RT3","Included, Not Specified","201°F ~ 750°F (50°C ~ 400°C)","Auto Off, LCD Display, Rechargeable, Temperature Lockout, Touch Screen"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-9000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB9000S-2.jpg,EB1240-ND,EB-9000S-2,MENDA/EasyBraid,REWORK SLD STA 40W 1 CH 220-240V,0,0,"Discontinued at Digi-Key","0","1","EB-9000S","Discontinued at Digi-Key","Rework, Soldering","40W","220 ~ 240V","Included, Not Specified","-","1","Digital","Iron Holder, Tip Removal Pad","EB-9000PS","SHP-1","Sold Separately","SHH-1","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-9000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB-9000PS.jpg,EB-9000PS-ND,EB-9000PS,MENDA/EasyBraid,REWORK SLD STA 40W 1 CH 100-110V,0,0,"Discontinued at Digi-Key","0","1","EB-9000S","Discontinued at Digi-Key","Rework, Soldering","40W","100 ~ 110V","Included, Not Specified","-","1","Digital","Iron Holder, Tip Removal Pad","EB-9000PS","SHP-1","Sold Separately","SHH-1","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-2000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB%20Series%20SHH-4.jpg,EB1351-ND,EB-2000S-KM,MENDA/EasyBraid,SOLDER STATION 55W 2 CH 100-240V,0,0,"Discontinued at Digi-Key","0","1","EB-2000S","Discontinued at Digi-Key","Soldering","55W","100 ~ 240V","Included, Not Specified","-","2","None","Iron Holder, Tip Removal Pad","EB-2000PS","SHP-KM","Sold Separately","SHH-4","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-2000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB%20Series%20SHH-4.jpg,EB1352-ND,EB-2000S-P,MENDA/EasyBraid,SOLDER STATION 55W 2 CH 100-240V,0,0,"Discontinued at Digi-Key","0","1","EB-2000S","Discontinued at Digi-Key","Soldering","55W","100 ~ 240V","Included, Not Specified","-","2","None","Iron Holder, Tip Removal Pad","EB-2000PS","SHP-P","Sold Separately","SHH-4","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-2000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB%20Series%20SHH-4.jpg,EB1353-ND,EB-2000S-PM,MENDA/EasyBraid,SOLDER STATION 55W 2 CH 100-240V,0,0,"Discontinued at Digi-Key","0","1","EB-2000S","Discontinued at Digi-Key","Soldering","55W","100 ~ 240V","Included, Not Specified","-","2","None","Iron Holder, Tip Removal Pad","EB-2000PS","SHP-PM","Sold Separately","SHH-4","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-2000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB%20Series%20SHH-4.jpg,EB1354-ND,EB-2000S-SM,MENDA/EasyBraid,SOLDER STATION 55W 2 CH 100-240V,0,0,"Discontinued at Digi-Key","0","1","EB-2000S","Discontinued at Digi-Key","Soldering","55W","100 ~ 240V","Included, Not Specified","-","2","None","Iron Holder, Tip Removal Pad","EB-2000PS","SHP-SM","Sold Separately","SHH-4","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-2000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB%20Series%20SHH-4.jpg,EB1350-ND,EB-2000S-K,MENDA/EasyBraid,SOLDER STATION 55W 2 CH 100-240V,0,0,"Discontinued at Digi-Key","0","1","EB-2000S","Discontinued at Digi-Key","Soldering","55W","100 ~ 240V","Included, Not Specified","-","2","None","Iron Holder, Tip Removal Pad","EB-2000PS","SHP-K","Sold Separately","SHH-4","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WHA3000V.jpg,WHA3000V-120V-ND,WHA3000V,Apex Tool Group,REWORK STATION 700W 1 CH 230V,0,0,"Obsolete","0","1","Weller®, WHA","Obsolete","Rework (Hot Air)","700W","230V","NEMA 5-15","120V","1","Digital","Board Holder, Heating Plate, Iron Holder, Foot Switch, Nozzle Removal Tool","WHA3000P","HAP3","NQ30","AKT30","150°F ~ 999°F (66°C ~ 537°C)","Auto Off, ESD Safe, External Air/Inert Gas, Ion Trap, LCD Display, Programmable, Vacuum"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,-,WR2000ER-ND,WR2000ER,Apex Tool Group,REWORK SOLDER STA 300W 2 CH 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Rework (Hot Air), Soldering","300W","120V","Included, Not Specified","24V","2","Digital","Iron Holder (2)","WR2","DSX120, WP65","XDS1, XNTA","WDH10, WDH30","200°F ~ 850°F (93°C ~ 454°C)","ESD Safe, Internal Air, Programmable, Vacuum"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WR3000MER.jpg,T0053368270-ND,WR3000MER,Apex Tool Group,REWORK STATION 400W 3 CH 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Rework","400W","120V","NEMA 5-15","24V","3","Digital","Iron Holder (3)","WR3ME","DSX120, HAP200, WP120","R04, R06, XDS1, XTB","WDH10T, WDH30 (2)","200°F ~ 850°F (93°C ~ 454°C)","ESD Safe, LCD Display, Software, Temperature Control, USB Interface"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/WD1002T.jpg,WD1002T-ND,WD1002T,Apex Tool Group,SOLDERING STATION 80W 1 CH 120V,0,0,"Obsolete","0","1","Weller®, WD","Obsolete","Soldering","80W","120V","NEMA 5-15","24V","1","Digital","Iron Holder","WD1","WP80","LBT","WDH10T","150°F ~ 850°F (66°C ~ 454°C)","ESD Safe, LCD Display, Programmable"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WSF81D5.jpg,WSF81D5-ND,WSF81D5,Apex Tool Group,SOLDERING STATION 90W 2 CH 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Soldering","90W","120V","NEMA 5-15","24V","2","Digital","Iron Holder","WSF81D","WSFP5","LTBX","AKS","150°F ~ 850°F (66°C ~ 454°C)","Auto Feed"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WSF81D8.jpg,WSF81D8-ND,WSF81D8,Apex Tool Group,SOLDERING STATION 90W 2 CH 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Soldering","90W","120V","NEMA 5-15","24V","2","Digital","Iron Holder","WSF81D","WSFP8","LTBX","AKS","150°F ~ 850°F (66°C ~ 454°C)","Auto Feed"
-,-,EB-2000S-DT-ND,EB-2000S-DT,MENDA/EasyBraid,SOLDER STATION 55W 2 CH 100-240V,0,0,"Discontinued at Digi-Key","0","1","EB-2000S","Discontinued at Digi-Key","Soldering","55W","100 ~ 240V","Included, Not Specified","-","2","None","Iron Holder, Tip Removal Pad","EB-2000PS","EDS-GUN-3, SHP-K","-","SHH-4","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
-,-,EB-2000S-S-ND,EB-2000S-S,MENDA/EasyBraid,SOLDER STATION 55W 2 CH 100-240V,0,0,"Obsolete","0","1","EB-2000S","Obsolete","Soldering","55W","100 ~ 240V","Included, Not Specified","-","2","None","Iron Holder, Tip Removal Pad","EB-2000PS","SHP-K","-","SHH-4","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
