Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Product Type","Type","ESD Protection","Color","Width","Length","Shelf Life","Shelf Life Start","Storage/Refrigeration Temperature"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_453.jpg,473-1070-ND,453,MG Chemicals,DESOLDER BRAID ROSIN 0.075"" 50',42,0,"27.27000","0","1","SuperWick, 400","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","50' (15.24m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_453-NS.jpg,473-1078-ND,453-NS,MG Chemicals,DESOLDER BRAID NO-CLN 0.075"" 50',27,0,"30.69000","0","1","SuperWick, 400-NS","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","50' (15.24m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1822-50F.JPG,1873-1061-ND,1822-50F,Techspray,DESOLDER BRAID NO-CLN 0.075"" 50',34,0,"36.15000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Green","0.075"" (1.90mm)","50' (15.24m)","-","-","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/S-A-100.JPG,EB1172-ND,S-A-100,MENDA/EasyBraid,DESOLDR BRAID UNFLUX 0.025"" 100',18,0,"37.88000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","-","Silver","0.025"" (0.63mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/S-E-100.JPG,EB1184-ND,S-E-100,MENDA/EasyBraid,DESOLDR BRAID UNFLUX 0.125"" 100',14,0,"37.88000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","-","Brown","0.125"" (3.18mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1816-50F.jpg,1873-1047-ND,1816-50F,Techspray,DESOLDER BRAID NO-CLN 0.075"" 50',16,0,"38.63000","0","1","-","Active","Braid/Wick","No Clean","-","Green","0.075"" (1.90mm)","50' (15.24m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-E-100.JPG,EB1098-ND,Q-E-100,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.125"" 100',28,0,"40.40000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","-","Brown","0.125"" (3.18mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-B-100.jpg,EB1089-ND,Q-B-100,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.05"" 100',25,0,"40.40000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","-","Gold","0.050"" (1.27mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-C-100.JPG,EB1092-ND,Q-C-100,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.075"" 100',19,0,"40.40000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","-","Green","0.075"" (1.91mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-A-100.JPG,EB1086-ND,Q-A-100,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.025"" 100',8,0,"40.40000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","-","Silver","0.025"" (0.63mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-B-100.JPG,EB1104-ND,OS-B-100,MENDA/EasyBraid,DESOLDR BRAID NO-CLN 0.05"" 100',33,0,"49.65000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Gold","0.050"" (1.27mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-A-100.JPG,EB1101-ND,OS-A-100,MENDA/EasyBraid,DESOLDR BRAID NO-CLN 0.025"" 100',11,0,"49.65000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Silver","0.025"" (0.63mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-E-100.JPG,EB1113-ND,OS-E-100,MENDA/EasyBraid,DESOLDR BRAID NO-CLN 0.125"" 100',10,0,"49.65000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Brown","0.125"" (3.18mm)","100' (30.5m)","-","-","-"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_464.jpg,473-1074-ND,464,MG Chemicals,DESOLDER BRAID ROSIN 0.1"" 100',6,0,"52.46000","0","1","SuperWick, 400","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","100' (30.5m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1808-100F.jpg,1873-1025-ND,1808-100F,Techspray,DESOLDER BRAID ROSIN 0.035"" 100',19,0,"57.46000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","White","0.035"" (0.90mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1803-100F.jpg,1873-1014-ND,1803-100F,Techspray,DESOLDER BRAID ROSIN 0.075"" 100',20,0,"61.40000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Green","0.075"" (1.90mm)","100' (30.5m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/5-100L.JPG,5-100L-ND,5-100L,Chemtronics,DESOLDER BRAID ROSIN 0.05"" 100',28,0,"68.20000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R), Lead Free","-","Yellow","0.050"" (1.27mm)","100' (30.5m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/2-100L.jpg,2-100L-ND,2-100L,Chemtronics,DESOLDER BRAID ROSIN 0.03"" 100',20,0,"68.20000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R), Lead Free","-","White","0.030"" (0.76mm)","100' (30.5m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/7-100L.jpg,7-100L-ND,7-100L,Chemtronics,DESOLDER BRAID ROSIN 0.075"" 100',28,0,"70.72000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R), Lead Free","-","Green","0.075"" (1.91mm)","100' (30.5m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/50-2-100.jpg,50-2-100-ND,50-2-100,Chemtronics,DESOLDER BRAID ROSIN 0.06"" 100',49,0,"73.64000","0","1","Soder-Wick® SW 50","Active","Braid/Wick","Rosin, Non Activated (R), Lead Free","-","Yellow","0.060"" (1.52mm)","100' (30.5m)","24 Months","Date of Manufacture","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/photos/Techspray/1814-100F.JPG,1873-1041-ND,1814-100F,Techspray,DESOLDR BRAID NO-CLN 0.035"" 100',24,0,"75.36000","0","1","-","Active","Braid/Wick","No Clean","-","White","0.035"" (0.90mm)","100' (30.5m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/50-3-100.JPG,50-3-100-ND,50-3-100,Chemtronics,DESOLDER BRAID ROSIN 0.08"" 100',31,0,"76.64000","0","1","Soder-Wick® SW 50","Active","Braid/Wick","Rosin, Non Activated (R), Lead Free","-","Green","0.080"" (2.03mm)","100' (30.5m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/50-4-100.jpg,50-4-100-ND,50-4-100,Chemtronics,DESOLDER BRAID ROSIN 0.11"" 100',15,0,"84.62000","0","1","Soder-Wick® SW 50","Active","Braid/Wick","Rosin, Non Activated (R), Lead Free","-","Blue","0.110"" (2.79mm)","100' (30.5m)","24 Months","Date of Manufacture","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17540.pdf,//media.digikey.com/Photos/Aven%20Photos/17540.jpg,243-1185-ND,17540,Aven Tools,DESOLDER BRAID NO-CLN 0.06"" 5',271,0,"1.95000","0","1","-","Active","Braid/Wick","No Clean, Lead Free","-","-","0.060"" (1.52mm)","5' (1.524m)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17542.pdf,//media.digikey.com/Photos/Aven%20Photos/17542.jpg,243-1186-ND,17542,Aven Tools,DESOLDER BRAID NO-CLN 0.1"" 5',268,0,"1.95000","0","1","-","Active","Braid/Wick","No Clean, Lead Free","-","-","0.100"" (2.54mm)","5' (1.524m)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17541.pdf,//media.digikey.com/Photos/Aven%20Photos/17541.jpg,243-1407-ND,17541,Aven Tools,DESOLDER BRAID NO-CLN 0.08"" 5',39,0,"1.95000","0","1","-","Active","Braid/Wick","No Clean, Lead Free","-","-","0.080"" (2.03mm)","5' (1.524m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/LF-D-5AS.JPG,EB1191-ND,LF-D-5AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.1"" 5',41,0,"4.52000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","5' (1.524m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/LF-B-5AS.JPG,EB1189-ND,LF-B-5AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.05"" 5',40,0,"4.52000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Gold","0.050"" (1.27mm)","5' (1.524m)","-","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/MFG_17538.jpg,243-1514-ND,17538,Aven Tools,DESOLDER PUMP WITH TIP,56,0,"7.53000","0","1","-","Active","Pump With Tip","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Hakko/pd-03-d%5Ep.JPG,1691-1107-ND,PD-03-D/P,"American Hakko Products, Inc.",DESOLDER PUMP WITH TIP 7.9"",83,0,"16.87000","0","1","-","Active","Pump With Tip","-","ESD Safe","-","-","7.9"" (200.66mm)","-","-","-"
https://www.techspray.com/Content/msds/18301833_eng_usa_tds.pdf,//media.digikey.com/Photos/Techspray/1832-5F.jpg,1873-1072-ND,1832-5F,Techspray,DESOLDER BRAID UNFLUXD 0.075"" 5',77,0,"3.95000","0","1","-","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Green","0.075"" (1.90mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1038-ND,1811-5F,Techspray,DESOLDER BRAID ROSIN 0.098"" 5',50,0,"4.22000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Blue","0.098"" (2.50mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,-,1873-1044-ND,1815-5F,Techspray,DESOLDER BRAID NO-CLN 0.055"" 5',39,0,"5.13000","0","1","-","Active","Braid/Wick","No Clean","-","Yellow","0.055"" (1.40mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1816-5F.JPG,1873-1048-ND,1816-5F,Techspray,DESOLDER BRAID NO-CLN 0.075"" 5',58,0,"5.39000","0","1","-","Active","Braid/Wick","No Clean","-","Green","0.075"" (1.90mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,-,1873-1051-ND,1817-5F,Techspray,DESOLDER BRAID NO-CLN 0.098"" 5',53,0,"5.84000","0","1","-","Active","Braid/Wick","No Clean","-","Blue","0.098"" (2.50mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,-,1873-1068-ND,1824-5F,Techspray,DESOLDER BRAID NO-CLN 0.13"" 5',40,0,"5.93000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Brown","0.130"" (3.30mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1011-ND,1802-10F,Techspray,DESOLDER BRAID ROSIN 0.055"" 10',73,0,"7.60000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Yellow","0.055"" (1.40mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1803-5F.jpg,1873-1015-ND,1803-10F,Techspray,DESOLDER BRAID ROSIN 0.075"" 10',66,0,"7.73000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Green","0.075"" (1.90mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1020-ND,1804-10F,Techspray,DESOLDER BRAID ROSIN 0.098"" 10',34,0,"8.45000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Blue","0.098"" (2.50mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,-,1873-1046-ND,1816-10F,Techspray,DESOLDER BRAID NO-CLN 0.075"" 10',35,0,"9.54000","0","1","-","Active","Braid/Wick","No Clean","-","Green","0.075"" (1.90mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,-,1873-1050-ND,1817-10F,Techspray,DESOLDER BRAID NO-CLN 0.098"" 10',27,0,"10.29000","0","1","-","Active","Braid/Wick","No Clean","-","Blue","0.098"" (2.50mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1029-ND,1809-25F,Techspray,DESOLDER BRAID ROSIN 0.055"" 25',37,0,"15.06000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Yellow","0.055"" (1.40mm)","25' (7.62m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1021-ND,1804-25F,Techspray,DESOLDER BRAID ROSIN 0.098"" 25',8,0,"18.85000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Blue","0.098"" (2.50mm)","25' (7.62m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1820-10F.jpg,1873-1053-ND,1820-50F,Techspray,DESOLDER BRAID NO-CLN 0.035"" 50',17,0,"36.11000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","White","0.035"" (0.90mm)","50' (15.24m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1810-100F.jpg,1873-1031-ND,1810-100F,Techspray,DESOLDER BRAID ROSIN 0.075"" 100',8,0,"57.46000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Green","0.075"" (1.90mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1802-100F.jpg,1873-1010-ND,1802-100F,Techspray,DESOLDER BRAID ROSIN 0.055"" 100',11,0,"61.62000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Yellow","0.055"" (1.40mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1035-ND,1811-100F,Techspray,DESOLDER BRAID ROSIN 0.098"" 100',14,0,"63.42000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Blue","0.098"" (2.50mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1019-ND,1804-100F,Techspray,DESOLDER BRAID ROSIN 0.098"" 100',24,0,"67.76000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Blue","0.098"" (2.50mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1822-100F.JPG,1873-1059-ND,1822-100F,Techspray,DESOLDR BRAID NO-CLN 0.075"" 100',7,0,"70.29000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Green","0.075"" (1.90mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1816-100F.jpg,1873-1045-ND,1816-100F,Techspray,DESOLDR BRAID NO-CLN 0.075"" 100',7,0,"75.11000","0","1","-","Active","Braid/Wick","No Clean","-","Green","0.075"" (1.90mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,-,1873-1042-ND,1815-100F,Techspray,DESOLDR BRAID NO-CLN 0.055"" 100',6,0,"75.36000","0","1","-","Active","Braid/Wick","No Clean","-","Yellow","0.055"" (1.40mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,-,1873-1063-ND,1823-100F,Techspray,DESOLDR BRAID NO-CLN 0.098"" 100',18,0,"77.53000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Blue","0.098"" (2.50mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1024-ND,1806-100F,Techspray,DESOLDER BRAID ROSIN 0.193"" 100',5,0,"86.63000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Red","0.193"" (4.91mm)","100' (30.5m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1803-500F.jpg,1873-1017-ND,1803-500F,Techspray,DESOLDER BRAID ROSIN 0.075"" 500',4,0,"278.38000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Green","0.075"" (1.90mm)","500' (152.4m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1023-ND,1805-5F,Techspray,DESOLDER BRAID ROSIN 0.13"" 5',88,0,"5.40000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Brown","0.130"" (3.30mm)","5' (1.524m)","-","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/MFG_17545.jpg,243-1319-ND,17545,Aven Tools,DESOLDER BRAID 0.098"" 5',60,0,"9.42000","0","1","-","Active","Braid/Wick","-","-","-","0.098"" (2.50mm)","5' (1.524m)","-","-","-"
-,//media.digikey.com/Photos/Greenlee%20Communications/PA1700.JPG,PA1700-ND,PA1700,Greenlee Communications,DESOLDER PUMP WITH TIP,41,0,"25.75000","0","1","-","Discontinued at Digi-Key","Pump With Tip","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-400-series.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_423-10.jpg,473-1254-ND,423-10,MG Chemicals,DESOLDER BRAID ROSIN 0.03"" 5',57,0,"28.00000","0","1","SuperWick, 400","Obsolete","Braid/Wick","Rosin, Mildly Activated (RMA)","Static Dissipative (SD)","White","0.030"" (0.76mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/tds/tds-400-series.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/424-10.jpg,473-1255-ND,424-10,MG Chemicals,DESOLDER BRAID 10 PACK,23,0,"28.00000","0","1","SuperWick, 400","Obsolete","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Yellow","0.050"" (1.27mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/tds/tds-400-series.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/425-10.jpg,473-1257-ND,425-10,MG Chemicals,DESOLDER BRAID 10 PACK,7,0,"28.83000","0","1","SuperWick, 400","Obsolete","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/tds/tds-400-series.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/426-10.jpg,473-1259-ND,426-10,MG Chemicals,DESOLDER BRAID 10 PACK,18,0,"31.25000","0","1","SuperWick, 400","Obsolete","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_425-NS-10.jpg,473-1258-ND,425-NS-10,MG Chemicals,DESOLDER BRAID 10 PACK,17,0,"31.82000","0","1","SuperWick, 400-NS","Obsolete","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_426-NS-10.jpg,473-1260-ND,426-NS-10,MG Chemicals,DESOLDER BRAID 10 PACK,18,0,"34.22000","0","1","SuperWick, 400-NS","Obsolete","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/tds/tds-400-series.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/427-10.jpg,473-1261-ND,427-10,MG Chemicals,DESOLDER BRAID 10 PACK,17,0,"34.22000","0","1","SuperWick, 400","Obsolete","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Brown","0.125"" (3.18mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_463.jpg,473-1073-ND,463,MG Chemicals,DESOLDER BRAID ROSIN 0.075"" 100',7,0,"48.18000","0","1","SuperWick, 400","Obsolete","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","100' (30.5m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/S-C-5AS.jpg,EB1176-ND,S-C-5AS,MENDA/EasyBraid,DESOLDER BRAID UNFLUXD 0.075"" 5',23,0,"3.62000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Green","0.075"" (1.91mm)","5' (1.524m)","-","-","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/S-E-5AS.jpg,EB1182-ND,S-E-5AS,MENDA/EasyBraid,DESOLDER BRAID UNFLUXD 0.125"" 5',21,0,"3.62000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Brown","0.125"" (3.18mm)","5' (1.524m)","-","-","-"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_424-LF.jpg,473-1167-ND,424-LF,MG Chemicals,DESOLDER BRAID ROSIN 0.05"" 5',18,0,"3.78000","0","1","SuperWick, 400LF","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Yellow","0.050"" (1.27mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1810-5F.JPG,1873-1034-ND,1810-5F,Techspray,DESOLDER BRAID ROSIN 0.075"" 5',19,0,"3.83000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Green","0.075"" (1.90mm)","5' (1.524m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-E-5AS.jpg,EB1111-ND,OS-E-5AS,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.125"" 5',19,0,"4.28000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","Static Dissipative (SD)","Brown","0.125"" (3.18mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1813-5F.JPG,1873-1040-ND,1813-5F,Techspray,DESOLDER BRAID ROSIN 0.193"" 5',23,0,"5.40000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Red","0.193"" (4.91mm)","5' (1.524m)","-","-","-"
