Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Outline L x W x H","Qmax @ Th","Delta Tmax @ Th","Current - Max","Voltage - Max","Resistance","Operating Temperature","Features"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP10-71-05-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/44440-501.JPG,926-1294-ND,44440-501,"Laird Thermal Systems, Inc.","PELTIER CP10,71,05,L,W4.5",12,0,"30.27000","0","1","CP","Active","22.60mm x 22.60mm x 3.20mm","19.0W @ 25°C","67°C @ 25°C","3.9A","7.9V","1.80 Ohms","80°C","Lead Wires, Non-Sealed"
https://www.cui.com/product/resource/digikeypdf/cp70.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CP70.jpg,102-4038-ND,CP70437,CUI Inc.,"PELTIER, 40 X 40 X 3.8 MM, 7 A,",47,0,"31.59000","0","1","CP70","Active","40.00mm x 40.00mm x 3.81mm","55.0W @ 27°C","68°C @ 27°C","7.0A","15.4V","1.75 Ohms","80°C","Lead Wires"
https://www.cui.com/product/resource/digikeypdf/cp50.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CP50.jpg,102-4036-ND,CP50441,CUI Inc.,"PELTIER, 40 X 40 X 4.05 MM, 5 A,",18,0,"31.59000","0","1","CP50","Active","40.00mm x 40.00mm x 4.05mm","41.0W @ 27°C","68°C @ 27°C","5.0A","15.4V","2.53 Ohms","80°C","Lead Wires"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-HT4,6,F2,2143,11,W6-0509.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/430028-513.JPG,926-1277-ND,430028-513,"Laird Thermal Systems, Inc.","PELTIER HT4,6,F2,2143,TA,RT,W6",44,0,"31.86000","0","1","ThermaTEC™","Active","43.20mm x 20.60mm x 3.81mm","16.4W @ 25°C","64°C @ 25°C","3.8A","7.2V","1.73 Ohms","175°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-ThermaTEC-Series-HT4-7-F2-3030-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430820-501.JPG,926-1170-ND,430820-501,"Laird Thermal Systems, Inc.","PELTIER MOD HT4,7,F2,3030,TA,W6",20,0,"31.94000","0","1","ThermaTEC™","Active","30.00mm x 30.00mm x 4.09mm","18.4W @ 25°C","64°C @ 25°C","3.8A","8.1V","1.95 Ohms","175°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP12-161-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430848-504.jpg,926-1029-ND,430848-504,"Laird Thermal Systems, Inc.","PELTIER MOD CP12,161,06,L1,W4.5",21,0,"32.38000","0","1","CP","Active","39.88mm x 39.88mm x 3.61mm","52.2W @ 25°C","67°C @ 25°C","4.8A","18.3V","3.54 Ohms","80°C","Lead Wires, Non-Sealed"
"http://assets.lairdtech.com/home/brandworld/files/THR-DS-OT16,18,F2,0606,11%201011.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/430860-505.JPG,926-1309-ND,430860-505,"Laird Thermal Systems, Inc.","PELTIER OT16,18,F2,0606,11,W2.25",18,0,"33.18000","0","1","OptoTEC™","Active","7.60mm x 6.00mm x 2.01mm","2.0W @ 25°C","67°C @ 25°C","1.6A","2.0V","1.17 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP12-161-04-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430848-509.JPG,926-1253-ND,430848-509,"Laird Thermal Systems, Inc.","PELTIER CP12,161,04,L1,RT,W4.5",50,0,"33.44000","0","1","CP","Active","39.88mm x 39.88mm x 3.20mm","79.2W @ 25°C","67°C @ 25°C","7.3A","18.4V","2.33 Ohms","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT15-30-F2A-0610-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430007-509.JPG,926-1201-ND,430007-509,"Laird Thermal Systems, Inc.","PELTIR OT15,30,F2A,0610,11,W2.25",25,0,"33.53000","0","1","OptoTEC™","Active","12.30mm x 6.20mm x 1.95mm","3.0W @ 25°C","67°C @ 25°C","1.5A","3.4V","2.09 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT08-11-F1-0305-11-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_430834-50x.jpg,926-1308-ND,430834-501,"Laird Thermal Systems, Inc.","PELTIER OT08,11,F1,0305,11,W2.25",34,0,"34.23000","0","1","OptoTEC™","Active","4.88mm x 3.25mm x 2.44mm","0.6W @ 25°C","67°C @ 25°C","0.8A","1.3V","1.43 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP14-35-045-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430294-502.jpg,926-1260-ND,430294-502,"Laird Thermal Systems, Inc.","PELTIER CP14,35,045,L,EP,W4.5",58,0,"34.50000","0","1","CP","Active","29.72mm x 14.86mm x 3.33mm","20.4W @ 25°C","68°C @ 25°C","8.7A","4.0V","430 mOhms","80°C","Lead Wires, Sealed - Epoxy"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT08-08-F0-0303-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_45850-503.jpg,926-1192-ND,45850-502,"Laird Thermal Systems, Inc.","PELTIER OT08,08,F0,0303,11,W2.25",25,0,"34.58000","0","1","OptoTEC™","Active","5.00mm x 3.40mm x 2.44mm","0.4W @ 25°C","67°C @ 25°C","0.8A","1.0V","1.04 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT08-18-F0-0505-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430828-501.jpg,926-1194-ND,430828-501,"Laird Thermal Systems, Inc.","PELTIER OT08,18,F2,0505,11,W2.25",12,0,"34.85000","0","1","OptoTEC™","Active","6.70mm x 5.00mm x 2.44mm","1.0W @ 25°C","67°C @ 25°C","0.8A","2.1V","2.35 Ohms","80°C","Lead Wires, Non-Sealed"
https://cdn2.hubspot.net/hubfs/547732/documents/Installation_Guide.pdf,//media.digikey.com/Photos/Marlow-Industries/MFG_PL030-6-30-01LS.jpg,1681-1048-ND,PL030-6-30-01LS,"Marlow Industries, Inc.",TEM 29.7X29.7X3.81MM,25,0,"34.87000","0","1","PL030-6","Active","29.70mm x 29.70mm x 3.81mm","30.0W @ 27°C","66°C @ 27°C","5.6A","8.2V","1.20 Ohms","85°C","Lead Wires, Lapped, Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-ThermaTEC-Series-HT4-7-F2-3030-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/ThermaTEC3.2-SERIES.jpg,926-1167-ND,430140-502,"Laird Thermal Systems, Inc.","PELTIER MOD HT4,12,F2,3030,TA,W6",44,0,"35.20000","0","1","ThermaTEC™","Active","34.00mm x 30.00mm x 3.20mm","34.3W @ 25°C","63°C @ 25°C","4.0A","14.5V","3.36 Ohms","175°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-Annular-Series-SH14-15-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/71092-501.JPG,926-1315-ND,71092-501,"Laird Thermal Systems, Inc.","PELTIER SH14,15,06,L,W4.5",53,0,"35.29000","0","1","SH","Active","14.00mm x 14.00mm x 3.81mm","6.0W @ 25°C","67°C @ 25°C","6.0A","1.7V","270 mOhms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP14-127-10-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/56610-502.jpg,926-1032-ND,56610-502,"Laird Thermal Systems, Inc.","PELTIER MOD CP14,127,10,L1,W4.5",17,0,"35.73000","0","1","CP","Active","39.88mm x 39.88mm x 4.70mm","33.4W @ 25°C","67°C @ 25°C","3.9A","14.4V","3.44 Ohms","80°C","Lead Wires, Non-Sealed"
https://dkwizard.lairdthermal.com/,//media.digikey.com/Photos/Laird%20Tech%20Photos/430264-503.JPG,926-1353-ND,430264-504,"Laird Thermal Systems, Inc.","OT20,30,F2A,0610,11,EP,W2.25",5,0,"36.08000","0","1","OptoTEC™","Active","12.30mm x 6.20mm x 1.80mm","4.1W @ 25°C","67°C @ 25°C","2.0A","3.4V","1.57 Ohms","80°C","Lead Wires, Sealed - Epoxy"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-ThermaTEC-Series-HT2-12-F2-3030-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430138-506.JPG,926-1273-ND,430138-506,"Laird Thermal Systems, Inc.","PELTIER HT2,12,F2,3030,TA,RT,W6",38,0,"36.34000","0","1","ThermaTEC™","Active","34.00mm x 30.00mm x 3.58mm","19.5W @ 25°C","63°C @ 25°C","2.3A","14.4V","5.76 Ohms","175°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-ThermaTEC-Series-HT2-12-F2-3030-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430138-513.jpg,926-1165-ND,430138-513,"Laird Thermal Systems, Inc.","PELTIER MOD HT2,12,F2,3030,TA,W6",17,0,"36.34000","0","1","ThermaTEC™","Active","34.00mm x 30.00mm x 3.58mm","19.5W @ 25°C","63°C @ 25°C","2.3A","14.4V","5.76 Ohms","175°C","Lead Wires, Non-Sealed"
https://dkwizard.lairdthermal.com/,//media.digikey.com/Photos/Laird%20Tech%20Photos/63205-510.JPG,926-1247-ND,63205-510,"Laird Thermal Systems, Inc.","PELTIER CP10,127,08,L1,RT,W4.5",25,0,"36.87000","0","1","CP","Active","29.72mm x 29.72mm x 3.99mm","21.4W @ 25°C","68°C @ 25°C","2.5A","14.5V","5.30 Ohms","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-Annular-Series-SH14-125-045-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/71020-505.jpg,926-1222-ND,71020-505,"Laird Thermal Systems, Inc.","PELTIER SH14,125,045,L1,W4.5",12,0,"36.96000","0","1","SH","Active","39.88mm x 39.88mm x 3.33mm","72.7W @ 25°C","67°C @ 25°C","8.5A","14.1V","1.53 Ohms","80°C","Lead Wires, Non-Sealed"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-HT6,7,F2,3030%201111.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/430144-512.JPG,926-1313-ND,430144-512,"Laird Thermal Systems, Inc.","PELTIER HT6,7,F2,3030,TA,W6",76,0,"37.66000","0","1","ThermaTEC™","Active","34.00mm x 30.00mm x 3.81mm","29.2W @ 25°C","63°C @ 25°C","6.0A","8V","1.22 Ohms","175°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-ThermaTEC-Series-HT9-3-F2-2525-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430134-516.jpg,926-1174-ND,430134-516,"Laird Thermal Systems, Inc.","PELTIER MOD HT9,3,F2,2525,TA,W6",76,0,"37.75000","0","1","ThermaTEC™","Active","28.70mm x 25.40mm x 5.00mm","20.1W @ 25°C","63°C @ 25°C","9.6A","3.6V","340 mOhms","175°C","Lead Wires, Non-Sealed"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/PL054-6-40.pdf,//media.digikey.com/Photos/Marlow-Industries/MFG_PL054-6-40-01LS.jpg,1681-1050-ND,PL054-6-40-01LS,"Marlow Industries, Inc.",TEM 40X40X3.91,82,0,"38.19000","0","1","PL054-6","Active","40.01mm x 40.01mm x 3.91mm","54.0W @ 27°C","66°C @ 27°C","6.0A","14.7V","2.24 Ohms","85°C","Lead Wires, Lapped, Sealed"
"https://assets.lairdtech.com/home/brandworld/files/Datasheet%20-%20ET20,30,F2A,0610,11-W2.25.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/430581-502.JPG,926-1210-ND,430581-502,"Laird Thermal Systems, Inc.","PELTIR ET20,30,F2A,0610,11,W2.25",43,0,"38.19000","0","1","OptoTEC™","Active","12.30mm x 6.20mm x 1.80mm","4.1W @ 25°C","67°C @ 25°C","2.0A","3.4V","1.57 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP14-127-10-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/56610-502.jpg,926-1259-ND,56610-510,"Laird Thermal Systems, Inc.","PELTIER CP14,127,10,L1,RT,W4.5",88,0,"38.28000","0","1","CP","Active","39.88mm x 39.88mm x 4.70mm","33.4W @ 25°C","67°C @ 25°C","3.9A","14.4V","3.44 Ohms","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT12-18-F2A-0606-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430779-501.JPG,926-1199-ND,430779-501,"Laird Thermal Systems, Inc.","PELTIR OT12,18,F2A,0606,11,W2.25",21,0,"38.28000","0","1","OptoTEC™","Active","7.20mm x 6.00mm x 2.69mm","1.5W @ 25°C","67°C @ 25°C","1.2A","2.1V","1.57 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT08-32-F0-0707-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430005-501.JPG,926-1195-ND,430005-501,"Laird Thermal Systems, Inc.","PELTIER OT08,32,F0,0707,11,W2.25",57,0,"39.41000","0","1","OptoTEC™","Active","8.13mm x 6.50mm x 2.44mm","1.7W @ 25°C","67°C @ 25°C","0.8A","3.7V","4.17 Ohms","80°C","Lead Wires, Non-Sealed"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/CM30-1.9.pdf,//media.digikey.com/Photos/Marlow-Industries/MFG_CM30-1.9-01AC.jpg,1681-1006-ND,CM30-1.9-01AC,"Marlow Industries, Inc.",TEM 10.3X6.2X1.65MM,34,0,"39.72000","0","1","CM30-1.9","Active","12.30mm x 6.20mm x 1.65mm","4.5W @ 27°C","71°C @ 27°C","1.9A","3.6V","1.60 Ohms","85°C","Exterior Metallization (Both Sides), Lead Wires"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-ThermaTEC-Series-HT9-3-F2-2525-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430134-524.JPG,926-1281-ND,430134-524,"Laird Thermal Systems, Inc.","PELTIER HT9,3,F2,2525,TB,RT,W6",50,0,"39.85000","0","1","ThermaTEC™","Active","28.70mm x 25.40mm x 5.00mm","20.1W @ 25°C","63°C @ 25°C","9.6A","3.6V","340 mOhms","175°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT12-18-F0-0606-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG-430003-505.jpg,926-1198-ND,430003-505,"Laird Thermal Systems, Inc.","PELTIER OT12,18,F0,0606,11,W2.25",12,0,"40.11000","0","1","OptoTEC™","Active","8.30mm x 6.20mm x 2.69mm","1.5W @ 25°C","67°C @ 25°C","1.2A","2.1V","1.57 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/ETS-BRO-Thermoelectric%20Modules.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430263-501.JPG,926-1203-ND,430263-501,"Laird Thermal Systems, Inc.","PELTIER OT20,12,F0,0406,11,W2.25",12,0,"40.11000","0","1","OptoTEC™","Active","6.10mm x 6.10mm x 2.18mm","1.6W @ 25°C","67°C @ 25°C","2.0A","1.4V","630 mOhms","80°C","Lead Wires, Non-Sealed"
https://cdn2.hubspot.net/hubfs/547732/documents/Installation_Guide.pdf,//media.digikey.com/Photos/Marlow-Industries/MFG_NL3021T-01AC.jpg,1681-1043-ND,NL3021T-01AC,"Marlow Industries, Inc.",MULTISTAGE TEM 6.6X6.6X5.38MM,26,0,"40.63000","0","1","NL3021T","Active","6.60mm x 6.60mm x 5.38mm","0.3W @ 27°C","96°C @ 27°C","1.3A","1.9V","1.42 Ohms","85°C","Exterior Metallization (Both Sides), Lead Wires"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT20-32-F0-0808-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430278-507.jpg,926-1206-ND,430278-507,"Laird Thermal Systems, Inc.","PELTIER OT20,32,F0,0808,11,W2.25",65,0,"43.07000","0","1","OptoTEC™","Active","10.16mm x 8.13mm x 2.18mm","4.4W @ 25°C","67°C @ 25°C","2.0A","3.7V","1.67 Ohms","80°C","Lead Wires, Non-Sealed"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-HT6,12,F2,4040,11,W6_1013.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/ThermaTEC3.63-SERIES.jpg,926-1278-ND,430285-513,"Laird Thermal Systems, Inc.","PELTIER HT6,12,F2,4040,TA,RT,W6",25,0,"43.50000","0","1","ThermaTEC™","Active","43.90mm x 39.90mm x 3.63mm","51.6W @ 25°C","63°C @ 25°C","6.0A","14.5V","2.23 Ohms","175°C","Lead Wires, Sealed - Silicone RTV"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-HT6,12,F2,4040,11,W6_1013.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/ThermaTEC3.63-SERIES.jpg,926-1171-ND,430285-506,"Laird Thermal Systems, Inc.","PELTIER MOD HT6,12,F2,4040,TA,W6",37,0,"44.02000","0","1","ThermaTEC™","Active","43.90mm x 39.90mm x 3.63mm","51.6W @ 25°C","63°C @ 25°C","6.0A","14.5V","2.23 Ohms","175°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/ETS-BRO-Thermoelectric%20Modules.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430744-511.JPG,926-1180-ND,430744-511,"Laird Thermal Systems, Inc.","PELTIER MOD UT8,12,F2,3030,TA,W6",9,0,"45.41000","0","1","UltraTEC™","Active","34.00mm x 30.00mm x 2.56mm","69.0W @ 25°C","67°C @ 25°C","8.0A","14.5V","1.67 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-ThermaTEC-Series-HT8-7-F2-3030-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/ThermaTEC3.33-SERIES.jpg,926-1280-ND,430362-502,"Laird Thermal Systems, Inc.","PELTIER HT8,7,F2,3030,TB,RT,W6",74,0,"45.67000","0","1","ThermaTEC™","Active","34.00mm x 30.00mm x 3.33mm","40.7W @ 25°C","63°C @ 25°C","8.5A","8.1V","880 mOhms","175°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-HOT12-18-F2A-0606-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430037-501.jpg,926-1369-ND,430037-512,"Laird Thermal Systems, Inc.","HOT12,18,F2A,0606,11,RT,W2.25",80,0,"46.88000","0","1","OptoTEC™","Active","7.20mm x 6.00mm x 2.69mm","1.5W @ 25°C","64°C @ 25°C","1.2A","2.1V","1.57 Ohms","175°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-Annular-Series-SH10-125-05-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430474-501.JPG,926-1220-ND,430474-501,"Laird Thermal Systems, Inc.","PELTIER SH10,125,05,L1,W4.5",11,0,"48.27000","0","1","SH","Active","29.70mm x 29.70mm x 3.20mm","33.7W @ 25°C","67°C @ 25°C","4.0A","14.3V","3.30 Ohms","80°C","Lead Wires, Non-Sealed"
http://assets.lairdtech.com/home/brandworld/files/THR-DS-ZT8%2C12%2CF1%2C4040%200909.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/7950002-601.jpg,926-1190-ND,7950002-601,"Laird Thermal Systems, Inc.","PELTIER MOD ZT8,12,F1,4040,TA,W8",7,0,"49.48000","0","1","ZT","Active","40.00mm x 40.00mm x 3.81mm","77.0W @ 25°C","72°C @ 25°C","8.5A","15.4V","1.58 Ohms","80°C","Lead Wires, Non-Sealed"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/PL080-8.5-40.pdf,//media.digikey.com/Photos/Marlow-Industries/MFG_PL080-8.5-40-01LS.jpg,1681-1051-ND,PL080-8.5-40-01LS,"Marlow Industries, Inc.",TEM 40X40X3.33MM,70,0,"50.55000","0","1","PL080-8.5","Active","40.00mm x 40.00mm x 3.33mm","78.0W @ 27°C","66°C @ 27°C","8.5A","14.7V","1.45 Ohms","85°C","Lead Wires, Lapped, Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT15-66-F0-1211-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430013-501.jpg,926-1202-ND,430013-501,"Laird Thermal Systems, Inc.","PELTIER OT15,66,F0,1211,11,W2.25",20,0,"52.42000","0","1","OptoTEC™","Active","14.40mm x 11.30mm x 2.44mm","6.8W @ 25°C","67°C @ 25°C","1.5A","7.5V","4.59 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-Annular-Series-RH14-14-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_71063-505.jpg,926-1216-ND,71063-505,"Laird Thermal Systems, Inc.","PELTIER RH14,14,06,L1,W4.5",19,0,"52.68000","0","1","RH","Active","26.00mm OD x 14.00mm ID x 3.81mm H","5.7W @ 25°C","67°C @ 25°C","6.0A","1.7V","-","80°C","Lead Wires, Non-Sealed"
https://dkwizard.lairdthermal.com/,//media.digikey.com/Photos/Laird%20Tech%20Photos/430744-513.JPG,926-1291-ND,430744-513,"Laird Thermal Systems, Inc.","PELTIER UT8,12,F2,3030,TA,EP,W6",14,0,"54.32000","0","1","UltraTEC™","Active","34.00mm x 30.00mm x 2.56mm","69.0W @ 25°C","67°C @ 25°C","8.0A","14.5V","1.67 Ohms","80°C","Lead Wires, Sealed - Epoxy"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT12-66-F0-1211-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430011-501.JPG,926-1200-ND,430011-501,"Laird Thermal Systems, Inc.","PELTIER OT12,66,F0,1211,11,W2.25",6,0,"55.19000","0","1","OptoTEC™","Active","14.40mm x 11.30mm x 2.69mm","5.4W @ 25°C","67°C @ 25°C","1.2A","7.5V","5.74 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-OT20-66-F0-1211-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430265-501.JPG,926-1356-ND,430265-510,"Laird Thermal Systems, Inc.","PELTIER OT20,66,F0,1211,11,E,WS",21,0,"56.40000","0","1","OptoTEC™","Active","14.22mm x 11.18mm x 2.18mm","9.0W @ 25°C","67°C @ 25°C","2.0A","7.5V","3.44 Ohms","80°C","Lead Wires, Sealed - Epoxy"
"https://assets.lairdtech.com/home/brandworld/files/Datasheet%20-%20ET19,23,F1N,0608,11-W2.25.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/430540-501.JPG,926-1208-ND,430540-501,"Laird Thermal Systems, Inc.","PELTIR ET19,23,F1N,0608,11,W2.24",30,0,"59.08000","0","1","OptoTEC™","Active","8.20mm x 6.00mm x 1.65mm","3.0W @ 25°C","65°C @ 25°C","1.9A","2.7V","1.26 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-OptoTEC-Series-HOT12-65-F2A-1312-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/430104-501.jpg,926-1367-ND,430104-503,"Laird Thermal Systems, Inc.","HOT12,65,F2A,1312,22,RT,W2.25",90,0,"59.77000","0","1","OptoTEC™","Active","13.16mm x 13.16mm x 3.00mm","5.3W @ 25°C","67°C @ 25°C","1.2A","7.4V","5.65 Ohms","175°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP2-127-10-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_64975-503.jpg,926-1269-ND,64975-503,"Laird Thermal Systems, Inc.","PELTIER CP2,127,10,L,EP,W4.5",48,0,"67.63000","0","1","CP","Active","62.00mm x 62.00mm x 5.59mm","79.8W @ 25°C","67°C @ 25°C","9.3A","14.5V","1.44 Ohms","80°C","Lead Wires, Sealed - Epoxy"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/PL036-4-30.pdf,//media.digikey.com/Photos/Marlow-Industries/MFG_PL036-4-30-01LS.jpg,1681-1049-ND,PL036-4-30-01LS,"Marlow Industries, Inc.",TEM 30X30X3.2MM,39,0,"67.90000","0","1","PL036-4","Active","30.00mm x 30.00mm x 3.20mm","36.0W @ 27°C","66°C @ 27°C","3.7A","14.7V","3.20 Ohms","85°C","Lead Wires, Lapped, Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-010-06-06-11-11-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9320001-301%20(2).jpg,926-1225-ND,9320001-301,"Laird Thermal Systems, Inc.","PELTIR MS2,010,06,06,11,11,11,W2",38,0,"84.90000","0","1","Multistage","Active","3.90mm x 3.90mm x 4.19mm","0.3W @ 25°C","92°C @ 25°C","1.1A","0.9V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-192-14-20-15-25-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/9350007-301.jpg,926-1232-ND,9350007-301,"Laird Thermal Systems, Inc.","MS2,192,14,20,15,25,11,W8",5,0,"118.15000","0","1","Multistage","Active","40.00mm x 40.00mm x 8.10mm","27.0W @ 25°C","88°C @ 25°C","4.5A","16.1V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS3-052-10-17-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG-16068-302.jpg,926-1330-ND,16068-302,"Laird Thermal Systems, Inc.","PELTIER MS3,052,10,17,11,W8",4,0,"131.51000","0","1","Multistage","Active","14.86mm x 14.86mm x 16.00mm","1.4W @ 25°C","99°C @ 25°C","1.8A","3.3V","-","80°C","Lead Wires, Non-Sealed"
