Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Usage","Contents"
-,-,3886-ND,3886,Apex Tool Group,SET RAT TAP & DIE MET 40PC,0,0,"220.95000","0","6","-","Active","General Purpose","Tap, Die Sets"
-,-,CTK148MPNO-ND,CTK148MPNO,Apex Tool Group,"MECHANICS TOOL SET,148PC,OPEN",0,0,"223.57012","0","1500","-","Active","-","-"
-,-,CTK170CMP2-ND,CTK170CMP2,Apex Tool Group,"SET,MECHANICS TOOLS,170PC,CLSD P",0,0,"229.48000","0","2","-","Active","General Purpose","Mechanics Tool Sets"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_99SMX.jpg,99SMXN-ND,99SMXN,Apex Tool Group,MASTER TOOL KIT 99SMX,0,0,"240.00000","0","1","Xcelite®, 99®","Active","General Purpose","23 Pieces - Bit, Blades, Cutter, Extension, Handle, Plier, Pouch, Wrench"
-,-,82302-ND,82302,Apex Tool Group,SET HMR BODY 7PC,0,0,"244.13000","0","1","-","Active","General Purpose","Auto Body Tool Sets"
-,-,82807-ND,82807,Apex Tool Group,SET TL DR MSTR LRG 11PC,0,0,"245.02000","0","1","-","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1208856.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1208856.jpg,1208856-ND,1208856,Phoenix Contact,TOOL DATA SET,0,0,"250.58000","0","1","-","Active","Industrial Applications","-"
-,-,PAL0159-97E-ND,0159-97E,Greenlee Communications,ULTIMATE HAND TOOL COMBO SET (17,0,0,"254.28000","0","1","-","Active","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/32867.jpg,431-1689-ND,32867,Wiha,INSULATED PLIERS/DRIVERS 10 PC.,1,0,"256.20000","0","1","-","Active","Electrical, Industrial","-"
-,-,CTK170MPN-ND,CTK170MPN,Apex Tool Group,"MECHANICS TOOL SET,170PC",0,0,"268.09000","0","2","-","Active","General Purpose","Mechanics Tool Sets"
-,-,CTK170MPNO-ND,CTK170MPNO,Apex Tool Group,"MECHANICS TOOL SET,170PC,OPEN",0,0,"268.09072","0","1500","-","Active","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/32867.jpg,431-1876-ND,32868,Wiha,INSULATED PLIERS/DRIVERS 10 PC.,1,0,"276.70000","0","1","-","Active","Electrical, Industrial","-"
-,-,82306-ND,82306,Apex Tool Group,SET PNCH & CHSL 27PC,0,0,"282.59000","0","1","-","Active","General Purpose","Punch and Chisel Set"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0159-24.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0159-24.jpg,0159-24-ND,0159-24,Greenlee Communications,ELECTRICIANS KIT 16PC-METRIC,0,0,"286.37000","0","1","-","Active","Electrical, Industrial","-"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/32192.jpg,431-1680-ND,32192,Wiha,INSULATED PLIERS/DRIVERS 14 PC.,1,0,"297.20000","0","1","SoftFinish®","Active","Electrical, Industrial","-"
http://globalspecialties.com/programmable-robotics/arx-stem-video-based-curriculum/download/1495_bdad628c62605187ce55e6b730edeb33.html,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_ARX-TLKT.jpg,ARX-TLKT-ND,ARX-TLKT,Global Specialties,ARX ROBOT TOOL KIT,0,0,"299.00000","0","1","-","Active","General Purpose","-"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Insulated%20Pliers,%20High%20Visibility%20Comfort%20Grip.pdf",//media.digikey.com/Photos/Wiha/MFG_32894.jpg,431-1694-ND,32894,Wiha,TOOLSET PLRS/SCRWDRVR/CTTR 12PCS,1,0,"303.72000","0","1","-","Active","General Purpose","Cutter, Nut Drivers, Plier, Screwdriver, Case"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0159-13.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0159-13.jpg,0159-13-ND,0159-13,Greenlee Communications,ELECTRICIANS KIT 12PC,0,0,"303.76000","0","1","-","Active","Electrical, Industrial","-"
-,-,PAL0159-43-ND,0159-43,Greenlee Communications,APPRENTICE TOOL KIT 23PC,0,0,"308.13000","0","1","-","Active","-","-"
-,-,3600KU-ND,3600KU,Apex Tool Group,EREM TOOLSET UNIVERSAL,0,0,"317.00000","0","1","-","Active","-","-"
-,-,70-567-ND,70-567,Apex Tool Group,SET PNCH & CHSL 19PC,0,0,"343.73000","0","1","-","Not For New Designs","General Purpose","Punch and Chisel Set"
-,-,70-567G-ND,70-567G,Apex Tool Group,SET PNCH & CHSL 19PC,0,0,"343.73000","0","1","-","Active","General Purpose","Punch and Chisel Set"
-,-,CTK14SAEN-ND,CTK14SAEN,Apex Tool Group,"SET,14 PC,MECHANICS TOOLS,3/4"",S",0,0,"346.75000","0","1","-","Active","General Purpose","Mechanics Tool Sets"
-,-,CMHT14-ND,CMHT14,Apex Tool Group,CRESCENT 1/4"" DRIVE ASSORTMENT,0,0,"350.67000","0","1","-","Active","-","-"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,3900KC-ND,3900KC,Apex Tool Group,3900KC SMD TWEEZERS KIT,0,0,"354.00000","0","1","Erem®","Not For New Designs","Computer Service","6 Pieces - Case, Cutter, Tweezers"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1208953.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1208953.jpg,277-2490-ND,1208953,Phoenix Contact,STIPPER CRIMPER TOOL KIT,0,0,"359.44000","0","1","-","Active","General Purpose","-"
-,-,3887-ND,3887,Apex Tool Group,SET RAT TAP & DIE SAE MET 75PC,0,0,"368.21000","0","1","-","Active","General Purpose","Tap, Die Sets"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0950_Web.pdf,-,PIS-0950-ND,PIS-0950,Pi Supply,IFIXIT REPAIR BUSINESS TOOLKIT,0,0,"370.75600","0","5","-","Active","Electrical","-"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0159-01-INS.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0159-01-INS.jpg,0159-01-INS-ND,0159-01-INS,Greenlee Communications,STANDARD INSUL KIT 7PC,0,0,"371.20000","0","1","-","Active","General Purpose","-"
https://www.jonard.com/~/media/D76B63B0704E4FEEBB76CFCA98381D54.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_TK-170.jpg,TK-170-ND,TK-170,Jonard Tools,TOOL KIT FIBER PREP 13 PC,0,0,"381.18000","0","1","-","Active","Fiber Optic","-"
https://www.jonard.com/~/media/E4E223FCEFBA43DE883A1190C962451F.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_TK-822.jpg,TK-822-ND,TK-822,Jonard Tools,TOOL KIT CATV 22 PC,0,0,"396.17000","0","1","-","Active","Audio/Video, CATV, Satellite","-"
-,-,83001D-ND,83001D,Apex Tool Group,"SET SKT SAE/MET 1/4,3/8,1/2 118P",0,0,"397.79000","0","2","-","Active","General Purpose","Mechanics Tool Sets"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0159-23.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0159-23.jpg,0159-23-ND,0159-23,Greenlee Communications,JOURNEYMANS KIT 21PC-METRIC,0,0,"404.39000","0","1","-","Active","Electrical, Industrial","-"
https://www.jonard.com/~/media/20FEE5FE488F44249F30C4BE5C5F7484.pdf,//media.digikey.com/photos/Jonard%20Tools/MFG_TK-610.jpg,TK-610-ND,TK-610,Jonard Tools,TOOL KIT SECURITY & ALARM 14 PC,0,0,"406.78000","0","1","TK","Active","Electrical, Industrial","-"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0159-12.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0159-12.jpg,0159-12-ND,0159-12,Greenlee Communications,JOURNEYMANS KIT 17PC,0,0,"423.30000","0","1","-","Active","Electrical, Industrial","-"
-,-,PAL0159-17ELEC-ND,0159-17ELEC,Greenlee Communications,"OPEN TOOL CARRIER KIT,17-PIECE T",0,0,"426.30000","0","1","-","Active","Electrical","Cable Ripper, Case, Crimper, Cutter, Hammer, Plier, Rule, Screwdriver, Torpedo Level, Voltage Detector, Wire Stripper"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212506.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212506.jpg,1212506-ND,1212506,Phoenix Contact,TOOL-BELTPOUCH,0,0,"427.31000","0","1","-","Active","General Purpose","Cabinet Key, Cutter, Plier, Pouch, Screwdriver, Voltage Tester, Wire Stripper"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32988.jpg,32988-ND,32988,Wiha,"PLIERS, CUTTERS INSULATED SET",0,0,"430.46000","0","1","-","Active","Industrial Applications","-"
-,-,WF1-ND,WF1,Apex Tool Group,"DISPLAY,TINNERS/SNIPS,ASSORTMENT",0,0,"457.50000","0","1","-","Active","General Purpose","Tinners, Snips"
-,-,1939180000-ND,1939180000,Weidmüller,KIT CABLE GLAND W/CASE,0,0,"478.07000","0","1","Screwty","Active","Industrial Applications","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Pliers.pdf,-,9205210000-ND,9205210000,Weidmüller,KOF SET ESD (SET OF 4 PLIERS),0,0,"499.85000","0","1","KOF","Active","General Purpose","Case, Plier"
-,-,CTK21SAEN-ND,CTK21SAEN,Apex Tool Group,"SET,21 PC,MECHANICS TOOLS,3/4"",S",0,0,"505.02000","0","1","-","Active","General Purpose","Mechanics Tool Sets"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32989.jpg,431-1886-ND,32989,Wiha,INSULATED PLIERS/CUTTERS & DRIVE,1,0,"512.46000","0","1","-","Active","Electrical, Industrial","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212422.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1212422.jpg,277-8240-ND,1212422,Phoenix Contact,TOOLBAG CASE,0,1,"518.93000","0","1","-","Active","General Purpose","Case, Connectors, Crimper, Cutter, Screwdriver, Tape Measure, Wire Stripper"
-,-,WF2-ND,WF2,Apex Tool Group,"DISPLAY,METALMASTER,SNIP,ASSORTM",0,0,"529.63000","0","1","-","Active","General Purpose","Metal Master, Snip"
-,-,CMHT38-ND,CMHT38,Apex Tool Group,CRESCENT 3/8"" DRIVE ASSORTMENT,0,0,"561.28000","0","1","-","Active","-","-"
-,-,82812-ND,82812,Apex Tool Group,SET TAP & DIE COMB RAT LRG 114PC,0,0,"576.20000","0","1","-","Active","General Purpose","Tap, Die Sets"
-,-,MMF006594-ND,MMF006594,Micro-Measurements (Division of Vishay Precision Group),ATS-2 GAGE APPLICATION TOOL SET,0,0,"581.55000","0","1","ATS","Active","Electrical","-"
-,-,83093-ND,83093,Apex Tool Group,SET CAREER BUILD AUTO BODY ADD O,0,0,"592.84000","0","1","-","Active","General Purpose","Auto Body TEP Career Builder Add-on Sets"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0159-11.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0159-11.jpg,0159-11-ND,0159-11,Greenlee Communications,MASTER ELECTRICIANS KIT 28PC,0,0,"597.07000","0","1","-","Active","Electrical, Industrial","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1200100,-,1200100-ND,1200100,Phoenix Contact,TOOL-WRAP CUTTIND/STRIPPING,0,0,"603.12000","0","1","*","Active","-","-"
-,-,CMHT34-ND,CMHT34,Apex Tool Group,CRESCENT 3/4"" DRIVE ASSORTMENT,0,0,"621.89000","0","1","-","Active","-","-"
-,-,1939170000-ND,1939170000,Weidmüller,KIT CABLE GLAND W/CASE,0,0,"632.11000","0","1","Screwty","Active","Industrial Applications","-"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA4939.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA4939.jpg,PA4939-ND,PA4939,Greenlee Communications,COMPRESSION TOOLKIT ULTIMATE,0,0,"688.02000","0","1","Ultimate","Active","Audio/Video, CATV, Satellite","-"
-,-,PAL0159-28MULTI-ND,0159-28MULTI,Greenlee Communications,"MULTI-POCKET KIT,20"", 28-PIECE T",0,0,"689.80000","0","1","-","Active","General Purpose","28 Pieces - Assorted Hand Tools"
-,-,CMHTSWS-ND,CMHTSWS,Apex Tool Group,CRES SOCKET/WRENCH SET ASSORTMEN,0,0,"749.75000","0","1","-","Active","-","-"
-,-,PAL0159-28BKPK-ND,0159-28BKPK,Greenlee Communications,"BACKPACK KIT,28-PIECE TOOL",0,0,"755.30000","0","1","-","Active","General Purpose","28 Pieces - Assorted Hand Tools"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_TCS150ST.jpg,TCS150STN-ND,TCS150STN,Apex Tool Group,TOOL CASE MED W/TOOLS TCS150ST,0,0,"795.00000","0","1","Xcelite®","Active","General Purpose","32 Pieces - Assorted Hand Tools"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Insulated%20Half-in.%20Sockets%20&%20Sets.pdf,//media.digikey.com/Photos/Wiha/MFG_31691.jpg,431-1853-ND,31691,Wiha,INSULATED 24PC COMBO SET IN BOX,1,0,"819.96000","0","1","-","Active","General Purpose","-"
-,-,0639036970-ND,0639036970,Molex,TOOL KIT,0,0,"822.15000","0","1","-","Active","-","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_TCMB150ST.jpg,TCMB150STN-ND,TCMB150STN,Apex Tool Group,TOOL CASE TCMB150ST,0,0,"945.01000","0","1","Xcelite®","Active","General Purpose","46 Pieces - Assorted Hand Tools"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_TCS100ST.jpg,TCS100STN-ND,TCS100STN,Apex Tool Group,TOOL CASE W/TOOLS TCS100ST,0,0,"1060.00000","0","1","Xcelite®","Active","General Purpose","86 Pieces - Assorted Hand Tools"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_TCA150ST.jpg,TCA150STN-ND,TCA150STN,Apex Tool Group,TOOL KIT 2-PALLET ALUMINUM CASE,0,0,"1090.00000","0","1","Xcelite®","Active","Industrial Applications","46 Pieces - Assorted Hand Tools"
-,-,0639036870-ND,0639036870,Molex,TOOL KIT,0,0,"1096.20000","0","1","-","Active","-","-"
-,-,0639037070-ND,0639037070,Molex,TOOL KIT,0,0,"1096.20000","0","1","-","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212503.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212503.jpg,1212503-ND,1212503,Phoenix Contact,TOOL-CARRIER,0,0,"1132.07000","0","1","-","Active","Industrial Applications","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1257780000.pdf,-,1257780000-ND,1257780000,Weidmüller,PV SET WM4 CRIMP TOOL,0,0,"1143.88000","0","1","-","Active","General Purpose","Case, Crimper, Contacts, Cutter, Multi-Tool, Pouch, Wire Stripper"
https://belfuse.com/resources/Trompeter/Drawings/dr-TK2-17.pdf,-,TK2-17-ND,TK2-17,Cinch Connectivity Solutions Trompeter,TOOL KIT BNC,0,0,"1157.55000","0","1","-","Active","Coaxial Cable","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,-,TCMB100STN-ND,TCMB100STN,Apex Tool Group,XCELITE/TOOL CASE WITH TOOLS,0,0,"1160.00000","0","1","Xcelite®","Active","General Purpose","86 Pieces - Assorted Hand Tools"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/ToolSetCat.pdf,-,9203160000-ND,9203160000,Weidmüller,PRO CASE INSTA,0,0,"1199.56000","0","1","-","Active","Electrical","Cabinet Key, Case, Crimper, Cutter, Hex Keys, Plier, Screwdriver, Tape Measure, Voltage Tester, Wire Ferrules, Wire Stripper"
-,-,83080-ND,83080,Apex Tool Group,SET AVN INTRODUCTORY,0,0,"1272.94000","0","1","-","Active","General Purpose","Aviation TEP Introductory Sets"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,-,72-TCMB100MEN-ND,TCMB100MEN,Apex Tool Group,TCMB-100ME CASE & TOOLS METRIC,0,0,"1330.00000","0","1","Xcelite®","Active","Industrial Applications","86 Pieces - Assorted Hand Tools"
-,-,83090-ND,83090,Apex Tool Group,SET AUTO INTRODUCTORY,0,0,"1339.30000","0","1","-","Active","General Purpose","Auto TEP Introductory Sets"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_TCA100ST.jpg,TCA100STN-ND,TCA100STN,Apex Tool Group,TOOL CASE W/TOOLS TCA100ST,0,0,"1350.00000","0","1","Xcelite®","Active","Industrial Applications","86 Pieces - Assorted Hand Tools"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212428.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212428.jpg,1212428-ND,1212428,Phoenix Contact,TOOL BOX BASIC,0,0,"1508.54000","0","1","-","Active","Industrial Applications","-"
-,-,FM0501146-ND,FM 0501 146,Amphenol Sine Systems Corp,TOOL BOX,0,0,"1575.03000","0","1","-","Active","General Purpose","Calibration Pins, Case, Contact Containers, Crimper, Die Sets, Locators, Removal Tools"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/ToolSetCat.pdf,-,9202460000-ND,9202460000,Weidmüller,PRO CASE PREMIUM,0,0,"1709.89000","0","1","-","Active","Electrical","Bit, Cabinet Key, Case, Crimper, Cutter, Hex Keys, Plier, Screwdriver, Voltage Tester, Wire Ferrules, Wire Stripper"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212504.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212504.jpg,1212504-ND,1212504,Phoenix Contact,TOOL-BAG,0,0,"1748.78000","0","1","-","Active","Industrial Applications","-"
https://catalog.rosenberger.com/images/documents/db/32W100-000_DB.pdf,-,32W100-000-ND,32W100-000,Rosenberger,SMA TOOL KIT,0,0,"1963.02000","0","1","SMA","Active","Coaxial Cable","-"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32800.jpg,431-1687-ND,32800,Wiha,HAND TOOLS,1,0,"2101.03000","0","1","-","Active","Electrical","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212629.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212629.jpg,1212629-ND,1212629,Phoenix Contact,TOOL BOX EQUIPPED,0,0,"2758.64000","0","1","-","Active","Industrial Applications","-"
-,-,83091-ND,83091,Apex Tool Group,SET CAREER BUILD START,0,0,"2810.08000","0","1","-","Active","General Purpose","Career Builder TEP Starter Sets"
-,-,FM0500146-ND,FM 0500 146,Amphenol Sine Systems Corp,TOOL BOX,0,0,"2887.56000","0","1","-","Active","General Purpose","Calibration Pins, Case, Contact Containers, Crimper, Die Sets, Locators, Removal Tools"
-,-,83095-ND,83095,Apex Tool Group,SET AUTO INTERMEDIATE,0,0,"3079.36000","0","1","-","Active","General Purpose","Auto TEP Intermediate Sets"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1579012-1&DocType=Customer+Drawing&DocLang=English,-,1-1579012-1-ND,1-1579012-1,TE Connectivity AMP Connectors,HAND TOOL KIT DUOPLUG 2.5 MKI,0,0,"4106.20000","0","1","-","Active","IDC Socket Plugs","-"
//media.digikey.com/pdf/Data%20Sheets/Dremel%20PDFs/MM400E_Web.pdf,-,MM400EDR-ND,MM400E,Dremel,MM400E EDGE STARTER KIT,0,0,"19.99000","0","1","-","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dremel%20PDFs/Dremel_2016_cat.pdf,-,MM389DR-ND,MM389,Dremel,MM389 CUTTING ACCESSORY KIT,0,0,"39.99000","0","2","-","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dremel%20PDFs/Dremel_2016_cat.pdf,-,MM388DR-ND,MM388,Dremel,MM388 14PC. ACCESSORY KIT,0,0,"39.99000","0","2","-","Active","General Purpose","-"
-,-,30961-ND,30961,Wiha,PLIER/CUTTER IND SOFTGRIP 2 PC S,0,0,"59.96000","0","1","-","Active","Industrial","Combination Linemans Plier, Plier"
-,-,30960-ND,30960,Wiha,PLIER/CUTTER IND SOFTGRIP 2 PC S,0,0,"62.96000","0","1","-","Active","Industrial","Combination Linemans Plier, Cutter"
-,//media.digikey.com/Photos/Wiha/MFG_32640.jpg,32640-ND,32640,Wiha,CUTTER AND PLIER SET,0,0,"72.96000","0","1","BiCut SuperCut","Active","Electrical, Industrial","Cutter, Plier"
-,-,30963-ND,30963,Wiha,PLIER/CUTTER IND SOFTGRIP 2 PC S,0,0,"72.96000","0","1","-","Active","Industrial","Combination Linemans Plier, Cutter"
-,-,30964-ND,30964,Wiha,PLIER/CUTTER IND SOFTGRIP 3 PC S,0,0,"78.96000","0","1","-","Active","Industrial","Cutter, Plier"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ProPliersCutters&Crimpers_catVer2-1-12.pdf#Page=27,//media.digikey.com/Photos/Wiha/MFG_30993.jpg,30993-ND,30993,Wiha,HAND TOOLS,0,0,"79.96000","0","1","-","Active","General Purpose","-"
-,//media.digikey.com/Photos/Wiha/MFG_30941.jpg,30941-ND,30941,Wiha,CUTTER AND PLIER SET,0,0,"83.96000","0","1","BiCut SuperCut","Active","Electrical, Industrial","Cutter, Plier"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Vinyl%20Grip%20Pliers%20&%20Cutters%20p122.pdf,//media.digikey.com/Photos/Wiha/MFG_32601.jpg,32601-ND,32601,Wiha,VINYL GRIP 4 PIECE SET,0,0,"86.96000","0","1","-","Active","General Purpose","-"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/30942.jpg,30942-ND,30942,Wiha,BICUT SUPERCUT & SOFTFINISH DRIV,0,0,"87.08000","0","1","SoftFinish®","Active","Electrical, Industrial","-"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/32942.jpg,32942-ND,32942,Wiha,INSULATED BICUT SUPERCUT & DRIVE,0,0,"88.10000","0","1","-","Active","Electrical, Industrial","-"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32984.jpg,32984-ND,32984,Wiha,"PLIERS, DRIVERS INSULATED SET",0,0,"102.46000","0","1","-","Active","Industrial Applications","-"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Proturn%20Insulated%20Tool%20Sets%20p94.pdf,//media.digikey.com/Photos/Wiha/MFG_32899.jpg,431-1878-ND,32899,Wiha,STARTER SET 8PC INSULATED W/BOX,1,0,"163.96000","0","1","Proturn®","Obsolete","Electrical","-"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32987.jpg,32987-ND,32987,Wiha,"PLIERS, CUTTERS INSULATED SET",0,0,"289.96000","0","1","-","Active","Industrial Applications","-"
-,//media.digikey.com/Photos/Wiha/32973.jpg,32973-ND,32973,Wiha,INSULATED PLIERS/CUTTERS & DRIVE,0,0,"439.28000","0","1","-","Active","Electrical, Industrial","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8796&DocType=SS&DocLang=English,-,1059772-1-ND,1059772-1,TE Application Tooling,OSP TL KIT FOR .085&.141 CABLE,0,0,"2376.53000","0","1","-","Active","Coaxial Connectors","-"
-,-,5-1579010-3-ND,5-1579010-3,TE Application Tooling,SERVICE KIT LIEBHERR,0,0,"3181.50000","0","3","-","Active","Crimping","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=3-1723000-1&DocType=Customer+Drawing&DocLang=German,-,3-1723000-1-ND,3-1723000-1,TE Application Tooling,"SERVICE KIT, SKODA",0,0,"3385.20000","0","1","SKODA","Active","Electrical","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8783&DocType=SS&DocLang=EN,-,1055469-1-ND,1055469-1,TE Application Tooling,TOOL TNC/BNC SOLDER ASSY KIT,0,0,"5314.85000","0","1","AMP","Active","Soldering","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8781&DocType=SS&DocLang=English,-,1055468-1-ND,1055468-1,TE Application Tooling,OSN TOOL KIT,0,0,"7331.63000","0","1","-","Active","Coaxial Connectors","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8780&DocType=SS&DocLang=English,-,1055466-1-ND,1055466-1,TE Application Tooling,OSSM TOOL KIT,0,0,"9154.99000","0","1","-","Active","Coaxial Connectors","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Assembly-Instructions/CIR-Assembly-Guide-Website-Copy.pdf#page=33,-,DMC292M-ND,DMC292M,"ITT Cannon, LLC",CIR CRIMP TOOL KIT,1,1,"Active","0","0","-","Active","Crimping","Crimper, Cutter, Gage, Guide Pins, Plier, Stripper, Turret Heads"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=231666&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-231666-0.jpg,A9040-ND,1-231666-0,TE Connectivity AMP Connectors,PRODUCTION HAND TOOL KIT,0,0,"Discontinued at Digi-Key","0","1","AMP","Discontinued at Digi-Key","Modular Connectors","Case, Die Sets, Frame, Screwdriver, Strip Blades"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=231666&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-231666-1.jpg,A9967-ND,1-231666-1,TE Connectivity AMP Connectors,TOOL MODULAR PRODUCTION KIT,0,0,"Discontinued at Digi-Key","0","1","AMP","Discontinued at Digi-Key","Modular Connectors","Case, Die Sets, Frame, Handset, Screwdriver, Strip Blades"
//media.digikey.com/pdf/Data%20Sheets/Assmann%20PDFs/Cable-Catalog-2004.pdf#Page=49,-,A-SK-KIT1-ND,A-SK-KIT1,Assmann WSW Components,TOOL MOD SET IN CASE,0,0,"Obsolete","0","5","-","Obsolete","-","-"
-,-,A-SK-KIT2-ND,A-SK-KIT2,Assmann WSW Components,TOOL CRIMPING SET SEVERAL CONN,0,0,"Obsolete","0","5","-","Obsolete","-","-"
