Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Current","DC Resistance (DCR) (Max)","Operating Temperature","Insertion Loss","Temperature Coefficient","Ratings","Mounting Type","Package / Case","Size / Dimension","Height (Max)","Thread Size"
http://www.ctscorp.com/wp-content/uploads/2016/01/4400-076.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4400-076LF.jpg,410-1161-ND,4400-076LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 200V AXIAL,356,0,"8.64000","0","1","Bulk","4400","Active","-","-","200V","10A","-","-55°C ~ 125°C","3dB @ 100MHz","-","-","-","Axial, Bushing","0.157"" Dia x 0.276"" L (3.98mm x 7.00mm)","-","M3x0.5"
http://www.ctscorp.com/wp-content/uploads/2016/01/4403-033.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4403-033LF.jpg,410-1177-ND,4403-033LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 100V AXIAL,354,0,"8.64000","0","1","Tray","4403","Active","-","-","100V","10A","-","-55°C ~ 125°C","25dB @ 100MHz","-","-","-","Axial, Bushing","0.125"" Dia x 0.215"" L (3.18mm x 5.47mm)","-","4-40"
http://www.ctscorp.com/wp-content/uploads/2016/01/4400-035.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4400-035LF.jpg,410-1155-ND,4400-035LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 50V AXIAL,176,0,"8.64000","0","1","Bulk","4400","Active","-","-","50V","10A","-","-55°C ~ 125°C","35dB @ 100MHz","-","-","-","Axial, Bushing","0.156"" Dia x 0.340"" L (3.97mm x 8.64mm)","-","4-40"
http://www.ctscorp.com/wp-content/uploads/2016/01/4400-093.pdf,//media.digikey.com/photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4400-093LF.JPG,410-1164-ND,4400-093LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 50V AXIAL,147,0,"8.64000","0","1","Bulk","4400","Active","-","-","50V","10A","-","-55°C ~ 125°C","35dB @ 100MHz","-","-","-","Axial, Bushing","0.157"" Dia x 0.276"" L (4.00mm x 7.00mm)","-","M3x0.5"
http://www.ctscorp.com/wp-content/uploads/2016/01/4402-018.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4402-018LF.jpg,410-1175-ND,4402-018LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 50V AXIAL,799,0,"8.87000","0","1","Tray","4402","Active","-","-","50V","10A","-","-55°C ~ 125°C","47dB @ 100MHz","-","-","-","Axial, Bushing","0.156"" Dia x 0.333"" L (3.96mm x 8.45mm)","-","6-32"
https://www.knowlescapacitors.com/getattachment/aa847e2f-cd86-44aa-8533-18b7535f3a94/SBSM-SBSMP-10A.aspx,//media.digikey.com/Photos/Knowles-Syfer/SBSMP0500474MXB.JPG,1608-1465-ND,SBSMP0500474MXB,Knowles Syfer,CAP CER,676,0,"12.47000","0","1","-","SBSM","Active","0.47µF","±20%","50V","20A","-","-55°C ~ 125°C","44dB @ 100MHz","X7R","-","Surface Mount","2220 (5750 Metric)","0.224"" L x 0.197"" W x 0.133"" H (5.70mm x 5.00mm x 3.38mm)","0.133"" (3.38mm)","-"
//media.digikey.com/pdf/Data%20Sheets/CTS%20Corporation%20PDFs/4310-020LF_RevB.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4310-Series.jpg,410-1300-ND,4310-020LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 10000PF 100V AXIAL,454,0,"16.17000","0","1","-","4310","Active","10000pF","0%, +100%","100V","1A","-","-55°C ~ 125°C","35dB @ 100MHz","-","-","Chassis Mount","Axial, Press Fit","0.094"" Dia x 0.098"" L (2.39mm x 2.49mm)","-","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/4601-050.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4601-050LF.jpg,410-1189-ND,4601-050LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 70V AXIAL,512,0,"18.00000","0","1","Tray","4601","Active","-","-","70V","15A","-","-","70dB @ 1GHz","X7W","-","-","Axial, Bushing - 2 Solder Eyelets","0.385"" Dia x 0.362"" L (9.78mm x 9.20mm)","-","1/4""-28"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0402%20(1005%20Metric)%204%20PC%20Pad.jpg,445-16121-2-ND,YFF15SC1E102MT000N,TDK Corporation,CAP FEEDTHRU 1000PF 20% 25V 0402,10000,0,"0.09600","0","10000","Tape & Reel (TR)","YFF-SC","Active","1000pF","±20%","25V","1A","300mOhm","-55°C ~ 125°C","30dB @ 200MHz ~ 4GHz","-","-","Surface Mount","0402 (1005 Metric), 4 PC Pad","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.014"" (0.35mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0402%20(1005%20Metric)%204%20PC%20Pad.jpg,445-16121-1-ND,YFF15SC1E102MT000N,TDK Corporation,CAP FEEDTHRU 1000PF 20% 25V 0402,15330,0,"0.50000","0","1","Cut Tape (CT)","YFF-SC","Active","1000pF","±20%","25V","1A","300mOhm","-55°C ~ 125°C","30dB @ 200MHz ~ 4GHz","-","-","Surface Mount","0402 (1005 Metric), 4 PC Pad","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.014"" (0.35mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0402%20(1005%20Metric)%204%20PC%20Pad.jpg,445-16121-6-ND,YFF15SC1E102MT000N,TDK Corporation,CAP FEEDTHRU 1000PF 20% 25V 0402,15330,0,"Digi-Reel","0","1","Digi-Reel®","YFF-SC","Active","1000pF","±20%","25V","1A","300mOhm","-55°C ~ 125°C","30dB @ 200MHz ~ 4GHz","-","-","Surface Mount","0402 (1005 Metric), 4 PC Pad","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.014"" (0.35mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM18PC224R0J3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0603-(1608-Metric),-3-PC-Pad.jpg",490-8459-2-ND,NFM18PC224R0J3D,Murata Electronics North America,CAP FEEDTHRU 0.22UF 6.3V 0603,4000,0,"0.09724","0","4000","Tape & Reel (TR)","EMIFIL®, NFM18","Active","0.22µF","±20%","6.3V","2A","30mOhm","-55°C ~ 125°C","-","-","-","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM18PC224R0J3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0603-(1608-Metric),-3-PC-Pad.jpg",490-8459-1-ND,NFM18PC224R0J3D,Murata Electronics North America,CAP FEEDTHRU 0.22UF 6.3V 0603,6688,0,"0.22000","0","1","Cut Tape (CT)","EMIFIL®, NFM18","Active","0.22µF","±20%","6.3V","2A","30mOhm","-55°C ~ 125°C","-","-","-","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM18PC224R0J3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0603-(1608-Metric),-3-PC-Pad.jpg",490-8459-6-ND,NFM18PC224R0J3D,Murata Electronics North America,CAP FEEDTHRU 0.22UF 6.3V 0603,6688,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFM18","Active","0.22µF","±20%","6.3V","2A","30mOhm","-55°C ~ 125°C","-","-","-","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_yff-p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-7078-2-ND,YFF18PW0J105MT0H0N,TDK Corporation,CAP FEEDTHRU 1UF 20% 6.3V 0603,4000,0,"0.10500","0","4000","Tape & Reel (TR)","YFF-P","Active","1µF","±20%","6.3V","4A","30mOhm","-55°C ~ 105°C","40dB @ 800kHz ~ 2GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_yff-p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-7078-1-ND,YFF18PW0J105MT0H0N,TDK Corporation,CAP FEEDTHRU 1UF 20% 6.3V 0603,7340,0,"0.47000","0","1","Cut Tape (CT)","YFF-P","Active","1µF","±20%","6.3V","4A","30mOhm","-55°C ~ 105°C","40dB @ 800kHz ~ 2GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_yff-p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-7078-6-ND,YFF18PW0J105MT0H0N,TDK Corporation,CAP FEEDTHRU 1UF 20% 6.3V 0603,7340,0,"Digi-Reel","0","1","Digi-Reel®","YFF-P","Active","1µF","±20%","6.3V","4A","30mOhm","-55°C ~ 105°C","40dB @ 800kHz ~ 2GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-16136-2-ND,YFF18SC1H103MT0H0N,TDK Corporation,CAP FEEDTHRU 0.01UF 20% 50V 0603,4000,0,"0.11220","0","4000","Tape & Reel (TR)","YFF-SC","Active","10000pF","±20%","50V","1A","80mOhm","-55°C ~ 125°C","30dB @ 20MHz ~ 3GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-16136-1-ND,YFF18SC1H103MT0H0N,TDK Corporation,CAP FEEDTHRU 0.01UF 20% 50V 0603,7989,0,"0.55000","0","1","Cut Tape (CT)","YFF-SC","Active","10000pF","±20%","50V","1A","80mOhm","-55°C ~ 125°C","30dB @ 20MHz ~ 3GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-16136-6-ND,YFF18SC1H103MT0H0N,TDK Corporation,CAP FEEDTHRU 0.01UF 20% 50V 0603,7989,0,"Digi-Reel","0","1","Digi-Reel®","YFF-SC","Active","10000pF","±20%","50V","1A","80mOhm","-55°C ~ 125°C","30dB @ 20MHz ~ 3GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_yff-p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-16130-2-ND,YFF18PC0J105MT0H0N,TDK Corporation,CAP FEEDTHRU 1UF 20% 6.3V 0603,4000,0,"0.12750","0","4000","Tape & Reel (TR)","YFF-P","Active","1µF","±20%","6.3V","4A","12mOhm","-55°C ~ 105°C","40dB @ 800kHz ~ 1GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_yff-p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-16130-1-ND,YFF18PC0J105MT0H0N,TDK Corporation,CAP FEEDTHRU 1UF 20% 6.3V 0603,4000,0,"0.57000","0","1","Cut Tape (CT)","YFF-P","Active","1µF","±20%","6.3V","4A","12mOhm","-55°C ~ 105°C","40dB @ 800kHz ~ 1GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_yff-p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-16130-6-ND,YFF18PC0J105MT0H0N,TDK Corporation,CAP FEEDTHRU 1UF 20% 6.3V 0603,4000,0,"Digi-Reel","0","1","Digi-Reel®","YFF-P","Active","1µF","±20%","6.3V","4A","12mOhm","-55°C ~ 105°C","40dB @ 800kHz ~ 1GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM21HC102R1H3-01.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-11838-2-ND,NFM21HC104R1A3D,Murata Electronics North America,CAP FEEDTHRU 0.1UF 20% 10V 0805,4000,0,"0.14836","0","4000","Tape & Reel (TR)","EMIFIL®, NFM21","Active","0.1µF","±20%","10V","2A","30mOhm","-55°C ~ 125°C","-","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM21HC102R1H3-01.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-11838-1-ND,NFM21HC104R1A3D,Murata Electronics North America,CAP FEEDTHRU 0.1UF 20% 10V 0805,7216,0,"0.47000","0","1","Cut Tape (CT)","EMIFIL®, NFM21","Active","0.1µF","±20%","10V","2A","30mOhm","-55°C ~ 125°C","-","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM21HC102R1H3-01.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-11838-6-ND,NFM21HC104R1A3D,Murata Electronics North America,CAP FEEDTHRU 0.1UF 20% 10V 0805,7216,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFM21","Active","0.1µF","±20%","10V","2A","30mOhm","-55°C ~ 125°C","-","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,"//media.digikey.com/Renders/AVX%20Renders/W2F,%20W3F%20Series%200805.jpg",478-2232-2-ND,W2F11A2218AT1F,AVX Corporation,CAP FEEDTHRU 220PF 100V 0805,23000,0,"0.16490","0","1000","Tape & Reel (TR)","W2F","Active","220pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,"//media.digikey.com/Renders/AVX%20Renders/W2F,%20W3F%20Series%200805.jpg",478-2232-1-ND,W2F11A2218AT1F,AVX Corporation,CAP FEEDTHRU 220PF 100V 0805,23799,0,"0.65000","0","1","Cut Tape (CT)","W2F","Active","220pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,"//media.digikey.com/Renders/AVX%20Renders/W2F,%20W3F%20Series%200805.jpg",478-2232-6-ND,W2F11A2218AT1F,AVX Corporation,CAP FEEDTHRU 220PF 100V 0805,23799,0,"Digi-Reel","0","1","Digi-Reel®","W2F","Active","220pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Renders/AVX%20Renders/W2H-W3H%20Series%201206.jpg,478-2238-2-ND,W3F11A4708AT1F,AVX Corporation,CAP FEEDTHRU 47PF 100V 1206,6000,0,"0.17000","0","1000","Tape & Reel (TR)","W3F","Active","47pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Renders/AVX%20Renders/W2H-W3H%20Series%201206.jpg,478-2238-1-ND,W3F11A4708AT1F,AVX Corporation,CAP FEEDTHRU 47PF 100V 1206,6132,1000,"0.67000","0","1","Cut Tape (CT)","W3F","Active","47pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Renders/AVX%20Renders/W2H-W3H%20Series%201206.jpg,478-2238-6-ND,W3F11A4708AT1F,AVX Corporation,CAP FEEDTHRU 47PF 100V 1206,6132,1000,"Digi-Reel","0","1","Digi-Reel®","W3F","Active","47pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,"//media.digikey.com/Renders/AVX%20Renders/W2F,%20W3F%20Series%200805.jpg",478-2237-2-ND,W2F15C4738AT1F,AVX Corporation,CAP FEEDTHRU 0.047UF 50V 0805,13000,0,"0.17340","0","1000","Tape & Reel (TR)","W2F","Active","0.047µF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,"//media.digikey.com/Renders/AVX%20Renders/W2F,%20W3F%20Series%200805.jpg",478-2237-1-ND,W2F15C4738AT1F,AVX Corporation,CAP FEEDTHRU 0.047UF 50V 0805,13689,0,"0.68000","0","1","Cut Tape (CT)","W2F","Active","0.047µF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,"//media.digikey.com/Renders/AVX%20Renders/W2F,%20W3F%20Series%200805.jpg",478-2237-6-ND,W2F15C4738AT1F,AVX Corporation,CAP FEEDTHRU 0.047UF 50V 0805,13689,0,"Digi-Reel","0","1","Digi-Reel®","W2F","Active","0.047µF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,"//media.digikey.com/Renders/AVX%20Renders/W2F,%20W3F%20Series%200805.jpg",478-2235-2-ND,W2F15C1038AT1F,AVX Corporation,CAP FEEDTHRU 0.01UF 50V 0805,6000,0,"0.17340","0","1000","Tape & Reel (TR)","W2F","Active","10000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,"//media.digikey.com/Renders/AVX%20Renders/W2F,%20W3F%20Series%200805.jpg",478-2235-1-ND,W2F15C1038AT1F,AVX Corporation,CAP FEEDTHRU 0.01UF 50V 0805,6558,0,"0.68000","0","1","Cut Tape (CT)","W2F","Active","10000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,"//media.digikey.com/Renders/AVX%20Renders/W2F,%20W3F%20Series%200805.jpg",478-2235-6-ND,W2F15C1038AT1F,AVX Corporation,CAP FEEDTHRU 0.01UF 50V 0805,6558,0,"Digi-Reel","0","1","Digi-Reel®","W2F","Active","10000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Renders/AVX%20Renders/W2H-W3H%20Series%201206.jpg,478-2239-2-ND,W3F15C2228AT1F,AVX Corporation,CAP FEEDTHRU 2200PF 50V 1206,5000,0,"0.17850","0","1000","Tape & Reel (TR)","W3F","Active","2200pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-2239-1-ND,W3F15C2228AT1F,AVX Corporation,CAP FEEDTHRU 2200PF 50V 1206,5794,0,"0.70000","0","1","Cut Tape (CT)","W3F","Active","2200pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-2239-6-ND,W3F15C2228AT1F,AVX Corporation,CAP FEEDTHRU 2200PF 50V 1206,5794,0,"Digi-Reel","0","1","Digi-Reel®","W3F","Active","2200pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/0805-E01-E03-E07-SM-EMI.jpg,1608-1019-2-ND,0805Y1000102MXTE01,Knowles Syfer,CAP FEEDTHRU 1000PF 100V 0805,15000,0,"0.24990","0","3000","Tape & Reel (TR)","FlexiCap™","Active","1000pF","±20%","100V","300mA","-","-55°C ~ 125°C","5dB @ 100MHz","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/0805-E01-E03-E07-SM-EMI.jpg,1608-1019-1-ND,0805Y1000102MXTE01,Knowles Syfer,CAP FEEDTHRU 1000PF 100V 0805,20683,0,"0.53000","0","1","Cut Tape (CT)","FlexiCap™","Active","1000pF","±20%","100V","300mA","-","-55°C ~ 125°C","5dB @ 100MHz","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/0805-E01-E03-E07-SM-EMI.jpg,1608-1019-6-ND,0805Y1000102MXTE01,Knowles Syfer,CAP FEEDTHRU 1000PF 100V 0805,20683,0,"Digi-Reel","0","1","Digi-Reel®","FlexiCap™","Active","1000pF","±20%","100V","300mA","-","-55°C ~ 125°C","5dB @ 100MHz","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.045"" (1.15mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM3DCC222R1H3-01.pdf,"//media.digikey.com/Photos/Murata%20Photos/1206%20(3216%20Metric),%203%20PC%20Pad.JPG",490-11846-2-ND,NFM3DCC222R1H3L,Murata Electronics North America,CAP FEEDTHRU 2200PF 50V 1205,8000,0,"0.28864","0","4000","Tape & Reel (TR)","EMIFIL®, NFM3","Active","2200pF","-20%, +50%","50V","300mA","-","-55°C ~ 125°C","-","-","-","Surface Mount","1205 (3212 Metric), 3 PC Pad","0.126"" L x 0.049"" W (3.20mm x 1.25mm)","0.035"" (0.90mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM3DCC222R1H3-01.pdf,"//media.digikey.com/Photos/Murata%20Photos/1206%20(3216%20Metric),%203%20PC%20Pad.JPG",490-11846-1-ND,NFM3DCC222R1H3L,Murata Electronics North America,CAP FEEDTHRU 2200PF 50V 1205,10278,0,"0.64000","0","1","Cut Tape (CT)","EMIFIL®, NFM3","Active","2200pF","-20%, +50%","50V","300mA","-","-55°C ~ 125°C","-","-","-","Surface Mount","1205 (3212 Metric), 3 PC Pad","0.126"" L x 0.049"" W (3.20mm x 1.25mm)","0.035"" (0.90mm)","-"
