Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency - Center","Bandwidth","Insertion Loss","Ratings","Applications","Mounting Type","Package / Case","Height (Max)","Size / Dimension"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6200-1-ND,F6QA1G842M2AN-J,Taiyo Yuden,FILTER SAW 5SMD,4892,0,"0.55000","0","1","Cut Tape (CT)","F6","Active","-","-","2dB","-","General Purpose","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6200-6-ND,F6QA1G842M2AN-J,Taiyo Yuden,FILTER SAW 5SMD,4892,0,"Digi-Reel","0","1","Digi-Reel®","F6","Active","-","-","2dB","-","General Purpose","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=F5QA836M5M2AR &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6077-2-ND,F5QA836M5M2AR-J,Taiyo Yuden,FILTER SAW 836.5MHZ 5SMD,0,0,"0.22890","0","5000","Tape & Reel (TR)","F6","Active","836.5MHz","25MHz","1.9dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=F5QA836M5M2AR &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6077-1-ND,F5QA836M5M2AR-J,Taiyo Yuden,SAW FILTER 1109 CSSD BAND 5 SE,4890,0,"0.55000","0","1","Cut Tape (CT)","F6","Active","836.5MHz","25MHz","1.9dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=F5QA836M5M2AR &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6077-6-ND,F5QA836M5M2AR-J,Taiyo Yuden,SAW FILTER 1109 CSSD BAND 5 SE,4890,0,"Digi-Reel","0","1","Digi-Reel®","F6","Active","836.5MHz","25MHz","1.9dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6202-2-ND,F6QA2G140M2AM-J,Taiyo Yuden,FILTER SAW 5SMD,0,0,"0.22890","0","5000","Tape & Reel (TR)","F6","Active","-","-","1.9dB","-","General Purpose","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6202-1-ND,F6QA2G140M2AM-J,Taiyo Yuden,FILTER SAW 5SMD,4457,0,"0.55000","0","1","Cut Tape (CT)","F6","Active","-","-","1.9dB","-","General Purpose","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6202-6-ND,F6QA2G140M2AM-J,Taiyo Yuden,FILTER SAW 5SMD,4457,0,"Digi-Reel","0","1","Digi-Reel®","F6","Active","-","-","1.9dB","-","General Purpose","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-5650-2-ND,F5QA773M0M2QC-J,Taiyo Yuden,FILTER SAW 773MHZ 5SMD,0,0,"0.22890","0","5000","Tape & Reel (TR)","F5","Active","773MHz","30MHz","2.1dB","-","CDMA, WCDMA, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-5650-1-ND,F5QA773M0M2QC-J,Taiyo Yuden,FILTER SAW 773MHZ 5SMD,3024,0,"0.55000","0","1","Cut Tape (CT)","F5","Active","773MHz","30MHz","2.1dB","-","CDMA, WCDMA, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-5650-6-ND,F5QA773M0M2QC-J,Taiyo Yuden,FILTER SAW 773MHZ 5SMD,3024,0,"Digi-Reel","0","1","Digi-Reel®","F5","Active","773MHz","30MHz","2.1dB","-","CDMA, WCDMA, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=F5QA897M5M2AC &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6078-2-ND,F5QA897M5M2AC-J,Taiyo Yuden,FILTER SAW 897.5MHZ 5SMD,0,0,"0.22890","0","5000","Tape & Reel (TR)","F6","Active","897.5MHz","34.2MHz","2.3dB","-","GSM","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=F5QA897M5M2AC &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6078-1-ND,F5QA897M5M2AC-J,Taiyo Yuden,SAW FILTER 1109 CSSD BAND 8 SE,2299,0,"0.55000","0","1","Cut Tape (CT)","F6","Active","897.5MHz","34.2MHz","2.3dB","-","GSM","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=F5QA897M5M2AC &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6078-6-ND,F5QA897M5M2AC-J,Taiyo Yuden,SAW FILTER 1109 CSSD BAND 8 SE,2299,0,"Digi-Reel","0","1","Digi-Reel®","F6","Active","897.5MHz","34.2MHz","2.3dB","-","GSM","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=G6QN2G017M2RF &u=M,-,587-6209-2-ND,G6QN2G017M2RF-J,Taiyo Yuden,"SAW, DUAL TYPE, BAND39 / BAND34,",0,0,"0.30345","0","5000","Tape & Reel (TR)","G6","Active","-","-","1.5dB","-","Cellular, SCDMA","Surface Mount","10-SMD, No Lead","0.020"" (0.50mm)","0.059"" L x 0.043"" W (1.50mm x 1.10mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=G6QN2G017M2RF &u=M,-,587-6209-1-ND,G6QN2G017M2RF-J,Taiyo Yuden,"SAW, DUAL TYPE, BAND39 / BAND34,",4885,0,"0.72000","0","1","Cut Tape (CT)","G6","Active","-","-","1.5dB","-","Cellular, SCDMA","Surface Mount","10-SMD, No Lead","0.020"" (0.50mm)","0.059"" L x 0.043"" W (1.50mm x 1.10mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=G6QN2G017M2RF &u=M,-,587-6209-6-ND,G6QN2G017M2RF-J,Taiyo Yuden,"SAW, DUAL TYPE, BAND39 / BAND34,",4885,0,"Digi-Reel","0","1","Digi-Reel®","G6","Active","-","-","1.5dB","-","Cellular, SCDMA","Surface Mount","10-SMD, No Lead","0.020"" (0.50mm)","0.059"" L x 0.043"" W (1.50mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/CSR%20PDFs/B39162B9877P810.pdf,-,B39162B9877P810TR-ND,B39162B9877P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.585166GHZ 5SMD,0,0,"0.30000","0","5000","Tape & Reel (TR)","B9877","Active","1.585166GHz","2MHz, 8.34MHz","1.5dB","-","GPS","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
//media.digikey.com/pdf/Data%20Sheets/CSR%20PDFs/B39162B9877P810.pdf,-,B39162B9877P810CT-ND,B39162B9877P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.585166GHZ 5SMD,4058,0,"0.72000","0","1","Cut Tape (CT)","B9877","Active","1.585166GHz","2MHz, 8.34MHz","1.5dB","-","GPS","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
//media.digikey.com/pdf/Data%20Sheets/CSR%20PDFs/B39162B9877P810.pdf,-,B39162B9877P810DKR-ND,B39162B9877P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.585166GHZ 5SMD,4058,0,"Digi-Reel","0","1","Digi-Reel®","B9877","Active","1.585166GHz","2MHz, 8.34MHz","1.5dB","-","GPS","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
//media.digikey.com/pdf/Data%20Sheets/CSR%20PDFs/B39162B8828P810.pdf,-,B39162B8828P810TR-ND,B39162B8828P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.58247GHZ 5SMD,0,0,"0.30000","0","5000","Tape & Reel (TR)","B8828","Active","1.58247GHz","2MHz, 4.092MHz, 8.34MHz","1.3dB","-","GPS","Surface Mount","5-SMD, No Lead","0.018"" (0.46mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
//media.digikey.com/pdf/Data%20Sheets/CSR%20PDFs/B39162B8828P810.pdf,-,B39162B8828P810CT-ND,B39162B8828P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.58247GHZ 5SMD,3358,0,"0.72000","0","1","Cut Tape (CT)","B8828","Active","1.58247GHz","2MHz, 4.092MHz, 8.34MHz","1.3dB","-","GPS","Surface Mount","5-SMD, No Lead","0.018"" (0.46mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
//media.digikey.com/pdf/Data%20Sheets/CSR%20PDFs/B39162B8828P810.pdf,-,B39162B8828P810DKR-ND,B39162B8828P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.58247GHZ 5SMD,3358,0,"Digi-Reel","0","1","Digi-Reel®","B8828","Active","1.58247GHz","2MHz, 4.092MHz, 8.34MHz","1.3dB","-","GPS","Surface Mount","5-SMD, No Lead","0.018"" (0.46mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FAR-F6KA-2G4500-A4VD &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6080-2-ND,FAR-F6KA-2G4500-A4VD-Z,Taiyo Yuden,FILTER SAW 2.45GHZ 5SMD,0,0,"0.44800","0","3000","Tape & Reel (TR)","FA","Active","2.45GHz","100MHz","1.9dB","-","WLAN","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FAR-F6KA-2G4500-A4VD &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6080-1-ND,FAR-F6KA-2G4500-A4VD-Z,Taiyo Yuden,FILTER SAW 1410,2945,0,"0.95000","0","1","Cut Tape (CT)","FA","Active","2.45GHz","100MHz","1.9dB","-","WLAN","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FAR-F6KA-2G4500-A4VD &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-6080-6-ND,FAR-F6KA-2G4500-A4VD-Z,Taiyo Yuden,FILTER SAW 1410,2945,0,"Digi-Reel","0","1","Digi-Reel®","FA","Active","2.45GHz","100MHz","1.9dB","-","WLAN","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39252B8312P810.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B39252B8312P810.JPG,495-7021-2-ND,B39252B8312P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.450GHZ 5SMD,0,0,"0.42900","0","5000","Tape & Reel (TR)","*","Active","-","-","-","-","-","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39252B8312P810.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B39252B8312P810.JPG,495-7021-1-ND,B39252B8312P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.450GHZ 5SMD,3736,0,"1.02000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39252B8312P810.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B39252B8312P810.JPG,495-7021-6-ND,B39252B8312P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.450GHZ 5SMD,3736,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6239-2-ND,F6FC2G600H4PA-J,Taiyo Yuden,"SAW, TRX TYPE, BAND41, TD-LTE /",0,0,"0.43143","0","5000","Tape & Reel (TR)","*","Active","-","-","2.1dB","-","-","Surface Mount","5-SMD, No Lead","0.017"" (0.44mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6239-1-ND,F6FC2G600H4PA-J,Taiyo Yuden,"SAW, TRX TYPE, BAND41, TD-LTE /",4995,0,"1.03000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","-"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6239-6-ND,F6FC2G600H4PA-J,Taiyo Yuden,"SAW, TRX TYPE, BAND41, TD-LTE /",4995,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","-"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6238-2-ND,F6FC1G900H4PB-J,Taiyo Yuden,"SAW, TRX TYPE, BAND39, TD-LTE /",0,0,"0.43143","0","5000","Tape & Reel (TR)","*","Active","-","-","1.1dB","-","-","Surface Mount","5-SMD, No Lead","0.017"" (0.44mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6238-1-ND,F6FC1G900H4PB-J,Taiyo Yuden,"SAW, TRX TYPE, BAND39, TD-LTE /",4950,0,"1.03000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","-"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6238-6-ND,F6FC1G900H4PB-J,Taiyo Yuden,"SAW, TRX TYPE, BAND39, TD-LTE /",4950,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39252B9430M410.pdf,//media.digikey.com/Renders/Epcos%20Renders/B7839%20Series.jpg,495-3915-2-ND,B39252B9430M410,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.45GHZ 5SMD,0,0,"Active","0","15000","Tape & Reel (TR)","-","Active","2.45GHz","100MHz","2.2dB","-","WLAN","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39252B9430M410.pdf,//media.digikey.com/Renders/Epcos%20Renders/B7839%20Series.jpg,495-3915-1-ND,B39252B9430M410,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.45GHZ 5SMD,9751,0,"1.18000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","2.45GHz","100MHz","2.2dB","-","WLAN","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39252B9430M410.pdf,//media.digikey.com/Renders/Epcos%20Renders/B7839%20Series.jpg,495-3915-6-ND,B39252B9430M410,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.45GHZ 5SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","2.45GHz","100MHz","2.2dB","-","WLAN","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39242B9413K610.pdf,//media.digikey.com/Renders/Epcos%20Renders/B7839%20Series.jpg,495-3919-2-ND,B39242B9413K610,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.442GHZ 5SMD,0,0,"0.49335","0","5000","Tape & Reel (TR)","-","Active","2.442GHz","83.5MHz","2dB","-","Bluetooth","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39242B9413K610.pdf,//media.digikey.com/Renders/Epcos%20Renders/B7839%20Series.jpg,495-3919-1-ND,B39242B9413K610,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.442GHZ 5SMD,3901,0,"1.18000","0","1","Cut Tape (CT)","-","Active","2.442GHz","83.5MHz","2dB","-","Bluetooth","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39242B9413K610.pdf,//media.digikey.com/Renders/Epcos%20Renders/B7839%20Series.jpg,495-3919-6-ND,B39242B9413K610,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.442GHZ 5SMD,3901,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2.442GHz","83.5MHz","2dB","-","Bluetooth","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
https://wireless.murata.com/RFM/data/sf1186g.pdf,//media.digikey.com/Renders/RFM%20Renders/SF1186G.jpg,583-1198-2-ND,SF1186G,Murata Electronics North America,FILTER SAW 1575.42MHZ 4SMD,1000,0,"0.64750","0","500","Tape & Reel (TR)","-","Active","1575.42MHz","2MHz","1.5dB","AEC-Q200","GPS","Surface Mount","4-SMD, No Lead","0.039"" (1.00mm)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)"
https://wireless.murata.com/RFM/data/sf1186g.pdf,//media.digikey.com/Renders/RFM%20Renders/SF1186G.jpg,583-1198-1-ND,SF1186G,Murata Electronics North America,FILTER SAW 1575.42MHZ 4SMD,1630,0,"1.19000","0","1","Cut Tape (CT)","-","Active","1575.42MHz","2MHz","1.5dB","AEC-Q200","GPS","Surface Mount","4-SMD, No Lead","0.039"" (1.00mm)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)"
https://wireless.murata.com/RFM/data/sf1186g.pdf,//media.digikey.com/Renders/RFM%20Renders/SF1186G.jpg,583-1198-6-ND,SF1186G,Murata Electronics North America,FILTER SAW 1575.42MHZ 4SMD,1630,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","1575.42MHz","2MHz","1.5dB","AEC-Q200","GPS","Surface Mount","4-SMD, No Lead","0.039"" (1.00mm)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)"
https://abracon.com/Filters/SAW%20FILTERS/AFS20A42-1575.42-T3.pdf,//media.digikey.com/Renders/Abracon%20Renders/SAW%20Filters.jpg,535-12069-2-ND,AFS20A42-1575.42-T3,Abracon LLC,FILTER SAW 1.575GHZ 4SMD,0,0,"0.53100","0","3000","Tape & Reel (TR)","-","Active","1.575GHz","42MHz","1.2dB","-","General Purpose","Surface Mount","4-SMD, No Lead","0.035"" (0.90mm)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)"
https://abracon.com/Filters/SAW%20FILTERS/AFS20A42-1575.42-T3.pdf,//media.digikey.com/Renders/Abracon%20Renders/SAW%20Filters.jpg,535-12069-1-ND,AFS20A42-1575.42-T3,Abracon LLC,FILTER SAW 1.575GHZ 4SMD,2074,0,"1.21000","0","1","Cut Tape (CT)","-","Active","1.575GHz","42MHz","1.2dB","-","General Purpose","Surface Mount","4-SMD, No Lead","0.035"" (0.90mm)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)"
https://abracon.com/Filters/SAW%20FILTERS/AFS20A42-1575.42-T3.pdf,//media.digikey.com/Renders/Abracon%20Renders/SAW%20Filters.jpg,535-12069-6-ND,AFS20A42-1575.42-T3,Abracon LLC,FILTER SAW 1.575GHZ 4SMD,2074,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","1.575GHz","42MHz","1.2dB","-","General Purpose","Surface Mount","4-SMD, No Lead","0.035"" (0.90mm)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)"
https://abracon.com/Filters/SAW%20FILTERS/AFS14A72-2436.00-T3.pdf,"//media.digikey.com/Renders/Abracon%20Renders/5-SMD,%20No%20Lead.jpg",535-12064-2-ND,AFS14A72-2436.00-T3,Abracon LLC,FILTER SAW 2.436GHZ 5SMD,0,0,"0.60000","0","3000","Tape & Reel (TR)","-","Active","2.436GHz","72MHz","3.5dB","-","General Purpose","Surface Mount","5-SMD, No Lead","0.028"" (0.70mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
https://abracon.com/Filters/SAW%20FILTERS/AFS14A72-2436.00-T3.pdf,"//media.digikey.com/Renders/Abracon%20Renders/5-SMD,%20No%20Lead.jpg",535-12064-1-ND,AFS14A72-2436.00-T3,Abracon LLC,FILTER SAW 2.436GHZ 5SMD,2265,0,"1.36000","0","1","Cut Tape (CT)","-","Active","2.436GHz","72MHz","3.5dB","-","General Purpose","Surface Mount","5-SMD, No Lead","0.028"" (0.70mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
https://abracon.com/Filters/SAW%20FILTERS/AFS14A72-2436.00-T3.pdf,"//media.digikey.com/Renders/Abracon%20Renders/5-SMD,%20No%20Lead.jpg",535-12064-6-ND,AFS14A72-2436.00-T3,Abracon LLC,FILTER SAW 2.436GHZ 5SMD,2265,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2.436GHz","72MHz","3.5dB","-","General Purpose","Surface Mount","5-SMD, No Lead","0.028"" (0.70mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39242B4360P810.pdf,-,B39242B4360P810TR-ND,B39242B4360P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.44175GHZ 5SMD,0,0,"0.64350","0","5000","Tape & Reel (TR)","B4360","Active","2.44175GHz","83.5MHz","2.1dB","AEC-Q200","Bluetooth","Surface Mount","5-SMD, No Lead","0.018"" (0.46mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39242B4360P810.pdf,-,B39242B4360P810CT-ND,B39242B4360P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.44175GHZ 5SMD,4725,0,"1.53000","0","1","Cut Tape (CT)","B4360","Active","2.44175GHz","83.5MHz","2.1dB","AEC-Q200","Bluetooth","Surface Mount","5-SMD, No Lead","0.018"" (0.46mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39242B4360P810.pdf,-,B39242B4360P810DKR-ND,B39242B4360P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.44175GHZ 5SMD,4725,0,"Digi-Reel","0","1","Digi-Reel®","B4360","Active","2.44175GHz","83.5MHz","2.1dB","AEC-Q200","Bluetooth","Surface Mount","5-SMD, No Lead","0.018"" (0.46mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
//media.digikey.com/pdf/Data%20Sheets/CSR%20PDFs/B39242B8850P810.pdf,-,B39242B8850P810TR-ND,B39242B8850P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.442GHZ 5SMD,0,0,"0.64350","0","5000","Tape & Reel (TR)","B8850","Active","2.442GHz","79MHz","1.35dB","-","Bluetooth, WLAN","Surface Mount","5-SMD, No Lead","0.018"" (0.46mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
//media.digikey.com/pdf/Data%20Sheets/CSR%20PDFs/B39242B8850P810.pdf,-,B39242B8850P810CT-ND,B39242B8850P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 2.442GHZ 5SMD,3998,0,"1.53000","0","1","Cut Tape (CT)","B8850","Active","2.442GHz","79MHz","1.35dB","-","Bluetooth, WLAN","Surface Mount","5-SMD, No Lead","0.018"" (0.46mm)","0.043"" L x 0.035"" W (1.09mm x 0.89mm)"
