Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Number of Conductors","Pitch","Cable Length","Cable Width","Jacket (Insulation) Material","Jacket (Insulation) Thickness","Conductor Material","Conductor Plating","Ratings","Features"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-06.jpg,AF06-25-ND,PSR1635-06,Parlex USA LLC,CABLE FLAT FLEX 6COND 0.100"",0,0,"29.26000","0","1","PSR1635","Active","6","0.100"" (2.54mm)","25' (7.62m)","0.70"" (17.78mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-08.jpg,AF08-25-ND,PSR1635-08,Parlex USA LLC,CABLE FLAT FLEX 8COND 0.100"",0,0,"31.82000","0","1","PSR1635","Active","8","0.100"" (2.54mm)","25' (7.62m)","0.90"" (22.86mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-09.jpg,AF09-25-ND,PSR1635-09,Parlex USA LLC,CABLE FLAT FLEX 9COND 0.100"",0,0,"35.61000","0","1","PSR1635","Active","9","0.100"" (2.54mm)","25' (7.62m)","1.00"" (25.40mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-10.jpg,AF10-25-ND,PSR1635-10,Parlex USA LLC,CABLE FLAT FLEX 10COND 0.100"",0,0,"39.40000","0","1","PSR1635","Active","10","0.100"" (2.54mm)","25' (7.62m)","1.10"" (27.94mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-11.jpg,AF11-25-ND,PSR1635-11,Parlex USA LLC,CABLE FLAT FLEX 11COND 0.100"",0,0,"39.40000","0","1","PSR1635","Active","11","0.100"" (2.54mm)","25' (7.62m)","1.20"" (30.48mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-02.jpg,AF02-50-ND,PSR1635-02,Parlex USA LLC,CABLE FLAT FLEX 2COND 0.100"",0,0,"40.57000","0","1","PSR1635","Active","2","0.100"" (2.54mm)","50' (15.24m)","0.30"" (7.57mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-12.jpg,AF12-25-ND,PSR1635-12,Parlex USA LLC,CABLE FLAT FLEX 12COND 0.100"",0,0,"40.67000","0","1","PSR1635","Active","12","0.100"" (2.54mm)","25' (7.62m)","1.30"" (33.02mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-13.jpg,AF13-25-ND,PSR1635-13,Parlex USA LLC,CABLE FLAT FLEX 13COND 0.100"",0,0,"40.67000","0","1","PSR1635","Active","13","0.100"" (2.54mm)","25' (7.62m)","1.40"" (35.56mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-14.jpg,AF14-25-ND,PSR1635-14,Parlex USA LLC,CABLE FLAT FLEX 14COND 0.100"",0,0,"44.23000","0","1","PSR1635","Active","14","0.100"" (2.54mm)","25' (7.62m)","1.50"" (38.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-15.jpg,AF15-25-ND,PSR1635-15,Parlex USA LLC,CABLE FLAT FLEX 15COND 0.100"",0,0,"44.23000","0","1","PSR1635","Active","15","0.100"" (2.54mm)","25' (7.62m)","1.60"" (40.64mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TU-050-28B&DocType=Customer+Drawing&DocLang=English,-,TU-40-050-28B-ND,TU-40-050-28B,TE Connectivity Raychem Cable Protection,55A FLAT CONDUCTOR CA,0,0,"44.75390","0","500","TU","Active","40","0.050"" (1.27mm)","-","1.99"" (50.50mm)","Ethylene Tetrafluoroethylene (ETFE), Irradiated","-","Copper, Bare","-","-","-"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-03.jpg,AF03-50-ND,PSR1635-03,Parlex USA LLC,CABLE FLAT FLEX 3COND 0.100"",0,0,"45.33000","0","1","PSR1635","Active","3","0.100"" (2.54mm)","50' (15.24m)","0.40"" (10.16mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-04.jpg,AF04-50-ND,PSR1635-04,Parlex USA LLC,CABLE FLAT FLEX 4COND 0.100"",0,0,"45.33000","0","1","PSR1635","Active","4","0.100"" (2.54mm)","50' (15.24m)","0.50"" (12.70mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-16.jpg,AF16-25-ND,PSR1635-16,Parlex USA LLC,CABLE FLAT FLEX 16COND 0.100"",0,0,"47.80000","0","1","PSR1635","Active","16","0.100"" (2.54mm)","25' (7.62m)","1.70"" (43.18mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-05.jpg,AF05-50-ND,PSR1635-05,Parlex USA LLC,CABLE FLAT FLEX 5COND 0.100"",0,0,"50.23000","0","1","PSR1635","Active","5","0.100"" (2.54mm)","50' (15.24m)","0.60"" (15.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-06.jpg,AF06-50-ND,PSR1635-06,Parlex USA LLC,CABLE FLAT FLEX 6COND 0.100"",0,0,"50.23000","0","1","PSR1635","Active","6","0.100"" (2.54mm)","50' (15.24m)","0.70"" (17.78mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-20.jpg,AF20-25-ND,PSR1635-20,Parlex USA LLC,CABLE FLAT FLEX 20COND 0.100"",0,0,"56.01000","0","1","PSR1635","Active","20","0.100"" (2.54mm)","25' (7.62m)","2.10"" (53.34mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-08.jpg,AF08-50-ND,PSR1635-08,Parlex USA LLC,CABLE FLAT FLEX 8COND 0.100"",0,0,"57.06000","0","1","PSR1635","Active","8","0.100"" (2.54mm)","50' (15.24m)","0.90"" (22.86mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-09.jpg,AF09-50-ND,PSR1635-09,Parlex USA LLC,CABLE FLAT FLEX 9COND 0.100"",0,0,"63.89000","0","1","PSR1635","Active","9","0.100"" (2.54mm)","50' (15.24m)","1.00"" (25.40mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-10.jpg,AF10-50-ND,PSR1635-10,Parlex USA LLC,CABLE FLAT FLEX 10COND 0.100"",0,0,"67.00000","0","1","PSR1635","Active","10","0.100"" (2.54mm)","50' (15.24m)","1.10"" (27.94mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-11.jpg,AF11-50-ND,PSR1635-11,Parlex USA LLC,CABLE FLAT FLEX 11COND 0.100"",0,0,"67.00000","0","1","PSR1635","Active","11","0.100"" (2.54mm)","50' (15.24m)","1.20"" (30.48mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-02.jpg,AF02-100-ND,PSR1635-02,Parlex USA LLC,CABLE FLAT FLEX 2COND 0.100"",0,0,"68.74000","0","1","PSR1635","Active","2","0.100"" (2.54mm)","100' (30.5m)","0.30"" (7.57mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-12.jpg,AF12-50-ND,PSR1635-12,Parlex USA LLC,CABLE FLAT FLEX 12COND 0.100"",0,0,"73.47000","0","1","PSR1635","Active","12","0.100"" (2.54mm)","50' (15.24m)","1.30"" (33.02mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-13.jpg,AF13-50-ND,PSR1635-13,Parlex USA LLC,CABLE FLAT FLEX 13COND 0.100"",0,0,"73.47000","0","1","PSR1635","Active","13","0.100"" (2.54mm)","50' (15.24m)","1.40"" (35.56mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-14.jpg,AF14-50-ND,PSR1635-14,Parlex USA LLC,CABLE FLAT FLEX 14COND 0.100"",0,0,"79.94000","0","1","PSR1635","Active","14","0.100"" (2.54mm)","50' (15.24m)","1.50"" (38.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-15.jpg,AF15-50-ND,PSR1635-15,Parlex USA LLC,CABLE FLAT FLEX 15COND 0.100"",0,0,"79.94000","0","1","PSR1635","Active","15","0.100"" (2.54mm)","50' (15.24m)","1.60"" (40.64mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-03.jpg,AF03-100-ND,PSR1635-03,Parlex USA LLC,CABLE FLAT FLEX 3COND 0.100"",0,0,"81.68000","0","1","PSR1635","Active","3","0.100"" (2.54mm)","100' (30.5m)","0.40"" (10.16mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-04.jpg,AF04-100-ND,PSR1635-04,Parlex USA LLC,CABLE FLAT FLEX 4COND 0.100"",0,0,"81.68000","0","1","PSR1635","Active","4","0.100"" (2.54mm)","100' (30.5m)","0.50"" (12.70mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-16.jpg,AF16-50-ND,PSR1635-16,Parlex USA LLC,CABLE FLAT FLEX 16COND 0.100"",0,0,"86.41000","0","1","PSR1635","Active","16","0.100"" (2.54mm)","50' (15.24m)","1.70"" (43.18mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-05.jpg,AF05-100-ND,PSR1635-05,Parlex USA LLC,CABLE FLAT FLEX 5COND 0.100"",0,0,"89.36000","0","1","PSR1635","Active","5","0.100"" (2.54mm)","100' (30.5m)","0.60"" (15.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-06.jpg,AF06-100-ND,PSR1635-06,Parlex USA LLC,CABLE FLAT FLEX 6COND 0.100"",0,0,"89.36000","0","1","PSR1635","Active","6","0.100"" (2.54mm)","100' (30.5m)","0.70"" (17.78mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-20.jpg,AF20-50-ND,PSR1635-20,Parlex USA LLC,CABLE FLAT FLEX 20COND 0.100"",0,0,"99.94000","0","1","PSR1635","Active","20","0.100"" (2.54mm)","50' (15.24m)","2.10"" (53.34mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-08.jpg,AF08-100-ND,PSR1635-08,Parlex USA LLC,CABLE FLAT FLEX 8COND 0.100"",0,0,"101.58000","0","1","PSR1635","Active","8","0.100"" (2.54mm)","100' (30.5m)","0.90"" (22.86mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-09.jpg,AF09-100-ND,PSR1635-09,Parlex USA LLC,CABLE FLAT FLEX 9COND 0.100"",0,0,"113.80000","0","1","PSR1635","Active","9","0.100"" (2.54mm)","100' (30.5m)","1.00"" (25.40mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-10.jpg,AF10-100-ND,PSR1635-10,Parlex USA LLC,CABLE FLAT FLEX 10COND 0.100"",0,0,"118.04000","0","1","PSR1635","Active","10","0.100"" (2.54mm)","100' (30.5m)","1.10"" (27.94mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-11.jpg,AF11-100-ND,PSR1635-11,Parlex USA LLC,CABLE FLAT FLEX 11COND 0.100"",0,0,"118.04000","0","1","PSR1635","Active","11","0.100"" (2.54mm)","100' (30.5m)","1.20"" (30.48mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-12.jpg,AF12-100-ND,PSR1635-12,Parlex USA LLC,CABLE FLAT FLEX 12COND 0.100"",0,0,"129.49000","0","1","PSR1635","Active","12","0.100"" (2.54mm)","100' (30.5m)","1.30"" (33.02mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-13.jpg,AF13-100-ND,PSR1635-13,Parlex USA LLC,CABLE FLAT FLEX 13COND 0.100"",0,0,"129.49000","0","1","PSR1635","Active","13","0.100"" (2.54mm)","100' (30.5m)","1.40"" (35.56mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-14.jpg,AF14-100-ND,PSR1635-14,Parlex USA LLC,CABLE FLAT FLEX 14COND 0.100"",1,0,"140.93000","0","1","PSR1635","Active","14","0.100"" (2.54mm)","100' (30.5m)","1.50"" (38.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-15.jpg,AF15-100-ND,PSR1635-15,Parlex USA LLC,CABLE FLAT FLEX 15COND 0.100"",0,0,"140.93000","0","1","PSR1635","Active","15","0.100"" (2.54mm)","100' (30.5m)","1.60"" (40.64mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-02.jpg,AF02-250-ND,PSR1635-02,Parlex USA LLC,CABLE FLAT FLEX 2COND 0.100"",0,0,"149.85000","0","1","PSR1635","Active","2","0.100"" (2.54mm)","250' (76.2m)","0.30"" (7.57mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-16.jpg,AF16-100-ND,PSR1635-16,Parlex USA LLC,CABLE FLAT FLEX 16COND 0.100"",0,0,"152.38000","0","1","PSR1635","Active","16","0.100"" (2.54mm)","100' (30.5m)","1.70"" (43.18mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-03.jpg,AF03-250-ND,PSR1635-03,Parlex USA LLC,CABLE FLAT FLEX 3COND 0.100"",0,0,"167.26000","0","1","PSR1635","Active","3","0.100"" (2.54mm)","250' (76.2m)","0.40"" (10.16mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-04.jpg,AF04-250-ND,PSR1635-04,Parlex USA LLC,CABLE FLAT FLEX 4COND 0.100"",0,0,"167.26000","0","1","PSR1635","Active","4","0.100"" (2.54mm)","250' (76.2m)","0.50"" (12.70mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-20.jpg,AF20-100-ND,PSR1635-20,Parlex USA LLC,CABLE FLAT FLEX 20COND 0.100"",0,0,"175.00000","0","1","PSR1635","Active","20","0.100"" (2.54mm)","100' (30.5m)","2.10"" (53.34mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-05.jpg,AF05-250-ND,PSR1635-05,Parlex USA LLC,CABLE FLAT FLEX 5COND 0.100"",0,0,"194.08000","0","1","PSR1635","Active","5","0.100"" (2.54mm)","250' (76.2m)","0.60"" (15.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-06.jpg,AF06-250-ND,PSR1635-06,Parlex USA LLC,CABLE FLAT FLEX 6COND 0.100"",0,0,"194.08000","0","1","PSR1635","Active","6","0.100"" (2.54mm)","250' (76.2m)","0.70"" (17.78mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-08.jpg,AF08-250-ND,PSR1635-08,Parlex USA LLC,CABLE FLAT FLEX 8COND 0.100"",0,0,"220.90000","0","1","PSR1635","Active","8","0.100"" (2.54mm)","250' (76.2m)","0.90"" (22.86mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-09.jpg,AF09-250-ND,PSR1635-09,Parlex USA LLC,CABLE FLAT FLEX 9COND 0.100"",0,0,"227.29000","0","1","PSR1635","Active","9","0.100"" (2.54mm)","250' (76.2m)","1.00"" (25.40mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-10.jpg,AF10-250-ND,PSR1635-10,Parlex USA LLC,CABLE FLAT FLEX 10COND 0.100"",0,0,"251.90000","0","1","PSR1635","Active","10","0.100"" (2.54mm)","250' (76.2m)","1.10"" (27.94mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
