Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Function","Actuator Type","Operating Pressure","Orifice Diameter","Fluid Type","Connection Method","For Use With/Related Products","Mounting Type","Features"
http://www.cynergy3.com/sites/default/files/SOL%20Series%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/SOL5B4.jpg,725-1840-ND,SOL5A3,Cynergy 3,VALVE SOLENOID 1-1/4"" BSP NO 110,2,0,"351.25000","0","1","SOL","Active","Solenoid Valve","2/2 Normally Open, One-Way","-","6 ~ 174 PSI (0.4 ~ 12 bar)","-","Inert Gas, Liquid","Threaded 1-1/4"" BSP","-","Free Hanging (In-Line)","Supply Voltage 110VAC"
http://www.cynergy3.com/sites/default/files/SOL%20Series%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/SOL5B4.jpg,725-1839-ND,SOL5A1,Cynergy 3,VALVE SOLENOID 1-1/4"" BSP NO 24V,3,0,"351.75000","0","1","SOL","Active","Solenoid Valve","2/2 Normally Open, One-Way","-","6 ~ 174 PSI (0.4 ~ 12 bar)","-","Inert Gas, Liquid","Threaded 1-1/4"" BSP","-","Free Hanging (In-Line)","Supply Voltage 24VDC"
http://www.cynergy3.com/sites/default/files/SOL%20Series%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/SOL5A4.jpg,725-1841-ND,SOL5A4,Cynergy 3,VALVE SOLENOID 1-1/4"" BSP NO 220,3,0,"352.70000","0","1","SOL","Active","Solenoid Valve","2/2 Normally Open, One-Way","-","6 ~ 174 PSI (0.4 ~ 12 bar)","-","Inert Gas, Liquid","Threaded 1-1/4"" BSP","-","Free Hanging (In-Line)","Supply Voltage 230VAC"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81529005.jpg,966-1070-ND,81529005,Crouzet,FLOW RESTRICT ONE-WAY FREE HANG,6,0,"27.89000","0","1","-","Active","Flow Restrictor, Fixed","One-Way","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Free Hanging (In-Line)","-"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81503540.JPG,966-1229-ND,81503540,Crouzet,TIMER FIXED ON-DELAY SUB-BASE MT,2,0,"141.45000","0","1","-","Active","Timer, Fixed","On-Delay","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.4sec"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81502160.jpg,966-1018-ND,81502160,Crouzet,SWITCH NEG OUTPUT SUB-BASE MNT,0,0,"176.68000","0","1","-","Active","Pressure Switch","Negative Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.098"" (2.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81501025.jpg,966-1054-ND,81501025,Crouzet,LOGIC YES ELEMENT SUB-BASE MOUNT,0,0,"28.21000","0","1","-","Active","Logic Element","LOGIC YES","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81531001.jpg,966-1058-ND,81531001,Crouzet,SUB-BASE ROD MOUNT,2,0,"30.91000","0","1","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Logic Element","Rod Mount","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519032.jpg,966-1055-ND,81519032,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,5,0,"36.20000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas","-","-","Sub-Base Mount","Rotatable Connector, Supply Voltage 24VDC"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81548010.JPG,966-1301-ND,81548010,Crouzet,SOLENOID VALVE 3/2 NC CHASSIS MT,4,0,"54.00000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas, Liquid","Threaded M5","-","Chassis Mount","Manual Override, Supply Voltage 24VDC"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81552101.jpg,966-1308-ND,81552101,Crouzet,SUB-BASE END DIN RAIL,4,0,"62.24000","0","1","-","Active","Sub-Base, End","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","DIN Rail","Pressure Indicator, Rotatable Connector"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513502.jpg,966-1246-ND,81513502,Crouzet,SWITCH PRESSURE OPERATED DIN RL,4,0,"68.25000","0","1","-","Active","Pressure Switch","Pressure Operated","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas, Liquid","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","DIN Rail","Electrical Output"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/81519x35.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519335.jpg,966-1011-ND,81519335,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"68.68000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Supply Voltage 24VDC"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513501.jpg,966-1139-ND,81513501,Crouzet,SWITCH PRESSURE OPERATED DIN RL,3,0,"71.01000","0","1","-","Active","Pressure Switch","Pressure Operated","-","4 ~ 17PSI (0.3 ~ 1.2 bar)","-","Air, Inert Gas, Liquid","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","DIN Rail","Electrical Output"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/photos/Crouzet%20Photos/81513523.JPG,966-1250-ND,81513523,Crouzet,SWITCH VACUUM OPERATED CHAS MNT,5,0,"92.24000","0","1","-","Active","Vacuum Switch","Vacuum Operated","-","-4 ~ -12PSI (-0.3 ~ -0.8 bar)","-","Air, Inert Gas, Liquid","Threaded 1/8"" BSP","-","Chassis Mount","-"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/photos/Crouzet%20Photos/81525101.JPG,966-1281-ND,81525101,Crouzet,FLOW RESTRICT ONEWAY SUB-BASE MT,2,0,"93.47000","0","1","-","Active","Flow Restrictor, Adjustable","One-Way","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/Man-Machine-interface-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81715512.JPG,966-1314-ND,81715512,Crouzet,CONTROL VALVE 3/2 NC PANEL MOUNT,0,0,"129.33000","0","1","-","Active","Control Valve, Momentary","3/2 Normally Closed","Paddle","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Panel Mount","Operating Force 8 ~ 18N"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81540005.jpg,966-1293-ND,81540005,Crouzet,LOGIC OR ELEMENT SUB-BASE MOUNT,0,0,"29.67000","0","1","-","Active","Logic Element","LOGIC OR","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81541005.jpg,966-1294-ND,81541005,Crouzet,LOGIC AND ELEMENT FREE HANGING,2,0,"31.36000","0","1","-","Active","Logic Element","LOGIC AND","-","30 ~ 116PSI (2 ~ 8 bar)","0.157"" (4.00mm)","Air, Inert Gas","Push-In Connection for Tubing 6.00mm Dia","-","Free Hanging (In-Line)","Pressure Indicator"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513001.JPG,966-1238-ND,81513001,Crouzet,SUB-BASE INTERMEDIATE DIN RAIL,3,0,"34.31000","0","1","-","Active","Sub-Base, Intermediate","-","-","-","-","-","Push-In Connection for Tubing 6.00mm Dia","Control Valve","DIN Rail","-"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81529901.jpg,966-1287-ND,81529901,Crouzet,NONRETURN VALVE ONEWAY FREE HANG,5,0,"38.13000","0","1","-","Active","Non-Return Valve","One-Way","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Free Hanging (In-Line)","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519378.jpg,966-1266-ND,81519378,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,2,0,"54.54000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 110VAC"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519678.jpg,966-1271-ND,81519678,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,5,0,"56.96000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 110VAC"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/Man-Machine-interface-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81735511.JPG,966-1185-ND,81735511,Crouzet,CONTROL VALVE 3/2 NC ROD MOUNT,2,0,"69.55000","0","1","-","Active","Control Valve, Momentary","3/2 Normally Closed","Pushbutton","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Rod Mount","Operating Force 8 ~ 18N"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81552001.jpg,966-1307-ND,81552001,Crouzet,SUB-BASE END ROD MOUNT,4,0,"75.02000","0","1","-","Active","Sub-Base, End","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","Rod Mount","-"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81507540.JPG,966-1122-ND,81507540,Crouzet,IMPULSE GENERATOR SUB-BASE MOUNT,1,0,"128.18000","0","1","-","Active","Impulse Generator, Fixed","-","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.4sec"
http://www.cynergy3.com/sites/default/files/SOL%20Series%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/SOL1B4.jpg,725-1820-ND,SOL1B4,Cynergy 3,VALVE SOLENOID 3/8"" BSP NC 220/2,2,0,"85.64000","0","1","SOL","Active","Solenoid Valve","2/2 Normally Closed, One-Way","-","1 ~ 218 PSI (0.1 ~ 15 bar)","-","Inert Gas, Liquid","Threaded 3/8"" BSP","-","Free Hanging (In-Line)","Supply Voltage 230VAC"
http://www.cynergy3.com/sites/default/files/SOL%20Series%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/SOL1B4.jpg,725-1818-ND,SOL1B1,Cynergy 3,VALVE SOLENOID 3/8"" BSP NC 24VDC,1,0,"89.96000","0","1","SOL","Active","Solenoid Valve","2/2 Normally Closed, One-Way","-","1 ~ 218 PSI (0.1 ~ 15 bar)","-","Inert Gas, Liquid","Threaded 3/8"" BSP","-","Free Hanging (In-Line)","Supply Voltage 24VDC"
http://www.cynergy3.com/sites/default/files/SOL%20Series%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/SOL2B4.jpg,725-1824-ND,SOL2B1,Cynergy 3,VALVE SOLENOID 1/2"" BSP NC 24VDC,2,0,"90.02000","0","1","SOL","Active","Solenoid Valve","2/2 Normally Closed, One-Way","-","1 ~ 218 PSI (0.1 ~ 15 bar)","-","Inert Gas, Liquid","Threaded 1/2"" BSP","-","Free Hanging (In-Line)","Supply Voltage 24VDC"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0498_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0498.jpg,FIT0498-ND,FIT0498,DFRobot,12V SOLENOID VALVE 1/2&QUOT;,0,0,"9.01000","0","1","-","Active","Open Frame (Pull)","-","-","-","-","-","-","-","Free Hanging (In-Line)","-"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81520601.JPG,966-1278-ND,81520601,Crouzet,PLUG ELEMENT SUB-BASE MOUNT,0,0,"13.30000","0","1","-","Active","Plug Element","-","-","-","-","-","-","-","Sub-Base Mount","-"
-,-,81516093-ND,81516093,Crouzet,EEX PNE PILOT BLK W-SCREW,0,0,"13.56000","0","3","-","Active","Control Valve, Momentary","-","-","-","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","-","-"
-,-,81513612-ND,81513612,Crouzet,CONTROL VALVE 3/2 NO SUB-BASE MT,0,0,"14.24000","0","1","-","Active","Control Valve, Momentary","3/2 Normally Open","-","44 ~ 116PSI (3 ~ 8 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81513231-ND,81513231,Crouzet,CONTROL VALVE 4/2 SUBBASE MNT,0,0,"23.69667","0","3","-","Active","Control Valve, Momentary","4/2","-","44 ~ 116PSI (3 ~ 8 bar)","0.118"" (3.00mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81506025.jpg,966-1118-ND,81506025,Crouzet,LOGIC NOT ELEMENT SUB-BASE MOUNT,0,0,"27.45700","0","10","-","Active","Logic Element","LOGIC NOT","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
-,//media.digikey.com/Photos/Crouzet%20Photos/81522504.JPG,966-1279-ND,81522504,Crouzet,PNEUM LOGIC AND ELMNT BASE MNT,0,0,"27.58700","0","10","-","Active","-","-","-","-","-","-","-","-","-","-"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/photos/Crouzet%20Photos/81529010.JPG,966-1285-ND,81529010,Crouzet,FLOW RESTRICT ONE-WAY FREE HANG,0,0,"27.89000","0","5","-","Active","Flow Restrictor, Fixed","One-Way","-","15 ~ 116PSI (1 ~ 8 bar)","0.040"" (1.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Free Hanging (In-Line)","-"
-,-,81540015-ND,81540015,Crouzet,LOGIC OR ELEMENT FREE HANGING,0,0,"30.91000","0","5","-","Active","Logic Element","LOGIC OR","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Free Hanging (In-Line)","-"
-,-,81541015-ND,81541015,Crouzet,LOGIC AND ELEMENT FREE HANGING,0,0,"31.88400","0","10","-","Active","Logic Element","LOGIC AND","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Free Hanging (In-Line)","-"
-,-,81521508-ND,81521508,Crouzet,LOGIC OR ELEMENT SUB-BASE MOUNT,0,0,"32.77300","0","20","-","Active","Logic Element","LOGIC OR","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
-,-,81531008-ND,81531008,Crouzet,SUB-BASE ROD MOUNT,0,0,"33.40600","0","10","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Logic Element","Rod Mount","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513600.JPG,966-1141-ND,81513600,Crouzet,CONTROL VALVE 3/2 NO SUB-BASE MT,0,0,"33.55000","0","5","-","Active","Control Valve, Momentary","3/2 Normally Open","-","44 ~ 116PSI (3 ~ 8 bar)","0.118"" (3.00mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81529002-ND,81529002,Crouzet,FLOW RESTRICT ONE-WAY FREE HANG,0,0,"34.51200","0","25","-","Active","Flow Restrictor, Fixed","One-Way","-","15 ~ 116PSI (1 ~ 8 bar)","0.007"" (0.20mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Free Hanging (In-Line)","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519332.jpg,966-1056-ND,81519332,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,1,0,"34.64000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 24VDC"
-,-,81519034-ND,81519034,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"34.95000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Supply Voltage 12VDC"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81281010.JPG,966-1110-ND,81281010,Crouzet,POSITION DETECTOR 3/2 NO ROD MNT,0,0,"35.62000","0","5","Microvalve","Active","Position Detector","3/2 Normally Open","Round (Pin Plunger)","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Rod Mount","Operating Force 15N"
-,-,81540017-ND,81540017,Crouzet,LOGIC AND ELEMENT SUB-BASE MOUNT,0,0,"35.79000","0","1","-","Active","Logic Element","LOGIC AND","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/1517101.JPG,966-1259-ND,81517101,Crouzet,SUB-BASE DIN RAIL,0,0,"35.94000","0","5","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Control Valve","DIN Rail","-"
-,-,81513196-ND,81513196,Crouzet,CONTROL VALVE 3/2 NC SUB-BASE MT,0,0,"36.08000","0","5","-","Active","Control Valve, Momentary","3/2 Normally Closed","-","44 ~ 116PSI (3 ~ 8 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81522505-ND,81522505,Crouzet,LOGIC AND ELEMENT SUB-BASE MOUNT,0,0,"36.92400","0","20","-","Active","Logic Element","LOGIC AND","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81545001.jpg,966-1297-ND,81545001,Crouzet,VAC GEN PRES OPERATED FREE HANG,3,0,"37.52000","0","1","-","Active","Vacuum Generator","Pressure Operated","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Free Hanging (In-Line)","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/Electro-Pneumatic_Valves.pdf,-,81513039-ND,81513039,Crouzet,SUB-BASE INTERMEDIATE DIN RAIL,0,0,"37.58000","0","1","-","Active","Sub-Base, Intermediate","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/16"" (8.00mm) Dia","-","DIN Rail","-"
-,-,81519052-ND,81519052,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"38.21000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas","-","-","Sub-Base Mount","Rotatable Connector, Supply Voltage 24VDC"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81517201.JPG,966-1261-ND,81517201,Crouzet,SUB-BASE DIN RAIL,2,0,"38.71000","0","1","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 6.00mm Dia","Control Valve","DIN Rail","-"
-,//media.digikey.com/Photos/Crouzet%20Photos/81519331.jpg,966-1265-ND,81519331,Crouzet,PNEUM VLV SOLNOID 3/2 12VDC N.C.,0,0,"39.38000","0","3","-","Active","-","-","-","-","-","-","-","-","-","-"
-,-,81513234-ND,81513234,Crouzet,CONTROL VALVE 4/2 SUBBASE MNT,0,0,"41.25000","0","5","-","Active","Control Valve, Momentary","4/2","-","44 ~ 116PSI (3 ~ 8 bar)","0.118"" (3.00mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81532111-ND,81532111,Crouzet,SUB-BASE DIN RAIL,0,0,"41.46000","0","5","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Logic Element","DIN Rail","Rotatable Connector"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,-,81283510-ND,81283510,Crouzet,POSITION DETECTOR 3/2 NC ROD MNT,0,0,"41.94000","0","1","Microvalve","Active","Position Detector","3/2 Normally Closed","Round (Pin Plunger)","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Rod Mount","Operating Force 15N"
-,-,81545012-ND,81545012,Crouzet,VAC GEN PRES OPERATED FREE HANG,0,0,"42.31000","0","1","-","Active","Vacuum Generator","Pressure Operated","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Free Hanging (In-Line)","-"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81281504.JPG,966-1112-ND,81281504,Crouzet,POSITION DETECTOR 3/2 NC ROD MNT,0,0,"42.41000","0","1","Microvalve","Active","Position Detector","3/2 Normally Closed","Roller Plunger","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Rod Mount","Operating Force 15N"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,-,81519340-ND,81519340,Crouzet,MINIATURE SOLENOIDE VALVE 815193,0,0,"42.80000","0","5","-","Active","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/photos/Crouzet%20Photos/81283501.JPG,966-1198-ND,81283501,Crouzet,NC 83 VERS MICROVLV W-70500297,0,0,"44.15000","0","10","-","Active","-","-","-","-","-","-","-","-","-","-"
-,-,81532109-ND,81532109,Crouzet,SUB-BASE DIN RAIL,0,0,"44.45100","0","10","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Logic Element","DIN Rail","Rotatable Connector"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,-,81281508-ND,81281508,Crouzet,POSITION DETECTOR 3/2 NC ROD MNT,0,0,"44.49000","0","1","Microvalve","Active","Position Detector","3/2 Normally Closed","Lever, Roller","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Rod Mount","Operating Force 15N"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/photos/Crouzet%20Photos/81281509.JPG,966-1220-ND,81281509,Crouzet,POSITION DETECTOR 3/2 NC ROD MNT,0,0,"44.49000","0","5","Microvalve","Active","Position Detector","3/2 Normally Closed","Lever, Roller","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Rod Mount","Operating Force 15N"
http://www.crouzet-USA.com/PDF/Pneumatics/Logic_Components_ATEX.pdf,-,81529014-ND,81529014,Crouzet,FLOW RESTRICT ONE-WAY FREE HANG,0,0,"45.28000","0","1","-","Active","Flow Restrictor, Fixed","One-Way","-","15 ~ 116PSI (1 ~ 8 bar)","0.016"" (0.40mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Free Hanging (In-Line)","-"
-,//media.digikey.com/Photos/Crouzet%20Photos/81280002.JPG,966-1201-ND,81280002,Crouzet,NO 80 VERS MICROVLV W/M LVR,0,0,"45.32000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Crouzet%20Photos/81519132.jpg,966-1264-ND,81519132,Crouzet,PNEUM VLV SOLNOID 3/2 24VDC N.O.,0,0,"46.02000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-"
