Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Type","Memory Size","Speed","Package / Case"
-,-,AQ56P64A8BKH9M-ND,AQ56P64A8BKH9M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56P64A8BKK0M-ND,AQ56P64A8BKK0M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56P72D8BKF8M-ND,AQ56P72D8BKF8M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56P72D8BKH9M-ND,AQ56P72D8BKH9M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56P72D8BKK0M-ND,AQ56P72D8BKK0M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AW56M7218BKF8S-ND,AW56M7218BKF8S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"40.11000","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56M7218BKH9S-ND,AW56M7218BKH9S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"40.11000","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56M7218BKK0S-ND,AW56M7218BKK0S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"40.11000","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P7218BKF8S-ND,AW56P7218BKF8S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"40.11000","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P7218BKH9S-ND,AW56P7218BKH9S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"40.11000","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P7218BKK0S-ND,AW56P7218BKK0S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"40.11000","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,AT32L64A6SHC4M-ND,AT32L64A6SHC4M,"ATP Electronics, Inc.",256MB DDR1 SINGLE RANK UNBUFFERR,0,0,"40.67700","0","50","-","Active","DDR SDRAM","256MB","-","200-SODIMM"
-,-,AY56M7268BKF8M-ND,AY56M7268BKF8M,"ATP Electronics, Inc.",2GB 204 PIN ULP UNBUFFERED ECC M,0,0,"40.91233","0","30","-","Active","-","2GB","-","204-MiniUDIMM"
-,-,AY56M7268BKH9M-ND,AY56M7268BKH9M,"ATP Electronics, Inc.",2GB 204 PIN ULP UNBUFFERED ECC M,0,0,"40.91233","0","30","-","Active","-","2GB","-","204-MiniUDIMM"
-,-,AY56M7268BKK0M-ND,AY56M7268BKK0M,"ATP Electronics, Inc.",2GB 204 PIN ULP UNBUFFERED ECC M,0,0,"40.91233","0","30","-","Active","-","2GB","-","204-MiniUDIMM"
-,-,AY56P7268BKF8M-ND,AY56P7268BKF8M,"ATP Electronics, Inc.",2GB 204 PIN ULP UNBUFFERED ECC M,0,0,"40.91233","0","30","-","Active","-","2GB","-","204-MiniUDIMM"
-,-,AY56P7268BKH9M-ND,AY56P7268BKH9M,"ATP Electronics, Inc.",2GB 204 PIN ULP UNBUFFERED ECC M,0,0,"40.91233","0","30","-","Active","-","2GB","-","204-MiniUDIMM"
-,-,AY56P7268BKK0M-ND,AY56P7268BKK0M,"ATP Electronics, Inc.",2GB 204 PIN ULP UNBUFFERED ECC M,0,0,"40.91233","0","30","-","Active","-","2GB","-","204-MiniUDIMM"
http://advdownload.advantech.com/productfile/PIS/AQD-SD3L4GN16-SG1/Product%20-%20Datasheet/AQD-SD3L4GN16-SG1_DS20170822151823.pdf,-,AQD-SD3L4GN16-SG1-ND,AQD-SD3L4GN16-SG1,Advantech Corp,4G SO-DDR3-1600 512X8 1.35V&1.5V,0,0,"41.78000","0","1","-","Active","DDR3L SDRAM","4GB","1600Mb/s","240-SODIMM"
http://advdownload.advantech.com/productfile/PIS/SQR-SD3I/Product%20-%20Datasheet/SQR-SD3M_SD3I_DS(02.22.17)20170309121719.pdf,-,SQR-SD3M-4G1K6SNLB-ND,SQR-SD3M-4G1K6SNLB,Advantech Corp,MODULE DDR3L SDRAM 4GB 204SODIMM,0,0,"41.90000","0","1","-","Active","DDR3L SDRAM","4GB","1600Mb/s","204-SODIMM"
-,-,AW56M7218BKF8M-ND,AW56M7218BKF8M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"41.91500","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56M7218BKH9M-ND,AW56M7218BKH9M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"41.91500","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56M7218BKK0M-ND,AW56M7218BKK0M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"41.91500","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P7218BKF8M-ND,AW56P7218BKF8M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"41.91500","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P7218BKH9M-ND,AW56P7218BKH9M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED ECC SO-DI,0,0,"41.91500","0","30","-","Active","-","2GB","-","240-UDIMM"
-,-,MTEDFAE004SCA-1P2-ND,MTEDFAE004SCA-1P2,Micron Technology Inc.,MOD FLASH NAND SLC 4GB VBGA,0,0,"42.34073","0","150","eU500","Active","FLASH - NAND (SLC)","4GB","-","Module"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFUI4096J1AB1TO-I-GS-2A1-STD.jpg,SFUI016GJ1AB1TO-C-GS-2A1-STD-ND,SFUI016GJ1AB1TO-C-GS-2A1-STD,Swissbit,MODULE FLASH NAND MLC 16GB,0,0,"43.04000","0","1","U-45","Active","FLASH - NAND (MLC)","16GB","-","Module"
-,-,AQ56M72X8BKF8M-ND,AQ56M72X8BKF8M,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"43.45100","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56M72X8BKH9M-ND,AQ56M72X8BKH9M,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"43.45100","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56M72X8BKK0M-ND,AQ56M72X8BKK0M,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"43.45100","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56P72X8BKF8M-ND,AQ56P72X8BKF8M,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"43.45100","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56P72X8BKH9M-ND,AQ56P72X8BKH9M,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"43.45100","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56P72X8BKK0M-ND,AQ56P72X8BKK0M,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"43.45100","0","10","-","Active","-","2GB","-","Module"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFUI8192J3BP2TO-I-QT-221-STD.jpg,SFUI1024J3BP2TO-I-MS-221-STD-ND,SFUI1024J3BP2TO-I-MS-221-STD,Swissbit,MODULE FLASH NAND SLC 1GB,0,0,"43.49000","0","1","U-110","Not For New Designs","FLASH - NAND (SLC)","1GB","-","Module"
http://www.swissbit.com/data/U-46/U-46_fact_sheet.pdf,-,SFUI8192J1AB1TO-C-GS-2AP-STD-ND,SFUI8192J1AB1TO-C-GS-2AP-STD,Swissbit,INDUSTRIAL USB FLASH DRIVE MODUL,0,0,"43.94000","0","1","Everbit™ U-46","Active","FLASH - NAND (SLC)","8GB","-","Module"
-,-,AN32V6416SQGAM-ND,AN32V6416SQGAM,"ATP Electronics, Inc.",IC SRAM 256MB 144SODIMM,0,0,"44.73000","0","1000","-","Active","SDRAM","256MB","133MHz","144-SO-UDIMM"
-,-,SFUI016GJ1AE2TO-C-GS-2A1-STD-ND,SFUI016GJ1AE2TO-C-GS-2A1-STD,Swissbit,IND USB FLASH DRIVE MODULE U-50,0,0,"44.84000","0","1","U-50","Active","FLASH - NAND (MLC)","16GB","-","Module"
//media.digikey.com/pdf/Data%20Sheets/Wintec%20PDFs/DRAM_DDR3_SODIMM_Web.pdf,//media.digikey.com/Photos/Wintec/WD3SE02GX809-1333L-PD.JPG,385-1100-ND,WD3SE02GX809-1333L-PD,Wintec Industries,MODULE DDR3 SDRAM 2GB 204SOUDIMM,0,0,"44.92320","0","25","-","Not For New Designs","DDR3 SDRAM","2GB","1.333GHz","204-SO-UDIMM"
-,-,AZ56K64E8BJE7M-ND,AZ56K64E8BJE7M,"ATP Electronics, Inc.",2GB 200 PIN DDR2-800 UNBUFFERED,0,0,"45.21825","0","200","-","Active","DDR2 SDRAM","2GB","-","200-UDIMM"
-,//media.digikey.com/Photos/Apacer%20Photos/78.A2GC8.AF00C.JPG,78.A2GC8.AF00C-ND,78.A2GC8.AF00C,Apacer Memory America,2GB DDRS SDRAM SODIMM W/ SPD,0,0,"45.37000","0","1","-","Active","-","2GB","-","-"
https://www.swissbit.com/data/view.php?q=U-400/U-400_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFUI016GJ1AB1TO-I-QT-211-STD.jpg,SFUI2048J1AB2TO-C-MS-211-STD-ND,SFUI2048J1AB2TO-C-MS-211-STD,Swissbit,MODULE FLASH NAND SLC 2GB,0,0,"45.55000","0","1","U-400","Active","FLASH - NAND (SLC)","2GB","-","Module"
-,-,SFUI008GJ1AE2TO-C-GS-2AP-STD-ND,SFUI008GJ1AE2TO-C-GS-2AP-STD,Swissbit,IND USB FLASH DRIVE MODULE U-56,0,0,"45.73000","0","1","U-56","Active","FLASH - NAND (pSLC)","8GB","-","Module"
http://advdownload.advantech.com/productfile/PIS/SQR-SD3I/Product%20-%20Datasheet/SQR-SD3M_SD3I_DS(02.22.17)20170309121719.pdf,-,SQR-SD3I-4G1K6SNLB-ND,SQR-SD3I-4G1K6SNLB,Advantech Corp,MODULE DDR3L SDRAM 4GB 204SODIMM,0,0,"46.08000","0","1","-","Active","DDR3L SDRAM","4GB","1600Mb/s","204-SODIMM"
http://advdownload.advantech.com/productfile/PIS/AQD-D3L4GN16-SG1/Product%20-%20Datasheet/AQD-D3L4GN16-SG1_DS20170822152103.pdf,-,AQD-D3L4GN16-SG1-ND,AQD-D3L4GN16-SG1,Advantech Corp,4G DDR3-1600 512X8 1.35V & 1.5V,0,0,"46.08000","0","1","-","Active","DDR3L SDRAM","4GB","1600Mb/s","240-UDIMM"
-,-,AW56M7258BKF8M-ND,AW56M7258BKF8M,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"46.52767","0","30","-","Active","-","2GB","-","204-RDIMM"
-,-,AW56M7258BKH9M-ND,AW56M7258BKH9M,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"46.52767","0","30","-","Active","-","2GB","-","204-RDIMM"
-,-,AW56M7258BKK0M-ND,AW56M7258BKK0M,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"46.52767","0","30","-","Active","-","2GB","-","204-RDIMM"
-,-,AW56P7258BKF8M-ND,AW56P7258BKF8M,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"46.52767","0","30","-","Active","-","2GB","-","204-RDIMM"
-,-,AW56P7258BKH9M-ND,AW56P7258BKH9M,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"46.52767","0","30","-","Active","-","2GB","-","204-RDIMM"
-,-,AW56P7258BKK0M-ND,AW56P7258BKK0M,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"46.52767","0","30","-","Active","-","2GB","-","204-RDIMM"
-,-,AJ56K64J8BJF7M-ND,AJ56K64J8BJF7M,"ATP Electronics, Inc.",2GB 240 PIN DDR2-800 UNBUFFERED,0,0,"46.63575","0","200","-","Active","DDR2 SDRAM","2GB","800MT/s","Module"
http://www.swissbit.com/data/U-46/U-46_fact_sheet.pdf,-,SFUI8192J1AB1TO-I-GS-2AP-STD-ND,SFUI8192J1AB1TO-I-GS-2AP-STD,Swissbit,INDUSTRIAL USB FLASH DRIVE MODUL,0,0,"46.99000","0","1","Everbit™ U-46","Active","FLASH - NAND (SLC)","8GB","-","Module"
-,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_SQR-SD3N.jpg,SQR-SD3N-4G1K6HNCC-ND,SQR-SD3N-4G1K6HNCC,Advantech Corp,204PIN SODIMM D3L 1600 4GB 256X1,0,0,"47.48000","0","1","SQR-SD3N","Active","DDR3L SDRAM","4GB","-","204-SODIMM"
-,-,SFUI016GJ1AE2TO-I-GS-2A1-STD-ND,SFUI016GJ1AE2TO-I-GS-2A1-STD,Swissbit,IND USB FLASH DRIVE MODULE U-50,0,0,"47.88000","0","1","U-50","Active","FLASH - NAND (MLC)","16GB","-","Module"
-,-,AY56M7258BKF8M-ND,AY56M7258BKF8M,"ATP Electronics, Inc.",2GB 204 PIN ULP REGISTERED MINID,0,0,"48.13200","0","30","-","Active","-","2GB","-","204-MiniRDIMM"
-,-,AY56M7258BKH9M-ND,AY56M7258BKH9M,"ATP Electronics, Inc.",2GB 204 PIN ULP REGISTERED MINID,0,0,"48.13200","0","30","-","Active","-","2GB","-","204-MiniRDIMM"
-,-,AY56M7258BKK0M-ND,AY56M7258BKK0M,"ATP Electronics, Inc.",2GB 204 PIN ULP REGISTERED MINID,0,0,"48.13200","0","30","-","Active","-","2GB","-","204-MiniRDIMM"
-,-,AY56P7258BKF8M-ND,AY56P7258BKF8M,"ATP Electronics, Inc.",2GB 204 PIN ULP REGISTERED MINID,0,0,"48.13200","0","30","-","Active","-","2GB","-","204-MiniRDIMM"
-,-,AY56P7258BKH9M-ND,AY56P7258BKH9M,"ATP Electronics, Inc.",2GB 204 PIN ULP REGISTERED MINID,0,0,"48.13200","0","30","-","Active","-","2GB","-","204-MiniRDIMM"
-,-,AY56P7258BKK0M-ND,AY56P7258BKK0M,"ATP Electronics, Inc.",2GB 204 PIN ULP REGISTERED MINID,0,0,"48.13200","0","30","-","Active","-","2GB","-","204-MiniRDIMM"
-,-,AL56M72A8BKF8M-ND,AL56M72A8BKF8M,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56M72A8BKF8S-ND,AL56M72A8BKF8S,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56M72A8BKH9M-ND,AL56M72A8BKH9M,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56M72A8BKH9S-ND,AL56M72A8BKH9S,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56M72A8BKK0M-ND,AL56M72A8BKK0M,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56M72A8BKK0S-ND,AL56M72A8BKK0S,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56P72A8BKF8M-ND,AL56P72A8BKF8M,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56P72A8BKF8S-ND,AL56P72A8BKF8S,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56P72A8BKH9M-ND,AL56P72A8BKH9M,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56P72A8BKH9S-ND,AL56P72A8BKH9S,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56P72A8BKK0M-ND,AL56P72A8BKK0M,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,AL56P72A8BKK0S-ND,AL56P72A8BKK0S,"ATP Electronics, Inc.",2GB 240 PIN REGISTERED ECC MODUL,0,0,"48.23300","0","10","-","Active","-","2GB","-","Module"
-,-,SFUI008GJ1AE2TO-I-GS-2AP-STD-ND,SFUI008GJ1AE2TO-I-GS-2AP-STD,Swissbit,IND USB FLASH DRIVE MODULE U-56,0,0,"48.78000","0","1","U-56","Active","FLASH - NAND (pSLC)","8GB","-","Module"
http://wfcache.advantech.com/www/certified-peripherals/documents/96D2-2G800NN-AP_datasheet.pdf,-,96D2-2G800NN-AP-ND,96D2-2G800NN-AP,Advantech Corp,MODULE DDR2 SDRAM 2GB,0,0,"48.88000","0","1","-","Active","DDR2 SDRAM","2GB","800Mb/s","-"
-,-,AG32L64D6SHC4M-ND,AG32L64D6SHC4M,"ATP Electronics, Inc.",256MB DDR1 SINGLE RANK NON-ECC 1,0,0,"49.30065","0","200","-","Active","DDR SDRAM","256MB","-","184-UDIMM"
http://downloadt.advantech.com/ProductFile/PIS/SQR-SD4M/Product%20-%20Datasheet/SQR-SD4M_SD4I_DS(07.05.16)20160806015616.pdf,-,SQR-SD4M-4G2K1SNB-ND,SQR-SD4M-4G2K1SNB,Advantech Corp,MODULE DDR4 SDRAM 4GB 260SODIMM,0,0,"50.27000","0","1","-","Active","DDR4 SDRAM","4GB","2133Mb/s","260-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-SD3L4GN16-SG_datasheet.pdf,-,AQD-SD3L4GN16-SG-ND,AQD-SD3L4GN16-SG,Advantech Corp,MODULE DDR3L SDRAM 4GB 204SODIMM,0,0,"50.27000","0","1","-","Active","DDR3L SDRAM","4GB","1600Mb/s","204-SODIMM"
http://downloadt.advantech.com/ProductFile/PIS/AQD-SD4U4GE24-SG/Product%20-%20Datasheet/AQD-SD4U4GE24-SG_DS20170510174746.PDF,-,AQD-SD4U4GE24-SG-ND,AQD-SD4U4GE24-SG,Advantech Corp,MODULE DDR4 SDRAM 4GB 288SODIMM,0,0,"50.40000","0","1","-","Active","DDR4 SDRAM","4GB","2400Mb/s","288-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-D3L4GN16-SG_datasheet.pdf,-,AQD-D3L4GN16-SG-ND,AQD-D3L4GN16-SG,Advantech Corp,MODULE DDR3L SDRAM 4GB 240UDIMM,0,0,"51.67000","0","1","-","Active","DDR3L SDRAM","4GB","1600Mb/s","240-UDIMM"
-,-,SQR-SD4N4G2K4SEEEB-ND,SQR-SD4N4G2K4SEEEB,Advantech Corp,260PIN SODIMM ECC DDR4 2400 4GB,0,0,"51.67000","0","1","-","Active","-","-","-","-"
-,-,SQR-UD4N4G2K4SEEEB-ND,SQR-UD4N4G2K4SEEEB,Advantech Corp,288PIN UDIMM ECC DDR4 2400 4GB 1,0,0,"51.67000","0","1","-","Active","-","-","-","-"
-,-,AJ56K72H8BJF7M-ND,AJ56K72H8BJF7M,"ATP Electronics, Inc.",2GB 240 PIN DDR2-667 UNBUFFERED,0,0,"51.96555","0","200","-","Active","DDR2 SDRAM","2GB","667MT/s","Module"
-,-,AW12M7268BLF8M-ND,AW12M7268BLF8M,"ATP Electronics, Inc.",4GB 204 PIN ULP UNBUFFERED ECC S,0,0,"51.96555","0","200","-","Active","-","4GB","-","204-UDIMM"
-,-,AW12M7268BLH9M-ND,AW12M7268BLH9M,"ATP Electronics, Inc.",4GB 204 PIN ULP UNBUFFERED ECC S,0,0,"51.96555","0","200","-","Active","-","4GB","-","204-UDIMM"
-,-,AW12M7268BLK0M-ND,AW12M7268BLK0M,"ATP Electronics, Inc.",4GB 204 PIN ULP UNBUFFERED ECC S,0,0,"51.96555","0","200","-","Active","-","4GB","-","204-UDIMM"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFUI4096J1AB1TO-I-GS-2A1-STD.jpg,SFUI032GJ1AB2TO-C-GS-2A1-STD-ND,SFUI032GJ1AB2TO-C-GS-2A1-STD,Swissbit,MODULE FLASH NAND MLC 32GB,0,0,"52.91000","0","1","U-45","Active","FLASH - NAND (MLC)","32GB","-","Module"
-,-,SQR-SD3N4G1K6SEEEB-ND,SQR-SD3N4G1K6SEEEB,Advantech Corp,DRAM DDR3 4GB 204SODIMM,0,0,"53.07000","0","1","SQR-SD3N","Active","DDR3 SDRAM","4GB","1600Mb/s","204-SODIMM"
-,-,AH56K72L8BJE7M-ND,AH56K72L8BJE7M,"ATP Electronics, Inc.",2GB 240 PIN DDR2-800 REGISTERED,0,0,"53.29800","0","200","-","Active","DDR2 SDRAM","2GB","800MT/s","Module"
-,-,AH56K72L8BJF7M-ND,AH56K72L8BJF7M,"ATP Electronics, Inc.",2GB 240 PIN DDR2-800 REGISTERED,0,0,"53.29800","0","200","-","Active","DDR2 SDRAM","2GB","800MT/s","Module"
http://wfcache.advantech.com/www/certified-peripherals/documents/96SD3-2G1333E-AP_datasheet.pdf,-,96SD3-2G1333E-AP-ND,96SD3-2G1333E-AP,Advantech Corp,MODULE DDR3 SDRAM 2GB 204SODIMM,0,0,"54.46000","0","1","-","Active","DDR3 SDRAM","2GB","1333Mb/s","204-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-SD3L4GN16-SQ_datasheet.pdf,-,AQD-SD3L4GN16-SQ-ND,AQD-SD3L4GN16-SQ,Advantech Corp,MODULE DDR3L SDRAM 4GB 204SODIMM,0,0,"54.46000","0","1","-","Active","DDR3L SDRAM","4GB","1600Mb/s","204-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/96SD2-2G800NN-TR1_datasheet.pdf,-,96SD2-2G800NN-TR1-ND,96SD2-2G800NN-TR1,Advantech Corp,MODULE DDR2 SDRAM 2GB 200SODIMM,0,0,"54.46000","0","1","-","Active","DDR2 SDRAM","2GB","800Mb/s","200-SODIMM"
http://downloadt.advantech.com/ProductFile/PIS/SQR-SD4M/Product%20-%20Datasheet/SQR-SD4M_SD4I_DS(07.05.16)20160806015616.pdf,-,SQR-SD4I-4G2K1SNB-ND,SQR-SD4I-4G2K1SNB,Advantech Corp,MODULE DDR4 SDRAM 4GB 260SODIMM,0,0,"54.46000","0","1","-","Active","DDR4 SDRAM","4GB","2133Mb/s","260-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-SD3L4GE16-SG_datasheet.pdf,-,AQD-SD3L4GE16-SG-ND,AQD-SD3L4GE16-SG,Advantech Corp,MODULE DDR3L SDRAM 4GB 204SODIMM,0,0,"54.46000","0","1","-","Active","DDR3L SDRAM","4GB","1600Mb/s","204-SODIMM"
-,-,AW12M6438BLF8M-ND,AW12M6438BLF8M,"ATP Electronics, Inc.",4GB 204 PIN UNBUFFERED NON ECC S,0,0,"54.88600","0","10","-","Active","-","4GB","-","204-UDIMM"
-,-,AW12M6438BLH9M-ND,AW12M6438BLH9M,"ATP Electronics, Inc.",4GB 204 PIN UNBUFFERED NON ECC S,0,0,"54.88600","0","10","-","Active","-","4GB","-","204-UDIMM"
-,-,AW12M6438BLK0M-ND,AW12M6438BLK0M,"ATP Electronics, Inc.",4GB 204 PIN UNBUFFERED NON ECC S,0,0,"54.88600","0","10","-","Active","-","4GB","-","204-UDIMM"
-,-,AW12P6438BLF8M-ND,AW12P6438BLF8M,"ATP Electronics, Inc.",4GB 204 PIN UNBUFFERED NON ECC S,0,0,"54.88600","0","10","-","Active","-","4GB","-","204-UDIMM"
-,-,AW12P6438BLH9M-ND,AW12P6438BLH9M,"ATP Electronics, Inc.",4GB 204 PIN UNBUFFERED NON ECC S,0,0,"54.88600","0","10","-","Active","-","4GB","-","204-UDIMM"
http://downloadt.advantech.com/ProductFile/PIS/AQD-D4U4GE24-SG/Product%20-%20Datasheet/AQD-D4U4GE24-SG_DS20170510160209.PDF,-,AQD-D4U4GE24-SG-ND,AQD-D4U4GE24-SG,Advantech Corp,MODULE DDR4 SDRAM 4GB 288UDIMM,0,0,"55.30000","0","1","-","Active","DDR4 SDRAM","4GB","2400Mb/s","288-UDIMM"
-,-,SFUI032GJ1AE2TO-C-GS-2A1-STD-ND,SFUI032GJ1AE2TO-C-GS-2A1-STD,Swissbit,IND USB FLASH DRIVE MODULE U-50,0,0,"55.77000","0","1","U-50","Active","FLASH - NAND (MLC)","32GB","-","Module"
http://wfcache.advantech.com/www/certified-peripherals/documents/96SD2-2G800NN-AP2_datasheet.pdf,-,96SD2-2G800NN-AP2-ND,96SD2-2G800NN-AP2,Advantech Corp,MODULE DDR2 SDRAM 2GB,0,0,"55.86000","0","1","-","Active","DDR2 SDRAM","2GB","800Mb/s","-"
http://wfcache.advantech.com/www/certified-peripherals/documents/96D2-2G667-AP_datasheet.pdf,-,96D2-2G667-AP-ND,96D2-2G667-AP,Advantech Corp,MODULE DDR2 SDRAM 2GB,0,0,"55.86000","0","1","-","Active","DDR2 SDRAM","2GB","667Mb/s","-"
http://wfcache.advantech.com/www/certified-peripherals/documents/96D2-2G800NN-TRL1_datasheet.pdf,-,96D2-2G800NN-TRL1-ND,96D2-2G800NN-TRL1,Advantech Corp,MODULE DDR2 SDRAM 2GB 240UDIMM,0,0,"55.86000","0","1","-","Active","DDR2 SDRAM","2GB","800Mb/s","240-UDIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-D3L4GN16-SQ_datasheet.pdf,-,AQD-D3L4GN16-SQ-ND,AQD-D3L4GN16-SQ,Advantech Corp,MODULE DDR3L SDRAM 4GB 240UDIMM,0,0,"55.86000","0","1","-","Active","DDR3L SDRAM","4GB","1600Mb/s","240-UDIMM"
-,-,SQR-SD3M-4G1K6SNFB-ND,SQR-SD3M-4G1K6SNFB,Advantech Corp,DRAM DDR3 4GB 204SODIMM,0,0,"55.86000","0","1","-","Active","DDR3 SDRAM","4GB","1600Mb/s","204-SODIMM"
-,-,AQ12M72D8BLMAM-ND,AQ12M72D8BLMAM,"ATP Electronics, Inc.",4GB 240 PIN DDR3-1866 UNBUFFERED,0,0,"55.96290","0","200","-","Active","DDR3 SDRAM","4GB","1866MT/s","Module"
