Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Function","Motor Type","Voltage - Rated","RPM","Torque - Rated (oz-in / mNm)","Power - Rated","Encoder Type","Size / Dimension","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Features","Gear Reduction Ratio","Torque - Max Momentary (oz-in / mNm)","Operating Temperature"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MHMD021G1S.jpg,1110-3651-ND,MHMD021G1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 100VAC,2,0,"506.35000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100VAC","3000 RPM","90.63 / 640","200W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.457"" (11.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Wire Leads","Key","-","270.5 / 1910","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME042G1A.jpg,1110-3744-ND,MSME041G1A,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 100VAC,4,0,"518.70000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100VAC","3000 RPM","184.1 / 1300","400W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","-","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME041G1S.jpg,1110-3045-ND,MSME041G1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 100VAC,3,0,"518.70000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100VAC","3000 RPM","184.1 / 1300","400W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","Key","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME042G1A.jpg,1110-3751-ND,MSME042G1A,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,3,0,"518.70000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","184.1 / 1300","400W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","-","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME042G1S.jpg,1110-3074-ND,MSME042G1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,3,0,"518.70000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","184.1 / 1300","400W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","Key","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME012S1S.jpg,1110-3774-ND,MSME5AZS1S,Panasonic Industrial Automation Sales,"SERVOMOTOR 3000 RPM 100, 200VAC",3,0,"543.40000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100, 200VAC","3000 RPM","22.7 / 160","50W","Absolute","Square - 1.496"" x 1.496"" (38.00mm x 38.00mm)","0.315"" (8.00mm)","0.984"" (25.00mm)","1.772"" (45.00mm)","Connector","Key","-","67.97 / 480","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME012S1S.jpg,1110-3734-ND,MSME021S1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 100VAC,19,0,"568.10000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100VAC","3000 RPM","90.63 / 640","200W","Absolute","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.457"" (11.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","Key","-","270.5 / 1910","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME012S1S.jpg,1110-3733-ND,MSME021S1A,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 100VAC,7,0,"568.10000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100VAC","3000 RPM","90.63 / 640","200W","Absolute","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.457"" (11.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","-","-","270.5 / 1910","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME012S1S.jpg,1110-3740-ND,MSME022S1A,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,3,0,"568.10000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","90.63 / 640","200W","Absolute","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.457"" (11.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","-","-","270.5 / 1910","0°C ~ 40°C"
http://s3.amazonaws.com/cdn.crouzet-motors.com/assets/library/Crouzet_Motors_UserGuide_TNi21_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/80149520.JPG,966-1652-ND,80149523,Crouzet,MOTOR DC 12-32VDC TNI21 PWM P52,3,0,"572.35000","0","1","DCmind, 80149, TNi21","Active","DC Motor","Gearmotor","Brushless (BLDC)","12 ~ 32VDC","13 RPM","5608 / 39600","66W","-","-","0.472"" (12.00mm)","0.984"" (25.00mm)","1.575"" (40.00mm)","-","Integrated Controller","307.5","3540 / 25000","-20°C ~ 70°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME012S1S.jpg,1110-3749-ND,MSME041S1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 100VAC,6,0,"617.50000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100VAC","3000 RPM","184.1 / 1300","400W","Absolute","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","Key","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME022G1B.jpg,1110-3737-ND,MSME022G1B,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,5,0,"617.50000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","90.63 / 640","200W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.457"" (11.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","Brake","-","270.5 / 1910","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME012S1S.jpg,1110-3747-ND,MSME041S1A,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 100VAC,5,0,"617.50000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100VAC","3000 RPM","184.1 / 1300","400W","Absolute","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","-","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MHMD022S1A.jpg,1110-3656-ND,MHMD022S1A,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,2,0,"617.50000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","90.63 / 640","200W","Absolute","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.457"" (11.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Wire Leads","-","-","270.5 / 1910","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME082G1U.jpg,1110-3048-ND,MSME082G1U,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,9,0,"642.20000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","339.9 / 2400","750W","Incremental","Square - 3.150"" x 3.150"" (80.00mm x 80.00mm)","0.748"" (19.00mm)","1.378"" (35.00mm)","3.543"" (90.00mm)","Connector","Key, Oil Seal","-","1005 / 7100","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME082G1S.jpg,1110-3047-ND,MSME082G1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,8,0,"642.20000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","339.9 / 2400","750W","Incremental","Square - 3.150"" x 3.150"" (80.00mm x 80.00mm)","0.748"" (19.00mm)","1.378"" (35.00mm)","3.543"" (90.00mm)","Connector","Key","-","1005 / 7100","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME041G1B.jpg,1110-3752-ND,MSME042G1B,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,5,0,"679.25000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","184.1 / 1300","400W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","Brake","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/photos/Panasonic%20Photos/MHMD082G1S.JPG,1110-3672-ND,MHMD082G1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,4,0,"703.95000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","339.9 / 2400","750W","Incremental","Square - 3.150"" x 3.150"" (80.00mm x 80.00mm)","0.748"" (19.00mm)","1.378"" (35.00mm)","3.543"" (90.00mm)","Wire Leads","Key","-","1005 / 7100","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MHMD042G1B.jpg,1110-3664-ND,MHMD042G1B,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,2,0,"728.65000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","184.1 / 1300","400W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Wire Leads","Brake","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME012S1S.jpg,1110-3750-ND,MSME041S1T,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 100VAC,3,0,"765.70000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100VAC","3000 RPM","184.1 / 1300","400W","Absolute","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Connector","Brake, Key","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME082G1B.jpg,1110-3758-ND,MSME082G1B,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,8,0,"815.10000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","339.9 / 2400","750W","Incremental","Square - 3.150"" x 3.150"" (80.00mm x 80.00mm)","0.748"" (19.00mm)","1.378"" (35.00mm)","3.543"" (90.00mm)","Connector","Brake","-","1005 / 7100","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSMD082G1S.jpg,1110-3677-ND,MHMD082S1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,7,0,"815.10000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","339.9 / 2400","750W","Absolute","Square - 3.150"" x 3.150"" (80.00mm x 80.00mm)","0.748"" (19.00mm)","1.378"" (35.00mm)","3.543"" (90.00mm)","Wire Leads","Key","-","1005 / 7100","0°C ~ 40°C"
http://s3.amazonaws.com/cdn.crouzet-motors.com/assets/library/Crouzet_Motors_UserGuide_TNi21_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/P81_20120601_court.JPG,966-1671-ND,80289713,Crouzet,MOTOR DC 12-32V TNI21 PWM P81 RA,8,0,"874.22000","0","1","DCmind, 80289, TNi21","Active","DC Motor","Servomotor","Brushless (BLDC)","12 ~ 32VDC","33 RPM","3847 / 27165","100W","-","-","0.748"" (19.00mm)","1.929"" (49.00mm)","2.560"" (65.00mm)","Cable with Connector","Integrated Controller","99.52","16993 / 120000","-30°C ~ 70°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME102G1G.jpg,1110-3049-ND,MSME102G1G,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,5,0,"926.25000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","450.3 / 3180","1kW","Incremental","Square - 3.937"" x 3.937"" (100.00mm x 100.00mm)","0.748"" (19.00mm)","2.165"" (55.00mm)","4.528"" (115.00mm)","Connector","Key, Oil Seal","-","1352 / 9550","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME102G1C.jpg,1110-3764-ND,MSME102G1C,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,3,0,"926.25000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","450.3 / 3180","1kW","Incremental","Square - 3.937"" x 3.937"" (100.00mm x 100.00mm)","0.748"" (19.00mm)","2.165"" (55.00mm)","4.528"" (115.00mm)","Connector","Oil Seal","-","1352 / 9550","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME012S1S.jpg,1110-3767-ND,MSME102S1C,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,2,0,"1000.35000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","450.3 / 3180","1kW","Absolute","Square - 3.937"" x 3.937"" (100.00mm x 100.00mm)","0.748"" (19.00mm)","2.165"" (55.00mm)","4.528"" (115.00mm)","Connector","Oil Seal","-","1352 / 9550","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME102S1G.jpg,1110-3769-ND,MSME102S1G,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,3,0,"1012.70000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","450.3 / 3180","1kW","Absolute","Square - 3.937"" x 3.937"" (100.00mm x 100.00mm)","0.748"" (19.00mm)","2.165"" (55.00mm)","4.528"" (115.00mm)","Connector","Key, Oil Seal","-","1352 / 9550","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSME102S1H.jpg,1110-3770-ND,MSME102S1H,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,3,0,"1247.35000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","450.3 / 3180","1kW","Absolute","Square - 3.937"" x 3.937"" (100.00mm x 100.00mm)","0.748"" (19.00mm)","2.165"" (55.00mm)","4.528"" (115.00mm)","Connector","Brake, Key, Oil Seal","-","1352 / 9550","0°C ~ 40°C"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/316030060_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_316030060.jpg,1597-1459-ND,316030060,"Seeed Technology Co., Ltd",CRAZYFLIE 2.0 - SPARE 7X16 MM CO,94,0,"3.57000","0","1","-","Active","DC Motor","Standard","-","4.2V","14000 RPM","-","-","-","Round - 0.276"" Dia (7.00mm)","0.031"" (0.80mm)","0.146"" (3.70mm)","-","Wire Leads with Connector","-","-","-","-"
https://www.nidec-copal-electronics.com/e/catalog/dc-geared-motor/mg16b.pdf,//media.digikey.com/Photos/Copal%20Photos/Series-MG16B.jpg,563-2086-ND,MG16B-240-AA-00,Nidec Copal Electronics,DC6V 40RPM METAL PLANETARY GEAR,93,0,"37.03000","0","1","MG16B","Active","DC Motor","Gearmotor","-","6VDC","40 RPM","17 / 120","-","-","Round - 0.629"" Dia (16.00mm)","0.118"" (3.00mm)","0.394"" (10.00mm)","0.433"" (11.00mm)","Wire Leads","-","240","25.49 / 180","-"
https://www.nidec-copal-electronics.com/e/catalog/dc-geared-motor/mg16b.pdf,//media.digikey.com/Photos/Copal%20Photos/Series-MG16B.jpg,563-2082-ND,MG16B-060-AA-00,Nidec Copal Electronics,DC6V 160RPM METAL PLANETARY GEAR,66,0,"37.03000","0","1","MG16B","Active","DC Motor","Gearmotor","-","6VDC","160 RPM","5.66 / 40","-","-","Round - 0.629"" Dia (16.00mm)","0.118"" (3.00mm)","0.394"" (10.00mm)","0.433"" (11.00mm)","Wire Leads","-","60","8.5 / 60","-"
http://www.portescap.com/sites/default/files/16n28_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_16N28.jpg,403-1068-ND,16N28-210E.1,Portescap,STANDARD MOTOR 9700 RPM 7.5VDC,98,0,"39.42000","0","1","16N28","Active","DC Motor","Standard","Brushed","7.5VDC","9700 RPM","0.4 / 2.9","1.7W","-","Round - 0.629"" Dia (16.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.394"" (10.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/22n28_specifications_0.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_22N28.jpg,403-1078-ND,22N28-213E.286,Portescap,STANDARD MOTOR 10000 RPM 9VDC,94,0,"43.94000","0","1","22N28","Active","DC Motor","Standard","Brushed","9VDC","10000 RPM","1.07 / 7.5","3.8W","-","Round - 0.866"" Dia (22.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.472"" (12.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/10ns61_athlonix_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_10NS61.jpg,403-1056-ND,10NS61-107C.5,Portescap,STANDARD MOTOR 10000 RPM 3VDC,70,0,"46.94000","0","1","10NS61 Athlonix","Active","DC Motor","Standard","Brushed","3VDC","10000 RPM","0.13 / 0.9","0.7W","-","Round - 0.394"" Dia (10.00mm)","0.031"" (0.80mm)","0.220"" (5.60mm)","-","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/08g61_specifications.pdf,-,403-1054-ND,08GS61-107.1,Portescap,STANDARD MOTOR 9500 RPM 2VDC,9,0,"47.79000","0","1","08GS61","Active","DC Motor","Standard","Brushed","2VDC","9500 RPM","0.065 / 0.46","0.5W","-","Round - 0.315"" Dia (8.00mm)","0.059"" (1.50mm)","0.197"" (5.00mm)","-","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/22s28_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_22S28.jpg,403-1084-ND,22S28-210P.1,Portescap,STANDARD MOTOR 10000 RPM 12VDC,9,0,"57.06000","0","1","22S28","Active","DC Motor","Standard","Brushed","12VDC","10000 RPM","0.7 / 5","2.8W","-","Round - 0.866"" Dia (22.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.472"" (12.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/22s28_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_22S28.jpg,403-1083-ND,22S28-208E.1,Portescap,STANDARD MOTOR 10000 RPM 15VDC,8,0,"57.06000","0","1","22S28","Active","DC Motor","Standard","Brushed","15VDC","10000 RPM","0.56 / 3.9","2.8W","-","Round - 0.866"" Dia (22.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.472"" (12.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/22v28_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_22V28.jpg,403-1085-ND,22V28-208E.201,Portescap,STANDARD MOTOR 10000 RPM 24VDC,38,0,"59.47000","0","1","22V28","Active","DC Motor","Standard","Brushed","24VDC","10000 RPM","1.15 / 8.13","4.2W","-","Round - 0.866"" Dia (22.00mm)","0.079"" (2.00mm)","0.402"" (10.20mm)","0.670"" (17.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/16n78_athlonix_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_16N78.jpg,403-1069-ND,16N78-135.1001,Portescap,STANDARD MOTOR 10000 RPM 1.5VDC,78,0,"64.85000","0","1","16N78 Athlonix","Active","DC Motor","Standard","Brushed","1.5VDC","10000 RPM","0.98 / 6.9","4.7W","-","Round - 0.629"" Dia (16.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.354"" (9.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/16n78_athlonix_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_16N78.jpg,403-1070-ND,16N78-208E.1001,Portescap,STANDARD MOTOR 10000 RPM 24VDC,77,0,"64.85000","0","1","16N78 Athlonix","Active","DC Motor","Standard","Brushed","24VDC","10000 RPM","0.9 / 6.3","4.9W","-","Round - 0.629"" Dia (16.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.354"" (9.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/16n78_athlonix_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_16N78.jpg,403-1071-ND,16N78-210E.1001,Portescap,STANDARD MOTOR 10000 RPM 18VDC,6,0,"64.85000","0","1","16N78 Athlonix","Active","DC Motor","Standard","Brushed","18VDC","10000 RPM","0.88 / 6.2","4.9W","-","Round - 0.629"" Dia (16.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.354"" (9.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/16g88_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_16G88.jpg,403-1063-ND,16G88-213E.1,Portescap,STANDARD MOTOR 8200 RPM 9VDC,99,0,"69.92000","0","1","16G88","Active","DC Motor","Standard","Brushed","9VDC","8200 RPM","0.75 / 5.33","4.5W","-","Round - 0.629"" Dia (16.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.394"" (10.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/16g88_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_16G88.jpg,403-1062-ND,16G88-211E.1,Portescap,STANDARD MOTOR 9700 RPM 12VDC,66,0,"69.92000","0","1","16G88","Active","DC Motor","Standard","Brushed","12VDC","9700 RPM","0.67 / 4.7","4.5W","-","Round - 0.629"" Dia (16.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.394"" (10.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
http://www.portescap.com/sites/default/files/16g88_specifications.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_16G88.jpg,403-1065-ND,16G88-220P.1,Portescap,STANDARD MOTOR 11000 RPM 3VDC,52,0,"69.92000","0","1","16G88","Active","DC Motor","Standard","Brushed","3VDC","11000 RPM","0.82 / 5.8","4.5W","-","Round - 0.629"" Dia (16.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.394"" (10.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,-,1110-4048-ND,M81X25S4GGA,Panasonic Industrial Automation Sales,MOTOR AC INDUCT 80MM 25W 220VAC,14,0,"73.40000","0","1","-","Active","AC Motor","Standard","-","220VAC","1250 RPM","26.91 / 190","25W","-","Square - 3.150"" x 3.150"" (80.00mm x 80.00mm)","-","0.079"" (2.00mm)","3.701"" (94.00mm)","Connector","-","-","-","-10°C ~ 40°C"
