Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Motor Type","Control / Drive Type","Number of Motors","Voltage - Load","Current - Output","Wattage - Load","Voltage - Supply","Interface","Mounting Type","Operating Temperature","Features","For Use With/Related Products"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD4A8MS23ANSAA-ND,VFD4A8MS23ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1HP 0.75KW 230V 4.8A",0,0,"188.37000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","4.8A","750W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD007E23A-ND,VFD007E23A,Delta Electronics/Industrial Automation,"VFD-E, 1HP 230V, MICRO VECTOR DR",0,0,"189.00000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","4.2A","750W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD4A8MS21ANSAA-ND,VFD4A8MS21ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1HP 0.75KW 230V 4.8A",0,0,"190.26000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","4.8A","750W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD2A5MS11ANSAA-ND,VFD2A5MS11ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1/2HP 0.4KW 115V 2.5A",0,0,"194.04000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","2.5A","400W","115VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD007E21A-ND,VFD007E21A,Delta Electronics/Industrial Automation,"VFD-E, 1HP 230V, MICRO VECTOR DR",0,0,"195.30000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","4.2A","750W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD004E11A-ND,VFD004E11A,Delta Electronics/Industrial Automation,"VFD-E, 1/2HP 115V, MICRO VECTOR",0,0,"196.56000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","2.5A","400W","115VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD007EL11A-ND,VFD007EL11A,Delta Electronics/Industrial Automation,"VFD-EL, 1HP 115V, MICRO DRIVE",0,0,"196.56000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","4.2A","750W","115VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD7A5MS23ANSAA-ND,VFD7A5MS23ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 2HP 1.5KW 230V 7.5A H",0,0,"206.01000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","7.5A","1500W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD015EL23A-ND,VFD015EL23A,Delta Electronics/Industrial Automation,"VFD-EL, 2HP 230V, MICRO DRIVE",0,0,"208.53000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","7.5A","1500W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2906060.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903912.jpg,277-17335-ND,2906060,Phoenix Contact,MOTOR START REV 9A 42-550V LOAD,1,0,"209.09000","0","1","ELR","Active","Module","AC Motor","Motor Starter, Reversible","3","42 ~ 550V","9A","7W","24VDC","-","DIN Rail","5°C ~ 70°C","-","-"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD007E11A-ND,VFD007E11A,Delta Electronics/Industrial Automation,"VFD-E, 1HP 115V, MICRO VECTOR DR",0,0,"209.16000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","4.2A","750W","115VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD1A6MS21AFSAA-ND,VFD1A6MS21AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1/4HP 0.2KW 230V 1.6A",0,0,"209.16000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","1.6A","200W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD4A8MS11ANSAA-ND,VFD4A8MS11ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1HP 0.75KW 115V 4.8A",0,0,"210.42000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","4.8A","750W","115VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD1A5MS43ANSAA-ND,VFD1A5MS43ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1/2 HP 0.4KW 480V 1.5",0,0,"213.57000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","1.5A","400W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD004EL43A-ND,VFD004EL43A,Delta Electronics/Industrial Automation,"VFD-EL, 1/2HP 480V, MICRO DRIVE",0,0,"215.46000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","1.5A","400W","460VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD7A5MS21ANSAA-ND,VFD7A5MS21ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 2HP 1.5KW 230V 7.5A H",0,0,"219.87000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","7.5A","1500W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD015E23A-ND,VFD015E23A,Delta Electronics/Industrial Automation,"VFD-E, 2HP 230V, MICRO VECTOR DR",0,0,"220.50000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","7.5A","1500W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD2A7MS43ANSAA-ND,VFD2A7MS43ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1HP 0.75KW 480V 2.7A",0,0,"221.13000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","2.7A","750W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD007EL43A-ND,VFD007EL43A,Delta Electronics/Industrial Automation,"VFD-EL, 1HP 480V, MICRO DRIVE",0,0,"223.02000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","2.5A","750W","460VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD2A8MS21AFSAA-ND,VFD2A8MS21AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1/2HP 0.4KW 230V 2.8A",0,0,"223.65000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","2.8A","400W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD4A8MS21AFSAA-ND,VFD4A8MS21AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1HP 0.75KW 230V 4.8A",0,0,"226.17000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","4.8A","750W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD004E43A-ND,VFD004E43A,Delta Electronics/Industrial Automation,"VFD-E, 1/2HP 460V, MICRO VECTOR",0,0,"226.80000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","1.5A","400W","460VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD015EL21A-ND,VFD015EL21A,Delta Electronics/Industrial Automation,"VFD-EL, 2HP 230V, MICRO DRIVE",0,0,"228.69000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","7.5A","1500W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD015E21A-ND,VFD015E21A,Delta Electronics/Industrial Automation,"VFD-E, 2HP 230V, MICRO VECTOR DR",0,0,"233.73000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","7.5A","1500W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD4A2MS43ANSAA-ND,VFD4A2MS43ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 2HP 1.5KW 480V 4.2A H",0,0,"236.25000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","4.2A","1500W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-1316_TMCL_firmware_manual_Hw1.10_Fw1.10_Rev1.00.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMCM-1316-STEPROCKER-SERVO.jpg,1460-1344-ND,TMCM-1316 STEPROCKER-SERVO,Trinamic Motion Control GmbH,"STEPPER DRIVER 1.2A, 3.1A, 6.0A,",7,0,"243.89000","0","1","TMCM","Active","Board","Stepper","Stepper, Bipolar","1","-","5.7A","-","10 ~ 30VDC","RS-485, USB","Chassis Mount","-25°C ~ 50°C","-","-"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD5A5MS43ANSAA-ND,VFD5A5MS43ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 3HP 2.2KW 480V 5.5A H",0,0,"250.11000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","5.5A","2200W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD11AMS21ANSAA-ND,VFD11AMS21ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 3HP 2.2KW 230V 11A HD",0,0,"254.52000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","11A","2200W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD7A5MS21AFSAA-ND,VFD7A5MS21AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 2HP 1.5KW 230V 7.5A H",0,0,"254.52000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","7.5A","1500W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD015EL43A-ND,VFD015EL43A,Delta Electronics/Industrial Automation,"VFD-EL, 2HP 480V, MICRO DRIVE",0,0,"257.67000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","4.2A","1500W","460VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD1A5MS43AFSAA-ND,VFD1A5MS43AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1/2 HP 0.4KW 480V 1.5",0,0,"257.67000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","1.5A","400W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD015E43A-ND,VFD015E43A,Delta Electronics/Industrial Automation,"VFD-E, 2HP 460V, MICRO VECTOR DR",0,0,"262.08000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","4.2A","1500W","460VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD5A5MS43ANSHA-ND,VFD5A5MS43ANSHA,Delta Electronics/Industrial Automation,"VFD-MS300, 3HP 2.2KW 480V 5.5A H",0,0,"262.71000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","5.5A","2200W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD2A7MS43AFSAA-ND,VFD2A7MS43AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 1HP 0.75KW 480V 2.7A",0,0,"263.97000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","2.7A","750W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD4A2MS43AFSAA-ND,VFD4A2MS43AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 2HP 1.5KW 480V 4.2A H",0,0,"273.42000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","4.2A","1500W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD5A5MS43AFSAA-ND,VFD5A5MS43AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 3HP 2.2KW 480V 5.5A H",0,0,"284.13000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","5.5A","2200W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD022EL23A-ND,VFD022EL23A,Delta Electronics/Industrial Automation,"VFD-EL, 3HP 230V, MICRO DRIVE",0,0,"287.28000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","11A","2200W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD022EL21A-ND,VFD022EL21A,Delta Electronics/Industrial Automation,"VFD-EL, 3HP 230V, MICRO DRIVE",0,0,"289.17000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","11A","2200W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD11AMS21AFSAA-ND,VFD11AMS21AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 3HP 2.2KW 230V 11A HD",0,0,"289.17000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","11A","2200W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD022E23A-ND,VFD022E23A,Delta Electronics/Industrial Automation,"VFD-E, 3HP 230V, MICRO VECTOR DR",0,0,"292.95000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","11A","2200W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD022EL43A-ND,VFD022EL43A,Delta Electronics/Industrial Automation,"VFD-EL, 3HP 460V, MICRO DRIVE",0,0,"296.10000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","5.5A","2200W","460VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD17AMS23ANSAA-ND,VFD17AMS23ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 5HP 3.7KW 230V 17A HD",0,0,"296.73000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","17A","3700W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD9A0MS43ANSAA-ND,VFD9A0MS43ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 5HP 3.7KW 480V 9.0A H",0,0,"299.88000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","9A","3700W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD022E43A-ND,VFD022E43A,Delta Electronics/Industrial Automation,"VFD-E, 3HP 460V, MICRO VECTOR DR",0,0,"311.85000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","5.5A","2200W","460VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD022E21A-ND,VFD022E21A,Delta Electronics/Industrial Automation,"VFD-E, 3HP 230V, MICRO VECTOR DR",0,0,"325.71000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","11A","2200W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD037EL23A-ND,VFD037EL23A,Delta Electronics/Industrial Automation,"VFD-EL, 5HP 230V, MICRO DRIVE",0,0,"325.71000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","17A","3700W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-EL_C_EN_20180418_web.pdf,-,2039-VFD037EL43A-ND,VFD037EL43A,Delta Electronics/Industrial Automation,"VFD-EL, 5HP 460V, MICRO DRIVE",0,0,"326.97000","0","1","VFD-EL","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","8.2A","3700W","460VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-EL Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD9A0MS43AFSAA-ND,VFD9A0MS43AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 5HP 3.7KW 480V 9.0A H",0,0,"333.27000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","9A","3700W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD037E23A-ND,VFD037E23A,Delta Electronics/Industrial Automation,"VFD-E, 5HP 230V, MICRO VECTOR DR",0,0,"374.85000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","17A","3700W","230VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD13AMS43ANSAA-ND,VFD13AMS43ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 7.5HP 5.5KW 480V 13A",0,0,"382.41000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","13A","5500W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD037E43A-ND,VFD037E43A,Delta Electronics/Industrial Automation,"VFD-E, 5HP 460V, MICRO VECTOR DR",0,0,"388.71000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","8.5A","3700W","460VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_C2000_C_EN_20180131_web.pdf,-,2039-VFD015C53A-21-ND,VFD015C53A-21,Delta Electronics/Industrial Automation,"VFD-C2000, 1HP 690V, FOC & TRQ D",0,0,"398.16000","0","1","C2000","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","3A","1500W","575VAC","CAN","Chassis Mount","-10°C ~ 50°C","-","C2000 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_CP2000_C_EN_20180321_web.pdf,-,2039-VFD007CP23A-21-ND,VFD007CP23A-21,Delta Electronics/Industrial Automation,"VFD-CP2000, 1HP 230V, 3PHASE INP",0,0,"399.42000","0","1","CP2000","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","5A","750W","230VAC","CAN","Chassis Mount","-10°C ~ 50°C","-","CP2000 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD25AMS23ANSAA-ND,VFD25AMS23ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 7.5HP 5.5KW 230V 25A",0,0,"406.98000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","25A","5500W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_CP2000_C_EN_20180321_web.pdf,-,2039-VFD007CP4EA-21-ND,VFD007CP4EA-21,Delta Electronics/Industrial Automation,"VFD-CP2000, 1HP 460V, 3PHASE INP",0,0,"421.47000","0","1","CP2000","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","3A","750W","460VAC","CAN","Chassis Mount","-10°C ~ 50°C","-","CP2000 Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD13AMS43AFSAA-ND,VFD13AMS43AFSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 7.5HP 5.5KW 480V 13A",0,0,"422.10000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","13A","5500W","460VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
