Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Coil Type","Voltage - Rated","Current Rating (Amps)","Steps per Revolution","Step Angle","Accuracy","Torque - Holding (oz-in / mNm)","Size / Dimension","NEMA Frame Size","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Operating Temperature","Coil Resistance","Features"
https://reference.digilentinc.com/_media/stepper_motor:290-028-1_ts-24byj48a-25-pxw.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_290-028.JPG",1286-1219-ND,290-028,"Digilent, Inc.",STEPPER MOTOR,14,0,"5.24000","0","1","-","Active","Permanent Magnet","Unipolar","5VDC","-","64","5.625°","±7%","-","Round - 0.945"" Dia (24.00mm)","1","0.118"" (3.00mm)","0.394"" (10.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-","-","Double Flatted Shaft"
http://www.portescap.com/sites/default/files/20m020d_specifications.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/20M020D1B.jpg,403-1002-ND,20M020D1B,Portescap,STEPPER MOTOR PM BIPOLAR 5V,0,0,"23.16000","0","1","20M","Active","Permanent Magnet","Bipolar","5VDC","250mA","20","18°","±12%","1.55 / 10.95","Round - 0.807"" Dia (20.50mm)","-","0.059"" (1.50mm)","0.335"" (8.50mm)","0.984"" (25.00mm)","Wire Leads","-20°C ~ 70°C","20 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/PM25L-024-HHC5.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/PM25L-024-HHC5.jpg,P14339-ND,PM25L-024-HHC5,NMB Technologies Corporation,STEPPER MOTOR PM BIPOLAR 24V,0,0,"33.33000","0","1","PM","Active","Permanent Magnet","Bipolar","24VDC","600mA","24","15°","-","3.7 / 26","Round - 0.984"" Dia (25.00mm)","-","0.079"" (2.00mm)","0.394"" (10.00mm)","1.260"" (32.00mm)","Wire Leads","-","8 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/17PM-K053-00VS.jpg,P14267-ND,17PM-K053-00VS,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,5,0,"49.18000","0","1","17PM","Active","Hybrid","Unipolar","24VDC","850mA","200","1.8°","±5%","24.08 / 170","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.984"" (25.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","4.2 Ohms","Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fmotors%2Fqmot-qsh5718%2F_datasheet%2FQSH5718_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/QSH5718-41-28-055.jpg,1460-1077-ND,QSH5718-41-28-055,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 2V,0,0,"50.04000","0","1","QMot QSH5718","Active","Hybrid","Bipolar","2VDC","2.8A","200","1.8°","±5%","77.89 / 550","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 50°C","0.7 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/23KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/23KM-K267-00V.jpg,P14277-ND,23KM-K267-00V,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"62.42000","0","1","23KM","Active","Hybrid","Unipolar","24VDC","900mA","200","1.8°","±5%","67.98 / 480","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-10°C ~ 50°C","5.8 Ohms","Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1161%2F_datasheet%2FPD-1161_hardware_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD57-1-1161.jpg,1460-1118-ND,PD57-1-1161,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,1,0,"204.95000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","2.8A","200","1.8°","-","77.89 / 550","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","23","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-","-","Integrated Controller, Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/17PM-K455-00VS.jpg,P14275-ND,17PM-K455-00VS,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,5,0,"56.21000","0","1","17PM","Active","Hybrid","Unipolar","24VDC","800mA","200","1.8°","±5%","48.15 / 340","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.984"" (25.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","7.3 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/23KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/23KM-K066-99V.jpg,P14284-ND,23KM-K066-99V,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,1,0,"69.74000","0","1","23KM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","1A","200","1.8°","±5%","127.47 / 900","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-10°C ~ 50°C","7 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-SERIES.jpg,P14317-ND,34KM-K023-00W,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,1,0,"129.28000","0","1","34KM","Active","Hybrid","Unipolar","24VDC","1.9A","200","1.8°","±5%","354.07 / 2500","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","2.8 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-SERIES.jpg,P14321-ND,34KM-K006-00W,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"129.28000","0","1","34KM","Active","Hybrid","Unipolar","24VDC","4.8A","200","1.8°","±5%","354.07 / 2500","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","0.45 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-K122-99W.jpg,P14324-ND,34KM-K122-99W,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"179.62000","0","1","34KM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","1.9A","200","1.8°","±5%","679.82 / 4800","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","3.9 Ohms","Double Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1160%2F_datasheet%2FPD-1160_hardware_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD57-1-1160-CANOPEN.jpg,1460-1114-ND,PD57-1-1160-CANOPEN,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 48V,1,0,"278.15000","0","1","PANdrive™","Active","Hybrid","Bipolar","48VDC","2.8A","200","1.8°","-","77.89 / 550","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","23","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-","-","Integrated Controller, Flatted Shaft"
http://www.portescap.com/sites/default/files/42m048c_specifications.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/42M048C1U.JPG,403-1023-ND,42M048C1U,Portescap,STEPPER MOTOR PM UNIPOLAR 5V,0,0,"26.62000","0","1","42M","Active","Permanent Magnet","Unipolar","5VDC","550mA","48","7.5°","±15%","9.4 / 66.2","Round - 1.650"" Dia (42.00mm)","-","0.118"" (3.00mm)","0.450"" (11.43mm)","1.950"" (49.48mm)","Wire Leads","-20°C ~ 70°C","9.1 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/PM55L-048-HHD0.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/PM55L-048-HHD0.jpg,P14344-ND,PM55L-048-HHD0,NMB Technologies Corporation,STEPPER MOTOR PM BIPOLAR 24V,0,0,"43.94000","0","1","PM","Active","Permanent Magnet","Bipolar","24VDC","600mA","48","7.5°","-","23.4 / 167","Round - 2.160"" Dia (55.00mm)","-","0.157"" (4.00mm)","0.591"" (15.00mm)","2.560"" (65.00mm)","Wire Leads","-","5.5 Ohms","Round Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD20-1-1210_hardware_manual_V110.pdf,-,1460-1380-ND,PD20-1-1210,Trinamic Motion Control GmbH,"PANDRIVE NEMA08, 24V, 1.75NCM",0,0,"156.30000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","600mA","200","1.8°","±5%","2.48 / 17.5","Square - 0.787"" x 0.787"" (20.00mm x 20.00mm)","8","0.157"" (4.00mm)","0.591"" (15.00mm)","0.630"" (16.00mm)","Connector","-20°C ~ 50°C","6.5 Ohms","Integrated Controller, Round Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1276_hardware_manual_V102.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD60-4-1276-TMCL.jpg,1460-1336-ND,PD60-4-1276-TMCL,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,1,0,"259.14000","0","1","PANdrive™","Active","Hybrid","Bipolar","4.17VDC","2.8A","200","1.8°","±5%","438.99 / 3100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","1.5 Ohms","Integrated Controller, Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/15M020D.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/15M020D1B.jpg,403-1000-ND,15M020D1B-N,Portescap,STEPPER MOTOR PM BIPOLAR 5V,0,0,"18.95290","0","100","15M","Active","Permanent Magnet","Bipolar","5VDC","125mA","20","18°","-","0.55 / 3.9","Round - 0.610"" Dia (15.50mm)","-","0.059"" (1.50mm)","0.394"" (10.00mm)","0.787"" (20.00mm)","Wire Leads","-20°C ~ 70°C","40 Ohms","Round Shaft"
http://www.portescap.com/sites/default/files/42s048d_specifications.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/42S048D2U.JPG,403-1011-ND,42S048D2U,Portescap,STEPPER MOTOR PM UNIPOLAR 12V,0,0,"21.77820","0","100","42S","Active","Permanent Magnet","Unipolar","12VDC","160mA","48","7.5°","±15%","6.3 / 44.5","Round - 1.650"" Dia (42.00mm)","-","0.118"" (3.00mm)","0.450"" (11.43mm)","1.950"" (49.48mm)","Wire Leads","-20°C ~ 70°C","75 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/10PM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_10PM.JPG,10PM-K013B-ND,10PM-K013B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"32.57300","0","10","10PM","Active","Hybrid","Bipolar","24VDC","210mA","200","1.8°","-","6.94 / 49","Square - 0.984"" x 0.984"" (25.00mm x 25.00mm)","10","0.197"" (5.00mm)","0.394"" (10.00mm)","0.787"" (20.00mm)","Connector","-","47 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/PM_Motor_SG.pdf,-,PM25S-024-M2.6-ND,PM25S-024-M2.6,NMB Technologies Corporation,STEPPER MOTOR PM TAPPED M2.6,0,0,"33.33000","0","1","PM","Active","Permanent Magnet","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/10PM-K_.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_10PM.JPG,10PM-K405B-ND,10PM-K405B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"35.35000","0","11","10PM","Active","Hybrid","Bipolar","24VDC","1.5A","200","1.8°","-","17.1 / 120","Square - 0.984"" x 0.984"" (25.00mm x 25.00mm)","10","0.197"" (5.00mm)","0.394"" (10.00mm)","0.787"" (20.00mm)","Connector","-","1.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/PG15S-J20-HHF3.pdf,-,PG15S-J20-HHF3-ND,PG15S-J20-HHF3,NMB Technologies Corporation,STEP MOTOR PM GEARED BIPOLAR 5V,0,0,"35.35000","0","10","PG","Active","Permanent Magnet Gear Motor","Bipolar","5VDC","-","1000","0.36°","-","-","Round - 0.591"" Dia (15.00mm)","-","0.118"" (3.00mm)","0.354"" (9.00mm)","0.787"" (20.00mm)","Wire Leads","0°C ~ 50°C","10 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PM-M.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PM.JPG,14PM-M144U-ND,14PM-M144U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"35.35000","0","10","14PM","Active","Hybrid","Unipolar","24VDC","1A","200","1.8°","-","17.71 / 125","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","2.7 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PM-M.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PM.JPG,14PM-M247U-ND,14PM-M247U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"36.36000","0","10","14PM","Active","Hybrid","Unipolar","24VDC","800mA","200","1.8°","-","3.40 / 24","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","1.9 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PM-M.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PM.JPG,14PM-M264U-ND,14PM-M264U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"36.36000","0","10","14PM","Active","Hybrid","Unipolar","24VDC","400mA","200","1.8°","-","3.40 / 24","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","7.6 Ohms","Round Shaft"
-,//media.digikey.com/Photos/Crouzet%20Photos/829102B00000R.jpg,829102B00000R-ND,829102B00000R,Crouzet,STEPPER MOTOR BI 66OHM 7.5 PAL 9,0,0,"36.71286","0","35","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://media.crouzet.com/datasheets/english/stepper-motors-direct-drive-stepper-motors-15-5-watts-4-phases-Part%20number-82910502.pdf,-,82910502-ND,82910502,Crouzet,STEPPER MOTOR PM UNIPOLAR 17V,0,0,"36.71286","0","35","82910","Active","Permanent Magnet","Unipolar","17VDC","140mA","24","15°","-","2.1 / 15","Round - 1.409"" Dia (35.80mm)","-","0.079"" (2.00mm)","0.354"" (9.00mm)","1.650"" (42.00mm)","Wire Leads","-","115 Ohms","Round Shaft"
http://media.crouzet.com/datasheets/english/stepper-motors-direct-drive-stepper-motors-7-5-5-watts-2-phases-Part%20number-82910001.pdf,-,82910001-ND,82910001,Crouzet,STEPPER MOTOR PM BIPOLAR 4.7V,0,0,"36.71286","0","35","82910","Active","Permanent Magnet","Bipolar","4.7VDC","520mA","48","7.5°","±5%","3.5 / 25","Round - 1.409"" Dia (35.80mm)","-","0.079"" (2.00mm)","0.354"" (9.00mm)","1.650"" (42.00mm)","Wire Leads","-","9 Ohms","-"
-,-,82910002-ND,82910002,Crouzet,STEPPER MOTOR 4PH 15.5OHM PAL 9A,0,0,"36.71286","0","35","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82910003-ND,82910003,Crouzet,STEPPER MOTOR PM UNIPOLAR 12.7V,0,0,"36.71286","0","35","82910","Active","Permanent Magnet","Unipolar","12.7VDC","190mA","48","7.5°","±5%","2.83 / 20","Round - 1.409"" Dia (35.80mm)","-","0.079"" (2.00mm)","0.354"" (9.00mm)","1.378"" (35.00mm)","Wire Leads","-","66 Ohms","Round Shaft"
-,-,82910008-ND,82910008,Crouzet,STEPPER MOTOR 4PH 115OHM PAL 9AX,0,0,"36.71286","0","35","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82910020-ND,82910020,Crouzet,STEPPER MOTOR 4PH 165OHM PAL 9AX,0,0,"36.71286","0","35","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82910005-ND,82910005,Crouzet,MOTOR 829100 - 7 5 48STEP/T - 2,0,0,"36.71286","0","35","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82910022-ND,82910022,Crouzet,MOTOR 829100 - 7 5 48STEP/T - 2,0,0,"36.71286","0","35","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82910081-ND,82910081,Crouzet,MOTOR 829100 - 7 5 48STEP/T - 2,0,0,"36.71286","0","35","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82910094-ND,82910094,Crouzet,MOTOR 829100 - 7 5 48STEP/T - 4,0,0,"36.71286","0","35","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82910501-ND,82910501,Crouzet,MOTOR 829105 - 15 24STEP/T - 2 P,0,0,"36.71286","0","35","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://cdn.crouzet-motors.com.s3.amazonaws.com/assets/library/Crouzet-Motors_Panorama_english.pdf,-,82910029-ND,82910029,Crouzet,MOTOR 829100 -75 SENS=2 PHASE=4,0,0,"36.71286","0","35","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PM-M.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PM.JPG,14PM-M444U-ND,14PM-M444U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"36.76400","0","10","14PM","Active","Hybrid","Unipolar","24VDC","1A","200","1.8°","-","26.91 / 190","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","4 Ohms","Round Shaft"
-,-,82914002-ND,82914002,Crouzet,MOTOR 829100 - 7 5 48STEP/T GEAR,0,0,"36.89533","0","15","82914","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PM-M.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PM.JPG,14PM-M047U-ND,14PM-M047U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"37.11800","0","10","14PM","Active","Hybrid","Unipolar","24VDC","800mA","200","1.8°","-","4.82 / 34","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","2.4 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PM-M.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PM.JPG,14PM-M064U-ND,14PM-M064U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"37.11800","0","10","14PM","Active","Hybrid","Unipolar","24VDC","400mA","200","1.8°","-","4.82 / 34","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","9 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PM-M.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PM.JPG,14PM-M047B-ND,14PM-M047B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"37.11800","0","10","14PM","Active","Hybrid","Bipolar","24VDC","600mA","200","1.8°","-","7.08 / 50","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","4.8 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K249U-ND,23KM-K249U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"38.17800","0","10","23KM","Active","Hybrid","Unipolar","24VDC","2A","200","1.8°","-","59.48 / 420","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","1.2 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K255-UPV-ND,23KM-K255-UPV,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"38.17800","0","10","23KM","Active","Hybrid","Unipolar","24VDC","1.5A","200","1.8°","-","59.48 / 420","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","2.3 Ohms","Round Shaft"
http://media.crouzet.com/datasheets/english/stepper-motors-direct-drive-stepper-motors-7-5-7-5-watts-4-phases-Part%20number-82920012.pdf,-,82920012-ND,82920012,Crouzet,STEPPER MOTOR PM UNIPOLAR 12.9V,0,0,"39.00400","0","25","82920","Active","Permanent Magnet","Unipolar","12.9VDC","-","48","7.5°","-","8.1 / 57","Round - 2.020"" Dia (51.30mm)","-","0.079"" (2.00mm)","0.354"" (9.00mm)","2.630"" (66.68mm)","Wire Leads","-","-","Round Shaft"
-,-,82920001-ND,82920001,Crouzet,MOTOR 829200 - 7 5 48STEP/T - 2,0,0,"39.00400","0","25","82920","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82920002-ND,82920002,Crouzet,MOTOR 829200 - 7 5 48STEP/T - 4,0,0,"39.00400","0","25","82920","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82920019-ND,82920019,Crouzet,MOTOR 829200 - 7 5 48STEP/T - 2,0,0,"39.00400","0","25","82920","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82920050-ND,82920050,Crouzet,MOTOR 829200 - 7 5 48STEP/T - 4,0,0,"39.00400","0","25","82920","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z749U-ND,17PY-Z749U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"39.59200","0","10","17PY","Active","Hybrid","Unipolar","24VDC","900mA","400","0.9°","-","6.80 / 48","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","2.2 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PY-Z_.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PY.JPG,14PY-Z264U-ND,14PY-Z264U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"39.59200","0","10","14PY","Active","Hybrid","Unipolar","24VDC","400mA","400","0.9°","-","3.12 / 22","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Connector","-","7 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PY-Z_.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PY.JPG,14PY-Z247B-ND,14PY-Z247B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"39.59200","0","10","14PY","Active","Hybrid","Bipolar","24VDC","600mA","400","0.9°","-","7.79 / 55","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Connector","-","4.8 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z764U-ND,17PY-Z764U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"39.59200","0","10","17PY","Active","Hybrid","Unipolar","24VDC","600mA","400","0.9°","-","6.80 / 48","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","5.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z749B-ND,17PY-Z749B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"39.59200","0","10","17PY","Active","Hybrid","Bipolar","24VDC","600mA","400","0.9°","-","8.92 / 63","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","4.4 Ohms","Round Shaft"
