Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Usage","Specifications"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,-,Z12660-ND,R88A-CRKA020CR-E,Omron Automation and Safety,20M CRKA HIGH FLEX ENCODER CAB,4,9,"295.68000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Encoder","20 Meters"
http://www.amphenol-sine.com/pdf/datasheet/P30628-M20.pdf,-,889-2686-ND,P30628-M20,Amphenol Sine Systems Corp,MOTOR CABLE 4 POWER 2 SIGNAL 20M,5,0,"305.28000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","20 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CAKA0xxxxR-E.jpg,Z12658-ND,R88A-CAKA015SR-E,Omron Automation and Safety,15M CAKA HIGH FLEXPWR CABLE-EU,2,7,"351.12000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor","15 Meters"
https://www.gavazzionline.com/pdf/rscaam.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RSO4850.jpg,1864-2818-ND,RSO4850,Carlo Gavazzi Inc.,MTR SOFT START OUTMOD 480V 50A,4,0,"367.13000","0","1","RSO","Active","Option Card","RSC Series","-","480VAC, 50A"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFMCD0032EUD.jpg,1110-4123-ND,MFMCD0032EUD,Panasonic Industrial Automation Sales,CABLE MOTOR A6 3M NO BRAKE IP67,8,0,"458.00000","0","1","-","Active","Cable Assembly","MINAS A6 Series","Motor","3 Meters"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/Motion_Control_Br.pdf,-,Z9950-ND,R88A-CAWA040B,Omron Automation and Safety,POWER CABLE W/BRAKE 40M,3,0,"520.80000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Brake","40 Meters"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFMCA0032FUD.jpg,1110-4124-ND,MFMCA0032FUD,Panasonic Industrial Automation Sales,CABLE MOTOR A6 3M IP67 BRAKE,7,0,"547.00000","0","1","-","Active","Cable Assembly","MINAS A6 Series","Motor with Brake","3 Meters"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4241-ND,MFMCA0103ECT,Panasonic Industrial Automation Sales,10M 3.0KW 5.0KW POWER CABLE,3,0,"547.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor","10 Meters"
-,//media.digikey.com/photos/Panasonic%20Photos/MFECA00xxETD.jpg,1110-3001-ND,MFECA0050ETD,Panasonic Industrial Automation Sales,20BIT INC ENCODER FOR BIG MOTOR,9,0,"560.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor with Encoder","5 Meters"
http://www.deltaww.com/filecenter/Products/download/06/060501/Catalogue/DELTA_IA-PQ_AFE2000_C_EN_20180301_web.pdf,-,2039-AF-RC075A4-ND,AF-RC075A4,Delta Electronics/Industrial Automation,REACTOR FOR AFE 7.5KW 460V 1,2,0,"785.03000","0","1","-","Active","AC Line Reactor","AFE2000 Series","-","460V, 20A, 7.5kW"
http://www.deltaww.com/filecenter/Products/download/06/060501/Catalogue/DELTA_IA-PQ_AFE2000_C_EN_20180301_web.pdf,-,2039-AFE075A43A-ND,AFE075A43A,Delta Electronics/Industrial Automation,ACTIVE FRONT END 7.5KW 460 A 1,2,0,"888.93000","0","1","AFE2000","Active","Active Front End (AFE)","AFE2000 Series","Motor Driver","460V, 20A, 7.5kW"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,//media.digikey.com/photos/Panasonic%20Photos/MFECA00xxETD.jpg,1110-4240-ND,MFECA0100ETD,Panasonic Industrial Automation Sales,20BIT INC ENCODER FOR BIG MOTOR,2,0,"1080.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor with Encoder","10 Meters"
http://www.deltaww.com/filecenter/Products/download/06/060501/Catalogue/DELTA_IA-PQ_AFE2000_C_EN_20180301_web.pdf,-,2039-AF-RC370A4-ND,AF-RC370A4,Delta Electronics/Industrial Automation,REACTOR FOR AFE 37KW 460V 1,2,0,"2092.50000","0","1","-","Active","AC Line Reactor","AFE2000 Series","-","460V, 75A, 37kW"
http://www.deltaww.com/filecenter/Products/download/06/060501/Catalogue/DELTA_IA-PQ_AFE2000_C_EN_20180301_web.pdf,-,2039-AFE370A43A-ND,AFE370A43A,Delta Electronics/Industrial Automation,ACTIVE FRONT END 37KW 460 A 1,2,0,"2755.62000","0","1","AFE2000","Active","Active Front End (AFE)","AFE2000 Series","Motor Driver","460V, 75A, 37kW"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,//media.digikey.com/photos/Panasonic%20Photos/MX8G25BU.jpg,1110-4038-ND,MX8G25BU,Panasonic Industrial Automation Sales,GEARHEAD 80MM 25-1 RATIO FOR AC,10,0,"59.90000","0","1","-","Active","Gearbox","MINAS-BL GP Series","Motor","1/25 Ratio"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,//media.digikey.com/photos/Panasonic%20Photos/MX8G18BU.jpg,1110-4037-ND,MX8G18BU,Panasonic Industrial Automation Sales,GEARHEAD 80MM 18-1 RATIO FOR AC,9,0,"59.90000","0","1","-","Active","Gearbox","MINAS-BL GP Series","Motor","1/18 Ratio"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,//media.digikey.com/photos/Panasonic%20Photos/MX8G15BU.jpg,1110-4047-ND,MX8G15BU,Panasonic Industrial Automation Sales,GEARHEAD 80MM 15-1 RATIO FOR AC,7,0,"59.90000","0","1","-","Active","Gearbox","MINAS-BL GP Series","Motor","1/15 Ratio"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,-,1110-4045-ND,MX8G10XB,Panasonic Industrial Automation Sales,GEARHEAD 80MM 1-9.9 RATIO FOR AC,9,0,"62.12000","0","1","-","Active","Gearbox","MINAS-BL GP Series","Motor","1/9.9 Ratio"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,-,MZ9G10B-ND,MZ9G10B,Panasonic Industrial Automation Sales,GEARHEAD 1/10 RATIO 90MM,2,0,"82.12000","0","1","-","Active","Gearbox","Shin-G Series","Motor","1/10 Ratio"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/bl/MINAS-BL_ctlg_e_201504.pdf,//media.digikey.com/photos/Panasonic%20Photos/MB8G30BV.jpg,1110-4058-ND,MB8G30BV,Panasonic Industrial Automation Sales,GEARHEAD 80MM 1/30 RATIO,9,0,"109.24000","0","1","-","Active","Gearbox","MINAS-BL GP Series","Motor","1/30 Ratio"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MX8G3.jpg,1110-4053-ND,MZ9G3R,Panasonic Industrial Automation Sales,GEARHEAD 90MM 3-1 RATIO FOR AC M,5,0,"149.23000","0","1","-","Active","Gearbox","MINAS-BL GP Series","Motor","1/3 Ratio"
http://media.crouzet.com/catalog/_datasheet/pdf/en/MO_BL_DM_SQ75_Overview_EN.pdf,-,966-1915-ND,79513105,Crouzet,STARTER PROGRAM KIT,3,0,"588.24000","0","1","79513, SQ75","Active","Starter Kit","80350, 80360, 80370 Series","Motor Starter","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0033_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0033.jpg,1738-1331-ND,FIT0033,DFRobot,SERVO EXTENSION CABLE 300MM,69,0,"0.72000","0","1","-","Active","Cable Assembly","-","Motor Extension","0.3 Meters"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/240-022P_Web.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/240-022P.jpg",1286-1079-ND,240-022,"Digilent, Inc.",SINGLE MOTOR MOUNT KIT SET OF 2,8,0,"7.99000","0","1","-","Active","Mounting Bracket","IG-22GM Series","-","Chassis Mount"
-,//media.digikey.com/photos/Trinamic%20Motion%20Control%20Photos/TMCM-1140-CABLE.jpg,1460-1011-ND,TMCM-1140-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR TMCM-1140,16,0,"8.03000","0","1","-","Active","Cable Assembly","TMCM-1140 Series","Motor","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/photos/Panasonic%20Photos/MFMCA0030NJD.jpg,1110-3005-ND,MFMCA0030NJD,Panasonic Industrial Automation Sales,MOTOR CABLE 3M FOR MSME 50W 750W,0,0,"270.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor","3 Meters"
http://cdn.sparkfun.com/datasheets/Robotics/Actobotics/micro_gearmotor_drawing.jpg,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-12105.jpg,1568-1352-ND,ROB-12105,SparkFun Electronics,MICRO GEARMOTOR - ENCLOSURE,0,0,"1.50000","0","1","-","Active","Enclosure","Actobotics Series","-","Chassis Mount"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-1270_hardware_manual_Hw1.00_Rev1.20.pdf,//media.digikey.com/photos/Trinamic%20Motion%20Control%20Photos/TMCM-1270-CABLE.jpg,1460-1210-ND,TMCM-1270-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR TMCM-1270,20,0,"2.66000","0","1","-","Active","Cable Assembly","TMCM-1270 Series","Motor","-"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1070%2F_datasheet%2FPD-1070-hardware-manual.pdf,-,1460-1182-ND,PD-1070-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR PD42-X-1070,11,0,"2.66000","0","1","-","Active","Cable Assembly","PD42-X-1070 Series","Motor","-"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-1043_Short_Manual.pdf,//media.digikey.com/photos/Trinamic%20Motion%20Control%20Photos/TMCM-1043-CABLE.jpg,1460-1067-ND,TMCM-1043-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR TMCM-1043,10,0,"2.75000","0","1","-","Active","Cable Assembly","TMCM-1043 Series","Motor","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0P4430.jpg,1110-3574-ND,DV0P4430,Panasonic Industrial Automation Sales,A5 BATTERY BOX FOR ABSOLUTE,0,0,"26.00000","0","1","-","Active","Battery Holder","MINAS A5 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20010.jpg,1110-3576-ND,DV0PM20010,Panasonic Industrial Automation Sales,A5 ENCODER CONN KIT,3,0,"29.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/2900749.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2900749.jpg,277-9435-ND,2900749,Phoenix Contact,LOOP BRIDGE,2,0,"36.84000","0","1","CONTACTRON","Active","Cable Assembly","CONTACTRON Series","Motor Starter","0.3 Meters"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/MINAS_A4_Series.pdf,//media.digikey.com/photos/Panasonic%20Photos/DV0P4380.jpg,1110-3571-ND,DV0P4290,Panasonic Industrial Automation Sales,INCREMENTAL CONN KIT,1,0,"44.00000","0","1","-","Active","Connector Kit","MINAS A4 Series","-","-"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/acs/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/photos/Panasonic%20Photos/MFMCA0030AEB.jpg,1110-3067-ND,MFMCA0030AEB,Panasonic Industrial Automation Sales,MOTOR CABLE (3M),1,0,"53.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor","3 Meters"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20034.JPG,1110-3581-ND,DV0PM20034,Panasonic Industrial Automation Sales,A5 MOTOR CONN FRAME A-D KIT,4,0,"55.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20032.JPG,1110-3579-ND,DV0PM20032,Panasonic Industrial Automation Sales,A5 POWER SUPPLY CONN SINGLE,2,0,"55.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/MINAS_A4_Series.pdf,//media.digikey.com/photos/Panasonic%20Photos/DV0P4281.jpg,1110-3568-ND,DV0P4281,Panasonic Industrial Automation Sales,25W / 100 OHM EXTERNAL REGEN RES,3,0,"90.00000","0","1","-","Active","Braking Resistor","MINAS A4 Series","-","100Ohm, 10W"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/MINAS_A4_Series.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0P4282.jpg,1110-3569-ND,DV0P4282,Panasonic Industrial Automation Sales,50W / 25 OHM EXTERNAL REGEN RES,2,0,"93.00000","0","1","-","Active","Braking Resistor","MINAS A4 Series","-","25Ohm, 17W"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/acs/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/photos/Panasonic%20Photos/DV0P4283.jpg,1110-2954-ND,DV0P4283,Panasonic Industrial Automation Sales,50W / 50 OHM EXTERNAL REGEN RES,1,0,"99.00000","0","1","-","Active","Braking Resistor","MINAS A4 Series","-","50Ohm, 17W"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0P4284.jpg,1110-3570-ND,DV0P4284,Panasonic Industrial Automation Sales,100W / 30 OHM EXTERNAL REGEN RES,1,0,"101.00000","0","1","-","Active","Braking Resistor","MINAS A4 Series","-","30Ohm, 40W"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/photos/Panasonic%20Photos/MFMCA0050WJD.jpg,1110-3009-ND,MFMCA0050WJD,Panasonic Industrial Automation Sales,MOTOR CABLE SERVO MSME 50W-750W,1,0,"170.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor","5 Meters"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/acs/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/photos/Panasonic%20Photos/MFECA00xxxEAM.jpg,1110-3632-ND,MFECA0050EAD,Panasonic Industrial Automation Sales,5M 50W 750W INCREMENTAL ENCODER,1,0,"182.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor with Encoder","5 Meters"
-,//media.digikey.com/Photos/Panasonic%20Photos/MFECA0030TJE.jpg,1110-3630-ND,MFECA0030TJE,Panasonic Industrial Automation Sales,3M ENCODER CABLE,0,0,"210.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor with Encoder","3 Meters"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-1181_hardware_manual.pdf,-,1460-1198-ND,TMCM-1181-CABLE,Trinamic Motion Control GmbH,CABLE FOR TMCM-1181,4,0,"14.63000","0","1","-","Active","Cable Assembly","TMCM-1181 Series","Motor","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20053.JPG,1110-3593-ND,DV0PM20053,Panasonic Industrial Automation Sales,A5 CONTROL POWER CONN 400V,2,0,"21.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-1310_hardware_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMCM-1310-CABLE.jpg,1460-1065-ND,TMCM-1310-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR TMCM-1310,2,0,"21.80000","0","1","-","Active","Cable Assembly","TMCM-1310 Series","Motor","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20031.jpg,1110-3578-ND,DV0PM20031,Panasonic Industrial Automation Sales,ANALOG MONITIOR SIGNAL CONN KIT,1,0,"26.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20052.JPG,1110-3592-ND,DV0PM20052,Panasonic Industrial Automation Sales,A5 POWER SUPPLY CONN 400V,2,0,"32.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20051.JPG,1110-3591-ND,DV0PM20051,Panasonic Industrial Automation Sales,A5 POWER SUPPLY CONN 400V,2,0,"33.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20054.JPG,1110-3594-ND,DV0PM20054,Panasonic Industrial Automation Sales,A5 MOTOR CONN 400V FRAME D,2,0,"33.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20055.JPG,1110-3595-ND,DV0PM20055,Panasonic Industrial Automation Sales,A5 REGEN RES CONN 400V FRAME D,2,0,"38.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/MINAS_A4_Series.pdf,//media.digikey.com/photos/Panasonic%20Photos/DV0P4380.jpg,1110-3062-ND,DV0P4380,Panasonic Industrial Automation Sales,INCREMENTAL CONN KIT,4,0,"44.00000","0","1","-","Active","Connector Kit","MINAS A4 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20045.jpg,1110-3589-ND,DV0PM20045,Panasonic Industrial Automation Sales,A5 REGEN RES CONN 200/400V,2,0,"55.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20046.jpg,1110-3590-ND,DV0PM20046,Panasonic Industrial Automation Sales,A5 REGEN RES CONN 200/400V,2,0,"60.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/MINAS_A4_Series.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0P4500.jpg,1110-3575-ND,DV0P4500,Panasonic Industrial Automation Sales,INTERFACE FACE CONNS,2,0,"61.51000","0","1","-","Active","Connector Kit","MINAS A4 Series","-","-"
-,//media.digikey.com/photos/Panasonic%20Photos/MFECA00xxxESD.jpg,1110-3004-ND,MFECA0100ESD,Panasonic Industrial Automation Sales,10M 1.0KW 5.0KW INCREMENTAL,1,0,"659.00000","0","1","-","Active","Cable Assembly","MINAS A4 Series","Motor with Encoder","10 Meters"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20042.jpg,1110-3586-ND,DV0PM20042,Panasonic Industrial Automation Sales,NOISE FILTER,1,0,"720.00000","0","1","-","Active","Noise Filter","MINAS A5 Series","-","200V"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1276_hardware_manual_V102.pdf,//media.digikey.com/photos/Trinamic%20Motion%20Control%20Photos/PD-1276-CABLE.jpg,1460-1328-ND,PD-1276-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR PD-1276,15,0,"2.18000","0","1","-","Active","Cable Assembly","PDxx-1276 Series","Motor","-"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1076_hardware_manual_V102.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD-1076-CABLE.jpg,1460-1323-ND,PD-1076-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR PD-1076,11,0,"2.18000","0","1","-","Active","Cable Assembly","PDxx-1076, PD57/60-x-1076 Series","Motor","-"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-1276_hardware_manual_V100.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMCM-1276-CABLE.JPG,1460-1347-ND,TMCM-1276-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR TMCM-1276,10,0,"2.18000","0","1","-","Active","Cable Assembly","TMCM-1276 Series","Motor","-"
-,-,1460-1379-ND,PD-1210-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR PD-1210,9,0,"2.18000","0","1","-","Active","Cable Assembly","TMCM-1210 Series","Motor","200mm"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-x-1670_Hardware_Manual_V1.00.pdf,-,1460-1359-ND,PD-1670-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR PD-1670,8,0,"2.18000","0","1","-","Active","Cable Assembly","PD42-X-1670 Series","Motor","-"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-1076_hardware_manual_V100.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMCM-1076-CABLE.JPG,1460-1346-ND,TMCM-1076-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR TMCM-1076,3,0,"2.18000","0","1","-","Active","Cable Assembly","TMCM-1076 Series","Motor","-"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-1370_hardware_manual_V110.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD-1370-CABLE.jpg,1460-1312-ND,PD-1370-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR PD-1370,6,0,"3.28000","0","1","-","Active","Cable Assembly","PD42-X-1370 Series","Motor","200mm"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0037_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0037.jpg,1738-1330-ND,FIT0037,DFRobot,METAL SERVO HORN,15,0,"3.30000","0","1","-","Active","Servo Horn","DF Series","-","20mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/COM0803_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_COM0803.jpg,1778-1091-ND,COM0803,Pimoroni Ltd,MICRO METAL GEARMOTOR BRACKET (P,18,0,"5.10000","0","1","-","Active","Mounting Bracket","-","Motor","Chassis Mount"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-MKE-DRA-ND,MKE-DRA,Delta Electronics/Industrial Automation,DIN RAIL FRAME A MOUNTING KIT; V,0,0,"5.99000","0","1","-","Active","Mounting Bracket","VFD-E Series","-","DIN Rail"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-MKE-DRB-ND,MKE-DRB,Delta Electronics/Industrial Automation,DIN RAIL FRAME B MOUNTING KIT; V,0,0,"5.99000","0","1","-","Active","Mounting Bracket","VFD-E Series","-","DIN Rail"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-MKE-EP-ND,MKE-EP,Delta Electronics/Industrial Automation,"EARTHING PLATE; VFD-E, EL",0,0,"5.99000","0","1","-","Active","Grounding Plate","VFD-E Series","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/COM0804_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_COM0804.jpg,1778-1092-ND,COM0804,Pimoroni Ltd,MICRO METAL GEARMOTOR PUSH HEADE,25,0,"6.37000","0","1","-","Active","Adapter","-","Motor","-"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-1240_hardware_manual_V110.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMCM-1240-CABLE.jpg,1460-1269-ND,TMCM-1240-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR TMCM-1240,18,0,"8.03000","0","1","-","Active","Cable Assembly","TMCM-1240 Series","Communications","0.2 Meters"
-,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD-1240-CABLE.jpg,1460-1270-ND,PD-1240-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR PD-1240,6,0,"8.03000","0","1","-","Active","Cable Assembly","-","-","-"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-x-1241_hardware_manual_v120.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD-1241-CABLE.jpg,1460-1306-ND,PD-1241-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR PD-1241,6,0,"8.03000","0","1","-","Active","Cable Assembly","-","-","-"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-1241_hardware_manual_v100.pdf,//media.digikey.com/photos/Trinamic%20Motion%20Control%20Photos/TMCM-1241-CABLE.jpg,1460-1303-ND,TMCM-1241-CABLE,Trinamic Motion Control GmbH,CABLE LOOM FOR TMCM-1241,2,0,"8.03000","0","1","-","Active","Cable Assembly","TMCM-1241 Series","Communications","200mm"
