Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Technology","Type","Isolated Power","Number of Channels","Inputs - Side 1/Side 2","Channel Type","Voltage - Isolation","Common Mode Transient Immunity (Min)","Data Rate","Propagation Delay tpLH / tpHL (Max)","Pulse Width Distortion (Max)","Rise / Fall Time (Typ)","Voltage - Supply","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1200_1201.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1201ARZ-ND,ADUM1201ARZ,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,7506,0,"2.78000","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","1/1","Unidirectional","2500Vrms","25kV/µs","1Mbps","150ns, 150ns","40ns","10ns, 10ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM3200_3201.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM3201ARZ-ND,ADUM3201ARZ,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,3230,1568,"2.78000","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","1/1","Unidirectional","2500Vrms","25kV/µs","1Mbps","150ns, 150ns","40ns","10ns, 10ns","3V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1200_1201.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1200ARZ-ND,ADUM1200ARZ,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,3133,0,"2.78000","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","2/0","Unidirectional","2500Vrms","25kV/µs","1Mbps","150ns, 150ns","40ns","10ns, 10ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/documents/public/data-sheets/Si860x.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,SI8600AC-B-ISRTR-ND,SI8600AC-B-ISR,Silicon Labs,DGTL ISO 3.75KV 2CH I2C 8SOIC,2500,0,"2.80240","0","2500","Tape & Reel (TR)","-","Active","Capacitive Coupling","I²C","No","2","2/2","Bidirectional","3750Vrms","35kV/µs","-","-","-","-","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/documents/public/data-sheets/Si860x.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,SI8600AC-B-ISRCT-ND,SI8600AC-B-ISR,Silicon Labs,DGTL ISO 3.75KV 2CH I2C 8SOIC,4240,0,"3.33000","0","1","Cut Tape (CT)","-","Active","Capacitive Coupling","I²C","No","2","2/2","Bidirectional","3750Vrms","35kV/µs","-","-","-","-","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/documents/public/data-sheets/Si860x.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,SI8600AC-B-ISRDKR-ND,SI8600AC-B-ISR,Silicon Labs,DGTL ISO 3.75KV 2CH I2C 8SOIC,4240,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Capacitive Coupling","I²C","No","2","2/2","Bidirectional","3750Vrms","35kV/µs","-","-","-","-","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1440_1441_1442_1445_1446_1447.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,ADUM1441ARQZ-RL7TR-ND,ADUM1441ARQZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 16QSOP,1000,0,"2.81386","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","3/1","Unidirectional","2500Vrms","25kV/µs","2Mbps","180ns, 180ns","8ns","2ns, 2ns","2.25V ~ 3.6V","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1440_1441_1442_1445_1446_1447.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,ADUM1441ARQZ-RL7CT-ND,ADUM1441ARQZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 16QSOP,1836,0,"5.49000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","3/1","Unidirectional","2500Vrms","25kV/µs","2Mbps","180ns, 180ns","8ns","2ns, 2ns","2.25V ~ 3.6V","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1440_1441_1442_1445_1446_1447.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,ADUM1441ARQZ-RL7DKR-ND,ADUM1441ARQZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 16QSOP,1836,0,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","3/1","Unidirectional","2500Vrms","25kV/µs","2Mbps","180ns, 180ns","8ns","2ns, 2ns","2.25V ~ 3.6V","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP"
https://www.silabs.com/documents/public/data-sheets/si865x-datasheet.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/16-QSOP.jpg,336-2113-5-ND,SI8655BA-B-IU,Silicon Labs,DGTL ISO 1KV 5CH GEN PURP 16QSOP,1122,0,"2.82000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","5","5/0","Unidirectional","1000Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1250_1251.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1251ARZ-RL7TR-ND,ADUM1251ARZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV 2CH I2C 8SOIC,4000,0,"2.82800","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","I²C","No","2","2/1","Bidirectional, Unidirectional","2500Vrms","25kV/µs","1Mbps","-","145ns, 85ns","-","3V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1250_1251.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1251ARZ-RL7CT-ND,ADUM1251ARZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV 2CH I2C 8SOIC,4388,0,"5.51000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","I²C","No","2","2/1","Bidirectional, Unidirectional","2500Vrms","25kV/µs","1Mbps","-","145ns, 85ns","-","3V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1250_1251.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1251ARZ-RL7DKR-ND,ADUM1251ARZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV 2CH I2C 8SOIC,4388,0,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","I²C","No","2","2/1","Bidirectional, Unidirectional","2500Vrms","25kV/µs","1Mbps","-","145ns, 85ns","-","3V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1300_1301.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM1301BRWZ-RLTR-ND,ADUM1301BRWZ-RL,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 16SOIC,1000,0,"2.92698","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1300_1301.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM1301BRWZ-RLCT-ND,ADUM1301BRWZ-RL,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 16SOIC,1452,0,"5.71000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1300_1301.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM1301BRWZ-RLDKR-ND,ADUM1301BRWZ-RL,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 16SOIC,1452,0,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1300_1301.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM1300BRWZ-RLTR-ND,ADUM1300BRWZ-RL,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 16SOIC,1000,1000,"2.92698","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","3/0","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1300_1301.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM1300BRWZ-RLCT-ND,ADUM1300BRWZ-RL,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 16SOIC,1226,1000,"5.71000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","3/0","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1300_1301.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM1300BRWZ-RLDKR-ND,ADUM1300BRWZ-RL,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 16SOIC,1226,1000,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","3/0","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7240cf,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-47778-2-ND,ISO7240MDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,18000,10000,"2.96058","0","2000","Tape & Reel (TR)","-","Active","Capacitive Coupling","General Purpose","No","4","4/0","Unidirectional","2500Vrms","25kV/µs","150Mbps","23ns, 23ns","2ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7240cf,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-47778-1-ND,ISO7240MDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,18315,10001,"6.08000","0","1","Cut Tape (CT)","-","Active","Capacitive Coupling","General Purpose","No","4","4/0","Unidirectional","2500Vrms","25kV/µs","150Mbps","23ns, 23ns","2ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7240cf,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-47778-6-ND,ISO7240MDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,18315,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Capacitive Coupling","General Purpose","No","4","4/0","Unidirectional","2500Vrms","25kV/µs","150Mbps","23ns, 23ns","2ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7240cf,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-41278-2-ND,ISO7241MDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,6000,10000,"2.96058","0","2000","Tape & Reel (TR)","-","Active","Capacitive Coupling","General Purpose","No","4","3/1","Unidirectional","2500Vrms","25kV/µs","150Mbps","23ns, 23ns","2ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7240cf,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-41278-1-ND,ISO7241MDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,6778,10001,"6.08000","0","1","Cut Tape (CT)","-","Active","Capacitive Coupling","General Purpose","No","4","3/1","Unidirectional","2500Vrms","25kV/µs","150Mbps","23ns, 23ns","2ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7240cf,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-41278-6-ND,ISO7241MDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,6778,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Capacitive Coupling","General Purpose","No","4","3/1","Unidirectional","2500Vrms","25kV/µs","150Mbps","23ns, 23ns","2ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.silabs.com/documents/public/data-sheets/Si860x.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-2050-5-ND,SI8602AC-B-IS,Silicon Labs,DGTL ISO 3.75KV 2CH I2C 8SOIC,1601,0,"2.99000","0","1","Tube","-","Active","Capacitive Coupling","I²C","No","2","2/1","Bidirectional, Unidirectional","3750Vrms","35kV/µs","-","-","-","-","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso3080,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-41272-2-ND,ISO3080DWR,Texas Instruments,DG ISO 2.5KV RS422/RS485 16SOIC,24000,10000,"3.04304","0","2000","Tape & Reel (TR)","-","Active","Capacitive Coupling","RS422, RS485","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","200kbps","-","-","-","3.15V ~ 5.5V, 4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso3080,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-41272-1-ND,ISO3080DWR,Texas Instruments,DG ISO 2.5KV RS422/RS485 16SOIC,25846,10001,"6.25000","0","1","Cut Tape (CT)","-","Active","Capacitive Coupling","RS422, RS485","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","200kbps","-","-","-","3.15V ~ 5.5V, 4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso3080,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-41272-6-ND,ISO3080DWR,Texas Instruments,DG ISO 2.5KV RS422/RS485 16SOIC,25846,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Capacitive Coupling","RS422, RS485","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","200kbps","-","-","-","3.15V ~ 5.5V, 4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso3082,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-37891-2-ND,ISO3082DWR,Texas Instruments,DG ISO 2.5KV RS422/RS485 16SOIC,18000,0,"3.04304","0","2000","Tape & Reel (TR)","-","Active","Capacitive Coupling","RS422, RS485","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","200kbps","-","-","-","3.15V ~ 5.5V, 4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso3082,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-37891-1-ND,ISO3082DWR,Texas Instruments,DG ISO 2.5KV RS422/RS485 16SOIC,21042,0,"6.25000","0","1","Cut Tape (CT)","-","Active","Capacitive Coupling","RS422, RS485","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","200kbps","-","-","-","3.15V ~ 5.5V, 4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso3082,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-37891-6-ND,ISO3082DWR,Texas Instruments,DG ISO 2.5KV RS422/RS485 16SOIC,21042,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Capacitive Coupling","RS422, RS485","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","200kbps","-","-","-","3.15V ~ 5.5V, 4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://datasheets.maximintegrated.com/en/ds/MAX14850.pdf,//media.digikey.com/Renders/Maxim%20Renders/16%20SOIC.jpg,MAX14850ASE+-ND,MAX14850ASE+,Maxim Integrated,DGTL ISO 600V GEN PURP 16SOIC,2092,10250,"3.07000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","6","4/4","Bidirectional, Unidirectional","600Vrms","1.5kV/µs","2Mbps, 50Mbps","-","-","-","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7241c-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-36597-2-ND,ISO7241CQDWRQ1,Texas Instruments,DGTL ISO 4KV 4CH GEN PURP 16SOIC,2000,10000,"3.08427","0","2000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","General Purpose","No","4","3/1","Unidirectional","4000Vpk","25kV/µs","25Mbps","45ns, 45ns","5ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7241c-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-36597-1-ND,ISO7241CQDWRQ1,Texas Instruments,DGTL ISO 4KV 4CH GEN PURP 16SOIC,6921,10001,"6.33000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","General Purpose","No","4","3/1","Unidirectional","4000Vpk","25kV/µs","25Mbps","45ns, 45ns","5ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7241c-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-36597-6-ND,ISO7241CQDWRQ1,Texas Instruments,DGTL ISO 4KV 4CH GEN PURP 16SOIC,6921,10001,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","General Purpose","No","4","3/1","Unidirectional","4000Vpk","25kV/µs","25Mbps","45ns, 45ns","5ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.silabs.com/documents/public/data-sheets/si864x-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-2094-5-ND,SI8642EC-B-IS1,Silicon Labs,DGTL ISO 3.75KV GEN PURP 16SOIC,2841,0,"3.09000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","4","2/2","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.silabs.com/documents/public/data-sheets/si864x-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-2089-5-ND,SI8641EC-B-IS1,Silicon Labs,DGTL ISO 3.75KV GEN PURP 16SOIC,2778,0,"3.09000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","4","3/1","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.silabs.com/documents/public/data-sheets/si864x-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-2087-5-ND,SI8641BC-B-IS1,Silicon Labs,DGTL ISO 3.75KV GEN PURP 16SOIC,1464,0,"3.09000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","4","3/1","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.silabs.com/documents/public/data-sheets/si864x-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-2084-5-ND,SI8640EC-B-IS1,Silicon Labs,DGTL ISO 3.75KV GEN PURP 16SOIC,1274,0,"3.09000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","4","4/0","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.silabs.com/documents/public/data-sheets/si864x-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-2097-5-ND,SI8645BC-B-IS1,Silicon Labs,DGTL ISO 3.75KV GEN PURP 16SOIC,572,0,"3.09000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","4","4/0","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.silabs.com/documents/public/data-sheets/si864x-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3911-2-ND,SI8641BD-B-ISR,Silicon Labs,DGTL ISO 5KV 4CH GEN PURP 16SOIC,3750,0,"3.09619","0","1250","Tape & Reel (TR)","-","Active","Capacitive Coupling","General Purpose","No","4","3/1","Unidirectional","5000Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
