Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Technology","Number of Channels","Voltage - Isolation","Common Mode Transient Immunity (Min)","Propagation Delay tpLH / tpHL (Max)","Pulse Width Distortion (Max)","Rise / Fall Time (Typ)","Current - Output High, Low","Current - Peak Output","Voltage - Forward (Vf) (Typ)","Current - DC Forward (If) (Max)","Voltage - Output Supply","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package","Approvals"
http://www.onsemi.com/pub/Collateral/FOD3120-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/46-8-DIP-SMD.jpg,FOD3120SDVCT-ND,FOD3120SDV,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,6220,39000,"3.22000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","5000Vrms","35kV/µs","400ns, 400ns","100ns","60ns, 60ns","2A, 2A","3A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","IEC, UL"
http://www.onsemi.com/pub/Collateral/FOD3120-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/46-8-DIP-SMD.jpg,FOD3120SDVDKR-ND,FOD3120SDV,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,6220,39000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","5000Vrms","35kV/µs","400ns, 400ns","100ns","60ns, 60ns","2A, 2A","3A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","IEC, UL"
https://docs.broadcom.com/docs/AV02-0308EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,516-3738-2-ND,ACPL-T350-500E,Broadcom Limited,OPTOISO 3.75KV GATE DRVR 8DIP GW,6000,0,"1.20821","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","3750Vrms","15kV/µs","500ns, 500ns","300ns","15ns, 20ns","2A, 2A","2.5A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CSA, UR"
https://docs.broadcom.com/docs/AV02-0308EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,516-3738-1-ND,ACPL-T350-500E,Broadcom Limited,OPTOISO 3.75KV GATE DRVR 8DIP GW,6864,0,"3.38000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","3750Vrms","15kV/µs","500ns, 500ns","300ns","15ns, 20ns","2A, 2A","2.5A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CSA, UR"
https://docs.broadcom.com/docs/AV02-0308EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,516-3738-6-ND,ACPL-T350-500E,Broadcom Limited,OPTOISO 3.75KV GATE DRVR 8DIP GW,6864,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","3750Vrms","15kV/µs","500ns, 500ns","300ns","15ns, 20ns","2A, 2A","2.5A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CSA, UR"
http://www.onsemi.com/pub/Collateral/FOD3180-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/46-8-DIP-SMD.jpg,FOD3180SDTR-ND,FOD3180SD,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,3000,9000,"1.21000","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","200ns, 200ns","65ns","75ns, 55ns","2A, 2A","2.5A","1.43V","25mA","10V ~ 20V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","cUL, UL"
http://www.onsemi.com/pub/Collateral/FOD3180-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/46-8-DIP-SMD.jpg,FOD3180SDCT-ND,FOD3180SD,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,3771,9000,"3.39000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","200ns, 200ns","65ns","75ns, 55ns","2A, 2A","2.5A","1.43V","25mA","10V ~ 20V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","cUL, UL"
http://www.onsemi.com/pub/Collateral/FOD3180-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/46-8-DIP-SMD.jpg,FOD3180SDDKR-ND,FOD3180SD,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,3771,9000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","200ns, 200ns","65ns","75ns, 55ns","2A, 2A","2.5A","1.43V","25mA","10V ~ 20V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","cUL, UL"
http://www.onsemi.com/pub/Collateral/FOD3180-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/46-8-DIP-SMD.jpg,FOD3180SDVTR-ND,FOD3180SDV,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,20000,8000,"1.22513","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","200ns, 200ns","65ns","75ns, 55ns","2A, 2A","2.5A","1.43V","25mA","10V ~ 20V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","cUL, UL, VDE"
http://www.onsemi.com/pub/Collateral/FOD3180-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/46-8-DIP-SMD.jpg,FOD3180SDVCT-ND,FOD3180SDV,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,20817,8000,"3.43000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","200ns, 200ns","65ns","75ns, 55ns","2A, 2A","2.5A","1.43V","25mA","10V ~ 20V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","cUL, UL, VDE"
http://www.onsemi.com/pub/Collateral/FOD3180-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/46-8-DIP-SMD.jpg,FOD3180SDVDKR-ND,FOD3180SDV,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,20817,8000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","200ns, 200ns","65ns","75ns, 55ns","2A, 2A","2.5A","1.43V","25mA","10V ~ 20V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","cUL, UL, VDE"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-3773-2-ND,ACPL-K342-500E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 8SO,1000,0,"1.50450","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","5000Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-3773-1-ND,ACPL-K342-500E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 8SO,1716,0,"3.73000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","5000Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-3773-6-ND,ACPL-K342-500E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 8SO,1716,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","5000Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-2929EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-3775-2-ND,ACPL-P341-500E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 6SO,2000,0,"1.57569","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","3750Vrms","35kV/µs","200ns, 200ns","70ns","43ns, 40ns","2.5A, 2.5A","3A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO Stretched","CSA, UR"
https://docs.broadcom.com/docs/AV02-2929EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-3775-1-ND,ACPL-P341-500E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 6SO,2711,0,"3.91000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","3750Vrms","35kV/µs","200ns, 200ns","70ns","43ns, 40ns","2.5A, 2.5A","3A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO Stretched","CSA, UR"
https://docs.broadcom.com/docs/AV02-2929EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-3775-6-ND,ACPL-P341-500E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 6SO,2711,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","3750Vrms","35kV/µs","200ns, 200ns","70ns","43ns, 40ns","2.5A, 2.5A","3A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO Stretched","CSA, UR"
https://docs.broadcom.com/docs/AV02-0165EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,516-3778-2-ND,HCPL-3180-500E,Broadcom Limited,OPTOISO 3.75KV GATE DRVR 8DIP GW,19000,0,"1.70599","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","3750Vrms","10kV/µs","200ns, 200ns","65ns","25ns, 25ns","2A, 2A","2.5A","1.5V","25mA","10V ~ 20V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CSA, UR"
https://docs.broadcom.com/docs/AV02-0165EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,516-3778-1-ND,HCPL-3180-500E,Broadcom Limited,OPTOISO 3.75KV GATE DRVR 8DIP GW,19248,0,"4.23000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","3750Vrms","10kV/µs","200ns, 200ns","65ns","25ns, 25ns","2A, 2A","2.5A","1.5V","25mA","10V ~ 20V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CSA, UR"
https://docs.broadcom.com/docs/AV02-0165EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,516-3778-6-ND,HCPL-3180-500E,Broadcom Limited,OPTOISO 3.75KV GATE DRVR 8DIP GW,19248,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","3750Vrms","10kV/µs","200ns, 200ns","65ns","25ns, 25ns","2A, 2A","2.5A","1.5V","25mA","10V ~ 20V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CSA, UR"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,336-2421-5-ND,SI8261BCC-C-IP,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,180,0,"1.71000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","13.5V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
https://docs.broadcom.com/docs/AV02-4078EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-3743-2-ND,ACPL-W346-500E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 6SO,1000,0,"2.03913","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","5000Vrms","50kV/µs","120ns, 120ns","50ns","8ns, 8ns","2A, 2A","2.5A","1.55V","25mA","10V ~ 20V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO Stretched","CSA, UR"
https://docs.broadcom.com/docs/AV02-4078EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-3743-1-ND,ACPL-W346-500E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 6SO,1877,0,"5.05000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","5000Vrms","50kV/µs","120ns, 120ns","50ns","8ns, 8ns","2A, 2A","2.5A","1.55V","25mA","10V ~ 20V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO Stretched","CSA, UR"
https://docs.broadcom.com/docs/AV02-4078EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-3743-6-ND,ACPL-W346-500E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 6SO,1877,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","5000Vrms","50kV/µs","120ns, 120ns","50ns","8ns, 8ns","2A, 2A","2.5A","1.55V","25mA","10V ~ 20V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO Stretched","CSA, UR"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM7234.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM7234BRZ-RL7TR-ND,ADUM7234BRZ-RL7,Analog Devices Inc.,DGTL ISO 1KV 2CH GATE DVR 16SOIC,1000,3000,"2.13514","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","2","1000Vrms","35kV/µs","160ns, 160ns","14ns","14ns, 14ns","-","4A","-","-","12V ~ 18V","-40°C ~ 105°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","UR"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM7234.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM7234BRZ-RL7CT-ND,ADUM7234BRZ-RL7,Analog Devices Inc.,DGTL ISO 1KV 2CH GATE DVR 16SOIC,1187,3000,"4.16000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","2","1000Vrms","35kV/µs","160ns, 160ns","14ns","14ns, 14ns","-","4A","-","-","12V ~ 18V","-40°C ~ 105°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","UR"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM7234.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM7234BRZ-RL7DKR-ND,ADUM7234BRZ-RL7,Analog Devices Inc.,DGTL ISO 1KV 2CH GATE DVR 16SOIC,1187,3000,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","2","1000Vrms","35kV/µs","160ns, 160ns","14ns","14ns, 14ns","-","4A","-","-","12V ~ 18V","-40°C ~ 105°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","UR"
https://www.silabs.com/documents/public/data-sheets/si8239x-data-sheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3856-ND,SI82395CB-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DVR 16SOIC,330,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","35kV/µs","40ns, 40ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","12.8V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3538-5-ND,SI8273DB-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,213,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","150kV/µs","60ns, 60ns","8ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","9.6V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,SI8233AB-D-IS1-ND,SI8233AB-D-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,162,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","6.5V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
http://www.onsemi.com/pub/Collateral/FOD3184-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/46-8-DIP-SMD.jpg,FOD3184S-ND,FOD3184S,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,1128,3000,"2.70000","0","1","Tube","-","Active","Optical Coupling","1","5000Vrms","35kV/µs","210ns, 210ns","65ns","38ns, 24ns","2.5A, 2.5A","3A","1.43V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","UL"
https://docs.broadcom.com/docs/AV02-0157EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-3450-ND,ACPL-P302-000E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 6SO,6763,0,"2.76000","0","1","Tube","-","Active","Optical Coupling","1","3750Vrms","10kV/µs","700ns, 700ns","-","50ns, 50ns","200mA, 200mA","400mA","1.5V","25mA","10V ~ 30V","-40°C ~ 100°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-0155EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,516-3746-ND,HCPL-J314-000E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DVR 8DIP,2225,0,"2.83000","0","1","Tube","-","Active","Optical Coupling","1","3750Vrms","25kV/µs","700ns, 700ns","-","50ns, 50ns","400mA, 400mA","600mA","1.5V","25mA","10V ~ 30V","-40°C ~ 100°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","CSA, IEC/EN/DIN, UR"
https://www.silabs.com/documents/public/data-sheets/si8239x-data-sheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3386-5-ND,SI82395BD-IS,Silicon Labs,DGTL ISO 5KV 2CH GATE DVR 16SOIC,747,0,"2.95000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","5000Vrms","35kV/µs","40ns, 40ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","10V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/si8239x-data-sheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3387-5-ND,SI82395CD-IS,Silicon Labs,DGTL ISO 5KV 2CH GATE DVR 16SOIC,151,0,"2.95000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","5000Vrms","35kV/µs","40ns, 40ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","12.8V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/si8239x-data-sheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3385-5-ND,SI82395AD-IS,Silicon Labs,DGTL ISO 5KV 2CH GATE DVR 16SOIC,128,0,"2.95000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","5000Vrms","35kV/µs","40ns, 40ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","6.5V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/si8239x-data-sheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3382-5-ND,SI82394AD-IS,Silicon Labs,DGTL ISO 5KV 2CH GATE DVR 16SOIC,109,0,"2.95000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","5000Vrms","35kV/µs","40ns, 40ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","6.5V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://docs.broadcom.com/docs/AV02-0308EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,516-3451-ND,ACPL-T350-000E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DVR 8DIP,2630,0,"3.00000","0","1","Tube","-","Active","Optical Coupling","1","3750Vrms","15kV/µs","500ns, 500ns","300ns","15ns, 20ns","2A, 2A","2.5A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","CSA, UR"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,SI8235BD-D-IS-ND,SI8235BD-D-IS,Silicon Labs,DGTL ISO 5KV 2CH GATE DVR 16SOIC,613,0,"3.06000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","5000Vrms","20kV/µs","60ns, 60ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","9.4V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,SI8238AD-D-IS-ND,SI8238AD-D-IS,Silicon Labs,DGTL ISO 5KV 2CH GATE DVR 16SOIC,571,0,"3.06000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","5000Vrms","20kV/µs","60ns, 60ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","6.5V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UR, VDE"
http://www.onsemi.com/pub/Collateral/FOD3180-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/46-8-DIP-SMD.jpg,FOD3180S-ND,FOD3180S,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,1284,0,"3.08000","0","1","Tube","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","200ns, 200ns","65ns","75ns, 55ns","2A, 2A","2.5A","1.43V","25mA","10V ~ 20V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","cUL, UL"
https://docs.broadcom.com/docs/AV02-2930EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-3452-ND,ACPL-W340-000E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 6SO,2665,0,"3.31000","0","1","Tube","-","Active","Optical Coupling","1","5000Vrms","35kV/µs","200ns, 200ns","70ns","43ns, 40ns","800mA, 800mA","1A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO Stretched","CSA, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-2159-5-ND,ACPL-K342-000E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 8SO,6291,0,"3.33000","0","1","Tube","-","Active","Optical Coupling","1","5000Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-0821EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-3448-ND,ACPL-H312-000E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 8SO,2048,0,"3.48000","0","1","Tube","-","Active","Optical Coupling","1","3750Vrms","15kV/µs","500ns, 500ns","300ns","50ns, 50ns","2A, 2A","2.5A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
https://toshiba.semicon-storage.com/info/docget.jsp?did=15191&prodName=TLP5214,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,TLP5214(D4-TPETR-ND,"TLP5214(D4-TP,E",Toshiba Semiconductor and Storage,OPTOISO 5KV 1CH GATE DRIVER 16SO,1500,0,"3.62362","0","1500","Tape & Reel (TR)","-","Active","Optical Coupling","1","5000Vrms","35kV/µs","150ns, 150ns","50ns","32ns, 18ns","3A, 3A","4A","1.7V (Max)","25mA","15V ~ 30V","-40°C ~ 110°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SO","CQC, CSA, cUL, UL, VDE"
https://toshiba.semicon-storage.com/info/docget.jsp?did=15191&prodName=TLP5214,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,TLP5214(D4-TPECT-ND,"TLP5214(D4-TP,E",Toshiba Semiconductor and Storage,OPTOISO 5KV 1CH GATE DRIVER 16SO,2098,0,"8.13000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","5000Vrms","35kV/µs","150ns, 150ns","50ns","32ns, 18ns","3A, 3A","4A","1.7V (Max)","25mA","15V ~ 30V","-40°C ~ 110°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SO","CQC, CSA, cUL, UL, VDE"
