Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","Technology","Frequency","Memory Type","Writable Memory","Standards","Operating Temperature","Size / Dimension"
-,-,1543-1037-ND,600442,Avery Dennison RFID,RFID INLAY DRY UHF AD-642M5,0,0,"0.15051","0","10000","Impinj® Monza® 5","Active","-","-","-","-","-","-","-","-"
-,-,1543-1038-ND,600443,Avery Dennison RFID,RFID INLAY DRY UHF AD-642M5,0,0,"0.15051","0","15000","Impinj® Monza® 5","Active","-","-","-","-","-","-","-","-"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-380iM-Datasheet-v1.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_6006xx.jpg,600660-ND,600660,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,0,0,"0.15066","0","10000","NXP UCODE G2iM","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","512b (User)","ISO 18000-6, EPC","-40°C ~ 85°C","1.970"" L x 1.180"" W (50.00mm x 30.00mm)"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-661r6-P-Datasheet-feb-16.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_60072x.JPG,600727-ND,600727,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,0,0,"0.15066","0","10000","Impinj® Monza® R6","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","64kb (User)","ISO 18000-6, EPC","-40°C ~ 85°C","3.543"" L x 0.748"" W (90.00mm x 19.00mm)"
"//media.digikey.com/pdf/Data%20Sheets/Avery%20Dennison%20PDFs/600684,%20600685.pdf",//media.digikey.com/Photos/Avery%20Dennison/MFG_60068x.JPG,600684-ND,600684,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,0,0,"0.15438","0","7500","Impinj® Monza® R6","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","128b (EPC)","ISO 18000-6, EPC","-40°C ~ 85°C","1.969"" L x 1.969"" W (50.00mm x 50.00mm)"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-237r6-Datasheet-v1.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_100347.jpg,100347-ND,100347,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,0,0,"0.15484","0","3000","-","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","96b (EPC)","ISO 18000-6, EPC","-40°C ~ 85°C","2.756"" L x 0.571"" W (70.00mm x 14.50mm)"
"//media.digikey.com/pdf/Data%20Sheets/Avery%20Dennison%20PDFs/600684,%20600685.pdf",//media.digikey.com/Photos/Avery%20Dennison/MFG_60068x.JPG,600685-ND,600685,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,0,0,"0.16182","0","7500","Impinj® Monza® R6","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","128b (EPC)","ISO 18000-6, EPC","-40°C ~ 85°C","1.969"" L x 1.969"" W (50.00mm x 50.00mm)"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-380iL-Datasheet-v1.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_AD-380iL.jpg,1543-1014-ND,100217,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,0,0,"0.16969","0","3000","NXP UCODE G2iL","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","128b (EPC)","EPC, ISO 18000-6","-40°C ~ 85°C","50.00mm x 30.00mm"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-380iL-Datasheet-v1.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_AD-380iL.jpg,1543-1030-ND,600399,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,0,0,"0.18042","0","4500","NXP UCODE G2iL","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","128b (EPC)","EPC, ISO 18000-6","-40°C ~ 85°C","50.00mm x 30.00mm"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-740-NFC-Datasheet-v1.pdf,//media.digikey.com/photos/Avery%20Dennison/MFG_AD-740.JPG,700071-ND,700071,Avery Dennison RFID,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.22032","0","15000","-","Active","Inlay","Passive","13.56MHz","Read/Write","384b (User)","ISO 14443","-40°C ~ 70°C","38.00mm x 22.50mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589477,-,ATA5577M133SC-DDB-ND,ATA5577M133SC-DDB,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.23175","0","50000","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.15mm x 1.00mm x 0.15mm"
//media.digikey.com/pdf/Data%20Sheets/Avery%20Dennison%20PDFs/AD-750.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_700074.jpg,700074-ND,700074,Avery Dennison RFID,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.24960","0","15000","-","Active","Inlay","Passive","13.56MHz","Read/Write","144B (User)","ISO 14443","-25°C ~ 50°C","0.709"" L x 0.315"" W (18.00mm x 8.00mm)"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-740-NFC-Datasheet-v1.pdf,//media.digikey.com/photos/Avery%20Dennison/MFG_AD-740.JPG,750028-ND,750028,Avery Dennison RFID,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.26448","0","2000","-","Active","Inlay","Passive","13.56MHz","Read/Write","384b (User)","ISO 14443","-40°C ~ 70°C","38.00mm x 22.50mm"
-,-,ATA5577M3330C-DDB-ND,ATA5577M3330C-DDB,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.27038","0","4762","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.15mm x 1.00mm x 0.15mm"
-,-,ATA5577M3331C-DBB-ND,ATA5577M3331C-DBB,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.27038","0","8000","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.36mm x 1.00mm x 0.16mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589477,-,ATA5577M233AC-DBB-ND,ATA5577M233AC-DBB,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.27038","0","50000","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.36mm x 1.00mm x 0.16mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589477,-,ATA5577M233SC-DBB-ND,ATA5577M233SC-DBB,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.27038","0","50000","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.36mm x 1.00mm x 0.16mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589477,-,ATA5577M3330C-DBB-ND,ATA5577M3330C-DBB,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.27038","0","8000","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.36mm x 1.00mm x 0.16mm"
-,//media.digikey.com/Photos/Avery%20Dennison/700037.jpg,700037-ND,700061,Avery Dennison RFID,RFID TAG 13.56MHZ INLAY,0,0,"0.28512","0","5000","-","Active","Inlay","Passive","13.56MHz","-","-","ISO 15693, ISO 18000-3","-40°C ~ 85°C","47.00mm x 47.00mm"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-730x-Datasheet-v1.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_AD-730x.jpg,700047-ND,700065,Avery Dennison RFID,RFID TAG 13.56MHZ INLAY,0,0,"0.28512","0","7500","-","Active","Inlay","Passive","13.56MHz","-","-","ISO 15693, ISO 18000-3","-40°C ~ 85°C","31.00mm x 14.00mm"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-721-NFC-Datasheet-v1.pdf,//media.digikey.com/photos/Avery%20Dennison/MFG_AD-721.JPG,750027-ND,750027,Avery Dennison RFID,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.30624","0","2000","-","Active","Inlay","Passive","13.56MHz","Read/Write","384b (User)","ISO 14443","-25°C ~ 50°C","38.00mm x 22.50mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589477,-,ATA5577M2330C-DBQTR-ND,ATA5577M2330C-DBQ,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.32187","0","10263","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.36mm x 1.00mm x 0.29mm"
-,-,ATA5577M3330C-DBQ-ND,ATA5577M3330C-DBQ,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.32188","0","4000","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.36mm x 1.00mm x 0.29mm"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-714x-Datasheet-v1.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_AD-714x.jpg,700039-ND,700039,Avery Dennison RFID,RFID TAG 13.56MHZ INLAY,0,0,"0.32400","0","5000","-","Active","Inlay","Passive","13.56MHz","-","-","ISO 15693, ISO 18000-3","-40°C ~ 85°C","45.00mm x 76.20mm"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-714x-Datasheet-v1.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_AD-714x.jpg,700040-ND,700040,Avery Dennison RFID,RFID TAG 13.56MHZ INLAY,0,0,"0.33696","0","5000","-","Active","Inlay","Passive","13.56MHz","-","-","ISO 15693, ISO 18000-3","-40°C ~ 85°C","45.00mm x 76.20mm"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Frf37s114,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_Tag-it-HF-I-Standard-Square-Inlays.jpg,296-43269-ND,RF37S114HTFJB,Texas Instruments,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.37506","0","5000","Tag-it™ HF-I Standard Square Inlays","Active","Inlay","Passive","13.56MHz","Read/Write","256b (User)","ISO 15693, ISO 18000-3","-25°C ~ 70°C","4.00mm x 4.00mm x 0.66mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-7790-2-ND,LXMS31ACNA-010,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,0,0,"0.45892","0","4000","MAGICSTRAP®","Not For New Designs","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-7790-1-ND,LXMS31ACNA-010,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,0,0,"Discontinued at Digi-Key","0","1","MAGICSTRAP®","Discontinued at Digi-Key","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-7790-6-ND,LXMS31ACNA-010,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,0,0,"Digi-Reel","0","1","MAGICSTRAP®","Discontinued at Digi-Key","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-11801-2-ND,LXMS31ACNA-009,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,0,0,"0.45892","0","4000","MAGICSTRAP®","Not For New Designs","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-11801-1-ND,LXMS31ACNA-009,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,62,0,"1.20000","0","1","MAGICSTRAP®","Discontinued at Digi-Key","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-11801-6-ND,LXMS31ACNA-009,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,0,0,"Digi-Reel","0","1","MAGICSTRAP®","Discontinued at Digi-Key","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590327,//media.digikey.com/Photos/Atmel%20Photos/AT88RF04C-MR1G.jpg,AT88RF04C-MR1GTR-ND,AT88RF04C-MR1G,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.63088","0","10000","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-40°C ~ 85°C","13.00mm x 12.58mm x 0.90mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590327,//media.digikey.com/Photos/Atmel%20Photos/AT88RF04C-MR1G.jpg,AT88RF04C-MR1GCT-ND,AT88RF04C-MR1G,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"Discontinued at Digi-Key","0","1","CryptoMemory®, CryptoRF®","Discontinued at Digi-Key","Inlay","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-40°C ~ 85°C","13.00mm x 12.58mm x 0.90mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590327,//media.digikey.com/Photos/Atmel%20Photos/AT88RF04C-MVA1.jpg,AT88RF04C-MVA1TR-ND,AT88RF04C-MVA1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.78538","0","10000","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-40°C ~ 85°C","18.10mm x 8.60mm x 0.75mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590327,//media.digikey.com/Photos/Atmel%20Photos/AT88RF04C-MVA1.jpg,AT88RF04C-MVA1CT-ND,AT88RF04C-MVA1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"Discontinued at Digi-Key","0","1","CryptoMemory®, CryptoRF®","Discontinued at Digi-Key","Inlay","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-40°C ~ 85°C","18.10mm x 8.60mm x 0.75mm"
-,-,NCD1015-CT-ND,NCD1015-CT,IXYS Integrated Circuits Division,NCD1015 SILICON DIE,0,0,"0.98000","0","1","*","Active","-","-","-","-","-","-","-","-"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590154,//media.digikey.com/Photos/Atmel%20Photos/AT88SC0808CRF-MR1.jpg,AT88SC0808CRF-MR1TR-ND,AT88SC0808CRF-MR1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.99138","0","10000","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","8kB (User)","ISO 14443","-25°C ~ 85°C","8.00mm x 5.06mm x 0.38mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590154,//media.digikey.com/Photos/Atmel%20Photos/AT88SC0808CRF-MR1.jpg,AT88SC0808CRF-MR1CT-ND,AT88SC0808CRF-MR1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"Discontinued at Digi-Key","0","1","CryptoMemory®, CryptoRF®","Discontinued at Digi-Key","Inlay","Passive","13.56MHz","Read/Write","8kB (User)","ISO 14443","-25°C ~ 85°C","8.00mm x 5.06mm x 0.38mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590154,//media.digikey.com/Photos/Atmel%20Photos/AT88SC0808CRF-MVA1.jpg,AT88SC0808CRF-MVA1TR-ND,AT88SC0808CRF-MVA1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"1.04288","0","10000","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","8kB (User)","ISO 14443","-25°C ~ 85°C","18.10mm x 8.00mm x 0.75mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590154,//media.digikey.com/Photos/Atmel%20Photos/AT88SC0808CRF-MVA1.jpg,AT88SC0808CRF-MVA1CT-ND,AT88SC0808CRF-MVA1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"Discontinued at Digi-Key","0","1","CryptoMemory®, CryptoRF®","Discontinued at Digi-Key","Inlay","Passive","13.56MHz","Read/Write","8kB (User)","ISO 14443","-25°C ~ 85°C","18.10mm x 8.00mm x 0.75mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590152,//media.digikey.com/Photos/Atmel%20Photos/AT88SC6416CRF-MVA1.jpg,AT88SC6416CRF-MVA1TR-ND,AT88SC6416CRF-MVA1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"1.08150","0","10000","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","64kb (User)","ISO 14443","-25°C ~ 85°C","18.10mm x 8.00mm x 0.75mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590152,//media.digikey.com/Photos/Atmel%20Photos/AT88SC6416CRF-MVA1.jpg,AT88SC6416CRF-MVA1CT-ND,AT88SC6416CRF-MVA1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"Discontinued at Digi-Key","0","1","CryptoMemory®, CryptoRF®","Discontinued at Digi-Key","Inlay","Passive","13.56MHz","Read/Write","64kb (User)","ISO 14443","-25°C ~ 85°C","18.10mm x 8.00mm x 0.75mm"
//media.digikey.com/pdf/Data%20Sheets/IXYS%20PDFs/NCD1015-LGA.pdf,-,NCD1015-LGA-ND,NCD1015-LGA,IXYS Integrated Circuits Division,RFID TAG R/W 134.2KHZ,0,0,"1.71570","0","2000","-","Active","-","Passive","134.2kHz","Read/Write","-","ISO 11784, ISO 11785","-25°C ~ 70°C","-"
//media.digikey.com/pdf/Data%20Sheets/Avery%20Dennison%20PDFs/AD-662uDNA.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_600923.jpg,600923-ND,600923,Avery Dennison RFID,DRY INLAY,0,0,"1.93440","0","20000","*","Active","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-14325_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14325.jpg,COM-14325-ND,COM-14325,SparkFun Electronics,RFID TAG READ ONLY 125KHZ CARD,0,0,"1.95000","0","1","-","Active","Card","Passive","125kHz","Read Only","-","-","-","85.50mm x 54.00mm x 0.80mm"
//media.digikey.com/pdf/Data%20Sheets/Avery%20Dennison%20PDFs/AD-662uDNA.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_600870.jpg,600870-ND,600870,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,0,0,"1.96416","0","10000","-","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","-","ISO 18000-6, EPC","-40°C ~ 85°C","3.543"" L x 0.748"" W (90.00mm x 19.00mm)"
-,-,RI-INL-W007-40-ND,RI-INL-W007-40,Texas Instruments,RFID TAG READ ONLY 134.2KHZ DISK,0,0,"1.99640","0","1200","-","Active","-","-","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-","-"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/RFiD_Tag_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-2256.jpg,1471-1962-ND,MIKROE-2256,MikroElektronika,RFID TAG 13.56MHZ KEY FOB,18,0,"2.04000","0","1","RFID click™","Active","Key Fob","-","13.56MHz","-","-","ISO 14443A","-","-"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/RFiD_Tag_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-2254.jpg,1471-1960-ND,MIKROE-2254,MikroElektronika,RFID TAG 13.56MHZ KEY FOB,8,0,"2.04000","0","1","RFID click™","Active","Key Fob","-","13.56MHz","-","-","ISO 14443A","-","-"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/RFiD_Tag_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-2255.jpg,1471-1961-ND,MIKROE-2255,MikroElektronika,RFID TAG 13.56MHZ KEY FOB,4,0,"2.04000","0","1","RFID click™","Active","Key Fob","-","13.56MHz","-","-","ISO 14443A","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SEN-10127_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-10127.JPG,SEN-10127-ND,SEN-10127,SparkFun Electronics,RFID TAG R/W 13.56MHZ COIN,0,0,"2.95000","0","1","-","Active","Coin","Passive","13.56MHz","Read/Write","1kB (User)","-","-","30.00mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SEN-10128_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-10128.jpg,SEN-10128-ND,SEN-10128,SparkFun Electronics,RFID TAG R/W 13.56MHZ COIN,0,0,"2.95000","0","1","-","Active","Coin","Passive","13.56MHz","Read/Write","1kB (User)","-","-","25.00mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SEN-11319_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-11319.jpg,SEN-11319-ND,SEN-11319,SparkFun Electronics,RFID TAG R/W 13.56MHZ INLAY,0,0,"2.95000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","1kB (User)","-","-","30.00mm Dia x 0.40mm"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4032_Web.pdf,-,1528-2805-ND,4032,Adafruit Industries LLC,RFID TAG R/W 13.56MHZ INLAY,0,0,"2.95000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","144B (User)","ISO 14443, NFC","-25°C ~ 70°C","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4033_Web.pdf,-,1528-2806-ND,4033,Adafruit Industries LLC,RFID TAG R/W 13.56MHZ COIN,0,0,"2.95000","0","1","-","Active","Coin","Passive","13.56MHz","Read/Write","144B (User)","ISO 14443, NFC","-25°C ~ 70°C","-"
https://www.parallax.com/sites/default/files/downloads/28446-Nail-RFID-Tag-Datasheet.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_28446.jpg,28446PAR-ND,28446,Parallax Inc.,RFID TAG 125KHZ NAIL,0,0,"2.99000","0","1","-","Not For New Designs","-","Passive","125kHz","-","-","-","-25°C ~ 85°C","-"
https://abracon.com/RFID-Tags-Antenna/ART868X130903TX13.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ART868X130903TX13.jpg,535-12922-ND,ART868X130903TX13,Abracon LLC,RFID TAG 865-868MHZ ENCAP,0,0,"3.12836","0","360","-","Active","Encapsulated","Passive","865MHz ~ 868MHz","-","-","EPC","-40°C ~ 85°C","13.00mm x 9.00mm x 3.00mm"
https://abracon.com/RFID-Tags-Antenna/ART915X130930TX13.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ART915X130930TX13.jpg,535-12925-ND,ART915X130930TX13,Abracon LLC,RFID TAG 902-928MHZ ENCAP,0,0,"3.12836","0","360","-","Active","Encapsulated","Passive","902MHz ~ 928MHz","-","-","EPC","-40°C ~ 85°C","13.00mm x 9.00mm x 3.00mm"
https://abracon.com/RFID-Tags-Antenna/ART915X25275YZ25.pdf,//media.digikey.com/Renders/Abracon%20Renders/ART915X25275YZ25.jpg,535-12927-ND,ART915X25275YZ25,Abracon LLC,RFID TAG 902-928MHZ ENCAP,0,0,"3.12836","0","250","-","Active","Encapsulated","Passive","902MHz ~ 928MHz","-","-","EPC","-40°C ~ 85°C","25.00mm x 25.00mm x 2.75mm"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrpgr30enatga,//media.digikey.com/photos/Texas%20Instr%20Photos/TRPGR30ENATGA.JPG,296-37824-2-ND,TRPGR30ENATGA,Texas Instruments,RFID TAG RD ONLY 134.2KHZ ENCAP,0,10000,"3.21860","0","2000","-","Active","Glass Encapsulated","Passive","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-25°C ~ 70°C","3.85mm Dia x 23.10mm"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrpgr30enatga,//media.digikey.com/photos/Texas%20Instr%20Photos/TRPGR30ENATGA.JPG,296-37824-1-ND,TRPGR30ENATGA,Texas Instruments,RFID TAG RD ONLY 134.2KHZ ENCAP,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Glass Encapsulated","Passive","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-25°C ~ 70°C","3.85mm Dia x 23.10mm"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrpgr30enatga,//media.digikey.com/photos/Texas%20Instr%20Photos/TRPGR30ENATGA.JPG,296-37824-6-ND,TRPGR30ENATGA,Texas Instruments,RFID TAG RD ONLY 134.2KHZ ENCAP,0,0,"Digi-Reel","0","1","-","Discontinued at Digi-Key","Glass Encapsulated","Passive","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-25°C ~ 70°C","3.85mm Dia x 23.10mm"
-,-,TRPGP40ATGA-ND,TRPGP40ATGA,Texas Instruments,RFID TAG READ ONLY GLASS ENCAP,0,2000,"3.29420","0","2000","-","Active","Glass Encapsulated","Passive","-","Read Only","-","ISO 11784, ISO 11785","-25°C ~ 70°C","-"
