Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Inductance","Tolerance","Q @ Freq","Mounting Type","Package / Case","Size / Dimension","Height"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ3R9K-ND,WVL9FJ3R9K,Vishay Dale,WVL 3.9 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","3.9µH","±10%","72 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ470K-ND,WVL9FJ470K,Vishay Dale,WVL 47 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","47µH","±10%","88 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ470KH-ND,WVL9FJ470KH,Vishay Dale,WVL-H 47 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","47µH","±10%","88 @ 2.5MHz","Through Hole","Radial, Horizontal Cylinder","0.320"" Dia x 0.400"" L (8.13mm x 10.16mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ471K-ND,WVL9FJ471K,Vishay Dale,WVL 470 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","470µH","±10%","80 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ472K-ND,WVL9FJ472K,Vishay Dale,WVL 4.7K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","4.7mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ473K-ND,WVL9FJ473K,Vishay Dale,WVL 47K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","47mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ4R7K-ND,WVL9FJ4R7K,Vishay Dale,WVL 4.7 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","4.7µH","±10%","76 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ560K-ND,WVL9FJ560K,Vishay Dale,WVL 56 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","56µH","±10%","92 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ561K-ND,WVL9FJ561K,Vishay Dale,WVL 560 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","560µH","±10%","76 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ562K-ND,WVL9FJ562K,Vishay Dale,WVL 5.6K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","5.6mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ5R6K-ND,WVL9FJ5R6K,Vishay Dale,WVL 5.6 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","5.6µH","±10%","76 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ680K-ND,WVL9FJ680K,Vishay Dale,WVL 68 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","68µH","±10%","84 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ681K-ND,WVL9FJ681K,Vishay Dale,WVL 680 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","680µH","±10%","80 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ682K-ND,WVL9FJ682K,Vishay Dale,WVL 6.8K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","6.8mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ683K-ND,WVL9FJ683K,Vishay Dale,WVL 68K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","68mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ6R8K-ND,WVL9FJ6R8K,Vishay Dale,WVL 6.8 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","6.8µH","±10%","68 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ820K-ND,WVL9FJ820K,Vishay Dale,WVL 82 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","82µH","±10%","84 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ821K-ND,WVL9FJ821K,Vishay Dale,WVL 820 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","820µH","±10%","72 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ822K-ND,WVL9FJ822K,Vishay Dale,WVL 8.2K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","8.2mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ823K-ND,WVL9FJ823K,Vishay Dale,WVL 82K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","82mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ8R2K-ND,WVL9FJ8R2K,Vishay Dale,WVL 8.2 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","8.2µH","±10%","76 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR10J-ND,WVL9FJR10J,Vishay Dale,WVL .1 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","100nH","±5%","56 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR10K-ND,WVL9FJR10K,Vishay Dale,WVL .1 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","100nH","±10%","56 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR12J-ND,WVL9FJR12J,Vishay Dale,WVL .12 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","120nH","±5%","56 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR15J-ND,WVL9FJR15J,Vishay Dale,WVL .15 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","150nH","±5%","56 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR18J-ND,WVL9FJR18J,Vishay Dale,WVL .18 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","180nH","±5%","56 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR22J-ND,WVL9FJR22J,Vishay Dale,WVL .22 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","220nH","±5%","56 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR22JH-ND,WVL9FJR22JH,Vishay Dale,WVL-H .22 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","220nH","±5%","56 @ 25MHz","Through Hole","Radial, Horizontal Cylinder","0.320"" Dia x 0.400"" L (8.13mm x 10.16mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR27J-ND,WVL9FJR27J,Vishay Dale,WVL .27 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","270nH","±5%","64 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR33J-ND,WVL9FJR33J,Vishay Dale,WVL .33 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","330nH","±5%","64 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR47J-ND,WVL9FJR47J,Vishay Dale,WVL .47 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","470nH","±5%","64 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR47JH-ND,WVL9FJR47JH,Vishay Dale,WVL-H .47 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","470nH","±5%","64 @ 25MHz","Through Hole","Radial, Horizontal Cylinder","0.320"" Dia x 0.400"" L (8.13mm x 10.16mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR56J-ND,WVL9FJR56J,Vishay Dale,WVL .56 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","560nH","±5%","64 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR68J-ND,WVL9FJR68J,Vishay Dale,WVL .68 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","680nH","±5%","64 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJR82J-ND,WVL9FJR82J,Vishay Dale,WVL .82 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","820nH","±5%","68 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
