Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Holding Temperature","Rated Functioning Temperature","Voltage - Rated AC","Voltage - Rated DC","Current Rating (Amps)","Approvals","Maximum Temperature Limit","Package / Case"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BH115-ND,EYP-2BH115,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","H","Obsolete","90°C (194°F)","115°C (239°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Radial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BH134-ND,EYP-2BH134,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","H","Obsolete","95°C (203°F)","134°C (273°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Radial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BH138-ND,EYP-2BH138,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","H","Obsolete","105°C (221°F)","139°C (282°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Radial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BN098V-ND,EYP-2BN098V,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","N","Obsolete","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BN099L-ND,EYP-2BN099L,Panasonic Electronic Components,TCO 2A RADIAL LONG LEAD,0,0,"Obsolete","0","0","N","Obsolete","75°C (167°F)","102°C (216°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BN127-ND,EYP-2BN127,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","N","Obsolete","100°C (212°F)","134°C (273°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BN134-ND,EYP-2BN134,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","N","Obsolete","110°C (230°F)","139°C (282°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2ML098U-ND,EYP-2ML098U,Panasonic Electronic Components,TCO 2A THIN,0,0,"Obsolete","0","0","ML","Obsolete","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2ML102U-ND,EYP-2ML102U,Panasonic Electronic Components,TCO 2A THIN,0,0,"Obsolete","0","0","ML","Obsolete","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-4MU092GFD-ND,EYP-4MU092GFD,Panasonic Electronic Components,TCO 4A THIN,0,0,"Obsolete","0","0","MU","Obsolete","55°C (131°F)","92°C (198°F)","-","32V","4A","UL","135°C (275°F)","Strap"
