Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Convert From (Adapter End)","Convert To (Adapter End)","Features","Color"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2914_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2914.jpg,1528-2262-ND,2914,Adafruit Industries LLC,ADAPT 1/8"" PLG TO TERM BLK 4POS,28,0,"2.50000","0","1","-","Active","Phone Plug, Stereo, 3.50mm (0.141"", 1/8"")","Terminal Block, 4 Positions","-","Black, Green"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4106_Web.pdf,-,1528-2895-ND,4106,Adafruit Industries LLC,DIY USB CABLE PARTS - STRAIGHT M,100,0,"4.95000","0","1","-","Active","USB - Micro B, Plug","Rectangular Connector","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4107_Web.pdf,-,1528-2896-ND,4107,Adafruit Industries LLC,DIY USB CABLE PARTS - STRAIGHT M,98,0,"4.95000","0","1","-","Active","USB - Micro B, Receptacle","Rectangular Connector","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4108_Web.pdf,-,1528-2897-ND,4108,Adafruit Industries LLC,DIY USB CABLE PARTS - STRAIGHT T,93,0,"4.95000","0","1","-","Active","USB - C, Plug","Rectangular Connector","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4110_Web.pdf,-,1528-2899-ND,4110,Adafruit Industries LLC,DIY USB CABLE PARTS - STRAIGHT T,91,0,"4.95000","0","1","-","Active","USB - A, Receptacle","Rectangular Connector","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4109_Web.pdf,-,1528-2898-ND,4109,Adafruit Industries LLC,DIY USB CABLE PARTS - STRAIGHT T,86,0,"4.95000","0","1","-","Active","USB - A, Plug","Rectangular Connector","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4104_Web.pdf,-,1528-2901-ND,4104,Adafruit Industries LLC,DIY USB CABLE PARTS - RIGHT ANGL,45,0,"4.95000","0","1","-","Active","USB - Micro B, Plug","Rectangular Connector","Right Angle","Black"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4105_Web.pdf,-,1528-2900-ND,4105,Adafruit Industries LLC,DIY USB CABLE PARTS - RIGHT ANGL,42,0,"4.95000","0","1","-","Active","USB - Micro B, Plug","Rectangular Connector","Right Angle","Black"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3969_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/3970.JPG,1528-2793-ND,3969,Adafruit Industries LLC,USB MINI B FEMALE SOCKET TO 5-PI,99,0,"6.50000","0","1","-","Active","USB - mini B Receptacle","Terminal Block, 5 Positions","-","Black, Green"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3546_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/3546.jpg,1528-2354-ND,3546,Adafruit Industries LLC,ADAPT 1ST-GEN TO 2.1MM JACK BLK,40,0,"7.50000","0","1","-","Active","MagSafe 1st-Gen","2.1mm DC Jack","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3547_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/3547.jpg,1528-2355-ND,3547,Adafruit Industries LLC,ADAPT 2ND-GEN TO 2.1MM JACK BLK,34,0,"7.50000","0","1","-","Active","MagSafe 2nd-Gen","2.1mm DC Jack","-","Black"
https://www.pomonaelectronics.com/file/17163/download?token=epGh5orc,//media.digikey.com/photos/Pomona%20Photos/MFG_2798.jpg,501-2171-ND,2798,Pomona Electronics,ADAPT BNC JACK TO WE-310 PLG BLK,16,0,"34.99000","0","1","-","Obsolete","BNC Jack, Female Socket","Phone Plug, WE-310, Mono, 6.35mm (0.25"", 1/4"")","-","Black"
-,-,IPUSBM-2ASTB-ND,IPUSBM-2ASTB,"ITT Cannon, LLC",ADAPT USB-A RCPT TO TERM BLK,73,73,"38.68000","0","1","Sure-Seal®","Active","USB - A, Receptacle","Terminal Block","Circular Threaded Coupling","-"
https://www.pomonaelectronics.com/file/17620/download?token=7Q0cTOYV,//media.digikey.com/photos/Pomona%20Photos/MFG_4993.jpg,501-2126-ND,4993,Pomona Electronics,ADAPT BANTAM JACK TO WE-310 PLUG,18,0,"47.99000","0","1","-","Obsolete","Phone Jack, Bantam, 0.250"" (6.35mm)","Phone Plug, WE-310","-","Red"
https://www.pomonaelectronics.com/file/17327/download?token=dtTfxJNM,//media.digikey.com/Photos/Pomona%20Photos/3744A-02.jpg,501-2419-ND,3744A-02,Pomona Electronics,ADAPT SPADE LUG TO BAN JCK BLK/R,10,0,"4.59000","0","1","-","Active","Spade Lug","Banana Jack","-","Black, Red"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/CT3161-0.JPG,BKCT3161-0-ND,CT3161-0,Cal Test Electronics,BNC MALE TO SINGLE BINDING POST,21,0,"5.00000","0","1","*","Active","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033812800_100230266DRW007E.pdf,//media.digikey.com/Photos/Harting/21033812800_pri.jpg,1195-4117-ND,21033812800,HARTING,ADAPTER M12 RJ45 CAT 6A STRAIGHT,0,0,"65.72000","0","1","*","Active","-","-","-","-"
https://muellerelectric.com/wp-content/uploads/DS-BU-30212-@.pdf,//media.digikey.com/Photos/Mueller%20Photos/MFG_BU-30212-2.jpg,314-1279-ND,BU-30212-2,Mueller Electric Co,SPADE TERM 7MM TO BANA JACK RED,19,5,"2.26000","0","1","*","Active","-","-","-","-"
https://muellerelectric.com/wp-content/uploads/DS-BU-30212-@.pdf,//media.digikey.com/Photos/Mueller%20Photos/BU-30212-0.jpg,314-1278-ND,BU-30212-0,Mueller Electric Co,SPADE TERM 7MM TO BANA JACK BLK,10,7,"2.26000","0","1","*","Active","-","-","-","-"
http://www.caltestelectronics.com/images/attachments/CT2553_drawing.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_CT2553-4.jpg,BKCT2553-4-ND,CT2553-4,Cal Test Electronics,ADAPTER 6MM SPADE 4MM J YELLO,25,0,"2.75000","0","1","*","Active","-","-","-","-"
http://www.caltestelectronics.com/images/attachments/CT2553_drawing.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/CT2553-2.JPG,BKCT2553-2-ND,CT2553-2,Cal Test Electronics,ADAPTER 6MM SPADE 4MM J RED,7,0,"2.75000","0","1","*","Active","-","-","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AB405-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AB405-R.jpg,AE9883-ND,AB405,Assmann WSW Components,ADAPT DB9M TO PS/2M BEIGE,10,0,"3.79000","0","1","-","Active","D-Sub, 9 Pin Male","MiniDIN, Male Pins, 6 Pos, PS/2","-","Beige"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK25S70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/rjadk25s7080811.JPG,RJADK25S7080811-ND,RJADK25S7080811,NorComp Inc.,ADAPT DB25F TO RJ45 JACK BLACK,12,0,"4.18000","0","1","RJADK","Active","D-Sub, 25 Pin Female","Modular, Female Jack, 8p8c (RJ45)","-","Black"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/CT2661.JPG,BKCT2661-ND,CT2661,Cal Test Electronics,ADAPTER 6MM SPADE 4MM J PAIR,17,0,"5.50000","0","1","*","Active","-","-","-","-"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,//media.digikey.com/Photos/Pomona%20Photos/5701-2.JPG,501-1785-ND,5701-2,Pomona Electronics,ADAPT 10/32 SCRW TO BAN JACK RED,1,0,"5.69000","0","1","-","Active","10/32"" Threaded Screw","Banana Jack","-","Red"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_CT2940.jpg,BKCT2940-ND,CT2940,Cal Test Electronics,BNC(M) ADAPTER 4MM BPLUGS BLA,25,0,"7.60000","0","1","*","Active","-","-","-","-"
https://muellerelectric.com/wp-content/uploads/DS-BU-P1270.pdf,//media.digikey.com/Photos/Mueller%20Photos/BU-P1270.JPG,314-1295-ND,BU-P1270,Mueller Electric Co,STACKABLE BANA PLUG TO MALE BNC,20,0,"12.82000","0","1","*","Active","-","-","-","-"
http://www.caltestelectronics.com/images/attachments/CT2412_drawing.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/CT2412.JPG,BKCT2412-ND,CT2412,Cal Test Electronics,INSULATED BNC(M) ADAPT 4MM SAF,4,0,"16.00000","0","1","*","Active","-","-","-","-"
https://www.bulgin.com/products/pub/media/bulgin/data/6000_USB.pdf,//media.digikey.com/Photos/Bulgin%20Photos/MFG_PXP6043B.jpg,708-1558-ND,PXP6043/B,Bulgin,ADAPT USB-B PLG TO USB-A RCP BLK,25,0,"16.32000","0","1","Buccaneer® 6000","Active","USB - B, Plug","USB - A, Receptacle","Circular Threaded Coupling","Black"
https://www.bulgin.com/products/pub/media/bulgin/data/6000_USB.pdf,//media.digikey.com/Photos/Bulgin%20Photos/PXP6043%5EA.jpg,708-1556-ND,PXP6043/A,Bulgin,ADAPT USB-A PLG TO 5POS CONN BLK,24,0,"16.32000","0","1","Buccaneer® 6000","Active","USB - A, Plug","Rectangular Connector, 5 Pos","Dust Tight, Waterproof","Black"
https://b2b.harting.com/files/download/PRD/PDF_TS/09352420333_100198012DRW005A.pdf,//media.digikey.com/Photos/Harting/09352420333.jpg,1195-3687-ND,09352420333,HARTING,HAN PUSHPULL SCRJ WDF COUPLING,2,0,"40.59000","0","1","*","Active","-","-","-","-"
-,//media.digikey.com/Photos/Fluke%20Elect%20Photos/BB120.JPG,614-1095-ND,BB120,Fluke Electronics,ADAPT BNC JACK TO BANANA JACK,3,0,"41.19000","0","1","-","Active","BNC Female","Banana Jack","-","-"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-AD1.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/MFG_AD1.jpg,1097-1004-ND,AD1,Cinch Connectivity Solutions Trompeter,ADAPT BNC JACK TO RCA PLUG SILV,4,0,"44.42000","0","1","-","Active","BNC Jack, Female Socket","RCA Plug, Male Pin","-","Silver"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1404549,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1404549.jpg,277-12820-ND,1404549,Phoenix Contact,VS-BH-M12FSX-10G-RJ45/180,1,0,"64.97000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/EDAC%20PDFs/628-000-924B.pdf,//media.digikey.com/Photos/EDAC%20Photos/628-000-924B.jpg,151-1093-ND,628-000-924B,EDAC Inc.,ADAPT DVI-A PLUG TO DB15F BLACK,1,0,"6.00000","0","1","628","Active","DVI-A, Plug","D-Sub, Female Sockets, 15 Pos","-","Black"
http://www.switchcraft.com/Drawings/EHRCABNC_X_SERIES_CD.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/EHRCABNCX.jpg,SC1836-ND,EHRCABNCX,Switchcraft Inc.,ADAPT BNC JACK TO RCA JACK,5,0,"10.77000","0","1","EH","Active","BNC Jack, Female Socket","Phono (RCA) Jack","-","-"
//media.digikey.com/pdf/Data%20Sheets/Conxall%20Switchcraft%20PDFs/Audio_Video_Data_Panel_Conn.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/EHRCABNCXPKG.jpg,SC2116-ND,EHRCABNCXPKG,Switchcraft Inc.,RCA-BNC PANEL MOUNT NICKEL BAG,17,0,"11.79000","0","1","*","Active","-","-","-","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=32,//media.digikey.com/Photos/Switchcraft%20Photos/322X.jpg,SC1811-ND,322X,Switchcraft Inc.,ADAPT FMALE XLR TO RCA JACK,2,0,"17.32000","0","1","Q-G®","Active","XLR, Female Sockets, 3 Positions","Phono (RCA) Jack","Insulated, Locking Mechanism, Shielded","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/09352410422_100193119DRW002D.pdf,//media.digikey.com/Photos/Harting/09352410422.jpg,1195-3686-ND,09352410422,HARTING,HAN PUSHPULL SCRJ PLUG W/O SC,2,0,"26.95000","0","1","*","Active","-","-","-","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/1653867.pdf,//media.digikey.com/photos/Phoenix%20Photos/1653867.JPG,277-2025-ND,1653867,Phoenix Contact,ADAPT USB-B RCPT TO HDR BLK/SIL,1,0,"29.12000","0","1","-","Active","USB - B, Receptacle","Rectangular Header","-","Black, Silver"
https://www.pomonaelectronics.com/file/17327/download?token=dtTfxJNM,//media.digikey.com/Photos/Pomona%20Photos/3777A-0.JPG,501-2456-ND,3744A-0,Pomona Electronics,ADAPT SPADE LUG TO BAN JACK BLK,0,0,"2.34000","0","1","-","Active","Spade Lug","Banana Jack","-","Black"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,//media.digikey.com/photos/Pomona%20Photos/5701-9.JPG,501-2342-ND,5701-9,Pomona Electronics,ADAPT 10/32 SCRW TO BAN JACK WHT,15,0,"5.69000","0","1","-","Active","10/32"" Threaded Screw","Banana Jack","-","White"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,//media.digikey.com/photos/Pomona%20Photos/5700-4.JPG,501-2341-ND,5700-4,Pomona Electronics,ADAPT 8/32 SCRW TO BAN JACK YLW,10,0,"5.69000","0","1","-","Active","8/32"" Threaded Screw","Banana Jack","-","Yellow"
//media.digikey.com/pdf/Data%20Sheets/Cal%20Test%20PDFs/CT3889_Dwg.pdf,//media.digikey.com/Photos/Cal-Test-Electronics/MFG_CT3888.jpg,CT3888-ND,CT3888,Cal Test Electronics,COAX ADAPTER INSULATED BNC (F) T,15,0,"11.75000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902320_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902320.jpg,277-16805-ND,2902320,Phoenix Contact,CONN D-SUB PLUG 9POS STR,4,0,"51.00000","0","1","SUBCON","Active","-","-","Backshell, Grounding Indents","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902321_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902321.jpg,277-16806-ND,2902321,Phoenix Contact,CONN D-SUB PLUG 9POS STR,2,0,"51.00000","0","1","SUBCON","Active","-","-","Backshell, Grounding Indents","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902317_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902317.jpg,277-16803-ND,2902317,Phoenix Contact,CONN D-SUB PLUG/RCPT 9POS STR,4,0,"63.00000","0","1","SUBCON","Active","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1300540031_sd.pdf,-,WM20693-ND,1300540031,Molex,CONNECTOR ADAPTER 4PIN,0,0,"74.72000","0","1","*","Active","-","-","-","-"
-,-,WM24680-ND,1300540010,Molex,ENET FR/FR PASS-THRU 90 SHD,3,0,"75.80000","0","1","Brad Micro-Change 130054","Active","Circular Connector, Female Sockets, 4 Pos","Modular, Female Jack, 8p8c (RJ45)","Right Angle","Black"
http://www.switchcraft.com/Drawings/366-367_CD.PDF,//media.digikey.com/Photos/Switchcraft%20Photos/MFG_366R.jpg,SC3521-ND,366R,Switchcraft Inc.,ADAPT FMALE XLR TO BNC JACK SILV,5,0,"90.54000","0","1","-","Active","XLR, Female Sockets, 3 Positions","BNC Jack, Female Socket","-","Silver"
http://www.switchcraft.com/Drawings/366-367_CD.PDF,//media.digikey.com/Photos/Switchcraft%20Photos/367R.jpg,SC3522-ND,367R,Switchcraft Inc.,ADAPT MALE XLR TO BNC PLUG SILV,5,0,"90.54000","0","1","-","Active","XLR, Male Pins, 3 Positions","BNC Plug, Male Pin","-","Silver"
https://muellerelectric.com/wp-content/uploads/DS-BU-30211-0.pdf,//media.digikey.com/Photos/Mueller%20Photos/MFG_BU-30211-5.jpg,BU-30211-5-ND,BU-30211-5,Mueller Electric Co,ADAPT SPADE LUG TO BAN JACK GRN,0,3313,"1.85000","0","1","BU","Active","Spade Lug","Banana Jack","-","Green"
https://muellerelectric.com/wp-content/uploads/DS-BU-30211-0.pdf,//media.digikey.com/Photos/Mueller%20Photos/MFG_BU-30211-9.jpg,BU-30211-9-ND,BU-30211-9,Mueller Electric Co,ADAPT SPADE LUG TO BAN JACK WHT,0,2211,"1.85000","0","1","BU","Active","Spade Lug","Banana Jack","-","White"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0110_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0110.jpg,FIT0110-ND,FIT0110,DFRobot,ADAPT TERM BL 2POS TO 2.1MM PLG,0,0,"1.96000","0","1","-","Active","Terminal Blocks, Screw Connection, 2 Pos, 1 Row","2.1mm DC Plug","-","Black, Green"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0151_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0151.jpg,FIT0151-ND,FIT0151,DFRobot,ADAPT TERM BL 2POS TO 2.1MM JCK,0,0,"1.96000","0","1","-","Active","Terminal Blocks, Screw Connection, 2 Pos, 1 Row","2.1mm DC Jack","-","Black, Green"
-,-,VA236-ND,VA236,Cinch Connectivity Solutions Vitelec,ADAPT RCA PLUG TO,0,0,"2.04440","0","100","-","Active","Phono (RCA) Plug","-","-","-"
-,-,VA211-ND,VA211,Cinch Connectivity Solutions Vitelec,ADAPT RCA PLUG TO F JACK,0,0,"2.17040","0","100","-","Active","Phono (RCA) Plug","F Jack, Female Socket","-","-"
//media.digikey.com/pdf/Data%20Sheets/Assmann%20PDFs/AB450.pdf,//media.digikey.com/photos/Assmann%20Photos/AB450.jpg,AE1053-ND,AB450,Assmann WSW Components,ADAPT DB9F TO PS/2M BEIGE,0,0,"2.40300","0","10","-","Active","D-Sub, 9 Pin Female","MiniDIN, Male Pins, 6 Pos, PS/2","-","Beige"
http://www.assmann-wsw.com/fileadmin/datasheets/AB401-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AB401.jpg,AE1052-ND,AB401,Assmann WSW Components,ADAPT DB9M TO PS/2F BEIGE,0,0,"2.42900","0","10","-","Active","D-Sub, 9 Pin Male","MiniDIN, Female Sockets, 6 Pos, PS/2","-","Beige"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_CT2248-4.jpg,CT2248-4-ND,CT2248-4,Cal Test Electronics,INSULATED SPLICE 4MM J YELLOW,0,0,"2.50000","0","10","*","Active","-","-","-","-"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_CT2248-5.jpg,CT2248-5-ND,CT2248-5,Cal Test Electronics,INSULATED SPLICE 4MM J GREEN,0,0,"2.50000","0","10","*","Active","-","-","-","-"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_CT2248-6.jpg,CT2248-6-ND,CT2248-6,Cal Test Electronics,INSULATED SPLICE 4MM J BLUE,0,0,"2.50000","0","10","*","Active","-","-","-","-"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_CT2248-9.jpg,CT2248-9-ND,CT2248-9,Cal Test Electronics,INSULATED SPLICE 4MM J WHITE,0,0,"2.50000","0","10","*","Active","-","-","-","-"
-,-,VA209-ND,VA209,Cinch Connectivity Solutions Vitelec,ADAPT F PLUG TO RCA JACK,0,0,"2.77690","0","100","-","Active","F Plug, Male Pin","Phono (RCA) Jack","-","-"
-,-,410-BE-25F-RJ12-ND,410-BE-25F-RJ12,CNC Tech,D-SUB ADAPTER,0,0,"2.89000","0","500","*","Active","-","-","-","-"
-,-,410-BE-25FRJ45-ND,410-BE-25FRJ45,CNC Tech,D-SUB ADAPTER,0,0,"2.89000","0","500","*","Active","-","-","-","-"
-,-,410-BE-25M-RJ12-ND,410-BE-25M-RJ12,CNC Tech,D-SUB ADAPTER,0,0,"2.89000","0","500","*","Active","-","-","-","-"
http://cnctech.us/pdfs/410-BE-25M-RJ45.pdf,-,410-BE-25M-RJ45-ND,410-BE-25M-RJ45,CNC Tech,D-SUB ADAPTER,0,0,"2.89000","0","500","*","Active","-","-","-","-"
http://cnctech.us/pdfs/410-BE-9F-RJ12.pdf,-,410-BE-9F-RJ12-ND,410-BE-9F-RJ12,CNC Tech,D-SUB ADAPTER,0,0,"2.89000","0","500","*","Active","-","-","-","-"
-,-,410-BE-9FRJ45-ND,410-BE-9FRJ45,CNC Tech,D-SUB ADAPTER,0,0,"2.89000","0","500","*","Active","-","-","-","-"
http://cnctech.us/pdfs/410-BE-9M-RJ12.pdf,-,410-BE-9M-RJ12-ND,410-BE-9M-RJ12,CNC Tech,D-SUB ADAPTER,0,0,"2.89000","0","500","*","Active","-","-","-","-"
-,-,410-BE-9M-RJ45-ND,410-BE-9M-RJ45,CNC Tech,D-SUB ADAPTER,0,0,"2.89000","0","500","*","Active","-","-","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-23055-R.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-23055-R.jpg,AE10306-ND,AT-23055,Assmann WSW Components,ADAPT DB25F TO RJ45 JACK BEIGE,0,0,"2.96140","0","500","AT","Active","D-Sub, 25 Pin Female","Modular, Female Jack, 8p8c (RJ45)","-","Beige"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK15P70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/RJADK15P7080811.JPG,RJADK15P7080811-ND,RJADK15P7080811,NorComp Inc.,ADAPT DB15M TO RJ45 JACK BLACK,0,0,"3.34000","0","100","RJADK","Active","D-Sub, 15 Pin Male","Modular, Female Jack, 8p8c (RJ45)","-","Black"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK15S70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/rjadk15s7080811.JPG,RJADK15S7080811-ND,RJADK15S7080811,NorComp Inc.,ADAPT DB15F TO RJ45 JACK BLACK,0,0,"3.34000","0","100","RJADK","Active","D-Sub, 15 Pin Female","Modular, Female Jack, 8p8c (RJ45)","-","Black"
-,-,VA218-ND,VA218,Cinch Connectivity Solutions Vitelec,ADAPT RCA JACK TO F JACK,0,0,"3.57480","0","100","-","Active","Phono (RCA) Jack","F Jack, Female Socket","-","-"
-,-,VA240-ND,VA240,Cinch Connectivity Solutions Vitelec,ADAPT BNC JACK TO RCA JACK,0,0,"3.70250","0","100","-","Active","BNC Jack, Female Socket","Phono (RCA) Jack","-","-"
-,-,0670653500-ND,0670653500,Molex,AE-67065-3500 670653500,0,0,"4.43627","0","300","*","Active","-","-","-","-"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK09P70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/RJADK09P7080821.JPG,RJADK09P7080821-ND,RJADK09P7080821,NorComp Inc.,ADAPT DB9M TO RJ45 JACK,0,0,"4.44000","0","100","RJADK","Active","D-Sub, 9 Pin Male","Modular, Female Jack, 8p8c (RJ45)","-","-"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK09S70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/RJADK09S7080821.JPG,RJADK09S7080821-ND,RJADK09S7080821,NorComp Inc.,ADAPT DB9F TO RJ45 JACK,0,0,"4.44000","0","100","RJADK","Active","D-Sub, 9 Pin Female","Modular, Female Jack, 8p8c (RJ45)","-","-"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK15P70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/RJADK15P7080821.JPG,RJADK15P7080821-ND,RJADK15P7080821,NorComp Inc.,ADAPT DB15M TO RJ45 JACK,0,0,"4.44000","0","100","RJADK","Active","D-Sub, 15 Pin Male","Modular, Female Jack, 8p8c (RJ45)","-","-"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK15S70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/RJADK15S7080821.JPG,RJADK15S7080821-ND,RJADK15S7080821,NorComp Inc.,ADAPT DB15F TO RJ45 JACK,0,0,"4.44000","0","100","RJADK","Active","D-Sub, 15 Pin Female","Modular, Female Jack, 8p8c (RJ45)","-","-"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK25P70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/rjadk25p7080821.JPG,RJADK25P7080821-ND,RJADK25P7080821,NorComp Inc.,ADAPT DB25M TO RJ45 JACK,0,0,"4.44000","0","100","RJADK","Active","D-Sub, 25 Pin Male","Modular, Female Jack, 8p8c (RJ45)","-","-"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK25S70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/rjadk25s7080821.JPG,RJADK25S7080821-ND,RJADK25S7080821,NorComp Inc.,ADAPT DB25F TO RJ45 JACK,0,0,"4.44000","0","100","RJADK","Active","D-Sub, 25 Pin Female","Modular, Female Jack, 8p8c (RJ45)","-","-"
-,-,0670653200-ND,0670653200,Molex,AE-67065-3200 670653200,0,0,"4.65827","0","300","*","Active","-","-","-","-"
-,-,0670653400-ND,0670653400,Molex,AE-67065-3400 670653400,0,0,"4.65827","0","300","*","Active","-","-","-","-"
-,-,0670653600-ND,0670653600,Molex,AE-67065-3600 670653600,0,0,"4.65827","0","300","*","Active","-","-","-","-"
-,-,0670653700-ND,0670653700,Molex,AE-67065-3700 670653700,0,0,"4.65827","0","300","*","Active","-","-","-","-"
-,-,VA220-ND,VA220,Cinch Connectivity Solutions Vitelec,ADAPT BNC PLUG TO RCA PLUG,0,0,"4.72380","0","100","-","Active","BNC Plug, Male Pin","Phono (RCA) Plug","-","-"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,-,5701-3-ND,5701-3,Pomona Electronics,ADAPT 10/32 SCRW TO BAN JACK ORG,15,0,"5.69000","0","5","-","Active","10/32"" Threaded Screw","Banana Jack","-","Orange"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,-,5701-4-ND,5701-4,Pomona Electronics,ADAPT 10/32 SCRW TO BAN JACK YLW,15,0,"5.69000","0","5","-","Active","10/32"" Threaded Screw","Banana Jack","-","Yellow"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,-,5699-3-ND,5699-3,Pomona Electronics,ADAPT 6/32 SCRW TO BAN JACK ORG,0,0,"5.69000","0","5","-","Active","6/32"" Threaded Screw","Banana Jack","-","Orange"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,-,5699-4-ND,5699-4,Pomona Electronics,ADAPT 6/32 SCRW TO BAN JACK YLW,0,0,"5.69000","0","5","-","Active","6/32"" Threaded Screw","Banana Jack","-","Yellow"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,-,5700-3-ND,5700-3,Pomona Electronics,ADAPT 8/32 SCRW TO BAN JACK ORG,0,0,"5.69000","0","5","-","Active","8/32"" Threaded Screw","Banana Jack","-","Orange"
