Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Topology","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output","Current - Output (Max)","Power (Watts)","Dimming","Features","Operating Temperature","Efficiency","Mounting Type","Package / Case","Size / Dimension"
http://www.linear.com/docs/26618,//media.digikey.com/Renders/Linear%20Tech%20Renders/66%20LGA%2005-08-1810.jpg,LTM8040IV#PBF-ND,LTM8040IV#PBF,Linear Technology/Analog Devices,LED SUPPLY CC BUCK 2.5-13V 1A,0,0,"19.86000","0","1","µModule®","Active","Constant Current","Buck","1","3.5V","36V","2.5 ~ 13V","1A","13W","Analog, PWM","Remote On/Off, OTP, SCP, UVLO","-40°C ~ 125°C","-","Surface Mount","66-LGA","0.59"" L x 0.35"" W x 0.17"" H (15.0mm x 9.0mm x 4.3mm)"
http://www.linear.com/docs/29820,//media.digikey.com/Renders/Linear%20Tech%20Renders/56-LGA.jpg,LTM8042IV#PBF-ND,LTM8042IV#PBF,Linear Technology/Analog Devices,LED SUPP CC BOOST BUCK 2-32V 1A,11,4250,"18.16000","0","1","µModule®","Active","Constant Current","Boost, Buck, Buck-Boost","1","3V","30V","2 ~ 32V","1A","32W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 125°C","-","Surface Mount","77-BLGA","0.59"" L x 0.35"" W x 0.11"" H (15.0mm x 9.0mm x 2.8mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU24.jpg,1470-2160-5-ND,LDU2430S500,XP Power,LED SUPPLY CC BUCK 2-28V 500MA,0,0,"10.00000","0","1","LDU24","Active","Constant Current","Buck","1","7V","30V","2 ~ 28V","500mA","14W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","95%","Through Hole","16-DIP Module, 9 Leads","0.92"" L x 0.55"" W x 0.40"" H (23.4mm x 14.0mm x 10.2mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU56.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU56.jpg,1470-2173-5-ND,LDU5660S300,XP Power,LED SUPPLY CC BUCK 2-56V 300MA,12,0,"12.00000","0","1","LDU56","Active","Constant Current","Buck","1","9V","60V","2 ~ 56V","300mA","17W","PWM","Remote On/Off, SCP","-40°C ~ 85°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/BuckPuck%203021.jpg,788-1111-ND,3021-D-E-500,LEDdynamics Inc.,LED SUPP CC BUCK 32V 500MA 7SIP,14,0,"13.99000","0","1","BuckPuck™ 3021","Active","Constant Current","Buck","1","7V","32V","32V (Max)","500mA","16W","Analog","Remote On/Off, SCP","-40°C ~ 80°C","95%","Through Hole","7-SIP Module, 6 Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU48.jpg,1470-2165-5-ND,LDU4860S150,XP Power,LED SUPPLY CC BUCK 2-57V 150MA,1,0,"19.00000","0","1","LDU48","Active","Constant Current","Buck","1","7V","60V","2 ~ 57V","150mA","9W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU48.jpg,1470-2169-5-ND,LDU4860S700,XP Power,LED SUPPLY CC BUCK 2-57V 700MA,4,0,"20.50000","0","1","LDU48","Active","Constant Current","Buck","1","7V","60V","2 ~ 57V","700mA","40W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 70°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU05-14.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU05.jpg,1470-2151-5-ND,LDU0516S350,XP Power,LED SUPPLY CC BUCK 2-14V 350MA,24,0,"7.20000","0","1","LDU05","Active","Constant Current","Buck","1","7V","16V","2 ~ 14V","350mA","5W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","93%","Through Hole","8-DIP Module, 5 Leads","0.50"" L x 0.40"" W x 0.27"" H (12.7mm x 10.2mm x 6.9mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU56.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU56.jpg,1470-2177-5-ND,LDU5660S500,XP Power,LED SUPPLY CC BUCK 2-56V 500MA,18,0,"12.00000","0","1","LDU56","Active","Constant Current","Buck","1","9V","60V","2 ~ 56V","500mA","28W","PWM","Remote On/Off, SCP","-40°C ~ 70°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU56.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU56.jpg,1470-2175-5-ND,LDU5660S350,XP Power,LED SUPPLY CC BUCK 2-56V 350MA,7,0,"12.00000","0","1","LDU56","Active","Constant Current","Buck","1","9V","60V","2 ~ 56V","350mA","20W","PWM","Remote On/Off, SCP","-40°C ~ 85°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU56.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU56.jpg,1470-2181-5-ND,LDU5660S700,XP Power,LED SUPPLY CC BUCK 2-56V 700MA,4,0,"12.00000","0","1","LDU56","Active","Constant Current","Buck","1","9V","60V","2 ~ 56V","700mA","39W","PWM","Remote On/Off, SCP","-40°C ~ 70°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/BuckPuck%203021.jpg,788-1073-ND,3021-D-N-1000,LEDdynamics Inc.,LED SUPPLY CC BUCK 32V 1A 7SIP,23,0,"12.99000","0","1","BuckPuck™ 3021","Active","Constant Current","Buck","1","5V","32V","32V (Max)","1A","32W","-","Remote On/Off, SCP","-40°C ~ 80°C","95%","Through Hole","7-SIP Module, 6 Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24-Series.jpg,945-1807-5-ND,RCD-24-0.50/VREF,Recom Power,LED SUPPLY CC BUCK 2-35V 500MA,13,117,"14.96000","0","1","LIGHTLINE RCD-24","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","500mA","18W","Analog","SCP","-40°C ~ 80°C","96%","Through Hole","6-DIP Module","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/BuckPuck%203021.jpg,788-1098-ND,3021-D-I-350,LEDdynamics Inc.,LED SUPP CC BUCK 32V 350MA 7SIP,13,0,"16.99000","0","1","BuckPuck™ 3021","Active","Constant Current","Buck","1","7V","32V","32V (Max)","350mA","11W","Analog","Remote On/Off, SCP","-40°C ~ 80°C","95%","Through Hole","7-SIP Module, 6 Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1815-5-ND,RCD-24-0.35/PL/A,Recom Power,LED SUPPLY CC BUCK 2-35V 350MA,12,24,"12.16000","0","1","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","350mA","12W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/photos/Recom%20Power%20Inc/RCD-24-0.30%5EPL%5EA.JPG,945-3331-ND,RCD-24-0.30/PL/A,Recom Power,LED SUPPLY CC BUCK 2-35V 300MA,11,24,"12.16000","0","1","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","300mA","11W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1811-5-ND,RCD-24-0.50/PL/A,Recom Power,LED SUPPLY CC BUCK 2-35V 500MA,12,60,"12.46000","0","1","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","500mA","18W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 80°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1817-5-ND,RCD-24-0.35/PL/B,Recom Power,LED SUPPLY CC BUCK 2-35V 350MA,12,576,"12.88000","0","1","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","350mA","12W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1812-5-ND,RCD-24-0.30/PL/B,Recom Power,LED SUPPLY CC BUCK 2-35V 300MA,9,0,"12.88000","0","1","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","300mA","11W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/BuckPuck%203021.jpg,788-1074-ND,3021-D-N-700,LEDdynamics Inc.,LED SUPP CC BUCK 32V 700MA 7SIP,19,0,"12.99000","0","1","BuckPuck™ 3021","Active","Constant Current","Buck","1","5V","32V","32V (Max)","700mA","22W","-","Remote On/Off, SCP","-40°C ~ 80°C","95%","Through Hole","7-SIP Module, 6 Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1816-5-ND,RCD-24-0.70/PL/A,Recom Power,LED SUPPLY CC BUCK 2-35V 700MA,24,252,"13.42000","0","1","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","700mA","25W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 75°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/BuckPuck%203021.jpg,788-1072-ND,3021-A-I-1000,LEDdynamics Inc.,LED SUPPLY CC AC/DC 32V 1A 7SIP,0,0,"19.99000","0","1","BuckPuck™ 3021","Active","Constant Current","AC DC Converter","1","7VAC","24VAC","32V (Max)","1A","32W","Analog","Remote On/Off, SCP","-40°C ~ 80°C","95%","Through Hole","7-SIP Module, 6 Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
https://www.monolithicpower.com/pub/media/document/MPM6010_r1.0.pdf,-,MPM6010GQV-Z-ND,MPM6010GQV-Z,Monolithic Power Systems Inc.,HIGH EFFICIENCY 36V/1.5A MODULES,0,0,"2.79300","0","2500","Automotive, AEC-Q100","Active","Constant Current","Buck","1","4V","36V","-","1.5A","-","PWM","OCP, OTP, SCP, UVLO","-40°C ~ 125°C","-","Surface Mount","17-PowerLQFN","0.12"" L x 0.20"" W x 0.06"" H (3.0mm x 5.0mm x 1.7mm)"
https://www.monolithicpower.com/pub/media/document/MPM6010_r1.0.pdf,-,MPM6010GQV-AEC1-Z-ND,MPM6010GQV-AEC1-Z,Monolithic Power Systems Inc.,HIGH EFFICIENCY 36V/1.5A MODULE,0,0,"3.51000","0","2500","Automotive, AEC-Q100","Active","Constant Current","Buck","1","4V","36V","-","1.5A","-","PWM","OCP, OTP, SCP, UVLO","-40°C ~ 125°C","-","Surface Mount","17-PowerLQFN","0.12"" L x 0.20"" W x 0.06"" H (3.0mm x 5.0mm x 1.7mm)"
https://www.monolithicpower.com/pub/media/document/MPM6010_r1.0.pdf,-,MPM6010GQV-P-ND,MPM6010GQV-P,Monolithic Power Systems Inc.,HIGH EFFICIENCY 36V/1.5A MODULES,0,0,"3.73500","0","500","Automotive, AEC-Q100","Active","Constant Current","Buck","1","4V","36V","-","1.5A","-","PWM","OCP, OTP, SCP, UVLO","-40°C ~ 125°C","-","Surface Mount","17-PowerLQFN","0.12"" L x 0.20"" W x 0.06"" H (3.0mm x 5.0mm x 1.7mm)"
https://www.monolithicpower.com/pub/media/document/MPM6010_r1.0.pdf,-,MPM6010GQV-AEC1-P-ND,MPM6010GQV-AEC1-P,Monolithic Power Systems Inc.,HIGH EFFICIENCY 36V/1.5A MODULE,0,0,"4.41750","0","500","Automotive, AEC-Q100","Active","Constant Current","Buck","1","4V","36V","-","1.5A","-","PWM","OCP, OTP, SCP, UVLO","-40°C ~ 125°C","-","Surface Mount","17-PowerLQFN","0.12"" L x 0.20"" W x 0.06"" H (3.0mm x 5.0mm x 1.7mm)"
https://www.monolithicpower.com/pub/media/document/MPM6010_r1.0.pdf,-,MPM6010GQVE-AEC1-P-ND,MPM6010GQVE-AEC1-P,Monolithic Power Systems Inc.,HIGH EFFICIENCY 36V/1.5A MODULE,0,0,"4.83600","0","500","Automotive, AEC-Q100","Active","Constant Current","Buck","1","4V","36V","-","1.5A","-","PWM","OCP, OTP, SCP, UVLO","-40°C ~ 125°C","-","Surface Mount","17-PowerLQFN","0.12"" L x 0.20"" W x 0.06"" H (3.0mm x 5.0mm x 1.7mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD_x00LS.jpg,1866-5294-ND,LDD-700LS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-28V 700MA,22,0,"5.89000","0","1","LDD-L","Active","Constant Current","Buck","1","9V","32V","2 ~ 28V","700mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","95%","Surface Mount","16-SMD Module","1.00"" L x 0.41"" W x 0.37"" H (25.4mm x 10.5mm x 9.3mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD_x00LS.jpg,1866-5289-ND,LDD-500LS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-28V 500MA,21,0,"5.89000","0","1","LDD-L","Active","Constant Current","Buck","1","9V","32V","2 ~ 28V","500mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","95%","Surface Mount","16-SMD Module","1.00"" L x 0.41"" W x 0.37"" H (25.4mm x 10.5mm x 9.3mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD_x00LS.jpg,1866-5283-ND,LDD-300LS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-28V 300MA,17,0,"5.89000","0","1","LDD-L","Active","Constant Current","Buck","1","9V","32V","2 ~ 28V","300mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","95%","Surface Mount","16-SMD Module","1.00"" L x 0.41"" W x 0.37"" H (25.4mm x 10.5mm x 9.3mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU05-14.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU07.jpg,LDU0716S500-ND,LDU0716S500,XP Power,LED SUPPLY CC BUCK 2-14V 500MA,0,0,"7.20000","0","40","LDU07","Active","Constant Current","Buck","1","7V","16V","2 ~ 14V","500mA","7W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","93%","Through Hole","8-DIP Module, 5 Leads","0.50"" L x 0.40"" W x 0.27"" H (12.7mm x 10.2mm x 6.9mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU08.jpg,LDU0830S300-ND,LDU0830S300,XP Power,LED SUPPLY CC BUCK 2-28V 300MA,0,0,"7.52000","0","20","LDU08","Active","Constant Current","Buck","1","7V","30V","2 ~ 28V","300mA","8W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","95%","Through Hole","14-DIP Module, 5 Leads","0.80"" L x 0.40"" W x 0.27"" H (20.3mm x 10.2mm x 6.9mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU05-14.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU14.jpg,LDU1416S600-ND,LDU1416S600,XP Power,LED SUPPLY CC BUCK 2-14V 600MA,0,0,"7.87500","0","40","LDU14","Active","Constant Current","Buck","1","7V","16V","2 ~ 14V","600mA","8W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","93%","Through Hole","8-DIP Module, 5 Leads","0.50"" L x 0.40"" W x 0.27"" H (12.7mm x 10.2mm x 6.9mm)"
https://www.meanwell.com/Upload/PDF/LDB-L/LDB-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDB-x00.jpg,1866-3087-ND,LDB-500L,MEAN WELL USA Inc.,LED DVR CC BUCK-BST 2-32V 500MA,19,0,"8.36000","0","1","LDB-L","Active","Constant Current","Buck-Boost","1","9V","30V","2 ~ 32V","500mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 71°C","91%","Through Hole","24-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.48"" H (31.8mm x 20.3mm x 12.2mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2532-2-ND,VLD25-300-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 300MA,0,0,"8.38500","0","400","VLD25-SMT","Active","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","300mA","11W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2532-1-ND,VLD25-300-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 300MA,0,0,"Discontinued at Digi-Key","0","1","VLD25-SMT","Discontinued at Digi-Key","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","300mA","11W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2532-6-ND,VLD25-300-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 300MA,0,0,"Digi-Reel","0","1","VLD25-SMT","Discontinued at Digi-Key","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","300mA","11W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Renders/Recom%20Power%20Renders/MFG_LIGHTLINE-RCD-24-SERIES.jpg,945-1118-ND,RCD-24-0.35/SMD/OF,Recom Power,LED SUPPLY CC BUCK 2-35V 350MA,0,0,"Obsolete","0","32","LIGHTLINE RCD-24","Obsolete","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","350mA","12W","-","Remote On/Off, SCP","-40°C ~ 85°C","96%","Surface Mount","6-SMD","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Renders/Recom%20Power%20Renders/MFG_LIGHTLINE-RCD-24-SERIES.jpg,1486-RCD-24-0.35/SMD/OF-CHP,RCD-24-0.35/SMD/OF,Recom Power,CONV DC/DC 0.35A 4.5-36VIN 2-35V,64,0,"8.65000","0","32","LIGHTLINE RCD-24","Discontinued at Digi-Key","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","350mA","12W","-","Remote On/Off, SCP","-40°C ~ 85°C","96%","Surface Mount","6-SMD","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU20.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU20.jpg,LDU2030S600-ND,LDU2030S600,XP Power,LED SUPPLY CC BUCK 2-28V 600MA,0,0,"8.93000","0","20","LDU20","Active","Constant Current","Buck","1","7V","30V","2 ~ 28V","600mA","17W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 70°C","95%","Through Hole","14-DIP Module, 4 Leads","0.80"" L x 0.40"" W x 0.27"" H (20.3mm x 10.2mm x 6.9mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD-1000LS.jpg,1866-5275-ND,LDD-1000LS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-30V 1A,22,0,"9.12000","0","1","LDD-L","Active","Constant Current","Buck","1","6V","36V","2 ~ 30V","1A","-","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","95%","Surface Mount","24-SMD Module, 18 Leads","1.25"" L x 0.80"" W x 0.45"" H (31.8mm x 20.3mm x 11.4mm)"
https://www.meanwell.com/Upload/PDF/LDD-H/LDD-H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDDx00HS.jpg,1866-5293-ND,LDD-700HS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-52V 700MA,20,0,"9.12000","0","1","LDD-H","Active","Constant Current","Buck","1","9V","56V","2 ~ 52V","700mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","24-SMD Module, 18 Leads","1.25"" L x 0.80"" W x 0.45"" H (31.8mm x 20.3mm x 11.4mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD-1200LS.jpg,1866-5278-ND,LDD-1200LS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-30V 1.2A,12,0,"9.12000","0","1","LDD-L","Active","Constant Current","Buck","1","6V","36V","2 ~ 30V","1.2A","-","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","95%","Surface Mount","24-SMD Module, 18 Leads","1.25"" L x 0.80"" W x 0.45"" H (31.8mm x 20.3mm x 11.4mm)"
https://www.meanwell.com/Upload/PDF/LDD-H/LDD-H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDDx00HS.jpg,1866-5286-ND,LDD-350HS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-52V 350MA,12,0,"9.12000","0","1","LDD-H","Active","Constant Current","Buck","1","9V","56V","2 ~ 52V","350mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","24-SMD Module, 18 Leads","1.25"" L x 0.80"" W x 0.45"" H (31.8mm x 20.3mm x 11.4mm)"
https://www.meanwell.com/Upload/PDF/LDD-H/LDD-H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDDx00HS.jpg,1866-5288-ND,LDD-500HS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-52V 500MA,12,0,"9.12000","0","1","LDD-H","Active","Constant Current","Buck","1","9V","56V","2 ~ 52V","500mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","24-SMD Module, 18 Leads","1.25"" L x 0.80"" W x 0.45"" H (31.8mm x 20.3mm x 11.4mm)"
https://www.meanwell.com/Upload/PDF/LDD-H/LDD-H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD-600HS.jpg,1866-5290-ND,LDD-600HS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-52V 600MA,12,0,"9.12000","0","1","LDD-H","Active","Constant Current","Buck","1","9V","56V","2 ~ 52V","600mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","24-SMD Module, 18 Leads","1.25"" L x 0.80"" W x 0.45"" H (31.8mm x 20.3mm x 11.4mm)"
https://www.meanwell.com/Upload/PDF/LDD-H/LDD-H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDDx00HS.jpg,1866-5282-ND,LDD-300HS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-52V 300MA,11,0,"9.12000","0","1","LDD-H","Active","Constant Current","Buck","1","9V","56V","2 ~ 52V","300mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","24-SMD Module, 18 Leads","1.25"" L x 0.80"" W x 0.45"" H (31.8mm x 20.3mm x 11.4mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2533-2-ND,VLD25-350-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 350MA,0,0,"9.16500","0","400","VLD25-SMT","Active","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","350mA","13W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
