Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shell Size - Insert","Features","Color","Material","Large Diameter Supplied","Large Diameter Recovered","Small Diameter Supplied","Small Diameter Recovered","Large Recovered Length","Small Recovered Length","Total Length Supplied","Total Length Recovered"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,-,A132351-ND,202D232-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,23,0,"24.27000","0","1","Thermofit 202D2","Active","Boot","32","Abrasion Resistant, Adhesive Coating, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resist","Black","Elastomer, Semi-Rigid, Irradiated","1.161"" (29.49mm)","0.740"" (18.80mm)","1.161"" (29.49mm)","0.331"" (8.41mm)","0.610"" (15.49mm)","4.441"" (112.80mm)","-","5.461"" (138.71mm)"
http://multimedia.3m.com/mws/media/23068O/heat-shrink-heavy-duty-breakout-3-way-outlet.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDBB-3.jpg,3M157463-ND,HDBB-320-1-250,3M,HEATSHRINK BOOT BREAKOUT 3:1 BLK,9,0,"24.54000","0","1","HDBB","Active","Boot, Transition - Breakout, 3:1","-","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","1.200"" (30.48mm)","0.500"" (12.70mm)","0.500"" (12.70mm)","0.160"" (4.06mm)","-","1.000"" (25.40mm)","-","3.300"" (83.82mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX-X-02&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202K121-25-0.JPG,A125905-ND,202K163-25-02-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ63 BLACK,30,0,"25.16000","0","1","Thermofit 202K1","Active","Boot","63","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.690"" (42.93mm)","1.110"" (28.19mm)","1.690"" (42.93mm)","0.390"" (9.91mm)","0.830"" (21.08mm)","0.830"" (21.08mm)","-","2.323"" (59.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/812860-000.JPG,A132226-ND,202K163-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ63 BLACK,28,0,"25.16000","0","1","Thermofit 202K1","Active","Boot","63","Adhesive Coating, Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.690"" (42.93mm)","1.110"" (28.19mm)","1.690"" (42.93mm)","0.390"" (9.91mm)","2.402"" (61.01mm)","1.180"" (29.97mm)","-","3.898"" (99.01mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202C611thru663&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806251-000.JPG,A132201-ND,202C621-51-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,90,0,"25.33000","0","1","Thermofit 202C6","Active","Boot","21","-","Black","EPB","0.882"" (22.40mm)","0.461"" (11.71mm)","0.701"" (17.81mm)","0.319"" (8.10mm)","-","0.780"" (19.81mm)","-","5.252"" (133.40mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222D921thru963&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222D921-4%5E42-0.JPG,A125929-ND,222D921-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ21 BLACK,82,0,"25.42000","0","1","Thermofit 222D9","Active","Boot - 90°","21","Adhesive Coating, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resistant","Black","Polyolefin (PO), Flexible, Irradiated","0.760"" (19.30mm)","0.512"" (13.00mm)","0.250"" (6.35mm)","0.083"" (2.11mm)","0.642"" (16.31mm)","0.858"" (21.79mm)","-","1.752"" (44.50mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222D211-25%5E225-0.JPG,A125927-ND,222D211-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ11 BLACK,29,0,"25.51000","0","1","Thermofit 222D2","Active","Boot - 90°","11","Abrasion Resistant, Adhesive Coating, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resist","Black","Elastomer, Semi-Rigid, Irradiated","0.882"" (22.40mm)","0.449"" (11.40mm)","0.882"" (22.40mm)","0.252"" (6.40mm)","0.728"" (18.49mm)","3.449"" (87.60mm)","-","4.142"" (105.21mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=462A011thru060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/462A011-4-0.JPG,A125963-ND,462A011-4-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 3:1 SZ11,43,0,"25.86000","0","1","Thermofit 462A0","Active","Boot, Transition - Breakout, 3:1","11","-","Black","Polyolefin (PO), Flexible","0.520"" (13.21mm)","0.260"" (6.60mm)","0.260"" (6.60mm)","0.142"" (3.61mm)","0.819"" (20.80mm)","1.000"" (25.40mm)","-","1.819"" (46.20mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806698-000.JPG,A125887-ND,202A142-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,60,0,"25.88000","0","1","Thermofit 202A1","Active","Boot","42","Adhesive Coating, Fluid Resistant","Black","Elastomer, Semi-Rigid","1.220"" (30.99mm)","0.701"" (17.81mm)","1.220"" (30.99mm)","0.291"" (7.39mm)","1.402"" (35.61mm)","0.870"" (22.10mm)","-","2.630"" (66.80mm)"
http://www.panduit.com/heiler/PartDrawings/C-HSHSEC05-X--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_HSEC4.0-2.jpg,298-13606-ND,HSEC4.0-2,Panduit Corp,HEATSHRINK CAP BLACK ADH 4.14"",8,0,"25.88000","0","1","Pan-Shrink™ WET-SHRINK™ HSEC","Active","Cap","-","Adhesive Coating, Dust Tight, UV Resistant, Waterproof","Black","Polyolefin (PO), Semi-Rigid, Irradiated","3.921"" (99.59mm)","1.780"" (45.21mm)","-","-","-","-","5.370"" (136.40mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222A111thru196&DocType=Customer+Drawing&DocLang=English,-,A125924-ND,222A163-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ63 BLACK,15,0,"26.14000","0","1","Thermofit 222A1","Active","Boot - 90°","63","-","Black","Polyolefin (PO), Semi-Rigid","1.728"" (43.89mm)","1.079"" (27.41mm)","1.728"" (43.89mm)","0.370"" (9.40mm)","1.728"" (43.89mm)","1.340"" (34.04mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D1XX-25/225&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/814344-000.JPG,A132206-ND,202D132-25/225-0,"TE Connectivity Aerospace, Defense and Marine",TFIT POLY MOLDED P,86,0,"26.31000","0","1","Thermofit 202D1","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,-,A125890-ND,202A174-25/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ74 BLACK,87,0,"26.79000","0","1","Thermofit 202A1","Active","Boot","74","Adhesive Coating, Fluid Resistant","Black","Elastomer, Semi-Rigid","2.039"" (51.79mm)","1.390"" (35.31mm)","2.039"" (51.79mm)","0.630"" (16.00mm)","2.551"" (64.80mm)","2.000"" (50.80mm)","-","5.130"" (130.30mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,-,A132199-ND,202A174-4/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ74 BLACK,13,0,"26.84000","0","1","Thermofit 202A1","Active","Boot","74","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Flexible","2.039"" (51.79mm)","1.390"" (35.31mm)","2.039"" (51.79mm)","0.630"" (16.00mm)","2.551"" (64.80mm)","2.000"" (50.80mm)","-","5.130"" (130.30mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=342A012thru058&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/878518-000.JPG,A125947-ND,342A012-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 45DEG SZ12,26,0,"26.92000","0","1","Thermofit 342A0","Active","Boot, Transition - Side Breakout, 45°","12","-","Black","Polyolefin (PO), Semi-Rigid","0.520"" (13.21mm)","0.272"" (6.91mm)","0.260"" (6.60mm)","0.142"" (3.61mm)","0.902"" (22.91mm)","0.921"" (23.39mm)","-","1.941"" (49.30mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202F211thru274&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/819116-000.JPG,A132220-ND,202F221-51-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,11,0,"26.97000","0","1","Thermofit 202F2","Active","Boot","21","Flame Retardant, Lip","Black","EPB, Flexible","1.071"" (27.20mm)","0.520"" (13.21mm)","0.819"" (20.80mm)","0.300"" (7.62mm)","0.480"" (12.19mm)","3.882"" (98.60mm)","-","4.772"" (121.21mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=207W213THRU264-01&DocType=Customer+Drawing&DocLang=English,-,A125909-ND,207W223-3-01-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK FEEDTHRU SZ23 BLACK,25,0,"27.42000","0","1","Thermofit 207W2","Active","Feed Through","23","-","Black","Polyolefin (PO), Semi-Rigid","-","0.787"" (19.99mm)","0.710"" (18.03mm)","0.270"" (6.86mm)","-","0.768"" (19.51mm)","-","2.835"" (72.01mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/814266-000.JPG,A132209-ND,202D263-4-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ63 BLACK,19,0,"27.57000","0","1","Thermofit 202D2","Active","Boot","63","Flame Retardant, Fluid Resistant, Heat Resistant, Lip","Black","Polyolefin (PO), Flexible, Irradiated","1.720"" (43.69mm)","1.340"" (34.04mm)","1.720"" (43.69mm)","0.480"" (12.19mm)","0.780"" (19.81mm)","6.421"" (163.09mm)","-","8.000"" (203.20mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202F211thru274&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202F211-51%5E86-0.jpg,A132217-ND,202F211-51/86-0,"TE Connectivity Aerospace, Defense and Marine",BLOW-MOLDED PARTS,25,0,"27.84000","0","1","Thermofit 202F2","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202F211thru274&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/819115-000.JPG,A132216-ND,202F211-51/164-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ11 BLACK,50,0,"27.99000","0","1","Thermofit 202F2","Active","Boot","11","Adhesive, Flame Retardant, Lip","Black","EPB, Flexible","0.941"" (23.90mm)","0.390"" (9.91mm)","0.681"" (17.30mm)","0.260"" (6.60mm)","0.461"" (11.71mm)","3.402"" (86.41mm)","-","4.169"" (105.89mm)"
http://multimedia.3m.com/mws/media/23068O/heat-shrink-heavy-duty-breakout-3-way-outlet.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDBB-3.jpg,3M161607-ND,HDBB-325-1-250,3M,HEATSHRINK BOOT BREAKOUT 3:1 BLK,63,0,"28.01000","0","1","HDBB","Active","Boot, Transition - Breakout, 3:1","-","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","1.700"" (43.18mm)","0.900"" (22.86mm)","0.820"" (20.83mm)","0.300"" (7.62mm)","-","1.200"" (30.48mm)","-","4.500"" (114.30mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SSB-XX02&DocType=Customer+Drawing&DocLang=English,-,A126023-ND,SSB-2002FR,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BREAKOUT 2:1 BLK,71,0,"28.05000","0","1","Chem-X SSB","Active","Boot, Transition - Breakout, 2:1","-","Abrasion Resistant, Adhesive Coating, Corrosion Resistant, Flame Retardant, Weather Resistant","Black","Polyolefin (PO), Semi-Rigid","2.000"" (50.80mm)","1.500"" (38.10mm)","0.750"" (19.05mm)","0.370"" (9.40mm)","3.670"" (93.22mm)","-","5.320"" (135.13mm)","6.560"" (166.63mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SSB-XX02&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SSB-1202FR.jpg,A126022-ND,SSB-1202FR,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BREAKOUT 2:1 BLK,47,0,"28.12000","0","1","Chem-X SSB","Active","Boot, Transition - Breakout, 2:1","-","Abrasion Resistant, Adhesive Coating, Corrosion Resistant, Flame Retardant, Weather Resistant","Black","Polyolefin (PO), Semi-Rigid","1.600"" (40.64mm)","0.500"" (12.70mm)","0.500"" (12.70mm)","0.150"" (3.81mm)","2.570"" (65.28mm)","-","3.140"" (79.76mm)","4.090"" (103.89mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=462A011thru060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/820055-000.JPG,A125964-ND,462A011-4/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 3:1 SZ11,31,0,"28.27000","0","1","Thermofit 462A0","Active","Boot, Transition - Breakout, 3:1","11","-","Black","Polyolefin (PO), Flexible","0.520"" (13.21mm)","0.260"" (6.60mm)","0.260"" (6.60mm)","0.142"" (3.61mm)","0.819"" (20.80mm)","1.000"" (25.40mm)","-","1.819"" (46.20mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TXXX-XXXFR&DocType=Customer+Drawing&DocLang=English,-,A139116-ND,T14-23FR,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BREAKOUT 3:1 BLK,16,0,"29.10000","0","1","Chem-X T","Active","Boot, Transition - Breakout, 3:1","-","Abrasion Resistant, Adhesive Coating, Corrosion Resistant, Flame Retardant, Weather Resistant","Black","Polyolefin (PO), Semi-Rigid","1.181"" (30.00mm)","0.690"" (17.53mm)","0.512"" (13.00mm)","0.180"" (4.57mm)","2.300"" (58.42mm)","1.000"" (25.40mm)","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/CAP26?device=pdf,-,CAP26BK078-ND,CAP26 BK078,Alpha Wire,HEATSHRINK CAP 2:1 SR-PO BK,50,0,"29.31000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202C611thru663&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806253-000.JPG,A132203-ND,202C642-51-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,14,0,"29.43000","0","1","Thermofit 202C6","Active","Boot","42","-","Black","EPB","1.740"" (44.20mm)","0.882"" (22.40mm)","1.441"" (36.60mm)","0.690"" (17.53mm)","-","1.000"" (25.40mm)","-","6.252"" (158.80mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=342A012thru058&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/878518-000.JPG,A125948-ND,342A012-3/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 45DEG SZ12,60,0,"29.47000","0","1","Thermofit 342A0","Active","Boot, Transition - Side Breakout, 45°","12","Adhesive Coating","Black","Polyolefin (PO), Semi-Rigid","0.520"" (13.21mm)","0.272"" (6.91mm)","0.260"" (6.60mm)","0.142"" (3.61mm)","0.902"" (22.91mm)","0.921"" (23.39mm)","-","1.941"" (49.30mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222F211thru285&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222F221-51-0.JPG,A125930-ND,222F221-51-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ21 BLACK,24,0,"29.54000","0","1","Thermofit 222F2","Active","Boot - 90°","21","-","Black","EPB","1.071"" (27.20mm)","0.520"" (13.21mm)","0.819"" (20.80mm)","0.300"" (7.62mm)","0.780"" (19.81mm)","3.902"" (99.11mm)","-","4.880"" (123.95mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TXXX-XXXFR&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/T3-9FR.JPG,A126025-ND,T3-9FR,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BREAKOUT 3:1 BLK,60,0,"29.64000","0","1","Chem-X T","Active","Boot, Transition - Breakout, 3:1","-","Abrasion Resistant, Adhesive Coating, Corrosion Resistant, Flame Retardant, Weather Resistant","Black","Polyolefin (PO), Semi-Rigid","0.900"" (22.86mm)","0.354"" (8.99mm)","0.330"" (8.38mm)","0.118"" (3.00mm)","2.008"" (51.00mm)","0.700"" (17.78mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202F211thru274&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/904734-000.JPG,A132221-ND,202F221-51/86-0,"TE Connectivity Aerospace, Defense and Marine",BLOW-MOLDED PARTS,26,0,"29.69000","0","1","Thermofit 202F2","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=342A1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/342A124-25-0.JPG,A125950-ND,342A124-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 45DEG SZ24,21,0,"29.93000","0","1","Thermofit 342A1","Active","Boot, Transition - Side Breakout, 45°","24","-","Black","Elastomer, Semi-Rigid","1.060"" (26.92mm)","0.488"" (12.40mm)","0.520"" (13.21mm)","0.240"" (6.10mm)","1.661"" (42.19mm)","1.681"" (42.70mm)","-","3.539"" (89.89mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX-X-02&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202K163-25-02%5E225-0.JPG,A125906-ND,202K163-25-02/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ63 BLACK,31,0,"30.19000","0","1","Thermofit 202K1","Active","Boot","63","Adhesive Coating, Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.690"" (42.93mm)","1.110"" (28.19mm)","1.690"" (42.93mm)","0.390"" (9.91mm)","0.830"" (21.08mm)","0.830"" (21.08mm)","-","2.323"" (59.00mm)"
http://multimedia.3m.com/mws/media/23069O/heat-shrink-heavy-duty-breakout-4-way-outlet.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDBB-4%20SERIES.jpg,3M161609-ND,HDBB-415-1-250,3M,HEATSHRINK BOOT BREAKOUT 4:1 BLK,10,0,"31.09000","0","1","HDBB","Active","Boot, Transition - Breakout, 4:1","-","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","1.750"" (44.45mm)","0.980"" (24.89mm)","0.790"" (20.07mm)","0.280"" (7.11mm)","-","1.200"" (30.48mm)","-","3.500"" (88.90mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=322A112thru158&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/322A123-25-0.JPG,A125945-ND,322A123-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ23,25,0,"31.58000","0","1","Thermofit 322A1","Active","Boot, Transition - Breakout, 2:1 (T)","23","-","Black","Elastomer, Semi-Rigid","1.060"" (26.92mm)","0.488"" (12.40mm)","0.260"" (6.60mm)","0.118"" (3.00mm)","1.642"" (41.71mm)","1.071"" (27.20mm)","-","3.280"" (83.31mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX-100&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/539835-000.JPG,A104755-ND,202K142-100/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,19,0,"31.69000","0","1","Thermofit 202K1","Active","Boot","42","Adhesive Coating, Lip","Black","Polyolefin (PO), Semi-Flexible, Halogen Free","1.220"" (30.99mm)","0.710"" (18.03mm)","0.710"" (18.03mm)","0.280"" (7.11mm)","1.380"" (35.05mm)","0.984"" (24.99mm)","-","2.640"" (67.06mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382A012thru046&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/382A0-23.JPG,A125956-ND,382A023-4/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 Y SZ23,24,0,"31.78000","0","1","Thermofit 382A0","Active","Boot, Transition - Breakout, 2:1 (Y)","23","-","Black","Polyolefin (PO), Flexible","1.060"" (26.92mm)","0.488"" (12.40mm)","0.520"" (13.21mm)","0.240"" (6.10mm)","1.500"" (38.10mm)","1.700"" (43.18mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382A012thru046&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/971078-000.JPG,A125955-ND,382A023-3/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 Y SZ23,23,0,"31.78000","0","1","Thermofit 382A0","Active","Boot, Transition - Breakout, 2:1 (Y)","23","-","Black","Polyolefin (PO), Semi-Rigid","1.060"" (26.92mm)","0.488"" (12.40mm)","0.520"" (13.21mm)","0.240"" (6.10mm)","1.500"" (38.10mm)","1.700"" (43.18mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382A012thru046&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/382A0-23.JPG,A141538-ND,382A023-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 Y SZ23,14,0,"31.78000","0","1","Thermofit 382A0","Active","Boot, Transition - Breakout, 2:1 (Y)","23","-","Black","Polyolefin (PO), Flexible","1.060"" (26.92mm)","0.488"" (12.40mm)","0.520"" (13.21mm)","0.240"" (6.10mm)","1.500"" (38.10mm)","1.700"" (43.18mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=207W213THRU264-01&DocType=Customer+Drawing&DocLang=English,-,A125908-ND,207W213-3-01-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK FEEDTHRU SZ13 BLACK,50,0,"31.97000","0","1","Thermofit 207W2","Active","Feed Through","13","-","Black","Polyolefin (PO), Semi-Rigid","-","0.472"" (11.99mm)","0.394"" (10.01mm)","0.157"" (3.99mm)","-","0.602"" (15.29mm)","-","2.440"" (61.98mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D121thru196&DocType=Customer+Drawing&DocLang=English,-,A132349-ND,202D121-12-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,100,0,"32.69000","0","1","Thermofit 202D1","Active","Boot","21","-","Black","Fluoroelastomer (FKM), Flexible","0.917"" (23.29mm)","0.413"" (10.49mm)","0.488"" (12.40mm)","0.220"" (5.59mm)","0.831"" (21.11mm)","-","-","1.500"" (38.10mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202F211thru274&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202F2.JPG,A132223-ND,202F232-51/164-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,53,0,"33.28000","0","1","Thermofit 202F2","Active","Boot","32","Adhesive, Flame Retardant, Lip","Black","EPB, Flexible","1.220"" (30.99mm)","0.728"" (18.49mm)","0.953"" (24.21mm)","0.350"" (8.89mm)","0.480"" (12.19mm)","4.441"" (112.80mm)","-","5.461"" (138.71mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=562A011thru067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/562A011-4%5E42-0.JPG,A125972-ND,562A011-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 4:1 SZ11,54,0,"34.08000","0","1","Thermofit 562A0","Active","Boot, Transition - Breakout, 4:1","11","-","Black","Polyolefin (PO), Flexible","0.520"" (13.21mm)","0.272"" (6.91mm)","0.260"" (6.60mm)","0.138"" (3.51mm)","1.512"" (38.40mm)","0.949"" (24.10mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806606-000.JPG,A125889-ND,202A153-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ53 BLACK,17,0,"34.13000","0","1","Thermofit 202A1","Active","Boot","53","Adhesive Coating, Fluid Resistant","Black","Elastomer, Semi-Rigid","1.420"" (36.07mm)","0.862"" (21.89mm)","1.420"" (36.07mm)","0.339"" (8.61mm)","1.630"" (41.40mm)","0.870"" (22.10mm)","-","2.902"" (73.71mm)"
