Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Material","Size, Supplied","Thickness","Number of Carriers","Wire Gauge - Ends","Length"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITWireMgmt.pdf,-,93048NC005-ND,93048 NC005,Alpha Wire,GROUND BRAID FLAT 100',2,0,"603.50000","0","1","FIT®","Active","Flat","Copper, Tinned","0.938"" (23.83mm, 15/16"") - Inner Dia","-","-","-","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1223?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1223SL002-ND,1223 SL002,Alpha Wire,GROUND BRAID FLAT 0.047"" X 500',2,0,"618.93000","0","1","FIT®","Active","Flat","Copper, Tinned","0.047"" (1.19mm, 3/64"") - Width","0.020"" (0.51mm)","24","36 AWG","500.0' (152.40m)"
https://cdn.techflex.com/assets/pdfs/specification-sheets/mbs.pdf,//media.digikey.com/Photos/Techflex/MFG_MBS.jpg,1030-1387-ND,MBS0.25SV,Techflex,GROUND BRAID TUBE 0.25""DIAX250',6,0,"735.00000","0","1","Metal Braid","Active","Tubular","Copper, Silver Plated","0.250"" (6.35mm, 1/4"") - Outer Dia","-","24","36 AWG","250.0' (76.20m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2132?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2132SV001-ND,2132 SV001,Alpha Wire,GRD BRAID TUBE 0.062""DIA X 1000',2,0,"753.46000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.062"" (1.57mm, 1/16"") - Inner Dia","-","16","34 AWG","1000' (304.80m)"
http://multimedia.3m.com/mws/media/287223O/3mtm-electromagnetic-shielding-sleeves-ds-fs-series.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_DS%20series.jpg,3M157770-ND,DS-10,3M,GRD BRAID TUBE 0.394""DIAX328.1',5,0,"763.72000","0","1","DS","Active","Tubular","Copper, Tin Plated","0.394"" (10.00mm) - Inner Dia","-","-","-","328.1' (100.00m)"
http://www.alphawire.com/~/media/Files/Brochures/AL_BrassBraid_Fly_web.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2158NA005-ND,2158 NA005,Alpha Wire,GROUND BRAID TUBE 0.5""DIA X 100',4,0,"776.53000","0","1","FIT®","Active","Tubular","Brass","0.500"" (12.70mm, 1/2"") - Outer Dia","0.020"" (0.51mm)","-","-","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1222?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1222SV001-ND,1222 SV001,Alpha Wire,GROUND BRAID FLAT 0.031"" X 1000',2,0,"784.32000","0","1","FIT®","Active","Flat","Copper, Tinned","0.031"" (0.79mm, 1/32"") - Width","0.020"" (0.51mm)","16","36 AWG","1000' (304.80m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1223?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1223SV001-ND,1223 SV001,Alpha Wire,GROUND BRAID FLAT 0.047"" X 1000',4,6,"836.98000","0","1","FIT®","Active","Flat","Copper, Tinned","0.047"" (1.19mm, 3/64"") - Width","0.020"" (0.51mm)","24","36 AWG","1000' (304.80m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2167?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2167SV003-ND,2167 SV003,Alpha Wire,GROUND BRAID TUBE 0.156""DIAX250',3,0,"918.99000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.156"" (3.96mm, 5/32"") - Inner Dia","-","24","36 AWG","250.0' (76.20m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2196?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2196SV005-ND,2196 SV005,Alpha Wire,GROUND BRAID TUBE 0.172""DIAX100',2,0,"941.23000","0","1","FIT®","Active","Tubular","Copper, Silver Plated","0.172"" (4.37mm, 11/64"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITWireMgmt.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,96022NC005-100-ND,96022 NC005,Alpha Wire,GROUND BRAID TUBE 0.5""DIA X 100',3,0,"982.00000","0","1","FIT®","Active","Tubular","Copper, Silver Plated","0.500"" (12.70mm, 1/2"") - Inner Dia","-","-","-","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1224?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1224SV001-1000-ND,1224 SV001,Alpha Wire,GROUND BRAID FLAT 0.094"" X 1000',2,0,"982.86000","0","1","FIT®","Active","Flat","Copper, Tinned","0.094"" (2.39mm, 3/32"") - Width","0.020"" (0.51mm)","16","36 AWG","1000' (304.80m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2138?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2138SV002-500-ND,2138 SV002,Alpha Wire,GROUND BRAID TUBE 0.172""DIAX500',2,1,"1036.96000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.172"" (4.37mm, 11/64"") - Inner Dia","-","24","34 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1230?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,A1230S-1000-ND,1230 SV001,Alpha Wire,GROUND BRAID FLAT 0.187"" X 1000',2,7,"1221.87000","0","1","FIT®","Active","Flat","Copper, Tinned","0.187"" (4.75mm, 3/16"") - Width","0.020"" (0.51mm)","24","36 AWG","1000' (304.80m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2195?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2195SV005-ND,2195 SV005,Alpha Wire,GROUND BRAID TUBE 0.156""DIAX100',2,0,"1258.40000","0","1","FIT®","Active","Tubular","Copper, Silver Plated","0.156"" (3.96mm, 5/32"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2142?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2142SV002-500-ND,2142 SV002,Alpha Wire,GROUND BRAID TUBE 0.25""DIAX500',3,0,"1351.98000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.250"" (6.35mm, 1/4"") - Inner Dia","-","24","34 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1231?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,A1231S-1000-ND,1231 SV001,Alpha Wire,GROUND BRAID FLAT 0.25"" X 1000',3,29,"1491.38000","0","1","FIT®","Active","Flat","Copper, Tinned","0.250"" (6.35mm, 1/4"") - Width","0.030"" (0.76mm)","24","36 AWG","1000' (304.80m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2144?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2144SV002-500-ND,2144 SV002,Alpha Wire,GROUND BRAID TUBE 0.375""DIAX500',2,0,"1546.62000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.375"" (9.53mm, 3/8"") - Inner Dia","-","24","34 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2197?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2197SV005-100-ND,2197 SV005,Alpha Wire,GROUND BRAID TUBE 0.203""DIAX100',2,0,"1547.07000","0","1","FIT®","Active","Tubular","Copper, Silver Plated","0.203"" (5.16mm, 13/64"") - Inner Dia","-","24","34 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1240?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1240SV005-100-ND,1240 SV005,Alpha Wire,GROUND BRAID FLAT 1.5"" X 100',6,54,"1549.49000","0","1","FIT®","Active","Flat","Copper, Tinned","1.500"" (38.10mm, 1 1/2"") - Width","0.060"" (1.52mm)","48","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1233?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1233SV002-ND,1233 SV002,Alpha Wire,GROUND BRAID FLAT 0.625"" X 500',2,0,"1731.69000","0","1","FIT®","Active","Flat","Copper, Tinned","0.625"" (15.88mm, 5/8"") - Width","0.030"" (0.76mm)","48","36 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1235?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1235SV002-500-ND,1235 SV002,Alpha Wire,GROUND BRAID FLAT 1"" X 500',2,2,"4186.50000","0","1","FIT®","Active","Flat","Copper, Tinned","1.000"" (25.40mm) - Width","0.045"" (1.14mm)","48","36 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1242_4?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1242/4SV005-ND,1242/4 SV005,Alpha Wire,GROUND BRAID FLAT 3"" X 100',2,0,"6562.99000","0","1","FIT®","Active","Flat","Copper, Tinned","3.000"" (76.20mm) - Width","0.200"" (5.08mm)","48","30 AWG","100.0' (30.48m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132568-ND,RAY-101-6.0(10),"TE Connectivity Aerospace, Defense and Marine",GRD BRAID TUBE 0.236""DIA X 32.8',0,0,"132.16000","0","1","RAYBRAID®","Active","Tubular","Copper, Tin Plated","0.236"" (6.00mm) - Inner Dia","-","24","36 AWG","32.8' (10.00m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1223?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,A1223SV-100-ND,1223 SV005,Alpha Wire,GROUND BRAID FLAT 0.047"" X 100',0,1,"144.54000","0","1","FIT®","Active","Flat","Copper, Tinned","0.047"" (1.19mm, 3/64"") - Width","0.020"" (0.51mm)","24","36 AWG","100.0' (30.48m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132113-ND,RAY-101-12.5(10),"TE Connectivity Aerospace, Defense and Marine",GRD BRAID TUBE 0.492""DIA X 32.8',1,0,"151.20000","0","1","RAYBRAID®","Active","Tubular","Copper, Tin Plated","0.492"" (12.50mm) - Inner Dia","-","36","36 AWG","32.8' (10.00m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN-Copper.jpg,1030-1307-ND,MBN1.13SV50,Techflex,GROUND BRAID TUBE 1.125""DIAX50',1,0,"151.68000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","1.125"" (28.58mm, 1 1/8"") - Outer Dia","0.025"" (0.64mm)","48","30 AWG","50.0' (15.24m)"
-,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1242SV005-100-ND,1242 SV005,Alpha Wire,GROUND BRAID FLAT 2"" X 100',0,0,"3402.45000","0","1","FIT®","Active","Flat","Copper, Tinned","2.000"" (50.80mm) - Width","0.120"" (3.05mm)","48","30 AWG","100.0' (30.48m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbb.pdf,//media.digikey.com/Photos/Techflex/MFG_MBB0.jpg,1030-1240-ND,MBB0.13BS25,Techflex,GROUND BRAID TUBE 0.125""DIAX25',4,0,"42.18000","0","1","Brass Beauty","Active","Tubular","Brass","0.125"" (3.18mm, 1/8"") - Outer Dia","0.015"" (0.38mm)","-","-","25.0' (7.62m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2160?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2160SV-100-ND,2160 SV005,Alpha Wire,GROUND BRAID TUBE 0.031""DIAX100',4,10,"97.49000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.031"" (0.79mm, 1/32"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2162?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2162SV005-ND,2162 SV005,Alpha Wire,GROUND BRAID TUBE 0.062""DIAX100',1,1,"202.77000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.062"" (1.57mm, 1/16"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2167?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2167SV-100-ND,2167 SV005,Alpha Wire,GROUND BRAID TUBE 0.156""DIAX100',1,0,"451.14000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.156"" (3.96mm, 5/32"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2173?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2173SV-100-ND,2173 SV005,Alpha Wire,GROUND BRAID TUBE 0.437""DIAX100',0,4,"934.06000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.437"" (11.10mm, 7/16"") - Inner Dia","-","24","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2176?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2176SV-100-ND,2176 SV005,Alpha Wire,GROUND BRAID TUBE 0.781""DIAX100',1,13,"1050.24000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.781"" (19.84mm, 25/32"") - Inner Dia","-","48","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2175?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2175SV-100-ND,2175 SV005,Alpha Wire,GROUND BRAID TUBE 0.462""DIAX100',1,0,"1432.75000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.462"" (11.73mm, 15/32"") - Inner Dia","-","48","30 AWG","100.0' (30.48m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=LWB-10X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/INSTALITE_SERIES.jpg,A123383-100-ND,LWB-103-10.0(100),"TE Connectivity Aerospace, Defense and Marine",GRD BRAID TUBE 0.394""DIAX328.1',0,0,"2899.40000","0","1","INSTALITE","Active","Tubular","Copper, Nickel Plated","0.394"" (10.00mm) - Inner Dia","-","-","-","328.1' (100.00m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=LWB-10X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/INSTALITE_SERIES.jpg,A123378-100-ND,LWB-101-6.0(100),"TE Connectivity Aerospace, Defense and Marine",GRD BRAID TUBE 0.236""DIAX328.1',1,0,"1748.60000","0","1","INSTALITE","Active","Tubular","Copper, Tin Plated","0.236"" (6.00mm) - Inner Dia","-","-","-","328.1' (100.00m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,RAY-101-20.0(50)-DS-ND,RAY-101-20.0(50),TE Connectivity Raychem Cable Protection,GROUND BRAID TUBE 0.787""DIA M,0,0,"37.68000","0","1","RAYBRAID®","Active","Tubular","Copper, Tin Plated","0.787"" (20.00mm) - Inner Dia","-","48","36 AWG","Digi-Spool™, Continuous Spool"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2191?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2191SV005-100-ND,2191 SV005,Alpha Wire,GROUND BRAID TUBE 0.062""DIAX100',1,0,"411.41000","0","1","FIT®","Active","Tubular","Copper, Silver Plated","0.062"" (1.57mm, 1/16"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1230?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1230SV002-500-ND,1230 SV002,Alpha Wire,GROUND BRAID FLAT 0.187"" X 500',1,0,"638.21000","0","1","FIT®","Active","Flat","Copper, Tinned","0.187"" (4.75mm, 3/16"") - Width","0.020"" (0.51mm)","24","36 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2194?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2194SV005-100-ND,2194 SV005,Alpha Wire,GROUND BRAID TUBE 0.125""DIAX100',0,0,"665.10000","0","1","FIT®","Active","Tubular","Copper, Silver Plated","0.125"" (3.18mm, 1/8"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1221?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1221SV001-ND,1221 SV001,Alpha Wire,GROUND BRAID FLAT 0.025"" X 1000',1,0,"733.04000","0","1","FIT®","Active","Flat","Copper, Tinned","0.025"" (0.64mm) - Width","0.015"" (0.38mm)","8","36 AWG","1000' (304.80m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2150?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2150SV005-ND,2150 SV005,Alpha Wire,GROUND BRAID TUBE 0.688""DIAX100',1,0,"827.23000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.688"" (17.48mm, 11/16"") - Inner Dia","-","48","34 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2177?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2177SV005-100-ND,2177 SV005,Alpha Wire,GROUND BRAID TUBE 0.875""DIAX100',1,0,"1440.66000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.875"" (22.23mm, 7/8"") - Inner Dia","-","48","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1232?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1232SV002-ND,1232 SV002,Alpha Wire,GROUND BRAID FLAT 0.375"" X 500',1,0,"1462.02000","0","1","FIT®","Active","Flat","Copper, Tinned","0.375"" (9.53mm, 3/8"") - Width","0.030"" (0.76mm)","24","36 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2179?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2179SV005-ND,2179 SV005,Alpha Wire,GROUND BRAID TUBE 1.125""DIAX100',1,0,"1702.71000","0","1","FIT®","Active","Tubular","Copper, Tinned","1.125"" (28.58mm, 1 1/8"") - Inner Dia","-","48","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2138?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2138SV001-1000-ND,2138 SV001,Alpha Wire,GRD BRAID TUBE 0.172""DIA X 1000',1,0,"1753.84000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.172"" (4.37mm, 11/64"") - Inner Dia","-","24","34 AWG","1000' (304.80m)"
https://catalog.belden.com/techdata/EN/8662_techdata.pdf,-,BEL1711-250-ND,8662 000250,Belden Inc.,GROUND BRAID TUBE 0.781""DIAX250',1,0,"1764.49000","0","1","-","Active","Tubular","Copper, Tinned","0.781"" (19.84mm, 25/32"") - Inner Dia","-","-","34 AWG","250.0' (76.20m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2180?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2180SV005-100-ND,2180 SV005,Alpha Wire,GROUND BRAID TUBE 1.25""DIAX100',0,0,"1911.67000","0","1","FIT®","Active","Tubular","Copper, Tinned","1.250"" (31.75mm, 1 1/4"") - Inner Dia","-","48","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2175_1?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2175/1SV005-100-ND,2175/1 SV005,Alpha Wire,GROUND BRAID TUBE 0.656""DIAX100',1,0,"1921.18000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.656"" (16.66mm, 21/32"") - Inner Dia","-","48","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2198?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2198SV005-100-ND,2198 SV005,Alpha Wire,GROUND BRAID TUBE 0.25""DIAX100',1,0,"1952.36000","0","1","FIT®","Active","Tubular","Copper, Silver Plated","0.250"" (6.35mm, 1/4"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2181?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2181SV005-ND,2181 SV005,Alpha Wire,GROUND BRAID TUBE 1.375""DIAX100',1,0,"2219.27000","0","1","FIT®","Active","Tubular","Copper, Tinned","1.375"" (34.93mm, 1 3/8"") - Inner Dia","-","48","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2182?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2182SV005-ND,2182 SV005,Alpha Wire,GROUND BRAID TUBE 1.5""DIA X 100',1,0,"2386.41000","0","1","FIT®","Active","Tubular","Copper, Tinned","1.500"" (38.10mm, 1 1/2"") - Inner Dia","-","48","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITWireMgmt.pdf,-,93048NC002-ND,93048 NC002,Alpha Wire,GROUND BRAID FLAT 500',1,0,"2564.24000","0","1","FIT®","Active","Flat","Copper, Tinned","0.938"" (23.83mm, 15/16"") - Inner Dia","-","-","-","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1241?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1241SV005-ND,1241 SV005,Alpha Wire,GROUND BRAID FLAT 1.750"" X 100',0,0,"2711.30000","0","1","FIT®","Active","Flat","Copper, Tinned","1.750"" (44.45mm, 1 3/4"") - Width","0.080"" (2.03mm)","48","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1233_2?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1233/2SV001-1000-ND,1233/2 SV001,Alpha Wire,GROUND BRAID FLAT 0.5"" X 1000',1,9,"3169.88000","0","1","FIT®","Active","Flat","Copper, Tinned","0.500"" (12.70mm, 1/2"") - Width","0.030"" (0.76mm)","48","36 AWG","1000' (304.80m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1233?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1233SV001-1000-ND,1233 SV001,Alpha Wire,GROUND BRAID FLAT 0.625"" X 1000',1,0,"3348.66000","0","1","FIT®","Active","Flat","Copper, Tinned","0.625"" (15.88mm, 5/8"") - Width","0.030"" (0.76mm)","48","36 AWG","1000' (304.80m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1234?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1234SV002-ND,1234 SV002,Alpha Wire,GROUND BRAID FLAT 0.750"" X 500',1,0,"3906.71000","0","1","FIT®","Active","Flat","Copper, Tinned","0.750"" (19.05mm, 3/4"") - Width","0.040"" (1.02mm)","48","36 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1234?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1234SV001-ND,1234 SV001,Alpha Wire,GROUND BRAID FLAT 0.750"" X 1000',1,0,"7704.20000","0","1","FIT®","Active","Flat","Copper, Tinned","0.750"" (19.05mm, 3/4"") - Width","0.040"" (1.02mm)","48","36 AWG","1000' (304.80m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1235?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1235SV001-ND,1235 SV001,Alpha Wire,GROUND BRAID FLAT 1"" X 1000',1,0,"8264.14000","0","1","FIT®","Active","Flat","Copper, Tinned","1.000"" (25.40mm) - Width","0.045"" (1.14mm)","48","36 AWG","1000' (304.80m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1239?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1239SV001-ND,1239 SV001,Alpha Wire,GROUND BRAID FLAT 1.375"" X 1000',1,0,"9405.42000","0","1","FIT®","Active","Flat","Copper, Tinned","1.375"" (34.93mm, 1 3/8"") - Width","0.050"" (1.27mm)","48","30 AWG","1000' (304.80m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-90&DocType=Customer+Drawing&DocLang=English,-,RAY-90-3.0(100)-ND,RAY-90-3.0(100),TE Connectivity Raychem Cable Protection,GRD BRAID TUBE 0.118""DIAX328.1',0,0,"2.89900","0","500","RAYBRAID®","Active","Tubular","Copper, Tin Plated","0.118"" (3.00mm) - Inner Dia","-","16","36 AWG","328.1' (100.00m)"
