Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Wire/Cable Tie Type","Length - Approximate","Bundle Diameter","Width","Length - Actual","Mounting Type","Tensile Strength","Features","Material","Color"
http://www.panduit.com/heiler/Drawings/SS_26588.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PLT-VMR_NAT.jpg,298-11522-2-ND,PLT2S-VMR,Panduit Corp,STD CABLE TIES ON REEL NAT 8.1"",15000,0,"0.10630","0","2500","2500 per Reel; 2 Reels","PAN-TY® PLT","Active","Standard, Locking","8.00""","1.94"" (49.28mm)","0.190"" (4.83mm)","0.675' (205.74mm, 8.10"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CT8NT50-M.jpg,3M120M-ND,CT8NT50-M,3M,8"" NATURAL 50LB CABLE TIE,6000,0,"0.10638","0","1000","1000 per Pkg","-","Active","Standard, Locking","7.50""","1.88"" (47.75mm)","0.181"" (4.60mm)","0.633' (193.00mm, 7.60"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CTxxBK50.jpg,3M120BKM-ND,CT8BK50-M,3M,8"" BLACK 50LB CABLE TIE,3000,0,"0.10710","0","1000","1000 per Pkg","-","Active","Standard, Locking","7.50""","1.88"" (47.75mm)","0.181"" (4.60mm)","0.633' (193.00mm, 7.60"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/WIT-XXXR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_WIT-50SR-M.jpg,RPC1803-ND,WIT-50SR-M,Essentra Components,TIE RELEASABLE 6"" NYL NAT,8000,0,"0.10809","0","1000","1000 per Pkg","WIT-50","Active","Standard, Releasable","6.00""","1.50"" (38.10mm)","0.190"" (4.83mm)","0.500' (152.40mm, 6.00"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/118-00111.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/118-00110.jpg,1436-1102-ND,118-00110,HellermannTyton,OS SERRATED TIE 5.9""L 50LB BLK,2000,0,"0.11054","0","1000","1000 per Pkg","-","Active","Standard, Locking","6.00""","1.38"" (35.00mm)","0.181"" (4.60mm)","0.492' (150.00mm, 5.91"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/BT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/BT-6-10-BL.jpg,RPC1724-ND,BT-5-10-BL,Essentra Components,WIRE TIE BLUE 5""L,3000,0,"0.11254","0","1000","1000 per Pkg","BT","Active","Beaded, Releasable","5.00""","1.25"" (31.75mm)","0.060"" (1.52mm)","0.417' (127.00mm, 5.00"")","Free Hanging (In-Line)","-","-","Polypropylene (PP)","Blue"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/WITA-xx_Dwg.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WITA-40R-HS-M.jpg,RPC1465-ND,WITA-50L-UVB-M,Essentra Components,"CABLE TIE,LOCK,UV BLACK,15.7 IN",6219,0,"0.11280","0","1000","1000 per Pkg","WITA","Active","Standard, Locking","15.75""","4.52"" (114.81mm)","0.180"" (4.57mm)","1.312' (400.00mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT3I-SS-5540-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20BLACK.jpg,298-10510-ND,PLT2S-M30,Panduit Corp,CABLE TIE STD HS BLACK 7.4"",8000,0,"0.11519","0","1000","1000 per Pkg","PAN-TY® PLT","Active","Standard, Locking","7.50""","1.88"" (47.75mm)","0.190"" (4.83mm)","0.617' (187.96mm, 7.40"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/CTWR00xA.jpg,RPC1936-ND,CTWR019A,Essentra Components,CABLE TIE WEATHER RESISTANT:NYL,9000,0,"0.11600","0","100","100 per Pkg","CTWR","Active","Standard, Locking","8.00""","2.17"" (55.00mm)","0.181"" (4.60mm)","0.666' (203.00mm, 7.99"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","UV Resistant, Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.qualtekusa.com/images/Cable%20Ties/PDFs/17_series.pdf,//media.digikey.com/photos/Qualtek%20Photos/17-Series-3.60mm.jpg,Q752-ND,17-I370B-C,Qualtek,CBL TIE LOCKING BK 40LB 1.22',1500,0,"0.11770","0","100","100 per Pkg","17","Active","Standard, Locking","14.50""","4.17"" (105.92mm)","0.141"" (3.58mm)","1.214' (370.00mm)","Free Hanging (In-Line)","40 lbs (18.14 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.qualtekusa.com/images/Cable%20Ties/PDFs/17_series.pdf,//media.digikey.com/photos/Qualtek%20Photos/7-Series-4.80mm.jpg,Q760-ND,17-S280B-C,Qualtek,CBL TIE LOCKING BK 50LB 11.02"",1200,199,"0.12170","0","100","100 per Pkg","17","Active","Standard, Locking","11.00""","2.94"" (74.68mm)","0.189"" (4.80mm)","0.919' (280.00mm, 11.02"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTBT1-5I-BT-0037-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BTSeries_Blk.jpg,298-10471-ND,BT2I-M0,Panduit Corp,CABLE TIE 40LB WR BLK 8"",3000,0,"0.12203","0","1000","1000 per Pkg","DOME-TOP® BARB-TY® BT","Active","Standard, Locking","8.00""","2.00"" (50.80mm)","0.141"" (3.58mm)","0.667' (203.20mm, 8.00"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/WIT(A)-XX.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WITA-40R-HS-M.jpg,RPC1812-ND,WITA-50R-HS-M,Essentra Components,"CABLE TIE,LOCK,HS BLK,7.90 IN LG",4000,0,"0.12342","0","1000","1000 per Pkg","WITA","Active","Standard, Locking","8.00""","1.95"" (49.53mm)","0.180"" (4.57mm)","0.658' (200.66mm, 7.90"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/BT.pdf,"//media.digikey.com/photos/Richco%20Photos/BT-4-01-NT,BT-5-01-NT,BT-6-01-NT.jpg",RPC1165-ND,BT-5-01-NT,Essentra Components,BEADED TIE 5"" NYLON,8627,0,"0.12372","0","1000","1000 per Pkg","BT","Active","Beaded, Releasable","5.00""","1.25"" (31.75mm)","0.060"" (1.52mm)","0.417' (127.00mm, 5.00"")","Free Hanging (In-Line)","-","-","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/118-00111.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/118-00111.jpg,1436-1440-ND,118-00111,HellermannTyton,OS SERRATED TIE 7.9""L 50LB BLACK,3000,0,"0.12391","0","1000","1000 per Pkg","-","Active","Standard, Locking","7.75""","1.97"" (50.00mm)","0.181"" (4.60mm)","0.656' (200.00mm, 7.87"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/WIT-XXXR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WIT-50RR-M.jpg,RP1043-ND,WIT-50RR-M,Essentra Components,WIRE TIE RELEASABLE 8"" NYLON NAT,9081,0,"0.12614","0","1000","1000 per Pkg","WIT-R","Active","Standard, Releasable","8.00""","2.00"" (50.80mm)","0.190"" (4.83mm)","0.667' (203.20mm, 8.00"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/WIT-18.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_WIT-18R1A-4-01.jpg,RPC1716-ND,WIT-18R1A-4-01,Essentra Components,SELF-MNT W-TIE NAT .25X.156""DIA,3000,0,"0.13193","0","1000","1000 per Pkg","Wrap-It","Active","Standard, Locking","4.50""","0.75"" (19.05mm)","0.100"" (2.54mm)","0.377' (114.79mm, 4.52"")","Push Mount, Winged Arrowhead","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/11-0345-011-CSU.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_157-00142.jpg,1436-1759-ND,157-00142,HellermannTyton,CABLE TIE 8"" WITH OVAL FIR TREE,134000,0,"0.13434","0","500","-","*","Active","-","-","-","-","-","-","-","-","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WITA-40R-C.jpg,RPC1720-ND,WITA-50RL-M,Essentra Components,CABLE TIE LOCK NAT 11 50LB,185000,0,"0.14131","0","1000","1000 per Pkg","WITA","Active","Standard, Locking","11.00""","3.03"" (76.96mm)","0.190"" (4.83mm)","0.919' (280.00mm, 11.02"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HMAN145CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_118-04900.jpg,1436-1774-ND,118-04900,HellermannTyton,OS SERRATED 30LB 7.87"",4300,0,"0.14500","0","100","100 per Pkg","-","Active","Standard, Locking","7.75""","1.97"" (50.00mm)","0.134"" (3.40mm)","0.656' (200.00mm, 7.87"")","Free Hanging (In-Line)","30 lbs (13.61 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/WIT-XXXR.pdf,//media.digikey.com/Renders/Richco%20Renders/WIT-zzzR%20Series.jpg,RP807-ND,WIT-50LR-M,Essentra Components,CABLE TIE RELEASE NAT 11.5"" 50LB,9814,0,"0.14576","0","1000","1000 per Pkg","WIT-R","Active","Standard, Releasable","11.75""","3.00"" (76.20mm)","0.190"" (4.83mm)","0.971' (296.00mm, 11.65"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WITA-40R-C.jpg,RPC1926-ND,CT013A,Essentra Components,CABLE TIE STANDARD:NYL NATURAL,4000,0,"0.14600","0","100","100 per Pkg","CT","Active","Standard, Locking","9.75""","2.91"" (74.00mm)","0.141"" (3.58mm)","0.820' (250.00mm, 9.84"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/113-00028.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T18MR9M4.jpg,1436-1540-ND,T18MR9M4,HellermannTyton,SCREW MOUNT 18LB 4.3""L NATURAL,11000,0,"0.14898","0","1000","1000 per Pkg","-","Active","Standard, Locking","4.25""","0.79"" (20.00mm)","0.098"" (2.50mm)","0.361' (110.00mm, 4.33"")","Screw Mount, Mounting Hole","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/SG100M-C%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SG_NAT.jpg,298-9928-ND,SG100M-C,Panduit Corp,CABLE TIE MINI NAT 4.2"",1500,0,"0.15190","0","100","100 per Pkg","Super-Grip®","Active","Standard, Locking","4.25""","1.00"" (25.40mm)","0.118"" (3.00mm)","0.350' (106.68mm, 4.20"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WITA-40R-C.jpg,RPC1813-ND,WITA-50R-V0-M,Essentra Components,"CABLE TIE,LOCK,V-0 NATURAL,7.90",2000,0,"0.15435","0","1000","1000 per Pkg","WITA","Active","Standard, Locking","8.00""","1.95"" (49.53mm)","0.180"" (4.57mm)","0.658' (200.66mm, 7.90"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Flame Retardant","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT2030003CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T30R9M4.JPG,1436-1541-ND,T30LL9M4,HellermannTyton,CABLE TIE 11.4""L 30LB NATURAL,2000,0,"0.15596","0","1000","1000 per Pkg","-","Active","Standard, Locking","11.50""","3.15"" (80.00mm)","0.138"" (3.50mm)","0.951' (290.00mm, 11.42"")","Free Hanging (In-Line)","30 lbs (13.61 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/CT2030002CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T30R0M4.JPG,1436-1599-ND,T30L0C2,HellermannTyton,CABLE TIE 7.48""L 30LB BLACK,1500,0,"0.15930","0","100","100 per Pkg","-","Active","Standard, Locking","7.50""","1.97"" (50.00mm)","0.138"" (3.50mm)","0.623' (190.00mm, 7.48"")","Free Hanging (In-Line)","30 lbs (13.61 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/BT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/BT-6-10-BL.jpg,RPC1166-ND,BT-6-10-BL,Essentra Components,WIRE TIE BLUE 6""L,6045,0,"0.15949","0","1000","1000 per Pkg","BT","Active","Beaded, Releasable","6.00""","1.75"" (44.45mm)","0.060"" (1.52mm)","0.500' (152.40mm, 6.00"")","Free Hanging (In-Line)","-","-","Polypropylene (PP)","Blue"
http://www.essentracomponents.com.sg/images-line/pdfs/WIT-XXXR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WIT-50LR-UVB-M.jpg,RP1038-ND,WIT-50LR-UVB-M,Essentra Components,CABLE TIE RELEASE UV BLK 11.5"",2000,0,"0.16032","0","1000","1000 per Pkg","WIT-R","Active","Standard, Releasable","11.75""","3.00"" (76.20mm)","0.190"" (4.83mm)","0.971' (296.00mm, 11.65"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/CTWR00xA.jpg,RPC1934-ND,CTWR013A,Essentra Components,CABLE TIE WEATHER RESISTANT:NYL,2100,0,"0.16060","0","100","100 per Pkg","CTWR","Active","Standard, Locking","9.75""","2.91"" (74.00mm)","0.141"" (3.58mm)","0.820' (250.00mm, 9.84"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","UV Resistant, Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/CTWR00xA.jpg,RPC1935-ND,CTWR014A,Essentra Components,CABLE TIE WEATHER RESISTANT:NYL,2500,0,"0.16160","0","100","100 per Pkg","CTWR","Active","Standard, Locking","10.50""","3.07"" (77.98mm)","0.141"" (3.58mm)","0.869' (265.00mm, 10.43"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","UV Resistant, Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WITA-40R-C.jpg,RP819-ND,WITA-50L-M,Essentra Components,WIRE TIE 15.7 50LBS NT,12040,0,"0.16235","0","1000","1000 per Pkg","WITA","Active","Standard, Locking","15.75""","4.52"" (114.81mm)","0.180"" (4.57mm)","1.312' (400.00mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/113-00024.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T18MR0M4.jpg,1436-1114-ND,T18MR0M4,HellermannTyton,SCREW MOUNT 18LB 4.3""L BLACK,1885,0,"0.16387","0","1000","1000 per Pkg","-","Active","Standard, Locking","4.25""","0.79"" (20.00mm)","0.098"" (2.50mm)","0.361' (110.00mm, 4.33"")","Screw Mount, Mounting Hole","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/CTWR00xA.jpg,RPC1937-ND,CTWR023A,Essentra Components,CABLE TIE WEATHER RESISTANT:NYL,1900,0,"0.16590","0","100","100 per Pkg","CTWR","Active","Standard, Locking","9.75""","2.91"" (74.00mm)","0.189"" (4.80mm)","0.820' (250.00mm, 9.84"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","UV Resistant, Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/CT2050007CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T50R9M4.JPG,1436-1600-ND,T50R9C2,HellermannTyton,CABLE TIE 7.9""L 50LB NATURAL,6400,0,"0.16650","0","100","100 per Pkg","-","Active","Standard, Locking","8.00""","1.97"" (50.00mm)","0.181"" (4.60mm)","0.663' (202.00mm, 7.95"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HMAN103CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/155-05800.jpg,1436-1177-ND,155-05800,HellermannTyton,FIRTREE W/TIE 6.3""L BLACK,6000,0,"0.16709","0","1500","500 per Pkg","-","Active","Standard, Locking","6.25""","1.38"" (35.00mm)","0.181"" (4.60mm)","0.525' (160.00mm, 6.30"")","Push Mount, Fir Tree","30 lbs (13.61 kg)","Heat Stabilized, Impact Modified","Polyamide (PA66), Nylon 6/6","Black"
http://www.qualtekusa.com/images/Cable%20Ties/PDFs/17_series.pdf,//media.digikey.com/photos/Qualtek%20Photos/17-Series-Nat7.62.jpg,Q825-ND,17-HD220N-C,Qualtek,CBL TIE LOCKING NAT 120LB 8.66"",2800,146,"0.17460","0","100","100 per Pkg","17","Active","Standard, Locking","8.75""","2.25"" (57.15mm)","0.300"" (7.62mm)","0.722' (220.00mm, 8.66"")","Free Hanging (In-Line)","120 lbs (54.43 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/BT.pdf,"//media.digikey.com/photos/Richco%20Photos/BT-4-01-NT,BT-5-01-NT,BT-6-01-NT.jpg",RP733-ND,BT-6-01-NT,Essentra Components,BEADED TIE 6"" NYLON,9282,0,"0.17531","0","1000","1000 per Pkg","BT","Active","Beaded, Releasable","6.00""","1.75"" (44.45mm)","0.060"" (1.52mm)","0.500' (152.40mm, 6.00"")","Free Hanging (In-Line)","-","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTBT1-5I-BT-0037-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/BTSeries_Natural.JPG,298-1064-ND,BT1.5I-C,Panduit Corp,CABLE TIE BARB TY 40LB 6.1"",1600,0,"0.17550","0","100","100 per Pkg","DOME-TOP® BARB-TY® BT","Active","Standard, Locking","6.00""","1.50"" (38.10mm)","0.141"" (3.58mm)","0.508' (154.94mm, 6.10"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/SS_5550_SHT1.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SST_NAT.jpg,298-10382-ND,SST1M-C,Panduit Corp,CABLE TIE 2PIECE 4.0"",1900,0,"0.17780","0","100","100 per Pkg","STA-STRAP® SS","Active","Standard, Locking","4.00""","0.78"" (19.81mm)","0.095"" (2.40mm)","0.333' (101.60mm, 4.00"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","2-Piece Design","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT2040002CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T40R0HSM4.JPG,1436-1545-ND,T40I0M4,HellermannTyton,CABLE TIE 11.4""L 40LB BLACK,4000,0,"0.17848","0","1000","1000 per Pkg","-","Active","Standard, Locking","11.50""","3.15"" (80.00mm)","0.157"" (4.00mm)","0.951' (290.00mm, 11.42"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/WIT-RT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WIT-RT-0550-M.jpg,RPC2152-ND,WIT-RT-0550-M,Essentra Components,CABLE TIE RELEASE NAT 5.5"",12000,0,"0.17988","0","1000","1000 per Pkg","WIT-RT","Active","Standard, Releasable","5.50""","1.25"" (31.75mm)","0.210"" (5.33mm)","0.458' (139.70mm, 5.50"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTBT1-5I-BT-0037-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/BTSeries_Natural.JPG,298-10475-ND,BT3I-M,Panduit Corp,CABLE TIE INTERMED 40# NAT 11.1"",3000,0,"0.17989","0","1000","1000 per Pkg","DOME-TOP® BARB-TY® BT","Active","Standard, Locking","11.25""","3.00"" (76.20mm)","0.141"" (3.58mm)","0.937' (285.75mm, 11.25"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CT6NT40-M.JPG,3M118M-ND,CT6NT30-M,3M,6"" NATURAL 30LB CABLE TIE 1=1PC,12057,0,"0.18000","0","1","1000 per Pkg","-","Active","Standard, Locking","5.75""","1.25"" (31.75mm)","0.141"" (3.58mm)","0.483' (147.32mm, 5.80"")","Free Hanging (In-Line)","30 lbs (13.61 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_T18R10C2.jpg,1436-1806-ND,111-01936,HellermannTyton,CABLE TIE T18R 100MM WHITE,1899,0,"0.18140","0","100","100 per Pkg","-","Active","Standard, Locking","4.00""","0.86"" (22.00mm)","0.096"" (2.45mm)","0.328' (100.00mm, 3.93"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","White"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT2018002CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T18L9VOM4.jpg,1436-1118-ND,T18R9VOM4,HellermannTyton,CABLE TIE 4""L 18LB WHITE,39000,0,"0.18338","0","1000","1000 per Pkg","-","Active","Standard, Locking","4.00""","0.86"" (22.00mm)","0.096"" (2.45mm)","0.328' (100.00mm, 3.93"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","Flame Retardant","Polyamide (PA66), Nylon 6/6","White"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WITA-40R-C.jpg,RPC1928-ND,CT024A,Essentra Components,CABLE TIE STANDARD:NYL NATURAL,8700,0,"0.18500","0","100","100 per Pkg","CT","Active","Standard, Locking","11.00""","3.19"" (81.03mm)","0.189"" (4.80mm)","0.917' (279.40mm, 11.00"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HMAN146CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/118-05850.jpg,1436-1486-ND,118-05850,HellermannTyton,OS SERRATED TIES 50LB 5.9"" BLACK,2400,0,"0.18550","0","100","100 per Pkg","-","Active","Standard, Locking","6.00""","1.38"" (35.00mm)","0.181"" (4.60mm)","0.492' (150.00mm, 5.91"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1317056.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_12933xx.jpg,RPC2218-ND,1293370,Essentra Components,CBL TIE LOCKING BLACK 22LB 7.99"",6400,0,"0.19150","0","100","Bulk","-","Active","Standard, Locking","8.00""","2.05"" (52.07mm)","0.181"" (4.60mm)","0.666' (203.00mm, 7.99"")","Free Hanging (In-Line)","22 lbs (9.98 kg)","-","Polypropylene (PP)","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/118-00111.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/118-05050.jpg,1436-1313-ND,118-05050,HellermannTyton,OS SERRATED TIES 50LB 8"" BLACK,2400,0,"0.19190","0","100","100 per Pkg","-","Active","Standard, Locking","7.75""","1.97"" (50.00mm)","0.181"" (4.60mm)","0.656' (200.00mm, 7.87"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
