Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Material","Features"
http://multimedia.3m.com/mws/media/223399O/heavy-duty-wraparound-hdcw.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDCW.jpg,3M161614-ND,HDCW-80/25-750,3M,HEATSHRINK WRAPARND CBL REPAIR S,11,0,"77.63000","0","1","HDCW","Active","Cable Repair Sleeve","Cable, Wire Repair","Polyolefin (PO)","Heat Shrinkable, Meltable Adhesive, Watertight"
http://www.panduit.com/heiler/PartDrawings/C10476.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/SLCT-WH.JPG,298-18737-ND,SLCT-WH,Panduit Corp,CABLE TAG S LAM WHT 3X1.31"" 25PK,15,0,"80.20000","0","1","PAN-CODE™","Active","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C10476.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/SLCT-YL.JPG,298-18738-ND,SLCT-YL,Panduit Corp,CABLE TAG S LAM YLW 3X1.31"" 25PK,10,0,"88.24000","0","1","PAN-CODE™","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/223399O/heavy-duty-wraparound-hdcw.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDCW.jpg,3M157464-ND,HDCW-35/10-1200,3M,HEATSHRINK WRAPARND CBL REPAIR S,8,0,"90.86000","0","1","HDCW","Active","Cable Repair Sleeve","Cable, Wire Repair","Polyolefin (PO)","Heat Shrinkable, Meltable Adhesive, Watertight"
http://multimedia.3m.com/mws/media/223399O/heavy-duty-wraparound-hdcw.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDCW.jpg,3M161611-ND,HDCW-55/15-1200,3M,HEATSHRINK WRAPARND CBL REPAIR S,10,0,"109.95000","0","1","HDCW","Active","Cable Repair Sleeve","Cable, Wire Repair","Polyolefin (PO)","Heat Shrinkable, Meltable Adhesive, Watertight"
http://multimedia.3m.com/mws/media/223399O/heavy-duty-wraparound-hdcw.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDCW.jpg,3M161613-ND,HDCW-80/25-1200,3M,HEATSHRINK WRAPARND CBL REPAIR S,20,0,"118.34000","0","1","HDCW","Active","Cable Repair Sleeve","Cable, Wire Repair","Polyolefin (PO)","Heat Shrinkable, Meltable Adhesive, Watertight"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fl/fle/flex/flexplate4u/media/C-FBFLEXPLATE4U--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FLEX-PLATE4U.jpg,298-16229-ND,FLEX-PLATE4U,Panduit Corp,HD FLEX ENCLOSURE TRUNK SLACK PL,15,0,"120.51000","0","1","*","Active","-","-","-","-"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/16-1968-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_LTPxx-xxx-CUL.jpg,1436-1874-ND,LTP25-075-CUL,HellermannTyton,METTHRT.75""THRD.75""25MMDIA 10/PK,5,0,"126.07000","0","1","HelaGuard LTP","Active","Adapter","Conduit Tubing","Brass, Nickel Plated","3/4"" NPT Thread"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/2181-LS.jpg,3M158678-ND,2181-LS,3M,CABLE ADD KIT FOR 2178-LS SPLICE,2,0,"127.36000","0","1","*","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/223399O/heavy-duty-wraparound-hdcw.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDCW.jpg,3M162646-ND,HDCW-110/30-1200,3M,HEATSHRINK WRAPARND CBL REPAIR S,9,0,"148.41000","0","1","HDCW","Active","Cable Repair Sleeve","Cable, Wire Repair","Polyolefin (PO)","Heat Shrinkable, Meltable Adhesive, Watertight"
http://www.panduit.com/heiler/PartDrawings/C-WAQB-FN1-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-FN3-Q.jpg,298-10457-ND,QB-FN3-Q,Panduit Corp,QBHB MULTI(5)NAIL BASE 3"" 1 = 25,4,0,"221.44000","0","1","Quick-Build™","Active","Nail Holder","Quick-Build™ Harness Board System","Acrylonitrile Butadiene Styrene (ABS)","Accommodates up to Five 3"" Nails, Gray"
http://www.panduit.com/heiler/PartDrawings/C-SSPCSS-B-CR-N41016BS--ENG.PDF,//media.digikey.com/photos/Panduit%20Corp%20Photos/PCSS-B-CR.jpg,298-1103-ND,PCSS-B-CR,Panduit Corp,SLEEVE CUSHION .33"" X 100'ROLL,2,0,"238.86000","0","1","PCS","Active","Sleeve - Cushion","Pan-Steel® MLT, MS Ties","Neoprene","Chemical Resistant, Fuel Resistant, UV Resistant"
http://www.panduit.com/heiler/PartDrawings/C-SSPCSH-B-CR-N41015BS--ENG.PDF,//media.digikey.com/photos/Panduit%20Corp%20Photos/PCSH-B-CR.jpg,298-1104-ND,PCSH-B-CR,Panduit Corp,SLEEVE CUSHION .47"" X 100'ROLL,4,0,"276.47000","0","1","PCS","Active","Sleeve - Cushion","Pan-Steel® MLT; Light-Heavy and Heavy Ties and Strapping","Neoprene","Chemical Resistant, Fuel Resistant, UV Resistant"
http://www.panduit.com/heiler/PartDrawings/C-SSMLTEH-N41202--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PCSSH-B-CR.jpg,298-15373-ND,PCSSH-B-CR,Panduit Corp,CUSHION SLEEVING 100 FT.,9,0,"552.93000","0","1","PCS","Active","Sleeve - Cushion","Pan-Steel® MLT, EH, SH, MS Ties and Strapping; 0.910"" (23.1mm) Width","Neoprene","Chemical Resistant, Fuel Resistant, UV Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SAS-XXX-XXX-1048&DocType=Customer+Drawing&DocLang=En,-,A120797-ND,SAS-115-1-1048-1X,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .11"" DIA,432,0,"0.96000","0","1","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.11"" (2.90mm)"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/8000.10.jpg,288-1462-ND,8000.10,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS M10,66,0,"0.73000","0","1","-","Active","Locknut","M10 Thread - Cable Glands","Brass, Nickel Plated","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,//media.digikey.com/Photos/Molex/1300990149.jpg,WM5602-ND,1300990149,Molex,GASKET SEAL - 1/2"" MAX-LOC,57,0,"0.96000","0","1","-","Active","Gasket, Seal","NPT 1/2"" Thread - Cable Glands","Polyamide (PA), Nylon","-"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=128,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/52080300.JPG,902-1230-ND,52080300,Bopla Enclosures,"GM 11 COUNTER NUTS, PLASTIC",0,0,"0.58000","0","1","GM","Active","Counter Nut","PG11 Thread - Cable Glands","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411243,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411259.jpg,277-13014-ND,1411243,Phoenix Contact,A-INL-M25-N-S,52,0,"0.91000","0","1","-","Active","Counter Nut","M25 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/photos/American%20Elect%20Photos/8000.17.JPG,288-1464-ND,8000.17,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS M16,90,0,"1.04000","0","1","-","Active","Locknut","M16 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=127,//media.digikey.com/photos/Rose%20&%20Bopla%20Enclosures/52090500.JPG,902-1226-ND,52090500,Bopla Enclosures,MGM 32 COUNTER NUT M32 POLY,71,0,"1.42000","0","1","MGM","Active","Counter Nut","M32 Thread - Cable Glands","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3063934,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3063934.jpg,277-15221-ND,3063934,Phoenix Contact,CABLE SLEEVE PLUG 4MM DIA BLK,20,0,"2.54000","0","1","PLUSCON CES","Active","Cable Sleeve Plug","PLUSCON CES Cable Sleeves and Sealing Frames","Polyamide (PA), Nylon","Diameter - 0.16"" (4.00mm)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3063947,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3063947.jpg,277-15222-ND,3063947,Phoenix Contact,CABLE SLEEVE PLUG 5MM DIA BLK,0,0,"2.56000","0","1","PLUSCON CES","Active","Cable Sleeve Plug","PLUSCON CES Cable Sleeves and Sealing Frames","Polyamide (PA), Nylon","Diameter - 0.20"" (5.00mm)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3063963,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3063963.jpg,277-15224-ND,3063963,Phoenix Contact,CABLE SLEEVE PLUG 7MM DIA BLK,0,0,"2.61000","0","1","PLUSCON CES","Active","Cable Sleeve Plug","PLUSCON CES Cable Sleeves and Sealing Frames","Polyamide (PA), Nylon","Diameter - 0.28"" (7.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801725.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0801725.JPG,277-10872-ND,0801725,Phoenix Contact,GASKET FOR CES SEALING FRAME,20,0,"2.96000","0","1","PLUSCON CES","Active","Gasket, Flat","PLUSCON CES Sealing Frames","Rubber","2.26"" W x 3.91"" L (57.50mm x 99.20mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801727.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0801727.JPG,277-10874-ND,0801727,Phoenix Contact,GASKET FOR CES SEALING FRAME,24,0,"3.73000","0","1","PLUSCON CES","Active","Gasket, Flat","PLUSCON CES Sealing Frames","Rubber","2.26"" W x 5.79"" L (57.50mm x 147.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801716.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801716.jpg,277-10869-ND,0801716,Phoenix Contact,BLIND SLEEVE LARGE GRAY,1,56,"3.86000","0","1","PLUSCON CES","Active","Hole Plug","PLUSCON CES Sealing Frames","Elastomer","Flame Retardant, IP54"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411104,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411104.jpg,277-12996-ND,1411104,Phoenix Contact,SCREW PLUG,8,5,"6.21000","0","1","-","Active","Hole Plug, Threaded","Cable Entry Opening","Brass, Nickel Plated","M20 Thread, IP66/68 - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801655.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801655.jpg,277-10841-ND,0801655,Phoenix Contact,SNAP ON FRAME,21,134,"11.16000","0","1","PLUSCON CES","Active","Snap-Up Frame","PLUSCON CES Sealing Frames","Polyamide (PA), Nylon","2.52"" W x 4.25"" L (64.00mm x 108.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801651.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801651.jpg,277-10839-ND,0801651,Phoenix Contact,SNAP ON FRAME,14,38,"11.94000","0","1","PLUSCON CES","Active","Snap-Up Frame","PLUSCON CES Sealing Frames","Polyamide (PA), Nylon","2.52"" W x 5.04"" L (64.00mm x 128.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1415240.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1415240.jpg,277-11724-ND,1415240,Phoenix Contact,CABLE PLATE GRAY,4,0,"19.28000","0","1","PLUSCON CES","Active","Cable Feedthrough","Housing and Control Cabinets","Thermoplastic Elastomer (TPE)","Up to 37 Cables, 8.74"" W x 3.62"" L (222.0mm x 92.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1415235.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1415235.jpg,277-11721-ND,1415235,Phoenix Contact,CABLE PLATE BK,3,0,"19.71000","0","1","PLUSCON CES","Active","Cable Feedthrough","Housing and Control Cabinets","Thermoplastic Elastomer (TPE)","Up to 7 Cables, 8.74"" W x 3.62"" L (222.0mm x 92.0mm)"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=134,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_BLANKING%20PLUG%20BF.jpg,902-1140-ND,10000410,Bopla Enclosures,BLANKING PLUG BF 13 + MBF 20,97,0,"0.30000","0","1","-","Active","Plug","BoplaFlex Gland; BF 13/MBF 20","Polyethylene","IP65"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=134,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_BLANKING%20PLUG%20BF.jpg,902-1144-ND,10000610,Bopla Enclosures,BLANKING PLUG BF 21 + MBF 25,51,0,"0.30000","0","1","-","Active","Plug","BoplaFlex Gland; BF 21/MBF 25","Polyethylene","IP65"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=127,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_BLANKING%20PLUG%20BF.jpg,902-1134-ND,10000110,Bopla Enclosures,BLANKING PLUG BF 7 + MBF 12,11,0,"0.30000","0","1","-","Active","Plug","BoplaFlex Gland; BF 7/MBF 12","Polyethylene","IP65"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411259,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411259.jpg,277-13015-ND,1411259,Phoenix Contact,A-INL-PG13 5-N-S,100,0,"0.42000","0","1","-","Active","Counter Nut","PG13.5 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/80xx.jpg,288-1471-ND,8013,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS PG13,79,0,"1.10000","0","1","-","Active","Locknut","PG13 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/80xx.jpg,288-1472-ND,8016,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS PG16,97,0,"1.36000","0","1","-","Active","Locknut","PG16 Thread - Cable Glands","Brass, Nickel Plated","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3064001,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3064001.jpg,277-15226-ND,3064001,Phoenix Contact,CABLE SLEEVE PLUG 11MM DIA BLK,25,0,"2.51000","0","1","PLUSCON CES","Active","Cable Sleeve Plug","PLUSCON CES Cable Sleeves and Sealing Frames","Polyamide (PA), Nylon","Diameter - 0.43"" (11.00mm)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3063989,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3063989.jpg,277-15225-ND,3063989,Phoenix Contact,CABLE SLEEVE PLUG 9MM DIA BLK,23,0,"2.61000","0","1","PLUSCON CES","Active","Cable Sleeve Plug","PLUSCON CES Cable Sleeves and Sealing Frames","Polyamide (PA), Nylon","Diameter - 0.35"" (9.00mm)"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/8029.jpg,288-1474-ND,8029,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS PG29,14,0,"2.78000","0","1","-","Active","Locknut","PG29 Thread - Cable Glands","Brass, Nickel Plated","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-C-1X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D-150-C-14.jpg,A105430-ND,D-150-C-14,"TE Connectivity Aerospace, Defense and Marine",REPAIR SLEEVE-SPLIT HEATSHRINK,18,0,"11.62000","0","1","C-Wrap","Active","Cable Repair Sleeve, Split","Cable, Wire Repair","Fluoropolymer","Heat Shrinkable, Meltable Adhesive"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT-555-X/X-YYY-A260-0&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/RT-555-1.0-6.75-A260-0.JPG,A101765-ND,RT-555-1.0-6.75-A260-0,"TE Connectivity Aerospace, Defense and Marine",SEALING SLEEVE 6.75X5X0.90"",23,0,"17.87000","0","1","RT-555","Active","Sealing Sleeve, Heat Shrinkable","Splices","Fluoropolymer, Irradiated","0.90"" Dia x 6.75"" L (22.8mm x 171.5mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1415236.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1415236.jpg,277-11722-ND,1415236,Phoenix Contact,CABLE PLATE GRAY,1,74,"19.28000","0","1","PLUSCON CES","Active","Cable Feedthrough","Housing and Control Cabinets","Thermoplastic Elastomer (TPE)","Up to 27 Cables, 8.74"" W x 3.62"" L (222.0mm x 92.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1415234.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1415234.jpg,277-11720-ND,1415234,Phoenix Contact,CABLE PLATE GRAY,1,0,"19.76000","0","1","PLUSCON CES","Active","Cable Feedthrough","Housing and Control Cabinets","Thermoplastic Elastomer (TPE)","Up to 7 Cables, 8.74"" W x 3.62"" L (222.0mm x 92.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1415244.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1415244.jpg,277-11728-ND,1415244,Phoenix Contact,BASE PLATE W/MOUNTING SCREWS,1,0,"63.50000","0","1","PLUSCON CES","Active","Base Plate","PLUSCON CES B24 Sealing Frame (part# 0801661)","Stainless Steel","No Openings, Mounting Screws and Seal Included"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1415245.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1415245.jpg,277-11729-ND,1415245,Phoenix Contact,BASE PLATE W/MOUNTING SCREWS,1,0,"66.07000","0","1","PLUSCON CES","Active","Base Plate","PLUSCON CES B24 Sealing Frame (part# 0801661)","Stainless Steel","1 Opening, Mounting Screws and Seal Included"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1415242.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1415242.jpg,277-11726-ND,1415242,Phoenix Contact,MODULE PLATE W/SEAL,1,0,"72.29000","0","1","PLUSCON CES","Active","Module Plate","PLUSCON CES B24 Sealing Frame (part# 0801661)","Stainless Steel","3 Openings, Mounting Screws and Seal Included"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1415243.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1415243.jpg,277-11727-ND,1415243,Phoenix Contact,MODULE PLATE W/SEAL,1,0,"75.62000","0","1","PLUSCON CES","Active","Module Plate","PLUSCON CES B24 Sealing Frame (part# 0801661)","Stainless Steel","4 Openings, Mounting Screws and Seal Included"
http://www.altechcorp.com/PDFS/Tubes.pdf,//media.digikey.com/Photos/Altech-Corporation/8112804.JPG,1920-1655-ND,8112804,Altech Corporation,SEAL RING FOR NW12 TUBE,90,0,"0.14000","0","1","-","Active","Sealing Ring","Corrugated Tubing","Nitrile Butadiene Rubber (NBR)","Diameter - 0.35"" (9.00mm)"
http://www.altechcorp.com/PDFS/Tubes.pdf,-,1920-1654-ND,8112803,Altech Corporation,SEAL RING FOR NW13 TUBE,40,0,"0.17000","0","1","-","Active","Sealing Ring","Corrugated Tubing","Nitrile Butadiene Rubber (NBR)","Diameter - 0.31"" (8.00mm)"
http://www.altechcorp.com/PDFS/Tubes.pdf,//media.digikey.com/Photos/Altech-Corporation/8112807.JPG,1920-1656-ND,8112807,Altech Corporation,SEAL RING FOR NW17 TUBE,50,150,"0.19000","0","1","-","Active","Sealing Ring","Corrugated Tubing","Nitrile Butadiene Rubber (NBR)","Diameter - 0.55"" (14.00mm)"
http://www.altechcorp.com/PDFS/Tubes.pdf,//media.digikey.com/Photos/Altech-Corporation/8112807.JPG,1920-1657-ND,8112808,Altech Corporation,SEAL RING FOR NW22 TUBE,21,225,"0.28000","0","1","-","Active","Sealing Ring","Corrugated Tubing","Nitrile Butadiene Rubber (NBR)","Diameter - 0.55"" (14.00mm)"
-,-,2081-23141.9-ND,23141.9,Pflitsch,THREADED PLUG PG 9,0,0,"0.35000","0","1","-","Active","Hole Plug, Threaded","Cable Entry Opening","Polyamide (PA), Nylon","PG9 Thread"
http://www.altechcorp.com/PDFS/Tubes.pdf,//media.digikey.com/Photos/Altech-Corporation/8112807.JPG,1920-1658-ND,8112809,Altech Corporation,SEAL RING FOR NW23 TUBE,61,225,"0.39000","0","1","-","Active","Sealing Ring","Corrugated Tubing","Nitrile Butadiene Rubber (NBR)","Diameter - 0.71"" (18.00mm)"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,//media.digikey.com/Photos/Molex/1300990149.jpg,WM21830-ND,1300990150,Molex,GASKET SEAL - 3/4"" MAX-LOC,34,0,"1.33000","0","1","-","Active","Gasket, Seal","NPT 3/4"" Thread - Cable Glands","Polyamide (PA), Nylon","-"
-,-,2081-23202.9-ND,23202.9,Pflitsch,NPT 3/4"" LOCKNUT NPB,0,0,"2.81000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","3/4"" NPT Thread"
http://cdn.techflex.com/assets/pdfs/how-to/fms.pdf,//media.digikey.com/Photos/Techflex/MFG_FMS1.50FL.jpg,1030-1595-ND,FMS1.50FL,Techflex,FLNG FOR FLEXO MNTNG SYS BLK,25,0,"4.38000","0","1","Flexo®","Active","Flexo Mounting System Locking Collar","Flexo® Wall Plate, Flexo® PET & Clean Cut Expandable Sleeving","Polyamide (PA), Nylon, Glass Filled","Locking Collar, Metal Retaining Ring - Black"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/A8324.12_Ds.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/8324%5E20.jpg,288-1607-ND,A8324.12,American Electrical Inc.,LOCKNUT M12X1.5 FOR 2450.12.36,25,0,"9.20000","0","1","-","Active","Locknut","Cable Glands","-","M12 Thread"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/A8324.17_Ds.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/8324%5E20.jpg,288-1608-ND,A8324.17,American Electrical Inc.,LOCKNUT M12X1.6 FOR 2450.17.36,20,0,"9.20000","0","1","-","Active","Locknut","Cable Glands","-","M16 Thread"
http://cdn.techflex.com/assets/pdfs/how-to/fms.pdf,//media.digikey.com/Photos/Techflex/MFG_FMS1.50FK-BK.jpg,1030-1593-ND,FMS1.50FK-BK,Techflex,FLEXO MNTNG SYS FNSHNG PK BLK,25,0,"9.55000","0","1","Flexo®","Active","Flexo Mounting System Finishing Pack","Flexo® PET & Clean Cut Expandable Sleeving","Polyamide (PA), Nylon, Glass Filled","Wall Plate, Locking Collar, Metal Retaining Ring, 2 Screws - Black"
http://cdn.techflex.com/assets/pdfs/how-to/fms.pdf,//media.digikey.com/Photos/Techflex/MFG_FMS1.50FK-WH.jpg,1030-1594-ND,FMS1.50FK-WH,Techflex,FLEXO MNTNG SYS FNSHNG PK WHT,25,0,"9.55000","0","1","Flexo®","Active","Flexo Mounting System Finishing Pack","Flexo® PET & Clean Cut Expandable Sleeving","Polyamide (PA), Nylon, Glass Filled","Wall Plate, Locking Collar, Metal Retaining Ring, 2 Screws - White"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/A8324.20_Ds.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/8324%5E20.jpg,288-1609-ND,A8324.20,American Electrical Inc.,LOCKNUT M12X1.7 FOR 2450.20.36,20,0,"9.66000","0","1","-","Active","Locknut","Cable Glands","-","M20 Thread"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1424584,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1424584.jpg,277-16372-ND,1424584,Phoenix Contact,"CABLE FEED-THROUGH PLATES, NO. O",19,0,"10.66000","0","1","-","Active","Cable Feedthrough","Housing and Control Cabinets","Thermoplastic Elastomer (TPE)","Up to 10 Cables, 6.06"" W x 2.20"" L (154.0mm x 56.0mm)"
http://www.panduit.com/heiler/CatalogCutSheets/BP2S-D0%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PX-2.jpg,298-14051-ND,PX-2,Panduit Corp,PEN MARKING BROAD TIP RED,19,0,"10.93000","0","1","PX","Active","Marker Pen","Marker Ties and Plates","-","Broad Tip, Red"
-,-,2081-97719.9-ND,97719.9,Pflitsch,M32X1.5 STAINLESS STEEL,50,0,"11.06000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","M32 Thread"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1424583,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1424583.jpg,277-16371-ND,1424583,Phoenix Contact,"CABLE FEED-THROUGH PLATES, NO. O",13,3,"11.46000","0","1","-","Active","Cable Feedthrough","Housing and Control Cabinets","Thermoplastic Elastomer (TPE)","Up to 27 Cables, 6.06"" W x 2.20"" L (154.0mm x 56.0mm)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1424582,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1424582.jpg,277-16370-ND,1424582,Phoenix Contact,"CABLE FEED-THROUGH PLATES, NO. O",12,0,"11.46000","0","1","-","Active","Cable Feedthrough","Housing and Control Cabinets","Thermoplastic Elastomer (TPE)","Up to 25 Cables, 6.06"" W x 2.20"" L (154.0mm x 56.0mm)"
-,//media.digikey.com/Photos/3M%20Photos/CFS-1.00%5E2.20.jpg,3M161087-ND,CFS-1.00/2.20,3M,CONSTANT FORCE SPRING (#4),20,0,"12.35000","0","1","*","Active","-","-","-","-"
-,-,3M161084-ND,CC-3,3M,CABLE PREPARATION KIT CC-3,20,0,"13.49000","0","1","-","Active","-","-","-","-"
