Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","Frequency","RF Type","Secondary Attributes","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15515-1-ND,STPTIC-47F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,2680,0,"0.92000","0","1","Cut Tape (CT)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15515-6-ND,STPTIC-47F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,2680,0,"Digi-Reel","0","1","Digi-Reel®","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15517-2-ND,STPTIC-68F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,0,0,"Obsolete","0","3000","Tape & Reel (TR)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15517-1-ND,STPTIC-68F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,2672,0,"0.92000","0","1","Cut Tape (CT)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15517-6-ND,STPTIC-68F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,2672,0,"Digi-Reel","0","1","Digi-Reel®","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15511-2-ND,STPTIC-27F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,0,0,"Obsolete","0","3000","Tape & Reel (TR)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15511-1-ND,STPTIC-27F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,2510,0,"0.92000","0","1","Cut Tape (CT)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15511-6-ND,STPTIC-27F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,2510,0,"Digi-Reel","0","1","Digi-Reel®","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15518-2-ND,STPTIC-82F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,0,0,"Obsolete","0","3000","Tape & Reel (TR)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15518-1-ND,STPTIC-82F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,1263,0,"0.92000","0","1","Cut Tape (CT)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15518-6-ND,STPTIC-82F1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,1263,0,"Digi-Reel","0","1","Digi-Reel®","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
http://www.onsemi.com/pub/Collateral/TCC-206-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/488;567JV;;20.jpg,TCC-206A-RTOSTR-ND,TCC-206A-RT,ON Semiconductor,IC PTIC CTLR 6-OUTPUT 20WLCSP,0,186000,"0.42000","0","3000","Tape & Reel (TR)","-","Active","Analog Tunable Capacitor","-","General Purpose","-","20-UFBGA, WLCSP","20-WLCSP (2.19x1.99)"
http://www.onsemi.com/pub/Collateral/TCC-206-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/488;567JV;;20.jpg,TCC-206A-RTOSCT-ND,TCC-206A-RT,ON Semiconductor,IC PTIC CTLR 6-OUTPUT 20WLCSP,2998,186000,"1.02000","0","1","Cut Tape (CT)","-","Active","Analog Tunable Capacitor","-","General Purpose","-","20-UFBGA, WLCSP","20-WLCSP (2.19x1.99)"
http://www.onsemi.com/pub/Collateral/TCC-206-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/488;567JV;;20.jpg,TCC-206A-RTOSDKR-ND,TCC-206A-RT,ON Semiconductor,IC PTIC CTLR 6-OUTPUT 20WLCSP,2998,186000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Analog Tunable Capacitor","-","General Purpose","-","20-UFBGA, WLCSP","20-WLCSP (2.19x1.99)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15512-2-ND,STPTIC-27L1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,0,0,"Obsolete","0","3000","Tape & Reel (TR)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15512-1-ND,STPTIC-27L1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,2768,0,"1.13000","0","1","Cut Tape (CT)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPTIC.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;6UQFN-.9-1.6x1.2;;6.jpg,497-15512-6-ND,STPTIC-27L1M6,STMicroelectronics,IC TUNABLE CAP RF BST 6UQFN,2768,0,"Digi-Reel","0","1","Digi-Reel®","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 3GHz","GSM, LTE, W-CDMA","-","6-VFDFN","6-UQFN (1.6x1.2)"
https://www.st.com/resource/en/datasheet/stptic-15c4.pdf,//media.digikey.com/Photos/STMicro%20Photos/MFG_STPTIC-82G2C4.jpg,497-18144-2-ND,STPTIC-15L2C4,STMicroelectronics,PARASCAN TUNABLE INTEGRAT,0,0,"0.39959","0","15000","Tape & Reel (TR)","*","Active","-","-","-","-","3-SMD, No Lead","3-WLCSP (0.75x0.72)"
https://www.st.com/resource/en/datasheet/stptic-15c4.pdf,//media.digikey.com/Photos/STMicro%20Photos/MFG_STPTIC-82G2C4.jpg,497-18144-1-ND,STPTIC-15L2C4,STMicroelectronics,PARASCAN TUNABLE INTEGRAT,1750,0,"1.15000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","3-SMD, No Lead","3-WLCSP (0.75x0.72)"
https://www.st.com/resource/en/datasheet/stptic-15c4.pdf,//media.digikey.com/Photos/STMicro%20Photos/MFG_STPTIC-82G2C4.jpg,497-18144-6-ND,STPTIC-15L2C4,STMicroelectronics,PARASCAN TUNABLE INTEGRAT,1750,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","3-SMD, No Lead","3-WLCSP (0.75x0.72)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/b1/9e/24/1f/a7/19/45/f3/DM00217233.pdf/files/DM00217233.pdf/jcr:content/translations/en.DM00217233.pdf,"//media.digikey.com/Renders/STMicro%20Renders/STPTIC-15,27,33,39,47G2.jpg",497-16326-2-ND,STPTIC-47G2C5,STMicroelectronics,IC TUNABLE CAP RF BST 4WLCSP,0,0,"Obsolete","0","15000","Tape & Reel (TR)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-UFBGA, WLCSP","4-WLCSP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/b1/9e/24/1f/a7/19/45/f3/DM00217233.pdf/files/DM00217233.pdf/jcr:content/translations/en.DM00217233.pdf,"//media.digikey.com/Renders/STMicro%20Renders/STPTIC-15,27,33,39,47G2.jpg",497-16326-1-ND,STPTIC-47G2C5,STMicroelectronics,IC TUNABLE CAP RF BST 4WLCSP,1814,0,"1.25000","0","1","Cut Tape (CT)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-UFBGA, WLCSP","4-WLCSP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/b1/9e/24/1f/a7/19/45/f3/DM00217233.pdf/files/DM00217233.pdf/jcr:content/translations/en.DM00217233.pdf,"//media.digikey.com/Renders/STMicro%20Renders/STPTIC-15,27,33,39,47G2.jpg",497-16326-6-ND,STPTIC-47G2C5,STMicroelectronics,IC TUNABLE CAP RF BST 4WLCSP,1814,0,"Digi-Reel","0","1","Digi-Reel®","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-UFBGA, WLCSP","4-WLCSP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/4c/b1/22/88/15/72/49/e0/DM00204127.pdf/files/DM00204127.pdf/jcr:content/translations/en.DM00204127.pdf,//media.digikey.com/Renders/STMicro%20Renders/STPTIC-15G2C5.jpg,497-16323-2-ND,STPTIC-15G2C5,STMicroelectronics,1P5 TUNABLE CAPACITOR,0,0,"0.43350","0","15000","Tape & Reel (TR)","Parascan™","Active","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-XFBGA, FCBGA","4-WLCSP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/4c/b1/22/88/15/72/49/e0/DM00204127.pdf/files/DM00204127.pdf/jcr:content/translations/en.DM00204127.pdf,//media.digikey.com/Renders/STMicro%20Renders/STPTIC-15G2C5.jpg,497-16323-1-ND,STPTIC-15G2C5,STMicroelectronics,1P5 TUNABLE CAPACITOR,1744,0,"1.25000","0","1","Cut Tape (CT)","Parascan™","Active","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-XFBGA, FCBGA","4-WLCSP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/4c/b1/22/88/15/72/49/e0/DM00204127.pdf/files/DM00204127.pdf/jcr:content/translations/en.DM00204127.pdf,//media.digikey.com/Renders/STMicro%20Renders/STPTIC-15G2C5.jpg,497-16323-6-ND,STPTIC-15G2C5,STMicroelectronics,1P5 TUNABLE CAPACITOR,1744,0,"Digi-Reel","0","1","Digi-Reel®","Parascan™","Active","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-XFBGA, FCBGA","4-WLCSP"
https://www.njr.com/semicon/PDF/NJM2294_E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,NJM2294V-TE1TR-ND,NJM2294V-TE1,NJR Corporation/NJRC,IC FM-IF FOR PAGER 16-SSOP,2000,0,"1.26000","0","2000","Tape & Reel (TR)","-","Obsolete","FM IC for Pagers","455kHz","Cordless Phones","-","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP"
https://www.njr.com/semicon/PDF/NJM2294_E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,NJM2294V-TE1CT-ND,NJM2294V-TE1,NJR Corporation/NJRC,IC FM-IF FOR PAGER 16-SSOP,3765,0,"1.66000","0","1","Cut Tape (CT)","-","Obsolete","FM IC for Pagers","455kHz","Cordless Phones","-","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP"
https://www.njr.com/semicon/PDF/NJM2294_E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,NJM2294V-TE1DKR-ND,NJM2294V-TE1,NJR Corporation/NJRC,IC FM-IF FOR PAGER 16-SSOP,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","FM IC for Pagers","455kHz","Cordless Phones","-","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/ec/36/b9/b9/92/7e/47/86/DM00214282.pdf/files/DM00214282.pdf/jcr:content/translations/en.DM00214282.pdf,//media.digikey.com/Renders/STMicro%20Renders/STPTIC-82G2.jpg,497-16329-2-ND,STPTIC-82G2C5,STMicroelectronics,IC TUNABLE CAP RF BST 4WLCSP,0,0,"0.48450","0","15000","Tape & Reel (TR)","Parascan™","Active","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-UFBGA, WLCSP","4-WLCSP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/ec/36/b9/b9/92/7e/47/86/DM00214282.pdf/files/DM00214282.pdf/jcr:content/translations/en.DM00214282.pdf,//media.digikey.com/Renders/STMicro%20Renders/STPTIC-82G2.jpg,497-16329-1-ND,STPTIC-82G2C5,STMicroelectronics,IC TUNABLE CAP RF BST 4WLCSP,13446,0,"1.40000","0","1","Cut Tape (CT)","Parascan™","Active","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-UFBGA, WLCSP","4-WLCSP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/ec/36/b9/b9/92/7e/47/86/DM00214282.pdf/files/DM00214282.pdf/jcr:content/translations/en.DM00214282.pdf,//media.digikey.com/Renders/STMicro%20Renders/STPTIC-82G2.jpg,497-16329-6-ND,STPTIC-82G2C5,STMicroelectronics,IC TUNABLE CAP RF BST 4WLCSP,13446,0,"Digi-Reel","0","1","Digi-Reel®","Parascan™","Active","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-UFBGA, WLCSP","4-WLCSP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/79/d3/8c/5b/58/18/41/07/DM00217266.pdf/files/DM00217266.pdf/jcr:content/translations/en.DM00217266.pdf,//media.digikey.com/Renders/STMicro%20Renders/STPTIC-56G2.jpg,497-16327-2-ND,STPTIC-56G2C5,STMicroelectronics,IC TUNABLE CAP RF BST 4WLCSP,0,0,"Obsolete","0","15000","Tape & Reel (TR)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-UFBGA, WLCSP","4-WLCSP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/79/d3/8c/5b/58/18/41/07/DM00217266.pdf/files/DM00217266.pdf/jcr:content/translations/en.DM00217266.pdf,//media.digikey.com/Renders/STMicro%20Renders/STPTIC-56G2.jpg,497-16327-1-ND,STPTIC-56G2C5,STMicroelectronics,IC TUNABLE CAP RF BST 4WLCSP,2105,0,"1.40000","0","1","Cut Tape (CT)","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-UFBGA, WLCSP","4-WLCSP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/79/d3/8c/5b/58/18/41/07/DM00217266.pdf/files/DM00217266.pdf/jcr:content/translations/en.DM00217266.pdf,//media.digikey.com/Renders/STMicro%20Renders/STPTIC-56G2.jpg,497-16327-6-ND,STPTIC-56G2C5,STMicroelectronics,IC TUNABLE CAP RF BST 4WLCSP,2105,0,"Digi-Reel","0","1","Digi-Reel®","Parascan™","Obsolete","Analog Tunable Capacitor","700MHz ~ 2.7GHz","GSM, LTE, W-CDMA","-","4-UFBGA, WLCSP","4-WLCSP"
https://datasheets.maximintegrated.com/en/ds/MAX2605-MAX2609.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2608EUT+TTR-ND,MAX2608EUT+T,Maxim Integrated,IC IF VCO W/DIFF-OUT SOT23-6,0,0,"1.02600","0","2500","Tape & Reel (TR)","-","Active","VCO","300MHz ~ 500MHz","Cellular, GPS, ISM","Differential Output","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2605-MAX2609.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2608EUT+TCT-ND,MAX2608EUT+T,Maxim Integrated,IC IF VCO W/DIFF-OUT SOT23-6,2800,0,"2.47000","0","1","Cut Tape (CT)","-","Active","VCO","300MHz ~ 500MHz","Cellular, GPS, ISM","Differential Output","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2605-MAX2609.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2608EUT+TDKR-ND,MAX2608EUT+T,Maxim Integrated,IC IF VCO W/DIFF-OUT SOT23-6,2800,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","VCO","300MHz ~ 500MHz","Cellular, GPS, ISM","Differential Output","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2605-MAX2609.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2606EUT+TTR-ND,MAX2606EUT+T,Maxim Integrated,IC IF VCO W/DIFF-OUT SOT23-6,0,47500,"1.02600","0","2500","Tape & Reel (TR)","-","Active","VCO","70MHz ~ 150MHz","GPS","Differential Output","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2605-MAX2609.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2606EUT+TCT-ND,MAX2606EUT+T,Maxim Integrated,IC IF VCO W/DIFF-OUT SOT23-6,2520,47500,"2.47000","0","1","Cut Tape (CT)","-","Active","VCO","70MHz ~ 150MHz","GPS","Differential Output","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2605-MAX2609.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2606EUT+TDKR-ND,MAX2606EUT+T,Maxim Integrated,IC IF VCO W/DIFF-OUT SOT23-6,2520,47500,"Digi-Reel","0","1","Digi-Reel®","-","Active","VCO","70MHz ~ 150MHz","GPS","Differential Output","SOT-23-6","SOT-23-6"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc381.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/28-VQFN-EP.jpg,1127-1829-2-ND,HMC381LP6ETR,Analog Devices Inc.,IC DOWNCONV HI-IP3 2CH 28QFN,500,0,"3.68448","0","500","Tape & Reel (TR)","-","Obsolete","Downconverter","1.7GHz ~ 2.7GHz","Cellular, CDMA","-","28-VQFN Exposed Pad","28-QFN (6x6)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc381.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/28-VQFN-EP.jpg,1127-1829-1-ND,HMC381LP6ETR,Analog Devices Inc.,IC DOWNCONV HI-IP3 2CH 28QFN,500,0,"7.59000","0","1","Cut Tape (CT)","-","Obsolete","Downconverter","1.7GHz ~ 2.7GHz","Cellular, CDMA","-","28-VQFN Exposed Pad","28-QFN (6x6)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc381.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/28-VQFN-EP.jpg,1127-1829-6-ND,HMC381LP6ETR,Analog Devices Inc.,IC DOWNCONV HI-IP3 2CH 28QFN,500,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","Downconverter","1.7GHz ~ 2.7GHz","Cellular, CDMA","-","28-VQFN Exposed Pad","28-QFN (6x6)"
http://www.skyworksinc.com/uploads/documents/SE5503A_202452B.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SE5503A-R.jpg,863-1382-2-ND,SE5503A-R,Skyworks Solutions Inc.,IC FRONTEND MOD 802.11ABGN 24LGA,0,0,"1.95377","0","3000","Tape & Reel (TR)","SiGe","Active","Front End","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.9GHz","802.11a/b/g/n","-","24-TFLGA Exposed Pad","24-LGA (4x4)"
http://www.skyworksinc.com/uploads/documents/SE5503A_202452B.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SE5503A-R.jpg,863-1382-1-ND,SE5503A-R,Skyworks Solutions Inc.,IC FRONTEND MOD 802.11ABGN 24LGA,3803,0,"4.32000","0","1","Cut Tape (CT)","SiGe","Active","Front End","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.9GHz","802.11a/b/g/n","-","24-TFLGA Exposed Pad","24-LGA (4x4)"
http://www.skyworksinc.com/uploads/documents/SE5503A_202452B.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SE5503A-R.jpg,863-1382-6-ND,SE5503A-R,Skyworks Solutions Inc.,IC FRONTEND MOD 802.11ABGN 24LGA,3803,0,"Digi-Reel","0","1","Digi-Reel®","SiGe","Active","Front End","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.9GHz","802.11a/b/g/n","-","24-TFLGA Exposed Pad","24-LGA (4x4)"
https://cdn.anaren.com/product-documents/Xinger/DohertyCombiners/X3DC21E2S/X3DC21E2S_DataSheet(Rev_A).pdf,"//media.digikey.com/Photos/Anaren,%20Inc/X3DC07E2S.JPG",1173-1121-2-ND,X3DC21E2S,Anaren,DOHERTY COMBINR 2110-2170MHZ SMD,0,0,"2.20000","0","2000","Tape & Reel (TR)","Xinger III®","Active","Doherty Combiner","2.11GHz ~ 2.17GHz","General Purpose","200W","4-SMD, No Lead","SMD"
https://cdn.anaren.com/product-documents/Xinger/DohertyCombiners/X3DC21E2S/X3DC21E2S_DataSheet(Rev_A).pdf,"//media.digikey.com/Photos/Anaren,%20Inc/X3DC07E2S.JPG",1173-1121-1-ND,X3DC21E2S,Anaren,DOHERTY COMBINR 2110-2170MHZ SMD,1778,0,"5.17000","0","1","Cut Tape (CT)","Xinger III®","Discontinued at Digi-Key","Doherty Combiner","2.11GHz ~ 2.17GHz","General Purpose","200W","4-SMD, No Lead","SMD"
https://cdn.anaren.com/product-documents/Xinger/DohertyCombiners/X3DC21E2S/X3DC21E2S_DataSheet(Rev_A).pdf,"//media.digikey.com/Photos/Anaren,%20Inc/X3DC07E2S.JPG",1173-1121-6-ND,X3DC21E2S,Anaren,DOHERTY COMBINR 2110-2170MHZ SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","Xinger III®","Discontinued at Digi-Key","Doherty Combiner","2.11GHz ~ 2.17GHz","General Purpose","200W","4-SMD, No Lead","SMD"
https://cdn.anaren.com/product-documents/Xinger/DohertyCombiners/X3DC18E2S/X3DC18E2S_DataSheet(Rev_B).pdf,"//media.digikey.com/Photos/Anaren,%20Inc/X3DC07E2S.JPG",1173-1119-2-ND,X3DC18E2S,Anaren,DOHERTY COMBINR 1805-1880MHZ SMD,0,0,"2.20000","0","2000","Tape & Reel (TR)","Xinger III®","Active","Doherty Combiner","1.805GHz ~ 1.88GHz","General Purpose","200W","4-SMD, No Lead","SMD"
https://cdn.anaren.com/product-documents/Xinger/DohertyCombiners/X3DC18E2S/X3DC18E2S_DataSheet(Rev_B).pdf,"//media.digikey.com/Photos/Anaren,%20Inc/X3DC07E2S.JPG",1173-1119-1-ND,X3DC18E2S,Anaren,DOHERTY COMBINR 1805-1880MHZ SMD,1761,0,"5.17000","0","1","Cut Tape (CT)","Xinger III®","Discontinued at Digi-Key","Doherty Combiner","1.805GHz ~ 1.88GHz","General Purpose","200W","4-SMD, No Lead","SMD"
https://cdn.anaren.com/product-documents/Xinger/DohertyCombiners/X3DC18E2S/X3DC18E2S_DataSheet(Rev_B).pdf,"//media.digikey.com/Photos/Anaren,%20Inc/X3DC07E2S.JPG",1173-1119-6-ND,X3DC18E2S,Anaren,DOHERTY COMBINR 1805-1880MHZ SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","Xinger III®","Discontinued at Digi-Key","Doherty Combiner","1.805GHz ~ 1.88GHz","General Purpose","200W","4-SMD, No Lead","SMD"
https://cdn.anaren.com/product-documents/Xinger/DohertyCombiners/X3DC19E2S/X3DC19E2S_DataSheet(Rev_A).pdf,"//media.digikey.com/Photos/Anaren,%20Inc/X3DC07E2S.JPG",1173-1120-2-ND,X3DC19E2S,Anaren,DOHERTY COMBINR 1930-1990MHZ SMD,0,0,"2.20000","0","2000","Tape & Reel (TR)","Xinger III®","Active","Doherty Combiner","1.93GHz ~ 1.99GHz","General Purpose","200W","4-SMD, No Lead","SMD"
https://cdn.anaren.com/product-documents/Xinger/DohertyCombiners/X3DC19E2S/X3DC19E2S_DataSheet(Rev_A).pdf,"//media.digikey.com/Photos/Anaren,%20Inc/X3DC07E2S.JPG",1173-1120-1-ND,X3DC19E2S,Anaren,DOHERTY COMBINR 1930-1990MHZ SMD,1610,0,"5.17000","0","1","Cut Tape (CT)","Xinger III®","Discontinued at Digi-Key","Doherty Combiner","1.93GHz ~ 1.99GHz","General Purpose","200W","4-SMD, No Lead","SMD"
