Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","RF Family/Standard","Protocol","Modulation","Frequency","Data Rate (Max)","Power - Output","Sensitivity","Memory Size","Serial Interfaces","GPIO","Voltage - Supply","Current - Receiving","Current - Transmitting","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc430f5137,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-38903-6-ND,CC430F5137IRGZT,Texas Instruments,IC RF TXRX+MCU ISM<1GHZ 48VFQFN,4346,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx + MCU","General ISM < 1GHz","-","2FSK, 2GFSK, ASK, MSK, OOK","300MHz ~ 348MHz, 389MHz ~ 464MHz, 779MHz ~ 928MHz","500kBaud","13dBm","-117dBm","32kB Flash, 4kB SRAM","I²C, IrDA, JTAG, SPI, UART","30","2V ~ 3.6V","15mA ~ 18.5mA","15mA ~ 36mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2420,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-38893-2-ND,CC2420RGZR,Texas Instruments,IC RF TXRX 802.15.4 48VFQFN,2500,0,"4.97120","0","2500","Tape & Reel (TR)","-","Not For New Designs","TxRx Only","802.15.4","Zigbee®","DSSS, O-QPSK","2.4GHz","250kbps","0dBm","-95dBm","-","SPI","-","2.1V ~ 3.6V","18.8mA","8.5mA ~ 17.4mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2420,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-38893-1-ND,CC2420RGZR,Texas Instruments,IC RF TXRX 802.15.4 48VFQFN,3738,0,"9.64000","0","1","Cut Tape (CT)","-","Not For New Designs","TxRx Only","802.15.4","Zigbee®","DSSS, O-QPSK","2.4GHz","250kbps","0dBm","-95dBm","-","SPI","-","2.1V ~ 3.6V","18.8mA","8.5mA ~ 17.4mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2420,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-38893-6-ND,CC2420RGZR,Texas Instruments,IC RF TXRX 802.15.4 48VFQFN,3738,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","TxRx Only","802.15.4","Zigbee®","DSSS, O-QPSK","2.4GHz","250kbps","0dBm","-95dBm","-","SPI","-","2.1V ~ 3.6V","18.8mA","8.5mA ~ 17.4mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)"
https://www.cypress.com/file/416481/download,//media.digikey.com/Renders/Cypress%20Semi%20Renders/428;-001-58740;-L;-56.jpg,428-3361-5-ND,CY8C4127LQI-BL473,Cypress Semiconductor Corp,IC RF MCU 32BIT 128KB 56UFQFN,3581,0,"5.10000","0","1","Tray","PSOC® 4","Active","TxRx + MCU","Bluetooth, General ISM > 1GHz","Bluetooth v4.2","GFSK","2.4GHz","8Mbps","3dB","-91dBm","128kB Flash, 8kB ROM, 16kB SRAM","I²C, SPI, UART","36","1.8V ~ 5.5V","16.4mA ~ 18.7mA","14.2mA ~ 20mA","-40°C ~ 85°C (TA)","Surface Mount","56-UFQFN Exposed Pad","56-QFN (7x7)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590571,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;48QFN-.90-7x7;;48.jpg,AT86RF215-ZURTR-ND,AT86RF215-ZUR,Microchip Technology,IC RF TXRX 802.15.4 48VFQFN,4000,0,"5.15000","0","4000","Tape & Reel (TR)","-","Active","TxRx Only","802.15.4, General ISM < 1GHz","-","FSK, OFDM, O-QPSK","389.5MHz ~ 510MHz, 779MHz ~ 1.02GHz, 2.4GHz","2.4Mbps","16dBm","-123dBm","-","SPI","-","1.8V ~ 3.6V","5mA ~ 33mA","62mA ~ 64mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (7x7)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590571,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;48QFN-.90-7x7;;48.jpg,AT86RF215-ZURCT-ND,AT86RF215-ZUR,Microchip Technology,IC RF TXRX 802.15.4 48VFQFN,4353,0,"5.64000","0","1","Cut Tape (CT)","-","Active","TxRx Only","802.15.4, General ISM < 1GHz","-","FSK, OFDM, O-QPSK","389.5MHz ~ 510MHz, 779MHz ~ 1.02GHz, 2.4GHz","2.4Mbps","16dBm","-123dBm","-","SPI","-","1.8V ~ 3.6V","5mA ~ 33mA","62mA ~ 64mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (7x7)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590571,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;48QFN-.90-7x7;;48.jpg,AT86RF215-ZURDKR-ND,AT86RF215-ZUR,Microchip Technology,IC RF TXRX 802.15.4 48VFQFN,4353,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx Only","802.15.4, General ISM < 1GHz","-","FSK, OFDM, O-QPSK","389.5MHz ~ 510MHz, 779MHz ~ 1.02GHz, 2.4GHz","2.4Mbps","16dBm","-123dBm","-","SPI","-","1.8V ~ 3.6V","5mA ~ 33mA","62mA ~ 64mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (7x7)"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/EZR32LG(330).pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;64QFN-.90-9x9;M;64.jpg,336-3223-ND,EZR32LG330F256R60G-B0,Silicon Labs,IC RF TXRX+MCU 802.15.4 64VFQFN,1015,0,"5.22000","0","1","Tray","EZR32LG","Active","TxRx + MCU","802.15.4","EZRadioPro","4FSK, 4GFSK, FSK, GFSK, GMSK, MSK, OOK","142MHz ~ 1.05GHz","1Mbps","13dBm","-129dBm","256kB Flash, 32kB RAM","I²C, SPI, UART, USART, USB","38","1.98V ~ 3.8V","11.1mA ~ 13.7mA","18mA ~ 88mA","-40°C ~ 85°C","Surface Mount","64-VFQFN Exposed Pad","64-QFN (9x9)"
https://www.nordicsemi.com/-/media/DocLib/Other/Product_Spec/nRF9E5PSv16.pdf,//media.digikey.com/Renders/Nordic%20Semiconductor%20ASA/32-VFQFN%20Exposed%20Pad.jpg,1490-1029-ND,NRF9E5,Nordic Semiconductor ASA,IC RF TXRX+MCU ISM<1GHZ 32VFQFN,7833,0,"5.32000","0","1","Tray","-","Active","TxRx + MCU","General ISM < 1GHz","-","GFSK","433MHz, 868MHz, 915MHz","50kbps","10dBm","-100dBm","4.25kB RAM","SPI","8","1.9V ~ 3.6V","12.5mA","9mA ~ 30mA","-40°C ~ 85°C","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
-,//media.digikey.com/Photos/Sigma%20Designs/ZM5101A-CME3R.jpg,703-1093-2-ND,ZM5101A-CME3R,Silicon Labs,IC RF TXRX+MCU Z-WAVE 56QFN,56000,0,"5.33000","0","2000","Tape & Reel (TR)","Z-Wave®","Active","TxRx + MCU","Z-Wave®","Z-Wave®","-","868MHz, 908MHz, 921MHz","100kbps","5dBm","-104dBm","128kB Flash, 16kB SRAM","SPI, UART","30","2.3V ~ 3.6V","32mA","32mA","-","Surface Mount","56-TFLGA Module","56-LGA Module (8x8)"
-,//media.digikey.com/Photos/Sigma%20Designs/ZM5101A-CME3R.jpg,703-1093-1-ND,ZM5101A-CME3R,Silicon Labs,IC RF TXRX+MCU Z-WAVE 56QFN,57254,0,"10.46000","0","1","Cut Tape (CT)","Z-Wave®","Active","TxRx + MCU","Z-Wave®","Z-Wave®","-","868MHz, 908MHz, 921MHz","100kbps","5dBm","-104dBm","128kB Flash, 16kB SRAM","SPI, UART","30","2.3V ~ 3.6V","32mA","32mA","-","Surface Mount","56-TFLGA Module","56-LGA Module (8x8)"
-,//media.digikey.com/Photos/Sigma%20Designs/ZM5101A-CME3R.jpg,703-1093-6-ND,ZM5101A-CME3R,Silicon Labs,IC RF TXRX+MCU Z-WAVE 56QFN,57254,0,"Digi-Reel","0","1","Digi-Reel®","Z-Wave®","Active","TxRx + MCU","Z-Wave®","Z-Wave®","-","868MHz, 908MHz, 921MHz","100kbps","5dBm","-104dBm","128kB Flash, 16kB SRAM","SPI, UART","30","2.3V ~ 3.6V","32mA","32mA","-","Surface Mount","56-TFLGA Module","56-LGA Module (8x8)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1350,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-44716-2-ND,CC1350F128RGZT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 48VFQFN,1250,0,"5.37572","0","250","Tape & Reel (TR)","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v4.2","GFSK","2.4GHz","1Mbps","9dBm","-124dBm","128kB Flash, 28kB SRAM","I²C, I²S, SPI, UART","30","1.8V ~ 3.8V","5.4mA","22mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1350,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-44716-1-ND,CC1350F128RGZT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 48VFQFN,1294,0,"8.21000","0","1","Cut Tape (CT)","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v4.2","GFSK","2.4GHz","1Mbps","9dBm","-124dBm","128kB Flash, 28kB SRAM","I²C, I²S, SPI, UART","30","1.8V ~ 3.8V","5.4mA","22mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1350,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-44716-6-ND,CC1350F128RGZT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 48VFQFN,1294,0,"Digi-Reel","0","1","Digi-Reel®","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v4.2","GFSK","2.4GHz","1Mbps","9dBm","-124dBm","128kB Flash, 28kB SRAM","I²C, I²S, SPI, UART","30","1.8V ~ 3.8V","5.4mA","22mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si1000-5.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/SI1015-C-GM2.JPG,336-2465-5-ND,SI1002-E-GM2,Silicon Labs,IC RF TXRX+MCU ISM<1GHZ 42VFLGA,1933,0,"5.42000","0","1","Tray","-","Not For New Designs","TxRx + MCU","General ISM < 1GHz","EZRadioPro","FSK, GFSK, OOK","240MHz ~ 960MHz","256kbps","13dBm","-121dBm","64kB Flash, 4.35kB RAM","I²C, SPI, UART","22","1.8V ~ 3.6V","18.5mA","17mA ~ 30mA","-40°C ~ 85°C","Surface Mount","42-VFLGA Exposed Pad","42-LGA (5x7)"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/EFR32MG1_Family_DataSheet.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;48QFN-.90-7x7;M;48.jpg,336-3763-ND,EFR32MG1P232F256GM48-C0,Silicon Labs,IC RF TXRX+MCU 802.15.4 48VFQFN,4354,0,"5.46000","0","1","Tray","-","Active","TxRx + MCU","802.15.4","Zigbee®","-","2.4GHz","250kbps","19.5dBm","-99dBm","256kB Flash, 32kB RAM","I²C, I²S, SPI, UART","31","1.85V ~ 3.8V","8.7mA","8.2mA ~ 126.7mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (7x7)"
http://infocenter.nordicsemi.com/pdf/nRF52832_PS_v1.4.pdf,//media.digikey.com/Renders/Nordic%20Semiconductor%20ASA/1490;48QFN.90-6x6;;48.jpg,1490-1068-ND,NRF52832-QFAA-T,Nordic Semiconductor ASA,IC RF TXRX+MCU BLUETOOTH 48VFQFN,1894,0,"5.46000","0","1","Tray","-","Active","TxRx + MCU","Bluetooth","Bluetooth v4.0","GFSK","2.4GHz","2Mbps","4dBm","-96dBm","512kB Flash, 64kB RAM","I²S, SPI, UART","32","1.7V ~ 3.6V","5.4mA","7.5mA","-","Surface Mount","48-VFQFN Exposed Pad","48-QFN (6x6)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590400,//media.digikey.com/Renders/Atmel%20Renders/64-QFN.jpg,ATMEGA256RFR2-ZU-ND,ATMEGA256RFR2-ZU,Microchip Technology,IC RF TXRX+MCU 802.15.4 64VFQFN,825,0,"5.55000","0","1","Tray","-","Active","TxRx + MCU","802.15.4","Zigbee®","DSSS, O-QPSK","2.4GHz","2Mbps","3.5dBm","-100dBm","256kB Flash, 8kB EEPROM, 32kB SRAM","I²C, JTAG, SPI, USART","35","1.8V ~ 3.6V","5mA ~ 12.5mA","8mA ~ 14.5mA","-40°C ~ 85°C","Surface Mount","64-VFQFN Exposed Pad","64-QFN (9x9)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590571,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;48QFN-.90-7x7;;48.jpg,AT86RF215-ZU-ND,AT86RF215-ZU,Microchip Technology,IC RF TXRX 802.15.4 48VFQFN,102,0,"5.57000","0","1","Tray","-","Active","TxRx Only","802.15.4, General ISM < 1GHz","-","FSK, OFDM, O-QPSK","389.5MHz ~ 510MHz, 779MHz ~ 1.02GHz, 2.4GHz","2.4Mbps","16dBm","-123dBm","-","SPI","-","1.8V ~ 3.6V","5mA ~ 33mA","62mA ~ 64mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","-"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si1000-5.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/SI1015-C-GM2.JPG,336-2461-ND,SI1000-E-GM2,Silicon Labs,IC RF TXRX+MCU ISM<1GHZ 42VFLGA,6574,0,"5.59000","0","1","Tray","-","Not For New Designs","TxRx + MCU","General ISM < 1GHz","EZRadioPro","FSK, GFSK, OOK","240MHz ~ 960MHz","256kbps","20dBm","-121dBm","64kB Flash, 4.35kB RAM","I²C, SPI, UART","22","1.8V ~ 3.6V","18.5mA","85mA","-40°C ~ 85°C","Surface Mount","42-VFLGA Exposed Pad","42-LGA (5x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc3200,//media.digikey.com/Renders/Texas%20Instr%20Renders/64-QFN.jpg,296-38902-2-ND,CC3200R1M2RGCR,Texas Instruments,IC RF TXRX+MCU WIFI 64VFQFN,2500,0,"5.60560","0","2500","Tape & Reel (TR)","SimpleLink™","Active","TxRx + MCU","WiFi","802.11b/g/n","DSSS, OFDM","2.4GHz","54Mbps","18.3dBm","-95.7dBm","256kB RAM, 64kB ROM","I²C, I²S, JTAG, SPI, UART","27","2.1V ~ 3.6V","53mA ~ 59mA","53mA ~ 59mA","-40°C ~ 85°C","Surface Mount","64-VFQFN Exposed Pad","64-VQFN (9x9)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc3200,//media.digikey.com/Renders/Texas%20Instr%20Renders/64-QFN.jpg,296-38902-1-ND,CC3200R1M2RGCR,Texas Instruments,IC RF TXRX+MCU WIFI 64VFQFN,6678,0,"10.87000","0","1","Cut Tape (CT)","SimpleLink™","Active","TxRx + MCU","WiFi","802.11b/g/n","DSSS, OFDM","2.4GHz","54Mbps","18.3dBm","-95.7dBm","256kB RAM, 64kB ROM","I²C, I²S, JTAG, SPI, UART","27","2.1V ~ 3.6V","53mA ~ 59mA","53mA ~ 59mA","-40°C ~ 85°C","Surface Mount","64-VFQFN Exposed Pad","64-VQFN (9x9)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc3200,//media.digikey.com/Renders/Texas%20Instr%20Renders/64-QFN.jpg,296-38902-6-ND,CC3200R1M2RGCR,Texas Instruments,IC RF TXRX+MCU WIFI 64VFQFN,6678,0,"Digi-Reel","0","1","Digi-Reel®","SimpleLink™","Active","TxRx + MCU","WiFi","802.11b/g/n","DSSS, OFDM","2.4GHz","54Mbps","18.3dBm","-95.7dBm","256kB RAM, 64kB ROM","I²C, I²S, JTAG, SPI, UART","27","2.1V ~ 3.6V","53mA ~ 59mA","53mA ~ 59mA","-40°C ~ 85°C","Surface Mount","64-VFQFN Exposed Pad","64-VQFN (9x9)"
https://www.decawave.com/sites/default/files/resources/DW1000-Datasheet-V2.12.pdf,//media.digikey.com/Photos/Decawave%20Limited/DW1000-I-TR13.JPG,1479-1001-2-ND,DW1000-I-TR13,Decawave Limited,IC RF TXRX 802.15.4 48QFN,56000,0,"5.91004","0","4000","Tape & Reel (TR)","-","Active","TxRx Only","802.15.4","IR-UWB","BPM, BPSK","3.5GHz ~ 6.5GHz","6.8Mbps","-10dBm","-","-","SPI","-","2.8V ~ 3.6V","64mA","31mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (6x6)"
https://www.decawave.com/sites/default/files/resources/DW1000-Datasheet-V2.12.pdf,//media.digikey.com/Photos/Decawave%20Limited/DW1000-I-TR13.JPG,1479-1001-1-ND,DW1000-I-TR13,Decawave Limited,IC RF TXRX 802.15.4 48QFN,62886,0,"10.96000","0","1","Cut Tape (CT)","-","Active","TxRx Only","802.15.4","IR-UWB","BPM, BPSK","3.5GHz ~ 6.5GHz","6.8Mbps","-10dBm","-","-","SPI","-","2.8V ~ 3.6V","64mA","31mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (6x6)"
https://www.decawave.com/sites/default/files/resources/DW1000-Datasheet-V2.12.pdf,//media.digikey.com/Photos/Decawave%20Limited/DW1000-I-TR13.JPG,1479-1001-6-ND,DW1000-I-TR13,Decawave Limited,IC RF TXRX 802.15.4 48QFN,62886,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx Only","802.15.4","IR-UWB","BPM, BPSK","3.5GHz ~ 6.5GHz","6.8Mbps","-10dBm","-","-","SPI","-","2.8V ~ 3.6V","64mA","31mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (6x6)"
https://www.silabs.com/documents/public/data-sheets/efr32fg13-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_EFR32xG13.jpg,336-4104-ND,EFR32FG13P231F512GM48-C,Silicon Labs,IC RF ISM<1GHZ 48VFQFN,1489,0,"6.05000","0","1","Tray","-","Active","-","General ISM < 1GHz","-","2-FSK, 4-FSK, ASK, BPSK, DBPSK, DSSS, GFSK, GMSK, OOK, O-QPSK","169MHz ~ 915MHz","2Mbps","20dBm","-102dBm","512kB Flash, 64kB RAM","I²C, UART, USART","32","1.8V ~ 3.8V","8.4mA ~ 11mA","8.5mA ~ 134.3","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","-"
https://www.nordicsemi.com/-/media/DocLib/Other/Product_Spec/nRF24LU1PPSv11.pdf,//media.digikey.com/Renders/Nordic%20Semiconductor%20ASA/32-VFQFN%20Exposed%20Pad.jpg,1490-1022-ND,NRF24LU1P-F32Q32-T,Nordic Semiconductor ASA,IC RF TXRX+MCU ISM>1GHZ 32VFQFN,983,0,"6.12000","0","1","Tray","-","Active","TxRx + MCU","General ISM > 1GHZ","-","GFSK","2.4GHz","2Mbps","0dBm","-94dBm","32kB Flash, 2kB SRAM","SPI, UART, USB","6","4V ~ 5.25V","12.9mA ~ 13.3mA","11.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590262,//media.digikey.com/Renders/Atmel%20Renders/313;64QFN-1.0-9x9;;64.jpg,ATMEGA128RFA1-ZU-ND,ATMEGA128RFA1-ZU,Microchip Technology,IC RF TXRX+MCU 802.15.4 64VFQFN,1229,0,"6.21000","0","1","Tray","-","Active","TxRx + MCU","802.15.4","6LoWPAN, Zigbee®","O-QPSK","2.4GHz","2Mbps","3.5dBm","-100dBm","128kB Flash, 4kB EEPROM, 16kB SRAM","I²C, JTAG, SPI, USART","38","1.8V ~ 3.6V","12mA ~ 12.5mA","8mA ~ 14.5mA","-40°C ~ 85°C","Surface Mount","64-VFQFN Exposed Pad","64-QFN (9x9)"
https://www.silabs.com/Support%20Documents/RegisteredDocs/EFR32BG1-DataSheet.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;48QFN-.90-7x7;M;48.jpg,336-3709-ND,EFR32BG1P333F256GM48-C0,Silicon Labs,IC RF TXRX+MCU BLUETOOTH 48VFQFN,705,0,"6.36000","0","1","Tray","-","Active","TxRx + MCU","Bluetooth","Bluetooth v4.0","2FSK, 4FSK, ASK, BPSK, DBPSK, DSSS, GFSK, GMSK, OOK, O-QPSK","2.4GHz","2Mbps","19.5dBm","-94dBm","256kB Flash, 32kB RAM","I²C, I²S, SPI, UART","28","1.85V ~ 3.8V","8.7mA","34.1mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (7x7)"
https://www.silabs.com/documents/login/data-sheets/efr32bg13-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_EFR32xG13.jpg,336-4109-ND,EFR32BG13P732F512GM48-C,Silicon Labs,IC RF TXRX+MCU 802.15.4 48VFQFN,419,0,"6.48000","0","1","Tray","-","Active","TxRx + MCU","802.15.4, Bluetooth","Bluetooth v5.0","2FSK, 4FSK, ASK, BPSK, DBPSK, DSSS, GFSK, GMSK, OOK, O-QPSK","2.4GHz","2Mbps","19dBm","-102dBm","512kB Flash, 64kB RAM","I²C, UART, USART","31","1.8V ~ 3.8V","8.4mA ~ 11mA","8.5mA ~ 134.3","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (7x7)"
http://infocenter.nordicsemi.com/pdf/nRF24LE1_PS_v1.6.pdf,//media.digikey.com/Renders/Nordic%20Semiconductor%20ASA/32-VFQFN%20Exposed%20Pad.jpg,1490-1021-ND,NRF24LE1-F16Q32-T,Nordic Semiconductor ASA,IC RF TXRX+MCU ISM>1GHZ 32VFQFN,5059,0,"6.50000","0","1","Tray","-","Active","TxRx + MCU","General ISM > 1GHZ","-","GFSK","2.4GHz","2Mbps","0dBm","-94dBm","16kB Flash, 1kB SRAM","I²C, JTAG, SPI, UART","15","1.9V ~ 3.6V","12.4mA ~ 13.3mA","6.8mA ~ 11.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-QFN (5x5)"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1020_May,7,2016.pdf",//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-Exposed-Pad-RUZ.jpg,296-45021-2-ND,CC1020RSST,Texas Instruments,IC RF TXRX ISM<1GHZ 32VQFN,250,0,"7.01252","0","250","Tape & Reel (TR)","-","Active","TxRx Only","General ISM < 1GHz","-","FSK, GFSK, OOK","402MHz ~ 470MHz, 804MHz ~ 960MHz","153.6kBaud","10dBm","-118dBm","-","SPI, UART","1","2.3V ~ 3.6V","19.9mA","12.3mA ~ 27.1mA","-40°C ~ 85°C","Surface Mount","32-VQFN Exposed Pad","32-QFN (7x7)"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1020_May,7,2016.pdf",//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-Exposed-Pad-RUZ.jpg,296-45021-1-ND,CC1020RSST,Texas Instruments,IC RF TXRX ISM<1GHZ 32VQFN,405,0,"10.71000","0","1","Cut Tape (CT)","-","Active","TxRx Only","General ISM < 1GHz","-","FSK, GFSK, OOK","402MHz ~ 470MHz, 804MHz ~ 960MHz","153.6kBaud","10dBm","-118dBm","-","SPI, UART","1","2.3V ~ 3.6V","19.9mA","12.3mA ~ 27.1mA","-40°C ~ 85°C","Surface Mount","32-VQFN Exposed Pad","32-QFN (7x7)"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1020_May,7,2016.pdf",//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-Exposed-Pad-RUZ.jpg,296-45021-6-ND,CC1020RSST,Texas Instruments,IC RF TXRX ISM<1GHZ 32VQFN,405,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx Only","General ISM < 1GHz","-","FSK, GFSK, OOK","402MHz ~ 470MHz, 804MHz ~ 960MHz","153.6kBaud","10dBm","-118dBm","-","SPI, UART","1","2.3V ~ 3.6V","19.9mA","12.3mA ~ 27.1mA","-40°C ~ 85°C","Surface Mount","32-VQFN Exposed Pad","32-QFN (7x7)"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si4421.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/RU-16.jpg,336-1631-5-ND,SI4421-A1-FT,Silicon Labs,IC RF TXRX ISM<1GHZ 16TSSOP,4290,0,"7.06000","0","1","Tube","-","Not For New Designs","TxRx Only","General ISM < 1GHz","-","FSK","315MHz, 434MHz, 868MHz, 915MHz","256kbps","7dbm","-110dBm","-","SPI","-","2.2V ~ 3.8V","11mA ~ 13mA","15mA ~ 24mA","-40°C ~ 85°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
https://www.silabs.com/documents/public/data-sheets/efr32mg13-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_EFR32xG13.jpg,336-4100-ND,EFR32MG13P732F512GM48-C,Silicon Labs,IC RF TXRX+MCU 802.15.4 48VFQFN,7352,0,"7.21000","0","1","Tray","-","Active","TxRx + MCU","802.15.4, Bluetooth","Bluetooth v4.0, Thread, Zigbee®","2-FSK, 4-FSK, DSSS, GMSK, O-QPSK","2.4GHz","2Mbps","19dBm","-102dBm","512kB Flash, 64kB RAM","I²C, UART, USART","31","1.8V ~ 3.8V","8.4mA ~ 11mA","8.5mA ~ 134.3","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (7x7)"
