Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Frequency","Standards","Interface","Voltage - Supply","Operating Temperature","Package / Case","Supplier Device Package"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/MF3ICDX21_41_81_Dec9,2015_Rev3.2_SDS.pdf",-,568-15216-1-ND,"MF3MODH4101DA4/05,",NXP USA Inc.,IC RFID TRANSP 13.56MHZ PLLMC,16979,0,"2.89000","0","1","Cut Tape (CT)","MIFARE®","Active","RFID Transponder","13.56MHz","ISO 14443, MIFARE","UART","-","-25°C ~ 70°C","MOA4, Smart Card Module","-"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/MF3ICDX21_41_81_Dec9,2015_Rev3.2_SDS.pdf",-,568-15216-6-ND,"MF3MODH4101DA4/05,",NXP USA Inc.,IC RFID TRANSP 13.56MHZ PLLMC,16979,0,"Digi-Reel","0","1","Digi-Reel®","MIFARE®","Active","RFID Transponder","13.56MHz","ISO 14443, MIFARE","UART","-","-25°C ~ 70°C","MOA4, Smart Card Module","-"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/74/20/c5/ca/b8/a1/41/e3/DM00167716/files/DM00167716.pdf/jcr:content/translations/en.DM00167716.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-SOIC.jpg,497-17127-2-ND,ST25DV64K-IER6S3,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8SO,0,0,"0.94536","0","2500","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 15693","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SO"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/74/20/c5/ca/b8/a1/41/e3/DM00167716/files/DM00167716.pdf/jcr:content/translations/en.DM00167716.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-SOIC.jpg,497-17127-1-ND,ST25DV64K-IER6S3,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8SO,1680,0,"1.45000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 15693","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SO"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/74/20/c5/ca/b8/a1/41/e3/DM00167716/files/DM00167716.pdf/jcr:content/translations/en.DM00167716.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-SOIC.jpg,497-17127-6-ND,ST25DV64K-IER6S3,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8SO,1680,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 15693","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SO"
http://www.st.com/content/ccc/resource/technical/document/datasheet/56/58/3c/91/80/a4/49/89/DM00031737.pdf/files/DM00031737.pdf/jcr:content/translations/en.DM00031737.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-11602-2-ND,M24LR16E-RDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,0,0,"0.56000","0","4000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/56/58/3c/91/80/a4/49/89/DM00031737.pdf/files/DM00031737.pdf/jcr:content/translations/en.DM00031737.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-11602-1-ND,M24LR16E-RDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,3451,0,"1.47000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/56/58/3c/91/80/a4/49/89/DM00031737.pdf/files/DM00031737.pdf/jcr:content/translations/en.DM00031737.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-11602-6-ND,M24LR16E-RDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,3451,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Frf430cl331h,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040064-3;PW;14.jpg,296-43318-2-ND,RF430CL331HIPWR,Texas Instruments,IC RFID TRANSP 13.56MHZ 14TSSOP,0,0,"0.67760","0","2000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 14443","I²C","2V ~ 3.6V","-40°C ~ 85°C","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Frf430cl331h,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040064-3;PW;14.jpg,296-43318-1-ND,RF430CL331HIPWR,Texas Instruments,IC RFID TRANSP 13.56MHZ 14TSSOP,2024,0,"1.58000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 14443","I²C","2V ~ 3.6V","-40°C ~ 85°C","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Frf430cl331h,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040064-3;PW;14.jpg,296-43318-6-ND,RF430CL331HIPWR,Texas Instruments,IC RFID TRANSP 13.56MHZ 14TSSOP,2024,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 14443","I²C","2V ~ 3.6V","-40°C ~ 85°C","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/01/aa/31/74/bb/26/4d/10/DM00087278.pdf/files/DM00087278.pdf/jcr:content/translations/en.DM00087278.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-14348-2-ND,M24SR16-YDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,0,0,"0.61600","0","4000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/01/aa/31/74/bb/26/4d/10/DM00087278.pdf/files/DM00087278.pdf/jcr:content/translations/en.DM00087278.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-14348-1-ND,M24SR16-YDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,1796,0,"1.62000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/01/aa/31/74/bb/26/4d/10/DM00087278.pdf/files/DM00087278.pdf/jcr:content/translations/en.DM00087278.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-14348-6-ND,M24SR16-YDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,1796,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Frf430cl330h,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4222419;RGT;16.jpg,296-48649-2-ND,RF430CL330HIRGTR,Texas Instruments,IC RFID TRANSP 13.56MHZ 16VQFN,0,0,"0.63980","0","2000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C, SPI","2V ~ 3.6V","-40°C ~ 85°C","16-VFQFN Exposed Pad","16-VQFN (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Frf430cl330h,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4222419;RGT;16.jpg,296-48649-1-ND,RF430CL330HIRGTR,Texas Instruments,IC NFC DYNAMIC TAG TARG 16QFN,2378,0,"1.68000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","16-VFQFN Exposed Pad","16-VQFN (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Frf430cl330h,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4222419;RGT;16.jpg,296-48649-6-ND,RF430CL330HIRGTR,Texas Instruments,IC NFC DYNAMIC TAG TARG 16QFN,2378,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","16-VFQFN Exposed Pad","16-VQFN (3x3)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/01/aa/31/74/bb/26/4d/10/DM00087278.pdf/files/DM00087278.pdf/jcr:content/translations/en.DM00087278.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-DFN.jpg,497-14349-2-ND,M24SR16-YMC6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8UFDFPN,0,0,"0.61180","0","5000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-UFDFN Exposed Pad","8-UFDFPN (2x3)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/01/aa/31/74/bb/26/4d/10/DM00087278.pdf/files/DM00087278.pdf/jcr:content/translations/en.DM00087278.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-DFN.jpg,497-14349-1-ND,M24SR16-YMC6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8UFDFPN,3185,0,"1.69000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-UFDFN Exposed Pad","8-UFDFPN (2x3)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/01/aa/31/74/bb/26/4d/10/DM00087278.pdf/files/DM00087278.pdf/jcr:content/translations/en.DM00087278.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-DFN.jpg,497-14349-6-ND,M24SR16-YMC6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8UFDFPN,3185,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-UFDFN Exposed Pad","8-UFDFPN (2x3)"
https://www.nxp.com/docs/en/data-sheet/HT2X_SDS.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/568;SOT500-2;;.jpg,568-15253-2-ND,HT2MOA4S20/E/3/RJ,NXP USA Inc.,IC RFID TRANSP 125KHZ PLLMC,0,0,"0.72916","0","16500","Tape & Reel (TR)","HITAG® 2","Active","RFID Transponder","125kHz","ISO 11784, ISO 11785","-","6.5V","-","MOA4, Smart Card Module","PLLMC"
https://www.nxp.com/docs/en/data-sheet/HT2X_SDS.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/568;SOT500-2;;.jpg,568-15253-1-ND,HT2MOA4S20/E/3/RJ,NXP USA Inc.,IC RFID TRANSP 125KHZ PLLMC,16868,0,"1.90000","0","1","Cut Tape (CT)","HITAG® 2","Active","RFID Transponder","125kHz","ISO 11784, ISO 11785","-","6.5V","-","MOA4, Smart Card Module","PLLMC"
https://www.nxp.com/docs/en/data-sheet/HT2X_SDS.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/568;SOT500-2;;.jpg,568-15253-6-ND,HT2MOA4S20/E/3/RJ,NXP USA Inc.,IC RFID TRANSP 125KHZ PLLMC,16868,0,"Digi-Reel","0","1","Digi-Reel®","HITAG® 2","Active","RFID Transponder","125kHz","ISO 11784, ISO 11785","-","6.5V","-","MOA4, Smart Card Module","PLLMC"
http://www.st.com/content/ccc/resource/technical/document/datasheet/45/6b/a2/02/63/ad/45/43/DM00047008.pdf/files/DM00047008.pdf/jcr:content/translations/en.DM00047008.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-13744-2-ND,M24LR64E-RDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,0,0,"0.79650","0","4000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/45/6b/a2/02/63/ad/45/43/DM00047008.pdf/files/DM00047008.pdf/jcr:content/translations/en.DM00047008.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-13744-1-ND,M24LR64E-RDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,2964,0,"1.92000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/45/6b/a2/02/63/ad/45/43/DM00047008.pdf/files/DM00047008.pdf/jcr:content/translations/en.DM00047008.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-13744-6-ND,M24LR64E-RDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,2964,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/a5/1d/51/09/f6/13/4f/5b/DM00067892/files/DM00067892.pdf/jcr:content/translations/en.DM00067892.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-SOIC.jpg,497-14344-2-ND,M24SR64-YMN6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8SO,0,0,"0.82350","0","2500","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SO"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/a5/1d/51/09/f6/13/4f/5b/DM00067892/files/DM00067892.pdf/jcr:content/translations/en.DM00067892.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-SOIC.jpg,497-14344-1-ND,M24SR64-YMN6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8SO,2463,0,"1.99000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SO"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/a5/1d/51/09/f6/13/4f/5b/DM00067892/files/DM00067892.pdf/jcr:content/translations/en.DM00067892.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-SOIC.jpg,497-14344-6-ND,M24SR64-YMN6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8SO,2463,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SO"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/a5/1d/51/09/f6/13/4f/5b/DM00067892/files/DM00067892.pdf/jcr:content/translations/en.DM00067892.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-14345-2-ND,M24SR64-YDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,0,0,"0.82350","0","4000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/a5/1d/51/09/f6/13/4f/5b/DM00067892/files/DM00067892.pdf/jcr:content/translations/en.DM00067892.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-14345-1-ND,M24SR64-YDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,1366,0,"1.99000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/a5/1d/51/09/f6/13/4f/5b/DM00067892/files/DM00067892.pdf/jcr:content/translations/en.DM00067892.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,497-14345-6-ND,M24SR64-YDW6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8TSSOP,1366,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/45/6b/a2/02/63/ad/45/43/DM00047008.pdf/files/DM00047008.pdf/jcr:content/translations/en.DM00047008.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,497-13745-2-ND,M24LR64E-RMC6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8MLP,0,0,"0.81900","0","5000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-UFDFN Exposed Pad","8-MLP (2x3)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/45/6b/a2/02/63/ad/45/43/DM00047008.pdf/files/DM00047008.pdf/jcr:content/translations/en.DM00047008.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,497-13745-1-ND,M24LR64E-RMC6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8MLP,5857,0,"2.05000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-UFDFN Exposed Pad","8-MLP (2x3)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/45/6b/a2/02/63/ad/45/43/DM00047008.pdf/files/DM00047008.pdf/jcr:content/translations/en.DM00047008.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,497-13745-6-ND,M24LR64E-RMC6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8MLP,5857,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 85°C","8-UFDFN Exposed Pad","8-MLP (2x3)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/a5/1d/51/09/f6/13/4f/5b/DM00067892/files/DM00067892.pdf/jcr:content/translations/en.DM00067892.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-DFN.jpg,497-14346-2-ND,M24SR64-YMC6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8UFDFPN,0,0,"0.81900","0","5000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-UFDFN Exposed Pad","8-UFDFPN (2x3)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/a5/1d/51/09/f6/13/4f/5b/DM00067892/files/DM00067892.pdf/jcr:content/translations/en.DM00067892.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-DFN.jpg,497-14346-1-ND,M24SR64-YMC6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8UFDFPN,4994,0,"2.05000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-UFDFN Exposed Pad","8-UFDFPN (2x3)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/a5/1d/51/09/f6/13/4f/5b/DM00067892/files/DM00067892.pdf/jcr:content/translations/en.DM00067892.pdf,//media.digikey.com/Renders/STMicro%20Renders/8-DFN.jpg,497-14346-6-ND,M24SR64-YMC6T/2,STMicroelectronics,IC RFID TRANSP 13.56MHZ 8UFDFPN,4994,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 14443, NFC","I²C","2.7V ~ 5.5V","-40°C ~ 85°C","8-UFDFN Exposed Pad","8-UFDFPN (2x3)"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/MF3ICDX21_41_81_Dec9,2015_Rev3.2_SDS.pdf",-,568-14859-ND,"MF3ICD2101DUD/05,0",NXP USA Inc.,IC RFID TRANSP 13.56MHZ DIE,15815,0,"2.20000","0","1","Bulk","MIFARE®","Active","RFID Transponder","13.56MHz","ISO 14443, MIFARE","UART","-","-25°C ~ 70°C","Die","Die"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT403-1;DH,DP,PW,TS,TT;16.jpg",568-15179-2-ND,"PCH7900NTT/C0K,118",NXP USA Inc.,FRACTIONAL-NPLL TRANSIC 16TSSOP,0,0,"0.91550","0","2500","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","16-TSSOP (0.173"", 4.40mm Width)","-"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT403-1;DH,DP,PW,TS,TT;16.jpg",568-15179-1-ND,"PCH7900NTT/C0K,118",NXP USA Inc.,FRACTIONAL-NPLL TRANSIC 16TSSOP,2490,0,"2.21000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","-","-","16-TSSOP (0.173"", 4.40mm Width)","-"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT403-1;DH,DP,PW,TS,TT;16.jpg",568-15179-6-ND,"PCH7900NTT/C0K,118",NXP USA Inc.,FRACTIONAL-NPLL TRANSIC 16TSSOP,2490,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","16-TSSOP (0.173"", 4.40mm Width)","-"
https://www.nxp.com/docs/en/data-sheet/SLRC610.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13926-2-ND,"SLRC61002HN,118",NXP USA Inc.,IC RFID READER 13.56MHZ 32HVQFN,6000,0,"2.24400","0","6000","Tape & Reel (TR)","-","Active","RFID Reader","13.56MHz","ISO 15693, ISO 18000-3","I²C, SPI, UART","3V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
https://www.nxp.com/docs/en/data-sheet/SLRC610.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13926-1-ND,"SLRC61002HN,118",NXP USA Inc.,IC RFID READER 13.56MHZ 32HVQFN,11607,0,"5.17000","0","1","Cut Tape (CT)","-","Active","RFID Reader","13.56MHz","ISO 15693, ISO 18000-3","I²C, SPI, UART","3V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
https://www.nxp.com/docs/en/data-sheet/SLRC610.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13926-6-ND,"SLRC61002HN,118",NXP USA Inc.,IC RFID READER 13.56MHZ 32HVQFN,11607,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Reader","13.56MHz","ISO 15693, ISO 18000-3","I²C, SPI, UART","3V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en025374,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-TSSOP.jpg,MCP2030AT-I/STTR-ND,MCP2030AT-I/ST,Microchip Technology,IC PEPS/TPMS 125KHZ 14TSSOP,0,0,"1.82825","0","2500","Tape & Reel (TR)","-","Active","Passive Entry/Start, TPMS","125kHz","-","SPI","2V ~ 3.6V","-40°C ~ 85°C","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en025374,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-TSSOP.jpg,MCP2030AT-I/STCT-ND,MCP2030AT-I/ST,Microchip Technology,IC PEPS/TPMS 125KHZ 14TSSOP,2465,0,"2.28000","0","1","Cut Tape (CT)","-","Active","Passive Entry/Start, TPMS","125kHz","-","SPI","2V ~ 3.6V","-40°C ~ 85°C","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en025374,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-TSSOP.jpg,MCP2030AT-I/STDKR-ND,MCP2030AT-I/ST,Microchip Technology,IC PEPS/TPMS 125KHZ 14TSSOP,2465,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Passive Entry/Start, TPMS","125kHz","-","SPI","2V ~ 3.6V","-40°C ~ 85°C","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
https://www.nxp.com/docs/en/data-sheet/SLRC610.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13701-ND,SLRC61003HNE,NXP USA Inc.,IC RFID TRANSP 27.12MHZ 32HVQFN,490,0,"2.53000","0","1","Tray","I-Code","Active","RFID Transponder","27.12MHz","EPC, ISO 15693, ISO 18000, NFC","I²C, SPI, UART","3V ~ 5.5V","-25°C ~ 85°C (TA)","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
