Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Type","Topology","Circuit","Frequency Range","Isolation","Insertion Loss","Test Frequency","P1dB","IIP3","Features","Impedance","Voltage - Supply","Operating Temperature","Package / Case","Supplier Device Package"
http://www.skyworksinc.com/uploads/documents/200609E.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY13251-349LF.JPG,863-1259-2-ND,SKY13251-349LF,Skyworks Solutions Inc.,IC RF SWITCH SP3T 3GHZ 8QFN,21000,0,"0.44660","0","3000","Tape & Reel (TR)","-","Active","802.11b, g, Bluetooth, WLAN","Reflective","SP3T","200MHz ~ 3GHz","27dB","0.6dB","3GHz","25dBm","46dBm","-","50Ohm","-","-40°C ~ 85°C","8-VFQFN Exposed Pad","8-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/200609E.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY13251-349LF.JPG,863-1259-1-ND,SKY13251-349LF,Skyworks Solutions Inc.,IC RF SWITCH SP3T 3GHZ 8QFN,22387,0,"1.08000","0","1","Cut Tape (CT)","-","Active","802.11b, g, Bluetooth, WLAN","Reflective","SP3T","200MHz ~ 3GHz","27dB","0.6dB","3GHz","25dBm","46dBm","-","50Ohm","-","-40°C ~ 85°C","8-VFQFN Exposed Pad","8-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/200609E.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY13251-349LF.JPG,863-1259-6-ND,SKY13251-349LF,Skyworks Solutions Inc.,IC RF SWITCH SP3T 3GHZ 8QFN,22387,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11b, g, Bluetooth, WLAN","Reflective","SP3T","200MHz ~ 3GHz","27dB","0.6dB","3GHz","25dBm","46dBm","-","50Ohm","-","-40°C ~ 85°C","8-VFQFN Exposed Pad","8-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13396_397LF_201475H.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1648-2-ND,SKY13396-397LF,Skyworks Solutions Inc.,IC RF SWITCH DPDT 3GHZ 12QFN,3000,0,"0.68310","0","3000","Tape & Reel (TR)","-","Active","-","-","DPDT","700MHz ~ 3GHz","17dB","0.6dB","2.5GHz","-","63dBm","-","50Ohm","1.8V ~ 3.1V","-30°C ~ 90°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13396_397LF_201475H.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1648-1-ND,SKY13396-397LF,Skyworks Solutions Inc.,IC RF SWITCH DPDT 3GHZ 12QFN,4445,0,"1.54000","0","1","Cut Tape (CT)","-","Active","-","-","DPDT","700MHz ~ 3GHz","17dB","0.6dB","2.5GHz","-","63dBm","-","50Ohm","1.8V ~ 3.1V","-30°C ~ 90°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13396_397LF_201475H.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1648-6-ND,SKY13396-397LF,Skyworks Solutions Inc.,IC RF SWITCH DPDT 3GHZ 12QFN,4445,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","DPDT","700MHz ~ 3GHz","17dB","0.6dB","2.5GHz","-","63dBm","-","50Ohm","1.8V ~ 3.1V","-30°C ~ 90°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13415_485LF_201704I.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;14QFN-.6-2x2;;14.jpg,863-1583-2-ND,SKY13415-485LF,Skyworks Solutions Inc.,IC RF SWITCH SP5T 3GHZ 14QFN,3000,0,"0.95850","0","3000","Tape & Reel (TR)","-","Active","-","-","SP5T","100MHz ~ 3GHz","34dB","0.4dB","2GHz","37dBm","70dBm","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","14-UFQFN Exposed Pad","14-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13415_485LF_201704I.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;14QFN-.6-2x2;;14.jpg,863-1583-1-ND,SKY13415-485LF,Skyworks Solutions Inc.,IC RF SWITCH SP5T 3GHZ 14QFN,4255,0,"2.16000","0","1","Cut Tape (CT)","-","Active","-","-","SP5T","100MHz ~ 3GHz","34dB","0.4dB","2GHz","37dBm","70dBm","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","14-UFQFN Exposed Pad","14-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13415_485LF_201704I.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;14QFN-.6-2x2;;14.jpg,863-1583-6-ND,SKY13415-485LF,Skyworks Solutions Inc.,IC RF SWITCH SP5T 3GHZ 14QFN,4255,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","SP5T","100MHz ~ 3GHz","34dB","0.4dB","2GHz","37dBm","70dBm","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","14-UFQFN Exposed Pad","14-QFN (2x2)"
http://cdn.macom.com/datasheets/MASW-007921.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/8-VFDFN%20Exposed%20Pad.jpg,1465-1359-2-ND,MASW-007921-TR3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 7GHZ 8DFN,3000,0,"0.98550","0","3000","Tape & Reel (TR)","-","Active","WiMax, WLAN","Reflective","SPDT","DC ~ 7GHz","30dB","1.2dB","5.8GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","8-VFDFN Exposed Pad","8-PDFN (2x2)"
http://cdn.macom.com/datasheets/MASW-007921.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/8-VFDFN%20Exposed%20Pad.jpg,1465-1359-1-ND,MASW-007921-TR3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 7GHZ 8DFN,6000,0,"2.33000","0","1","Cut Tape (CT)","-","Active","WiMax, WLAN","Reflective","SPDT","DC ~ 7GHz","30dB","1.2dB","5.8GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","8-VFDFN Exposed Pad","8-PDFN (2x2)"
http://cdn.macom.com/datasheets/MASW-007921.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/8-VFDFN%20Exposed%20Pad.jpg,1465-1359-6-ND,MASW-007921-TR3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 7GHZ 8DFN,6000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","WiMax, WLAN","Reflective","SPDT","DC ~ 7GHz","30dB","1.2dB","5.8GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","8-VFDFN Exposed Pad","8-PDFN (2x2)"
http://www.cel.com/pdf/datasheets/CG2214M6.pdf,//media.digikey.com/Renders/CEL/6-pin-lead-less-RF-SPDT-Switch.jpg,CG2214M6-ND,CG2214M6,CEL,IC RF SWITCH SPDT 3GHZ 6MINIMOLD,1611,0,"1.12000","0","1","Strip","-","Active","-","-","SPDT","50MHz ~ 3GHz","-","0.35dB","3GHz","-","-","-","50Ohm","1.8V ~ 5V","-45°C ~ 85°C","6-SMD","6-Minimold"
http://www.skyworksinc.com/uploads/documents/201393A.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,863-1457-2-ND,SKY13347-360LF,Skyworks Solutions Inc.,IC RF SWITCH SPST 3GHZ 8DFN,3000,0,"1.18395","0","3000","Tape & Reel (TR)","-","Active","General Purpose","Absorptive","SPST","500MHz ~ 3GHz","30dB","0.8dB","3GHz","31dBm","40dBm","-","50Ohm","-","-40°C ~ 85°C","8-VFDFN Exposed Pad","8-DFN (2x2)"
http://www.skyworksinc.com/uploads/documents/201393A.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,863-1457-1-ND,SKY13347-360LF,Skyworks Solutions Inc.,IC RF SWITCH SPST 3GHZ 8DFN,4590,0,"2.85000","0","1","Cut Tape (CT)","-","Active","General Purpose","Absorptive","SPST","500MHz ~ 3GHz","30dB","0.8dB","3GHz","31dBm","40dBm","-","50Ohm","-","-40°C ~ 85°C","8-VFDFN Exposed Pad","8-DFN (2x2)"
http://www.skyworksinc.com/uploads/documents/201393A.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,863-1457-6-ND,SKY13347-360LF,Skyworks Solutions Inc.,IC RF SWITCH SPST 3GHZ 8DFN,4590,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","General Purpose","Absorptive","SPST","500MHz ~ 3GHz","30dB","0.8dB","3GHz","31dBm","40dBm","-","50Ohm","-","-40°C ~ 85°C","8-VFDFN Exposed Pad","8-DFN (2x2)"
http://cdn.macom.com/datasheets/MASWSS0169.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MASWSS0169TR-3000.jpg,1465-1384-2-ND,MASWSS0169TR-3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ 10MSOP,3000,27000,"1.83540","0","3000","Tape & Reel (TR)","-","Active","Cellular","Reflective","SPDT","DC ~ 3GHz","33dB","0.8dB","3GHz","28dBm","-","-","50Ohm","-","-40°C ~ 85°C","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://cdn.macom.com/datasheets/MASWSS0169.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MASWSS0169TR-3000.jpg,1465-1384-1-ND,MASWSS0169TR-3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ 10MSOP,5992,29771,"3.98000","0","1","Cut Tape (CT)","-","Active","Cellular","Reflective","SPDT","DC ~ 3GHz","33dB","0.8dB","3GHz","28dBm","-","-","50Ohm","-","-40°C ~ 85°C","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://cdn.macom.com/datasheets/MASWSS0169.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MASWSS0169TR-3000.jpg,1465-1384-6-ND,MASWSS0169TR-3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ 10MSOP,5992,29771,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular","Reflective","SPDT","DC ~ 3GHz","33dB","0.8dB","3GHz","28dBm","-","-","50Ohm","-","-40°C ~ 85°C","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADG918_919.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/RM-8.jpg,ADG918BRMZ-REEL7TR-ND,ADG918BRMZ-REEL7,Analog Devices Inc.,IC RF SWITCH SPDT 2GHZ 8MSOP,2000,0,"1.89476","0","1000","Tape & Reel (TR)","-","Active","General Purpose","Absorptive","SPDT","DC ~ 2GHz","37dB","0.8dB","1GHz","17dBm","36dBm","-","-","1.65V ~ 2.75V","-40°C ~ 85°C","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADG918_919.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/RM-8.jpg,ADG918BRMZ-REEL7CT-ND,ADG918BRMZ-REEL7,Analog Devices Inc.,IC RF SWITCH SPDT 2GHZ 8MSOP,2989,0,"3.90000","0","1","Cut Tape (CT)","-","Active","General Purpose","Absorptive","SPDT","DC ~ 2GHz","37dB","0.8dB","1GHz","17dBm","36dBm","-","-","1.65V ~ 2.75V","-40°C ~ 85°C","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADG918_919.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/RM-8.jpg,ADG918BRMZ-REEL7DKR-ND,ADG918BRMZ-REEL7,Analog Devices Inc.,IC RF SWITCH SPDT 2GHZ 8MSOP,2989,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","General Purpose","Absorptive","SPDT","DC ~ 2GHz","37dB","0.8dB","1GHz","17dBm","36dBm","-","-","1.65V ~ 2.75V","-40°C ~ 85°C","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
https://www.idt.com/document/dst/f2970datasheetrevo,"//media.digikey.com/Renders/IDT,%20Integrated%20Device%20Technology%20Renders/800;NCG20;NCG;20.jpg",800-3739-ND,F2970NCGK,"IDT, Integrated Device Technology Inc",IC RF SWITCH SPDT 3GHZ 20LQFN,1960,0,"3.04000","0","1","Strip","-","Active","CATV","-","SPDT","5MHz ~ 3GHz","70dB","0.32dB","1.2GHz","-","63dBm","-","75Ohm","2.7V ~ 3.6V","-40°C ~ 105°C","20-WFQFN Exposed Pad","20-LQFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADG901_902.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/RM-8.jpg,ADG901BRMZ-ND,ADG901BRMZ,Analog Devices Inc.,IC RF SWITCH SPST 2.5GHZ 8MSOP,603,350,"3.62000","0","1","Tube","-","Active","General Purpose","Absorptive","SPST","DC ~ 2.5GHz","40dB","0.8dB","1GHz","17dBm","36dBm","-","50Ohm","1.65V ~ 2.75V","-40°C ~ 85°C","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADG918_919.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/RM-8.jpg,ADG919BRMZ-ND,ADG919BRMZ,Analog Devices Inc.,IC RF SWITCH SPDT 2GHZ 8MSOP,398,31300,"3.79000","0","1","Tube","-","Active","General Purpose","Reflective","SPDT","DC ~ 2GHz","37dB","0.8dB","1GHz","17dBm","36dBm","-","-","1.65V ~ 2.75V","-40°C ~ 85°C","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
-,"//media.digikey.com/Photos/IDT,%20Integrated%20Device%20Technology/F2932NBGP.jpg",800-3586-ND,F2932NBGP,"IDT, Integrated Device Technology Inc",IC RF SWITCH SPDT 16QFN,924,0,"3.92000","0","1","Tray","-","Active","General Purpose","Absorptive","SPDT","50MHz ~ 8GHz","45dB","1.6dB","8GHz","35.3dBm","64dBm","-","50Ohm","2.7V ~ 5.5V","-40°C ~ 105°C","16-VQFN Exposed Pad","16-QFN (4x4)"
-,"//media.digikey.com/Photos/IDT,%20Integrated%20Device%20Technology/F2932NBGP.jpg",800-3589-ND,F2933NBGP,"IDT, Integrated Device Technology Inc",IC RF SWITCH SPDT 16QFN,490,0,"3.92000","0","1","Tray","-","Active","General Purpose","Absorptive","SPDT","50MHz ~ 8GHz","45dB","1.6dB","8GHz","35.3dBm","64dBm","-","50Ohm","2.7V ~ 5.5V","-40°C ~ 105°C","16-VQFN Exposed Pad","16-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc199a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-2872-ND,HMC199AMS8E,Analog Devices Inc.,IC RF SWITCH SPDT 2.5GHZ 8MSOP,186,0,"6.25000","0","1","Strip","-","Active","ISM","-","SPDT","0Hz ~ 2.5GHz","25dB","0.6dB","2GHz, 2.5GHz","28dBm","55dBm","-","50Ohm","3V","-40°C ~ 85°C","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
https://www.idt.com/document/prb/f2914-product-brief-reva,"//media.digikey.com/Renders/IDT,%20Integrated%20Device%20Technology%20Renders/800;NBG24;NBG;24.jpg",800-3573-ND,F2914NBGK,"IDT, Integrated Device Technology Inc",IC RF SWITCH SP4T 8GHZ 24QFN,420,0,"6.30000","0","1","Tray","-","Active","Cellular","Absorptive","SP4T","400MHz ~ 8GHz","50dB","-","8GHz","-","61dBm","-","50Ohm","3V ~ 5.25V","-40°C ~ 105°C","24-WFQFN Exposed Pad","24-VFQFPN (4x4)"
https://www.nxp.com/docs/en/data-sheet/SA630.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT96-1;%20D,S,T,TN2;8.jpg",568-1206-5-ND,"SA630D/01,112",NXP USA Inc.,IC RF SWITCH SPDT 1GHZ 8SO,1599,0,"6.33000","0","1","Tube","-","Active","General Purpose","Absorptive","SPDT","DC ~ 1GHz","30dB","2dB","900MHz","18dBm","33dBm","Single Line Control","50Ohm","3V ~ 5.5V","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SO"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc646.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-1503-2-ND,HMC646LP2ETR,Analog Devices Inc.,IC RF SWITCH SPDT 2.1GHZ 6DFN,500,0,"7.42350","0","500","Tape & Reel (TR)","-","Active","Cellular, TD-SCDMA","Reflective","SPDT","100MHz ~ 2.1GHz","32dB","1.3dB","2.025GHz","-","34dBm","-","50Ohm","3V ~ 8V","-40°C ~ 85°C","6-TDFN Exposed Pad","6-DFN (2x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc646.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-1503-1-ND,HMC646LP2ETR,Analog Devices Inc.,IC RF SWITCH SPDT 2.1GHZ 6DFN,500,0,"11.47000","0","1","Cut Tape (CT)","-","Active","Cellular, TD-SCDMA","Reflective","SPDT","100MHz ~ 2.1GHz","32dB","1.3dB","2.025GHz","-","34dBm","-","50Ohm","3V ~ 8V","-40°C ~ 85°C","6-TDFN Exposed Pad","6-DFN (2x2)"
https://cdn.macom.com/datasheets/MA4SWx10Series.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/MA4SW210.jpg,1465-1049-ND,MA4SW210,M/A-Com Technology Solutions,IC RF SWITCH SPDT 20GHZ DIE,350,0,"8.42560","0","50","Bulk","HMIC™","Active","General Purpose","Reflective","SPDT","50MHz ~ 20GHz","42dB","0.7dB","20GHz","-","-","-","-","-","-65°C ~ 125°C","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc550ae.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/SOT-23-6.jpg,1127-3069-ND,HMC550A,Analog Devices Inc.,IC RF SWITCH SPST 6GHZ SOT26,143,618,"9.19000","0","1","Strip","-","Active","WiMAX / WiBro","Reflective","SPST","0Hz ~ 6GHz","12dB","0.7dB","6GHz","32dBm","52dBm","-","50Ohm","3.3V","-40°C ~ 85°C","SOT-23-6","SOT-26"
http://cdn.macom.com/datasheets/MA4SW410.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/MA4SW410.jpg,1465-1053-ND,MA4SW410,M/A-Com Technology Solutions,IC RF SWITCH SP4T 20GHZ DIE,150,0,"17.79900","0","50","Bulk","HMIC™","Active","General Purpose","Reflective","SP4T","50MHz ~ 20GHz","34dB","0.9dB","20GHz","-","-","-","-","-","-65°C ~ 125°C","Die","Die"
https://datasheets.maximintegrated.com/en/ds/MAX12005.pdf,//media.digikey.com/Renders/Maxim%20Renders/48-QFN%2021-0141.jpg,MAX12005ETM+-ND,MAX12005ETM+,Maxim Integrated,IC RF SWITCH 2.15GHZ 48TQFN,130,1161,"19.83000","0","1","Tube","-","Active","DBS, L-Band, IF Satellite","Reflective","-","950MHz ~ 2.15GHz","55dB","-","950MHz","-","-","-","75Ohm","3V ~ 3.5V","-40°C ~ 85°C","48-WFQFN Exposed Pad","48-TQFN (7x7)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1084.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/24-TFQFN%2520Exposed%2520Pad.jpg,1127-2844-2-ND,HMC1084LC4TR,Analog Devices Inc.,IC RF SWITCH SP4T 30GHZ 24SMT,2900,1100,"30.09650","0","100","Tape & Reel (TR)","-","Active","VSAT","Reflective","SP4T","23GHz ~ 30GHz","26dB","3.5dB","30GHz","-","47dBm","-","50Ohm","-","-55°C ~ 85°C","24-TFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1084.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/24-TFQFN%2520Exposed%2520Pad.jpg,1127-2844-1-ND,HMC1084LC4TR,Analog Devices Inc.,IC RF SWITCH SP4T 30GHZ 24SMT,2990,1100,"38.34000","0","1","Cut Tape (CT)","-","Active","VSAT","Reflective","SP4T","23GHz ~ 30GHz","26dB","3.5dB","30GHz","-","47dBm","-","50Ohm","-","-55°C ~ 85°C","24-TFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1084.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/24-TFQFN%2520Exposed%2520Pad.jpg,1127-2844-6-ND,HMC1084LC4TR,Analog Devices Inc.,IC RF SWITCH SP4T 30GHZ 24SMT,2990,1100,"Digi-Reel","0","1","Digi-Reel®","-","Active","VSAT","Reflective","SP4T","23GHz ~ 30GHz","26dB","3.5dB","30GHz","-","47dBm","-","50Ohm","-","-55°C ~ 85°C","24-TFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc641a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3303-ND,HMC641A,Analog Devices Inc.,IC RF SWITCH SP4T DIE,125,4425,"100.94360","0","25","Bulk","-","Active","General Purpose","Absorptive","SP4T","100MHz ~ 18GHz","38dB","2.3dB","18GHz","25dBm","41dBm","-","50Ohm","-","-40°C ~ 85°C","Die","Die"
http://cdn.macom.com/datasheets/SW-313-PIN.pdf,//media.digikey.com/photos/MACom%20Technology%20Solutions/SW-313-PIN.jpg,1465-1119-ND,SW-313-PIN,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ CR-9,45,150,"135.37000","0","1","Bulk","-","Active","General Purpose","Absorptive","SPDT","DC ~ 3GHz","35dB (min)","-","3GHz","30dBm","-","-","50Ohm","-","-55°C ~ 125°C","CR-9","CR-9"
http://cdn.macom.com/datasheets/MASWSS0130.pdf,//media.digikey.com/Photos/RFMD%20Photos/FMS2031-001.jpg,1465-1375-2-ND,MASWSS0130TR-3000,M/A-Com Technology Solutions,IC RF SWITCH DPDT 3GHZ 12QFN,6000,0,"0.27550","0","3000","Tape & Reel (TR)","-","Active","802.11b/g","Reflective","DPDT","500MHz ~ 3GHz","25dB","0.6dB","2.4GHz","34dBm","-","-","50Ohm","-","-40°C ~ 85°C","12-VFQFN Exposed Pad","12-PQFN (3x3)"
http://cdn.macom.com/datasheets/MASWSS0130.pdf,//media.digikey.com/Photos/RFMD%20Photos/FMS2031-001.jpg,1465-1375-1-ND,MASWSS0130TR-3000,M/A-Com Technology Solutions,IC RF SWITCH DPDT 3GHZ 12QFN,8931,7285,"0.78000","0","1","Cut Tape (CT)","-","Active","802.11b/g","Reflective","DPDT","500MHz ~ 3GHz","25dB","0.6dB","2.4GHz","34dBm","-","-","50Ohm","-","-40°C ~ 85°C","12-VFQFN Exposed Pad","12-PQFN (3x3)"
http://cdn.macom.com/datasheets/MASWSS0130.pdf,//media.digikey.com/Photos/RFMD%20Photos/FMS2031-001.jpg,1465-1375-6-ND,MASWSS0130TR-3000,M/A-Com Technology Solutions,IC RF SWITCH DPDT 3GHZ 12QFN,8931,7285,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11b/g","Reflective","DPDT","500MHz ~ 3GHz","25dB","0.6dB","2.4GHz","34dBm","-","-","50Ohm","-","-40°C ~ 85°C","12-VFQFN Exposed Pad","12-PQFN (3x3)"
http://www.skyworksinc.com/uploads/documents/SKY13547_490LF_PS_203803A.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_SKY13547-490LF.jpg,863-1823-2-ND,SKY13547-490LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 1.8GHZ 12QFN,6000,0,"0.55020","0","3000","Tape & Reel (TR)","-","Active","-","Reflective","SPDT","5MHz ~ 1.8GHz","-","0.3dB","1GHz","38dBm","-","-","75Ohm","2.5V ~ 4.8V","-","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13547_490LF_PS_203803A.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_SKY13547-490LF.jpg,863-1823-1-ND,SKY13547-490LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 1.8GHZ 12QFN,6770,0,"1.34000","0","1","Cut Tape (CT)","-","Active","-","Reflective","SPDT","5MHz ~ 1.8GHz","-","0.3dB","1GHz","38dBm","-","-","75Ohm","2.5V ~ 4.8V","-","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13547_490LF_PS_203803A.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_SKY13547-490LF.jpg,863-1823-6-ND,SKY13547-490LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 1.8GHZ 12QFN,6770,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","Reflective","SPDT","5MHz ~ 1.8GHz","-","0.3dB","1GHz","38dBm","-","-","75Ohm","2.5V ~ 4.8V","-","12-UFQFN Exposed Pad","12-QFN (2x2)"
-,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1820-2-ND,SKYA21026,Skyworks Solutions Inc.,IC RF SWITCH DPDT 3GHZ 12QFN,3000,0,"0.78435","0","3000","Tape & Reel (TR)","-","Active","General Purpose","-","DPDT","700MHz ~ 3GHz","25dB","0.4dB (max)","-","-","63dBm","-","50Ohm","-","-","12-UFQFN Exposed Pad","12-QFN (2x2)"
-,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1820-1-ND,SKYA21026,Skyworks Solutions Inc.,IC RF SWITCH DPDT 3GHZ 12QFN,3700,0,"1.77000","0","1","Cut Tape (CT)","-","Active","General Purpose","-","DPDT","700MHz ~ 3GHz","25dB","0.4dB (max)","-","-","63dBm","-","50Ohm","-","-","12-UFQFN Exposed Pad","12-QFN (2x2)"
-,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1820-6-ND,SKYA21026,Skyworks Solutions Inc.,IC RF SWITCH DPDT 3GHZ 12QFN,3700,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","General Purpose","-","DPDT","700MHz ~ 3GHz","25dB","0.4dB (max)","-","-","63dBm","-","50Ohm","-","-","12-UFQFN Exposed Pad","12-QFN (2x2)"
https://www.nxp.com/docs/en/data-sheet/SA630.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT96-1;%20D,S,T,TN2;8.jpg",568-13252-2-ND,"SA630D/01,118",NXP USA Inc.,IC RF SWITCH SPDT 1GHZ 8SO,5000,0,"3.17697","0","2500","Tape & Reel (TR)","-","Active","General Purpose","Absorptive","SPDT","DC ~ 1GHz","30dB","2dB","900MHz","18dBm","33dBm","Single Line Control","50Ohm","3V ~ 5.5V","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SO"
